CHILDCODE	EDCHSTR5	ATSCR5	GRDER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	CODMODR5	COD_MOD	ANEXO	NMSCSCR5	NIV_MOD	D_NIV_MOD	GESTION	D_GESTION	GES_DEP	D_GES_DEP	TYSCR5_C
181027	15	1	6	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181027	16	1	6	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181029	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181029	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181029	15	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181029	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181030	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181030	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181030	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
181030	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181031	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181031	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181031	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181031	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181032	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181032	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181032	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181032	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181033	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181033	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181033	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181033	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181034	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181034	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181034	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181034	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181036	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181036	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181036	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181036	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181037	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181037	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181037	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181037	16	1	9	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181038	13	1	6	 	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181038	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181038	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181038	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181039	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181039	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181039	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	11
181039	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181040	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181040	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181040	15	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	11
181040	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181041	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181041	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181041	15	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	4
181041	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181042	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181042	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181042	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181042	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181043	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181043	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181043	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181043	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181044	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181044	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181044	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181044	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181045	13	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181045	14	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181045	15	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181045	16	1	7	4	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181046	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181046	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181046	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181046	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181047	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181047	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181047	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181047	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181048	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181048	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181048	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181048	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181049	13	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181049	14	1	5	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181049	15	1	5	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181049	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181050	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181050	14	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181050	15	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181050	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181051	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181051	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181051	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181051	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181052	13	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181052	14	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181052	15	1	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181052	16	1	11	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181053	13	1	4	 	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181053	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181053	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181053	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181054	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181054	14	1	7	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181054	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181054	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181055	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181055	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181055	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
181055	16	1	9	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181056	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181056	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181056	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181056	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181057	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181057	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181057	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181057	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181058	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181058	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181058	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181058	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181059	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181059	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181059	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181059	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181060	13	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181060	14	1	7	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181060	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181060	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181061	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181061	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181061	15	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181061	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181062	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181062	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181062	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	3
181062	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	3
181063	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181063	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181063	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181063	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181064	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181064	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181064	15	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	11
181064	16	1	9	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181065	13	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181065	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181065	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181065	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181066	13	1	6	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181066	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181066	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181066	16	1	9	4	11	0	 	 	 	 	 	 	 	 	 	 	 	11
181067	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181067	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181067	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181067	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181068	13	1	4	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181068	14	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181068	15	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181068	16	1	6	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181069	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181069	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181069	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181069	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181070	13	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181070	14	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181070	15	1	6	1	3	1	 	 	 	 	 	 	 	 	 	 	 	4
181070	16	1	7	4	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181071	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181071	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181071	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181071	16	1	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181072	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181072	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181072	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	11
181072	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181073	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181073	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181073	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181073	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181074	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181074	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181074	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181074	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181075	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181075	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181075	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
181075	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181076	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181076	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181076	15	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181076	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181077	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181077	14	1	7	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181077	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181077	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181078	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181078	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181078	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181078	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181080	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181080	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181080	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181080	16	1	8	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181081	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181081	14	1	8	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181081	15	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181081	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181082	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181082	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181082	15	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	11
181082	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181083	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181083	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181083	15	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181083	16	1	10	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181084	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181084	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181084	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181084	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181086	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181086	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181086	15	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	11
181086	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181087	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181087	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181087	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181087	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181088	13	1	3	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181088	14	1	4	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181088	15	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181088	16	1	5	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181089	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181089	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181089	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	11
181089	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181090	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181090	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181090	15	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	11
181090	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181091	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181091	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181091	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181091	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181092	13	1	3	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181092	14	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181092	15	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181092	16	1	6	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181093	13	1	3	1	3	1	 	 	 	 	 	 	 	 	 	 	 	3
181093	14	1	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181093	15	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181093	16	1	6	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181094	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181094	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181094	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181094	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181095	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181095	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181095	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181095	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181096	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181096	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181096	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181096	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181097	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181097	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181097	15	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181097	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181098	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181098	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181098	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181098	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181099	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181099	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181099	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181099	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181100	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181100	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181100	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181100	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181101	13	1	7	2	11	0	 	 	 	 	 	 	 	 	 	 	 	4
181101	14	1	7	2	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181101	15	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181101	16	1	8	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181102	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181102	14	1	7	1	11	1	 	 	 	 	 	 	 	 	 	 	 	4
181102	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181102	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181103	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181103	14	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181103	15	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181103	16	1	8	4	9	0	 	 	 	 	 	 	 	 	 	 	 	9
181104	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181104	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181104	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
181104	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
181105	13	1	5	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
181105	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
181105	15	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	11
181105	16	1	7	4	4	1	 	 	 	 	 	 	 	 	 	 	 	11
191001	13	1	6	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
191001	14	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
191001	15	1	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	1
191001	16	1	8	4	1	1	 	 	 	 	 	 	 	 	 	 	 	1
191002	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	1
191002	14	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
191002	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191002	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191003	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191003	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191003	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191003	16	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191004	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191004	14	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	4
191004	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
191004	16	1	9	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
191005	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191005	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191005	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191005	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191006	13	1	5	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191006	14	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191006	15	1	7	2	4	0	 	 	 	 	 	 	 	 	 	 	 	4
191006	16	1	7	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191007	13	1	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
191007	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191007	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	11
191007	16	1	10	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
191009	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191009	14	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	4
191009	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
191009	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
191010	13	1	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	1
191010	14	1	8	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
191010	15	1	9	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
191010	16	1	10	4	4	0	 	 	 	 	 	 	 	 	 	 	 	4
191011	13	1	6	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
191011	14	1	7	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
191011	15	1	8	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1
191011	16	1	9	4	1	1	 	 	 	 	 	 	 	 	 	 	 	1
191012	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191012	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191012	15	1	9	1	4	0	 	 	 	 	 	 	 	 	 	 	 	4
191012	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191013	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191013	14	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191013	15	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191013	16	1	9	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191014	13	1	6	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191014	14	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	4
191014	15	1	8	1	11	1	 	 	 	 	 	 	 	 	 	 	 	11
191014	16	1	9	4	11	1	 	 	 	 	 	 	 	 	 	 	 	11
191015	13	1	7	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191015	14	1	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191015	15	1	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191015	16	1	10	4	4	1	 	 	 	 	 	 	 	 	 	 	 	4
191016	13	1	7	1	11	0	 	 	 	 	 	 	 	 	 	 	 	4
