PLACEID	SERVIDR4	AVLOC	SRVAVL	SRVRT	SRVTIME	SRVTRANS
80	12	1	1	1	 	 
80	13	0	 	 	45	4
80	14	1	1	2	 	 
80	15	0	 	 	60	8
80	16	0	 	 	45	8
80	17	0	 	 	60	8
80	18	0	 	 	45	8
80	19	0	 	 	60	8
80	20	0	 	 	60	8
80	21	1	1	1	 	 
80	22	0	 	 	70	9
80	23	1	1	1	 	 
80	24	0	 	 	30	1
80	25	0	 	 	45	8
80	26	0	 	 	60	8
81	1	1	1	2	 	 
81	2	1	1	1	 	 
81	3	0	 	 	70	5
81	4	0	 	 	70	5
81	5	0	 	 	70	5
81	6	1	1	2	 	 
81	7	0	 	 	30	5
81	8	1	1	2	 	 
81	9	0	 	 	30	5
81	10	1	1	2	 	 
81	11	1	1	2	 	 
81	12	0	 	 	 	 
81	13	0	 	 	30	5
81	14	1	1	2	 	 
81	15	0	 	 	30	5
81	16	0	 	 	30	5
81	17	0	 	 	90	5
81	18	1	1	2	 	 
81	19	1	1	2	 	 
81	20	0	 	 	-88	88
81	21	1	1	3	 	 
81	22	0	 	 	30	5
81	23	1	1	3	 	 
81	24	0	 	 	30	5
81	25	1	1	2	 	 
81	26	0	 	 	30	5
82	1	1	1	2	 	 
82	2	1	1	1	 	 
82	3	0	 	 	60	8
82	4	0	 	 	60	8
82	5	0	 	 	60	8
82	6	1	1	2	 	 
82	7	0	 	 	20	8
82	8	1	1	2	 	 
82	9	0	 	 	20	8
82	10	1	1	2	 	 
82	11	1	1	3	 	 
82	12	0	 	 	 	 
82	13	0	 	 	20	8
82	14	1	1	2	 	 
82	15	0	 	 	20	8
82	16	0	 	 	20	8
82	17	0	 	 	65	8
82	18	1	1	2	 	 
82	19	1	2	2	 	 
82	20	0	 	 	-88	88
82	21	1	1	3	 	 
82	22	0	 	 	20	8
82	23	1	1	2	 	 
82	24	0	 	 	20	8
82	25	1	1	3	 	 
82	26	0	 	 	20	8
83	1	1	1	2	 	 
83	2	1	1	2	 	 
83	3	0	 	 	70	5
83	4	0	 	 	70	5
83	5	0	 	 	70	5
83	6	1	1	3	 	 
83	7	0	 	 	15	5
83	8	1	1	2	 	 
83	9	0	 	 	15	5
83	10	1	1	2	 	 
83	11	1	1	1	 	 
83	12	0	 	 	 	 
83	13	0	 	 	15	5
83	14	1	1	2	 	 
83	15	0	 	 	15	5
83	16	0	 	 	15	5
83	17	0	 	 	70	5
83	18	1	1	2	 	 
83	19	0	 	 	15	5
83	20	0	 	 	-88	88
83	21	1	1	2	 	 
83	22	0	 	 	15	5
83	23	1	1	2	 	 
83	24	0	 	 	15	5
83	25	1	1	2	 	 
83	26	0	 	 	15	5
84	1	0	 	 	15	5
84	2	0	 	 	15	5
84	3	0	 	 	60	5
84	4	0	 	 	60	5
84	5	0	 	 	60	5
84	6	1	1	3	 	 
84	7	0	 	 	15	5
84	8	1	1	2	 	 
84	9	0	 	 	15	5
84	10	1	1	2	 	 
84	11	1	1	2	 	 
84	12	0	 	 	 	 
84	13	0	 	 	15	5
84	14	1	1	1	 	 
84	15	0	 	 	15	5
84	16	0	 	 	15	5
84	17	0	 	 	80	5
84	18	0	 	 	15	5
84	19	0	 	 	15	5
84	20	0	 	 	-88	88
84	21	1	1	3	 	 
84	22	0	 	 	15	5
84	23	1	1	3	 	 
84	24	0	 	 	15	5
84	25	1	1	3	 	 
84	26	0	 	 	15	5
85	1	1	1	1	 	 
85	2	0	 	 	15	5
85	3	0	 	 	40	5
85	4	0	 	 	40	5
85	5	0	 	 	40	5
85	6	1	3	2	 	 
85	7	0	 	 	15	5
85	8	1	1	2	 	 
85	9	0	 	 	15	5
85	10	1	1	2	 	 
85	11	1	1	2	 	 
85	12	0	 	 	 	 
85	13	0	 	 	15	5
85	14	1	1	1	 	 
85	15	0	 	 	15	5
85	16	0	 	 	15	5
85	17	0	 	 	60	5
85	18	1	1	1	 	 
85	19	1	2	2	 	 
85	20	0	 	 	-88	88
85	21	1	1	3	 	 
85	22	0	 	 	15	5
85	23	1	1	2	 	 
85	24	0	 	 	15	5
85	25	1	1	3	 	 
85	26	0	 	 	15	5
86	1	1	1	2	 	 
86	2	1	1	2	 	 
86	3	1	1	2	 	 
86	4	1	1	3	 	 
86	5	1	1	2	 	 
86	6	1	1	3	 	 
86	7	1	1	3	 	 
86	8	1	1	3	 	 
86	9	1	1	3	 	 
86	10	1	1	3	 	 
86	11	1	1	3	 	 
86	12	1	1	3	 	 
86	13	1	1	3	 	 
86	14	1	1	2	 	 
86	15	1	1	3	 	 
86	16	1	1	3	 	 
86	17	1	1	3	 	 
86	18	1	1	2	 	 
86	19	0	 	 	-88	88
86	20	0	 	 	-88	88
86	21	1	1	3	 	 
86	22	1	1	3	 	 
86	23	1	1	3	 	 
86	24	0	 	 	-88	88
86	25	1	1	3	 	 
86	26	1	1	3	 	 
87	1	1	1	2	 	 
87	2	1	1	3	 	 
87	3	1	1	3	 	 
87	4	1	1	3	 	 
87	5	1	1	3	 	 
87	6	1	1	3	 	 
87	7	1	1	3	 	 
87	8	1	1	3	 	 
87	9	1	1	3	 	 
87	10	1	1	3	 	 
87	11	1	1	3	 	 
87	12	1	1	2	 	 
87	13	1	1	3	 	 
87	14	1	1	3	 	 
87	15	1	1	3	 	 
87	16	1	1	3	 	 
87	17	1	1	3	 	 
87	18	1	1	3	 	 
87	19	0	 	 	-88	88
87	20	0	 	 	-88	88
87	21	1	1	3	 	 
87	22	1	1	3	 	 
87	23	1	1	3	 	 
87	24	0	 	 	-88	88
87	25	1	1	3	 	 
87	26	1	1	3	 	 
88	1	1	1	3	 	 
88	2	1	1	3	 	 
88	3	1	1	3	 	 
88	4	1	1	3	 	 
88	5	1	1	3	 	 
88	6	1	1	3	 	 
88	7	1	1	3	 	 
88	8	1	1	3	 	 
88	9	1	1	3	 	 
88	10	1	1	3	 	 
88	11	1	1	3	 	 
88	12	1	1	3	 	 
88	13	1	1	3	 	 
88	14	1	1	2	 	 
88	15	1	1	2	 	 
88	16	1	1	3	 	 
88	17	1	1	3	 	 
88	18	1	1	2	 	 
88	19	0	 	 	-88	13
88	20	0	 	 	-88	88
88	21	1	1	3	 	 
88	22	1	1	3	 	 
88	23	1	1	3	 	 
88	24	0	 	 	-88	13
88	25	1	1	3	 	 
88	26	1	1	3	 	 
89	1	0	 	 	50	4
89	2	0	 	 	40	4
89	3	0	 	 	60	5
89	4	0	 	 	60	5
89	5	0	 	 	30	4
89	6	1	1	3	 	 
89	7	0	 	 	30	1
89	8	1	1	2	 	 
89	9	1	1	2	 	 
89	10	1	1	3	 	 
89	11	1	1	3	 	 
89	12	1	1	2	 	 
89	13	1	1	3	 	 
89	14	1	1	2	 	 
89	15	1	1	2	 	 
89	16	0	 	 	60	5
89	17	1	1	2	 	 
89	18	0	 	 	50	4
89	19	0	 	 	40	4
89	20	0	 	 	0	88
89	21	1	1	1	 	 
89	22	0	 	 	60	5
89	23	1	1	2	 	 
89	24	0	 	 	90	1
89	25	1	1	3	 	 
89	26	1	1	3	 	 
90	1	0	 	 	60	5
90	2	0	 	 	30	4
90	3	0	 	 	60	5
90	4	0	 	 	65	5
90	5	0	 	 	60	5
90	6	1	1	3	 	 
90	7	1	1	2	 	 
90	8	1	1	2	 	 
90	9	0	 	 	30	4
90	10	1	1	3	 	 
90	11	1	1	3	 	 
90	12	1	1	2	 	 
90	13	0	 	 	30	5
90	14	1	1	3	 	 
90	15	0	 	 	30	4
90	16	1	1	3	 	 
90	17	1	1	2	 	 
90	18	1	1	2	 	 
90	19	0	 	 	0	88
90	20	1	88	77	 	 
90	21	1	1	3	 	 
90	22	0	 	 	25	5
90	23	1	1	3	 	 
90	24	0	 	 	0	88
90	25	1	1	3	 	 
90	26	1	1	2	 	 
91	1	1	1	2	 	 
91	2	1	1	2	 	 
91	3	0	 	 	60	5
91	4	0	 	 	60	5
91	5	1	1	2	 	 
91	6	1	1	3	 	 
91	7	1	1	3	 	 
91	8	1	1	77	 	 
91	9	0	 	 	45	4
91	10	1	1	2	 	 
91	11	1	1	2	 	 
91	12	1	1	1	 	 
91	13	1	1	2	 	 
91	14	1	1	3	 	 
91	15	1	1	2	 	 
91	16	1	1	3	 	 
91	17	1	1	2	 	 
91	18	1	1	1	 	 
91	19	0	 	 	0	88
91	20	0	 	 	0	88
91	21	1	1	3	 	 
91	22	0	 	 	50	5
91	23	1	1	3	 	 
91	24	0	 	 	60	5
91	25	1	1	3	 	 
91	26	0	 	 	60	4
92	1	1	1	3	 	 
92	2	0	 	 	15	5
92	3	0	 	 	15	5
92	4	0	 	 	15	5
92	5	0	 	 	15	5
92	6	1	1	3	 	 
92	7	0	 	 	15	5
92	8	0	 	 	 	 
92	9	0	 	 	15	5
92	10	1	1	3	 	 
92	11	1	1	2	 	 
92	12	1	1	1	 	 
92	13	0	 	 	15	5
92	14	1	1	2	 	 
92	15	0	 	 	15	5
92	16	0	 	 	15	5
92	17	0	 	 	15	5
92	18	1	1	3	 	 
92	19	0	 	 	15	5
92	20	0	 	 	0	88
92	21	1	1	2	 	 
92	22	0	 	 	15	5
92	23	1	1	3	 	 
92	24	0	 	 	15	5
92	25	1	1	3	 	 
92	26	0	 	 	15	5
93	1	1	1	2	 	 
93	2	0	 	 	30	5
93	3	0	 	 	30	5
93	4	0	 	 	10	1
93	5	0	 	 	10	1
93	6	1	1	2	 	 
93	7	0	 	 	30	5
93	8	1	1	2	 	 
93	9	0	 	 	180	8
93	10	1	1	3	 	 
93	11	1	1	3	 	 
93	12	1	1	1	 	 
93	13	0	 	 	30	5
93	14	1	1	3	 	 
93	15	0	 	 	30	5
93	16	0	 	 	10	1
93	17	0	 	 	90	8
93	18	1	1	3	 	 
93	19	0	 	 	30	5
93	20	0	 	 	0	88
93	21	1	1	3	 	 
93	22	0	 	 	90	8
93	23	1	1	3	 	 
93	24	0	 	 	10	1
93	25	1	1	3	 	 
93	26	0	 	 	10	1
94	1	1	1	2	 	 
94	2	1	1	2	 	 
94	3	1	1	2	 	 
94	4	0	 	 	15	5
94	5	1	1	3	 	 
94	6	1	1	3	 	 
94	7	1	1	3	 	 
94	8	1	1	2	 	 
94	9	0	 	 	10	5
94	10	1	1	3	 	 
94	11	1	1	3	 	 
94	12	1	1	2	 	 
94	13	0	 	 	15	5
94	14	1	1	3	 	 
94	15	1	1	2	 	 
94	16	0	 	 	15	5
94	17	0	 	 	15	5
94	18	1	1	3	 	 
94	19	0	 	 	20	5
94	20	0	 	 	0	88
94	21	1	1	3	 	 
94	22	1	1	2	 	 
94	23	1	1	3	 	 
94	24	0	 	 	20	5
94	25	1	1	3	 	 
94	26	1	1	3	 	 
96	1	1	1	2	 	 
96	2	1	1	2	 	 
96	3	0	 	 	30	5
96	4	0	 	 	30	5
96	5	0	 	 	30	5
96	6	1	1	3	 	 
96	7	1	1	1	 	 
96	8	1	1	2	 	 
96	9	1	2	2	 	 
96	10	1	1	3	 	 
96	11	1	1	2	 	 
96	12	1	1	1	 	 
96	13	1	1	3	 	 
96	14	1	1	2	 	 
96	15	1	1	2	 	 
96	16	1	1	3	 	 
96	17	0	 	 	60	5
96	18	1	1	2	 	 
96	19	1	1	2	 	 
96	20	0	 	 	-88	88
96	21	1	1	2	 	 
96	22	1	1	2	 	 
96	23	1	1	2	 	 
96	24	1	1	2	 	 
96	25	1	1	3	 	 
96	26	1	2	2	 	 
97	1	1	1	2	 	 
97	2	1	1	2	 	 
97	3	0	 	 	15	8
97	4	0	 	 	20	8
97	5	0	 	 	60	8
97	6	1	1	3	 	 
97	7	0	 	 	20	8
97	8	1	1	2	 	 
97	9	1	4	2	 	 
97	10	1	1	3	 	 
97	11	0	 	 	 	 
97	12	1	3	3	 	 
97	13	0	 	 	20	5
97	14	1	1	2	 	 
97	15	0	 	 	20	5
97	16	0	 	 	20	5
97	17	0	 	 	20	5
97	18	1	1	3	 	 
97	19	0	 	 	20	5
97	20	0	 	 	0	77
97	21	1	1	3	 	 
97	22	0	 	 	20	5
97	23	1	1	3	 	 
97	24	0	 	 	20	5
97	25	1	2	2	 	 
97	26	1	2	2	 	 
99	1	1	2	3	 	 
99	2	1	2	3	 	 
99	3	0	 	 	35	5
99	4	0	 	 	35	5
99	5	0	 	 	35	5
99	6	1	1	3	 	 
99	7	0	 	 	35	5
99	8	1	1	3	 	 
99	9	0	 	 	35	5
99	10	1	1	3	 	 
99	11	1	1	2	 	 
99	12	1	1	2	 	 
99	13	0	 	 	35	5
99	14	1	1	3	 	 
99	15	0	 	 	35	5
99	16	0	 	 	35	5
99	17	0	 	 	35	5
99	18	0	 	 	35	5
99	19	0	 	 	35	5
99	20	0	 	 	0	88
99	21	1	1	3	 	 
99	22	0	 	 	35	5
99	23	1	1	3	 	 
99	24	0	 	 	35	5
99	25	1	1	2	 	 
99	26	0	 	 	35	5
101	1	0	 	 	15	1
101	2	0	 	 	15	1
101	3	0	 	 	15	1
101	4	0	 	 	10	1
101	5	1	1	3	 	 
101	6	1	1	3	 	 
101	7	1	1	2	 	 
101	8	1	1	3	 	 
101	9	1	1	3	 	 
101	10	1	1	3	 	 
101	11	1	1	3	 	 
101	12	1	1	3	 	 
101	13	1	1	3	 	 
101	14	1	1	2	 	 
101	15	1	1	2	 	 
101	16	1	1	3	 	 
101	17	1	1	2	 	 
101	18	1	1	2	 	 
101	19	0	 	 	30	5
101	20	0	 	 	0	88
101	21	1	1	3	 	 
101	22	0	 	 	15	1
101	23	1	1	3	 	 
101	24	0	 	 	20	5
101	25	1	1	3	 	 
101	26	1	1	3	 	 
102	1	0	 	 	15	5
102	2	1	1	1	 	 
102	3	0	 	 	15	5
102	4	0	 	 	15	5
102	5	0	 	 	15	5
102	6	1	2	1	 	 
102	7	1	1	2	 	 
102	8	1	1	3	 	 
102	9	1	1	3	 	 
102	10	1	1	3	 	 
102	11	1	1	3	 	 
102	12	1	1	2	 	 
102	13	1	1	3	 	 
102	14	1	2	3	 	 
102	15	1	3	2	 	 
102	16	1	1	3	 	 
102	17	1	1	3	 	 
102	18	1	1	3	 	 
102	19	1	1	3	 	 
102	20	0	 	 	0	88
102	21	1	1	2	 	 
102	22	1	2	3	 	 
102	23	1	1	2	 	 
102	24	0	 	 	15	5
102	25	1	1	3	 	 
102	26	1	1	3	 	 
