CHILDID	CROPID	CROP	QNTHARV	QNTUNIT	ESTVLCRP	VLCRSLD	CROPCOST
VN131043	2	116	0	1	0	0	0
VN131043	3	1	5.5	10	1500	0	500
VN131045	1	118	300	3	20000	23000	7000
VN131045	2	15	4	10	2600	2000	750
VN131045	3	116	1.5	10	4500	4500	150
VN131045	4	51	0	1	-99	0	0
VN131045	5	25	2.5	10	1500	1500	300
VN131045	6	1	5.5	10	1650	0	500
VN131046	1	51	20	1	200	200	5000
VN131046	2	25	5	10	1500	1500	500
VN131047	1	25	3	10	6000	6000	1000
VN131047	2	10	2000	10	4000	4000	700
VN131047	3	72	1.5	10	5000	5000	1500
VN131047	4	1	1.2	10	3600	0	1000
VN131047	5	74	1.5	10	3000	3000	700
VN131048	1	51	50	1	550	550	4000
VN131048	2	15	50	1	300	0	50
VN131048	3	92	0	1	0	0	0
VN131048	4	32	1.8	10	1000	800	300
VN131048	5	116	1.2	10	200	200	70
VN131048	6	25	3	10	1000	900	1000
VN131048	7	1	3.5	10	1050	0	250
VN131049	1	72	5	10	3000	1000	500
VN131049	2	74	1800	2	4000	4000	300
VN131049	3	33	0	99	0	0	0
VN131049	4	25	0	99	0	0	0
VN131049	5	51	0	3	0	0	4800
VN131049	6	1	2	10	500	0	200
VN131050	1	25	1.5	10	3000	3000	350
VN131050	2	51	2	10	1400	1400	300
VN131050	3	10	0	10	0	0	0
VN131050	4	74	5	10	1000	1000	550
VN131050	5	118	0	3	0	0	0
VN131052	1	51	0	10	0	0	0
VN131052	2	92	5	10	400	400	2300
VN131052	3	25	3	10	100	100	250
VN131053	1	1	3	10	600	0	300
VN131053	2	51	0	1	0	0	0
VN131054	1	1	1.2	10	3000	0	1440
VN131054	2	50	20	1	60	60	40
VN131054	3	69	0	10	0	0	0
VN131055	1	1	6	10	1800	0	400
VN131055	2	116	5	10	600	400	250
VN131055	3	10	500	3	500	0	200
VN131055	4	15	1	10	500	500	100
VN131055	5	92	7	10	1600	1000	250
VN131055	6	111	1	10	500	0	20
VN131055	7	110	20	1	100	0	0
VN131055	8	118	40	3	2000	2000	200
VN131055	9	74	30	1	150	0	100
VN131056	1	1	2	10	4000	1000	1808
VN131058	1	1	4.5	10	1350	0	600
VN131058	2	92	1	10	250	200	0
VN141001	1	51	0	10	0	0	0
VN141002	1	51	7	10	50000	50000	40000
VN141002	2	118	400	10	20000	20000	10000
VN141002	3	25	2	10	3000	3000	1000
VN141003	1	25	2.5	10	8000	7000	1200
VN141003	2	51	7	10	15000	15000	3200
VN141004	1	118	0	99	0	0	0
VN141005	1	25	5.5	10	12000	12000	2500
VN141005	2	112	6000	10	3500	3500	1500
VN141005	3	116	6	10	1200	1000	300
VN141005	4	118	0	3	0	0	500
VN141006	1	25	1	10	3000	3000	1000
VN141006	2	65	3	10	6000	6000	1200
VN141006	3	74	0	 	0	0	100
VN141007	1	25	4	10	20000	20000	2000
VN141009	1	25	36	10	6000	6000	2000
VN141009	2	51	0	1	0	0	0
VN141009	3	118	180	3	10000	9000	5000
VN141009	4	31	0	1	0	0	0
VN141010	1	117	2000	3	2000	1500	800
VN141010	2	33	3	10	1000	800	200
VN141010	3	51	40	1	1300	1000	700
VN141011	1	51	1	10	27000	15000	5000
VN141011	2	25	2	10	17000	13000	3000
VN141011	3	33	1	10	10000	6000	1000
VN141012	1	25	2	10	6000	4000	1000
VN141012	2	51	5	10	4500	3500	2000
VN141012	3	112	12000	10	8000	6500	2000
VN141012	4	116	3.5	10	3000	2500	700
VN141012	5	15	1.5	10	3500	3000	1000
VN141012	6	25	1	10	5500	4500	1000
VN141013	1	51	2	10	1100	1000	500
VN141013	2	25	0	1	0	0	0
VN141013	3	44	5	10	500	500	100
VN141013	4	15	1.5	10	1100	1000	100
VN141014	1	51	-77	10	-77	-77	1500
VN141014	2	44	1	10	500	500	150
VN141014	3	112	-77	10	-77	-77	200
VN141014	4	116	-77	10	-77	-77	-77
VN141016	1	51	3	10	2000	2000	4000
VN141016	2	118	0	1	0	0	0
VN141016	3	72	5	10	800	800	900
VN141016	4	74	0	10	0	0	0
VN141017	1	25	4	10	600	600	300
VN141017	2	74	5	10	100	100	100
VN141017	3	44	3	10	1000	1000	450
VN141018	1	118	200	3	10000	0	7000
VN141018	2	25	30	1	300	300	0
VN141019	1	118	0	3	0	0	0
VN141019	2	25	0	10	0	0	0
VN141020	1	112	2500	3	1500	1300	300
VN141020	2	44	8	10	10500	1500	400
VN141020	3	74	0	1	0	0	0
VN141020	4	25	2	10	6200	6000	1000
VN141020	5	51	5	10	9200	9000	5000
VN141020	6	72	0	1	0	0	0
VN141025	1	25	1.5	10	9000	5000	3000
VN141025	2	118	0	3	0	0	-99
VN141025	3	118	180	3	15000	12000	4000
VN141025	4	118	100	3	5000	4000	2000
VN141025	5	118	0	3	0	0	-99
VN141025	6	25	50	1	200	100	400
VN141025	7	116	180	1	200	150	60
VN141026	1	65	2	10	1200	1000	250
VN141026	2	112	2800	10	2000	1400	600
VN141026	3	51	0	99	0	0	0
VN141026	4	25	2	10	3000	3000	570
VN141027	1	25	5	10	5000	5000	1000
VN141027	2	15	2	10	3000	3000	700
VN141027	3	44	2	10	1000	1000	100
VN141027	4	118	230	3	8000	7500	2000
VN141027	5	116	0	99	0	0	0
VN141027	6	126	.5	10	500	200	100
VN141028	1	51	0	99	0	0	0
VN141028	2	92	6.5	10	14000	14000	4300
VN141028	3	44	2.5	10	1500	1500	300
VN141028	4	25	1.5	10	3000	3000	1500
VN141028	5	116	120	10	1000	1000	300
VN141028	6	112	1	10	1500	1200	300
VN141028	7	15	150	1	1000	0	250
VN141029	1	92	4	10	7500	7500	1800
VN141029	2	25	8	10	6500	6500	500
VN141029	3	74	2	10	3000	3000	1500
VN141029	4	116	1	10	2000	2000	600
VN141029	5	51	0	10	0	0	0
VN141029	6	65	4	1	600	600	200
VN141030	1	25	2.6	10	9500	9500	1500
VN141030	2	116	3	10	4000	4000	1300
VN141030	3	15	1.6	10	4000	4000	1400
VN141030	4	118	0	99	0	0	0
VN141030	5	51	3	10	4000	2000	1700
VN141030	6	16	1	10	5000	5000	600
VN141030	7	92	3	10	6000	6000	1000
VN141030	8	74	2	10	2000	2000	700
VN141031	1	25	0	10	0	0	0
VN141031	2	92	4	10	8000	8000	1000
VN141031	3	88	15	1	3000	3000	400
VN141032	1	44	4	11	4000	4000	1600
VN141032	2	112	18000	12	6000	6000	1800
VN141032	3	116	2	10	3000	3000	600
VN141032	4	12	6	10	9000	9000	3000
VN141032	5	74	10	10	11000	11000	3400
VN141033	1	25	400	2	2000	1700	1200
VN141033	2	44	2	10	1000	1000	650
VN141033	3	116	800	1	1200	1200	800
VN141033	4	12	0	1	0	0	0
VN141033	5	118	0	3	0	0	0
VN141034	1	118	100	3	23000	20000	6000
VN141034	2	117	500	3	25000	0	6000
VN141034	3	44	1	10	500	500	100
VN141034	4	12	4	10	1000	1000	300
VN141034	5	74	4	10	700	700	100
VN141037	1	44	8	10	4800	4800	800
VN141037	2	112	2	10	12000	12000	2400
VN141039	1	12	5	10	1600	1600	600
VN141039	2	116	6	10	6000	5800	3000
VN141039	3	74	5	10	10000	10000	4000
VN141039	4	16	7	10	2500	2500	1000
VN141040	1	74	.5	10	6700	6700	1700
VN141040	2	116	2.5	10	5000	5000	700
VN141040	3	112	6000	3	4500	4000	1000
VN141040	4	12	0	99	0	0	2000
VN141040	5	25	6	10	6000	6000	2000
VN141040	6	50	3.5	10	800	800	200
VN141042	1	92	1	10	4000	4000	500
VN141042	2	116	5	10	20000	20000	6000
VN141042	3	12	0	10	0	0	0
VN141042	4	112	3	10	3000	3000	1000
VN141042	5	74	2	10	4000	4000	1000
VN141043	1	112	0	10	0	0	0
VN141043	2	116	2	10	4000	4000	1000
VN141043	3	12	5	10	10000	10000	2500
VN141044	1	112	600	10	650	600	100
VN141044	2	116	4	10	2050	2000	150
VN141044	3	118	0	3	0	0	0
VN141045	1	116	2	10	2000	2000	600
VN141045	2	112	2000	11	2400	2500	700
VN141045	3	74	3	10	3000	3000	1000
VN141048	1	112	45000	10	30600	30000	15000
VN141048	2	116	8	10	16000	16000	4000
VN141048	3	74	26	10	32000	32000	10000
VN141048	4	51	0	10	0	0	1000
VN141049	1	116	2.2	10	3000	2600	1000
VN141049	2	112	2000	10	2500	700	400
VN141050	1	116	15	10	2000	1500	400
VN141050	2	112	9000	10	4500	3000	700
VN141050	3	12	15	10	2200	1350	600
VN141050	4	44	2	10	1000	1000	400
VN141051	1	74	16	10	17000	17000	6800
VN141051	2	112	24000	10	8000	8000	3200
VN141051	3	116	7.7	10	11000	11000	5500
VN141051	4	44	2	10	1000	1000	400
VN141051	5	12	6	10	6000	6000	3000
VN141051	6	25	5	10	1500	1500	800
VN141062	1	92	3	10	6000	5000	1000
VN141062	2	15	2	10	1000	1000	100
VN141066	1	25	6	10	15000	15000	5000
VN141066	2	112	3000	10	2000	2000	700
VN141066	3	116	5	10	500	500	100
VN141066	4	118	0	99	0	0	0
VN141073	1	25	2	10	8000	8000	1500
VN141073	2	77	2	10	1000	1000	100
VN141073	3	51	3	10	2000	1500	200
VN141073	4	4	0	99	-99	0	0
VN151001	1	1	1645	1	5264	-99	2895
VN151001	2	55	-99	99	-99	-77	30
VN151001	3	25	30	2	100	-99	0
VN151002	1	1	3040	1	9090	4500	5999
VN151003	1	1	6100	1	17100	0	9600
VN151004	1	1	3150	1	9450	2700	5670
VN151005	1	1	2450	1	6815	3375	4299
VN151006	1	1	7858	1	19645	16190	12350
VN151006	2	44	1000	 	300	150	115
VN151007	1	1	2100	1	6700	0	3760
VN151007	2	74	100	1	1000	0	200
VN151008	1	1	1150	1	2875	2700	1581
VN151010	1	1	6000	1	16200	11250	3900
VN151011	1	1	2200	1	7400	-99	4070
VN151011	2	111	0	99	-77	-77	-77
VN151012	1	1	1960	1	4900	0	2940
VN151013	1	1	4200	1	13440	-77	7500
VN151014	1	1	5985	1	14962	5000	8977
VN151015	1	1	550	1	1815	0	1179
VN151016	1	17	3	10	60000	60000	25000
VN151016	2	9	6	10	18000	18000	6000
VN151017	1	1	3605	1	9012	4012	5407
VN151018	1	1	2000	1	6600	2600	3630
VN151019	1	1	1800	1	5940	2940	3267
VN151021	1	1	2590	1	6475	3475	3561
VN151022	1	1	4000	1	12800	0	7200
VN151023	1	1	1475	1	3687	1900	2000
VN151024	1	1	3300	1	8910	2700	5792
VN151025	1	1	5530	1	13825	6200	7603
VN151025	2	10	25	3	60	0	40
VN151028	1	1	2500	1	6750	2700	4010
VN151029	1	1	2940	1	7938	2000	4365
VN151029	2	112	30	1	180	0	40
VN151029	3	10	20	1	60	0	40
VN151029	4	111	0	3	0	0	-99
VN151030	1	1	5600	1	14000	8520	8400
VN151031	1	1	42	1	1170	0	900
VN151031	2	111	40	1	400	0	300
VN151032	1	1	3850	1	9625	6200	5293
VN151032	2	55	100	1	320	0	70
VN151032	3	65	0	1	-99	-99	-99
VN151034	1	1	2450	1	6860	2240	4950
VN151035	1	1	700	1	1890	0	1325
VN151036	1	1	3330	1	8325	0	4331
VN151037	1	1	2310	1	7623	6000	4192
VN151037	2	111	0	99	0	0	20
VN151037	3	4	5	6	100	0	5
VN151038	1	1	1700	1	4250	0	2200
VN151038	2	111	0	99	-99	0	50
VN151038	3	25	300	1	3000	0	200
VN151039	1	1	1800	1	4860	0	2916
VN151040	1	1	1330	1	3325	1260	1662
VN151041	1	1	1800	1	4500	1400	2475
VN151041	2	111	0	3	-99	-99	-99
VN151042	1	1	3300	1	9250	0	3696
VN151044	1	1	700	1	1960	0	750
VN151045	1	1	3080	1	7700	3250	3850
VN151045	2	56	220	1	176	180	85
VN151045	3	10	50	10	25	0	20
VN151046	1	1	1760	1	4950	0	2300
VN151047	1	1	6500	1	16250	10800	10562
VN151049	1	1	2760	1	6950	5200	3795
VN151049	2	112	50	99	50	0	15
VN151049	3	10	50	3	50	0	15
VN151049	4	55	10	1	30	0	40
VN151051	1	1	3240	1	10692	4950	6290
VN151075	1	1	2800	1	7560	2700	4914
VN151079	1	1	3500	1	10150	-99	5160
VN151081	1	1	3780	1	9450	2000	5197
VN151081	2	111	0	3	-99	-99	-99
VN151082	1	111	0	3	-99	-99	-99
VN161001	1	1	3200	1	8000	2500	4380
VN161001	2	44	150	1	450	0	420
VN161001	3	69	0	1	0	0	0
VN161001	4	55	60	1	240	0	100
VN161001	5	50	50	1	150	100	30
VN161003	1	1	1500	1	3750	0	1575
VN161003	2	55	0	1	-99	0	-99
VN161003	3	56	600	1	600	-99	100
VN161003	4	69	0	1	0	0	0
VN161004	1	1	1500	1	3750	0	1580
VN161004	2	111	0	3	0	0	0
VN161005	1	1	4400	1	11880	7000	6600
VN161006	1	1	5100	1	12750	0	5750
VN161006	2	10	100	1	200	0	50
VN161006	3	112	400	3	400	0	80
VN161006	4	55	100	1	300	0	30
VN161006	5	69	0	99	-99	0	0
VN161006	6	74	50	1	60	0	30
VN161007	1	1	2200	1	5500	0	2480
VN161007	2	111	0	99	0	0	0
VN161007	3	25	0	99	0	0	0
VN161008	1	1	1000	1	2700	0	1566
VN161009	1	1	4000	1	10800	5400	6156
VN161011	1	1	1700	1	4590	0	2662
VN161012	1	1	2100	1	5250	0	3150
VN161012	2	69	500	1	750	0	100
VN161012	3	55	50	1	100	0	20
VN161012	4	25	120	2	360	300	15
VN161012	5	111	0	99	0	0	10
VN161012	6	112	50	99	50	0	20
VN161012	7	10	50	10	50	0	20
VN161013	1	1	3060	1	7650	0	4590
VN161013	2	52	50	1	400	0	150
VN161013	3	69	400	1	600	0	100
VN161013	4	55	300	1	900	0	200
VN161013	5	4	12	6	130	0	15
VN161013	6	25	20	2	100	0	15
VN161014	1	1	640	1	1728	0	1002
VN161014	2	111	0	3	-99	-99	-99
VN161015	1	1	900	1	2430	0	1409
VN161016	1	1	2700	1	7290	0	4738
VN161017	1	1	2600	1	6580	0	3254
VN161017	2	69	1000	1	2000	80	420
VN161017	3	72	100	1	100	0	35
VN161017	4	44	90	1	270	0	150
VN161017	5	55	60	1	180	0	100
VN161018	1	1	1400	1	3780	0	2079
VN161019	1	1	2600	1	6500	2500	3770
VN161020	1	1	3500	1	8750	0	5250
VN161020	2	111	70	1	560	240	15
VN161020	3	45	5	1	35	0	5
VN161020	4	4	4	6	60	0	5
VN161021	1	1	2500	1	6250	0	3690
VN161022	1	1	3080	1	7700	0	4500
VN161022	2	112	150	10	150	0	20
VN161022	3	69	150	1	225	0	50
VN161023	1	1	2160	1	5400	2000	2900
VN161023	2	112	2000	10	1200	1000	500
VN161023	3	55	500	1	750	200	200
VN161023	4	69	60	1	120	80	200
VN161023	5	72	360	1	720	100	100
VN161023	6	44	30	1	90	0	100
VN161024	1	1	2000	1	5000	0	2380
VN161025	1	1	2170	1	5420	0	2980
VN161025	2	112	250	10	90	90	100
VN161025	3	69	700	1	840	120	60
VN161025	4	55	5	1	15	0	100
VN161025	5	111	-99	3	-99	-99	-99
VN161025	6	4	4	6	65	45	5
VN161026	1	1	4500	1	11500	0	-77
VN161026	2	69	700	1	1050	100	330
VN161026	3	55	20	1	60	0	35
VN161026	4	112	120	10	200	0	110
VN161027	1	1	1600	1	4320	810	2678
VN161028	1	1	700	1	1750	0	1400
VN161028	2	111	320	1	1600	1500	1500
VN161029	1	1	2100	1	5250	2000	3600
VN161029	2	69	100	1	250	0	30
VN161029	3	55	100	1	350	0	30
VN161029	4	111	-99	99	-99	-99	-99
VN161030	1	1	2100	1	5250	3000	3670
VN161030	2	112	0	1	0	0	0
VN161030	3	10	0	1	0	0	0
VN161031	1	1	1500	1	3750	0	1910
VN161031	2	69	50	1	60	0	30
VN161031	3	55	30	1	90	0	55
VN161032	1	1	2800	1	7150	0	3200
VN161032	2	74	2200	1	1980	0	600
VN161032	3	25	2000	1	3000	0	1000
VN161032	4	74	200	1	200	0	100
VN161032	5	25	1500	1	750	0	300
VN161032	6	25	320	1	500	0	150
VN161033	1	1	2175	1	5430	1380	3000
VN161033	2	111	2	1	30	0	10
VN161033	3	4	10	6	70	0	0
VN161033	4	44	300	1	900	0	80
VN161033	5	69	700	1	840	0	80
VN161033	6	55	60	1	240	0	80
VN161034	1	1	1050	1	2630	0	1100
VN161034	2	25	3220	1	5800	0	2100
VN161034	3	25	1100	1	2200	0	1700
VN161034	4	25	250	1	1500	0	500
VN161034	5	25	2000	1	1800	0	900
VN161034	6	74	250	1	500	0	80
VN161034	7	112	2000	10	2000	0	400
VN161034	8	111	438	1	3500	0	330
VN161034	9	10	300	3	600	0	30
VN161034	10	74	100	3	200	0	20
VN161035	1	1	2016	1	5040	0	3528
VN161036	1	111	100	1	800	700	0
VN161036	2	1	1248	1	3120	0	2800
VN161037	1	1	5040	1	12600	7500	8946
VN161037	2	111	-99	1	-99	-99	-99
VN161037	3	25	-99	1	-99	-99	-99
VN161038	1	1	3200	1	8200	0	3450
VN161038	2	69	500	1	750	0	100
VN161038	3	112	200	3	200	0	60
VN161038	4	10	50	3	75	0	18
VN161038	5	74	50	3	90	0	20
VN161039	1	1	500	1	1250	0	875
VN161040	1	1	1500	1	3750	2000	2230
VN161041	1	1	2200	1	5600	0	276
VN161041	2	69	800	1	1200	0	280
VN161041	3	55	100	1	300	0	150
VN161041	4	44	160	1	450	0	110
VN161042	1	1	1200	1	3200	0	1480
VN161043	1	1	3640	1	9100	700	6300
VN161043	2	111	420	1	1575	1500	300
VN161043	3	112	200	3	200	0	20
VN161043	4	10	100	3	200	0	20
VN161043	5	44	2600	10	730	700	200
VN161043	6	25	4000	1	3400	3400	1400
VN161044	1	1	2900	1	7250	0	3045
VN161045	1	1	2300	1	5750	2500	3392
VN161046	1	1	2520	1	6300	0	4000
VN161046	2	111	320	1	1600	1400	150
VN161046	3	112	99	10	-99	-99	-99
VN161046	4	44	150	1	450	0	250
VN161046	5	69	400	1	480	0	70
VN161047	1	1	3300	1	8250	5000	5692
VN161048	1	1	2100	1	5410	800	3700
VN161048	2	112	20	10	20	0	5
VN161048	3	10	20	10	50	0	5
VN161048	4	111	250	1	1700	1500	300
VN161048	5	44	100	1	300	0	150
VN161048	6	69	500	1	500	400	100
VN161049	1	1	4000	1	11000	0	5600
VN161049	2	55	50	1	150	0	100
VN161049	3	44	500	1	1500	0	200
VN161049	4	69	1000	1	1500	0	250
VN161049	5	112	300	1	360	100	30
VN161049	6	111	30	1	500	200	80
VN161049	7	10	500	1	900	400	200
VN161050	1	1	2700	1	6750	1750	3915
VN161050	2	111	300	1	2100	2000	200
VN191004	1	114	0	99	0	0	0
VN191004	2	45	0	99	0	0	0
VN191006	1	45	0	1	-99	0	0
VN191006	2	25	200	1	800	800	200
VN191006	3	4	50	1	200	200	100
VN191006	4	69	200	1	600	0	100
VN191006	5	85	450	1	900	0	200
VN191006	6	74	100	1	500	0	0
VN191015	1	25	0	99	0	0	0
VN191020	1	114	0	99	0	0	0
VN191020	2	4	100	1	400	400	200
VN191020	3	72	100	1	200	200	50
VN191022	1	99	-99	99	-99	-99	-99
VN191024	1	45	0	99	0	0	0
VN191024	2	110	0	99	0	0	0
VN191024	3	51	0	99	0	0	0
VN191033	1	32	10000	1	1000	1000	300
VN191044	1	1	13	10	2900	920	420
VN191045	1	1	50	10	10000	0	8500
VN191045	2	74	50	1	100	0	20
VN191045	3	25	50	1	200	0	0
VN191045	4	74	20	1	100	0	40
VN191046	1	1	12	10	3000	0	1700
VN191046	2	69	1	10	150	0	20
VN191047	1	1	15	10	3000	0	1300
VN191048	1	1	6	10	1320	660	1000
VN191050	1	1	7	10	1540	220	900
VN191050	2	116	5	1	25	0	0
VN191050	3	74	7	1	28	0	0
VN191050	4	74	4	1	24	0	0
VN191070	1	45	0	99	-99	-99	0
VN201016	1	24	45000	3	31000	30000	12000
VN201016	2	68	100	10	2000	20500	1300
VN201016	3	118	120	10	3000	1500	500
