PLACEID	EDAVIDR4	EDCURAVL	EDHOWLNG	EDTRSNPT
2005	63	0	20	7
2006	1	0	20	5
2006	2	0	30	7
2006	3	0	15	1
2006	4	1	 	 
2006	5	3	 	 
2006	6	1	 	 
2006	7	1	 	 
2006	8	3	 	 
2006	9	1	 	 
2006	10	1	 	 
2006	11	0	10	5
2006	12	3	 	 
2006	13	1	 	 
2006	14	1	 	 
2006	15	0	45	7
2006	17	0	10	1
2006	18	1	 	 
2006	19	3	 	 
2006	20	0	30	7
2006	21	3	 	 
2006	22	3	 	 
2006	63	1	 	 
2007	1	1	 	 
2007	2	0	10	7
2007	3	1	 	 
2007	4	1	 	 
2007	5	3	 	 
2007	6	1	 	 
2007	7	1	 	 
2007	8	3	 	 
2007	9	0	20	7
2007	10	1	 	 
2007	11	1	 	 
2007	12	3	 	 
2007	13	3	 	 
2007	14	0	10	1
2007	15	1	 	 
2007	17	0	10	1
2007	18	0	45	7
2007	19	3	 	 
2007	20	0	10	1
2007	21	3	 	 
2007	22	77	 	 
2007	63	1	 	 
2008	1	1	 	 
2008	2	0	-88	88
2008	3	0	10	1
2008	4	1	 	 
2008	5	3	 	 
2008	6	1	 	 
2008	7	0	10	1
2008	8	3	 	 
2008	9	0	-88	88
2008	10	0	10	1
2008	11	0	10	1
2008	12	3	 	 
2008	13	3	 	 
2008	14	0	10	1
2008	15	0	50	7
2008	17	0	45	7
2008	18	0	25	7
2008	19	88	 	 
2008	20	0	30	7
2008	21	0	25	7
2008	22	0	10	1
2008	63	0	55	7
8002	1	0	120	6
8002	2	0	120	6
8002	3	1	 	 
8002	4	1	 	 
8002	5	0	120	6
8002	6	1	 	 
8002	7	1	 	 
8002	8	0	120	6
8002	9	1	 	 
8002	10	1	 	 
8002	11	1	 	 
8002	12	0	120	6
8002	13	1	 	 
8002	14	1	 	 
8002	15	1	 	 
8002	17	1	 	 
8002	18	1	 	 
8002	19	88	 	 
8002	20	1	 	 
8002	21	1	 	 
8002	22	0	120	6
8002	63	1	 	 
8003	1	1	 	 
8003	2	0	150	7
8003	3	1	 	 
8003	4	1	 	 
8003	5	3	 	 
8003	6	1	 	 
8003	7	1	 	 
8003	8	3	 	 
8003	9	1	 	 
8003	10	1	 	 
8003	11	1	 	 
8003	12	3	 	 
8003	13	1	 	 
8003	14	1	 	 
8003	15	1	 	 
8003	17	1	 	 
8003	18	0	45	7
8003	19	88	 	 
8003	20	1	 	 
8003	21	1	 	 
8003	22	0	150	7
8003	63	1	 	 
8004	1	1	 	 
8004	2	1	 	 
8004	3	1	 	 
8004	4	1	 	 
8004	5	3	 	 
8004	6	1	 	 
8004	7	1	 	 
8004	8	3	 	 
8004	9	3	 	 
8004	10	1	 	 
8004	11	1	 	 
8004	12	3	 	 
8004	13	3	 	 
8004	14	1	 	 
8004	15	1	 	 
8004	17	1	 	 
8004	18	3	 	 
8004	19	88	 	 
8004	20	1	 	 
8004	21	1	 	 
8004	22	1	 	 
8004	63	1	 	 
8006	1	0	5	5
8006	2	0	-77	88
8006	3	1	 	 
8006	4	1	 	 
8006	5	3	 	 
8006	6	1	 	 
8006	7	1	 	 
8006	8	3	 	 
8006	9	1	 	 
8006	10	1	 	 
8006	11	1	 	 
8006	12	3	 	 
8006	13	1	 	 
8006	14	1	 	 
8006	15	1	 	 
8006	17	0	5	5
8006	18	0	5	5
8006	19	88	 	 
8006	20	1	 	 
8006	21	0	5	5
8006	22	0	5	5
8006	63	0	5	5
8007	1	1	 	 
8007	2	0	20	7
8007	3	1	 	 
8007	4	1	 	 
8007	5	0	20	7
8007	6	1	 	 
8007	7	1	 	 
8007	8	0	20	7
8007	9	1	 	 
8007	10	1	 	 
8007	11	1	 	 
8007	12	0	20	7
8007	13	1	 	 
8007	14	1	 	 
8007	15	0	20	7
8007	17	1	 	 
8007	18	0	20	7
8007	19	0	-88	88
8007	20	0	20	7
8007	21	0	30	7
8007	22	1	 	 
8007	63	0	30	7
8008	1	1	 	 
8008	2	1	 	 
8008	3	1	 	 
8008	4	1	 	 
8008	5	1	 	 
8008	6	1	 	 
8008	7	1	 	 
8008	8	1	 	 
8008	9	1	 	 
8008	10	1	 	 
8008	11	1	 	 
8008	12	1	 	 
8008	13	1	 	 
8008	14	1	 	 
8008	15	1	 	 
8008	17	1	 	 
8008	18	1	 	 
8008	19	88	 	 
8008	20	1	 	 
8008	21	1	 	 
8008	22	1	 	 
8008	63	1	 	 
8010	1	3	 	 
8010	2	1	 	 
8010	3	1	 	 
8010	4	1	 	 
8010	5	3	 	 
8010	6	1	 	 
8010	7	1	 	 
8010	8	3	 	 
8010	9	3	 	 
8010	10	1	 	 
8010	11	1	 	 
8010	12	3	 	 
8010	13	3	 	 
8010	14	1	 	 
8010	15	1	 	 
8010	17	1	 	 
8010	18	0	10	6
8010	19	88	 	 
8010	20	1	 	 
8010	21	1	 	 
8010	22	1	 	 
8010	63	1	 	 
8011	1	1	 	 
8011	2	1	 	 
8011	3	1	 	 
8011	4	1	 	 
8011	5	0	15	7
8011	6	0	15	7
8011	7	1	 	 
8011	8	0	15	7
8011	9	1	 	 
8011	10	1	 	 
8011	11	1	 	 
8011	12	0	15	7
8011	13	1	 	 
8011	14	1	 	 
8011	15	1	 	 
8011	17	0	15	7
8011	18	0	30	7
8011	19	88	 	 
8011	20	3	 	 
8011	21	1	 	 
8011	22	0	10	7
8011	63	1	 	 
8012	1	1	 	 
8012	2	0	15	6
8012	3	1	 	 
8012	4	1	 	 
8012	5	3	 	 
8012	6	1	 	 
8012	7	1	 	 
8012	8	3	 	 
8012	9	3	 	 
8012	10	1	 	 
8012	11	1	 	 
8012	12	3	 	 
8012	13	3	 	 
8012	14	1	 	 
8012	15	0	10	6
8012	17	1	 	 
8012	18	0	10	6
8012	19	88	 	 
8012	20	1	 	 
8012	21	3	 	 
8012	22	3	 	 
8012	63	0	10	6
8014	1	1	 	 
8014	2	1	 	 
8014	3	1	 	 
8014	4	1	 	 
8014	5	0	75	6
8014	6	1	 	 
8014	7	1	 	 
8014	8	0	75	6
8014	9	0	20	6
8014	10	1	 	 
8014	11	1	 	 
8014	12	0	75	6
8014	13	0	20	6
8014	14	1	 	 
8014	15	1	 	 
8014	17	1	 	 
8014	18	1	 	 
8014	19	88	 	 
8014	20	1	 	 
8014	21	1	 	 
8014	22	3	 	 
8014	63	1	 	 
8015	1	0	20	6
8015	2	0	20	6
8015	3	1	 	 
8015	4	0	20	6
8015	5	0	100	7
8015	6	0	20	6
8015	7	1	 	 
8015	8	0	100	7
8015	9	0	30	6
8015	10	0	20	6
8015	11	0	20	6
8015	12	0	100	7
8015	13	0	30	6
8015	14	0	20	6
8015	15	0	20	6
8015	17	0	20	6
8015	18	0	30	6
8015	19	0	-88	6
8015	20	0	20	6
8015	21	0	20	6
8015	22	3	 	 
8015	63	0	20	6
8016	1	1	 	 
8016	2	1	 	 
8016	3	1	 	 
8016	4	1	 	 
8016	5	3	 	 
8016	6	1	 	 
8016	7	1	 	 
8016	8	3	 	 
8016	9	0	5	5
8016	10	1	 	 
8016	11	1	 	 
8016	12	3	 	 
8016	13	0	5	5
8016	14	1	 	 
8016	15	1	 	 
8016	17	1	 	 
8016	18	1	 	 
8016	19	88	 	 
8016	20	1	 	 
8016	21	0	10	5
8016	22	3	 	 
8016	63	0	10	5
8017	1	1	 	 
8017	2	1	 	 
8017	3	1	 	 
8017	4	1	 	 
8017	5	0	30	7
8017	6	1	 	 
8017	7	1	 	 
8017	8	0	30	7
8017	9	1	 	 
8017	10	1	 	 
8017	11	1	 	 
8017	12	0	30	7
8017	13	1	 	 
8017	14	1	 	 
8017	15	1	 	 
8017	17	1	 	 
8017	18	1	 	 
8017	19	0	-88	88
8017	20	1	 	 
8017	21	1	 	 
8017	22	3	 	 
8017	63	1	 	 
8018	1	1	 	 
8018	2	1	 	 
8018	3	0	10	6
8018	4	1	 	 
8018	5	3	 	 
8018	6	0	10	6
8018	7	1	 	 
8018	8	3	 	 
8018	9	1	 	 
8018	10	0	10	6
8018	11	1	 	 
8018	12	3	 	 
8018	13	1	 	 
8018	14	0	-88	88
8018	15	1	 	 
8018	17	1	 	 
8018	18	1	 	 
8018	19	88	 	 
8018	20	3	 	 
8018	21	3	 	 
8018	22	0	10	1
8018	63	0	-88	88
8019	1	1	 	 
8019	2	1	 	 
8019	3	1	 	 
8019	4	1	 	 
8019	5	0	45	7
8019	6	1	 	 
8019	7	1	 	 
8019	8	0	45	7
8019	9	1	 	 
8019	10	1	 	 
8019	11	1	 	 
8019	12	0	45	7
8019	13	1	 	 
8019	14	1	 	 
8019	15	1	 	 
8019	17	1	 	 
8019	18	0	45	7
8019	19	88	 	 
8019	20	1	 	 
8019	21	1	 	 
8019	22	1	 	 
8019	63	1	 	 
8020	1	1	 	 
8020	2	0	20	6
8020	3	1	 	 
8020	4	1	 	 
8020	5	0	60	6
8020	6	1	 	 
8020	7	1	 	 
8020	8	0	60	6
8020	9	1	 	 
8020	10	1	 	 
8020	11	1	 	 
8020	12	0	60	6
8020	13	1	 	 
8020	14	1	 	 
8020	15	1	 	 
8020	17	1	 	 
8020	18	1	 	 
8020	19	0	-88	88
8020	20	1	 	 
8020	21	0	20	6
8020	22	3	 	 
8020	63	0	20	6
8021	1	1	 	 
8021	2	0	10	6
8021	3	1	 	 
8021	4	1	 	 
8021	5	3	 	 
8021	6	1	 	 
8021	7	1	 	 
8021	8	3	 	 
8021	9	0	10	6
8021	10	1	 	 
8021	11	1	 	 
8021	12	3	 	 
8021	13	3	 	 
8021	14	1	 	 
8021	15	1	 	 
8021	17	1	 	 
8021	18	0	10	6
8021	19	79	 	 
8021	20	0	10	6
8021	21	0	10	6
8021	22	0	-88	77
8021	63	0	10	6
8022	1	0	120	6
8022	2	0	120	6
8022	3	1	 	 
8022	4	1	 	 
8022	5	0	300	8
8022	6	0	120	6
8022	7	1	 	 
8022	8	0	300	8
8022	9	0	120	6
8022	10	0	120	6
8022	11	1	 	 
8022	12	0	300	8
8022	13	0	120	6
8022	14	0	120	6
8022	15	1	 	 
8022	17	1	 	 
8022	18	0	120	6
8022	19	88	 	 
8022	20	1	 	 
8022	21	1	 	 
8022	22	0	120	6
8022	63	1	 	 
8023	1	1	 	 
8023	2	0	10	5
8023	3	1	 	 
8023	4	1	 	 
8023	5	77	 	 
8023	6	1	 	 
8023	7	1	 	 
8023	8	77	 	 
8023	9	0	3	5
8023	10	1	 	 
8023	11	1	 	 
8023	12	77	 	 
8023	13	0	3	5
8023	14	1	 	 
8023	15	0	10	5
8023	17	0	10	6
8023	18	3	 	 
8023	19	88	 	 
8023	20	0	10	5
8023	21	0	10	5
8023	22	0	20	6
8023	63	0	10	5
8024	1	0	30	5
8024	2	0	90	6
8024	3	0	30	5
8024	4	1	 	 
8024	5	77	 	 
8024	6	0	30	5
8024	7	1	 	 
8024	8	77	 	 
8024	9	0	30	5
8024	10	0	30	5
8024	11	1	 	 
8024	12	77	 	 
8024	13	0	30	5
8024	14	0	30	5
8024	15	0	30	5
8024	17	0	30	5
8024	18	0	90	6
8024	19	88	 	 
8024	20	0	30	5
8024	21	0	30	5
8024	22	0	60	6
8024	63	0	30	5
8025	1	1	 	 
8025	2	0	5	5
8025	3	1	 	 
8025	4	1	 	 
8025	5	3	 	 
8025	6	1	 	 
8025	7	1	 	 
8025	8	3	 	 
8025	9	0	5	5
8025	10	1	 	 
8025	11	1	 	 
8025	12	3	 	 
8025	13	1	 	 
8025	14	0	5	5
8025	15	1	 	 
8025	17	1	 	 
8025	18	0	5	5
8025	19	88	 	 
8025	20	0	5	5
8025	21	1	 	 
8025	22	1	 	 
8025	63	1	 	 
8026	1	1	 	 
8026	2	1	 	 
8026	3	1	 	 
8026	4	1	 	 
8026	5	3	 	 
8026	6	1	 	 
8026	7	1	 	 
8026	8	3	 	 
8026	9	1	 	 
8026	10	1	 	 
8026	11	1	 	 
8026	12	3	 	 
8026	13	1	 	 
8026	14	1	 	 
8026	15	1	 	 
8026	17	1	 	 
8026	18	1	 	 
8026	19	88	 	 
8026	20	1	 	 
8026	21	1	 	 
8026	22	3	 	 
8026	63	1	 	 
8027	1	1	 	 
8027	2	1	 	 
8027	3	1	 	 
8027	4	1	 	 
8027	5	3	 	 
8027	6	1	 	 
8027	7	1	 	 
8027	8	3	 	 
8027	9	1	 	 
8027	10	1	 	 
8027	11	1	 	 
8027	12	3	 	 
8027	13	1	 	 
8027	14	1	 	 
8027	15	1	 	 
8027	17	1	 	 
8027	18	1	 	 
8027	19	88	 	 
8027	20	1	 	 
8027	21	1	 	 
8027	22	1	 	 
8027	63	1	 	 
8028	1	1	 	 
8028	2	1	 	 
8028	3	1	 	 
8028	4	1	 	 
8028	5	77	 	 
8028	6	1	 	 
8028	7	1	 	 
8028	8	77	 	 
8028	9	1	 	 
8028	10	1	 	 
8028	11	1	 	 
8028	12	77	 	 
8028	13	1	 	 
8028	14	1	 	 
8028	15	1	 	 
8028	17	1	 	 
8028	18	0	20	7
8028	19	88	 	 
8028	20	1	 	 
8028	21	1	 	 
8028	22	1	 	 
8028	63	1	 	 
