childid	id	age	sex	relate	still	yrschool	disabled	care	support	grading
IN110042	5	22	1	4	2	0	2	1	1	0
IN110042	6	17	2	4	2	0	2	1	1	0
IN110042	7	10	2	5	2	0	2	1	2	0
IN110042	8	8	2	5	1	23	2	1	2	3
IN110042	9	6	1	5	1	23	2	1	2	1
IN110043	1	65	1	3	2	23	2	1	1	5
IN110043	2	25	1	1	2	25	2	1	1	9
IN110043	3	20	2	1	2	0	2	1	1	0
IN110043	4	20	1	4	2	24	2	1	1	7
IN110044	1	76	1	7	2	0	2	2	2	0
IN110044	2	60	1	3	2	0	2	1	1	0
IN110044	3	50	2	3	2	0	2	1	1	0
IN110044	4	35	1	4	2	0	2	2	1	0
IN110044	5	30	2	4	2	0	2	2	2	0
IN110044	6	28	1	1	2	25	2	1	1	9
IN110044	7	26	2	1	2	0	2	1	1	0
IN110044	8	26	1	4	2	0	2	2	1	0
IN110044	9	22	2	4	2	24	2	1	2	7
IN110044	10	15	2	5	2	0	2	1	2	0
IN110044	11	12	1	5	1	24	2	2	2	6
IN110044	12	10	1	5	1	24	2	2	2	6
IN110044	28	1	2	5	 	 	2	 	 	 
IN110045	1	54	1	3	2	24	2	1	1	7
IN110045	2	51	2	3	2	0	2	1	1	0
IN110045	3	26	1	1	2	25	2	1	1	10
IN110045	4	22	2	1	2	24	2	1	1	7
IN110045	5	15	1	4	2	0	2	1	2	0
IN110046	1	22	1	1	2	24	2	2	1	7
IN110046	2	18	2	1	2	0	2	1	1	0
IN110046	3	5	2	5	1	23	2	1	2	1
IN110046	28	3	2	5	 	 	2	 	 	 
IN110047	1	60	1	3	2	0	2	2	2	0
IN110047	2	55	2	3	2	0	2	1	1	0
IN110047	3	30	1	1	2	0	2	1	1	0
IN110047	4	28	2	1	2	0	2	1	1	0
IN110047	5	26	1	4	2	0	1	1	2	0
IN110047	6	9	2	5	1	23	2	1	2	5
IN110047	7	6	2	5	2	0	2	2	2	0
IN110048	1	70	1	3	2	0	2	1	1	0
IN110048	2	65	2	3	2	0	2	1	1	0
IN110048	3	40	2	4	2	0	2	1	1	0
IN110048	4	28	1	1	2	25	2	1	1	9
IN110048	5	25	2	1	2	0	2	1	1	0
IN110048	6	16	1	4	2	0	2	1	1	0
IN110048	7	11	2	5	1	24	2	2	2	6
IN110048	8	7	2	5	1	23	2	2	2	2
IN110048	28	3	1	5	 	 	2	 	 	 
IN110049	1	35	1	1	2	0	2	1	1	0
IN110049	2	25	2	1	2	0	2	1	 	0
IN110049	3	10	1	6	2	0	2	1	1	0
IN110049	4	6	1	5	1	23	2	1	2	1
IN110050	1	60	1	3	2	23	2	1	1	5
IN110050	2	50	2	3	2	23	2	1	1	5
IN110050	3	27	1	1	2	25	2	1	1	12
IN110050	4	22	1	4	2	24	2	1	1	7
IN110050	5	20	2	1	2	25	2	1	2	10
IN110050	6	19	1	4	1	25	2	2	2	12
IN110050	7	6	2	5	1	23	2	2	2	1
IN110051	1	31	1	1	2	24	2	1	1	7
IN110051	2	23	2	1	2	24	2	1	1	6
IN110051	3	6	2	5	1	22	2	2	 	0
IN110051	28	4	2	5	 	 	2	 	 	 
IN110051	29	3	2	5	 	 	2	 	 	 
IN110052	1	65	2	3	2	0	2	1	1	0
IN110052	2	30	1	1	2	0	2	1	1	0
IN110052	3	25	2	1	2	0	2	1	1	0
IN110052	28	3	1	5	 	 	2	 	 	 
IN110053	1	35	1	1	2	0	2	1	1	0
IN110053	2	29	2	1	2	0	2	1	1	0
IN110054	1	28	1	1	2	0	2	1	1	0
IN110054	2	23	2	1	2	0	2	1	1	0
IN110054	3	6	2	5	1	23	2	1	2	2
IN110055	1	32	1	1	2	24	2	1	1	7
IN110055	2	25	2	1	2	0	2	1	1	0
IN110055	3	10	1	5	1	23	2	2	2	5
IN110055	4	8	1	5	1	25	2	2	2	10
IN110056	1	70	1	3	2	0	2	1	1	0
IN110056	2	60	2	3	2	0	2	1	1	0
IN110056	3	30	1	1	2	24	2	1	1	7
IN110056	4	20	2	1	2	0	2	1	1	0
IN110056	5	14	2	5	1	25	2	1	2	9
IN110057	1	30	1	1	2	0	1	2	1	0
IN110057	2	28	2	1	2	0	2	1	1	0
IN110057	3	9	1	5	1	23	2	2	2	5
IN110057	28	3	2	5	 	 	2	 	 	 
IN110058	1	40	1	1	2	0	2	1	1	0
IN110058	2	32	2	1	2	0	2	1	1	0
IN110059	1	58	1	3	2	0	2	1	1	0
IN110059	2	45	2	3	2	0	2	1	1	0
IN110059	3	26	1	1	2	23	2	1	1	5
IN110059	4	23	2	1	2	0	2	1	1	0
IN110059	5	23	1	4	2	23	2	2	2	5
IN110059	6	18	2	4	2	0	2	2	2	0
IN110059	7	15	2	4	2	0	2	1	2	0
IN110059	8	10	1	4	1	24	2	1	2	6
IN110059	28	4	2	4	 	 	2	 	 	 
IN110059	29	0	2	5	 	 	2	 	 	 
IN110060	1	30	1	1	2	0	2	1	1	0
IN110060	2	25	2	1	2	0	2	1	1	0
IN110060	3	7	1	5	1	23	2	2	2	2
IN110060	28	4	2	4	 	 	2	 	 	 
IN110061	1	45	1	1	2	22	1	1	1	0
IN110061	2	40	2	1	2	0	2	1	1	0
IN110061	3	12	1	5	2	23	2	1	2	5
IN110061	4	8	1	5	1	23	1	2	2	5
IN110062	1	70	1	3	2	0	2	2	2	0
IN110062	2	60	2	3	2	23	1	1	1	5
IN110062	3	40	1	1	2	23	2	1	1	5
IN110062	4	35	2	1	2	0	2	1	1	0
IN110062	28	3	1	5	 	 	2	 	 	 
IN110063	1	25	1	1	2	24	2	1	1	7
IN110063	2	18	2	1	1	22	1	1	1	0
IN110064	1	62	1	3	2	0	2	1	 	0
IN110064	2	55	2	3	2	0	2	1	1	0
IN110064	3	30	1	1	2	0	2	1	1	0
IN110064	4	25	2	1	2	0	2	1	1	0
IN110064	5	7	1	5	1	23	2	2	2	2
IN110065	1	45	1	1	2	0	2	1	1	0
IN110065	2	22	2	1	2	0	2	1	1	0
IN110065	28	3	1	5	 	 	2	 	 	 
IN110066	1	70	2	3	2	0	2	1	2	0
IN110066	2	30	1	1	2	0	2	1	1	0
IN110066	3	20	2	1	2	0	2	1	2	0
IN110066	28	3	1	5	 	 	2	 	 	 
IN110067	1	55	1	3	2	0	2	1	1	0
IN110067	2	46	2	3	2	0	2	1	2	0
IN110067	3	25	1	1	2	24	2	1	1	7
IN110067	4	21	2	1	2	0	2	1	2	0
IN110067	5	18	1	4	2	0	2	1	1	0
IN110067	28	4	2	4	 	 	2	 	 	 
IN110068	1	56	1	3	2	0	2	1	2	0
IN110068	2	40	2	3	2	0	2	1	2	0
IN110068	3	21	1	1	2	24	2	1	1	7
IN110068	4	19	2	1	2	24	2	1	2	7
IN110069	1	65	2	3	2	0	2	1	1	0
IN110069	2	35	1	1	2	24	2	1	1	7
IN110069	3	28	2	1	2	0	2	1	1	0
IN110069	4	5	2	5	1	23	2	2	2	1
IN110070	1	80	2	3	2	0	2	1	1	0
IN110070	2	50	1	3	2	0	2	1	1	0
IN110070	3	45	2	3	2	0	2	1	1	0
IN110070	4	25	1	1	2	0	2	1	1	0
IN110070	5	21	2	1	2	0	2	1	1	0
IN110070	6	14	1	4	2	0	2	1	2	0
IN110070	7	11	1	4	1	24	2	1	2	6
IN110071	1	60	2	3	2	0	2	1	2	0
IN110071	2	30	1	1	2	25	2	1	1	12
IN110071	3	22	2	1	2	0	2	1	1	0
IN110071	28	3	2	5	 	 	2	 	 	 
IN110072	1	45	1	3	2	0	2	1	1	0
IN110072	2	40	2	3	2	0	2	1	1	0
IN110072	3	23	1	1	2	25	1	1	1	10
IN110072	4	20	2	1	2	22	1	1	 	0
IN110072	5	20	1	4	2	25	2	1	2	12
IN110072	6	18	1	4	2	25	2	1	2	10
IN110072	28	3	1	5	 	 	2	 	 	 
IN110073	1	60	1	3	2	0	2	1	1	0
IN110073	2	50	2	3	2	0	2	1	1	0
IN110073	3	30	1	4	2	25	2	1	1	10
IN110073	4	23	1	1	2	0	2	1	1	0
IN110073	5	18	2	1	1	25	2	1	2	10
IN110073	6	18	1	4	1	23	1	2	 	4
IN110073	7	11	1	6	1	24	2	1	2	7
IN110073	8	9	1	6	1	23	2	1	2	3
IN110073	9	7	2	6	1	23	2	2	2	2
IN110073	10	6	2	6	1	23	2	2	2	1
IN110074	1	70	1	3	2	0	2	1	2	0
IN110074	2	60	2	3	2	0	2	1	1	0
IN110074	3	25	1	1	2	0	2	1	1	0
IN110074	4	19	2	1	2	0	2	1	2	0
IN110075	1	80	2	7	2	0	2	1	2	0
IN110075	2	56	1	3	2	0	2	1	1	0
IN110075	3	42	2	3	2	0	2	1	2	0
IN110075	4	26	1	1	2	24	2	1	1	7
IN110075	5	22	1	4	2	0	2	1	2	0
IN110075	6	20	2	1	2	22	1	2	 	0
IN110075	7	19	2	4	2	0	2	1	2	0
IN110075	8	18	1	4	2	0	2	1	1	0
IN110075	9	13	2	4	2	23	2	1	2	5
IN110075	28	3	1	5	 	 	2	 	 	 
IN110076	1	30	1	1	2	0	2	1	1	0
IN110076	2	22	2	1	2	0	2	1	1	0
IN110076	28	4	2	5	 	 	2	 	 	 
IN110077	1	60	1	3	2	25	2	1	1	10
IN110077	2	55	2	3	2	0	2	1	1	0
IN110077	3	32	1	1	2	25	2	1	1	10
IN110077	4	21	2	1	2	25	2	1	1	9
IN110077	5	6	2	5	1	23	2	2	2	1
IN110077	28	3	2	5	 	 	2	 	 	 
IN110078	1	55	2	3	2	0	2	1	1	0
IN110078	2	30	1	4	2	23	2	1	1	5
IN110078	3	28	1	1	2	24	2	1	1	6
IN110078	4	25	2	4	2	25	2	1	1	8
IN110078	5	22	2	1	2	0	2	1	1	0
IN110078	6	6	2	5	1	22	2	2	2	0
IN110078	7	5	2	5	1	22	2	2	2	0
IN110079	1	50	2	3	2	0	2	1	1	0
IN110079	2	24	1	1	2	23	2	1	1	5
IN110079	3	22	2	1	2	0	2	1	2	0
IN110079	4	5	2	5	1	22	2	2	2	0
IN110080	1	27	1	1	2	0	2	1	1	0
IN110080	2	23	2	1	2	24	2	1	1	6
IN110080	28	4	1	5	 	 	2	 	 	 
IN110081	1	55	2	3	2	0	2	1	1	0
IN110081	2	35	1	1	2	0	2	1	1	0
IN110081	3	28	2	1	2	0	2	1	1	0
IN110082	1	28	1	1	2	0	2	1	1	0
IN110082	2	22	2	1	2	0	2	1	1	0
IN110083	1	70	2	3	2	0	2	1	1	0
IN110083	2	30	1	1	2	0	2	1	1	0
IN110083	3	25	2	1	2	0	2	1	1	0
IN110084	1	22	1	1	2	0	2	1	1	0
IN110084	2	18	2	1	2	0	2	1	1	0
IN110085	1	50	1	3	2	25	2	1	1	10
IN110085	2	45	2	3	2	23	2	1	1	5
IN110085	3	32	1	1	2	25	2	1	1	10
IN110085	4	23	2	1	2	25	2	1	1	10
IN110085	5	30	1	4	2	25	2	1	1	10
IN110085	6	28	1	4	2	25	1	1	1	8
IN110086	1	72	1	3	2	0	2	1	1	0
IN110086	2	60	2	3	2	0	2	1	1	0
IN110086	3	40	1	4	2	0	2	1	1	0
IN110086	4	30	2	4	2	0	2	1	1	0
IN110086	5	35	1	1	2	0	2	1	1	0
IN110086	6	25	2	1	2	0	2	1	1	0
IN110086	7	25	1	4	2	24	2	1	1	7
IN110086	8	20	2	4	2	0	2	1	1	0
IN110086	9	15	1	4	2	24	1	1	2	6
IN110086	10	21	1	4	1	25	2	1	2	15
IN110086	11	7	2	5	1	24	2	1	2	6
IN110086	12	6	2	5	1	23	2	1	2	3
IN110086	28	4	1	5	 	 	2	 	 	 
IN110087	1	55	1	3	2	23	2	1	1	4
IN110087	2	40	2	3	2	0	2	2	1	0
IN110087	3	25	1	1	2	24	2	1	1	6
IN110087	4	22	2	1	2	0	2	1	2	0
IN110087	5	20	1	6	2	0	2	1	1	0
IN110087	6	18	2	6	2	0	2	1	2	0
IN110087	28	4	1	5	 	 	2	 	 	 
IN110087	29	3	2	5	 	 	2	 	 	 
IN110088	1	60	1	3	2	0	2	1	1	0
IN110088	2	28	1	1	2	0	2	1	1	0
IN110088	3	21	2	1	2	0	2	1	1	0
IN110088	28	4	2	5	 	 	2	 	 	 
IN110089	1	55	1	3	2	0	2	2	1	0
IN110089	2	48	2	3	2	0	2	1	1	0
IN110089	3	30	1	1	2	23	2	1	 	5
IN110089	4	26	2	1	2	0	2	1	1	0
IN110089	5	20	2	4	2	25	2	2	2	12
IN110089	6	18	1	4	2	25	2	2	2	12
IN110089	7	6	2	5	1	0	2	2	2	0
IN110089	28	4	2	5	 	 	1	 	 	 
IN110090	1	27	1	1	2	0	2	1	1	0
IN110090	2	24	2	1	2	0	2	1	1	0
IN110090	3	6	2	5	1	23	2	2	2	1
IN110090	28	3	1	5	 	 	2	 	 	 
IN110091	1	34	1	1	2	25	2	1	1	10
IN110091	2	28	2	1	2	0	2	1	1	0
IN110091	3	9	2	5	1	23	2	2	2	4
IN110091	4	5	1	5	1	0	2	2	2	0
IN110092	1	60	1	3	2	24	2	1	1	7
IN110092	2	55	2	3	2	0	2	1	1	0
IN110092	3	28	1	1	2	25	2	1	1	10
IN110092	4	22	2	1	2	0	2	1	1	0
IN110092	28	3	2	4	 	 	2	 	 	 
IN110093	1	23	1	1	2	0	2	1	1	0
IN110093	2	20	2	1	2	0	2	1	1	0
IN110093	28	3	2	5	 	 	2	 	 	 
IN110094	1	30	1	1	2	24	2	1	1	7
IN110094	2	25	2	1	2	0	2	1	1	0
IN110094	3	8	2	5	1	23	2	2	2	3
IN110094	28	4	2	5	 	 	2	 	 	 
IN110094	29	3	2	5	 	 	2	 	 	 
IN110095	1	40	1	3	2	0	2	1	1	0
IN110095	2	35	2	3	2	0	2	1	1	0
IN110095	3	32	1	1	2	25	2	1	1	15
IN110095	4	20	2	1	2	25	2	1	1	10
IN110095	28	4	1	5	 	 	2	 	 	 
IN110096	1	55	2	3	2	0	2	1	1	0
IN110096	2	27	1	1	2	25	1	1	1	12
IN110096	3	22	2	1	2	0	2	1	1	0
IN110096	28	3	1	5	 	 	2	 	 	 
IN110097	1	55	2	3	2	0	2	1	2	0
IN110097	2	38	1	4	2	0	2	2	2	0
IN110097	3	36	1	4	2	0	2	2	2	0
IN110097	4	35	2	4	2	0	2	2	2	0
IN110097	5	28	1	1	2	25	2	1	1	10
IN110097	6	25	1	4	2	0	2	2	2	0
IN110097	7	23	2	4	2	0	2	2	2	0
IN110097	8	22	2	1	2	0	2	1	1	0
IN110097	9	20	2	4	2	0	2	2	2	0
IN110097	10	10	1	6	1	0	2	2	2	0
IN110097	11	8	1	6	1	23	2	2	2	5
IN110097	12	20	2	4	2	0	2	2	2	0
IN110097	28	4	2	6	 	 	2	 	 	 
IN110098	1	28	1	1	2	0	2	1	1	0
IN110098	2	24	2	1	2	0	2	1	1	0
IN110098	3	6	2	5	1	23	1	2	2	2
IN110099	1	33	1	1	2	0	2	1	1	0
IN110099	2	20	2	1	2	0	2	1	1	0
IN110099	3	10	1	5	2	0	2	2	2	0
IN110100	1	50	2	3	2	0	2	1	1	0
IN110100	2	22	1	1	2	0	2	1	1	0
IN110100	3	20	2	1	2	0	2	1	1	0
IN110101	1	65	2	3	2	0	2	1	1	0
IN110101	2	40	1	1	2	0	2	1	1	0
IN110101	3	30	2	1	2	0	2	1	1	0
IN110102	1	35	1	1	2	0	2	1	1	0
IN110102	2	30	2	1	2	0	2	1	1	0
IN110102	3	5	1	5	1	23	2	2	2	1
IN110103	1	30	1	1	2	25	2	1	1	9
IN110103	2	20	2	1	2	0	2	1	1	0
IN110103	28	2	1	5	 	 	2	 	 	 
IN110104	1	50	1	3	2	0	2	1	1	0
IN110104	2	40	2	3	2	0	2	1	1	0
IN110104	3	35	1	1	2	0	2	1	1	0
IN110104	4	25	2	1	2	0	2	1	1	0
IN110104	5	23	1	4	2	0	2	1	1	0
IN110104	6	20	2	4	2	0	2	1	1	0
IN110104	7	18	1	4	2	25	2	2	2	10
IN110104	28	3	2	5	 	 	2	 	 	 
IN120001	1	22	1	1	2	0	2	1	1	0
IN120001	2	18	2	1	2	0	2	1	1	0
IN120002	1	20	1	1	2	0	2	1	1	0
IN120002	2	16	2	1	2	0	2	1	1	0
IN120003	1	20	1	1	2	23	2	1	1	5
IN120003	2	18	2	1	2	23	2	1	1	5
IN120004	1	30	1	1	2	23	2	1	1	5
IN120004	2	22	2	1	2	24	2	1	1	7
IN120005	1	70	2	3	2	0	2	1	1	0
IN120005	2	25	1	1	2	0	2	1	1	0
IN120005	3	20	2	1	2	0	2	1	1	0
IN120006	1	45	1	3	2	0	2	2	1	0
IN120006	2	38	2	3	2	0	2	1	1	0
IN120006	3	24	1	1	2	0	2	1	1	0
IN120006	4	20	2	1	2	0	2	1	1	0
IN120007	1	45	1	3	2	0	2	2	1	0
IN120007	2	38	2	3	2	0	2	1	1	0
IN120007	3	23	1	1	2	0	2	1	1	0
IN120007	4	20	2	1	1	0	2	1	2	0
IN120007	5	16	2	4	2	0	2	2	2	0
IN120007	6	15	2	4	2	0	2	2	2	0
IN120008	1	45	1	3	2	23	2	1	1	5
IN120008	2	40	2	3	2	0	2	1	2	0
IN120008	3	25	1	1	2	23	2	1	1	5
IN120008	4	18	2	1	2	0	2	1	1	0
IN120009	1	50	2	3	2	0	2	1	1	0
IN120009	2	25	1	1	2	0	2	1	1	0
IN120009	3	23	2	1	2	0	2	1	1	0
IN120010	1	50	2	3	2	0	2	1	1	0
IN120010	2	26	1	1	2	24	2	1	1	6
IN120010	3	21	2	1	2	0	2	1	1	0
IN120011	1	70	1	3	2	0	2	1	1	0
IN120011	2	60	2	3	2	0	2	1	2	0
IN120011	3	38	1	4	2	23	2	1	2	5
IN120011	4	31	1	1	2	25	2	1	1	15
IN120011	5	30	2	4	2	24	2	1	1	7
IN120011	6	25	2	1	2	25	2	1	1	8
IN120011	7	17	2	6	1	25	2	1	1	12
IN120011	8	14	1	6	1	25	2	1	2	9
IN120011	9	12	1	6	1	24	2	1	2	7
IN120012	1	70	1	3	2	0	2	2	2	0
IN120012	2	65	2	3	2	0	2	1	1	0
IN120012	3	30	1	4	2	25	2	2	2	15
IN120012	4	28	1	1	2	24	2	1	1	6
IN120012	5	26	2	4	2	25	2	2	2	15
IN120012	6	24	2	1	2	0	2	1	2	0
IN120012	28	3	1	5	 	 	2	 	 	 
IN120012	29	2	2	5	 	 	2	 	 	 
IN120013	1	75	1	3	2	0	2	1	2	0
IN120013	2	29	1	1	2	0	2	1	1	0
IN120013	3	25	2	1	2	24	2	1	1	6
IN120014	1	85	2	7	2	22	1	2	 	0
IN120014	2	60	1	3	2	0	2	1	1	0
IN120014	3	50	2	3	2	0	2	1	1	0
IN120014	4	28	1	1	2	25	2	1	1	10
IN120014	5	21	2	1	2	25	2	1	1	10
IN120015	1	55	1	3	2	0	2	1	1	0
IN120015	2	50	2	3	2	0	2	1	1	0
IN120015	3	40	1	4	2	25	2	1	1	9
IN120015	4	30	2	4	2	25	2	1	1	10
IN120015	5	25	1	1	2	24	2	1	1	6
IN120015	6	20	2	1	2	25	2	1	1	10
IN120015	7	6	2	5	1	22	2	1	2	0
IN120016	1	25	1	1	2	0	2	1	1	0
IN120016	2	20	2	1	1	22	1	1	 	0
IN120017	1	38	1	1	2	24	2	1	1	7
IN120017	2	30	2	1	2	23	2	1	1	5
IN120017	3	9	1	5	1	23	2	1	2	4
IN120018	1	60	1	3	2	0	2	1	1	0
IN120018	2	50	2	3	2	0	2	1	1	0
IN120018	3	30	1	1	2	0	2	1	1	0
IN120018	4	25	2	1	2	0	2	1	2	0
IN120018	5	20	1	4	1	25	2	2	2	15
IN120018	6	18	1	4	2	25	2	2	2	10
IN120019	1	25	1	1	2	0	2	1	1	0
IN120019	2	20	2	1	1	22	1	1	 	0
IN120020	1	50	1	3	2	0	2	2	1	0
IN120020	2	43	2	3	2	0	2	1	2	0
IN120020	3	26	1	1	2	25	2	1	1	12
IN120020	4	23	2	1	2	24	2	1	1	7
IN120021	1	45	2	3	2	0	2	2	1	0
IN120021	2	28	1	1	2	25	2	1	1	9
IN120021	3	23	2	1	2	24	2	1	1	6
IN120021	4	21	1	4	2	24	2	2	2	6
IN120022	1	32	1	1	2	25	2	1	1	8
IN120022	2	28	2	1	2	24	2	1	1	7
IN120022	3	8	2	5	1	23	2	1	2	4
IN120023	1	60	1	3	2	0	2	1	1	0
IN120023	2	50	2	3	2	0	2	1	1	0
IN120023	3	25	1	1	2	24	2	1	1	6
IN120023	4	20	2	1	2	0	2	1	1	0
IN120024	1	30	1	1	2	25	2	1	1	15
IN120024	2	26	2	1	2	25	2	1	1	10
IN120025	1	60	2	3	2	0	2	1	2	0
IN120025	2	25	1	1	2	0	2	1	1	0
IN120025	3	20	2	1	2	0	2	1	1	0
IN120026	1	63	1	3	2	0	2	2	1	0
IN120026	2	55	2	3	2	0	2	1	2	0
IN120026	3	33	1	1	2	25	2	1	1	15
IN120026	4	23	2	1	2	25	2	1	1	15
IN120026	5	22	1	4	2	25	2	2	2	15
IN120026	28	3	1	5	 	 	2	 	 	 
IN120027	1	40	1	1	2	0	2	1	1	0
IN120027	2	25	2	1	2	0	2	1	1	0
IN120028	1	50	1	3	2	23	2	1	1	5
IN120028	2	40	2	3	2	0	2	1	1	0
IN120028	3	25	1	1	2	25	2	1	1	12
IN120028	4	22	2	1	2	0	1	 	 	0
IN120029	1	65	2	7	2	0	2	2	 	0
IN120029	2	52	1	3	2	0	2	2	1	0
IN120029	3	45	2	3	2	23	2	1	 	5
IN120029	4	25	1	1	2	25	2	1	1	12
IN120029	5	20	2	1	2	24	2	1	1	6
IN120029	6	18	2	4	2	23	2	2	2	5
IN120029	7	16	2	4	2	23	1	2	2	5
IN120030	1	30	1	1	2	0	2	1	1	0
IN120030	2	25	2	1	2	0	2	1	1	0
IN120031	1	62	1	3	2	0	2	1	1	0
IN120031	2	32	1	1	2	25	2	1	1	10
IN120031	3	22	2	1	2	24	2	1	1	6
IN120032	1	38	1	1	2	25	2	1	1	15
IN120032	2	26	2	1	2	24	2	1	1	6
IN120032	3	9	1	5	1	23	2	1	1	4
IN120032	28	4	2	5	 	 	2	 	 	 
IN120033	1	50	1	3	2	0	2	1	1	0
IN120033	2	45	2	3	2	0	2	1	1	0
IN120033	3	25	1	4	2	23	2	2	2	5
IN120033	4	22	1	1	2	25	2	1	1	8
IN120033	5	20	2	4	2	0	2	2	2	0
IN120033	6	19	2	1	2	24	1	1	 	7
IN120034	1	38	1	1	2	0	2	1	1	0
IN120034	2	35	2	1	2	0	2	1	1	0
IN120034	3	17	2	5	2	0	2	2	2	0
IN120034	4	15	2	5	2	0	2	1	2	0
IN120034	5	13	2	5	2	0	2	1	2	0
IN120034	6	10	2	5	1	23	2	2	2	5
IN120034	7	8	2	5	1	23	2	2	2	4
IN120035	1	76	1	7	2	0	2	2	2	0
IN120035	2	70	2	7	2	0	2	2	2	0
IN120035	3	46	1	3	2	23	2	2	1	5
IN120035	4	42	2	3	2	23	2	1	1	5
IN120035	5	20	2	1	2	24	2	1	1	7
IN120035	6	19	1	1	2	25	2	2	2	12
IN120036	1	56	2	3	2	0	2	1	2	0
IN120036	2	30	1	1	2	24	2	1	1	6
IN120036	3	24	2	1	2	24	2	1	1	6
IN120037	1	50	2	3	2	0	2	1	1	0
IN120037	2	35	1	1	2	23	2	1	1	5
IN120037	3	28	2	1	2	0	2	1	1	0
IN120038	1	50	2	3	2	0	2	1	1	0
IN120038	2	26	1	1	2	24	2	1	1	6
IN120038	3	21	2	1	2	25	2	1	1	10
IN120039	1	80	2	7	2	0	2	2	2	0
IN120039	2	50	1	3	2	0	2	2	1	0
IN120039	3	45	2	3	2	0	2	1	1	0
IN120039	4	28	1	1	2	25	2	1	1	9
IN120039	5	26	1	4	2	25	2	2	2	10
IN120039	6	23	2	1	2	23	2	1	1	5
IN120040	1	27	1	1	2	0	2	1	1	0
IN120040	2	23	2	1	2	25	2	1	1	9
IN120041	1	33	1	1	2	23	2	1	1	5
IN120041	2	28	2	1	2	0	2	1	1	0
IN120042	1	45	1	1	2	25	2	1	1	10
IN120042	2	35	2	1	2	0	2	1	1	0
IN120042	3	16	2	5	2	0	2	1	2	0
IN120042	4	10	1	5	2	0	2	2	2	0
IN120042	5	8	1	5	1	23	2	2	2	3
IN120042	6	5	1	5	1	0	2	2	2	0
IN120043	1	53	2	3	2	0	2	1	1	0
IN120043	2	25	1	1	2	0	2	1	1	0
IN120043	3	23	1	4	2	0	2	2	2	0
IN120043	4	22	1	4	2	0	2	2	2	0
IN120043	5	20	2	1	2	0	2	2	2	0
IN120044	1	29	1	1	2	22	1	1	2	0
IN120044	2	26	2	1	2	0	2	1	1	0
IN120044	3	7	2	5	1	23	2	2	2	1
IN120045	1	33	1	1	2	0	2	1	1	0
IN120045	2	26	2	1	2	0	2	1	1	0
IN120046	1	30	1	1	2	23	2	1	1	5
IN120046	2	25	2	1	2	0	2	1	1	0
IN120046	3	11	1	5	1	24	2	2	2	6
IN120047	1	26	1	1	2	23	2	1	1	5
IN120047	2	20	2	1	2	0	2	1	1	0
IN120048	1	43	1	3	2	0	2	1	1	0
IN120048	2	38	2	3	2	0	2	1	2	0
IN120048	3	22	1	1	2	24	2	1	1	7
IN120048	4	19	1	4	2	24	2	2	2	6
IN120048	5	18	2	1	2	23	2	1	1	2
IN120048	6	18	2	4	2	25	2	2	2	10
IN120049	1	30	1	1	2	23	2	1	1	5
IN120049	2	25	2	1	2	24	2	1	1	6
IN120049	3	6	1	5	1	23	2	2	2	1
IN120050	1	40	1	1	2	0	2	1	1	0
IN120050	2	17	2	1	2	0	2	1	1	0
IN120051	1	60	1	3	2	0	2	1	1	0
IN120051	2	50	2	3	2	0	2	1	1	0
IN120051	3	25	1	1	2	25	2	1	1	9
IN120051	4	20	2	1	2	23	2	1	1	5
IN120051	5	20	1	4	2	25	2	1	1	9
IN120051	6	18	2	4	2	0	2	1	1	0
IN120052	1	55	1	3	2	0	2	1	1	0
IN120052	2	50	2	3	2	0	2	1	1	0
IN120052	3	38	1	4	2	0	2	1	1	0
IN120052	4	35	2	4	2	0	2	1	1	0
IN120052	5	30	1	4	2	25	2	1	1	15
IN120052	6	26	2	4	2	0	2	1	1	0
IN120052	7	25	1	1	2	23	2	1	1	5
IN120052	8	23	2	1	2	0	2	1	1	0
IN120052	9	13	2	6	2	23	2	1	2	5
IN120052	10	12	1	6	1	24	2	2	2	7
IN120052	11	7	2	6	1	23	2	2	2	2
IN120052	12	6	1	6	1	23	2	2	2	2
IN120052	13	5	2	6	1	23	2	2	2	1
IN120053	1	45	2	3	2	0	2	1	1	0
IN120053	2	27	1	1	2	0	2	1	1	0
IN120053	3	22	2	1	2	0	2	1	1	0
IN120054	1	50	1	3	2	0	2	1	1	0
IN120054	2	40	2	3	2	0	2	1	1	0
IN120054	3	25	1	1	2	24	2	1	1	7
IN120054	4	20	1	4	2	24	2	2	2	7
IN120054	5	20	2	1	2	0	2	1	1	0
IN120054	6	18	1	4	1	25	2	2	2	15
IN120055	1	47	1	1	2	23	2	1	1	5
IN120055	2	30	2	2	2	0	2	1	1	0
IN120055	3	25	2	1	2	0	2	1	1	0
IN120056	1	75	2	7	2	0	2	2	2	0
IN120056	2	50	1	3	2	0	2	2	1	0
IN120056	3	48	1	3	2	0	2	2	2	0
IN120056	4	44	2	3	2	0	2	2	2	0
IN120056	5	44	2	3	2	0	2	2	2	0
IN120056	6	26	1	1	2	25	2	1	1	15
IN120056	7	22	1	4	2	25	2	2	2	9
IN120056	8	20	2	4	2	24	2	2	2	6
IN120056	9	18	2	1	2	24	2	1	1	6
IN120056	10	18	1	4	2	25	2	2	2	9
IN120056	11	17	1	4	2	25	2	2	2	10
IN120056	12	16	1	4	1	25	2	2	2	12
