childid	id	age	sex	relate	still	yrschool	disabled	care	support	grading
IN120057	1	75	1	7	2	0	2	2	2	0
IN120057	2	66	2	7	2	0	2	2	2	0
IN120057	3	50	1	4	2	24	2	2	1	6
IN120057	4	43	2	4	2	0	2	1	2	0
IN120057	5	30	2	4	2	0	1	2	2	0
IN120057	6	29	1	1	2	25	2	1	1	15
IN120057	7	25	2	1	2	24	2	1	1	6
IN120057	8	17	2	6	1	25	2	2	2	12
IN120057	9	15	2	6	2	24	2	2	2	6
IN120057	10	11	1	6	1	24	2	2	2	6
IN120058	1	45	1	3	2	0	2	1	1	0
IN120058	2	40	2	3	2	0	2	1	1	0
IN120058	3	20	1	1	2	25	2	1	1	8
IN120058	4	17	2	1	2	0	2	1	1	0
IN120059	1	70	1	3	2	0	2	2	2	0
IN120059	2	60	2	3	2	0	2	1	2	0
IN120059	3	25	1	1	2	0	2	1	1	0
IN120059	4	20	2	1	2	0	2	1	1	0
IN120060	1	45	2	3	2	0	2	1	2	0
IN120060	2	28	1	1	2	0	2	1	1	0
IN120060	3	23	2	1	2	0	2	1	1	0
IN120060	4	6	2	5	1	23	2	2	2	2
IN120061	1	95	1	7	2	0	2	2	2	0
IN120061	2	60	1	3	2	0	2	2	1	0
IN120061	3	56	2	3	2	0	2	1	2	0
IN120061	4	29	1	1	2	24	2	1	1	6
IN120061	5	24	2	1	2	23	2	1	2	5
IN120061	6	20	2	4	2	0	2	2	2	0
IN120061	7	18	1	4	2	24	2	2	2	6
IN120062	1	60	1	3	2	0	2	1	1	0
IN120062	2	50	2	3	2	0	2	1	1	0
IN120062	3	32	1	1	2	0	2	1	1	0
IN120062	4	28	2	1	2	0	2	1	1	0
IN120062	5	25	1	4	2	24	2	1	1	7
IN120062	6	18	2	6	2	0	2	1	2	0
IN120062	7	7	1	5	1	23	2	2	2	2
IN120063	1	28	1	1	2	0	2	1	1	0
IN120063	2	20	2	1	2	23	2	1	1	5
IN120064	1	35	1	1	2	0	2	1	1	0
IN120064	2	30	2	1	2	0	2	1	1	0
IN120064	3	13	2	5	1	25	2	2	2	8
IN120064	4	11	1	5	1	24	2	2	2	6
IN120065	1	65	2	3	2	0	2	1	1	0
IN120065	2	30	1	1	2	25	2	1	1	10
IN120065	3	28	2	1	2	24	2	1	1	7
IN120066	1	62	1	3	2	0	2	1	1	0
IN120066	2	39	2	3	2	0	2	1	1	0
IN120066	3	21	1	1	2	23	2	2	1	5
IN120066	4	19	2	1	2	0	2	1	2	0
IN120067	1	45	1	3	2	0	2	2	1	0
IN120067	2	38	2	3	2	0	2	1	1	0
IN120067	3	23	1	1	2	0	2	1	1	0
IN120067	4	20	2	1	2	0	2	1	1	0
IN120067	5	7	1	4	1	23	2	2	2	3
IN120068	1	24	1	1	2	25	2	1	1	8
IN120068	2	18	2	1	2	0	2	1	1	0
IN120069	1	55	1	3	2	23	2	1	1	5
IN120069	2	45	2	3	2	23	2	1	1	5
IN120069	3	33	1	1	2	25	2	1	1	12
IN120069	4	25	2	1	2	25	2	1	1	9
IN120069	5	7	2	5	1	23	2	2	2	1
IN120070	1	60	1	3	2	0	2	1	1	0
IN120070	2	55	2	3	2	0	2	1	1	0
IN120070	3	35	1	1	2	0	2	1	1	0
IN120070	4	28	2	1	2	0	2	1	1	0
IN120071	1	32	1	1	2	0	2	1	1	0
IN120071	2	27	2	1	2	0	2	1	1	0
IN120071	3	9	1	5	1	23	2	2	2	5
IN120072	1	25	1	1	2	0	2	1	1	0
IN120072	2	21	2	1	2	24	2	1	1	6
IN120073	1	34	1	1	2	25	2	1	1	10
IN120073	2	25	2	1	2	25	2	1	1	10
IN120074	1	65	1	3	2	25	2	1	1	10
IN120074	2	50	2	3	2	0	2	1	1	0
IN120074	3	35	1	1	2	25	2	1	1	9
IN120074	4	28	2	1	2	24	2	1	1	7
IN120074	5	30	1	4	2	25	2	1	1	15
IN120075	1	50	1	3	2	0	2	1	1	0
IN120075	2	45	2	3	2	0	2	1	1	0
IN120075	3	30	1	1	2	24	2	1	1	7
IN120075	4	28	2	1	2	0	2	1	1	0
IN120075	5	16	1	4	2	24	2	1	1	7
IN120076	1	30	1	1	2	25	2	1	1	9
IN120076	2	25	2	1	2	25	2	1	1	15
IN120077	1	65	1	3	2	0	2	1	1	0
IN120077	2	58	2	3	2	0	2	1	1	0
IN120077	3	28	1	1	2	25	2	1	1	10
IN120077	4	25	2	1	2	0	2	1	1	0
IN120077	5	23	1	4	2	24	2	1	1	7
IN120077	6	5	2	5	1	23	2	2	2	1
IN120078	1	30	1	1	2	25	2	1	1	10
IN120078	2	26	2	1	2	0	2	1	1	0
IN120079	1	38	1	1	2	25	2	1	1	10
IN120079	2	28	2	1	2	25	2	1	1	10
IN120080	1	30	1	1	2	0	2	1	1	0
IN120080	2	25	2	1	2	0	2	1	1	0
IN120081	1	50	1	3	2	0	2	1	1	0
IN120081	2	28	1	1	2	0	2	1	1	0
IN120081	3	20	2	1	2	0	2	1	1	0
IN120081	4	20	1	4	2	0	2	2	2	0
IN120081	5	13	1	4	2	0	2	2	2	0
IN120082	1	65	2	3	2	0	2	1	1	0
IN120082	2	60	1	3	2	0	2	1	1	0
IN120082	3	50	2	3	2	0	2	1	1	0
IN120082	4	35	1	1	2	0	2	1	1	0
IN120082	5	25	2	1	2	0	2	1	1	0
IN120082	6	18	1	4	2	0	2	1	1	0
IN120082	7	17	1	4	1	25	2	2	2	10
IN120082	8	8	1	5	1	23	2	2	2	3
IN120083	1	30	1	1	2	25	2	1	1	15
IN120083	2	28	2	1	2	0	2	1	1	0
IN120084	1	37	1	4	2	0	2	2	1	0
IN120084	2	35	1	1	2	0	2	1	1	0
IN120084	3	34	2	4	2	0	2	2	2	0
IN120084	4	30	2	1	2	0	2	1	1	0
IN120084	5	19	1	6	2	25	2	2	2	9
IN120084	6	12	1	6	2	23	2	2	2	5
IN120085	1	50	1	3	2	0	2	2	1	0
IN120085	2	43	2	3	2	0	2	1	1	0
IN120085	3	26	1	1	2	25	2	2	1	10
IN120085	4	24	1	4	2	25	2	2	2	15
IN120085	5	22	2	1	2	0	2	1	1	0
IN120085	6	20	1	4	2	25	2	2	2	10
IN120085	7	18	1	4	2	25	2	2	2	10
IN120086	1	55	1	3	2	0	2	1	1	0
IN120086	2	50	2	3	2	0	2	1	1	0
IN120086	3	30	1	1	2	0	2	1	1	0
IN120086	4	25	1	4	2	0	2	2	2	0
IN120086	5	25	2	1	2	0	2	1	1	0
IN120086	6	22	2	4	2	0	2	2	2	0
IN120086	7	20	1	4	2	25	2	2	2	10
IN120087	1	60	1	3	2	0	2	1	1	0
IN120087	2	28	1	1	2	0	2	1	1	0
IN120087	3	22	2	1	2	0	2	1	1	0
IN120087	28	4	2	5	 	 	2	 	 	 
IN120088	1	60	1	3	2	0	2	1	1	0
IN120088	2	50	2	3	2	0	2	1	1	0
IN120088	3	35	1	1	2	0	2	1	1	0
IN120088	4	25	2	1	2	0	2	1	1	0
IN120088	5	32	1	4	2	25	2	1	1	10
IN120088	6	25	1	4	2	0	2	1	1	0
IN120088	7	10	2	5	2	23	2	2	2	5
IN120089	1	35	1	1	2	0	2	1	1	0
IN120089	2	30	2	1	2	0	2	1	1	0
IN120089	28	3	1	5	 	 	2	 	 	 
IN120090	1	65	1	3	2	0	2	1	1	0
IN120090	2	50	2	3	2	0	2	1	1	0
IN120090	3	31	1	1	2	25	2	1	1	15
IN120090	4	25	2	1	2	0	2	1	1	0
IN120090	5	8	2	5	1	23	2	2	2	4
IN120091	1	58	1	3	2	0	2	1	1	0
IN120091	2	50	2	3	2	0	2	1	1	0
IN120091	3	36	1	1	2	25	2	1	1	15
IN120091	4	30	2	1	2	0	2	1	1	0
IN120091	5	6	2	5	1	23	2	2	2	1
IN120092	1	26	1	1	2	0	2	1	1	0
IN120092	2	21	2	1	2	0	2	1	1	0
IN120093	1	30	1	1	2	0	2	1	1	0
IN120093	2	27	2	1	2	23	2	1	1	5
IN120093	3	10	1	5	1	24	2	2	2	6
IN120094	1	26	1	1	2	25	2	1	1	9
IN120094	2	23	2	1	2	0	2	1	1	0
IN120095	1	60	1	3	2	0	2	1	1	0
IN120095	2	55	2	3	2	0	2	1	1	0
IN120095	3	35	1	1	2	0	2	1	1	0
IN120095	4	30	2	1	2	0	2	1	1	0
IN120095	5	9	2	5	1	23	2	2	2	5
IN120095	6	6	2	5	1	23	2	2	2	1
IN120096	1	27	1	1	2	24	2	1	1	6
IN120096	2	20	2	1	2	23	2	1	1	5
IN120097	1	35	2	4	2	0	2	2	2	0
IN120097	2	28	1	1	2	0	2	1	1	0
IN120097	3	24	2	1	2	0	2	1	1	0
IN120097	4	14	1	6	2	24	2	2	2	6
IN120098	1	55	2	3	2	0	2	1	1	0
IN120098	2	35	1	4	2	0	2	2	2	0
IN120098	3	30	1	4	2	0	2	2	2	0
IN120098	4	28	2	4	2	0	2	2	2	0
IN120098	5	25	1	1	2	0	2	1	1	0
IN120098	6	23	2	4	2	0	2	2	2	0
IN120098	7	20	2	1	2	0	2	2	2	0
IN120098	8	10	2	6	1	23	2	2	2	5
IN120098	9	8	1	6	1	23	2	2	2	3
IN120099	1	54	1	3	2	23	2	1	1	5
IN120099	2	48	2	3	2	0	2	1	1	0
IN120099	3	27	1	1	2	25	2	1	1	12
IN120099	4	20	2	1	2	24	2	1	1	7
IN120099	5	18	2	4	2	24	2	2	2	7
IN120099	6	16	2	4	1	25	2	2	2	12
IN120100	1	37	1	1	2	0	2	1	1	0
IN120100	2	29	2	1	2	0	2	1	1	0
IN120100	3	13	2	5	1	25	2	2	2	8
IN120101	1	60	1	3	2	0	2	2	1	0
IN120101	2	29	1	1	2	0	2	1	1	0
IN120101	3	26	2	1	2	0	2	1	1	0
IN120101	4	6	2	5	1	23	2	2	2	1
IN120102	1	74	1	3	2	25	2	1	1	10
IN120102	2	65	2	3	2	0	2	1	1	0
IN120102	3	35	1	4	2	25	2	1	1	15
IN120102	4	30	2	4	2	0	2	1	1	0
IN120102	5	29	1	1	2	25	2	1	1	10
IN120102	6	23	2	1	2	0	2	1	1	0
IN130001	1	60	1	3	2	0	2	2	1	0
IN130001	2	45	2	3	2	0	2	1	1	0
IN130001	3	25	1	1	2	0	2	2	1	0
IN130001	4	20	1	4	2	25	2	2	2	9
IN130001	5	18	1	4	2	25	2	2	2	12
IN130001	6	16	2	1	2	25	2	1	2	8
IN130002	1	60	1	3	2	0	2	2	2	0
IN130002	2	53	2	3	2	0	2	1	2	0
IN130002	3	27	1	1	2	25	2	1	1	9
IN130002	4	20	2	1	2	25	2	1	1	10
IN130003	1	80	1	3	2	0	2	1	1	0
IN130003	2	60	2	3	2	22	1	1	1	0
IN130003	3	24	1	1	2	24	2	1	1	6
IN130003	4	20	2	1	2	0	2	1	1	0
IN130003	28	3	2	5	 	 	2	 	 	 
IN130004	1	35	1	1	2	0	2	1	1	0
IN130004	2	28	2	1	2	0	2	1	1	0
IN130004	28	4	1	5	 	 	2	 	 	 
IN130005	1	60	2	3	2	0	2	1	2	0
IN130005	2	40	1	1	2	0	2	1	1	0
IN130005	3	25	2	1	2	0	2	1	1	0
IN130005	4	11	2	5	2	23	2	1	2	5
IN130005	5	6	2	5	1	23	2	2	2	2
IN130005	6	8	1	5	2	23	1	2	2	1
IN130006	1	60	1	1	2	22	1	1	1	0
IN130006	2	40	2	1	2	0	1	2	2	0
IN130006	3	14	1	5	1	25	2	1	2	8
IN130006	4	12	2	5	1	24	1	2	1	7
IN130006	5	10	2	5	1	24	1	2	2	6
IN130006	6	10	2	5	1	0	2	1	2	0
IN130006	7	6	2	5	1	23	2	2	2	2
IN130007	1	30	1	1	2	25	2	1	1	15
IN130007	2	28	2	1	2	0	2	1	1	0
IN130007	28	 	2	4	 	 	2	 	 	0
IN130007	29	 	2	2	 	 	 	 	 	0
IN130008	1	60	1	3	2	24	2	1	1	6
IN130008	2	50	2	2	2	22	1	1	1	0
IN130008	3	35	1	1	2	0	2	1	1	0
IN130008	4	25	2	1	2	0	2	2	2	0
IN130008	5	16	2	4	2	0	2	2	2	0
IN130008	6	20	1	4	2	0	2	2	2	0
IN130008	7	13	2	4	1	25	2	2	2	8
IN130008	8	8	1	4	1	23	2	2	2	3
IN130009	1	70	1	3	2	0	2	1	1	0
IN130009	2	55	2	3	2	22	2	1	2	0
IN130009	3	29	1	4	2	25	2	2	1	9
IN130009	4	24	1	1	2	0	2	1	2	0
IN130009	5	21	2	1	2	0	2	1	2	0
IN130009	6	20	2	4	2	24	2	2	2	6
IN130009	28	2	1	5	 	 	2	 	 	 
IN130010	1	25	1	1	2	25	2	1	1	9
IN130010	2	23	2	1	2	0	2	1	1	0
IN130010	3	5	1	5	1	22	2	2	2	0
IN130010	28	3	1	5	 	 	2	 	 	 
IN130011	1	35	1	1	2	0	2	1	1	0
IN130011	2	32	2	1	2	0	2	1	1	0
IN130011	3	10	2	5	1	23	2	2	2	5
IN130011	4	7	2	5	1	23	2	2	2	3
IN130011	5	5	2	5	1	23	2	2	2	1
IN130011	28	 	2	3	 	 	2	 	 	0
IN130012	1	65	2	3	2	0	2	1	1	0
IN130012	2	35	1	1	2	25	2	1	1	12
IN130012	3	25	2	1	2	25	2	1	1	10
IN130013	1	60	2	3	2	0	2	1	1	0
IN130013	2	35	1	4	2	23	1	1	1	5
IN130013	3	30	2	4	2	0	2	1	1	0
IN130013	4	30	1	1	2	24	2	1	1	7
IN130013	5	22	2	1	2	24	2	1	1	7
IN130013	6	13	1	6	1	25	2	1	1	8
IN130013	7	9	1	6	1	22	2	2	2	0
IN130013	28	2	2	5	 	 	2	 	 	 
IN130014	1	30	1	1	2	24	2	1	1	7
IN130014	2	20	2	1	2	25	2	1	1	9
IN130014	28	 	2	4	 	 	2	 	 	0
IN130015	1	75	2	3	2	0	2	1	2	0
IN130015	2	50	1	4	2	25	2	1	1	8
IN130015	3	40	2	4	2	0	2	2	2	0
IN130015	4	45	1	4	2	0	2	2	2	0
IN130015	5	38	2	4	2	0	2	1	2	0
IN130015	6	30	1	1	2	25	2	1	1	15
IN130015	7	24	2	1	2	25	2	1	1	10
IN130015	8	14	1	6	1	25	2	2	1	12
IN130015	9	12	2	6	1	25	2	1	2	8
IN130015	10	18	1	4	1	24	2	1	2	7
IN130015	11	10	1	6	1	23	2	2	2	5
IN130015	28	4	2	6	 	 	2	 	 	 
IN130016	1	55	1	3	2	23	2	1	1	5
IN130016	2	45	2	3	2	0	2	1	1	0
IN130016	3	27	1	1	2	25	2	1	1	10
IN130016	4	22	2	1	2	0	2	1	1	0
IN130016	5	25	1	4	2	23	2	1	1	5
IN130016	6	22	2	4	2	0	2	1	1	0
IN130016	28	4	1	5	 	 	 	 	 	 
IN130016	29	3	1	6	 	 	 	 	 	 
IN130016	30	0	2	6	 	 	 	 	 	 
IN130017	1	80	1	7	2	0	2	1	1	0
IN130017	2	54	1	3	2	25	2	1	1	15
IN130017	3	45	2	3	2	25	1	1	1	8
IN130017	4	28	1	1	2	25	2	1	1	15
IN130017	5	25	2	1	2	25	2	1	1	15
IN130017	6	25	1	4	2	25	2	1	1	15
IN130017	7	23	1	4	2	25	2	1	1	15
IN130018	1	40	1	1	2	0	2	1	1	0
IN130018	2	35	2	1	2	0	2	1	1	0
IN130018	3	10	2	5	1	23	2	2	2	5
IN130018	4	8	2	5	1	23	2	2	2	5
IN130018	28	 	1	4	 	 	2	 	 	0
IN130019	1	27	1	1	2	24	2	1	1	7
IN130019	2	20	2	1	2	0	2	1	1	0
IN130020	1	28	1	1	2	0	2	1	1	0
IN130020	2	22	2	1	2	23	2	1	1	5
IN130020	28	4	1	5	 	 	2	 	 	 
IN130021	1	60	1	3	2	0	2	2	2	0
IN130021	2	53	2	3	2	0	2	1	1	0
IN130021	3	27	1	1	2	0	2	2	1	0
IN130021	4	23	2	1	2	0	2	1	1	0
IN130021	5	6	1	5	2	0	2	2	2	0
IN130022	1	65	1	3	2	23	2	1	1	5
IN130022	2	50	2	3	2	0	2	1	1	0
IN130022	3	25	1	1	2	25	2	1	1	10
IN130022	4	20	2	1	2	25	2	1	1	9
IN130022	5	23	1	4	2	24	2	2	1	7
IN130022	6	18	2	4	2	25	2	2	2	9
IN130022	7	20	1	4	2	25	2	2	2	10
IN130022	8	17	2	4	2	25	2	2	2	10
IN130022	28	3	2	5	 	 	2	 	 	 
IN130023	1	46	1	3	2	24	2	1	1	7
IN130023	2	40	2	3	2	0	2	1	1	0
IN130023	3	35	1	1	2	25	2	1	1	10
IN130023	4	30	2	1	2	0	2	1	1	0
IN130023	5	17	1	4	1	25	2	1	1	9
IN130023	6	14	2	4	1	25	2	2	2	8
IN130024	1	60	1	3	2	24	2	1	1	6
IN130024	2	40	2	3	2	0	2	1	1	0
IN130024	3	27	1	1	2	24	2	1	1	6
IN130024	4	20	2	1	2	24	2	1	1	7
IN130024	5	24	1	4	2	24	2	1	1	6
IN130024	6	18	1	4	2	0	2	1	1	0
IN130025	1	37	1	1	2	25	2	1	1	12
IN130025	2	26	2	1	2	24	2	1	1	7
IN130025	3	22	2	4	2	25	2	1	2	15
IN130025	4	20	1	4	2	25	2	1	2	10
IN130026	1	55	1	3	2	23	2	1	1	5
IN130026	2	50	2	3	2	0	2	1	1	0
IN130026	3	29	1	1	2	25	2	1	1	15
IN130026	4	20	2	1	2	25	2	1	1	8
IN130027	1	65	2	3	2	0	2	1	2	0
IN130027	2	28	1	1	2	25	2	2	1	10
IN130027	3	23	2	1	2	24	2	1	1	6
IN130028	1	28	1	1	2	22	1	1	2	0
IN130028	2	24	2	1	2	22	1	1	1	0
IN130028	3	6	2	5	1	23	2	2	2	1
IN130028	28	3	1	5	 	 	2	 	 	 
IN130029	1	30	1	1	2	25	2	1	2	10
IN130029	2	18	2	1	2	0	2	1	1	0
IN130030	1	65	1	3	2	0	2	1	1	0
IN130030	2	55	2	3	2	0	2	1	1	0
IN130030	3	30	1	4	2	22	1	1	1	0
IN130030	4	25	2	1	2	0	2	1	1	0
IN130031	1	35	1	1	2	0	1	2	2	0
IN130031	2	22	2	1	2	25	1	1	1	10
IN130032	1	50	1	3	2	25	2	1	1	15
IN130032	2	40	2	3	2	24	1	1	1	7
IN130032	3	35	1	1	2	0	2	1	1	0
IN130032	4	21	2	1	2	25	1	1	2	8
IN130032	5	15	1	4	1	25	2	2	2	10
IN130032	6	13	2	4	1	25	2	1	1	8
IN130033	1	42	2	3	2	22	1	1	1	0
IN130033	2	25	1	1	2	0	1	1	1	0
IN130033	3	22	2	1	2	25	1	1	1	10
IN130033	4	21	1	4	2	25	2	2	2	10
IN130033	28	 	2	3	 	 	2	 	 	0
IN130034	1	55	1	3	2	24	2	1	1	6
IN130034	2	45	2	3	2	0	2	1	2	0
IN130034	3	24	1	1	2	24	2	2	2	6
IN130034	4	18	2	1	2	0	2	1	2	0
IN130034	5	14	2	4	2	0	2	2	2	0
IN130034	6	12	1	4	1	24	2	2	2	7
IN130035	1	60	2	3	2	0	2	1	1	0
IN130035	2	26	1	1	2	25	2	1	1	10
IN130035	3	19	2	1	2	25	2	1	1	9
IN130036	1	35	2	3	2	0	2	1	1	0
IN130036	2	25	1	1	2	22	2	1	1	0
IN130036	3	20	2	1	2	22	1	1	1	0
IN130037	1	60	1	3	2	 	2	1	1	0
IN130037	2	35	1	1	2	 	2	1	1	0
IN130037	3	23	2	1	2	22	1	1	1	0
IN130037	4	7	1	5	 	23	1	1	1	2
IN130037	28	 	2	4	 	 	2	 	 	0
IN130038	1	70	2	3	2	0	2	1	2	0
IN130038	2	45	1	4	2	0	2	2	2	0
IN130038	3	38	2	4	2	0	2	2	2	0
IN130038	4	35	1	1	2	0	2	2	1	0
IN130038	5	31	1	4	2	25	2	2	1	10
IN130038	6	30	2	1	2	0	2	1	1	0
IN130038	7	25	2	4	2	25	2	2	2	10
IN130038	8	16	1	6	1	25	2	2	2	10
IN130038	9	11	1	6	1	24	2	2	2	6
IN130038	10	10	2	6	1	23	2	2	2	5
IN130038	11	8	2	6	1	23	2	1	2	3
IN130038	12	7	2	5	1	23	2	2	2	2
IN130038	28	4	2	5	 	 	2	 	 	 
IN130038	29	 	2	6	 	 	2	 	 	0
IN130039	1	75	1	3	2	0	2	2	1	0
IN130039	2	63	2	3	2	0	2	1	1	0
IN130039	3	30	1	4	2	0	2	2	2	0
IN130039	4	27	1	1	2	0	2	1	1	0
IN130039	5	23	2	4	2	25	2	2	2	8
IN130039	6	20	2	1	2	0	2	1	2	0
IN130039	7	20	1	4	2	0	2	2	2	0
IN130039	28	 	2	6	 	 	2	 	 	0
IN130040	1	60	2	3	2	0	2	1	1	0
IN130040	2	35	1	1	2	24	2	1	2	7
IN130040	3	30	2	1	2	0	2	1	1	0
IN130040	4	7	2	5	1	23	2	2	2	2
IN130040	28	3	2	5	 	 	2	 	 	 
IN130041	1	30	1	1	2	0	2	1	1	0
IN130041	2	22	2	1	2	0	2	1	1	0
IN130041	28	2	1	5	 	 	2	 	 	 
IN130042	1	90	1	3	2	0	2	1	1	0
IN130042	2	35	1	1	2	0	2	1	1	0
IN130042	3	28	2	1	2	23	2	1	1	5
IN130042	4	14	2	5	2	0	2	1	1	0
IN130042	5	12	1	5	1	23	2	1	2	5
IN130042	6	6	2	5	1	23	2	2	2	1
IN130042	28	4	2	5	 	 	2	 	 	 
IN130043	1	50	1	3	2	0	2	1	1	0
IN130043	2	40	1	1	2	23	2	1	1	2
IN130043	3	35	2	1	2	0	2	1	1	0
IN130044	1	30	1	1	2	25	2	1	1	10
IN130044	2	20	2	4	2	0	2	1	1	0
IN130044	3	18	2	1	2	23	1	1	1	5
IN130044	4	7	2	6	1	23	2	1	1	2
IN130044	5	5	1	6	1	23	2	2	2	1
IN130045	1	65	1	3	2	0	2	1	2	0
IN130045	2	50	2	3	2	0	2	1	2	0
IN130045	3	45	1	4	2	0	2	1	1	0
IN130045	4	34	2	4	2	0	2	1	1	0
IN130045	5	30	1	1	2	24	2	1	1	7
IN130045	6	20	2	1	2	25	2	1	1	10
IN130045	7	13	1	6	2	0	2	1	2	0
IN130045	8	12	1	6	2	0	2	1	2	0
IN130045	9	11	1	6	1	24	2	1	2	6
IN130046	1	50	1	3	2	0	2	1	1	0
IN130046	2	35	1	1	2	22	1	2	1	0
IN130046	3	28	2	1	2	0	2	1	1	0
IN130046	28	3	1	5	 	 	2	 	 	 
IN130047	1	50	1	3	2	0	2	1	1	0
IN130047	2	30	1	1	2	0	2	1	1	0
IN130047	3	22	2	1	2	0	2	1	1	0
IN130047	28	3	1	5	 	 	2	 	 	 
IN130048	1	65	1	3	2	0	2	1	1	0
IN130048	2	60	2	3	2	0	2	1	1	0
IN130048	3	35	1	1	2	22	1	2	1	0
IN130048	4	30	2	1	2	0	2	1	1	0
IN130048	5	25	1	4	2	0	2	1	1	0
IN130048	6	25	2	4	2	0	2	1	1	0
IN130048	7	13	1	4	1	25	2	1	1	8
IN130048	8	7	2	5	1	23	2	2	2	3
IN130048	9	5	2	5	1	23	2	2	2	1
IN130048	28	3	1	5	 	 	2	 	 	 
IN130048	29	0	2	5	 	 	2	 	 	 
IN130049	1	60	2	3	2	0	2	1	1	0
IN130049	2	45	1	4	2	0	2	1	1	0
IN130049	3	40	2	4	2	0	2	1	1	0
IN130049	4	35	1	1	2	0	2	1	1	0
IN130049	5	30	2	1	2	0	2	1	1	0
IN130049	6	25	1	4	2	0	2	1	1	0
IN130049	7	14	1	5	1	25	2	2	2	8
IN130049	8	12	2	5	1	24	2	2	2	7
IN130049	9	11	1	5	1	24	2	2	2	7
IN130049	28	4	1	5	 	 	2	 	 	 
IN130050	1	30	1	1	2	0	2	1	1	0
IN130050	2	25	2	1	2	0	2	1	1	0
IN130050	3	6	1	5	1	23	2	2	2	1
IN130050	28	2	2	5	 	 	2	 	 	 
IN130051	1	25	1	1	2	25	2	1	1	10
IN130051	2	20	2	1	2	0	2	1	1	0
IN130051	28	4	1	5	 	 	2	 	 	 
IN130052	1	60	2	3	2	0	2	1	2	0
IN130052	2	40	1	4	2	0	2	1	1	0
IN130052	3	30	2	4	2	0	2	1	1	0
IN130052	4	30	1	1	2	0	2	1	1	0
IN130052	5	22	2	1	2	0	2	1	1	0
IN130052	28	4	1	6	 	 	2	 	 	 
IN130052	29	0	1	6	 	 	1	 	 	 
IN130053	1	35	1	4	2	0	2	1	2	0
IN130053	2	30	1	1	2	0	2	1	1	0
IN130053	3	20	2	4	2	0	2	1	2	0
IN130053	4	19	2	1	2	0	2	1	1	0
IN130053	28	1	2	6	 	 	2	 	 	 
IN130054	1	60	1	3	2	23	2	1	1	5
IN130054	2	50	2	3	2	0	2	1	1	0
IN130054	3	29	1	1	2	25	2	1	1	12
IN130054	4	18	2	1	2	24	2	1	1	7
IN130055	1	28	1	1	2	0	2	1	1	0
IN130055	2	22	2	1	2	23	2	1	1	4
IN130055	3	6	2	5	1	23	2	1	2	1
IN130056	1	65	1	3	2	0	2	2	2	0
IN130056	2	34	1	4	2	0	1	2	2	0
IN130056	3	32	1	1	2	0	2	1	1	0
IN130056	4	22	2	1	2	25	2	1	1	8
IN130056	28	4	1	5	 	 	2	 	 	 
IN130057	1	32	1	1	2	0	2	1	1	0
IN130057	2	22	2	1	2	0	2	1	1	0
IN130057	28	3	2	5	 	 	2	 	 	 
IN130058	1	20	1	1	2	25	2	1	1	10
IN130058	2	19	2	1	2	24	2	1	1	7
IN130058	28	4	2	5	 	 	2	 	 	 
IN130059	1	50	1	3	2	0	2	1	1	0
IN130059	2	47	2	3	2	0	2	1	1	0
IN130059	3	30	1	1	2	0	2	1	1	0
IN130059	4	25	1	4	1	25	2	1	1	15
IN130059	5	20	2	1	2	0	2	1	1	0
IN130059	6	14	1	4	1	25	2	2	2	9
IN130059	7	15	2	4	2	25	2	1	2	8
IN130060	1	50	1	3	2	0	2	2	1	0
IN130060	2	45	2	3	2	0	2	1	2	0
IN130060	3	25	1	1	2	0	2	2	1	0
IN130060	4	20	2	1	2	0	2	1	2	0
IN130061	1	70	1	3	2	0	2	2	2	0
IN130061	2	58	2	3	2	0	2	1	2	0
IN130061	3	28	1	1	2	0	2	2	1	0
IN130061	4	22	2	1	2	0	2	1	1	0
IN130061	5	10	1	6	2	0	2	2	2	0
IN130062	1	30	1	1	2	0	2	1	1	0
IN130062	2	25	2	1	2	0	2	1	1	0
IN130062	3	5	2	5	2	0	2	1	2	0
IN130062	28	3	1	5	 	 	2	 	 	 
IN130063	1	68	1	3	2	0	2	2	1	0
IN130063	2	55	2	3	2	0	2	1	2	0
IN130063	3	33	1	1	2	25	2	1	1	12
IN130063	4	28	2	1	2	0	2	1	2	0
IN130063	5	24	1	4	2	24	2	2	2	6
IN130063	6	20	2	4	2	24	2	1	2	6
IN130063	28	4	2	5	 	 	2	 	 	 
IN130064	1	58	1	3	2	23	2	1	1	5
IN130064	2	55	2	3	2	0	2	1	1	0
IN130064	3	37	1	1	2	25	2	1	1	15
IN130064	4	28	2	1	2	25	2	1	1	10
IN130064	5	24	2	4	2	23	2	2	2	5
IN130064	6	21	2	4	2	24	2	2	2	6
IN130065	1	60	1	3	2	0	2	1	1	0
IN130065	2	27	1	1	2	25	2	1	1	10
IN130065	3	23	2	1	2	25	2	1	1	9
IN130065	4	25	1	4	2	22	1	2	1	0
IN130065	28	3	1	5	 	 	2	 	 	 
IN130066	1	50	2	3	2	0	2	2	2	0
IN130066	2	45	2	3	2	0	2	1	2	0
IN130066	3	30	1	1	2	25	2	2	1	12
IN130066	4	22	2	1	2	25	2	1	1	10
IN130066	5	15	2	4	2	23	2	1	2	5
IN130066	28	3	2	5	 	 	2	 	 	 
IN130067	1	26	1	1	2	25	2	1	1	10
IN130067	2	20	2	1	2	0	2	1	1	0
IN130067	3	7	2	5	1	23	2	2	2	1
