commid	comnro	clustid	dint	dfint	area	pop	popchg	city	szcit	twndis	subzone	waste	airpol	watpol	contsoil	specpol	shanty	semi	perm	story	bigmult	smalmult	planoc	pland1	pland2	pland3	pland4	pland5	pland6	pland7	pland8	pland9	pland10	pland11	twndem	provdem	vivspec	mat1	mat2	mat3	mat4	mat5	mat6	mat7	legal	conclive	concvist	thfcrm	violcrm	yuthcrm	proscrm	comcrm	speccrm	plang1	plang2	plang3	plang4	plang5	prel1	prel2	prel3	prel4	prel5	prel6	prel7	prel8	prel9	prel10	conelec	concase	concorr	concadm	otrcrm	ptoil1	toilapro	ptoil2	ptoil3	ptoil4	ptoil5	ptoil6	pwater1	wathora	watdias	wataprox	pwater2	pwater3	pwater4	pwater5	pgarb1	garprom	pgarb2	pgarb3	pgarb4	pgarb5	pgarb6	pgarb7	pshop3	pshop5	pshop4	pshop1	pshop6	buy1	buy2	buy3	buy4	buy5	buy6	proad1	proad2	proad3	proad4	proad6	proad7	frqpass	ppubtran1	ppubtran2	ppubtran3	ppubtran4	ppubtran5	ppubtran6	ppubtran7	ppubtran8	ppubtran9	ppubtran11	ppubtran12	ppubtran13	ppubtran14	ppubtran10	pcomgrp1	pcomgrp2	pcomgrp3	pcomgrp4	pcomgrp5	pcomgrp6	pcomgrp7	pcomgrp8	pcomgrp10	pcomgrp11	pcomgrp12	pcomgrp9	pincome1	pincome2	pincome3	pincome4	pincome5	pincome6	pincome7	pincome8	pincome9	pincome10	pincome11	pincome12	pincome13	pincome14	pincome15	pincome16	pincome17	pincome18	pincome19	pincome20	pincome21	pinc1	pinc2	pinc3	own10	own5	paqu1	paqu2	paqu3	paqu4	paqu5	paqu6	paqu7	pfrmhlp1	pfrmhlp3	pfrmhlp4	pfrmhlp5	pfrmhlp6	pfrmhlp7	pfrmhlp8	helcost	midwife	batten	tradhe	villhel	menthel	sochel	adultlit	medhel	mesphel	aneshel	bsanhel
PE17C05	61	17	10/23/2002	10/23/2002	10000000	200	1	1	5000	3	4	3	3	3	3	3	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	1	40	4	2	2	1	1	1	1	2	2	2	8	8	2	2	2	2	2	1	2	1	8	8	8	1	6	6	6	6	6	6	6	6	6	2	8	8	2	2	2	0	2	2	1	2	1	2	88	8	88	2	1	2	1	2	0	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	12	8	2	2	2	2	2	2	2	2	2	2	1	2	2	9	2	2	1	2	2	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	 	 	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	9999	2	1	2	2	2	2	2	1	2	2	2
PE17C06	62	17	10/15/2002	10/15/2002	10000000	180	1	1	 	6	4	3	3	3	3	3	2	2	2	2	2	2	1	8	8	1	8	8	8	8	8	1	8	1	60	60	1	2	2	1	2	2	2	2	1	8	8	2	2	2	2	2	1	2	1	8	8	8	1	6	6	6	6	6	6	6	6	6	2	2	2	2	2	2	0	2	2	1	2	2	1	24	7	10	2	1	1	2	2	88	1	2	1	2	2	2	8	8	8	8	8	8	8	8	8	8	8	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	2	2	 	 	 	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	9999	2	2	1	2	2	2	2	2	2	2	2
PE17C07	63	17	10/29/2002	10/29/2002	10000000	200	1	1	9999	10	4	3	3	3	3	3	1	2	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	60	60	2	2	2	1	2	2	2	2	1	8	8	2	2	2	2	2	2	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	2	2	2	2	2	2	60	1	2	2	2	2	1	24	7	100	2	2	2	2	2	0	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	12	8	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	 	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	999	2	1	2	1	2	2	2	2	2	2	2
PE17C08	64	17	10/25/2002	10/25/2002	10000000	207	1	1	9999	5	4	3	3	3	3	3	1	2	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	60	180	2	2	1	1	1	1	2	2	1	2	1	2	2	2	2	2	2	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	2	2	1	2	2	1	0	2	2	1	2	2	1	1	7	100	2	2	2	2	2	0	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	9999	2	2	1	1	2	2	2	2	2	2	2
PE17C09	65	17	10/26/2002	10/26/2002	10000000	572	1	1	2108	67	4	2	2	1	2	3	1	2	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	120	180	2	2	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	2	1	8	8	8	1	6	6	6	6	6	6	6	6	6	1	2	2	2	2	2	0	2	2	1	2	2	1	12	7	80	2	1	1	2	2	0	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	8	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1	1	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	1	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	0	1	1	1	1	2	2	2	1	2	2	2
PE18C01	66	18	11/9/2002	11/9/2002	600000	130	1	1	1500	10	4	3	3	3	3	3	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	8	120	180	2	2	2	1	2	2	2	2	1	8	8	1	2	2	2	1	1	2	1	8	8	8	1	6	6	6	6	6	6	6	6	6	2	8	8	8	2	2	100	1	1	1	2	2	1	24	7	100	2	2	2	2	2	88	1	1	9	1	9	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	12	2	2	2	2	2	2	2	2	2	2	1	1	2	2	9	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	8888	2	2	2	1	2	2	1	2	2	2	2
PE18C02	67	18	11/7/2002	11/7/2002	15900	2950	1	1	9999	15	4	3	3	3	3	3	1	2	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	60	80	2	2	1	1	1	1	2	2	2	1	1	2	2	2	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	2	2	0	1	2	2	2	2	1	24	7	80	2	2	2	2	2	0	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	12	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	1	2	2	2	2
PE18C03	68	18	11/13/2002	11/13/2002	10000000	9999	9	1	9999	25	4	2	1	1	1	3	1	2	2	2	2	2	1	8	8	1	8	8	8	8	8	1	8	1	30	35	2	2	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	2	2	0	1	 	2	2	2	1	24	7	88	2	2	1	2	2	0	1	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	12	8	1	1	2	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	1	1	2	2	2	1	2	2	1	2	2	1	1	1	1	1	2	2	8	2	2	2	2
PE18C04	69	18	11/10/2002	11/10/2002	450	450	1	1	9999	9	4	3	3	3	3	3	1	2	2	2	2	2	2	8	8	1	8	8	8	8	8	8	8	1	60	90	2	2	2	1	2	2	2	2	1	8	8	2	2	2	2	2	2	2	1	8	8	8	2	6	6	6	1	6	6	6	6	6	2	8	8	8	2	2	888	1	2	1	2	2	1	24	7	99	2	2	2	2	2	88	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	12	2	2	1	2	1	2	2	2	2	2	2	1	2	1	1	2	2	1	2	1	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	2	2	2
PE19C01	70	19	9/30/2002	10/2/2002	585	4000	1	1	9000	6	3	2	2	1	2	1	1	1	1	1	2	2	1	1	8	1	1	8	8	8	8	8	8	8	88	15	9	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	8	1	8	8	8	1	6	6	6	2	6	3	4	5	6	1	2	1	2	9	1	40	1	2	1	2	2	1	1	7	80	2	1	1	2	1	1	1	1	2	9	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	12	1	1	1	2	1	2	1	2	2	1	1	2	2	2	1	2	1	1	1	1	2	1	1	2	1	9	1	2	1	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	1	2	3	2	1	2	1	1	2	1	2	2	2	2	2	2	1	2	2	3	1	1	1	1	2	2	1	1	2	2	2
PE19C02	71	19	10/1/2002	 	40000	1200	1	1	1200	25	3	2	2	1	1	3	1	1	2	1	2	2	1	1	1	1	8	8	8	8	8	8	8	8	5	5	2	1	2	1	2	2	1	1	1	8	2	1	2	2	2	2	1	1	8	8	8	8	1	6	6	6	2	6	6	3	6	6	2	8	8	8	2	1	90	1	2	1	2	2	1	3	7	90	1	2	1	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	12	9	2	1	2	1	2	1	2	2	2	1	2	2	2	1	2	2	1	1	1	2	1	2	2	1	2	1	2	1	2	2	1	1	1	2	1	1	2	2	2	2	2	1	2	2	2	2	1	2	3	2	1	2	1	1	8	1	2	8	1	1	2	2	1	1	2	30	1	2	1	1	1	2	8	2	2	2	2
PE19C03	72	19	10/2/2002	10/3/2002	30000	180	1	1	180	40	3	1	2	1	2	3	1	2	2	1	2	2	2	8	1	1	1	8	8	8	8	8	8	8	60	80	2	1	1	1	2	2	2	2	1	8	2	1	2	2	1	2	1	1	8	8	8	8	1	6	6	6	2	6	6	6	6	6	2	8	8	8	2	2	888	1	2	1	2	2	2	88	8	88	2	2	1	2	2	88	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	1	1	2	2	12	8	1	2	2	2	2	1	2	2	1	1	1	2	2	1	2	2	1	2	2	2	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	8	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	1	30	1	1	1	1	2	2	9	1	2	2	2
PE19C04	73	19	10/6/2002	10/6/2002	30000	4560	1	1	9999	60	3	2	2	1	2	3	1	1	2	1	2	2	1	1	8	1	1	8	8	8	8	1	8	8	60	60	2	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	1	8	8	8	8	1	6	6	6	2	6	6	3	6	4	1	2	2	2	1	1	80	1	2	1	1	1	1	2	7	80	2	1	1	9	1	2	1	1	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	2	2	2	12	1	1	1	2	1	2	2	2	2	1	1	2	2	2	1	9	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	2	3	1	1	2	1	1	2	1	2	1	1	2	2	2	1	2	1	3	1	1	1	1	2	2	1	2	2	2	2
PE20C01	74	20	9/8/2002	9/13/2002	2277630	3500	1	1	16853	88	7	2	2	2	1	3	2	1	1	1	2	2	1	1	1	1	8	1	8	1	1	1	8	8	20	20	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	3	1	8	8	1	6	6	6	4	6	2	3	6	6	1	2	1	2	2	1	100	2	2	2	2	8	1	4	7	100	1	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	9	1	1	1	1	1	9	1	1	2	2	1	8	12	1	1	1	2	1	1	1	2	2	2	1	2	1	2	2	2	2	1	2	1	1	2	1	1	2	9	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	 	 	 	8	8	2	1	1	2	1	2	2	8	8	8	8	8	8	8	9999	1	2	1	1	2	1	1	1	1	1	1
PE09C03	75	09	8/14/2003	8/14/2003	3	880	1	1	8092	8	4	3	3	2	3	3	2	1	2	2	2	2	3	8	8	1	8	8	8	8	8	8	8	1	60	80	2	2	2	1	2	2	2	2	1	8	8	1	1	2	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	2	2	8	8	2	2	888	2	1	1	2	2	1	24	7	70	2	2	1	1	2	88	1	2	2	1	1	2	1	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	5	6	2	2	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2
PE09C04	76	09	8/14/2003	8/14/2003	3	250	1	1	8092	5	4	3	3	3	3	3	2	1	2	2	2	2	3	8	8	1	8	8	1	8	8	8	8	1	30	30	2	2	2	1	2	2	2	1	1	2	1	2	2	2	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	3	6	6	1	2	2	2	2	2	888	1	2	1	2	2	1	13	7	99	1	2	2	2	2	88	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	8	7	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	2	2
PE09C05	77	09	8/13/2003	8/13/2003	60	650	1	1	6650	6	4	3	3	3	3	1	2	1	2	2	2	2	3	8	8	1	8	8	8	8	8	8	8	1	30	30	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	2	2	888	1	1	1	2	1	1	24	7	100	2	2	2	2	2	88	1	2	1	1	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	21	5	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	2
PE11C03	78	11	9/2/2003	9/2/2003	13	150	1	1	2000	25	4	3	3	3	3	3	2	1	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	120	36	2	2	2	1	2	2	2	2	1	8	8	1	2	2	2	2	1	2	1	8	8	8	2	6	6	6	1	6	6	6	6	6	2	2	2	2	2	2	888	1	2	1	2	1	2	88	8	88	2	1	1	2	2	88	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	12	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	8	8	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	2	2	2
PE11C04	79	11	8/31/2003	8/31/2003	70	1000	1	1	6000	6	4	3	3	3	3	3	2	1	2	2	2	2	3	8	8	1	8	8	8	8	8	8	8	1	30	120	2	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	1	2	1	8	8	8	2	6	6	6	1	6	6	6	6	6	1	2	2	2	2	2	888	1	1	1	2	1	1	24	7	30	2	1	1	2	2	88	1	2	2	1	1	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	12	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	8	8	1	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	3	2	1	2	1	2	2	1	2	2	2	2
PE11C05	80	11	9/1/2003	9/1/2003	60	10000	1	1	5000	10	4	3	3	3	3	3	2	1	2	2	2	2	3	8	8	1	8	8	8	8	1	8	8	1	120	42	2	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	1	2	1	8	8	8	2	6	6	6	1	6	6	6	6	6	1	2	2	2	2	1	35	1	2	1	1	1	1	24	7	60	2	2	1	2	2	88	1	2	1	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	12	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	7	88	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	3	1	1	2	1	2	2	2	2	2	2	2
PE11C06	81	11	8/29/2003	8/29/2003	10	100	1	1	7000	30	4	3	3	3	3	2	2	1	2	2	2	2	3	8	8	1	8	8	8	8	1	8	8	1	90	90	2	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	1	2	1	8	8	8	1	6	6	6	2	6	6	6	6	6	1	2	2	2	2	2	888	2	1	1	2	2	2	88	8	88	2	1	1	2	2	88	1	2	2	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	12	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	88	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
PE15C07	82	15	9/11/2003	9/11/2003	218	400	1	1	800	8	1	3	3	3	3	3	2	1	2	2	2	2	1	8	8	1	8	8	8	8	8	8	8	1	25	60	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	8	8	2	8	2	6	6	6	1	6	6	6	6	6	1	1	1	2	2	2	888	1	2	1	2	2	1	24	7	50	1	2	1	2	2	88	1	2	1	1	2	2	1	1	1	2	2	2	1	1	2	2	2	2	2	1	2	2	1	12	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	88	88	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	5	2	2	1	1	2	2	1	2	2	2	2
