CHILDCODE	MOVEIDR5	YRMOVER5	WHMOVER5	TYPKEBR5	MTHSTYR5	MVALNER5	MVFTHRR5	MVMTHRR5	MVSIBLR5	MVSPSER5	MVSPPTR5	MVSPSBR5	MVCHCHR5	MVOTRLR5	MVSPRLR5	MVALLHR5	MVNONHR5	RSNMVR51	RSNMVR52	KNWANYR5	KNWBSTR5
161016	4	2007	3	6	6	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
161017	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
161017	2	2008	3	5	7	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
161018	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	1
161018	2	2008	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
161020	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	24	1	1
161020	2	2008	2	1	7	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
161020	3	2008	2	1	5	N	N	N	N	N	Y	N	N	Y	N	N	N	12	88	1	4
161020	4	2007	3	1	10	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
161020	5	2007	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
161021	1	2009	3	1	0	N	N	N	Y	N	N	N	N	N	N	N	Y	23	24	1	1
161021	2	2008	3	6	10	N	N	N	Y	N	N	N	N	N	N	N	N	2	10	1	4
161021	3	2008	3	1	2	N	N	N	Y	N	N	N	N	Y	N	N	Y	23	24	1	1
161021	6	2006	3	6	18	N	N	N	N	N	N	N	N	N	N	N	Y	2	10	1	4
161025	1	2009	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
161026	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
161026	2	2009	3	5	5	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
161029	1	2009	3	1	0	N	N	N	N	N	N	N	N	N	N	N	N	5	23	1	1
161029	2	2008	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	2
161035	1	2009	1	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
161035	2	2006	3	6	30	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
161038	1	2006	2	2	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	4
161039	1	2008	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	24	1	1
161039	2	2008	2	4	5	N	N	N	Y	N	N	N	N	N	N	N	N	9	88	1	2
161039	3	2007	3	1	10	Y	 	 	 	 	 	 	 	 	 	 	 	23	24	1	1
161039	4	2007	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	2
161041	1	2006	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	10	1	5
161042	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	24	1	4
161042	2	2008	3	6	5	Y	 	 	 	 	 	 	 	 	 	 	 	23	24	1	2
161044	1	2008	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
161045	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	23	1	1
161045	3	2008	3	6	9	N	N	N	N	N	N	N	N	Y	N	N	Y	1	37	1	3
161045	4	2007	3	1	2	N	N	N	N	N	N	N	N	Y	N	N	Y	23	88	1	1
161045	5	2007	3	6	10	N	N	N	N	Y	N	N	N	N	N	N	Y	1	37	1	4
161045	6	2006	3	1	2	N	N	N	N	Y	N	N	N	N	N	N	Y	23	88	1	1
161045	7	2006	3	6	10	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	1	4
161047	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
161047	2	2008	3	6	9	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
161047	3	2008	3	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
161047	4	2006	3	6	18	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	2
161048	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	20	88	1	1
161048	2	2008	3	6	12	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
161048	3	2007	3	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	24	1	1
161048	4	2007	3	6	10	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
161050	1	2007	1	1	0	N	N	N	N	N	Y	N	N	N	N	N	N	12	88	0	 
171001	1	2006	1	1	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	0	 
171002	1	2006	1	1	0	N	N	N	N	N	N	Y	N	N	N	N	N	12	88	0	 
171003	1	2007	2	1	0	N	N	N	Y	N	N	N	N	N	N	N	N	5	88	0	 
171005	1	2008	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
171007	1	2008	2	2	0	N	N	N	Y	N	N	N	N	N	N	N	N	1	88	1	2
171012	1	2009	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
171012	2	2008	4	 	2	N	N	N	N	N	N	N	N	N	N	N	Y	2	88	0	 
171013	1	2008	4	 	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	4
171013	2	2005	4	 	24	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
171014	1	2008	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	23	1	4
171020	1	2007	1	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	1	3
171021	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	14	88	1	1
171021	2	2008	2	3	2	N	N	N	N	N	N	N	N	N	N	N	Y	2	88	1	5
171021	3	2008	2	3	2	N	N	N	N	N	N	N	N	N	N	N	Y	1	88	0	 
171030	1	2008	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	88	 	1	4
171032	1	2008	3	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
171032	2	2008	1	1	2	N	N	N	N	N	N	Y	N	N	N	N	N	23	88	1	1
171035	1	2007	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	0	 
171038	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
171038	2	2009	2	4	3	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
171038	3	2008	2	4	2	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
171042	1	2007	1	2	0	N	N	N	Y	N	N	N	N	N	N	N	N	5	88	1	2
171046	1	2007	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	35	88	0	 
171046	2	2007	2	4	1	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
181002	1	2009	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
181002	2	2008	3	6	12	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
181003	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
181004	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
181004	2	2009	2	5	4	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181004	3	2008	2	3	6	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
181004	4	2008	2	1	4	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181004	5	2007	2	3	4	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
181004	6	2007	2	1	8	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181007	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181007	2	2007	3	5	27	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181008	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181008	2	2007	2	1	24	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181010	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181010	2	2009	2	5	30	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	2
181012	1	2008	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	4
181012	2	2008	3	6	4	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	4
181016	1	2009	1	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181016	2	2007	1	1	15	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	1
181019	1	2006	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181019	2	2009	2	5	27	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181019	3	2008	1	1	1	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181020	1	2009	3	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
181021	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181021	2	2008	3	5	12	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181022	1	2009	2	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
181022	2	2008	2	3	4	N	N	N	Y	N	N	N	N	N	N	N	N	14	88	1	2
181023	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
181023	2	2007	3	5	5	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181023	3	2008	2	3	13	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
181025	1	2007	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
181025	2	2007	3	3	8	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
181025	3	2007	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181026	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
181026	2	2009	2	4	5	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
181028	1	2007	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181028	2	2007	2	5	24	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181029	1	2007	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181029	2	2007	2	5	24	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
181032	1	2008	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	6
181032	2	2008	2	1	1	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
181032	3	2009	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
181033	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	13	23	1	1
181033	2	2009	2	5	11	Y	 	 	 	 	 	 	 	 	 	 	 	13	88	1	3
181034	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
181034	2	2007	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	1
181036	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
181036	2	2008	2	1	1	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	2
181038	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	2
181038	2	2008	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181039	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
181040	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	23	1	1
181040	2	2009	2	3	3	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
181040	3	2008	2	5	8	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181040	4	2008	2	1	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181040	5	2007	3	6	2	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181040	6	2007	3	5	4	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181041	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
181041	2	2007	2	1	1	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181043	1	2009	2	4	0	N	N	N	N	N	N	N	N	N	N	N	N	1	88	1	4
181043	2	2009	2	4	2	N	N	N	N	N	N	N	N	N	N	N	N	1	88	1	4
181045	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
181045	2	2006	2	1	1	Y	 	 	 	 	 	 	 	 	 	 	 	1	2	1	1
181048	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	25	23	1	1
181048	2	2008	2	5	30	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	2
181049	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
181049	2	2008	3	3	1	N	N	N	N	N	N	N	N	N	N	N	Y	4	88	0	 
181049	3	2006	2	1	1	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
181050	1	2009	2	3	0	N	N	N	N	Y	N	N	N	N	N	N	N	12	88	1	2
181050	2	2007	2	1	9	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191006	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
191006	2	2006	2	3	48	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
191007	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
191007	2	2006	3	3	24	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
191009	1	2008	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191009	2	2008	3	5	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	5
191010	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191010	2	2009	3	4	1	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
191013	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
191013	2	2009	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
191014	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191014	2	2007	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	2
191015	1	2008	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191015	2	2008	2	2	1	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
191022	1	2008	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	22	1	2
191022	2	2006	2	5	30	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
191024	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191024	2	2007	3	6	3	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	2
191027	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
191027	2	2006	2	5	3	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
191030	1	2009	4	 	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191030	2	2006	4	 	25	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
191031	1	2009	1	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
191031	2	2006	2	4	23	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
191032	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	1
191032	2	2009	2	3	7	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	1
191033	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	2
191033	2	2008	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191033	3	2007	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191034	1	2008	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191034	2	2008	3	4	7	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	5
191036	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191036	2	2008	2	5	6	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
191038	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191038	2	2008	2	3	30	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	2
191039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191039	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191042	1	2009	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	2
191042	2	2008	2	3	1	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191043	1	2006	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191043	2	2006	2	5	1	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
191046	1	2009	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	4
191046	2	2009	2	3	4	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	0	 
191047	1	2009	3	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
191047	2	2005	4	 	36	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	6
191048	1	2007	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	4	88	0	 
191050	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	23	1	1
191050	2	2009	3	2	1	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
201001	1	2006	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
201003	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
201003	2	2008	2	3	6	Y	 	 	 	 	 	 	 	 	 	 	 	38	88	1	4
201009	1	2007	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	2
201010	1	2008	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
201010	2	2007	2	3	23	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	4
201010	3	2006	4	 	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
201012	1	2007	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	24	1	1
201012	2	2005	2	1	30	Y	 	 	 	 	 	 	 	 	 	 	 	7	88	0	 
201013	1	2007	2	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	2	1	4
201017	1	2009	2	2	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
201019	1	2007	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
201021	1	2007	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
201021	2	2006	2	4	7	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	0	 
201023	1	2008	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	12	88	1	3
201023	2	2008	1	1	5	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
201023	3	2007	4	 	7	N	N	N	N	N	N	N	N	Y	N	N	N	2	88	1	2
201025	1	2009	3	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
201028	1	2008	3	6	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	23	1	4
201030	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	14	88	1	2
201030	2	2007	2	3	24	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
201031	1	2006	2	3	0	N	N	N	N	N	N	N	N	Y	N	N	N	5	1	1	2
201035	1	2009	2	4	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
201038	1	2009	3	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
201038	2	2007	3	6	5	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
201039	1	2009	2	3	0	Y	 	 	 	 	 	 	 	 	 	 	 	5	1	1	2
201039	2	2008	2	1	12	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
201044	1	2009	2	3	0	N	N	N	Y	N	N	N	N	N	N	N	N	29	88	0	 
201044	2	2008	2	1	6	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	0	 
201046	1	2009	2	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
201046	2	2009	2	3	2	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
201046	3	2007	2	2	9	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
201047	1	2009	4	 	0	Y	 	 	 	 	 	 	 	 	 	 	 	23	88	1	1
201047	2	2007	4	 	12	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	2
201048	1	2008	1	5	0	Y	 	 	 	 	 	 	 	 	 	 	 	24	88	1	3
201048	2	2006	4	 	36	Y	 	 	 	 	 	 	 	 	 	 	 	1	88	1	5
201049	1	2008	1	1	0	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
201049	2	2007	1	3	17	Y	 	 	 	 	 	 	 	 	 	 	 	2	88	1	4
201050	1	21	3	4	0	N	N	N	N	N	N	N	N	N	N	N	Y	5	88	1	5
201050	2	20	3	4	10	Y	 	 	 	 	 	 	 	 	 	 	 	5	88	1	5
201050	3	19	3	5	10	N	N	N	N	N	N	N	N	N	N	N	Y	5	88	1	5
