CHILDCODE	EDCHSTR5	EDAGR5	EDGRADER5	CMPGRDR5	SMESCHR5	TYSCR5	REGNR5	SCHNMER5
91037	3	21	7	1	1	 	 	 
91037	4	22	8	4	1	 	 	 
91038	1	18	7	1	1	4	4	243
91038	2	19	8	1	0	4	4	228
91038	3	20	9	1	0	4	4	250
91038	4	21	10	4	1	 	 	 
91039	1	19	0	 	 	 	 	 
91039	2	20	0	 	 	 	 	 
91039	3	21	0	 	 	 	 	 
91039	4	22	0	 	 	 	 	 
91040	1	18	10	1	1	4	4	250
91040	2	19	11	1	1	 	 	 
91040	3	20	12	1	1	 	 	 
91040	4	21	32	4	0	4	3	1407
91041	1	18	8	2	1	4	4	228
91041	2	19	8	1	1	 	 	 
91041	3	20	9	3	1	 	 	 
91041	4	21	0	 	 	 	 	 
91042	1	19	0	 	 	 	 	 
91042	2	20	0	 	 	 	 	 
91042	3	21	0	 	 	 	 	 
91042	4	22	0	 	 	 	 	 
91043	1	19	0	 	 	 	 	 
91043	2	20	0	 	 	 	 	 
91043	3	21	0	 	 	 	 	 
91043	4	22	0	 	 	 	 	 
91044	1	18	10	1	1	4	4	250
91044	2	19	0	 	 	 	 	 
91044	3	20	0	 	 	 	 	 
91044	4	21	0	 	 	 	 	 
91045	1	19	10	1	1	4	4	250
91045	2	20	0	 	 	 	 	 
91045	3	21	0	 	 	 	 	 
91045	4	22	0	 	 	 	 	 
91046	1	18	0	 	 	 	 	 
91046	2	19	0	 	 	 	 	 
91046	3	20	0	 	 	 	 	 
91046	4	21	0	 	 	 	 	 
91047	1	18	9	1	1	4	4	228
91047	2	19	10	1	1	 	 	 
91047	3	20	0	 	 	 	 	 
91047	4	21	0	 	 	 	 	 
91048	1	18	7	3	1	4	4	243
91048	2	19	7	3	1	 	 	 
91048	3	20	0	 	 	 	 	 
91048	4	21	7	4	1	 	 	 
91049	1	18	9	1	0	4	4	250
91049	2	19	10	3	1	 	 	 
91049	3	20	0	 	 	 	 	 
91049	4	21	0	 	 	 	 	 
91050	1	18	0	 	 	 	 	 
91050	2	19	0	 	 	 	 	 
91050	3	20	0	 	 	 	 	 
91050	4	21	0	 	 	 	 	 
101001	1	19	0	 	 	 	 	 
101001	2	20	0	 	 	 	 	 
101001	3	21	0	 	 	 	 	 
101001	4	22	0	 	 	 	 	 
101003	1	19	22	1	1	4	4	1457
101003	2	20	23	1	0	4	4	881
101003	3	21	24	1	1	 	 	 
101003	4	22	27	4	1	 	 	 
101004	1	18	9	1	1	4	4	241
101004	2	19	10	2	1	 	 	 
101004	3	20	21	1	0	1	14	564
101004	4	21	22	4	1	 	 	 
101006	1	19	0	 	 	 	 	 
101006	2	20	0	 	 	 	 	 
101006	3	21	0	 	 	 	 	 
101006	4	22	0	 	 	 	 	 
101012	1	19	9	3	0	4	4	238
101012	2	20	0	 	 	 	 	 
101012	3	21	0	 	 	 	 	 
101012	4	22	0	 	 	 	 	 
101013	1	19	12	1	1	4	4	241
101013	2	20	0	 	 	 	 	 
101013	3	21	0	 	 	 	 	 
101013	4	22	0	 	 	 	 	 
101014	1	18	10	1	1	4	4	241
101014	2	19	0	 	 	 	 	 
101014	3	20	0	 	 	 	 	 
101014	4	21	0	 	 	 	 	 
101016	1	19	32	1	1	3	4	1459
101016	2	20	33	1	1	 	 	 
101016	3	21	34	1	1	 	 	 
101016	4	22	35	4	0	3	4	1459
101017	1	19	12	1	1	4	4	241
101017	2	20	32	1	0	4	4	870
101017	3	21	33	1	1	 	 	 
101017	4	22	34	4	1	 	 	 
101018	1	19	0	 	 	 	 	 
101018	2	20	0	 	 	 	 	 
101018	3	21	0	 	 	 	 	 
101018	4	22	0	 	 	 	 	 
101019	1	20	21	1	1	4	4	88
101019	2	21	0	 	 	 	 	 
101019	3	22	0	 	 	 	 	 
101019	4	23	0	 	 	 	 	 
101020	1	18	0	 	 	 	 	 
101020	2	19	0	 	 	 	 	 
101020	3	20	0	 	 	 	 	 
101020	4	21	0	 	 	 	 	 
101021	1	19	32	1	0	4	4	241
101021	2	20	33	1	1	 	 	 
101021	3	21	34	1	1	 	 	 
101021	4	22	35	4	1	 	 	 
101022	1	19	8	1	0	4	4	238
101022	2	20	9	1	1	 	 	 
101022	3	21	10	1	1	 	 	 
101022	4	22	0	 	 	 	 	 
101024	1	19	8	1	0	4	4	238
101024	2	20	9	1	1	 	 	 
101024	3	21	10	1	1	 	 	 
101024	4	22	0	 	 	 	 	 
101025	1	17	12	1	1	4	4	241
101025	2	18	32	1	0	4	4	870
101025	3	19	33	1	1	 	 	 
101025	4	20	34	4	1	 	 	 
101027	1	19	0	 	 	 	 	 
101027	2	20	0	 	 	 	 	 
101027	3	21	0	 	 	 	 	 
101027	4	22	0	 	 	 	 	 
101028	1	19	0	 	 	 	 	 
101028	2	20	0	 	 	 	 	 
101028	3	21	0	 	 	 	 	 
101028	4	22	10	4	0	4	4	1460
101029	1	18	4	2	1	4	4	238
101029	2	19	5	2	1	 	 	 
101029	3	20	5	2	1	 	 	 
101029	4	21	0	 	 	 	 	 
101030	1	19	22	1	1	4	4	1461
101030	2	20	0	 	 	 	 	 
101030	3	21	0	 	 	 	 	 
101030	4	22	0	 	 	 	 	 
101031	1	18	9	1	0	4	4	238
101031	2	19	10	1	1	 	 	 
101031	3	20	21	1	0	4	4	241
101031	4	21	0	 	 	 	 	 
101032	1	18	0	 	 	 	 	 
101032	2	19	0	 	 	 	 	 
101032	3	20	0	 	 	 	 	 
101032	4	21	0	 	 	 	 	 
101034	1	17	22	1	0	4	4	1042
101034	2	18	0	 	 	 	 	 
101034	3	19	0	 	 	 	 	 
101034	4	20	21	4	0	1	14	1462
101035	1	18	0	 	 	 	 	 
101035	2	19	0	 	 	 	 	 
101035	3	20	0	 	 	 	 	 
101035	4	21	0	 	 	 	 	 
101036	1	19	22	1	1	1	14	570
101036	2	20	23	1	1	 	 	 
101036	3	21	32	1	1	 	 	 
101036	4	22	33	4	1	 	 	 
101037	1	18	4	1	1	4	4	239
101037	2	19	5	1	1	 	 	 
101037	3	20	6	1	1	 	 	 
101037	4	21	7	4	0	4	4	238
101040	1	19	0	 	 	 	 	 
101040	2	20	0	 	 	 	 	 
101040	3	21	0	 	 	 	 	 
101040	4	22	8	4	0	4	14	623
101041	1	19	32	2	0	4	1	1181
101041	2	20	0	 	 	 	 	 
101041	3	21	0	 	 	 	 	 
101041	4	22	0	 	 	 	 	 
101042	1	18	12	1	1	4	4	241
101042	2	19	32	1	0	4	7	1007
101042	3	20	33	1	1	 	 	 
101042	4	21	34	4	1	 	 	 
101045	1	19	9	1	1	4	4	238
101045	2	20	10	1	1	 	 	 
101045	3	21	11	1	1	 	 	 
101045	4	22	12	4	1	 	 	 
101048	1	19	22	1	1	1	14	1463
101048	2	20	23	1	1	 	 	 
101048	3	21	0	 	 	 	 	 
101048	4	22	32	4	0	1	14	1540
111002	1	19	10	1	1	4	4	1464
111002	2	20	22	1	0	4	4	881
111002	3	21	0	 	 	 	 	 
111002	4	22	0	 	 	 	 	 
111003	1	18	0	 	 	 	 	 
111003	2	19	0	 	 	 	 	 
111003	3	20	0	 	 	 	 	 
111003	4	21	0	 	 	 	 	 
111004	1	18	9	1	1	4	4	1465
111004	2	19	10	1	1	 	 	 
111004	3	20	21	1	0	4	4	881
111004	4	21	22	4	1	 	 	 
111005	1	18	8	2	1	4	4	215
111005	2	19	0	 	 	 	 	 
111005	3	20	0	 	 	 	 	 
111005	4	21	0	 	 	 	 	 
111006	1	19	0	 	 	 	 	 
111006	2	20	0	 	 	 	 	 
111006	3	21	0	 	 	 	 	 
111006	4	22	0	 	 	 	 	 
111008	1	19	10	1	1	4	4	252
111008	2	20	21	1	0	4	4	881
111008	3	21	22	1	1	 	 	 
111008	4	22	0	 	 	 	 	 
111009	1	19	21	1	0	4	4	881
111009	2	20	22	3	1	 	 	 
111009	3	21	0	 	 	 	 	 
111009	4	22	0	 	 	 	 	 
111011	1	19	12	1	1	4	4	1473
111011	2	20	32	1	0	1	4	1540
111011	3	21	33	1	1	 	 	 
111011	4	22	34	4	1	 	 	 
111012	1	19	12	1	0	4	4	252
111012	2	20	32	1	1	 	 	 
111012	3	21	33	1	1	 	 	 
111012	4	22	34	4	0	4	5	1163
111013	1	19	0	 	 	 	 	 
111013	2	20	0	 	 	 	 	 
111013	3	21	0	 	 	 	 	 
111013	4	22	0	 	 	 	 	 
111015	1	18	8	1	0	4	4	215
111015	2	19	9	1	0	1	14	1467
111015	3	20	10	1	1	 	 	 
111015	4	21	0	 	 	 	 	 
111016	1	19	0	 	 	 	 	 
111016	2	20	0	 	 	 	 	 
111016	3	21	0	 	 	 	 	 
111016	4	22	0	 	 	 	 	 
111017	1	20	0	 	 	 	 	 
111017	2	21	0	 	 	 	 	 
111017	3	22	0	 	 	 	 	 
111017	4	23	0	 	 	 	 	 
111018	1	19	0	 	 	 	 	 
111018	2	20	0	 	 	 	 	 
111018	3	21	0	 	 	 	 	 
111018	4	22	0	 	 	 	 	 
111019	1	18	8	3	0	4	4	215
111019	2	19	0	 	 	 	 	 
111019	3	20	0	 	 	 	 	 
111019	4	21	0	 	 	 	 	 
111020	1	18	21	3	0	4	4	881
111020	2	19	0	 	 	 	 	 
111020	3	20	0	 	 	 	 	 
111020	4	21	0	 	 	 	 	 
111021	1	19	0	 	 	 	 	 
111021	2	20	0	 	 	 	 	 
111021	3	21	0	 	 	 	 	 
111021	4	22	0	 	 	 	 	 
111022	1	19	0	 	 	 	 	 
111022	2	20	0	 	 	 	 	 
111022	3	21	0	 	 	 	 	 
111022	4	22	0	 	 	 	 	 
111023	1	18	0	 	 	 	 	 
111023	2	19	0	 	 	 	 	 
111023	3	20	0	 	 	 	 	 
111023	4	21	0	 	 	 	 	 
111024	1	18	7	2	1	4	14	1468
111024	2	19	7	1	1	 	 	 
111024	3	20	8	2	0	4	14	1469
111024	4	21	8	4	1	 	 	 
111025	1	19	0	 	 	 	 	 
111025	2	20	0	 	 	 	 	 
111025	3	21	0	 	 	 	 	 
111025	4	22	0	 	 	 	 	 
111027	1	19	0	 	 	 	 	 
111027	2	20	0	 	 	 	 	 
111027	3	21	0	 	 	 	 	 
111027	4	22	0	 	 	 	 	 
111028	1	19	21	3	1	4	4	869
111028	2	20	0	 	 	 	 	 
111028	3	21	0	 	 	 	 	 
111028	4	22	0	 	 	 	 	 
111030	1	18	0	 	 	 	 	 
111030	2	19	0	 	 	 	 	 
111030	3	20	0	 	 	 	 	 
111030	4	21	0	 	 	 	 	 
111031	1	19	0	 	 	 	 	 
111031	2	20	0	 	 	 	 	 
111031	3	21	0	 	 	 	 	 
111031	4	22	0	 	 	 	 	 
111032	1	19	10	1	1	4	4	1471
111032	2	20	0	 	 	 	 	 
111032	3	21	0	 	 	 	 	 
111032	4	22	21	4	0	1	4	1472
111034	1	17	21	1	0	4	4	881
111034	2	18	0	 	 	 	 	 
111034	3	19	0	 	 	 	 	 
111034	4	20	0	 	 	 	 	 
111035	1	19	0	 	 	 	 	 
111035	2	20	0	 	 	 	 	 
111035	3	21	0	 	 	 	 	 
111035	4	22	0	 	 	 	 	 
111036	1	19	9	1	1	4	4	252
111036	2	20	10	1	1	 	 	 
111036	3	21	11	1	0	4	4	1473
111036	4	22	12	4	1	 	 	 
111037	1	18	9	1	1	1	4	1474
111037	2	19	10	1	1	 	 	 
111037	3	20	11	1	0	4	4	1473
111037	4	21	12	1	1	 	 	 
111040	1	19	0	 	 	 	 	 
111040	2	20	0	 	 	 	 	 
111040	3	21	0	 	 	 	 	 
111040	4	22	0	 	 	 	 	 
111041	1	18	0	 	 	 	 	 
111041	2	19	0	 	 	 	 	 
111041	3	20	0	 	 	 	 	 
111041	4	21	0	 	 	 	 	 
111042	1	20	0	 	 	 	 	 
111042	2	21	0	 	 	 	 	 
111042	3	22	0	 	 	 	 	 
111042	4	23	0	 	 	 	 	 
111043	1	18	9	1	1	4	4	252
111043	2	19	10	1	1	 	 	 
111043	3	20	11	1	0	4	4	1475
111043	4	21	12	4	1	 	 	 
111044	1	18	0	 	 	 	 	 
111044	2	19	0	 	 	 	 	 
111044	3	20	0	 	 	 	 	 
111044	4	21	0	 	 	 	 	 
111045	1	20	0	 	 	 	 	 
111045	2	21	0	 	 	 	 	 
111045	3	22	0	 	 	 	 	 
111045	4	23	0	 	 	 	 	 
111047	1	19	0	 	 	 	 	 
111047	2	20	0	 	 	 	 	 
111047	3	21	0	 	 	 	 	 
111047	4	22	0	 	 	 	 	 
111048	1	18	7	1	1	4	4	215
111048	2	19	8	1	1	 	 	 
111048	3	20	9	1	0	4	4	252
111048	4	21	10	4	1	 	 	 
121002	1	19	9	1	0	4	7	1476
121002	2	20	10	1	1	 	 	 
121002	3	21	0	 	 	 	 	 
121002	4	22	0	 	 	 	 	 
121003	1	18	0	 	 	 	 	 
121003	2	19	0	 	 	 	 	 
121003	3	20	0	 	 	 	 	 
121003	4	21	0	 	 	 	 	 
121005	1	19	0	 	 	 	 	 
121005	2	20	0	 	 	 	 	 
121005	3	21	0	 	 	 	 	 
121005	4	22	0	 	 	 	 	 
121007	1	19	0	 	 	 	 	 
121007	2	20	0	 	 	 	 	 
121007	3	21	0	 	 	 	 	 
121007	4	22	0	 	 	 	 	 
121008	1	18	0	 	 	 	 	 
121008	2	19	0	 	 	 	 	 
121008	3	20	0	 	 	 	 	 
121008	4	21	0	 	 	 	 	 
121009	1	19	0	 	 	 	 	 
121009	2	20	0	 	 	 	 	 
121009	3	21	0	 	 	 	 	 
121009	4	22	8	4	0	4	7	369
121010	1	18	8	1	1	4	7	369
121010	2	19	9	1	0	4	7	281
121010	3	20	10	1	1	 	 	 
121010	4	21	0	 	 	 	 	 
121011	1	18	9	2	1	4	7	1477
121011	2	19	10	1	1	 	 	 
121011	3	20	0	 	 	 	 	 
121011	4	21	0	 	 	 	 	 
121012	1	18	0	 	 	 	 	 
121012	2	19	0	 	 	 	 	 
121012	3	20	0	 	 	 	 	 
121012	4	21	0	 	 	 	 	 
121013	1	18	0	 	 	 	 	 
121013	2	19	0	 	 	 	 	 
121013	3	20	0	 	 	 	 	 
121013	4	21	0	 	 	 	 	 
121014	1	19	6	1	1	4	7	369
121014	2	20	0	 	 	 	 	 
121014	3	21	0	 	 	 	 	 
121014	4	22	0	 	 	 	 	 
121015	1	18	0	 	 	 	 	 
121015	2	19	0	 	 	 	 	 
121015	3	20	0	 	 	 	 	 
121015	4	21	0	 	 	 	 	 
121018	1	19	0	 	 	 	 	 
121018	2	20	0	 	 	 	 	 
121018	3	21	0	 	 	 	 	 
121018	4	22	0	 	 	 	 	 
121020	1	19	0	 	 	 	 	 
121020	2	20	0	 	 	 	 	 
121020	3	21	0	 	 	 	 	 
121020	4	22	0	 	 	 	 	 
121021	1	18	0	 	 	 	 	 
121021	2	19	0	 	 	 	 	 
121021	3	20	0	 	 	 	 	 
121021	4	21	0	 	 	 	 	 
121022	1	19	0	 	 	 	 	 
121022	2	20	0	 	 	 	 	 
121022	3	21	0	 	 	 	 	 
121022	4	22	0	 	 	 	 	 
121023	1	19	0	 	 	 	 	 
121023	2	20	0	 	 	 	 	 
121023	3	21	0	 	 	 	 	 
121023	4	22	0	 	 	 	 	 
121024	1	18	0	 	 	 	 	 
121024	2	19	0	 	 	 	 	 
121024	3	20	0	 	 	 	 	 
121024	4	21	0	 	 	 	 	 
121026	1	19	0	 	 	 	 	 
121026	2	20	0	 	 	 	 	 
121026	3	21	0	 	 	 	 	 
121026	4	22	0	 	 	 	 	 
121027	1	19	0	 	 	 	 	 
121027	2	20	0	 	 	 	 	 
121027	3	21	0	 	 	 	 	 
121027	4	22	0	 	 	 	 	 
121028	1	19	0	 	 	 	 	 
121028	2	20	0	 	 	 	 	 
121028	3	21	0	 	 	 	 	 
121028	4	22	0	 	 	 	 	 
121030	1	19	0	 	 	 	 	 
121030	2	20	0	 	 	 	 	 
121030	3	21	0	 	 	 	 	 
121030	4	22	0	 	 	 	 	 
121031	1	19	0	 	 	 	 	 
121031	2	20	0	 	 	 	 	 
121031	3	21	0	 	 	 	 	 
121031	4	22	0	 	 	 	 	 
121034	1	19	0	 	 	 	 	 
121034	2	20	0	 	 	 	 	 
121034	3	21	0	 	 	 	 	 
121034	4	22	0	 	 	 	 	 
121037	1	18	0	 	 	 	 	 
121037	2	19	0	 	 	 	 	 
121037	3	20	0	 	 	 	 	 
121037	4	21	0	 	 	 	 	 
121038	1	19	0	 	 	 	 	 
121038	2	20	0	 	 	 	 	 
121038	3	21	0	 	 	 	 	 
121038	4	22	0	 	 	 	 	 
121039	1	19	0	 	 	 	 	 
121039	2	20	0	 	 	 	 	 
121039	3	21	0	 	 	 	 	 
121039	4	22	0	 	 	 	 	 
121040	1	19	0	 	 	 	 	 
121040	2	20	0	 	 	 	 	 
121040	3	21	0	 	 	 	 	 
121040	4	22	0	 	 	 	 	 
121043	1	19	0	 	 	 	 	 
121043	2	20	0	 	 	 	 	 
121043	3	21	0	 	 	 	 	 
121043	4	22	0	 	 	 	 	 
121046	1	19	0	 	 	 	 	 
121046	2	20	0	 	 	 	 	 
121046	3	21	0	 	 	 	 	 
121046	4	22	10	4	0	4	7	480
121047	1	19	0	 	 	 	 	 
121047	2	20	0	 	 	 	 	 
121047	3	21	0	 	 	 	 	 
121047	4	22	0	 	 	 	 	 
121050	1	18	0	 	 	 	 	 
121050	2	19	0	 	 	 	 	 
121050	3	20	0	 	 	 	 	 
121050	4	21	0	 	 	 	 	 
121053	1	18	0	 	 	 	 	 
121053	2	19	0	 	 	 	 	 
121053	3	20	0	 	 	 	 	 
121053	4	21	0	 	 	 	 	 
121054	1	19	0	 	 	 	 	 
121054	2	20	0	 	 	 	 	 
121054	3	21	0	 	 	 	 	 
121054	4	22	0	 	 	 	 	 
121055	1	18	0	 	 	 	 	 
121055	2	19	0	 	 	 	 	 
121055	3	20	0	 	 	 	 	 
121055	4	21	0	 	 	 	 	 
121057	1	19	0	 	 	 	 	 
121057	2	20	0	 	 	 	 	 
121057	3	21	0	 	 	 	 	 
121057	4	22	0	 	 	 	 	 
131001	1	18	8	1	1	4	7	276
131001	2	19	9	1	0	4	7	1478
131001	3	20	10	1	1	 	 	 
131001	4	21	11	4	0	4	7	277
131004	1	18	0	 	 	 	 	 
131004	2	19	0	 	 	 	 	 
131004	3	20	0	 	 	 	 	 
131004	4	21	0	 	 	 	 	 
131005	1	19	10	1	0	4	7	277
131005	2	20	11	1	1	 	 	 
131005	3	21	12	1	1	 	 	 
131005	4	22	36	4	0	4	7	1480
131006	1	19	0	 	 	 	 	 
131006	2	20	0	 	 	 	 	 
131006	3	21	0	 	 	 	 	 
131006	4	22	0	 	 	 	 	 
131007	1	19	11	1	1	4	7	277
131007	2	20	12	1	1	 	 	 
131007	3	21	32	1	0	4	7	1022
131007	4	22	33	4	1	 	 	 
131008	1	19	32	1	1	4	7	1480
131008	2	20	33	1	1	 	 	 
131008	3	21	34	1	1	 	 	 
131008	4	22	0	 	 	 	 	 
131009	1	19	8	1	1	4	7	276
131009	2	20	9	1	0	4	7	277
131009	3	21	10	1	1	 	 	 
131009	4	22	11	4	1	 	 	 
131010	1	18	8	1	1	4	7	276
131010	2	19	9	1	0	4	7	277
131010	3	20	10	1	1	 	 	 
131010	4	21	0	 	 	 	 	 
131011	1	19	0	 	 	 	 	 
131011	2	20	0	 	 	 	 	 
131011	3	21	0	 	 	 	 	 
131011	4	22	0	 	 	 	 	 
131012	1	19	0	 	 	 	 	 
131012	2	20	0	 	 	 	 	 
131012	3	21	0	 	 	 	 	 
131012	4	22	0	 	 	 	 	 
131013	1	19	9	1	0	4	7	277
131013	2	20	10	1	1	 	 	 
131013	3	21	0	 	 	 	 	 
131013	4	22	0	 	 	 	 	 
131015	1	18	9	1	1	4	7	277
131015	2	19	10	1	1	 	 	 
131015	3	20	11	1	1	 	 	 
131015	4	21	12	4	1	 	 	 
131016	1	18	10	1	1	4	7	277
131016	2	19	11	1	1	 	 	 
131016	3	20	0	 	 	 	 	 
131016	4	21	12	4	1	 	 	 
131018	1	19	0	 	 	 	 	 
131018	2	20	0	 	 	 	 	 
131018	3	21	0	 	 	 	 	 
131018	4	22	0	 	 	 	 	 
131020	1	18	5	1	1	4	7	276
131020	2	19	7	1	0	1	14	634
131020	3	20	8	3	1	 	 	 
131020	4	21	0	 	 	 	 	 
131021	1	18	0	 	 	 	 	 
131021	2	19	0	 	 	 	 	 
131021	3	20	0	 	 	 	 	 
131021	4	21	0	 	 	 	 	 
131022	1	18	9	1	0	4	7	277
131022	2	19	10	1	1	 	 	 
131022	3	20	0	 	 	 	 	 
131022	4	21	0	 	 	 	 	 
131023	1	19	9	1	0	4	7	277
131023	2	20	10	1	1	 	 	 
131023	3	21	11	1	1	 	 	 
131023	4	22	12	4	1	 	 	 
131024	1	19	12	1	1	4	7	1479
131024	2	20	32	1	0	4	7	1480
131024	3	21	37	1	1	 	 	 
131024	4	22	38	4	1	 	 	 
131025	1	19	12	1	1	4	7	277
131025	2	20	32	1	0	4	7	1480
131025	3	21	33	1	1	 	 	 
131025	4	22	34	4	1	 	 	 
131026	1	18	10	1	1	4	7	277
131026	2	19	11	1	1	 	 	 
131026	3	20	12	1	1	 	 	 
131026	4	21	27	4	0	4	7	1480
131027	1	18	7	1	1	4	7	276
131027	2	19	8	3	1	 	 	 
131027	3	20	0	 	 	 	 	 
131027	4	21	0	 	 	 	 	 
131028	1	19	32	2	0	4	3	789
131028	2	20	0	 	 	 	 	 
131028	3	21	0	 	 	 	 	 
131028	4	22	0	 	 	 	 	 
131029	1	19	21	1	1	4	7	1481
131029	2	20	22	1	1	 	 	 
131029	3	21	23	1	0	2	4	1482
131029	4	22	24	1	1	 	 	 
131030	1	18	9	1	1	4	7	277
131030	2	19	10	1	1	 	 	 
131030	3	20	11	1	1	 	 	 
131030	4	21	12	4	1	 	 	 
131031	1	18	0	 	 	 	 	 
131031	2	19	0	 	 	 	 	 
131031	3	20	0	 	 	 	 	 
131031	4	21	0	 	 	 	 	 
131032	1	18	9	1	1	4	4	1483
131032	2	19	10	1	1	 	 	 
131032	3	20	11	1	1	 	 	 
131032	4	21	12	4	1	 	 	 
131033	1	17	0	 	 	 	 	 
131033	2	18	0	 	 	 	 	 
131033	3	19	0	 	 	 	 	 
131033	4	21	0	 	 	 	 	 
131034	1	18	10	1	1	4	7	277
131034	2	19	0	 	 	 	 	 
131034	3	20	0	 	 	 	 	 
131034	4	21	0	 	 	 	 	 
131035	1	19	9	1	1	4	7	277
131035	2	20	10	1	1	 	 	 
131035	3	21	11	1	1	 	 	 
131035	4	22	12	4	1	 	 	 
131036	1	18	8	1	1	1	7	1044
131036	2	19	9	1	0	4	7	277
131036	3	20	10	1	1	 	 	 
131036	4	21	11	4	1	 	 	 
131038	1	18	8	1	1	4	7	276
131038	2	19	9	1	0	4	7	1484
131038	3	20	10	1	1	 	 	 
131038	4	21	11	4	0	4	7	277
131039	1	19	0	 	 	 	 	 
131039	2	20	0	 	 	 	 	 
131039	3	21	0	 	 	 	 	 
131039	4	22	0	 	 	 	 	 
131041	1	18	11	1	1	4	7	277
131041	2	19	12	1	0	4	7	277
131041	3	21	32	1	0	4	7	1509
131041	4	22	33	4	1	 	 	 
131042	1	19	8	1	1	4	7	276
131042	2	20	9	1	0	4	7	1484
131042	3	21	10	1	1	 	 	 
131042	4	22	11	4	0	4	7	277
131044	1	18	11	1	1	4	7	277
131044	2	19	12	1	1	 	 	 
131044	3	20	32	1	0	4	7	1480
131044	4	21	33	4	1	 	 	 
131045	1	19	32	1	1	4	7	1480
131045	2	20	33	1	1	 	 	 
131045	3	21	38	1	1	 	 	 
131045	4	22	39	4	1	 	 	 
131046	1	19	22	1	1	4	7	1017
131046	2	20	0	 	 	 	 	 
131046	3	21	0	 	 	 	 	 
131046	4	22	0	 	 	 	 	 
131047	1	19	0	 	 	 	 	 
131047	2	20	0	 	 	 	 	 
131047	3	21	0	 	 	 	 	 
131047	4	22	0	 	 	 	 	 
131048	1	19	0	 	 	 	 	 
131048	2	20	0	 	 	 	 	 
131048	3	21	0	 	 	 	 	 
131048	4	22	0	 	 	 	 	 
131049	1	19	10	1	1	4	7	1488
131049	2	20	11	1	1	 	 	 
131049	3	21	12	1	1	 	 	 
131049	4	22	32	4	0	4	7	1007
131050	1	18	11	1	1	4	7	277
131050	2	19	12	1	0	4	7	277
131050	3	20	27	1	1	 	 	 
131050	4	21	28	4	0	4	15	1486
141001	1	19	21	3	0	4	7	1489
141001	2	20	0	 	 	 	 	 
141001	3	21	0	 	 	 	 	 
141001	4	22	0	 	 	 	 	 
141004	1	18	21	1	0	4	7	1489
141004	2	19	22	1	1	 	 	 
141004	3	20	23	77	1	 	 	 
141004	4	21	23	4	1	 	 	 
141005	1	17	12	3	0	4	7	1488
141005	2	18	12	1	1	 	 	 
141005	3	19	32	1	0	4	7	1034
141005	4	20	33	4	1	 	 	 
141006	1	18	9	1	1	4	7	1488
141006	2	19	10	1	1	 	 	 
141006	3	20	11	1	1	 	 	 
141006	4	21	12	4	1	 	 	 
141007	1	19	21	1	0	4	7	1489
141007	2	20	22	1	1	 	 	 
141007	3	21	23	1	1	 	 	 
141007	4	22	0	 	 	 	 	 
141008	1	18	10	1	1	1	7	1047
141008	2	19	11	1	0	4	7	1030
141008	3	20	12	1	1	 	 	 
141008	4	21	21	4	0	4	7	1487
141009	1	20	12	1	1	4	7	1030
141009	2	21	36	1	0	4	7	1030
141009	3	22	37	1	1	 	 	 
141009	4	23	38	4	1	 	 	 
141010	1	18	10	1	1	4	7	1488
141010	2	19	21	1	0	4	7	1489
141010	3	20	22	1	1	 	 	 
141010	4	21	23	4	0	4	7	1035
141011	1	20	21	1	1	4	7	1035
141011	2	21	22	1	1	 	 	 
141011	3	22	23	1	1	 	 	 
141011	4	23	0	 	 	 	 	 
141013	1	18	12	1	1	4	7	1808
141013	2	19	36	1	0	4	7	1480
141013	3	20	37	1	1	 	 	 
141013	4	21	38	4	1	 	 	 
141014	1	19	21	1	0	1	7	1491
141014	2	20	22	1	1	 	 	 
141014	3	21	23	1	1	 	 	 
141014	4	22	32	4	0	1	7	1502
141015	1	19	21	1	0	4	7	1030
141015	2	20	22	1	1	 	 	 
141015	3	21	0	 	 	 	 	 
141015	4	22	0	 	 	 	 	 
141016	1	18	21	1	0	4	7	1035
141016	2	19	22	1	1	 	 	 
141016	3	20	23	1	0	1	7	1491
141016	4	21	36	4	1	 	 	 
141017	1	19	12	1	1	4	7	1808
141017	2	20	36	1	0	4	7	1034
141017	3	21	37	1	1	 	 	 
141017	4	22	38	4	1	 	 	 
141019	1	18	7	1	0	4	14	1493
141019	2	19	8	1	1	 	 	 
141019	3	20	9	1	0	1	14	1494
141019	4	21	10	1	0	4	7	301
141020	1	19	10	2	1	4	7	1808
141020	2	20	0	 	 	 	 	 
141020	3	21	0	 	 	 	 	 
141020	4	22	0	 	 	 	 	 
141022	1	18	7	1	1	4	7	353
141022	2	19	8	1	1	 	 	 
141022	3	20	0	 	 	 	 	 
141022	4	21	0	 	 	 	 	 
141023	1	20	32	1	0	4	7	1030
141023	2	21	33	1	1	 	 	 
141023	3	22	34	1	1	 	 	 
141023	4	23	0	 	 	 	 	 
141025	1	19	12	1	1	4	7	1488
141025	2	20	32	1	0	1	7	1496
141025	3	21	33	1	1	 	 	 
141025	4	22	34	4	1	 	 	 
141026	1	18	9	1	0	4	7	1488
141026	2	19	10	1	0	1	7	1497
141026	3	20	11	1	0	1	7	1047
141026	4	21	12	4	1	 	 	 
141028	1	19	12	1	1	4	7	1488
141028	2	20	36	3	0	2	7	1034
141028	3	21	0	 	 	 	 	 
141028	4	22	21	4	0	4	7	1035
141030	1	19	11	1	1	4	7	1030
141030	2	20	12	1	1	 	 	 
