childid	id	age	sex	relate	still	yrschool	disabled	support	edinicia	grado	anhos
PE198012	4	13	1	5	1	33	1	2	 	6	 
PE198012	5	9	2	5	1	33	2	2	 	4	 
PE198013	1	59	1	1	2	33	2	1	 	 	3
PE198013	2	49	2	1	2	34	2	1	 	 	2
PE198013	3	10	2	13	1	33	2	2	 	1	 
PE198014	1	33	1	2	2	34	2	1	 	 	5
PE198014	2	31	2	1	2	34	2	2	 	 	2
PE198014	3	5	2	5	1	0	2	2	 	 	 
PE198014	15	2	1	5	 	 	2	 	2	 	 
PE198015	1	27	2	1	2	33	2	1	 	4	 
PE198015	2	12	1	10	1	33	2	2	 	6	 
PE198015	3	11	2	10	1	33	2	2	 	4	 
PE198015	4	6	2	10	1	33	2	2	 	1	 
PE198016	1	45	1	1	2	34	2	1	 	 	5
PE198016	2	42	2	1	2	34	2	1	 	 	5
PE198016	3	15	2	5	1	34	2	2	 	 	3
PE198017	1	46	1	1	2	33	2	1	 	 	3
PE198017	2	50	2	1	2	0	2	1	 	 	 
PE198017	3	15	2	5	1	34	2	2	 	 	4
PE198017	4	14	1	5	1	34	2	2	 	 	1
PE198017	5	12	1	5	1	33	2	2	 	5	 
PE198017	6	9	1	5	1	33	2	2	 	3	 
PE198018	1	35	1	1	2	34	2	1	 	 	2
PE198018	2	32	2	1	2	34	2	1	 	 	2
PE198018	3	16	2	5	1	34	2	2	 	 	3
PE198018	4	14	1	5	1	34	2	1	 	 	2
PE198019	1	34	1	1	2	33	2	1	 	 	5
PE198019	2	32	2	1	2	33	2	2	 	 	3
PE198019	3	10	1	5	1	33	2	2	 	4	 
PE198019	4	6	1	5	1	32	2	2	 	 	 
PE198019	5	60	1	3	2	 	2	2	 	 	 
PE198019	6	49	2	3	2	0	2	2	 	 	 
PE198019	7	26	1	4	2	33	2	2	 	5	 
PE198019	8	18	1	4	1	34	2	2	 	 	4
PE198019	9	14	2	4	1	34	2	2	 	 	3
PE198019	15	4	2	5	 	 	2	 	2	 	 
PE198021	1	31	2	1	2	36	2	1	 	 	1
PE198021	2	11	1	5	1	33	2	2	 	5	 
PE198022	1	36	1	1	2	34	2	1	 	 	3
PE198022	2	29	2	1	2	34	2	1	 	 	3
PE198022	3	11	2	5	1	33	2	2	 	6	 
PE198024	1	48	2	1	2	33	2	2	 	 	2
PE198024	2	21	1	10	2	35	2	1	 	 	1
PE198024	3	20	2	10	2	34	2	2	 	 	5
PE198024	4	17	2	10	2	34	2	1	 	 	5
PE198024	5	15	1	10	2	34	2	2	 	 	1
PE198024	6	12	2	10	1	33	2	2	 	6	 
PE198025	1	39	2	1	2	33	2	1	 	 	5
PE198025	2	21	2	5	1	35	2	2	 	 	2
PE198025	3	84	2	3	2	0	1	2	 	 	 
PE198026	1	30	2	1	2	35	2	1	 	 	2
PE198026	2	60	1	3	2	33	2	1	 	 	5
PE198026	3	54	2	3	2	38	2	1	 	 	5
PE198026	4	13	2	10	1	34	2	2	 	 	2
PE198026	5	9	1	10	1	33	2	2	 	4	 
PE198026	6	28	1	4	2	34	2	1	 	 	4
PE198026	7	26	1	4	2	36	2	2	 	 	4
PE198026	8	22	1	4	2	36	2	2	 	 	5
PE198027	1	36	1	1	2	34	2	1	 	 	5
PE198027	2	37	2	1	2	36	2	1	 	 	3
PE198027	3	20	1	6	2	34	2	2	 	 	5
PE198027	4	12	1	5	1	33	2	2	 	6	 
PE198028	1	42	1	1	2	37	2	1	 	 	4
PE198028	2	37	2	1	2	36	2	2	 	 	3
PE198028	3	11	1	5	1	33	2	2	 	4	 
PE198030	1	41	1	1	2	38	2	1	 	 	5
PE198030	2	40	2	1	2	36	2	2	 	 	3
PE198030	3	10	2	5	1	33	2	2	 	5	 
PE198031	1	47	1	1	2	33	2	1	 	 	1
PE198031	2	41	2	1	2	34	2	1	 	 	5
PE198031	3	14	2	5	1	34	2	2	 	 	2
PE208001	1	31	1	1	2	35	2	1	 	 	2
PE208001	2	26	2	1	2	34	2	1	 	 	5
PE208001	3	5	2	5	1	0	2	2	 	 	 
PE208001	15	2	1	5	 	 	2	 	2	 	 
PE208002	1	38	1	1	2	33	2	1	 	 	5
PE208002	2	38	2	1	2	33	2	2	 	 	2
PE208002	3	18	1	5	2	34	2	1	 	 	3
PE208002	4	16	1	5	1	34	2	1	 	 	2
PE208002	5	15	2	5	2	33	2	1	 	5	 
PE208002	6	13	2	5	2	33	2	2	 	5	 
PE208002	7	10	1	5	1	33	2	2	 	3	 
PE208002	8	18	2	11	2	34	2	2	 	 	3
PE208002	15	2	2	5	 	 	2	 	2	 	 
PE208003	1	40	2	1	2	0	2	1	 	 	 
PE208005	1	47	1	1	2	33	2	1	 	 	5
PE208005	2	44	2	1	2	33	2	1	 	 	5
PE208005	3	22	2	5	1	37	2	2	 	 	1
PE208005	4	17	1	5	1	34	2	2	 	 	4
PE208006	1	29	1	1	2	34	2	1	 	 	5
PE208006	2	28	2	1	2	34	2	1	 	 	2
PE208006	15	4	1	5	 	 	2	 	2	 	 
PE208006	16	2	2	5	 	 	2	 	2	 	 
PE208007	1	32	1	1	2	34	2	1	 	 	1
PE208007	2	28	2	1	2	33	2	1	 	5	 
PE208007	3	9	2	5	1	33	2	2	 	2	 
PE208007	4	5	2	5	2	0	2	2	 	 	 
PE208008	1	39	1	1	2	38	2	1	 	 	5
PE208008	2	32	2	1	2	34	2	1	 	 	4
PE208008	3	11	2	10	1	33	2	2	 	5	 
PE208008	4	9	2	5	1	33	2	2	 	3	 
PE208009	1	50	1	1	2	34	2	1	 	 	4
PE208009	2	37	2	1	2	34	2	2	 	 	5
PE208009	3	20	1	10	2	35	2	2	 	 	1
PE208009	4	18	1	10	2	34	1	2	 	 	5
PE208009	5	15	1	10	1	34	2	2	 	 	3
PE208009	6	13	2	10	1	34	2	2	 	 	1
PE208009	7	12	2	10	1	33	2	2	 	6	 
PE208009	8	18	2	6	1	34	2	2	 	 	2
PE208010	1	28	1	1	2	36	1	1	 	 	3
PE208010	2	25	2	1	2	33	1	1	 	6	 
PE208010	15	3	2	5	 	 	2	 	2	 	 
PE208011	1	30	1	1	2	37	2	1	 	 	3
PE208011	2	27	2	1	2	37	2	1	 	 	4
PE208012	1	33	1	1	2	35	2	1	 	 	3
PE208012	2	32	2	1	2	34	2	2	 	 	5
PE208012	3	5	2	5	1	0	2	2	 	 	 
PE208013	1	39	1	1	2	38	2	1	 	 	5
PE208013	2	37	2	1	2	38	2	1	 	 	5
PE208013	15	4	2	5	 	 	2	 	2	 	 
PE208014	1	46	1	1	2	36	2	1	 	 	5
PE208014	2	14	1	5	1	34	2	2	 	 	3
PE208014	3	11	1	5	1	33	2	2	 	6	 
PE208014	4	9	1	5	1	33	2	2	 	3	 
PE208015	1	37	1	1	2	34	2	1	 	 	5
PE208015	2	34	2	1	2	34	2	1	 	 	5
PE208015	3	14	2	5	1	34	2	2	 	 	3
PE208015	4	12	1	5	1	33	2	2	 	6	 
PE208016	1	41	1	1	2	34	2	1	 	 	2
PE208016	2	40	2	1	2	33	2	2	 	 	5
PE208016	3	21	1	5	1	37	2	2	 	 	2
PE208016	4	17	1	5	1	34	2	2	 	 	2
PE208016	5	14	2	5	1	34	2	2	 	 	3
PE208016	6	13	1	5	1	34	2	2	 	 	2
PE208017	1	39	1	1	2	34	2	1	 	 	3
PE208017	2	34	2	1	2	33	2	1	 	 	5
PE208017	3	13	1	10	1	34	2	2	 	 	1
PE208017	4	58	1	3	2	33	2	2	 	 	5
PE208017	5	14	1	4	1	34	2	2	 	 	1
PE208017	15	3	2	5	 	 	2	 	2	 	 
PE208017	16	1	1	5	 	 	2	 	2	 	 
PE208018	1	32	1	1	2	35	2	1	 	 	3
PE208018	2	28	2	1	2	35	2	1	 	 	2
PE208018	15	0	1	5	 	 	2	 	2	 	 
PE208019	1	29	2	1	2	33	2	1	 	4	 
PE208020	1	34	1	1	2	34	2	1	 	 	5
PE208020	2	33	2	1	2	34	2	1	 	 	4
PE208020	3	10	1	5	1	33	2	2	 	4	 
PE208021	1	47	1	1	2	34	2	1	 	 	5
PE208021	2	26	2	1	2	33	2	1	 	3	 
PE208021	3	12	2	5	1	33	2	2	 	3	 
PE208022	1	36	1	1	2	34	2	1	 	 	3
PE208022	2	27	2	1	2	33	2	1	 	6	 
PE208022	3	11	2	5	1	33	2	2	 	5	 
PE208022	4	9	2	5	1	33	2	2	 	3	 
PE208022	15	2	2	5	 	 	2	 	2	 	 
PE208023	1	30	2	1	2	35	2	1	 	 	1
PE208023	2	45	2	3	2	33	2	1	 	 	4
PE208023	3	16	1	4	1	34	2	2	 	 	5
PE208023	4	14	1	4	1	34	2	2	 	 	3
PE208023	5	11	2	4	1	34	2	2	 	 	1
PE208024	1	33	1	1	2	34	2	1	 	 	5
PE208024	2	33	2	1	2	33	2	1	 	 	5
PE208024	3	10	1	5	1	33	2	2	 	5	 
PE208024	15	4	1	5	 	 	2	 	2	 	 
PE208025	1	37	1	1	2	34	2	1	 	 	3
PE208025	2	32	2	1	2	34	2	1	 	 	2
PE208025	3	13	2	5	1	34	2	2	 	 	2
PE208025	4	6	1	5	1	32	2	2	 	 	 
PE208026	1	41	1	1	2	38	2	1	 	 	 
PE208026	2	38	2	1	2	37	2	1	 	 	3
PE208026	15	3	2	5	 	 	2	 	2	 	 
PE208027	1	38	1	1	2	33	2	1	 	 	5
PE208027	2	32	2	1	2	31	2	1	 	 	 
PE208027	3	12	1	5	1	34	2	2	 	 	1
PE208027	4	39	2	4	2	33	2	2	 	 	5
PE208027	5	18	1	6	1	35	2	2	 	 	1
PE208027	6	15	1	6	1	34	2	2	 	 	3
PE208027	7	15	1	6	1	34	2	2	 	 	2
PE208028	1	37	1	1	2	36	2	1	 	 	5
PE208028	2	33	2	1	2	34	2	1	 	 	3
PE208028	3	15	1	5	1	34	2	2	 	 	4
PE208028	4	12	1	5	1	34	2	2	 	 	1
PE208029	1	38	1	1	2	35	2	1	 	 	2
PE208029	2	29	2	1	2	34	2	2	 	 	4
PE208030	1	33	2	1	2	0	2	1	 	 	 
PE208030	2	6	1	5	1	32	2	2	 	 	 
PE208030	15	4	1	5	 	 	2	 	1	 	 
PE208031	1	31	1	1	2	36	2	1	 	 	3
PE208031	2	29	2	1	2	34	2	2	 	 	5
PE208031	15	2	2	5	 	 	2	 	2	 	 
PE208032	1	26	1	1	2	34	2	1	 	 	5
PE208032	2	30	2	1	2	34	2	1	 	 	3
PE208032	3	25	2	4	1	38	2	2	 	 	6
PE208032	4	17	2	4	1	34	2	2	 	 	4
PE208032	5	12	1	4	1	34	2	2	 	 	1
PE208032	6	8	2	6	1	33	2	2	 	2	 
PE208033	1	32	1	1	2	36	2	1	 	 	3
PE208033	2	32	2	1	2	34	2	1	 	 	5
PE208033	3	10	2	5	1	33	2	2	 	5	 
PE208034	1	28	2	1	2	34	2	1	 	 	3
PE208035	1	42	1	2	2	34	2	1	 	 	5
PE208035	2	29	2	1	2	33	2	2	 	6	 
PE208035	15	1	1	10	 	 	2	 	2	 	 
PE208036	1	33	1	1	2	34	2	1	 	 	5
PE208036	2	30	2	1	2	34	2	2	 	 	2
PE208036	3	6	2	5	1	33	2	2	 	1	 
PE208037	1	33	2	1	2	33	2	1	 	 	5
PE208037	2	10	1	5	1	33	2	2	 	4	 
PE208037	15	2	2	5	 	 	1	 	2	 	 
PE208038	1	29	1	1	2	38	2	1	 	 	5
PE208038	2	31	2	1	2	38	2	1	 	 	5
PE208039	1	32	1	1	2	34	2	1	 	 	2
PE208039	2	30	2	1	2	33	2	1	 	5	 
PE208039	3	10	2	5	1	33	2	2	 	4	 
PE208040	1	35	1	1	2	37	2	1	 	 	2
PE208040	2	23	2	1	2	33	2	2	 	6	 
PE208040	3	8	1	5	1	33	2	2	 	2	 
PE208040	15	2	1	5	 	 	2	 	2	 	 
PE208041	1	43	2	1	2	37	2	1	 	 	1
PE208041	2	19	2	5	1	34	2	2	 	 	5
PE208041	3	15	1	5	1	34	2	2	 	 	4
PE208041	4	9	1	5	1	33	2	2	 	1	 
PE208041	15	1	1	6	 	 	2	 	2	 	 
PE208042	1	25	1	2	2	34	2	1	 	 	5
PE208042	2	26	2	1	2	34	2	1	 	 	5
PE208042	15	4	1	10	 	 	2	 	1	 	 
PE208043	1	27	2	1	2	34	1	1	 	 	2
PE208044	1	34	1	1	2	34	2	1	 	 	5
PE208044	2	29	2	1	2	33	2	1	 	6	 
PE208045	1	33	1	1	2	0	2	1	 	 	 
PE208045	2	42	2	1	2	0	2	2	 	 	 
PE208045	3	17	1	5	1	34	2	2	 	 	4
PE208045	4	13	2	5	1	33	2	2	 	6	 
PE208045	5	10	1	5	1	33	2	2	 	5	 
PE208045	15	4	2	5	 	 	2	 	2	 	 
PE208045	16	2	2	5	 	 	2	 	2	 	 
PE208045	17	0	2	5	 	 	2	 	2	 	 
PE208046	1	35	1	1	2	36	2	1	 	 	3
PE208046	2	37	2	1	2	37	2	1	 	 	2
PE208046	3	12	2	5	1	34	2	2	 	 	2
PE208046	4	21	2	7	1	34	2	2	 	 	5
PE208047	1	31	1	1	2	34	2	2	 	 	5
PE208047	2	32	2	1	2	34	2	1	 	 	5
PE208047	3	10	2	5	1	0	1	2	 	 	 
PE208048	1	26	1	1	2	34	2	1	 	 	5
PE208048	2	27	2	1	2	34	2	1	 	 	5
PE208048	3	6	2	5	1	32	2	2	 	 	 
PE208049	1	31	1	1	2	34	2	1	 	 	5
PE208049	2	31	2	1	2	34	2	1	 	 	5
PE208049	15	0	1	5	 	 	2	 	2	 	 
PE208050	1	32	1	1	2	34	2	1	 	 	5
PE208050	2	28	2	1	2	34	2	1	 	 	5
PE208050	3	11	2	5	1	33	2	2	 	5	 
PE208051	1	27	1	1	2	34	2	1	 	 	5
PE208051	2	26	2	1	2	34	2	1	 	 	5
PE208051	3	5	2	5	1	0	2	2	 	 	 
PE208051	15	0	1	5	 	 	2	 	2	 	 
