childid	id	age	sex	relate	still	yrschool	disabled	support	edinicia	grado	anhos
PE078051	16	2	2	5	 	 	2	 	2	 	 
PE078052	1	36	1	1	2	34	2	1	 	 	5
PE078052	2	33	2	1	2	33	2	1	 	 	3
PE078052	3	12	2	5	1	34	2	2	 	 	1
PE078052	4	15	2	5	1	34	2	2	 	 	2
PE078052	5	10	2	5	1	33	2	2	 	5	 
PE078052	15	2	2	5	 	 	2	 	2	 	 
PE088001	1	32	2	1	2	35	2	1	 	 	3
PE088001	2	63	1	3	2	33	2	2	 	 	3
PE088001	3	55	2	3	2	33	2	2	 	 	2
PE088002	1	42	1	1	2	34	2	1	 	 	3
PE088002	2	41	2	1	2	33	2	1	 	 	2
PE088002	3	18	2	5	2	34	2	1	 	 	4
PE088002	4	15	1	5	1	34	2	2	 	 	1
PE088003	1	29	1	1	2	34	2	1	 	 	5
PE088003	2	26	2	1	2	34	2	1	 	 	4
PE088003	3	9	1	5	1	33	2	2	 	3	 
PE088003	15	4	2	5	 	 	2	 	1	 	 
PE088004	1	40	2	1	2	36	2	1	 	 	2
PE088004	2	67	1	3	2	34	2	1	 	 	5
PE088004	3	58	2	3	2	34	2	2	 	 	2
PE088004	4	30	1	4	2	38	2	1	 	 	5
PE088004	5	20	1	4	2	34	2	2	 	 	5
PE088004	6	18	1	4	1	34	2	2	 	 	5
PE088004	7	6	2	5	1	33	2	2	 	1	 
PE088005	1	43	2	1	2	33	2	1	 	 	3
PE088005	2	17	1	5	1	34	2	2	 	 	3
PE088005	3	6	2	5	2	0	2	2	 	 	 
PE088006	1	16	2	5	2	33	2	2	 	5	 
PE088006	2	33	1	1	2	34	2	1	 	 	2
PE088006	3	9	1	5	1	33	2	2	 	2	 
PE088006	4	5	1	5	2	0	2	 	 	 	 
PE088007	1	28	2	1	2	33	2	1	 	6	 
PE088007	2	57	2	3	2	0	2	1	 	 	 
PE088008	1	29	2	1	2	35	2	1	 	 	2
PE088008	2	10	2	10	1	33	2	2	 	3	 
PE088009	1	31	1	1	2	33	2	1	 	 	5
PE088009	2	49	2	1	2	34	2	2	 	 	3
PE088009	3	18	1	10	2	34	2	2	 	 	1
PE088009	4	16	2	10	1	34	2	2	 	 	3
PE088010	1	25	1	1	2	34	2	1	 	 	2
PE088010	2	25	2	1	2	34	2	2	 	 	2
PE088010	3	5	2	5	1	0	2	2	 	 	 
PE088010	4	 	2	3	2	 	2	1	 	 	 
PE088010	5	29	2	4	1	35	2	2	 	 	4
PE088010	6	27	2	4	1	35	2	2	 	 	4
PE088010	7	24	2	4	1	35	2	1	 	 	2
PE088010	8	12	1	6	1	34	2	2	 	 	1
PE088010	9	9	1	6	1	33	2	2	 	4	 
PE088010	10	7	2	6	1	33	2	2	 	1	 
PE088010	15	3	1	5	 	 	1	 	2	 	 
PE088011	1	25	1	2	2	34	2	1	 	 	3
PE088011	2	25	2	1	2	34	2	1	 	 	5
PE088011	15	2	1	10	 	 	2	 	2	 	 
PE088012	1	27	2	1	2	34	1	1	 	 	5
PE088013	1	40	1	1	2	36	2	1	 	 	3
PE088013	2	27	2	1	2	34	2	2	 	 	5
PE088013	3	5	2	5	1	0	2	2	 	 	 
PE088014	1	36	1	1	2	34	2	1	 	 	3
PE088014	2	32	2	1	2	34	2	1	 	 	1
PE088014	3	58	2	3	2	33	2	2	 	 	5
PE088015	1	30	1	1	2	34	2	1	 	 	5
PE088015	2	27	2	1	2	34	2	2	 	 	5
PE088015	3	54	1	3	2	33	2	1	 	 	5
PE088015	4	50	2	3	2	33	2	1	 	 	5
PE088015	5	21	2	4	1	35	2	2	 	 	1
PE088015	6	20	2	6	1	35	2	2	 	 	2
PE088015	15	1	2	5	 	 	2	 	2	 	 
PE088016	1	31	2	1	2	34	2	1	 	 	5
PE088016	2	11	1	5	1	33	2	2	 	4	 
PE088016	3	9	2	5	1	33	2	2	 	3	 
PE088016	4	52	1	3	2	33	2	1	 	 	3
PE088016	5	50	2	3	2	33	2	2	 	 	3
PE088016	6	29	2	4	2	36	2	2	 	 	3
PE088016	7	27	1	4	2	34	2	2	 	 	5
PE088016	8	24	1	4	1	35	2	2	 	 	1
PE088016	9	15	2	4	1	34	2	2	 	 	2
PE088017	1	31	1	1	2	34	2	1	 	 	5
PE088017	2	31	2	1	2	33	2	1	 	 	5
PE088017	15	3	1	5	 	 	1	 	2	 	 
PE088018	1	30	2	1	2	34	2	1	 	 	5
PE088018	2	54	1	3	2	33	2	1	 	 	1
PE088018	3	52	2	3	2	0	2	2	 	 	 
PE088018	4	27	1	4	2	34	2	1	 	 	5
PE088018	5	21	2	4	2	34	2	2	 	 	5
PE088019	1	28	2	1	2	34	2	1	 	 	1
PE088019	2	52	2	3	2	33	1	2	 	 	3
PE088019	3	25	1	4	2	34	2	1	 	 	5
PE088019	4	12	2	10	1	33	2	2	 	6	 
PE088019	5	35	2	4	2	0	1	2	 	 	 
PE088020	1	32	1	1	2	34	2	1	 	 	5
PE088020	2	31	2	1	2	34	1	2	 	 	5
PE088020	3	10	1	5	1	33	1	2	 	4	 
PE088020	4	9	1	5	1	33	2	2	 	3	 
PE088020	15	3	2	5	 	 	2	 	2	 	 
PE088021	1	29	1	1	2	34	2	1	 	 	5
PE088021	2	27	2	1	2	34	2	2	 	 	5
PE088021	3	6	1	5	1	32	2	2	 	 	 
PE088021	15	1	1	5	 	 	2	 	2	 	 
PE088022	1	42	1	1	2	34	2	1	 	 	5
PE088022	2	48	2	1	2	33	2	2	 	 	3
PE088022	3	22	2	5	2	34	2	2	 	 	5
PE088023	1	24	1	1	2	34	2	1	 	 	5
PE088023	2	25	2	1	2	34	2	2	 	 	5
PE088023	3	5	2	5	1	0	2	2	 	 	 
PE088023	4	49	2	3	2	34	2	1	 	 	5
PE088023	5	30	1	4	2	38	2	2	 	 	6
PE088023	6	18	1	4	2	34	2	2	 	 	5
PE088023	15	2	1	5	 	 	2	 	2	 	 
PE088024	1	29	1	1	2	34	2	1	 	 	5
PE088024	2	26	2	1	2	34	2	2	 	 	3
PE088025	1	42	1	1	2	33	2	1	 	 	5
PE088025	2	37	2	1	2	34	2	2	 	 	1
PE088025	3	19	2	10	2	34	2	2	 	 	5
PE088025	4	15	1	10	2	34	2	2	 	 	1
PE088025	5	41	1	4	2	34	2	2	 	 	5
PE088026	1	36	2	1	2	34	2	2	 	 	5
PE088026	2	33	1	1	2	36	2	1	 	 	2
PE088026	15	3	1	5	 	 	2	 	2	 	 
PE088027	1	58	1	1	2	33	2	1	 	 	5
PE088027	2	37	2	1	2	34	2	2	 	 	3
PE088027	3	16	1	5	1	34	2	2	 	 	1
PE088027	4	18	2	5	1	35	2	2	 	 	1
PE088027	5	15	2	5	1	33	2	2	 	6	 
PE088027	6	13	1	5	1	33	2	2	 	6	 
PE088028	1	62	1	1	2	34	2	1	 	 	5
PE088028	2	33	2	1	2	34	2	2	 	 	2
PE088028	3	17	2	10	2	34	2	2	 	 	5
PE088028	4	15	2	10	2	33	1	2	 	4	 
PE088028	5	11	1	10	1	33	2	2	 	5	 
PE088028	6	76	1	3	2	34	1	2	 	 	5
PE088028	7	66	2	3	2	33	1	2	 	 	5
PE088028	15	4	2	5	 	 	2	 	1	 	 
PE088029	1	37	2	1	2	33	2	1	 	 	5
PE088029	2	12	1	5	1	33	2	1	 	6	 
PE088029	3	11	1	5	1	33	1	2	 	2	 
PE088030	1	30	1	2	2	34	2	1	 	 	5
PE088030	2	27	2	1	2	34	2	2	 	 	5
PE088030	15	0	2	10	 	 	2	 	2	 	 
PE088031	1	52	2	3	2	34	2	1	 	 	1
PE088031	2	24	1	4	1	34	2	1	 	 	3
PE088031	3	21	1	4	2	34	2	2	 	 	5
PE088031	4	22	2	4	2	33	2	2	 	1	 
PE088031	5	17	1	4	2	34	2	1	 	 	2
PE088031	6	98	2	13	2	31	2	2	 	 	 
PE088031	15	3	2	6	 	 	2	 	2	 	 
PE088032	1	37	1	1	2	33	2	1	 	 	5
PE088032	2	34	2	1	2	33	2	2	 	 	5
PE088032	3	17	1	5	2	34	2	1	 	 	1
PE088032	4	15	1	5	1	33	2	2	 	6	 
PE088032	5	13	1	5	2	33	1	2	 	3	 
PE088032	6	10	2	5	1	33	2	2	 	2	 
PE088032	7	10	2	5	1	33	2	2	 	3	 
PE088032	8	17	1	6	2	34	1	1	 	 	3
PE088032	9	15	1	6	2	33	2	1	 	5	 
PE098001	1	58	1	1	2	33	2	1	 	 	5
PE098001	2	40	2	1	2	33	2	1	 	 	3
PE098001	3	12	1	5	1	33	2	1	 	5	 
PE098001	4	9	1	5	1	33	2	1	 	2	 
PE098002	1	32	1	1	2	34	2	1	 	 	4
PE098002	2	30	2	1	2	34	2	1	 	 	1
PE098002	3	7	1	5	1	32	2	2	 	 	 
PE098002	4	5	2	5	2	0	2	2	 	 	 
PE098002	5	68	2	3	2	33	2	2	 	 	5
PE098002	15	0	1	5	 	 	2	 	2	 	 
PE098003	1	48	1	1	2	33	2	1	 	 	5
PE098003	2	48	2	1	2	0	2	1	 	 	 
PE098003	3	21	2	5	2	33	2	1	 	6	 
PE098003	4	18	2	5	2	33	2	1	 	6	 
PE098003	5	16	2	5	2	33	2	1	 	6	 
PE098003	6	13	2	5	1	33	2	2	 	4	 
PE098003	7	11	2	5	1	33	2	2	 	4	 
PE098004	1	34	1	1	2	34	1	1	 	 	3
PE098004	2	34	2	1	2	33	2	1	 	 	5
PE098004	3	11	1	5	1	33	2	2	 	5	 
PE098004	4	9	1	5	1	33	2	2	 	2	 
PE098005	1	42	1	1	2	33	2	1	 	 	5
PE098005	2	42	2	1	2	33	2	1	 	 	4
PE098005	3	17	2	5	1	34	2	2	 	 	4
PE098006	1	31	1	1	2	33	2	1	 	 	5
PE098006	2	28	2	1	2	33	2	1	 	6	 
PE098006	3	10	2	5	1	33	2	2	 	3	 
PE098006	4	5	1	5	2	0	2	2	 	 	 
PE098007	1	36	1	1	2	33	2	1	 	 	5
PE098007	2	31	2	1	2	33	2	1	 	 	5
PE098007	3	9	1	5	1	33	2	2	 	3	 
PE098007	4	6	2	5	1	0	2	2	 	 	 
PE098008	1	35	1	1	2	34	2	1	 	 	5
PE098008	2	29	2	1	2	34	2	1	 	 	3
PE098008	3	10	1	5	1	33	2	2	 	3	 
PE098008	15	4	2	5	 	 	2	 	1	 	 
PE098008	16	1	2	5	 	 	2	 	2	 	 
PE098009	1	33	1	1	2	33	2	1	 	 	5
PE098009	2	51	2	1	2	33	2	1	 	 	3
PE098009	3	11	2	5	1	33	2	2	 	3	 
PE098010	1	31	1	1	2	35	2	1	 	 	2
PE098010	2	30	2	1	2	34	2	1	 	 	5
PE098010	3	9	1	5	1	33	2	2	 	3	 
PE098011	1	41	1	1	2	31	2	1	 	 	 
PE098011	2	39	2	1	2	33	2	2	 	 	3
PE098011	3	14	2	5	1	33	2	2	 	5	 
PE098011	4	12	1	5	1	33	2	2	 	5	 
PE098011	5	10	2	5	1	33	2	2	 	3	 
PE098011	15	4	2	5	 	 	2	 	2	 	 
PE098011	16	0	1	5	 	 	2	 	2	 	 
PE098012	1	66	2	3	2	33	2	1	 	 	5
PE098012	2	34	1	4	2	37	2	1	 	 	3
PE098012	3	29	1	4	2	38	2	1	 	 	5
PE098012	4	18	2	4	1	34	2	2	 	 	3
PE098013	1	28	1	1	2	34	2	1	 	 	4
PE098013	2	29	2	1	2	33	2	1	 	6	 
PE098014	1	35	1	1	2	33	2	1	 	 	5
PE098014	2	30	2	1	2	33	2	1	 	6	 
PE098014	3	11	1	5	1	33	2	1	 	6	 
PE098014	4	9	2	5	1	33	2	1	 	4	 
PE098014	5	7	1	5	1	33	2	1	 	2	 
PE098015	1	37	1	1	2	33	2	1	 	 	5
PE098015	2	36	2	1	2	33	2	1	 	 	5
PE098015	3	10	1	5	1	33	2	2	 	2	 
PE098015	4	6	1	5	2	0	2	2	 	 	 
PE098015	5	49	2	13	2	0	1	2	 	 	 
PE098015	6	59	2	13	2	0	1	2	 	 	 
PE098015	15	2	2	5	 	 	2	 	2	 	 
PE098016	1	42	1	1	2	33	2	1	 	 	3
PE098016	2	49	2	1	2	33	2	2	 	 	3
PE098016	3	16	1	5	1	34	2	1	 	 	2
PE098016	4	14	2	5	1	33	2	2	 	6	 
PE098016	5	11	2	5	1	33	2	2	 	2	 
PE098017	1	38	1	1	2	33	2	1	 	 	2
PE098017	2	32	2	1	2	33	2	2	 	 	4
PE098017	3	11	1	5	1	33	1	2	 	5	 
PE098017	4	10	1	5	1	33	2	2	 	3	 
PE098017	5	63	2	3	2	0	2	2	 	 	 
PE098017	6	63	1	3	2	33	1	1	 	 	5
PE098018	1	44	1	1	2	38	2	2	 	 	6
PE098018	2	43	2	1	2	34	2	2	 	 	5
PE098018	3	11	2	5	1	33	2	2	 	5	 
PE098018	4	6	1	5	1	0	2	2	 	 	 
PE098019	1	46	2	1	2	33	2	1	 	 	5
PE098019	2	17	1	5	2	33	2	1	 	6	 
PE098019	3	14	2	5	1	34	2	1	 	 	1
PE098019	4	11	2	5	1	33	2	1	 	5	 
PE098019	5	10	1	5	1	33	2	1	 	4	 
PE098019	6	68	2	3	2	33	2	1	 	 	5
PE098019	7	35	1	4	2	33	1	2	 	 	5
PE098020	1	67	1	3	2	34	2	1	 	 	5
PE098020	2	66	2	3	2	33	2	2	 	 	5
PE098020	3	11	2	5	1	33	2	2	 	5	 
PE098021	1	35	2	1	2	33	2	2	 	 	5
PE098021	2	66	1	3	2	33	2	2	 	 	4
PE098021	3	61	2	3	2	0	2	2	 	 	 
PE098022	1	50	1	1	2	33	2	1	 	 	5
PE098022	2	48	2	1	2	33	2	1	 	 	5
PE098022	3	89	1	3	2	0	2	1	 	 	 
PE098022	4	25	2	5	2	34	2	1	 	 	4
PE098022	5	16	1	5	1	34	2	2	 	 	5
PE098022	6	12	1	5	1	33	2	2	 	6	 
PE098022	7	10	2	5	1	33	2	2	 	3	 
PE098022	8	7	2	5	1	33	2	2	 	2	 
PE098022	9	8	1	6	1	33	2	2	 	3	 
PE098023	1	32	1	1	2	33	2	1	 	 	5
PE098023	2	29	2	1	2	33	2	1	 	6	 
PE098023	3	11	1	10	1	33	2	2	 	4	 
PE098023	4	6	2	5	1	0	2	2	 	 	 
PE098023	15	4	1	5	 	 	2	 	1	 	 
PE098023	16	0	2	5	 	 	2	 	2	 	 
PE098023	17	0	2	5	 	 	2	 	2	 	 
PE098024	1	57	1	1	2	33	2	1	 	 	5
PE098024	2	56	2	1	2	33	2	2	 	 	3
PE098024	3	23	2	5	2	33	2	1	 	6	 
PE098025	1	50	1	1	2	33	1	1	 	 	5
PE098025	2	28	2	1	2	33	2	2	 	6	 
PE098025	3	9	2	5	1	33	2	2	 	3	 
PE098025	4	5	1	5	1	0	2	2	 	 	 
PE098026	1	30	1	1	2	34	2	1	 	 	5
PE098026	2	30	2	1	2	34	2	1	 	 	5
PE098026	15	2	1	5	 	 	2	 	2	 	 
PE098027	1	37	1	1	2	34	2	1	 	 	5
PE098027	2	38	2	1	2	34	2	1	 	 	3
PE098027	3	17	1	5	1	34	2	2	 	 	5
PE098027	4	14	2	5	1	34	2	2	 	 	2
PE098028	1	61	1	1	2	33	2	1	 	 	1
PE098028	2	34	2	1	2	34	2	1	 	 	1
PE098028	3	6	2	5	1	32	2	2	 	 	 
PE098028	15	4	1	5	 	 	2	 	2	 	 
PE098029	1	33	1	1	2	33	2	1	 	 	5
PE098029	2	35	2	1	2	33	2	2	 	 	5
PE098029	3	16	2	5	1	34	2	2	 	 	3
PE098029	4	14	2	5	1	33	2	2	 	6	 
PE098029	5	9	1	5	1	33	2	2	 	3	 
PE108001	1	42	2	1	2	36	2	1	 	 	3
PE108001	2	83	2	3	2	33	2	2	 	 	5
PE108001	3	47	2	4	2	36	2	2	 	 	3
PE108001	4	14	1	6	1	34	2	2	 	 	2
PE108001	5	11	2	6	1	33	2	2	 	4	 
PE108002	1	56	1	1	2	35	2	1	 	 	4
PE108002	2	32	2	1	2	34	2	2	 	 	2
PE108002	3	9	2	5	1	33	2	2	 	3	 
PE108002	4	18	1	6	1	35	2	2	 	 	2
PE108002	15	3	1	5	 	 	2	 	2	 	 
PE108003	1	40	2	4	2	34	2	2	 	 	5
PE108003	2	68	1	3	2	33	2	2	 	 	5
PE108003	3	66	2	3	2	33	1	2	 	 	5
PE108003	4	30	2	1	2	36	2	1	 	 	5
PE108003	5	30	1	1	2	36	2	1	 	 	5
PE108004	1	24	2	1	2	34	2	1	 	 	5
PE108004	2	58	2	3	2	33	2	1	 	 	2
PE108004	3	55	1	3	2	33	2	1	 	 	5
PE108004	4	19	2	4	1	 	2	2	 	 	 
PE108004	5	5	2	5	1	0	2	2	 	 	 
PE108004	15	4	2	6	 	 	2	 	2	 	 
PE108004	16	1	2	5	 	 	2	 	2	 	 
PE108005	1	39	1	1	2	36	2	1	 	 	5
PE108005	2	34	2	1	2	36	2	2	 	 	5
PE108005	3	5	2	5	1	0	2	2	 	 	 
PE108005	4	67	1	3	2	34	2	1	 	 	5
PE108005	5	29	2	4	2	36	2	2	 	 	5
PE108005	6	5	1	6	1	0	2	2	 	 	 
PE108005	7	33	1	4	2	36	2	2	 	 	5
PE108005	8	29	2	4	2	34	2	2	 	 	5
PE108005	15	4	1	6	 	 	2	 	2	 	 
PE108006	1	40	2	1	2	34	2	1	 	 	5
PE108006	2	43	1	1	2	36	2	1	 	 	3
PE108006	3	20	2	5	1	37	2	2	 	 	3
PE108006	4	18	1	5	1	37	2	2	 	 	1
PE108006	15	2	2	5	 	 	2	 	2	 	 
PE108007	1	39	2	1	2	36	2	1	 	 	1
PE108007	2	41	1	1	2	36	2	1	 	 	1
PE108007	3	22	1	5	2	38	2	2	 	 	5
PE108007	4	18	1	5	1	34	2	2	 	 	5
PE108008	1	33	2	1	2	0	2	1	 	 	 
PE108008	2	9	1	5	1	33	2	2	 	2	 
PE108008	3	6	1	5	2	0	2	2	 	 	 
PE108008	4	5	1	5	2	0	2	2	 	 	 
PE108008	5	75	2	3	2	0	2	1	 	 	 
PE108009	1	25	2	1	2	34	2	1	 	 	2
PE108009	2	28	1	2	2	34	2	1	 	 	2
PE108009	15	2	2	10	 	 	2	 	2	 	 
PE108010	1	44	1	1	2	34	2	1	 	 	5
PE108010	2	41	2	1	2	34	2	2	 	 	2
PE108010	3	24	1	5	2	34	2	1	 	 	5
PE108010	4	20	1	5	2	33	2	1	 	3	 
PE108010	5	6	2	5	1	0	2	2	 	 	 
PE108010	15	0	2	5	 	 	2	 	2	 	 
PE108011	1	40	1	1	2	38	2	1	 	 	5
PE108011	2	33	2	1	2	36	2	2	 	 	3
PE108011	3	11	1	5	1	33	2	2	 	5	 
PE108011	4	72	2	3	2	0	2	2	 	 	 
PE108011	15	2	2	5	 	 	2	 	2	 	 
PE108012	1	36	2	4	2	38	2	1	 	 	5
PE108012	2	18	2	6	1	37	2	2	 	 	1
PE108012	3	15	1	6	1	34	2	2	 	 	2
PE108012	4	79	2	13	2	33	1	2	 	 	5
PE108013	1	31	1	1	2	36	2	1	 	 	5
PE108013	2	30	2	1	2	35	2	2	 	 	2
PE108013	3	62	2	3	2	33	2	2	 	 	3
PE108014	1	30	2	1	2	34	2	1	 	 	5
PE108014	2	59	2	3	2	33	2	1	 	 	2
PE108015	1	37	1	1	2	33	2	1	 	 	5
PE108015	2	35	2	1	2	33	2	2	 	 	4
PE108015	3	17	1	5	2	33	2	1	 	5	 
PE108015	4	11	2	5	1	33	2	2	 	6	 
PE108015	5	9	1	5	1	33	2	2	 	3	 
PE108016	1	29	1	1	2	34	2	1	 	 	4
PE108016	2	29	2	1	2	35	2	2	 	 	2
PE108016	3	6	2	5	1	32	2	2	 	 	 
PE108017	1	41	1	1	2	38	2	1	 	 	5
PE108017	2	41	2	1	2	38	2	1	 	 	5
PE108017	3	11	2	5	1	34	2	2	 	 	1
PE108017	15	3	1	5	 	 	2	 	1	 	 
PE108018	1	44	1	2	2	33	2	1	 	 	5
PE108018	2	29	2	1	2	33	2	1	 	6	 
PE108019	1	37	1	1	2	38	2	1	 	 	6
PE108019	2	28	2	1	2	33	2	1	 	6	 
PE108019	3	9	2	5	1	33	2	2	 	3	 
PE108020	1	23	1	2	2	34	2	1	 	 	3
PE108020	2	26	2	1	2	34	2	1	 	 	3
PE108021	1	36	1	1	2	34	2	1	 	 	4
PE108021	2	36	2	1	2	33	2	2	 	 	3
PE108021	3	15	1	5	1	34	2	2	 	 	2
PE108021	4	12	1	5	1	33	2	2	 	5	 
PE108021	5	10	1	5	1	33	2	2	 	3	 
PE108021	6	 	2	3	2	0	2	2	 	 	 
PE108022	1	36	1	1	2	34	2	1	 	 	5
PE108022	2	36	2	1	2	34	2	1	 	 	3
PE108022	3	15	2	5	1	34	2	2	 	 	3
PE108022	4	13	1	5	1	33	2	2	 	6	 
PE108023	1	53	1	1	2	34	2	1	 	 	5
PE108023	2	49	2	1	2	34	2	1	 	 	5
PE108023	3	28	2	5	2	36	2	2	 	 	3
PE108023	4	22	2	5	2	36	2	2	 	 	3
PE108023	5	18	2	5	2	34	2	2	 	 	5
PE108023	6	25	1	4	2	36	2	2	 	 	3
PE108023	15	1	1	9	 	 	2	 	2	 	 
PE108024	1	30	2	1	2	34	2	1	 	 	1
PE108024	2	9	1	5	1	32	1	2	 	 	 
PE108024	3	75	1	3	2	34	2	2	 	 	5
PE108024	4	60	2	3	2	33	2	2	 	 	5
PE108025	1	29	1	1	2	34	2	1	 	 	3
PE108025	2	23	2	1	2	34	2	2	 	 	2
PE108025	3	6	2	5	1	0	2	2	 	 	 
PE108025	4	54	1	3	2	34	2	1	 	 	5
PE108026	1	31	1	1	2	34	2	1	 	 	5
PE108026	2	31	2	1	2	34	2	2	 	 	5
PE108026	3	9	2	5	1	33	2	2	 	3	 
PE108026	4	72	1	3	2	0	2	1	 	 	 
PE108026	5	73	2	3	2	0	2	1	 	 	 
PE108026	6	19	2	6	1	35	2	2	 	 	2
PE108027	1	36	1	1	2	34	2	1	 	 	4
PE108027	2	28	2	1	2	34	2	2	 	 	5
PE108027	3	6	2	5	1	32	2	2	 	 	 
PE108027	4	19	2	4	1	35	2	1	 	 	2
PE108028	1	36	1	1	2	34	2	1	 	 	5
PE108028	2	33	2	1	2	33	2	2	 	 	4
PE108028	3	50	2	3	2	0	2	2	 	 	 
PE108028	4	56	1	3	2	33	2	1	 	 	5
PE108028	5	31	2	4	2	34	2	2	 	 	5
PE108028	6	27	1	4	2	33	2	2	 	5	 
PE108028	7	25	2	4	2	34	2	2	 	 	5
PE108028	15	2	2	6	 	 	2	 	2	 	 
PE108028	16	2	1	5	 	 	2	 	2	 	 
PE108029	1	33	1	1	2	34	2	1	 	 	3
PE108029	2	30	2	1	2	33	2	2	 	4	 
PE108029	3	11	1	5	1	33	2	2	 	4	 
PE118001	1	37	1	1	2	38	2	1	 	 	5
PE118001	2	29	2	1	2	34	2	2	 	 	5
PE118001	3	5	1	5	1	0	2	2	 	 	 
PE118001	15	1	2	5	 	 	2	 	2	 	 
PE118002	1	28	2	1	2	34	2	1	 	 	1
PE118002	2	34	1	1	2	33	2	1	 	 	5
PE118002	3	90	1	3	2	0	2	1	 	 	 
PE118002	4	80	2	3	2	33	2	1	 	 	5
PE118002	5	9	1	10	1	33	2	2	 	3	 
PE118003	1	42	1	1	2	33	2	1	 	 	5
PE118003	2	39	2	1	2	33	2	2	 	 	5
PE118003	3	21	2	5	2	34	2	2	 	 	5
PE118003	4	18	1	5	2	34	2	1	 	 	3
PE118003	5	17	2	5	1	34	2	2	 	 	2
PE118003	6	11	2	5	1	33	2	2	 	4	 
PE118003	7	9	1	5	1	33	2	2	 	2	 
PE118003	8	5	1	5	1	0	2	2	 	 	 
PE118003	15	0	1	9	 	 	2	 	2	 	 
PE118004	1	43	1	1	2	36	2	1	 	 	5
PE118004	2	39	2	1	2	34	2	2	 	 	5
PE118004	3	18	2	5	2	34	2	2	 	 	5
PE118005	1	48	1	1	2	33	2	1	 	 	3
PE118005	2	45	2	1	2	33	2	2	 	 	4
PE118005	3	14	2	5	1	33	2	2	 	6	 
PE118005	4	10	1	5	1	33	2	2	 	4	 
PE118005	5	5	1	5	2	0	2	2	 	 	 
PE118006	1	48	1	1	2	33	2	1	 	 	4
PE118006	2	45	2	1	2	33	2	1	 	 	5
PE118006	3	20	2	5	2	34	2	1	 	 	5
PE118006	4	15	2	5	1	34	2	2	 	 	1
PE118006	5	13	1	5	1	33	2	2	 	5	 
PE118006	6	9	2	5	1	33	2	2	 	3	 
PE118006	15	2	1	9	 	 	2	 	2	 	 
PE118007	1	28	2	1	2	34	1	2	 	 	2
PE118007	2	11	2	5	1	33	2	2	 	5	 
PE118007	3	69	2	3	2	33	2	1	 	 	2
PE118007	4	34	1	4	2	0	2	1	 	 	 
PE118007	5	30	2	4	2	36	2	1	 	 	6
PE118007	6	12	1	6	1	33	2	2	 	5	 
PE118008	1	41	1	1	2	33	2	1	 	 	2
PE118008	2	32	2	1	2	33	2	1	 	 	1
PE118008	3	19	1	5	1	34	2	1	 	 	4
PE118008	4	11	2	5	1	33	2	2	 	3	 
PE118008	5	10	2	5	1	33	2	2	 	2	 
PE118008	6	5	1	5	1	0	2	2	 	 	 
PE118008	15	1	1	5	 	 	2	 	2	 	 
PE118009	1	52	2	3	2	0	2	1	 	 	 
PE118009	2	23	2	1	2	33	2	1	 	4	 
PE118009	3	22	1	2	2	34	2	1	 	 	1
PE118009	4	13	2	4	1	33	2	2	 	6	 
PE118009	5	11	2	4	1	33	2	2	 	4	 
PE118009	15	2	1	10	 	 	2	 	2	 	 
PE118010	1	41	1	1	2	33	2	1	 	 	1
PE118010	2	35	2	1	2	33	2	1	 	 	1
PE118010	3	17	1	5	1	34	2	2	 	 	3
PE118010	4	15	2	5	1	34	2	2	 	 	1
PE118010	5	12	1	5	1	33	2	2	 	5	 
PE118010	6	10	1	5	1	33	2	2	 	4	 
PE118010	7	9	1	5	1	33	2	2	 	3	 
PE118011	1	55	1	1	2	34	2	1	 	 	5
PE118011	2	36	2	1	2	33	2	1	 	 	2
PE118011	3	12	1	5	1	33	2	1	 	5	 
PE118011	4	10	1	5	1	33	2	2	 	3	 
PE118011	5	6	1	5	1	0	2	2	 	 	 
PE118012	1	47	2	1	2	33	2	1	 	 	2
PE118012	2	47	1	1	2	33	2	1	 	 	1
PE118012	3	15	2	5	1	33	2	2	 	3	 
PE118012	4	12	1	5	1	33	2	2	 	5	 
PE118012	5	10	1	5	1	33	2	2	 	4	 
PE118012	6	6	2	5	1	32	2	2	 	 	 
PE118012	15	3	1	9	 	 	2	 	2	 	 
PE118013	1	42	1	1	2	33	2	1	 	 	2
PE118013	2	43	2	1	2	33	2	1	 	 	4
PE118013	3	14	2	5	1	33	2	1	 	4	 
PE118013	4	12	1	5	1	33	2	2	 	1	 
PE118013	5	10	2	5	1	33	2	2	 	3	 
PE118013	15	2	1	5	 	 	2	 	2	 	 
PE118014	1	31	1	1	2	33	2	1	 	 	5
PE118014	2	31	2	1	2	33	2	1	 	 	5
PE118014	3	10	1	5	1	33	2	2	 	3	 
PE118014	4	6	1	5	1	32	2	2	 	 	 
PE118014	15	2	2	5	 	 	2	 	2	 	 
PE118015	1	24	1	1	2	34	2	1	 	 	5
PE118015	2	23	2	1	2	34	2	2	 	 	1
PE118015	15	3	1	5	 	 	2	 	2	 	 
PE118016	1	37	2	1	2	0	2	1	 	 	 
PE118016	2	38	1	1	2	33	2	1	 	 	5
PE118016	3	14	1	5	1	33	2	2	 	5	 
PE118016	4	9	2	5	1	33	2	2	 	2	 
PE118016	15	4	2	5	 	 	2	 	2	 	 
PE118017	1	36	1	1	2	33	2	1	 	 	3
PE118017	2	34	2	1	2	33	2	2	 	 	1
PE118017	3	15	2	5	1	33	2	2	 	5	 
