CHILDCODE	ACTIDR4	DESWRKR4	ECNSCTR4	ACTR4	ACTFORR4	ACTMTHR4	ACTDAYMTR4	ACTWEKR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PDPCPRR4	PRFACTR4	MTHPRFR4
98010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98011	1	 	1	7	2	10	20	4	6	8	0	 	 	 	 	1	12
98011	2	 	20	11	3	2	20	4	5	8	1	150	5	4	 	0	 
98011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98012	1	 	7	15	3	5	30	4	7	3	0	 	 	 	 	1	12
98012	2	 	1	7	3	5	4	4	1	4	2	0	10	3	 	1	12
98012	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98013	1	 	5	11	1	5	26	4	6	8	1	350	0	3	 	0	 
98013	2	 	19	11	3	1	26	4	6	7	1	300	0	3	 	0	 
98013	3	 	1	7	2	4	12	4	3	3	0	 	 	 	 	1	1
98014	1	 	19	12	1	12	4	4	1	9	1	25	0	2	 	1	1
98014	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98014	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98016	1	 	6	11	1	6	24	4	6	9	1	458	0	3	 	1	0
98016	2	 	6	11	1	5	24	4	6	9	1	400	0	3	 	0	 
98016	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98017	1	 	20	11	3	12	26	4	6	6	3	300	260	4	 	0	 
98017	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98017	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98020	1	 	3	11	1	12	20	4	5	9	1	120	0	3	 	1	11
98020	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98022	1	 	1	7	2	12	20	4	5	4	0	 	 	 	 	1	12
98022	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98022	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98023	1	 	1	2	3	12	30	4	7	6	1	12	0	2	 	1	12
98023	2	 	1	7	2	12	24	4	6	3	0	 	 	 	 	1	12
98023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98024	1	 	1	2	1	12	8	4	2	8	1	350	300	4	 	1	12
98024	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98025	1	 	1	7	2	12	4	4	1	9	0	 	 	 	 	1	12
98025	2	 	1	2	3	5	8	4	2	9	3	15	9	2	 	1	12
98025	3	 	18	11	1	6	4	4	1	12	1	35	9	2	 	1	12
98026	1	 	7	11	1	2	4	4	6	10	1	250	36	3	 	1	3
98026	2	 	3	11	3	10	24	4	6	11	1	280	0	3	 	0	 
98026	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98028	1	 	7	11	3	4	24	4	6	15	1	300	720	4	 	0	 
98028	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98028	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98029	1	 	7	11	1	0	21	3	7	10	1	175	0	3	 	0	 
98029	2	 	1	2	1	1	24	4	6	12	1	162	0	3	 	0	 
98029	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108002	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108002	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108003	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108003	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108004	1	 	8	10	6	12	26	4	6	8	1	30	0	2	 	1	12
108004	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108004	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108007	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108007	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108013	1	 	7	11	1	5	4	4	1	13	4	-77	-77	77	 	0	 
108013	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108020	1	 	8	12	3	11	4	4	1	12	3	27	7	2	 	1	12
108020	2	 	8	12	3	1	4	4	1	12	1	35	0	4	 	0	 
108020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108023	1	 	13	10	7	1	12	4	3	2	1	120	0	5	 	0	 
108023	2	 	7	15	2	12	2	2	1	2	0	 	 	 	 	0	 
108023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108026	1	 	7	14	1	3	24	4	6	6	1	750	0	4	 	0	 
108026	2	 	10	11	1	5	20	4	5	2	1	750	0	4	 	0	 
108026	3	 	16	10	7	12	20	4	5	2	1	25	0	1	 	1	12
108028	1	 	3	11	3	4	20	4	5	6	1	200	0	4	 	0	 
108028	2	 	6	11	3	1	24	4	6	8	1	35	0	2	 	0	 
108028	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118001	1	 	9	11	3	3	24	4	6	6	3	480	240	4	 	0	 
118001	2	 	14	11	1	6	8	4	2	12	3	50	8	2	 	1	12
118001	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118002	1	 	7	15	2	12	30	4	7	2	0	 	 	 	 	1	12
118002	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118002	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118004	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118004	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118004	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118005	1	 	19	15	2	12	24	4	6	12	6	 	 	 	 	1	12
118005	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118005	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118007	1	 	8	10	6	12	30	4	7	11	1	60	0	2	 	1	12
118007	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118007	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118009	1	 	1	7	2	2	4	4	1	8	0	 	 	 	 	1	2
118009	2	 	1	2	3	2	4	4	4	8	3	60	60	4	 	0	 
118009	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118011	1	 	9	11	3	2	24	4	6	11	1	120	48	3	 	1	2
118011	2	 	14	11	1	2	24	4	6	11	1	758	0	4	 	0	 
118011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118013	1	 	1	21	7	5	15	4	3	8	0	 	 	 	 	1	12
118013	2	 	3	11	1	6	24	4	6	12	1	200	0	3	 	0	 
118013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118014	1	 	9	11	1	2	30	4	7	8	1	350	18	3	 	0	 
118014	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118014	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118015	1	 	9	11	1	3	30	4	7	12	1	750	0	4	 	1	1
118015	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118017	1	 	1	5	3	12	24	4	6	2	1	60	0	2	 	1	12
118017	2	 	1	7	6	2	24	4	6	8	0	 	 	 	 	0	 
118017	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118018	1	 	9	11	4	2	24	4	6	10	1	720	0	4	 	0	 
118018	2	 	7	14	1	9	12	4	3	3	3	40	0	2	 	1	12
118018	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118019	1	 	3	11	3	2	24	4	6	8	1	750	0	4	 	0	 
118019	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118019	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118020	1	 	1	2	3	11	20	4	5	4	1	5	2	2	 	1	2
118020	2	 	2	3	7	1	12	4	3	3	1	100	0	7	 	1	12
118020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118021	1	 	1	2	1	12	24	4	6	8	1	15	0	2	 	1	12
118021	2	 	1	7	2	12	24	4	6	3	0	 	 	 	 	1	12
118021	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118022	1	 	9	11	3	3	24	4	6	9	1	750	-88	4	 	1	6
118022	2	 	9	11	3	1	24	4	6	4	1	15	-88	2	 	0	 
118022	3	 	3	11	1	3	24	4	6	10	1	800	-88	4	 	0	 
118023	1	 	1	2	3	12	4	4	1	8	1	15	0	2	 	1	12
118023	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	1	 	9	11	1	11	24	4	6	8	1	850	0	4	 	1	12
118027	2	 	9	11	1	3	24	4	6	7	1	220	0	3	 	1	12
118027	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118028	1	 	20	23	3	3	26	4	6	12	3	470	180	4	 	0	 
118028	2	 	9	11	1	1	26	4	6	12	3	400	144	4	 	1	1
118028	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	1	 	6	12	1	4	2	1	2	8	1	60	0	4	 	0	 
118030	2	 	19	11	1	2	24	4	6	8	1	750	0	4	 	0	 
118030	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128002	1	 	7	11	1	5	12	4	3	10	1	229	0	3	 	1	6
128002	2	 	3	11	1	7	26	4	6	4	1	25	0	2	 	0	 
128002	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128003	1	 	9	11	3	4	20	4	5	9	1	30	0	3	 	0	 
128003	2	 	3	11	1	7	30	4	7	14	1	750	0	4	 	0	 
128003	3	 	7	11	1	1	24	4	6	10	1	750	0	4	 	0	 
128004	1	 	7	14	7	10	4	4	1	18	1	40	0	2	 	0	 
128004	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128004	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128005	1	 	18	10	7	12	12	4	3	6	1	45	0	2	 	1	12
128005	2	 	9	11	1	2	30	4	6	8	1	750	0	4	 	1	9
128005	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128007	1	 	7	11	1	2	26	4	6	8	1	150	0	3	 	1	6
128007	2	 	10	11	3	3	30	4	7	10	1	200	0	3	 	0	 
128007	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128008	1	 	11	11	1	3	26	4	6	8	1	780	0	4	 	1	6
128008	2	 	3	11	1	4	26	4	6	12	1	200	0	3	 	0	 
128008	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128010	1	 	7	14	1	11	4	4	1	1	3	30	20	4	 	1	12
128010	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128010	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128011	1	 	3	11	1	12	24	4	6	8	1	190	0	3	 	1	12
128011	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128011	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128012	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128012	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128013	1	 	8	10	3	8	26	4	6	8	4	30	0	2	 	1	1
128013	2	 	14	11	1	2	16	4	4	8	1	25	0	2	 	0	 
128013	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128015	1	 	14	11	1	4	26	4	6	10	1	900	0	4	 	0	 
128015	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128015	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128016	1	 	7	11	1	5	26	4	6	10	1	150	0	3	 	1	6
128016	2	 	10	11	1	4	20	4	4	9	1	120	0	3	 	0	 
128016	3	 	7	12	3	2	4	4	1	8	1	30	0	2	 	0	 
128017	1	 	7	15	2	12	30	4	7	4	0	 	 	 	 	1	10
128017	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128017	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128019	1	 	7	11	1	12	20	4	5	8	1	700	130	4	 	1	12
128019	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128019	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128020	1	 	7	11	3	3	26	4	6	10	1	120	0	3	 	0	 
128020	2	 	7	11	2	7	12	4	3	8	1	25	0	2	 	1	4
128020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128021	1	 	8	10	7	2	30	4	7	10	1	30	0	2	 	1	7
128021	2	 	19	10	7	12	12	4	3	5	1	50	0	4	 	1	12
128021	3	 	18	10	7	12	8	4	2	2	0	 	 	 	 	1	12
128022	1	 	7	11	3	2	30	4	7	8	3	20	7,5	2	 	0	 
128022	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128022	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128023	1	 	6	11	3	9	12	4	4	7	1	20	0	2	 	1	3
128023	2	 	14	12	1	1	30	4	4	8	1	1200	0	4	 	0	 
128023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128024	1	 	7	12	3	3	30	4	7	5	1	200	0	4	 	0	 
128024	2	 	10	12	3	1	15	2	7	5	1	50	0	8	 	0	 
128024	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128026	1	 	7	14	3	12	28	4	6	6	1	85	0	2	 	1	12
128026	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128026	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128027	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128028	1	 	9	11	3	0	14	2	2	10	1	180	80	3	 	0	 
128028	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128028	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128030	1	 	7	11	1	5	26	4	6	15	1	900	0	4	 	0	 
128030	2	 	7	11	1	4	26	4	6	12	1	1300	0	4	 	0	 
128030	3	 	3	11	1	1	12	2	6	9	1	130	0	3	 	0	 
128031	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128031	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128031	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128032	1	 	10	10	6	12	12	4	3	5	1	850	0	4	 	1	12
128032	2	 	19	11	1	3	20	4	5	10	1	850	0	4	 	0	 
128032	3	 	8	11	1	2	16	4	4	8	1	600	0	4	 	0	 
128033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128034	1	 	18	11	1	5	26	4	6	5	1	750	0	4	 	1	6
128034	2	 	19	12	3	2	26	4	6	12	1	1500	0	4	 	0	 
128034	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128037	1	 	8	11	3	12	30	4	7	12	1	50	0	2	 	1	12
128037	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128037	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128038	1	 	14	11	1	12	8	4	2	6	1	40	0	2	 	1	3
128038	2	 	14	11	1	6	4	1	1	12	1	40	0	2	 	1	3
128038	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128039	1	 	7	11	3	2	26	4	6	7	1	25	4	2	 	0	 
128039	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128039	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128040	1	 	9	11	1	11	4	4	1	8	1	50	0	2	 	1	4
128040	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128040	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128041	1	 	6	12	1	5	24	4	6	9	1	250	30	3	 	0	 
128041	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128041	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128042	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128042	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128043	1	 	7	11	1	2	5	4	4	7	3	60	8	2	 	0	 
128043	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128043	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128044	1	 	3	11	1	6	24	4	6	8	1	480	0	8	 	1	12
128044	2	 	6	11	3	3	16	3	4	8	1	180	0	3	 	0	 
128044	3	 	18	12	7	3	2	3	1	4	1	30	0	2	 	0	 
128045	1	 	5	11	1	4	20	4	5	10	1	850	0	4	 	1	6
128045	2	 	3	11	1	5	16	4	4	11	1	350	0	3	 	0	 
128045	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128046	1	 	19	10	7	8	8	4	2	1	1	20	0	3	 	1	8
128046	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128046	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128047	1	 	6	11	1	3	24	4	6	7	1	450	50	3	 	1	12
128047	2	 	14	12	1	1	15	2	7	9	1	1000	100	5	 	0	 
128047	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	1	 	7	11	1	12	24	4	6	10	1	250	40	3	 	1	12
128048	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128049	1	 	7	15	2	12	24	4	6	3	0	 	 	 	 	1	12
128049	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128049	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	1	 	3	11	3	5	20	4	5	8	1	150	0	3	 	1	1
128050	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128051	1	 	3	11	1	10	26	4	6	12	1	120	36	3	 	1	3
128051	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128051	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	1	 	14	11	1	5	24	4	6	12	1	50	0	2	 	0	 
138002	2	 	3	11	1	2	24	4	6	8	1	765	0	4	 	0	 
138002	3	 	17	11	1	1	24	4	6	7	1	765	0	4	 	0	 
138004	1	 	3	11	1	12	24	4	6	5	1	200	0	3	 	1	12
138004	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138004	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138005	1	 	7	11	1	0	5	1	5	12	1	150	0	3	 	0	 
138005	2	 	7	15	2	12	30	4	7	10	0	 	 	 	 	1	1
138005	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	1	 	3	11	1	8	24	4	6	8	1	810	0	4	 	0	 
138007	2	 	7	11	1	1	24	4	6	10	1	750	0	4	 	1	2
138007	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138011	1	 	7	11	1	3	26	4	6	8	3	600	156	4	 	0	 
138011	2	 	7	11	1	1	3	1	3	10	3	50	5	2	 	0	 
138011	3	 	10	11	3	4	8	4	2	12	3	30	5	2	 	1	2
138012	1	 	18	11	3	12	8	4	2	2	1	30	0	2	 	1	12
138012	2	 	3	11	1	1	24	4	6	8	1	750	0	4	 	0	 
138012	3	 	6	10	7	1	2	4	2	7	1	400	0	4	 	0	 
138013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138013	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138013	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	1	 	20	23	3	1	24	4	6	8	1	120	115	3	 	0	 
138014	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138016	1	 	7	11	3	5	30	4	7	8	1	50	0	3	 	0	 
138016	2	 	6	11	3	4	24	4	6	9	1	180	0	3	 	1	12
138016	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138017	1	 	9	11	1	2	4	4	1	12	1	50	0	2	 	1	6
138017	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138017	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138018	1	 	14	11	1	7	24	4	6	14	1	245	0	3	 	0	 
138018	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138018	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	1	 	8	11	1	6	8	4	2	8	2	50	10	2	 	0	 
138020	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	1	 	10	11	1	3	24	4	6	8	1	1350	0	4	 	0	 
138021	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138023	1	 	9	11	3	6	25	4	6	10	3	150	8	2	 	0	 
138023	2	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138023	3	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
