CHILDID	ID	AGE	SEX	RELATE	STILL	YRSCHOOL	DISABLED	SUPPORT	V2020510	V2020511
VN091020	8	18	1	6	2	0	2	1	0	0
VN091020	9	18	2	6	2	0	2	1	0	0
VN091020	10	13	2	6	2	0	2	1	0	0
VN091020	11	10	2	5	2	42	2	2	0	0
VN091020	12	5	2	13	2	0	2	2	0	0
VN091020	17	3	1	13	88	88	2	88	88	88
VN091020	18	2	1	5	88	88	2	88	88	88
VN091020	19	1	2	13	88	88	2	88	88	88
VN091020	20	0	1	13	88	88	2	88	88	88
VN091021	1	40	2	1	2	0	2	1	0	0
VN091021	2	12	2	5	2	0	2	1	0	0
VN091021	3	5	2	5	2	0	2	2	0	0
VN091021	17	3	2	5	88	88	2	88	88	88
VN091022	1	32	1	1	2	0	2	1	0	20
VN091022	2	31	2	1	2	0	2	1	0	0
VN091022	3	10	1	5	1	42	2	2	0	0
VN091022	17	3	2	5	88	88	2	88	88	88
VN091024	1	57	2	3	2	0	2	1	0	0
VN091024	2	27	1	1	2	0	2	1	0	10
VN091024	3	27	2	1	2	0	2	1	0	0
VN091024	4	12	1	4	1	42	2	2	0	0
VN091024	5	10	1	5	1	42	2	2	0	0
VN091024	17	4	2	5	88	88	2	88	88	88
VN091025	1	70	2	3	2	0	2	2	0	0
VN091025	2	34	1	1	2	0	2	1	0	3
VN091025	3	34	2	1	2	0	2	1	0	0
VN091025	4	10	1	5	1	42	2	2	0	0
VN091025	17	0	1	5	88	88	2	88	88	88
VN091026	1	39	2	1	2	0	2	1	0	15
VN091026	2	33	1	1	2	0	2	1	0	15
VN091026	3	15	2	5	2	0	2	1	0	0
VN091026	4	7	1	5	2	42	2	2	0	0
VN091026	5	5	1	5	2	0	2	2	0	0
VN091026	17	4	1	5	88	88	2	88	88	88
VN091027	1	59	2	3	2	0	2	1	0	4
VN091027	2	23	1	1	2	0	2	1	0	4
VN091027	3	22	2	1	2	0	2	1	0	0
VN091027	17	3	2	5	88	88	2	88	88	88
VN091028	1	40	1	1	2	0	2	1	0	4
VN091028	2	36	2	1	2	0	2	1	0	0
VN091028	3	16	1	5	2	0	2	1	0	0
VN091028	4	13	1	5	2	42	2	1	0	0
VN091028	5	6	2	5	2	0	2	2	0	0
VN091029	1	42	1	1	2	0	2	1	0	3
VN091029	2	36	2	1	2	0	2	1	0	0
VN091029	3	17	1	5	2	0	2	2	0	0
VN091029	4	15	1	5	2	0	2	2	0	0
VN091029	5	13	2	5	2	0	2	2	0	0
VN091030	1	28	1	1	2	0	2	1	0	3
VN091030	2	27	2	1	2	0	2	1	0	0
VN091030	3	6	2	5	2	0	2	2	0	0
VN091030	17	4	1	5	88	88	2	88	88	88
VN091031	1	39	1	1	2	0	2	1	0	3
VN091031	2	36	2	1	2	0	2	1	0	3
VN091031	3	10	2	5	2	0	2	1	0	0
VN091031	4	15	1	5	2	0	2	1	0	0
VN091031	5	5	2	5	2	0	2	2	0	0
VN091031	17	2	1	5	88	88	2	88	88	88
VN091032	1	24	1	1	2	0	2	2	0	0
VN091032	2	23	2	1	2	0	2	1	0	0
VN091032	17	4	2	5	88	88	2	88	88	88
VN091032	18	2	2	5	88	88	2	88	88	88
VN091033	1	42	1	1	2	0	2	1	0	20
VN091033	2	39	2	1	2	0	2	1	0	0
VN091033	3	17	1	5	2	0	2	1	0	0
VN091033	5	17	2	6	2	0	2	1	0	0
VN091033	6	12	2	5	2	0	2	2	0	0
VN091033	7	10	1	5	1	42	2	2	0	0
VN091033	8	9	2	5	2	0	2	2	0	0
VN091033	9	6	2	5	2	0	2	2	0	0
VN091033	17	3	2	5	88	88	2	88	88	88
VN091033	18	0	2	5	88	88	2	88	88	88
VN091036	1	43	1	1	2	0	2	1	0	30
VN091036	2	38	2	1	2	0	2	1	0	0
VN091036	3	10	1	5	2	0	2	2	0	0
VN091036	17	0	2	5	88	88	2	88	88	88
VN091037	1	57	1	1	2	0	2	1	0	3
VN091037	2	55	2	1	2	0	2	1	0	3
VN091037	3	15	1	5	2	0	2	1	0	0
VN091037	4	13	2	5	2	0	2	2	0	0
VN091037	5	7	1	5	2	0	2	2	0	0
VN091037	17	1	1	5	88	88	2	88	88	88
VN091039	1	34	1	1	2	42	2	1	10	20
VN091039	2	33	2	1	2	0	2	1	0	0
VN091039	3	17	1	5	1	43	2	2	0	0
VN091039	4	13	2	5	2	0	2	2	0	0
VN091039	5	11	2	5	1	42	2	2	0	0
VN091039	6	9	2	5	1	42	2	2	0	0
VN091041	1	30	1	1	2	42	2	1	20	0
VN091041	2	26	2	1	2	0	2	1	0	0
VN091041	3	17	1	6	2	0	2	1	0	0
VN091041	4	5	2	5	2	0	2	2	0	0
VN091041	17	4	2	5	88	88	2	88	88	88
VN091041	18	2	1	5	88	88	2	88	88	88
VN091042	1	72	1	1	2	42	2	1	1	3
VN091042	2	58	2	1	2	0	2	1	0	0
VN091042	3	43	1	5	2	42	2	1	0	0
VN091042	4	21	2	6	2	42	2	2	0	0
VN091042	5	16	1	5	1	42	2	2	0	0
VN091042	6	13	1	5	1	42	2	2	0	0
VN091042	17	1	2	13	88	88	99	88	88	88
VN091044	1	49	2	2	2	0	2	1	0	0
VN091044	2	43	1	1	2	0	2	1	0	0
VN091044	3	35	2	1	2	0	2	1	0	0
VN091044	4	14	1	5	2	42	2	1	0	0
VN091044	5	12	2	5	2	0	2	1	0	0
VN091044	6	12	2	5	2	0	2	1	0	0
VN091044	7	10	1	5	1	42	2	2	0	0
VN091044	8	9	2	5	1	42	2	2	0	0
VN091044	9	6	2	5	1	42	2	2	0	0
VN091044	10	5	2	5	2	0	2	2	0	0
VN091044	17	4	2	5	88	88	2	88	88	88
VN091045	1	79	2	3	2	0	2	2	0	0
VN091045	2	25	1	1	2	0	2	1	0	0
VN091045	3	25	2	1	2	0	2	1	0	0
VN091045	4	6	2	5	2	0	2	2	0	0
VN091045	17	4	1	5	88	88	2	88	88	88
VN091045	18	2	1	5	88	88	2	88	88	88
VN091045	19	0	1	5	88	88	2	88	88	88
VN091046	1	46	1	1	2	0	2	1	0	0
VN091046	2	46	2	1	2	42	2	1	0	0
VN091046	3	19	2	5	2	42	2	1	0	0
VN091046	4	14	2	5	1	43	2	2	0	0
VN091047	1	34	1	1	2	45	2	1	0	10
VN091047	2	30	2	1	2	45	2	1	0	0
VN091047	3	5	1	5	2	0	2	2	0	0
VN091048	1	28	1	1	2	42	2	1	10	30
VN091048	2	28	2	1	2	42	2	1	0	0
VN091048	3	6	1	5	1	42	2	2	0	0
VN091049	1	30	1	1	2	0	2	1	1	1
VN091049	2	23	2	2	2	0	2	2	0	0
VN091049	3	18	2	4	2	0	2	2	0	0
VN091049	17	3	1	5	88	88	2	88	88	88
VN091050	1	28	1	1	2	0	2	1	0	10
VN091050	2	26	2	1	2	0	2	1	0	0
VN091050	3	6	2	5	2	0	2	2	0	0
VN091050	17	4	1	5	88	88	2	88	88	88
VN091050	18	1	2	5	88	88	2	88	88	88
VN091052	1	46	1	1	2	0	2	1	0	6
VN091052	2	45	2	1	2	0	2	1	0	0
VN091052	3	23	1	5	2	0	2	1	10	0
VN091052	4	23	2	5	2	0	2	1	0	0
VN091052	5	16	1	5	1	42	2	2	0	0
VN091052	6	14	1	5	1	42	2	2	0	0
VN091052	7	5	2	5	2	42	2	2	0	0
VN091052	17	1	2	13	88	88	2	88	88	88
VN091052	18	0	1	13	88	88	2	88	88	88
VN091053	1	27	1	1	2	0	2	1	0	10
VN091053	2	27	2	1	2	0	2	1	0	3
VN091053	3	6	2	5	1	42	2	2	0	0
VN091056	1	59	2	3	2	0	2	1	0	0
VN091056	2	31	1	1	2	0	2	1	0	10
VN091056	3	27	2	1	2	0	2	1	0	0
VN091056	4	18	1	4	2	0	2	2	0	0
VN091056	5	6	1	5	1	42	2	2	0	0
VN091056	17	4	2	5	88	88	2	88	88	88
VN091057	1	28	1	1	2	0	2	1	1	0
VN091057	2	27	2	1	2	0	2	1	0	0
VN091057	17	1	1	5	88	88	2	88	88	88
VN091061	1	28	1	1	2	0	2	1	0	6
VN091061	2	27	2	1	2	0	2	1	0	0
VN091061	3	5	2	5	2	0	2	2	0	0
VN091061	17	2	1	5	88	88	2	88	88	88
VN091061	18	0	1	5	88	88	2	88	88	88
VN091062	1	70	2	3	2	0	2	1	0	0
VN091062	2	32	1	1	2	0	2	1	0	4
VN091062	3	32	2	1	2	0	2	1	0	0
VN091062	4	10	1	5	1	42	2	2	0	0
VN091062	5	10	1	13	1	42	2	2	0	0
VN091062	6	6	1	5	2	0	2	2	0	0
VN091062	17	4	2	5	88	88	2	88	88	88
VN091062	18	2	2	5	88	88	2	88	88	88
VN091064	1	46	1	1	2	0	2	1	0	0
VN091064	2	45	2	1	2	0	2	1	0	0
VN091064	3	20	1	5	2	0	2	1	0	0
VN091064	4	18	2	5	2	42	2	1	0	0
VN091064	5	18	2	5	2	0	2	1	0	0
VN091064	6	16	2	5	2	0	2	2	0	0
VN091064	7	12	1	5	2	0	2	2	0	0
VN091064	8	6	2	5	2	0	2	2	0	0
VN091064	17	0	2	13	88	88	2	88	88	88
VN091070	1	31	1	1	2	0	2	1	0	0
VN091070	2	29	2	1	2	0	2	1	0	0
VN091070	3	6	1	5	1	42	2	2	0	0
VN091070	17	4	2	5	88	88	2	88	88	88
VN091070	18	2	1	5	88	88	2	88	88	88
VN091071	1	26	1	1	2	0	2	1	0	0
VN091071	2	25	2	1	2	0	2	1	0	0
VN091071	3	6	2	5	2	0	2	2	0	0
VN091071	17	2	1	5	88	88	2	88	88	88
VN091071	18	4	1	5	88	88	2	88	88	88
VN101001	1	51	1	1	2	0	2	1	0	4
VN101001	2	36	2	1	2	0	2	1	0	0
VN101001	3	12	1	5	2	0	2	2	0	0
VN101001	4	6	1	5	2	0	2	2	0	0
VN101001	17	2	1	5	88	88	2	88	88	88
VN101001	18	0	2	5	88	88	2	88	88	88
VN101004	1	36	1	1	2	42	2	1	0	15
VN101004	2	36	2	1	2	42	2	1	0	0
VN101004	3	12	2	5	1	43	2	2	0	0
VN101004	4	10	2	5	1	42	2	2	0	0
VN101005	1	30	1	1	2	42	2	1	0	4
VN101005	2	26	2	1	2	42	2	1	0	0
VN101006	1	39	1	1	2	42	2	1	1	7
VN101006	2	34	2	1	2	42	2	1	0	0
VN101006	3	13	2	5	1	43	2	2	0	0
VN101006	4	11	1	5	1	42	2	2	0	0
VN101008	1	36	1	1	2	0	2	1	0	0
VN101008	2	35	2	1	2	0	2	1	0	0
VN101008	3	12	1	5	2	42	2	1	0	0
VN101008	4	9	1	5	1	42	2	2	0	0
VN101008	17	4	1	5	88	88	2	88	88	88
VN101009	1	27	1	1	2	0	2	1	0	10
VN101009	2	26	2	1	2	0	2	1	0	0
VN101009	3	5	1	5	2	0	2	2	0	0
VN101009	17	2	1	5	88	88	2	88	88	88
VN101010	1	37	1	1	2	42	2	1	0	5
VN101010	2	31	2	1	2	42	2	1	0	0
VN101010	3	11	2	5	1	42	2	2	0	0
VN101010	17	3	1	5	88	88	2	88	88	88
VN101011	1	34	1	1	2	42	2	1	0	0
VN101011	2	31	2	1	2	43	2	1	0	0
VN101011	17	1	1	5	88	88	2	88	88	88
VN101013	1	42	1	1	2	45	2	1	0	4
VN101013	2	42	2	1	2	43	2	1	0	0
VN101013	3	12	1	5	1	43	2	2	0	0
VN101014	1	46	1	1	2	0	2	1	0	20
VN101014	2	45	2	1	2	42	2	1	0	0
VN101014	3	20	2	5	1	45	2	2	0	0
VN101014	4	14	2	5	1	43	2	2	0	0
VN101015	1	39	1	1	2	43	2	1	10	2
VN101015	2	38	2	1	2	43	2	1	0	0
VN101015	3	12	1	5	1	43	2	2	0	0
VN101016	1	66	1	3	2	42	2	1	0	0
VN101016	2	63	2	3	2	42	2	1	0	0
VN101016	3	31	1	1	2	44	2	1	20	0
VN101016	4	27	2	1	2	43	2	1	0	0
VN101017	1	29	1	1	2	43	2	1	0	1
VN101017	2	29	2	1	2	43	2	1	0	0
VN101017	3	10	2	5	1	42	2	2	0	0
VN101017	17	2	1	5	88	88	2	88	88	88
VN101018	1	34	1	1	2	42	2	1	0	5
VN101018	2	31	2	1	2	42	2	1	0	0
VN101018	3	11	2	5	1	43	2	2	0	0
VN101018	4	5	1	5	2	0	2	2	0	0
VN101019	1	30	1	1	2	44	2	1	10	10
VN101019	2	27	2	1	2	0	2	1	0	0
VN101019	17	4	2	5	88	88	2	88	88	88
VN101020	1	40	1	1	2	43	2	1	0	0
VN101020	2	36	2	1	2	43	2	1	0	0
VN101020	3	14	1	5	1	43	2	2	0	0
VN101020	4	12	1	5	1	43	2	2	0	0
VN101021	1	31	1	1	2	42	2	1	0	0
VN101021	2	29	2	1	2	42	2	1	0	0
VN101021	3	12	1	5	1	42	2	2	0	0
VN101021	4	5	2	5	2	0	2	2	0	0
VN101022	1	37	2	1	2	43	2	1	0	0
VN101022	2	34	1	1	2	42	2	1	0	10
VN101022	3	12	2	5	1	43	2	1	0	0
VN101022	4	11	2	5	1	43	2	2	0	0
VN101023	1	41	2	1	2	43	2	1	0	0
VN101023	2	38	1	1	2	42	2	1	0	10
VN101023	3	13	1	5	1	43	2	2	0	0
VN101023	4	10	1	5	1	42	2	2	0	0
VN101024	1	33	1	1	2	0	2	1	0	6
VN101024	2	32	2	1	2	0	2	1	0	0
VN101024	3	14	1	5	2	0	2	2	0	0
VN101024	4	10	1	5	1	42	2	2	0	0
VN101024	17	3	1	5	88	88	2	88	88	88
VN101025	1	64	1	3	2	0	2	1	0	10
VN101025	2	58	2	3	2	0	2	1	0	0
VN101025	3	33	1	1	2	0	2	1	0	5
VN101025	4	32	2	1	2	43	2	1	0	0
VN101025	5	6	1	5	1	42	2	2	0	0
VN101026	1	29	1	1	2	0	2	1	0	1
VN101026	2	30	2	1	2	0	2	1	0	0
VN101026	3	11	2	5	1	42	2	2	0	0
VN101026	4	10	2	5	1	42	2	2	0	0
VN101026	17	2	2	5	88	88	2	88	88	88
VN101026	18	0	1	5	88	88	2	88	88	88
VN101027	1	60	2	3	2	42	2	2	0	3
VN101027	2	29	1	1	2	0	2	1	0	5
VN101027	3	27	2	1	2	43	2	1	0	0
VN101027	17	4	2	5	88	88	2	88	88	88
VN101028	1	37	1	1	2	43	2	1	0	0
VN101028	2	34	2	1	2	43	2	1	0	0
VN101028	3	15	1	5	1	43	2	2	0	0
VN101028	4	12	1	5	1	43	2	2	0	0
VN101029	1	73	1	3	2	42	2	2	5	0
VN101029	2	71	2	3	2	0	2	2	0	0
VN101029	3	31	1	1	2	43	2	1	0	10
VN101029	4	29	2	1	2	42	2	1	0	0
VN101029	5	10	2	5	1	42	2	2	0	0
VN101030	1	37	1	1	2	43	2	1	1	3
VN101030	2	34	2	1	2	43	2	1	0	0
VN101030	3	14	1	5	1	43	2	2	0	0
VN101030	4	12	2	5	1	43	2	2	0	0
VN101031	1	34	1	1	2	42	2	1	0	10
VN101031	2	33	2	1	2	42	2	1	0	0
VN101031	3	14	1	5	1	43	2	2	0	0
VN101031	4	12	1	5	1	43	2	2	0	0
VN101034	1	71	2	3	2	0	2	2	0	0
VN101034	2	35	1	1	2	42	2	1	0	6
VN101034	3	33	2	1	2	42	2	1	0	0
VN101034	4	14	1	5	1	43	2	1	0	0
VN101034	5	12	1	5	1	43	2	2	0	0
VN101035	1	34	1	1	2	42	2	1	0	3
VN101035	2	30	2	1	2	42	2	1	0	0
VN101035	3	6	1	5	1	42	2	2	0	0
VN101036	1	35	1	1	2	42	2	1	2	10
VN101036	2	28	2	1	2	42	2	1	0	0
VN101036	17	3	2	5	88	88	2	88	88	88
VN101037	1	57	2	3	2	0	2	2	0	0
VN101037	2	33	1	1	2	0	2	1	0	6
VN101037	3	32	2	1	2	43	2	1	0	0
VN101037	4	12	2	5	1	43	2	2	0	0
VN101037	5	5	1	5	2	0	2	2	0	0
VN101038	1	71	2	3	2	0	2	1	0	0
VN101038	2	33	2	1	2	0	2	1	0	0
VN101039	1	47	1	1	2	0	2	1	0	30
VN101039	2	59	2	4	2	0	2	2	0	0
VN101039	3	44	2	1	2	0	2	1	0	0
VN101039	4	18	2	5	2	0	2	2	0	0
VN101039	5	15	2	5	2	0	2	1	0	0
VN101039	6	12	2	5	2	0	1	2	0	0
VN101039	17	4	1	5	88	88	2	88	88	88
VN101040	1	33	1	1	2	42	2	1	1	0
VN101040	2	27	2	1	2	42	2	1	0	0
VN101040	3	6	2	5	1	42	2	2	0	0
VN101040	17	2	2	5	88	88	2	88	88	88
VN101041	1	30	1	1	2	0	2	1	0	0
VN101041	2	28	2	1	2	42	2	1	0	0
VN101041	3	5	2	5	2	0	2	2	0	0
VN101042	1	33	1	1	2	0	2	1	0	3
VN101042	2	32	2	1	2	0	2	1	0	0
VN101042	3	11	1	5	1	42	2	2	0	0
VN101042	17	4	2	5	88	88	2	88	88	88
VN101042	18	2	2	5	88	88	2	88	88	88
VN101043	1	33	1	1	2	42	2	1	3	0
VN101043	2	31	2	1	2	0	2	1	0	0
VN101043	3	6	1	5	1	42	2	2	0	0
VN101044	1	32	1	1	2	0	2	1	0	0
VN101044	2	33	2	1	2	42	2	1	0	0
VN101044	17	4	1	5	88	88	2	88	88	88
VN101045	1	35	1	1	2	42	2	1	6	0
VN101045	2	27	2	1	2	0	2	1	0	0
VN101045	3	6	1	5	1	42	2	2	0	0
VN101045	17	3	2	5	88	88	2	88	88	88
VN101047	1	31	1	1	2	42	2	1	0	0
VN101047	2	29	2	1	2	42	2	1	0	0
VN101047	17	4	1	5	88	88	2	88	88	88
VN101048	1	65	1	3	2	0	2	1	1	0
VN101048	2	60	2	3	2	0	2	1	0	0
VN101048	3	39	2	1	2	42	2	1	0	0
VN101048	4	36	1	1	2	42	2	1	1	0
VN101048	5	13	2	5	1	43	2	2	0	0
VN101048	6	10	1	5	1	42	2	2	0	0
VN101049	1	67	2	3	2	0	2	1	0	0
VN101049	2	37	2	1	2	0	2	1	0	0
VN101049	3	33	1	1	2	0	2	1	0	0
VN101049	4	18	2	6	2	0	2	2	1	6
VN101049	5	6	1	5	1	42	2	2	0	0
VN101050	1	55	1	1	2	45	2	1	1	8
VN101050	2	50	2	1	2	43	2	1	0	0
VN101051	1	76	1	3	2	0	2	2	0	10
VN101051	2	72	2	3	2	0	2	1	0	0
VN101051	3	32	1	1	2	42	2	1	0	10
VN101051	17	2	1	5	88	88	2	88	88	88
VN101054	1	32	1	1	2	42	2	1	0	0
VN101054	2	30	2	1	2	0	2	1	0	0
VN101054	3	12	2	5	1	43	2	2	0	0
VN101054	4	9	1	5	1	42	2	2	0	0
VN101059	1	27	2	1	2	0	2	1	0	0
VN101059	2	25	1	1	2	42	2	1	0	0
VN101059	3	5	1	5	2	0	2	2	0	0
VN101064	1	34	1	1	2	0	2	1	0	2
VN101064	2	32	2	1	2	0	2	1	0	0
VN101064	3	12	1	5	1	43	2	2	0	0
VN101064	4	10	2	5	1	42	2	2	0	0
VN101067	1	41	2	1	2	0	2	1	0	0
VN101067	2	17	1	5	1	43	2	2	0	0
VN101067	3	13	2	5	2	42	2	1	0	0
VN101067	4	11	1	5	1	42	2	2	0	0
VN101075	1	36	1	1	2	44	2	1	0	0
VN101075	2	35	2	1	2	45	2	1	0	0
VN101075	3	10	2	5	1	42	2	2	0	0
VN101083	1	34	1	1	2	0	2	1	0	1
VN101083	2	34	2	1	2	0	2	1	0	0
VN101083	3	10	2	5	1	42	2	2	0	0
VN101083	4	5	2	5	2	0	2	2	0	0
VN111001	1	35	1	1	2	43	2	1	0	0
VN111001	2	34	2	1	2	42	2	1	0	0
VN111001	3	11	2	5	1	43	2	2	0	0
VN111001	4	9	2	5	1	42	2	2	0	0
VN111001	17	3	1	5	88	88	2	88	88	88
VN111002	1	30	1	1	2	42	2	1	0	6
VN111002	2	26	2	1	2	42	2	1	0	0
VN111002	3	5	1	5	2	0	2	2	0	0
VN111003	1	39	1	1	2	43	2	1	0	0
VN111003	2	33	2	1	2	42	2	1	0	0
VN111003	3	11	1	5	1	43	2	2	0	0
VN111003	17	1	2	5	88	88	2	88	88	88
VN111004	1	71	2	3	2	42	2	2	0	0
VN111004	2	42	1	1	2	42	2	1	0	10
VN111004	3	40	2	1	2	43	2	1	0	0
VN111004	4	17	2	5	2	42	2	1	0	0
VN111004	5	14	2	5	2	0	2	2	0	0
VN111005	1	35	1	1	2	0	2	1	0	0
VN111005	2	31	2	1	2	0	2	1	0	0
VN111005	3	12	2	5	1	43	2	2	0	0
VN111005	4	6	1	5	1	42	2	2	0	0
VN111005	17	4	1	5	88	88	2	88	88	88
VN111006	1	28	2	1	2	42	2	1	0	0
VN111006	2	27	1	1	2	0	2	1	0	0
VN111006	3	6	1	5	1	42	2	2	0	0
VN111006	17	4	1	5	88	88	2	88	88	88
VN111008	1	38	2	1	2	43	2	1	0	0
VN111008	2	36	1	1	2	0	2	1	0	8
VN111008	3	11	1	5	1	42	2	2	0	0
VN111008	4	9	2	5	1	42	2	2	0	0
VN111009	1	72	2	3	2	0	2	2	0	0
VN111009	2	33	2	1	2	0	2	1	0	0
VN111009	3	32	1	1	2	43	2	1	2	0
VN111009	4	21	1	6	2	44	2	2	0	0
VN111009	5	10	1	5	1	42	2	2	0	0
VN111010	1	35	1	1	2	0	2	1	20	0
VN111010	2	34	2	1	2	42	2	1	0	0
VN111010	3	11	2	5	1	43	2	2	0	0
VN111010	4	6	1	5	1	42	2	2	0	0
VN111011	1	35	1	1	2	0	2	1	0	0
VN111011	2	32	2	1	2	42	2	1	0	0
VN111011	3	10	1	5	1	42	2	2	0	0
VN111011	4	6	2	5	1	42	2	2	0	0
VN111012	1	32	1	1	2	43	2	1	0	2
VN111012	2	30	2	1	2	42	2	1	0	0
VN111012	3	10	2	5	1	42	2	2	0	0
VN111013	1	35	1	1	2	43	2	1	1	0
VN111013	2	28	2	1	1	43	2	1	0	0
VN111014	1	31	1	1	2	43	2	1	0	3
VN111014	2	25	2	1	2	42	2	1	0	0
VN111014	17	4	2	5	88	88	2	88	88	88
VN111015	1	40	1	1	2	45	2	1	4	0
VN111015	2	31	2	1	2	44	2	1	0	0
VN111015	17	0	2	5	88	88	2	88	88	88
VN111016	1	36	1	1	2	45	2	1	1	20
VN111016	2	25	2	1	2	42	2	1	0	0
VN111016	17	0	1	5	88	88	2	88	88	88
VN111017	1	32	1	1	2	43	2	1	0	0
VN111017	2	28	2	1	2	42	2	1	0	0
VN111017	3	9	2	5	1	42	2	2	0	0
VN111018	1	38	1	1	2	43	2	1	0	4
VN111018	2	37	2	1	2	44	2	1	0	0
VN111018	17	2	2	5	88	88	2	88	88	88
VN111019	1	33	1	1	2	43	2	1	0	0
VN111019	2	29	2	1	2	0	2	1	0	0
VN111019	3	9	1	5	1	42	2	2	0	0
VN111020	1	32	1	1	2	42	2	1	0	6
VN111020	2	34	2	1	2	42	2	1	0	0
VN111020	3	12	2	5	1	42	2	2	0	0
VN111020	4	10	1	5	1	42	2	2	0	0
VN111021	1	28	1	1	2	0	2	1	0	0
VN111021	2	28	2	1	2	42	2	1	0	0
VN111021	3	6	1	5	1	42	2	2	0	0
VN111021	17	2	2	5	88	88	2	88	88	88
VN111022	1	35	1	1	2	0	2	1	0	6
VN111022	2	31	2	1	2	0	2	1	0	0
VN111022	3	13	1	5	1	43	2	2	0	0
VN111022	4	10	1	5	1	42	2	2	0	0
VN111025	1	57	2	3	2	0	2	1	0	6
VN111025	2	28	1	1	2	0	2	1	0	6
VN111025	3	28	2	1	2	0	2	1	0	0
VN111025	4	11	2	5	1	42	2	2	0	0
VN111025	5	5	2	5	2	0	2	2	0	0
VN111025	17	2	2	5	88	88	2	88	88	88
VN111027	1	64	2	3	2	0	2	1	0	0
VN111027	2	34	1	1	2	0	2	1	0	10
VN111027	3	34	2	1	2	42	2	1	0	0
VN111027	17	4	1	5	88	88	2	88	88	88
VN111028	1	34	2	1	2	0	2	1	0	0
VN111028	2	31	1	1	2	0	2	1	0	10
VN111028	3	13	1	5	1	42	2	2	0	0
VN111028	17	4	2	5	88	88	2	88	88	88
VN111030	1	72	1	3	2	44	2	2	0	0
VN111030	2	36	1	1	2	43	2	1	0	0
VN111030	3	26	2	1	2	42	2	1	0	0
VN111030	4	20	2	4	2	0	2	1	0	0
VN111030	5	6	1	5	1	42	2	2	0	0
VN111030	17	3	2	5	88	88	2	88	88	88
VN111031	1	29	1	1	2	42	2	1	0	10
VN111031	2	26	2	1	2	42	2	1	0	0
VN111032	1	38	1	1	2	42	2	1	7	0
VN111032	2	36	2	1	2	42	2	1	0	0
VN111032	3	10	1	5	1	42	2	2	0	0
VN111032	4	6	1	5	1	42	2	2	0	0
VN111033	1	30	1	1	2	46	2	1	0	0
VN111033	2	30	2	1	2	46	2	1	0	0
VN111033	17	4	2	5	88	88	2	88	88	88
VN111034	1	28	1	1	2	42	2	1	0	0
VN111034	2	25	2	1	2	42	2	1	0	0
VN111034	17	4	2	5	88	88	2	88	88	88
VN111035	1	32	1	1	2	42	2	1	0	5
VN111035	2	26	2	1	2	43	2	1	0	0
VN111035	3	6	1	5	1	42	2	2	0	0
VN111036	1	72	2	3	2	0	2	2	0	0
VN111036	2	31	1	1	2	42	2	1	0	0
VN111036	3	29	2	1	2	42	2	1	0	0
VN111036	17	2	1	5	88	88	2	88	88	88
VN111037	1	34	1	1	2	43	2	1	0	0
VN111037	2	25	2	1	2	42	2	1	0	0
VN111037	3	6	2	5	1	42	2	2	0	0
VN111038	1	33	1	1	2	42	2	1	0	0
VN111038	2	32	2	1	2	42	2	1	0	0
VN111038	3	11	1	5	1	43	2	2	0	0
VN111039	1	44	1	1	2	0	2	1	0	5
VN111039	2	43	2	1	2	42	2	1	0	0
VN111039	3	14	1	5	1	43	2	2	0	0
VN111040	1	41	1	1	2	43	2	1	1	6
VN111040	2	34	2	1	2	43	2	1	0	0
VN111040	3	14	1	5	1	43	2	2	0	0
VN111041	1	31	1	1	2	43	2	1	0	0
VN111041	2	28	2	1	2	42	2	1	0	0
VN111041	3	5	1	5	2	0	2	2	0	0
VN111041	4	19	2	6	2	43	2	1	0	0
VN111042	1	34	1	1	2	0	2	1	0	6
VN111042	2	33	2	1	2	43	2	1	0	0
VN111042	3	10	1	5	1	42	2	2	0	0
VN111043	1	26	1	1	2	42	2	1	0	1
VN111043	2	25	2	1	2	42	2	1	0	0
VN111043	3	5	2	5	2	0	2	2	0	0
VN111044	1	30	1	1	2	42	2	1	0	10
VN111044	2	30	2	1	2	42	2	1	0	0
VN111044	3	7	2	5	1	42	2	2	0	0
VN111045	1	36	1	1	2	0	2	1	0	3
VN111045	2	34	2	1	2	0	2	1	0	0
VN111045	3	10	1	5	1	42	2	2	0	0
VN111047	1	42	2	1	2	43	2	1	0	7
VN111047	2	41	1	1	2	43	2	1	0	0
VN111047	3	19	1	5	2	42	2	1	0	0
VN111047	4	17	1	5	2	43	2	1	0	0
VN111047	5	14	1	5	2	42	2	1	0	0
VN111048	1	36	1	1	2	43	2	1	0	10
VN111048	2	31	2	1	2	42	2	1	0	0
VN111048	3	10	1	5	1	42	2	2	0	0
VN111050	1	33	1	1	2	42	2	1	0	0
VN111050	2	33	2	1	2	42	2	1	0	0
VN111050	3	11	2	5	1	43	2	2	0	0
VN111050	17	4	1	5	88	88	2	88	88	88
VN111057	1	29	1	1	2	0	2	1	1	1
VN111057	2	28	2	1	2	0	2	1	0	0
VN111057	3	10	2	5	1	42	2	2	0	0
VN111057	17	4	2	5	88	88	2	88	88	88
VN111065	1	34	1	1	2	42	2	1	1	6
VN111065	2	30	2	1	2	42	2	1	0	0
VN111065	3	11	1	5	1	43	2	2	0	0
VN111065	4	9	2	5	1	42	2	2	0	0
VN111069	1	62	2	3	2	0	2	1	0	0
VN111069	2	33	1	1	2	0	2	1	0	0
