childid	id	age	sex	relate	still	yrschool	disabled	care	support
ET170056	2	60	2	3	2	 	2	2	2
ET170056	3	45	2	1	2	 	2	1	1
ET170056	4	15	2	5	2	 	2	1	2
ET170056	5	12	1	5	2	 	2	2	2
ET170057	1	43	1	1	2	0	2	2	1
ET170057	2	30	2	1	2	0	2	1	1
ET170057	3	15	1	5	2	0	2	2	2
ET170057	4	13	1	5	1	3	2	2	2
ET170057	5	11	2	5	2	0	2	2	2
ET170057	6	7	2	5	2	0	2	2	2
ET170057	15	4	1	5	 	 	2	 	 
ET170058	1	47	1	1	2	0	2	1	1
ET170058	2	35	2	1	2	0	2	1	2
ET170058	3	15	1	5	1	5	2	1	2
ET170058	4	8	1	5	2	0	2	1	2
ET170058	5	6	1	5	2	0	2	1	2
ET170059	1	48	1	1	2	0	2	2	1
ET170059	2	31	2	1	2	0	2	1	1
ET170059	3	15	1	5	1	4	2	2	2
ET170059	4	13	2	5	1	2	2	2	2
ET170059	5	9	1	5	2	0	2	2	2
ET170059	6	7	1	5	2	0	2	2	2
ET170059	15	4	2	5	 	 	2	 	 
ET170060	1	70	1	3	2	0	2	1	1
ET170060	2	45	2	3	2	0	2	1	1
ET170060	3	28	2	1	2	0	2	1	1
ET170060	4	22	1	4	2	3	2	1	2
ET170060	5	19	1	4	2	3	2	1	2
ET170060	6	16	1	4	2	2	2	1	2
ET170060	7	13	2	4	1	4	2	1	2
ET170060	8	10	2	4	 	 	 	 	 
ET170060	15	4	1	5	 	 	2	 	 
ET170061	1	40	1	1	2	10	2	2	1
ET170061	2	32	2	1	2	 	2	1	1
ET170061	3	16	2	5	1	9	2	1	1
ET170061	4	14	2	5	1	6	2	1	2
ET170061	5	13	1	5	1	4	2	2	2
ET170061	6	7	1	5	1	0	2	2	2
ET170062	1	50	1	1	2	 	2	1	1
ET170062	2	30	2	1	2	 	2	1	1
ET170062	3	10	1	5	2	 	2	2	2
ET170062	4	8	1	5	2	 	2	2	2
ET170062	15	4	1	5	 	 	2	 	 
ET170063	1	35	2	1	2	0	2	2	1
ET170063	2	10	2	5	1	3	2	2	2
ET170063	3	60	2	3	2	0	2	2	1
ET170063	15	4	2	5	 	 	2	 	 
ET170064	1	40	1	1	2	0	2	1	1
ET170064	2	36	2	1	2	0	2	1	1
ET170064	3	18	1	5	2	0	1	1	2
ET170064	4	9	1	5	2	0	2	1	2
ET170064	5	12	2	5	1	4	2	2	2
ET170064	6	7	2	5	2	0	2	2	2
ET170064	15	2	2	5	 	 	2	 	 
ET170065	1	40	1	1	2	0	2	1	1
ET170065	2	28	2	1	2	0	2	1	2
ET170065	3	8	2	5	1	2	2	1	2
ET170065	4	7	1	5	2	0	2	2	2
ET170065	15	4	2	5	 	 	2	 	 
ET170066	1	22	1	1	2	0	2	1	1
ET170066	2	19	2	1	2	0	2	1	1
ET170067	1	21	1	1	2	4	2	1	1
ET170067	2	18	2	1	2	3	2	1	1
ET170067	3	65	2	3	2	0	2	1	2
ET170068	1	37	1	1	2	0	2	1	1
ET170068	2	25	2	1	2	5	2	1	1
ET170068	3	6	1	5	2	0	2	1	2
ET170069	1	40	1	1	2	0	2	1	1
ET170069	2	30	2	1	2	0	2	1	1
ET170069	3	7	2	5	1	1	2	1	2
ET170069	15	3	2	5	 	 	2	 	 
ET170070	1	60	2	3	2	0	2	1	 
ET170070	2	15	2	1	2	3	2	1	1
ET170071	1	55	2	3	2	0	2	1	1
ET170071	2	45	1	1	2	3	2	1	1
ET170071	3	25	2	1	2	0	2	2	2
ET170071	4	13	1	5	2	0	2	2	2
ET170071	5	6	2	5	2	0	2	1	2
ET170071	15	4	2	5	 	 	2	 	 
ET170072	1	60	2	3	2	0	2	1	2
ET170072	2	19	2	1	2	0	2	1	1
ET170073	1	25	2	1	2	 	2	2	1
ET170074	1	50	2	3	2	0	2	1	1
ET170074	2	18	1	4	2	0	2	1	2
ET170074	3	16	2	1	2	0	2	1	1
ET170074	4	14	2	4	2	0	1	2	2
ET170074	5	11	2	4	1	4	2	2	2
ET170074	6	63	1	3	2	0	2	1	1
ET170075	1	25	1	1	2	 	2	2	1
ET170075	2	20	2	1	2	 	2	2	1
ET170076	1	24	1	1	2	 	2	2	1
ET170076	2	20	2	1	2	 	2	2	1
ET170077	1	28	1	1	2	0	2	1	1
ET170077	2	32	2	1	2	0	2	1	2
ET170077	3	7	1	5	2	0	2	2	2
ET170077	4	5	2	5	2	0	2	2	2
ET170078	1	51	1	1	2	0	2	1	1
ET170078	2	38	2	1	2	0	2	1	2
ET170078	3	17	1	5	2	0	2	1	2
ET170078	4	14	1	5	2	0	2	1	2
ET170078	5	11	2	5	1	2	2	1	2
ET170078	6	8	2	5	1	2	2	1	2
ET170078	7	6	2	5	2	0	2	1	2
ET170078	15	4	1	5	 	 	2	 	 
ET170078	16	3	1	5	 	 	2	 	 
ET170079	1	40	1	1	2	0	2	1	1
ET170079	2	30	2	1	2	0	2	1	2
ET170079	3	8	2	5	2	0	2	1	2
ET170079	4	5	1	5	2	0	2	2	2
ET170079	15	3	1	5	 	 	2	 	 
ET170080	1	30	1	1	2	0	2	1	1
ET170080	2	30	2	1	2	0	2	1	2
ET170080	3	7	2	5	2	0	2	1	2
ET170080	15	3	1	5	 	 	2	 	 
ET170081	1	22	1	1	2	0	2	1	1
ET170081	2	16	2	1	2	0	2	1	2
ET170082	1	32	1	1	2	2	2	1	1
ET170082	2	25	2	1	2	2	2	1	1
ET170082	3	9	2	5	1	1	2	1	2
ET170082	4	7	1	5	2	2	2	1	2
ET170082	5	9	2	5	 	0	 	 	 
ET170083	1	45	1	1	2	0	1	2	1
ET170083	2	35	2	1	2	0	1	1	1
ET170083	3	17	1	5	2	0	2	1	2
ET170083	4	14	2	5	2	0	2	1	2
ET170083	5	11	2	5	2	0	2	1	2
ET170083	6	7	2	5	2	0	2	1	2
ET170083	15	4	1	5	 	 	2	 	 
ET170084	1	45	1	1	2	0	2	2	1
ET170084	2	35	2	1	2	0	2	1	1
ET170084	3	9	2	5	1	0	2	1	2
ET170084	4	7	1	5	2	0	2	2	2
ET170084	5	5	1	5	2	0	1	2	2
ET170084	15	4	2	5	 	 	2	 	 
ET170085	1	30	1	1	2	0	2	1	1
ET170085	2	20	2	1	2	0	1	1	1
ET170086	1	25	1	1	2	 	2	2	1
ET170086	2	16	2	1	2	 	2	2	1
ET170087	1	50	1	1	2	0	2	1	1
ET170087	2	40	2	1	2	0	2	1	1
ET170087	3	14	2	5	2	0	2	1	2
ET170087	4	12	2	5	1	3	2	1	2
ET170087	5	10	2	5	2	0	2	1	2
ET170087	6	8	1	5	2	0	2	1	2
ET170087	15	4	2	5	 	 	2	 	 
ET170088	1	38	1	1	2	0	2	1	1
ET170088	2	25	2	1	2	0	2	1	1
ET170088	3	7	2	5	1	0	2	1	2
ET170088	15	4	1	5	 	 	1	 	 
ET170088	16	3	2	5	 	 	1	 	 
ET170089	1	40	1	1	2	0	1	2	1
ET170089	2	21	2	1	2	0	2	1	1
ET170089	15	3	1	5	 	 	2	 	 
ET170090	1	53	1	1	2	0	2	1	1
ET170090	2	50	2	1	2	0	2	1	2
ET170090	3	13	1	5	1	1	2	1	2
ET170090	4	10	1	5	1	4	2	1	2
ET170090	5	8	2	5	2	0	2	2	2
ET170090	6	6	1	5	2	0	2	2	2
ET170090	15	4	2	5	 	 	2	 	 
ET170091	1	30	1	1	2	0	2	2	1
ET170091	2	15	2	1	2	0	2	1	1
ET170092	1	50	1	1	2	0	2	2	1
ET170092	2	30	2	1	2	0	1	1	1
ET170092	3	12	2	5	1	3	2	1	2
ET170092	4	10	2	5	2	0	2	2	2
ET170092	5	6	1	5	2	0	2	2	2
ET170092	6	8	1	5	2	0	2	2	2
ET170093	1	45	1	1	2	0	2	2	1
ET170093	2	30	2	1	2	0	2	1	1
ET170093	3	16	2	5	1	8	2	1	2
ET170093	4	14	2	5	2	0	2	1	2
ET170093	5	12	2	5	1	1	2	2	2
ET170093	6	10	2	5	2	0	2	2	2
ET170093	7	8	1	5	2	0	2	2	2
ET170093	15	3	1	5	 	 	2	 	 
ET170094	1	20	1	1	2	0	2	1	1
ET170094	2	16	2	1	2	0	2	1	1
ET170095	1	35	1	1	2	0	2	2	1
ET170095	2	26	2	1	2	0	2	2	1
ET170095	3	13	2	5	1	5	2	2	2
ET170095	4	11	2	5	1	5	2	2	2
ET170095	5	9	2	5	1	1	2	2	2
ET170095	15	4	2	5	 	 	2	 	 
ET170096	1	40	1	1	2	0	2	2	1
ET170096	2	37	2	1	2	0	2	2	1
ET170096	3	18	2	5	1	8	2	2	2
ET170096	4	15	2	5	1	3	2	2	2
ET170096	5	12	1	5	1	2	2	2	2
ET170096	6	9	1	5	1	2	2	2	2
ET170096	7	7	2	5	2	0	2	2	2
ET170096	15	3	2	5	 	 	2	 	 
ET170097	1	70	2	3	2	0	2	1	1
ET170097	2	60	2	3	2	0	2	1	2
ET170097	3	26	1	1	2	0	2	2	2
ET170097	4	25	2	1	2	0	2	2	2
ET170097	5	8	1	5	2	0	2	2	2
ET170098	1	36	1	1	2	 	2	1	1
ET170098	2	27	2	1	2	 	2	1	1
ET170098	3	10	1	5	2	 	2	1	2
ET170098	4	8	2	5	2	 	2	1	2
ET170098	5	6	2	5	2	 	2	1	2
ET170098	6	5	1	5	2	 	2	2	2
ET170099	1	47	1	1	2	0	2	1	1
ET170099	2	22	2	1	2	0	2	1	1
ET170099	3	6	2	5	2	0	2	2	2
ET170100	1	35	1	1	2	0	2	1	1
ET170100	2	25	2	1	2	0	2	1	1
ET170100	3	10	2	5	1	3	2	1	2
ET170100	4	7	1	5	2	 	2	2	2
ET170100	15	4	1	5	 	 	1	 	 
ET180001	1	30	1	1	2	0	2	2	2
ET180001	2	25	2	1	2	0	2	1	2
ET180001	3	6	1	5	2	0	2	2	2
ET180001	15	4	2	5	 	 	2	 	 
ET180001	16	4	1	5	 	 	2	 	 
ET180002	1	25	1	1	2	3	2	2	2
ET180002	2	22	2	1	2	0	2	2	2
ET180002	3	13	2	4	1	3	2	1	2
ET180002	15	4	1	5	 	 	2	 	 
ET180003	1	25	2	1	2	0	2	2	2
ET180003	2	10	2	4	1	2	2	1	2
ET180004	1	45	1	1	2	0	2	2	1
ET180004	2	27	2	1	2	0	2	1	2
ET180004	3	12	1	5	1	2	2	2	2
ET180004	4	8	1	5	2	0	2	2	2
ET180004	5	6	2	5	2	0	2	2	2
ET180004	15	4	1	5	 	 	2	 	 
ET180005	1	50	1	1	2	0	2	2	2
ET180005	2	32	2	1	2	0	2	2	2
ET180005	3	8	2	5	2	0	2	2	2
ET180005	4	6	1	5	2	0	2	2	2
ET180005	15	4	1	5	 	 	2	 	 
ET180006	1	67	2	3	2	0	2	2	2
ET180006	2	33	1	1	2	0	2	2	2
ET180006	3	24	2	1	2	0	2	2	2
ET180006	4	8	2	5	2	0	2	2	2
ET180006	15	3	2	5	 	 	1	 	 
ET180007	1	75	2	3	2	0	1	2	2
ET180007	2	32	1	1	2	0	2	1	2
ET180007	3	38	2	1	2	0	2	2	2
ET180007	4	10	2	5	1	1	2	2	2
ET180008	1	35	2	1	2	0	1	1	1
ET180008	2	15	2	5	1	4	2	2	2
ET180008	3	13	2	5	1	3	2	2	2
ET180008	4	11	1	5	2	0	1	2	2
ET180008	5	7	2	5	2	0	2	2	2
ET180009	1	40	1	1	2	0	2	2	1
ET180009	2	26	2	1	2	0	2	1	2
ET180009	3	10	2	5	1	2	2	1	2
ET180009	4	7	1	5	2	0	2	2	2
ET180009	15	4	1	5	 	 	2	 	 
ET180010	1	70	2	3	2	0	2	2	2
ET180010	2	30	1	1	2	0	2	2	1
ET180010	3	25	2	1	2	0	2	1	2
ET180010	4	6	1	5	2	0	2	2	2
ET180010	15	2	1	5	 	 	2	 	 
ET180011	1	50	1	1	2	0	2	2	1
ET180011	2	35	2	1	2	0	2	1	2
ET180011	3	15	1	5	2	0	2	2	2
ET180011	4	10	1	5	2	1	2	2	2
ET180011	5	9	2	5	2	1	2	1	2
ET180011	6	7	1	5	2	0	2	2	2
ET180011	15	4	1	5	 	 	2	 	 
ET180012	1	50	2	3	2	0	2	2	2
ET180012	2	45	1	1	2	0	2	2	1
ET180012	3	35	2	1	2	0	2	1	2
ET180012	4	9	1	5	1	2	2	2	2
ET180012	5	7	1	5	2	0	1	2	2
ET180012	15	3	2	5	 	 	2	 	 
ET180013	1	65	1	1	2	0	2	1	2
ET180013	2	35	2	3	2	0	2	2	1
ET180013	3	24	2	1	2	0	2	1	1
ET180013	4	6	1	5	2	0	2	1	2
ET180013	15	4	2	5	 	 	2	 	 
ET180014	1	60	2	3	2	0	2	2	2
ET180014	2	30	2	1	2	0	2	1	1
ET180014	3	10	1	5	1	2	2	2	2
ET180014	4	9	2	5	2	0	2	2	2
ET180014	5	7	2	5	2	0	2	2	2
ET180014	15	4	2	5	 	 	2	 	 
ET180014	16	3	2	5	 	 	2	 	 
ET180015	1	35	1	1	2	0	2	 	2
ET180015	2	25	2	1	2	0	2	1	1
ET180015	3	7	1	5	2	0	2	2	2
ET180015	15	4	2	5	 	 	2	 	 
ET180016	1	36	1	1	2	0	2	2	2
ET180016	2	25	2	1	2	0	2	1	1
ET180016	15	3	1	5	 	 	2	 	 
ET180017	1	82	1	3	2	 	2	2	2
ET180017	2	31	2	1	2	 	2	1	1
ET180017	3	28	2	4	2	 	1	1	2
ET180017	4	6	1	6	2	 	2	2	2
ET180017	15	4	2	5	 	 	2	 	 
ET180017	16	3	2	6	 	 	2	 	 
ET180018	1	35	1	1	2	1	2	2	2
ET180018	2	30	2	1	2	1	2	1	1
ET180018	3	11	1	5	1	2	2	2	2
ET180018	4	7	1	5	2	1	2	2	2
ET180018	15	3	2	5	 	 	2	 	 
ET180019	1	40	1	1	2	 	2	1	1
ET180019	2	30	2	1	2	 	2	1	1
ET180019	3	10	2	5	1	2	2	1	2
ET180019	4	9	2	5	1	2	2	2	2
ET180019	5	7	2	5	2	 	2	2	2
ET180019	6	5	2	5	2	 	2	2	2
ET180020	1	41	1	1	 	 	2	2	1
ET180020	2	27	2	1	 	 	2	2	1
ET180020	3	10	2	5	1	1	2	2	2
ET180020	4	7	2	5	2	 	2	2	2
ET180020	15	4	2	5	 	 	2	 	 
ET180021	1	50	1	1	2	 	2	1	1
ET180021	2	42	2	1	2	 	1	1	1
ET180021	3	22	2	5	2	 	2	1	1
ET180021	4	19	2	5	1	5	2	1	2
ET180021	5	17	2	5	1	3	2	2	2
ET180021	6	12	2	5	2	 	2	2	2
ET180021	7	10	1	5	2	 	2	2	2
ET180021	8	8	2	5	2	 	2	2	2
ET180021	9	6	1	5	2	 	2	2	2
ET180022	1	40	1	1	2	0	2	2	2
ET180022	2	35	2	1	2	0	2	1	1
ET180022	3	16	1	5	1	3	2	2	2
ET180022	4	14	2	5	2	0	2	2	2
ET180022	5	10	1	5	2	0	2	2	2
ET180023	1	23	1	1	1	3	2	2	2
ET180023	2	22	2	1	1	2	2	1	2
ET180024	1	35	1	1	2	 	2	2	1
ET180024	2	28	2	1	2	 	2	2	1
ET180024	3	7	2	5	2	 	2	2	2
ET180024	4	5	2	5	2	 	2	2	2
ET180025	1	30	1	1	1	2	2	2	2
ET180025	2	22	2	1	2	0	2	1	1
ET180025	15	3	1	5	 	 	2	 	 
ET180026	1	45	1	1	2	0	2	2	2
ET180026	2	32	2	1	2	0	2	1	1
ET180026	3	6	2	5	2	0	2	2	2
ET180026	15	3	2	5	 	 	2	 	 
ET180027	1	46	1	1	1	2	2	2	2
ET180027	2	31	2	1	2	0	2	1	2
ET180027	3	16	1	5	2	0	2	2	2
ET180027	4	10	2	5	1	0	2	2	2
ET180027	5	7	2	5	2	0	2	2	2
ET180028	1	35	1	1	2	0	2	1	1
ET180028	2	25	2	1	2	0	2	1	1
ET180028	3	9	2	5	2	0	2	2	2
ET180028	4	7	2	5	2	0	1	2	2
ET180028	5	5	2	5	2	0	2	2	2
ET180029	1	35	1	1	2	 	2	1	1
ET180029	2	28	2	1	2	 	2	1	1
ET180029	3	9	2	5	1	1	2	2	2
ET180029	4	9	2	5	1	0	2	2	2
ET180029	5	5	2	5	2	0	2	2	2
ET180029	15	3	2	5	 	 	2	 	 
ET180030	1	60	2	3	2	0	2	2	2
ET180030	2	40	1	1	2	0	2	2	2
ET180030	3	30	2	1	2	0	2	1	1
ET180030	4	14	2	5	1	3	2	2	2
ET180030	5	7	1	5	2	0	2	2	2
ET180031	1	29	1	1	2	0	2	2	2
ET180031	2	19	2	1	2	0	2	1	1
ET180032	1	75	1	3	2	 	2	1	1
ET180032	2	55	2	3	2	 	2	1	1
ET180032	3	24	2	1	2	 	1	1	1
ET180032	4	10	1	4	2	 	2	2	2
ET180033	1	25	1	1	2	1	2	2	2
ET180033	2	22	2	1	2	1	2	1	2
ET180033	3	6	1	5	2	1	2	2	2
ET180033	15	3	1	5	 	 	2	 	 
ET180034	1	25	1	1	2	0	2	2	2
ET180034	2	20	2	1	2	0	2	1	1
ET180034	15	2	2	5	 	 	2	 	 
ET180035	1	40	1	1	2	0	2	2	2
ET180035	2	35	2	1	2	0	2	1	2
ET180035	3	11	2	5	2	0	2	2	2
ET180035	4	9	2	5	1	1	2	2	2
ET180035	5	9	2	5	1	1	2	2	2
ET180035	6	7	2	5	2	0	2	2	2
ET180035	15	4	2	5	 	 	2	 	 
ET180036	1	45	1	1	2	 	2	2	2
ET180036	2	32	2	1	2	0	2	1	2
ET180036	3	14	2	5	1	3	2	2	2
ET180036	4	11	1	5	1	1	2	2	2
ET180036	5	8	2	5	2	0	2	2	2
ET180036	6	6	2	5	2	0	2	2	2
ET180036	15	3	1	5	 	 	2	 	 
ET180037	1	35	1	1	2	0	2	2	2
ET180037	2	24	2	1	2	0	2	1	2
ET180037	3	9	2	5	1	1	2	2	2
ET180037	4	8	2	5	2	0	2	2	2
ET180037	5	6	1	5	2	0	2	2	2
ET180038	1	28	1	1	2	2	2	2	2
ET180038	2	19	2	1	2	0	2	1	2
ET180039	1	45	1	1	2	0	2	2	1
ET180039	2	30	2	1	2	0	2	1	2
ET180039	3	9	1	5	1	1	2	2	2
ET180039	4	6	2	5	2	0	1	2	2
ET180039	15	4	1	5	 	 	2	 	 
ET180040	1	40	1	1	2	0	2	2	2
ET180040	2	30	2	1	2	0	2	1	2
ET180040	3	10	2	5	1	1	2	2	2
ET180040	4	5	2	5	2	0	2	2	2
ET180041	1	45	1	1	2	 	2	2	2
ET180041	2	34	2	1	2	0	2	1	2
ET180041	3	16	2	5	1	5	2	2	2
ET180041	4	13	2	5	1	2	2	2	2
ET180041	5	10	1	5	2	0	2	2	2
ET180041	6	7	2	5	2	0	2	2	2
ET180041	7	6	2	5	2	0	2	2	2
ET180041	15	3	1	5	 	 	2	 	 
ET180042	1	35	1	1	1	4	2	2	2
ET180042	2	26	2	1	2	0	2	1	2
ET180042	3	7	1	5	1	2	2	2	2
ET180042	4	5	1	5	2	0	2	2	2
ET180042	15	3	2	5	 	 	1	 	 
ET180043	1	30	1	1	2	0	2	2	2
ET180043	2	28	2	1	2	0	2	1	2
ET180043	3	9	2	5	1	2	2	2	2
ET180043	4	7	1	5	1	1	2	2	2
ET180043	5	5	1	5	2	0	2	2	2
ET180044	1	47	1	1	2	 	2	2	2
ET180044	2	35	2	1	2	0	2	1	2
ET180044	3	19	1	5	1	11	2	2	2
ET180044	4	16	1	5	1	5	2	2	2
ET180044	5	12	2	5	1	3	2	2	2
ET180044	6	9	2	5	1	1	2	2	2
ET180044	7	6	1	5	2	0	2	2	2
ET180044	15	4	1	5	 	 	2	 	 
ET180045	1	46	1	1	2	0	2	2	2
ET180045	2	35	2	1	2	0	1	1	2
ET180045	3	19	1	5	2	4	2	2	2
ET180045	4	16	2	5	1	4	1	2	2
ET180045	5	13	2	5	2	0	2	2	2
ET180045	6	11	1	5	2	0	2	2	2
ET180045	7	6	2	5	2	0	2	2	2
ET180045	15	4	2	5	 	 	2	 	 
ET180046	1	44	1	1	2	 	2	2	1
ET180046	2	33	2	1	2	0	2	1	2
ET180046	3	16	2	5	1	5	2	2	2
ET180046	4	12	1	5	1	3	2	2	2
ET180046	5	8	2	5	1	1	2	2	2
ET180046	6	6	2	5	2	0	2	2	2
ET180046	15	3	2	5	 	 	2	 	 
ET180047	1	33	1	1	2	0	2	2	2
ET180047	2	30	2	1	2	0	2	1	2
ET180047	3	11	2	5	1	1	2	2	2
ET180047	4	8	1	5	2	0	2	2	2
ET180047	5	6	2	5	2	0	 	 	 
ET180047	15	4	1	5	 	 	2	 	 
ET180048	1	35	1	1	2	2	2	2	2
ET180048	2	21	2	1	2	2	2	1	2
ET180048	15	3	1	5	 	 	2	 	 
ET180049	1	30	1	1	2	2	2	2	2
ET180049	2	25	2	1	2	2	2	1	2
ET180049	3	5	2	5	2	0	2	2	2
ET180050	1	45	1	1	2	2	2	2	2
ET180050	2	30	2	1	2	2	2	1	2
ET180050	3	15	2	5	2	2	2	2	2
ET180050	4	10	2	5	2	2	2	2	2
ET180050	5	8	2	5	2	2	2	2	2
ET180050	6	6	1	5	2	2	2	2	2
ET180051	1	40	1	1	1	4	2	2	2
ET180051	2	35	2	1	2	0	2	1	2
ET180051	3	12	2	5	1	2	2	2	2
ET180051	4	8	1	5	1	2	2	2	2
ET180051	5	6	1	5	2	0	2	2	2
ET180051	15	4	2	5	 	 	2	 	 
ET180052	1	40	1	1	2	0	2	2	2
ET180052	2	28	2	1	2	0	2	1	2
ET180052	3	13	2	5	1	3	2	2	2
ET180052	4	10	2	5	1	1	2	2	2
ET180052	5	8	1	5	2	0	2	2	2
ET180052	15	3	2	5	 	 	2	 	 
ET180053	1	35	1	1	2	2	2	1	2
ET180053	2	30	2	1	2	2	2	1	2
ET180053	3	9	2	5	1	1	2	2	2
ET180053	4	7	2	5	1	1	2	2	2
ET180053	5	5	2	5	2	2	2	2	2
ET180054	1	30	2	1	2	3	2	1	2
ET180054	2	11	1	5	1	2	2	2	2
ET180055	1	57	1	1	2	0	2	2	2
ET180055	2	38	2	1	2	0	2	1	2
ET180055	3	20	1	5	1	8	2	2	2
ET180055	4	18	1	5	1	6	2	2	2
ET180055	5	9	1	5	1	3	2	2	2
ET180055	6	7	1	5	2	2	2	2	2
ET180055	15	3	1	5	 	 	2	 	 
ET180056	1	32	1	1	2	0	2	2	2
ET180056	2	25	2	1	2	0	2	2	2
ET180056	3	6	2	5	2	0	2	2	2
ET180056	15	3	1	5	 	 	2	 	 
ET180057	1	36	1	1	2	0	2	2	2
ET180057	2	26	2	1	2	0	2	1	2
ET180057	3	7	1	5	1	0	2	2	2
ET180057	4	6	1	5	2	0	2	2	2
ET180057	15	4	1	5	 	 	2	 	 
ET180058	1	44	1	1	2	0	2	2	2
ET180058	2	33	2	1	2	0	2	1	2
ET180058	3	18	1	5	1	3	2	2	2
ET180058	4	16	2	5	2	0	1	1	2
ET180058	5	8	1	5	2	0	2	2	2
ET180058	6	6	2	5	2	0	2	2	2
ET180058	15	3	1	5	 	 	2	 	 
ET180059	1	45	1	1	2	2	2	2	2
ET180059	2	35	2	1	2	0	2	 	2
ET180059	3	16	2	5	1	7	2	1	2
ET180059	4	14	1	5	1	7	2	2	2
ET180059	5	11	2	5	1	2	2	1	2
ET180059	6	7	2	5	2	0	2	2	2
ET180059	7	5	2	5	2	0	2	2	2
ET180060	1	55	1	1	2	0	2	2	2
ET180060	2	45	2	1	2	0	2	1	2
ET180060	3	20	1	5	2	0	2	2	2
ET180060	4	17	1	5	1	5	2	2	2
ET180060	5	15	2	5	2	0	2	1	2
ET180060	6	13	1	5	2	0	2	2	2
ET180060	7	11	1	5	1	1	2	2	2
ET180060	8	8	2	5	2	0	2	2	2
ET180060	9	5	2	5	2	0	2	2	2
ET180061	1	25	1	1	2	0	2	2	2
ET180061	2	19	2	1	2	3	2	1	2
ET180062	1	44	1	1	2	0	2	2	1
ET180062	2	28	2	1	2	0	2	1	2
ET180062	3	9	1	5	1	1	2	2	2
ET180062	4	7	2	5	2	0	2	2	2
ET180062	15	3	2	5	 	 	2	 	 
ET180063	1	37	1	1	2	0	2	2	2
ET180063	2	21	2	1	2	0	2	1	2
ET180063	3	6	2	5	2	0	2	2	2
ET180063	15	3	2	5	 	 	2	 	 
ET180064	1	47	1	1	2	0	2	2	2
ET180064	2	32	2	1	2	0	2	1	2
ET180064	3	10	1	5	1	2	2	2	2
ET180064	4	7	2	5	2	0	2	2	2
ET180065	1	44	1	1	2	0	2	2	2
ET180065	2	34	2	1	2	0	2	1	2
ET180065	3	15	2	5	2	0	2	1	2
ET180065	4	11	1	5	2	0	2	2	2
ET180065	5	8	2	5	2	0	2	2	2
ET180065	6	7	2	5	2	0	2	2	2
ET180065	15	4	2	5	 	 	2	 	 
ET180066	1	30	1	1	1	9	2	2	2
ET180066	2	30	2	1	2	0	2	1	2
ET180066	3	15	2	5	1	2	2	1	2
ET180066	4	13	1	5	1	2	2	2	2
ET180067	1	55	1	1	2	0	2	2	2
ET180067	2	44	2	1	2	0	2	1	2
ET180067	3	 	1	5	2	0	2	2	2
ET180067	4	 	1	5	2	0	2	2	2
ET180067	5	 	2	5	2	0	2	2	2
ET180067	6	20	2	5	2	0	2	2	2
ET180067	7	16	1	5	1	7	2	2	2
ET180067	8	14	2	5	1	6	2	2	2
ET180067	9	11	2	5	1	3	2	2	2
ET180067	10	9	2	5	1	3	2	2	2
ET180067	11	7	2	5	2	0	2	2	2
ET180067	12	5	1	5	2	0	2	2	2
ET180068	1	35	1	1	2	0	2	2	2
ET180068	2	25	2	1	2	0	2	1	2
ET180068	3	8	2	5	2	0	2	2	2
ET180068	4	5	2	5	2	0	2	2	2
ET180069	1	27	1	1	2	0	2	2	2
ET180069	2	19	2	1	2	0	2	1	2
ET180069	3	5	2	5	2	0	2	2	2
ET180070	1	27	1	1	2	0	1	2	2
ET180070	2	22	2	1	2	0	2	1	2
ET180070	3	5	2	5	2	0	2	2	2
ET180071	1	60	1	1	2	0	2	2	2
ET180071	2	43	2	1	2	0	2	1	2
ET180071	3	23	1	5	1	12	2	2	2
ET180071	4	20	2	5	2	0	2	2	2
ET180071	5	18	2	5	2	0	2	1	2
ET180071	6	15	1	5	2	0	2	1	2
ET180071	7	13	1	5	1	2	2	2	2
ET180071	8	11	1	5	1	2	2	2	2
ET180071	9	7	2	5	2	0	2	2	2
ET180071	15	4	2	5	 	 	2	 	 
ET180072	1	30	1	1	2	2	2	2	2
ET180072	2	23	2	1	2	0	2	1	2
ET180072	3	10	1	5	1	1	2	2	2
ET180072	4	7	1	5	2	0	2	2	2
ET180072	15	3	1	5	 	 	2	 	 
ET180073	1	40	1	1	2	0	2	2	2
ET180073	2	26	2	1	2	0	2	1	2
ET180073	3	11	2	5	1	3	2	2	2
ET180073	4	8	2	5	2	0	2	2	2
ET180073	15	4	1	5	 	 	2	 	 
ET180074	1	39	2	1	2	0	2	2	2
ET180074	2	21	1	5	2	0	2	1	2
ET180074	3	15	1	5	1	5	2	2	2
ET180074	4	7	2	5	2	0	2	2	2
ET180074	5	6	2	5	2	0	2	2	2
ET180074	15	3	1	5	 	 	2	 	 
ET180075	1	30	1	1	2	0	2	2	2
ET180075	2	26	2	1	2	0	2	1	2
ET180075	3	13	2	5	2	0	2	2	2
ET180075	4	11	1	5	1	3	2	2	2
ET180075	5	9	1	5	1	2	2	2	2
ET180075	6	7	1	5	2	0	2	2	2
ET180075	15	4	1	5	 	 	2	 	 
ET180076	1	39	1	1	2	0	2	2	2
ET180076	2	23	2	1	2	0	2	1	2
ET180076	3	6	2	5	2	0	2	2	2
ET180077	1	28	1	1	1	10	1	2	2
ET180077	2	22	2	1	2	0	2	1	2
ET180077	3	15	1	5	1	6	2	2	2
ET180077	4	5	2	5	2	0	2	2	2
