CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSVILR5	HHCSTER5	DOBHHMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPATDR5
131018	4	 	1	 	41	44	 	2	1	 	24	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131018	5	 	4	 	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131018	6	 	1	 	21	24	 	2	7	 	24	 	2	0	0	4	3	1	10	0	 	 	 	 	 	 
131019	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	3	1	1	12	0	 	 	 	 	 	 
131019	1	 	1	 	51	54	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131019	2	 	4	 	46	49	 	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131019	3	 	1	 	41	44	 	2	1	 	23	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
131019	4	 	4	 	27	30	 	2	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131019	5	 	4	 	23	26	 	1	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131019	6	 	1	 	22	25	 	1	7	 	23	 	1	0	0	3	1	1	10	0	 	 	 	 	 	 
131019	7	 	1	 	17	20	 	1	7	 	23	 	2	0	0	3	1	1	11	0	 	 	 	 	 	 
131020	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	6	0	 	 	 	 	 	 
131020	1	 	1	 	56	59	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131020	2	 	1	 	46	49	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131020	3	 	4	 	25	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131020	4	 	4	 	23	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131020	5	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131020	6	 	4	 	20	23	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131020	7	 	4	 	3	6	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131021	0	 	1	 	18	21	 	2	0	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
131021	1	 	3	2016	71	74	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131021	2	 	2	 	51	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131021	3	 	4	 	41	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131021	4	 	4	 	21	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131021	5	 	1	 	60	63	 	1	26	 	23	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
131021	6	 	1	 	45	48	 	2	26	 	23	 	1	1	0	98	99	1	5	0	 	 	 	 	 	 
131021	7	 	1	 	28	31	 	1	25	 	23	 	2	1	0	6	5	1	10	0	 	 	 	 	 	 
131021	8	 	1	 	1	4	 	1	27	 	23	 	5	 	0	0	7	 	 	 	 	 	 	 	 	 
131022	0	 	1	 	18	21	 	1	0	 	21	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
131022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131022	2	 	1	 	56	59	 	1	1	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131022	3	 	1	 	51	54	 	2	1	0	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131022	4	 	1	 	26	29	 	1	7	 	21	 	2	1	1	3	2	1	13	0	 	 	 	 	 	 
131022	5	 	4	 	23	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131022	6	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131022	7	 	1	 	21	24	 	1	7	 	21	 	2	0	0	3	2	1	7	0	 	 	 	 	 	 
131022	8	 	1	 	20	23	 	2	16	 	21	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
131023	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	9	0	 	 	 	 	 	 
131023	1	 	1	 	61	64	 	1	1	 	23	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
131023	2	 	1	 	51	54	 	2	1	1	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131023	3	 	1	 	41	44	 	1	7	 	23	 	2	1	0	2	1	1	1	0	 	 	 	 	 	 
131023	4	 	1	 	36	39	 	1	7	 	23	 	2	1	0	2	1	0	 	 	 	 	 	 	 	 
131023	5	 	1	 	31	34	 	1	7	 	23	 	2	1	0	2	1	1	10	0	 	 	 	 	 	 
131023	6	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131023	7	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131023	8	 	1	 	37	40	 	2	19	 	23	 	6	1	0	98	98	1	7	0	 	 	 	 	 	 
131023	9	 	1	 	32	35	 	2	19	 	23	 	6	1	0	98	98	1	5	0	 	 	 	 	 	 
131023	10	 	1	 	8	11	 	1	19	 	23	11	5	 	0	8	3	 	 	 	1	6	1	 	 	3
131023	11	 	1	 	7	10	 	2	19	 	23	6	5	 	0	8	3	 	 	 	1	5	1	 	 	3
131023	12	 	1	 	9	12	 	2	19	 	23	5	5	0	0	9	4	 	 	 	1	5	1	 	 	3
131023	13	 	1	 	7	10	 	2	19	 	23	4	5	 	0	9	4	 	 	 	1	5	1	 	 	3
131023	14	 	1	 	5	8	 	2	14	 	23	7	5	 	0	9	4	 	 	 	1	2	1	 	 	3
131023	15	 	1	 	 	25	 	2	16	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
131024	0	 	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	10	0	 	 	 	 	 	 
131024	1	 	2	 	47	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	2	 	2	 	35	38	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	3	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	4	 	4	 	17	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	5	 	2	 	43	46	 	1	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	6	 	1	 	38	41	 	1	25	 	23	 	 	1	0	98	98	1	12	0	 	 	 	 	 	 
131024	7	 	2	 	59	62	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	8	 	2	 	65	68	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131024	11	 	1	 	 	0	11	2	27	 	23	 	2	 	1	0	6	 	 	 	 	 	 	 	 	 
131025	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	99	4	1	10	0	 	 	 	 	 	 
131025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131025	3	 	4	 	66	69	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131025	4	 	1	 	49	52	 	1	1	 	23	 	 	3	0	99	99	1	10	0	 	 	 	 	 	 
131025	5	 	3	2014	43	46	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131025	6	 	4	 	25	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131025	7	 	4	 	23	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131025	8	 	1	 	21	24	 	1	7	 	23	 	2	0	0	99	4	1	10	0	 	 	 	 	 	 
131026	0	 	1	 	18	21	 	2	0	 	23	 	2	0	0	5	4	1	10	0	 	 	 	 	 	 
131026	1	 	1	 	81	84	 	2	17	 	23	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
131026	2	 	3	2015	76	79	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131026	3	 	4	 	66	69	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131026	4	 	1	 	61	64	 	1	1	 	23	 	 	1	0	1	99	0	 	 	 	 	 	 	 	 
131026	5	 	1	 	56	59	 	2	1	 	23	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
131026	6	 	4	 	46	49	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131026	7	 	4	 	39	42	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131026	8	 	4	 	28	31	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131026	9	 	4	 	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131026	10	 	1	 	17	20	 	2	7	 	23	 	2	0	0	5	4	1	12	1	 	 	 	 	 	 
131026	28	 	1	 	15	18	 	1	7	 	23	 	2	0	0	5	4	1	10	0	 	 	 	 	 	 
131026	29	 	1	 	12	15	 	1	7	 	23	8	2	0	0	5	4	 	 	 	1	9	1	 	 	3
131027	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
131027	1	 	1	 	49	52	 	1	1	 	23	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
131027	2	 	1	 	42	45	 	2	1	 	23	 	1	1	0	99	98	1	10	0	 	 	 	 	 	 
131027	3	 	1	 	22	25	 	1	7	 	23	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
131028	0	 	1	 	18	21	 	1	0	 	24	 	2	0	0	4	3	1	11	0	 	 	 	 	 	 
131028	1	 	4	 	81	84	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	2	 	4	 	76	79	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	3	 	1	 	56	59	 	1	1	 	23	 	 	1	0	98	98	0	 	 	 	 	 	 	 	 
131028	4	 	1	 	46	49	 	2	1	1	23	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
131028	5	 	4	 	41	44	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	6	 	4	 	33	36	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	7	 	1	 	28	31	 	1	7	 	24	 	2	0	0	4	3	1	6	0	 	 	 	 	 	 
131028	8	 	4	 	27	30	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	9	 	4	 	23	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	10	 	1	 	21	24	 	2	7	 	23	 	2	0	0	4	3	1	5	0	 	 	 	 	 	 
131028	11	 	1	 	20	23	 	1	7	 	23	 	2	0	0	4	3	1	10	0	 	 	 	 	 	 
131028	28	 	4	 	15	18	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131028	29	 	4	 	12	15	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131029	0	 	1	 	18	21	 	1	0	 	23	 	2	0	0	2	3	1	5	0	 	 	 	 	 	 
131029	1	 	1	 	71	74	 	2	6	 	23	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
131029	2	 	1	 	37	40	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131029	3	 	1	 	41	44	 	1	1	 	23	 	 	1	0	1	99	0	 	 	 	 	 	 	 	 
131029	28	 	1	 	15	18	 	1	7	 	23	 	2	0	0	2	3	0	 	 	 	 	 	 	 	 
131030	0	 	1	 	18	21	 	1	0	 	21	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
131030	1	 	1	 	56	59	 	1	1	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131030	2	 	1	 	46	49	 	2	1	 	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131030	3	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131030	4	 	1	 	20	23	 	1	7	 	21	 	2	0	0	2	1	1	10	0	 	 	 	 	 	 
131031	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	98	98	1	13	0	 	 	 	 	 	 
131031	1	 	1	 	48	51	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131031	2	 	1	 	39	42	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131031	3	 	4	 	18	21	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131032	0	 	1	 	18	21	 	1	0	 	21	 	2	0	0	4	3	1	12	0	 	 	 	 	 	 
131032	1	 	1	 	71	74	 	1	6	 	21	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
131032	2	 	1	 	66	69	 	2	6	 	21	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
131032	3	 	1	 	51	54	 	1	1	 	21	 	 	1	0	2	1	1	7	0	 	 	 	 	 	 
131032	4	 	1	 	46	49	 	2	1	 	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131032	5	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131032	28	 	1	 	14	17	 	1	7	 	21	6	2	0	0	4	3	 	 	 	1	11	1	 	 	3
131032	29	 	1	 	9	12	 	2	7	 	21	4	2	0	0	4	3	 	 	 	1	10	1	 	 	3
131034	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	3	2	1	15	0	 	 	 	 	 	 
131034	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131034	2	 	1	 	61	64	 	1	1	 	21	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
131034	3	 	1	 	49	52	 	2	1	 	21	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
131034	4	 	1	 	30	33	 	1	7	 	21	 	2	1	0	3	2	1	15	0	 	 	 	 	 	 
131034	5	 	1	 	25	28	 	1	7	 	21	 	2	0	0	3	2	1	15	0	 	 	 	 	 	 
131034	6	 	1	 	23	26	 	1	7	 	21	 	2	0	0	3	2	1	17	0	 	 	 	 	 	 
131034	7	 	2	 	20	23	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131034	8	 	1	 	 	28	 	2	28	 	21	 	6	1	0	98	98	1	16	0	 	 	 	 	 	 
131035	0	 	1	 	18	21	 	1	0	 	23	 	2	0	0	3	2	1	8	0	 	 	 	 	 	 
131035	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131035	2	 	1	 	46	49	 	1	1	 	23	 	 	1	0	99	99	1	9	0	 	 	 	 	 	 
131035	3	 	1	 	41	44	 	2	1	 	23	 	1	1	0	99	98	0	 	 	 	 	 	 	 	 
131035	4	 	1	 	22	25	 	1	7	 	23	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
131035	5	 	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131036	0	 	1	 	18	21	 	2	0	 	23	 	5	0	0	99	99	1	10	0	 	 	 	 	 	 
131036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131036	3	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131036	4	 	1	 	21	24	 	2	7	 	23	 	5	0	0	99	99	1	10	0	 	 	 	 	 	 
131036	5	 	1	 	16	19	 	1	7	 	23	 	5	0	0	99	99	1	12	0	 	 	 	 	 	 
131036	6	 	1	 	74	77	 	2	6	 	23	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
131037	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
131037	1	 	1	 	46	49	 	1	1	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131037	2	 	1	 	41	44	 	2	1	 	23	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
131037	3	 	1	 	24	27	 	1	7	 	23	 	2	0	0	2	1	1	9	0	 	 	 	 	 	 
131037	4	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131037	5	 	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131038	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
131038	1	 	3	2016	81	84	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131038	2	 	1	 	43	46	 	1	1	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131038	3	 	1	 	37	40	 	2	1	 	21	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
131038	4	 	4	 	20	23	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131038	28	 	1	 	15	18	 	1	7	 	21	 	2	0	0	3	2	1	9	0	 	 	 	 	 	 
131039	0	 	1	 	19	22	 	2	0	 	23	 	6	1	0	98	98	1	13	0	 	 	 	 	 	 
131039	1	 	4	 	51	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	2	 	4	 	41	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	3	 	4	 	36	39	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	4	 	4	 	31	34	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	5	 	4	 	31	34	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	6	 	4	 	23	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	7	 	4	 	21	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	8	 	4	 	17	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	9	 	4	 	76	79	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	10	 	4	 	12	15	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	11	 	4	 	9	12	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131039	12	 	1	 	59	62	 	1	26	 	23	 	 	1	0	99	99	1	7	0	 	 	 	 	 	 
131039	13	 	1	 	45	48	 	2	26	 	23	 	1	1	0	98	99	1	2	0	 	 	 	 	 	 
131039	14	 	1	 	26	29	 	1	25	 	23	 	2	1	0	13	12	1	10	0	 	 	 	 	 	 
131039	15	 	1	 	19	22	 	1	16	 	23	 	2	0	0	13	12	1	13	0	 	 	 	 	 	 
131039	16	 	1	 	15	18	 	2	16	 	23	 	6	0	0	98	98	1	13	0	 	 	 	 	 	 
131039	17	 	1	 	 	2	 	1	27	 	23	 	5	 	0	0	14	 	 	 	 	 	 	 	 	 
131040	0	 	1	 	18	21	 	2	0	 	24	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
131040	1	 	1	 	56	59	 	1	1	 	24	 	 	1	0	99	99	1	12	0	 	 	 	 	 	 
131040	2	 	1	 	51	54	 	2	1	1	24	 	1	1	0	98	99	1	15	0	 	 	 	 	 	 
131040	3	 	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131040	4	 	1	 	17	20	 	2	7	 	24	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
131041	0	 	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	9	0	 	 	 	 	 	 
131041	1	 	4	 	81	84	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131041	2	 	4	 	51	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131041	3	 	4	 	41	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131041	4	 	4	 	24	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131041	5	 	4	 	22	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131041	6	 	1	 	28	31	 	1	25	 	23	 	 	1	0	98	98	1	13	0	 	 	 	 	 	 
131041	7	 	1	 	4	7	 	2	27	 	23	12	2	 	0	0	6	 	 	 	1	0	1	 	 	1
131041	8	 	1	 	1	4	 	1	27	 	23	 	2	 	0	0	6	 	 	 	 	 	 	 	 	 
131042	0	1	1	 	18	21	 	2	0	 	23	 	1	1	0	98	98	1	15	0	 	 	 	 	 	 
131042	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	2	0	4	 	42	45	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	3	0	4	 	39	42	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	4	0	4	 	29	32	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	5	0	4	 	16	19	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	28	0	4	 	14	17	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	29	0	4	 	12	15	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131042	30	3	1	 	 	60	 	1	26	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
131042	31	3	1	 	 	55	 	2	26	 	23	 	3	1	0	98	99	0	 	 	 	 	 	 	 	 
131042	32	3	1	 	 	27	 	1	25	 	23	 	 	1	0	31	30	1	15	0	 	 	 	 	 	 
131042	33	3	1	 	 	0	7	2	27	 	23	 	2	 	0	0	32	 	 	 	 	 	 	 	 	 
131043	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
131043	1	 	1	 	49	52	 	1	1	 	23	 	 	1	0	99	99	1	8	0	 	 	 	 	 	 
131043	2	 	1	 	41	44	 	2	1	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131043	3	 	4	 	26	29	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131043	4	 	4	 	26	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131043	5	 	3	2014	65	68	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131044	0	 	1	 	19	22	 	1	0	 	23	 	5	0	0	4	3	1	12	1	 	 	 	 	 	 
131044	1	 	1	 	66	69	 	1	6	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
131044	2	 	1	 	59	62	 	2	6	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
131044	3	 	1	 	46	49	 	1	1	 	23	 	2	1	0	2	1	1	10	0	 	 	 	 	 	 
131044	4	 	1	 	41	44	 	2	1	 	23	 	6	1	0	98	99	1	10	0	 	 	 	 	 	 
131044	5	 	1	 	27	30	 	1	13	 	23	 	2	1	0	2	1	1	12	0	 	 	 	 	 	 
131044	6	 	1	 	25	28	 	1	13	 	23	 	2	1	0	2	1	1	12	0	 	 	 	 	 	 
131044	7	 	1	 	17	20	 	2	7	 	23	 	5	0	0	4	3	1	12	1	 	 	 	 	 	 
131044	8	 	1	 	 	20	 	2	13	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
131045	0	 	1	 	18	21	 	2	0	 	23	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
131045	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131045	2	 	1	 	46	49	 	1	1	 	23	 	 	0	0	99	99	1	5	0	 	 	 	 	 	 
131045	3	 	1	 	41	44	 	2	1	 	23	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
131045	4	 	1	 	21	24	 	1	7	 	23	 	2	0	0	3	2	1	15	1	 	 	 	 	 	 
131045	5	 	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131046	0	 	1	 	19	22	 	1	0	 	23	 	2	0	0	2	1	1	10	1	 	 	 	 	 	 
131046	1	 	1	 	46	49	 	1	1	 	23	 	 	1	0	99	99	1	9	0	 	 	 	 	 	 
131046	2	 	1	 	44	47	 	2	1	 	23	 	1	1	0	99	99	1	7	0	 	 	 	 	 	 
131046	3	 	1	 	24	27	 	1	7	 	23	 	2	1	0	2	1	1	15	0	 	 	 	 	 	 
131046	4	 	1	 	22	25	 	1	7	 	23	 	2	0	0	2	1	1	17	0	 	 	 	 	 	 
131046	5	 	1	 	20	23	 	2	28	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
131046	6	 	1	 	1	4	 	1	19	 	23	 	5	 	0	5	3	 	 	 	 	 	 	 	 	 
131046	7	 	1	 	 	2	 	2	19	 	23	 	5	 	0	5	3	 	 	 	 	 	 	 	 	 
131047	0	 	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	9	0	 	 	 	 	 	 
131047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	2	 	4	 	66	69	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	3	 	4	 	51	54	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	4	 	4	 	46	49	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	5	 	4	 	41	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	6	 	4	 	39	42	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	7	 	4	 	36	39	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	8	 	4	 	31	34	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	9	 	4	 	18	21	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	29	 	4	 	14	17	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131047	30	 	1	 	23	26	 	1	25	 	23	 	 	1	0	31	32	1	6	0	 	 	 	 	 	 
131047	31	 	1	 	56	59	 	2	26	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
131047	32	 	1	 	60	63	 	1	26	 	23	 	3	1	0	31	32	0	 	 	 	 	 	 	 	 
131048	0	 	1	 	18	21	 	2	0	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
131048	1	 	4	 	46	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131048	2	 	4	 	39	42	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
