CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSVILR5	HHCSTER5	DOBHHMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	TYPATDR5
11042	3	 	1	 	41	44	 	1	1	 	23	 	 	1	0	99	99	1	4	0	 	 	 	 	 	 
11042	4	 	1	 	36	39	 	2	1	 	23	 	1	1	0	98	98	1	7	0	 	 	 	 	 	 
11042	5	 	1	 	17	20	 	2	7	 	23	 	2	0	0	4	3	1	12	1	 	 	 	 	 	 
11043	0	 	1	 	18	21	 	1	0	 	24	 	2	0	0	6	3	1	13	0	 	 	 	 	 	 
11043	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	2	 	1	 	61	64	 	2	6	 	24	 	3	3	0	99	99	1	5	0	 	 	 	 	 	 
11043	3	 	1	 	46	49	 	1	1	 	24	 	 	1	0	2	99	1	13	0	 	 	 	 	 	 
11043	4	 	2	 	43	46	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	5	 	2	 	41	44	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	6	 	1	 	39	42	 	2	1	 	24	 	1	1	0	98	99	1	15	0	 	 	 	 	 	 
11043	7	 	2	 	38	41	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	8	 	2	 	38	41	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	10	 	2	 	10	13	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11043	28	 	1	 	13	16	 	1	7	 	24	7	2	0	0	6	3	 	 	 	1	10	1	 	 	1
11044	0	 	1	 	19	22	 	2	0	 	21	 	6	1	0	98	98	1	8	0	 	 	 	 	 	 
11044	1	 	4	 	41	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11044	2	 	4	 	36	39	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11044	3	 	4	 	17	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11044	4	 	1	 	24	27	 	1	25	 	21	 	2	1	0	7	6	0	 	 	 	 	 	 	 	 
11044	5	 	1	 	1	4	 	1	27	 	21	 	5	 	0	0	4	 	 	 	 	 	 	 	 	 
11044	6	 	1	 	55	58	 	1	26	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
11044	7	 	1	 	47	50	 	2	26	 	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
11044	8	 	1	 	 	0	2	1	27	 	21	 	5	 	0	0	4	 	 	 	 	 	 	 	 	 
11045	0	 	1	 	18	21	 	1	0	 	21	 	2	1	0	3	2	1	10	0	 	 	 	 	 	 
11045	1	 	1	 	51	54	 	2	6	 	21	 	3	1	0	99	99	1	2	0	 	 	 	 	 	 
11045	2	 	1	 	36	39	 	1	1	 	21	 	 	1	0	1	99	1	7	0	 	 	 	 	 	 
11045	3	 	1	 	39	42	 	2	1	 	21	 	1	1	0	99	99	1	10	0	 	 	 	 	 	 
11045	4	 	1	 	17	20	 	1	7	 	21	 	2	0	0	3	2	1	8	0	 	 	 	 	 	 
11045	5	 	1	 	 	20	 	2	25	 	23	 	6	1	0	98	98	1	10	0	 	 	 	 	 	 
11045	6	 	1	 	 	0	0	1	27	 	21	 	5	 	0	5	0	 	 	 	 	 	 	 	 	 
11046	0	 	1	 	18	21	 	1	0	 	23	 	2	0	0	3	2	1	12	0	 	 	 	 	 	 
11046	1	 	3	2015	71	74	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11046	2	 	1	 	41	44	 	1	1	 	23	 	 	1	0	98	99	1	2	0	 	 	 	 	 	 
11046	3	 	1	 	35	38	 	2	1	 	24	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
11046	4	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11046	28	 	4	 	14	17	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11047	0	 	1	 	19	22	 	2	0	 	23	 	2	1	0	3	2	1	15	0	 	 	 	 	 	 
11047	1	 	1	 	81	84	 	2	5	 	23	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
11047	2	 	1	 	41	44	 	1	1	 	23	 	 	1	0	1	99	1	9	0	 	 	 	 	 	 
11047	3	 	1	 	36	39	 	2	1	 	23	 	1	1	0	98	99	1	5	0	 	 	 	 	 	 
11047	4	 	1	 	16	19	 	2	7	 	23	 	2	0	0	3	2	1	9	0	 	 	 	 	 	 
11047	5	 	1	 	 	30	 	1	25	 	23	 	6	1	0	98	98	1	16	0	 	 	 	 	 	 
11048	0	 	1	 	19	22	 	2	0	 	23	 	6	1	0	98	98	1	12	0	 	 	 	 	 	 
11048	1	 	4	 	40	43	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11048	2	 	4	 	35	38	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11048	3	 	4	 	18	21	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11048	4	 	1	 	46	49	 	1	26	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
11048	5	 	1	 	42	45	 	2	26	 	23	 	1	1	0	99	99	1	5	0	 	 	 	 	 	 
11048	6	 	1	 	23	26	 	1	25	 	23	 	2	1	0	5	4	1	10	0	 	 	 	 	 	 
11048	7	 	1	 	 	3	 	1	27	 	23	 	5	 	0	0	6	 	 	 	 	 	 	 	 	 
11048	8	 	1	 	 	0	3	2	27	 	23	 	5	 	0	0	6	 	 	 	 	 	 	 	 	 
11049	0	1	1	 	19	22	 	2	0	 	23	 	1	1	0	98	98	1	15	0	 	 	 	 	 	 
11049	1	0	4	 	61	64	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	2	0	4	 	49	52	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	3	0	4	 	43	46	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	4	0	4	 	41	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	5	0	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	6	0	4	 	20	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11049	7	1	1	 	 	24	 	1	25	 	23	 	 	1	0	98	98	1	12	0	 	 	 	 	 	 
11049	8	1	1	 	 	0	6	2	27	 	23	 	2	 	0	0	7	 	 	 	 	 	 	 	 	 
11050	0	 	1	 	19	22	 	2	0	 	23	 	5	0	0	3	99	1	12	0	 	 	 	 	 	 
11050	1	 	1	 	61	64	 	1	5	 	23	 	 	1	0	99	99	1	1	0	 	 	 	 	 	 
11050	2	 	1	 	51	54	 	2	5	 	23	 	1	1	0	99	99	1	2	0	 	 	 	 	 	 
11050	3	 	1	 	38	41	 	2	1	 	23	 	2	3	0	2	1	1	7	0	 	 	 	 	 	 
11050	4	 	1	 	33	36	 	1	13	 	23	 	2	1	0	2	1	1	13	0	 	 	 	 	 	 
11050	5	 	4	 	31	34	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11050	6	 	1	 	30	33	 	1	13	 	23	 	2	1	0	2	1	1	7	0	 	 	 	 	 	 
11050	7	 	1	 	28	31	 	2	13	 	23	 	6	1	0	98	99	1	15	0	 	 	 	 	 	 
11050	8	 	1	 	 	27	 	2	13	 	23	 	6	1	0	98	99	1	8	0	 	 	 	 	 	 
11050	9	 	1	 	 	1	 	2	28	 	23	 	5	 	0	7	4	 	 	 	 	 	 	 	 	 
11050	10	 	1	 	 	0	1	2	19	 	23	 	5	 	0	7	4	 	 	 	 	 	 	 	 	 
21001	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	1	1	9	0	 	 	 	 	 	 
21001	1	 	1	 	46	49	 	1	1	 	22	 	 	1	0	98	98	0	 	 	 	 	 	 	 	 
21001	2	 	1	 	41	44	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21001	3	 	1	 	22	25	 	2	7	 	22	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
21001	4	 	1	 	17	20	 	1	7	 	22	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
21002	0	 	1	 	18	21	 	2	0	 	22	 	2	1	0	1	99	1	11	0	 	 	 	 	 	 
21002	1	 	1	 	43	46	 	2	1	 	22	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
21002	2	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	3	 	1	 	 	27	 	1	25	 	22	 	6	1	0	98	99	1	6	0	 	 	 	 	 	 
21003	0	 	1	 	18	21	 	1	0	 	22	 	2	0	0	2	99	1	2	0	 	 	 	 	 	 
21003	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21003	2	 	1	 	43	46	 	2	1	 	22	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
21003	3	 	1	 	21	24	 	2	7	 	22	 	2	0	0	2	99	1	9	0	 	 	 	 	 	 
21003	4	 	1	 	20	23	 	2	7	 	22	 	2	0	0	2	99	1	7	0	 	 	 	 	 	 
21004	0	 	1	 	18	21	 	1	0	 	22	 	2	1	0	2	1	1	8	0	 	 	 	 	 	 
21004	1	 	1	 	41	44	 	1	1	 	22	 	 	1	0	99	98	0	 	 	 	 	 	 	 	 
21004	2	 	1	 	36	39	 	2	1	 	22	 	1	1	0	99	98	0	 	 	 	 	 	 	 	 
21004	3	 	1	 	 	20	 	2	25	 	22	 	9	1	0	98	98	1	5	0	 	 	 	 	 	 
21005	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
21005	1	 	1	 	39	42	 	1	1	 	22	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
21005	2	 	1	 	36	39	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21005	3	 	1	 	23	26	 	1	7	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21006	0	 	1	 	18	21	 	1	0	 	22	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21006	1	 	1	 	53	56	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21006	2	 	1	 	45	48	 	2	1	 	22	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
21006	3	 	1	 	27	30	 	1	7	 	22	 	2	0	0	2	1	1	14	0	 	 	 	 	 	 
21006	4	 	1	 	25	28	 	1	7	 	22	 	2	0	0	2	1	1	9	0	 	 	 	 	 	 
21006	5	 	1	 	8	11	 	2	7	 	22	9	2	 	0	2	1	 	 	 	1	6	1	 	 	3
21007	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	1	99	1	12	1	 	 	 	 	 	 
21007	1	 	1	 	53	56	 	2	1	 	22	 	 	3	0	98	98	0	 	 	 	 	 	 	 	 
21007	2	 	4	 	32	35	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21007	3	 	4	 	28	31	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21007	4	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	0	 	1	 	18	21	 	2	0	 	22	 	2	0	0	3	2	1	12	1	 	 	 	 	 	 
21008	1	 	1	 	51	54	 	2	13	 	22	 	4	0	0	99	99	0	 	 	 	 	 	 	 	 
21008	2	 	1	 	46	49	 	1	1	 	22	 	 	1	0	99	99	1	16	0	 	 	 	 	 	 
21008	3	 	1	 	36	39	 	2	1	 	22	 	1	1	0	98	99	1	7	0	 	 	 	 	 	 
21008	4	 	1	 	16	19	 	2	7	 	22	 	2	0	0	3	2	1	12	1	 	 	 	 	 	 
21008	5	 	1	 	13	16	 	1	7	 	22	2	4	0	0	3	2	 	 	 	1	9	1	 	 	3
21009	0	 	1	 	18	21	 	1	0	 	22	 	2	0	0	2	99	1	12	0	 	 	 	 	 	 
21009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21009	2	 	1	 	59	62	 	2	1	 	22	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
21009	3	 	4	 	31	34	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21009	4	 	4	 	28	31	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21009	5	 	4	 	25	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21010	0	1	1	 	18	21	 	2	0	 	22	 	1	1	0	98	98	1	10	0	 	 	 	 	 	 
21010	1	0	 	 	61	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21010	3	0	 	 	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21010	4	3	1	 	 	24	 	1	25	 	22	 	 	1	0	98	99	1	10	0	 	 	 	 	 	 
21010	5	3	1	 	 	1	 	1	27	 	22	 	2	 	0	0	4	 	 	 	 	 	 	 	 	 
21011	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	1	1	14	0	 	 	 	 	 	 
21011	1	 	1	 	39	42	 	1	1	 	22	 	 	1	0	4	99	1	15	0	 	 	 	 	 	 
21011	2	 	1	 	36	39	 	2	1	 	22	 	1	1	0	98	99	1	10	0	 	 	 	 	 	 
21011	3	 	1	 	18	21	 	2	7	 	22	 	2	0	0	2	1	1	14	0	 	 	 	 	 	 
21011	4	 	1	 	57	60	 	2	5	 	22	 	3	3	0	99	99	0	 	 	 	 	 	 	 	 
21011	5	 	3	2016	60	63	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	0	 	1	 	19	22	 	2	0	 	24	 	2	1	0	2	1	1	9	0	 	 	 	 	 	 
21012	1	 	1	 	56	59	 	1	1	 	24	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21012	2	 	1	 	41	44	 	2	1	 	24	 	1	1	0	99	98	0	 	 	 	 	 	 	 	 
21012	3	 	1	 	 	25	 	1	25	 	24	 	6	1	0	98	98	1	9	0	 	 	 	 	 	 
21013	0	1	1	 	19	22	 	2	0	 	23	 	9	1	0	98	98	1	12	0	 	 	 	 	 	 
21013	1	0	 	 	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21013	2	0	 	 	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21013	3	0	 	 	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21013	4	0	 	 	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21013	5	3	1	 	 	28	 	1	25	 	23	 	2	1	0	7	6	1	12	0	 	 	 	 	 	 
21013	6	3	1	 	 	48	 	1	26	 	23	 	 	1	0	98	99	0	 	 	 	 	 	 	 	 
21013	7	3	1	 	 	46	 	2	26	 	23	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21013	8	3	1	 	 	22	 	1	16	 	23	 	2	0	0	7	6	1	10	0	 	 	 	 	 	 
21014	0	 	1	 	19	22	 	1	0	 	23	 	5	1	0	99	98	1	9	0	 	 	 	 	 	 
21014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	2	 	1	 	51	54	 	2	5	 	23	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	28	 	4	 	15	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21014	29	 	1	 	 	21	 	2	25	 	23	 	5	1	0	98	98	1	12	0	 	 	 	 	 	 
21014	30	 	1	 	 	1	 	1	27	 	23	 	5	 	0	29	0	 	 	 	 	 	 	 	 	 
21015	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	2	1	1	7	0	 	 	 	 	 	 
21015	1	 	1	 	36	39	 	1	1	 	22	 	 	1	0	98	98	1	8	0	 	 	 	 	 	 
21015	2	 	1	 	33	36	 	2	1	 	22	 	1	1	0	99	99	1	2	0	 	 	 	 	 	 
21015	28	 	1	 	15	18	 	1	7	 	22	 	2	0	0	2	1	1	11	1	 	 	 	 	 	 
21016	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	98	99	1	9	0	 	 	 	 	 	 
21016	1	 	1	 	66	69	 	2	6	 	22	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
21016	2	 	1	 	37	40	 	1	1	 	22	 	 	1	0	1	98	0	 	 	 	 	 	 	 	 
21016	3	 	1	 	35	38	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21016	4	 	1	 	21	24	 	1	7	 	22	 	2	0	0	3	2	1	5	0	 	 	 	 	 	 
21016	5	 	1	 	17	20	 	1	7	 	22	 	2	0	0	3	2	0	 	 	 	 	 	 	 	 
21017	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	4	3	1	5	0	 	 	 	 	 	 
21017	1	 	1	 	71	74	 	1	6	 	22	 	3	0	0	99	99	0	 	 	 	 	 	 	 	 
21017	2	 	1	 	65	68	 	2	5	 	22	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
21017	3	 	1	 	46	49	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21017	4	 	1	 	43	46	 	2	1	 	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21017	5	 	1	 	20	23	 	2	7	 	22	 	2	1	0	4	3	1	6	0	 	 	 	 	 	 
21017	28	 	1	 	15	18	 	2	7	 	22	 	2	0	0	4	3	1	12	1	 	 	 	 	 	 
21018	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	2	99	1	12	1	 	 	 	 	 	 
21018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	2	 	1	 	59	62	 	2	1	 	22	 	 	3	0	99	99	0	 	 	 	 	 	 	 	 
21019	0	 	1	 	19	22	 	2	0	 	21	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21019	1	 	1	 	46	49	 	1	1	 	21	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21019	2	 	1	 	41	44	 	2	1	 	21	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21019	3	 	2	 	24	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21019	28	 	1	 	15	18	 	2	7	 	21	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21020	0	1	1	 	19	22	 	2	0	 	21	 	9	1	0	98	98	1	12	0	 	 	 	 	 	 
21020	1	0	 	 	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21020	2	0	 	 	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21020	3	0	 	 	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21020	4	3	1	 	 	30	 	1	25	 	21	 	2	1	0	6	99	1	14	0	 	 	 	 	 	 
21020	6	3	1	 	 	45	 	2	26	 	21	 	 	3	0	98	99	0	 	 	 	 	 	 	 	 
21020	7	3	1	 	 	29	 	1	28	 	21	 	2	1	0	6	99	1	10	0	 	 	 	 	 	 
21020	8	3	1	 	 	20	 	2	28	 	21	 	9	1	0	98	98	1	12	0	 	 	 	 	 	 
21020	9	3	1	 	 	2	 	2	27	 	21	 	5	 	0	0	4	 	 	 	 	 	 	 	 	 
21021	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	2	99	1	12	2	 	 	 	 	 	 
21021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21021	2	 	1	 	39	42	 	2	1	 	21	 	 	3	0	99	99	1	10	0	 	 	 	 	 	 
21021	3	 	1	 	23	26	 	1	7	 	21	 	2	0	0	2	99	1	12	0	 	 	 	 	 	 
21021	4	 	1	 	21	24	 	1	7	 	21	 	2	0	0	2	99	1	10	0	 	 	 	 	 	 
21022	0	 	1	 	19	22	 	2	0	 	21	 	2	0	0	2	1	1	11	0	 	 	 	 	 	 
21022	1	 	1	 	40	43	 	1	1	 	21	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
21022	2	 	1	 	36	39	 	2	1	 	21	 	1	1	0	98	98	0	 	 	 	 	 	 	 	 
21022	3	 	4	 	22	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21022	4	 	1	 	17	20	 	1	7	 	21	 	2	0	0	2	1	1	11	0	 	 	 	 	 	 
21023	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21023	1	 	1	 	39	42	 	1	1	 	21	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
21023	2	 	1	 	36	39	 	2	1	 	21	 	1	1	0	98	99	1	5	0	 	 	 	 	 	 
21023	3	 	1	 	18	21	 	2	7	 	21	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
21023	28	 	1	 	15	18	 	1	7	 	21	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21024	0	 	1	 	19	22	 	2	0	 	21	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
21024	1	 	1	 	43	46	 	1	1	 	21	 	 	1	0	99	99	1	10	0	 	 	 	 	 	 
21024	2	 	1	 	39	42	 	2	1	 	21	 	1	1	0	98	99	1	12	0	 	 	 	 	 	 
21024	3	 	1	 	23	26	 	2	7	 	21	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21024	4	 	1	 	21	24	 	1	7	 	21	 	2	0	0	2	1	1	13	1	 	 	 	 	 	 
21025	0	 	1	 	19	22	 	1	0	 	21	 	2	0	0	2	1	1	15	0	 	 	 	 	 	 
21025	1	 	1	 	37	40	 	1	1	 	22	 	 	1	0	99	99	1	9	0	 	 	 	 	 	 
21025	2	 	1	 	34	37	 	2	1	 	21	 	1	1	0	98	98	1	9	0	 	 	 	 	 	 
21025	3	 	1	 	18	21	 	2	7	 	21	 	2	0	0	2	1	1	12	0	 	 	 	 	 	 
21026	0	 	1	 	18	21	 	1	0	 	22	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
21026	1	 	1	 	41	44	 	1	1	 	22	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
21026	2	 	1	 	38	41	 	2	1	 	22	 	 	1	0	98	99	1	3	0	 	 	 	 	 	 
21026	3	 	1	 	17	20	 	1	7	 	22	 	2	0	0	2	1	0	 	 	 	 	 	 	 	 
21026	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21026	28	 	1	 	13	16	 	1	7	 	22	6	2	0	0	2	1	 	 	 	1	8	1	 	 	3
21027	0	 	1	 	18	21	 	2	0	 	22	 	2	0	0	4	3	1	15	0	 	 	 	 	 	 
21027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	2	 	3	2015	60	63	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	3	 	1	 	38	41	 	1	1	 	22	 	 	1	0	99	99	1	16	0	 	 	 	 	 	 
21027	4	 	1	 	35	38	 	2	1	 	22	 	1	1	0	99	99	1	5	0	 	 	 	 	 	 
21027	5	 	4	 	25	28	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	6	 	1	 	17	20	 	1	7	 	22	 	2	0	0	4	3	1	10	1	 	 	 	 	 	 
21028	0	 	1	 	19	22	 	2	0	 	22	 	2	0	0	3	2	1	14	0	 	 	 	 	 	 
21028	1	 	3	2016	61	64	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21028	2	 	1	 	39	42	 	1	1	 	22	 	 	1	0	98	99	1	15	0	 	 	 	 	 	 
21028	3	 	1	 	33	36	 	2	1	 	22	 	1	1	0	99	99	1	10	0	 	 	 	 	 	 
21028	28	 	1	 	15	18	 	1	7	 	22	 	2	0	0	3	2	1	12	1	 	 	 	 	 	 
21029	0	 	1	 	18	21	 	2	0	 	22	 	2	0	0	2	1	1	15	1	 	 	 	 	 	 
21029	1	 	1	 	39	42	 	1	1	 	22	 	 	1	0	5	4	1	12	0	 	 	 	 	 	 
21029	2	 	1	 	34	37	 	2	1	 	22	 	1	1	0	98	99	1	10	0	 	 	 	 	 	 
21029	3	 	1	 	20	23	 	1	7	 	22	 	2	0	0	2	1	1	12	1	 	 	 	 	 	 
21029	4	 	1	 	 	75	 	1	6	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
21029	5	 	1	 	 	68	 	2	6	 	23	 	3	1	0	99	99	0	 	 	 	 	 	 	 	 
21030	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	3	2	1	12	0	 	 	 	 	 	 
21030	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	2	 	1	 	41	44	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21030	3	 	1	 	39	42	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21030	4	 	1	 	17	20	 	1	7	 	22	 	2	0	0	3	2	1	10	0	 	 	 	 	 	 
21030	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	0	 	1	 	18	21	 	2	0	 	22	 	2	0	0	2	1	1	5	0	 	 	 	 	 	 
21031	1	 	1	 	48	51	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21031	2	 	1	 	43	46	 	2	1	 	22	 	1	1	0	99	99	0	 	 	 	 	 	 	 	 
21031	3	 	1	 	26	29	 	1	7	 	22	 	2	1	0	2	1	1	5	0	 	 	 	 	 	 
21031	4	 	3	2014	21	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	6	 	4	 	52	55	 	1	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	7	 	4	 	47	50	 	2	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	28	 	1	 	15	18	 	2	7	 	22	 	2	0	0	2	1	1	8	0	 	 	 	 	 	 
21031	29	 	1	 	23	26	 	2	16	 	22	 	6	1	0	98	98	1	11	0	 	 	 	 	 	 
21031	30	 	1	 	 	3	 	2	15	 	22	 	5	 	0	29	3	 	 	 	 	 	 	 	 	 
21031	31	 	1	 	 	4	 	2	15	 	22	 	5	 	0	29	3	 	 	 	 	 	 	 	 	 
21032	0	 	1	 	19	22	 	1	0	 	22	 	2	0	0	2	1	1	5	0	 	 	 	 	 	 
21032	1	 	1	 	46	49	 	1	1	 	22	 	 	1	0	99	99	0	 	 	 	 	 	 	 	 
21032	2	 	1	 	43	46	 	2	1	 	22	 	1	1	0	98	99	0	 	 	 	 	 	 	 	 
