placeid	departid	clustid	survcode	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	firmafct	frmdump4	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	timerelg	timetele	timeintr	trnsrelg	trnstele	trnsint	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	infdaycr	cmsuppre	prvpresc	prmrysc	secdrysc	hlthest	demuna	prvcbltv	pubcbltv	cellphne	serpost	othserv1	othserv2	othserv3	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timeday	timecpr	timeppr	timeprm	timesec	timehlt	timeprc	timeser	timeoth1	timeoth2	timeoth3	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnsday	trnscpr	trnsppr	trnspri	trnssec	trnshlt	trnsprc	trnsser	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	pipedwll	pipewatr	prvttube	pubfntn	pubwell	wtrtruck	spring	other	access	days	typchrg	typngo	typwtoth	trtngo	trtwtoth	whtrngo	whtrwtot	oftnngo	oftnwtot	tyrango	tyrawtot	grbgtrck	street	wastland	regulate	rivergrb	buried	pigfeed	cropflds	othrgrb	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	promlibr	altbsced	laptopch	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	promo4yr	altbs4yr	lptop4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	prgimmz	hemoflu	hepb	fieamar	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	primm4yr	heflu4yr	hepb4yr	fieam4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	recycprg	juntoprg	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	recycl4y	juntos4y	a_4yothr1	a_4yothr2	agrimale	othrmale	mmonagri	mmonothr	agrifmle	othrfmle	fmonagri	fmonothr	agrchld	othrchld	cmonagri	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	paprchld	shoechld	carwchld	stvnchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	mtchprc1	prcirrgt	prcdry	prcbuild	minirrgt	mindry	minbuild	maxirrgt	maxdry	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	mxbull	othanml	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	minmxbll	minotanm	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	maxmxbll	maxotanm	priccrop	mincrop	maxcrop
PE83MC15	15	99	22	26	2	2010	2/26/2010	2500	1	5	88	5	5	5	5	5	5	2	88	1	5	7	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	1	0	0	0	0	0	88	88	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	88	88	88	88	7	88	88	88	88	1	0	1	1	0	1	1	1	0	88	88	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	88	88	88	5	5	5	5	5	-88	-88	-88	-88	-88	-88	-88	5	5	-88	-88	-88	7	7	7	7	7	88	88	88	88	88	88	88	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	0	0	88	88	1	1	0	0	0	88	88	1	1	0	0	1	0	0	0	0	88	88	1	1	0	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	88	88	1	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	50	-11	-88	-88	20	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	8	-11	10	-88	-88	-88	-88	2	40	18	18	28	28	1	.5	.5	.5	1	2.40000009536743	3.40000009536743	-88	.5	2.5	2.20000004768372	6	1	3	1.20000004768372	3.40000009536743	.200000002980232	-88	-88	300	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC16	16	99	7	30	11	2009	11/30/2009	70000	1	4	88	4	4	3	5	4	4	2	88	1	-88	88	88	88	-88	150	6	88	88	360	1	0	0	0	0	0	0	88	0	1	0	0	0	0	0	88	0	0	1	1	0	 	 	0	0	1	0	0	0	0	1	1	1	88	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	88	5	9	9	9	88	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	88	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	0	1	88	1	88	1	88	1	88	1	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	0	0	1	0	1	88	1	1	1	0	1	1	0	1	0	1	88	1	1	1	0	1	1	0	1	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	1	0	88	88	1	1	1	1	1	0	1	0	0	88	88	1	1	1	1	1	0	1	0	0	88	88	15	-88	0	88	15	-88	0	88	10	-88	0	88	-11	20	30	-77	20	-88	15	-11	-11	-77	-11	-88	-11	-11	-11	-11	5	10	-11	5	10	-88	-88	-88	2	35	15	15	25	23	1.79999995231628	.200000002980232	.5	.400000005960464	.800000011920929	1.20000004768372	2	15	.699999988079071	3	2	4	.5	6	1	9	.200000002980232	15000	200	20	-88	-88	-88	-88	-8	-88	2000	1200	2000	-88	800	90	-88	200	25	-88	20	-88	1000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3	-88	-88
PE83MC17	71	99	7	18	9	2009	9/18/2009	3500	2	5	88	1	3	5	5	5	5	4	88	1	30	7	88	88	30	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	1	0	 	 	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	88	88	88	88	4	88	88	88	88	1	1	1	0	1	1	1	1	0	1	88	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	88	88	-88	-77	30	30	65	-77	-88	-88	30	-88	-88	-88	30	30	-88	-88	-88	88	88	7	7	7	88	88	88	7	88	88	88	7	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	3	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	88	88	1	1	0	0	1	0	0	0	0	 	88	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	88	1	0	0	0	0	0	0	0	0	88	88	1	1	1	1	1	0	0	0	0	88	88	1	1	1	1	1	0	0	0	0	88	88	30	-11	2	88	30	30	2	0	-11	15	88	0	-11	-11	36	-11	-11	45.5999984741211	4.5	-11	-11	-11	36	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	2.54999995231628	78	36	36	45	30	-77	.300000011920929	.449999988079071	.300000011920929	.75	.899999976158142	1.95000004768372	2.25	.600000023841858	3.59999990463257	2.40000009536743	5.40000009536743	1.20000004768372	6	7.5	-88	1.5	15000	3000	30	-88	-88	-88	-88	-88	-88	3000	1200	3000	-77	600	-88	120	450	36	-88	15	-88	1800	240	-88	-88	-88	450	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	600	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1.04999995231628	-88	-88
PE83MC18	17	99	73	26	2	2010	2/26/2010	500	5	5	88	1	2	5	5	5	5	3	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	1	0	0	0	0	0	88	0	0	1	1	0	 	 	1	0	1	1	0	0	0	0	1	88	88	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	1	1	0	0	0	0	1	1	1	88	88	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	-88	-88	120	88	88	6	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	88	88	88	60	60	60	120	120	120	120	120	120	-88	-88	-88	120	120	-88	-88	-88	6	6	6	6	6	6	6	6	6	88	88	88	6	6	88	88	88	1	0	0	0	0	0	0	88	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	0	88	1	0	0	0	88	88	1	1	0	0	0	88	88	0	1	1	0	1	1	1	0	0	88	88	0	1	1	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	0	1	88	88	1	1	1	1	1	0	1	1	1	1	0	1	88	88	1	1	0	0	0	0	0	0	0	88	88	1	1	0	0	0	0	0	0	0	88	88	0	0	0	1	1	0	0	0	0	88	88	0	0	0	1	1	0	0	0	0	88	88	20	-88	0	88	20	-88	0	88	-11	-88	88	88	-11	20	40	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	2	45	18	18	45	40	.400000005960464	.200000002980232	.150000005960464	.200000002980232	1.20000004768372	2	4	4.5	1	2.79999995231628	3	5	.5	2	2	6	.300000011920929	-77	-77	-88	-77	800	-88	-77	1000	-88	-77	-77	-77	-88	-88	-77	-77	-77	-77	-88	-88	-88	-88	-88	1000	350	1000	-88	-88	50	-77	100	20	-88	-88	-88	-88	-88	1200	500	1200	-88	-88	80	-77	180	25	-88	-88	-88	-88	-88	-77	7	8
PE83MC19	17	99	73	27	2	2010	2/27/2010	3500	5	5	88	5	5	5	2	5	5	3	88	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	1	1	1	1	1	 	 	1	1	1	1	1	1	0	1	1	88	88	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	88	88	88	88	88	88	88	88	88	88	1	0	1	1	0	1	1	1	0	88	88	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	-88	-88	-88	88	88	88	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	88	88	88	-88	-88	15	15	15	15	15	-88	-88	-88	-88	-88	15	15	-88	-88	-88	88	88	5	5	5	5	5	88	88	88	88	88	5	5	88	88	88	0	0	1	1	1	1	0	88	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	0	1	0	0	0	88	1	0	0	0	88	88	1	1	0	0	0	88	88	0	0	1	0	1	1	0	0	0	88	88	0	1	1	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	1	1	1	1	1	1	1	1	1	1	1	1	88	88	0	1	0	0	1	0	0	1	0	88	88	0	0	0	0	1	1	0	1	0	88	88	0	0	1	1	0	0	1	0	0	88	88	0	0	1	1	0	0	0	0	0	88	88	20	-88	0	88	16	-88	0	88	-11	-88	88	88	-11	30	40	30	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	2.5	40	28	25	30	28	.600000023841858	.180000007152557	.300000011920929	.5	1.79999995231628	2.20000004768372	4.80000019073486	6	.699999988079071	2.59999990463257	2	5.5	.699999988079071	4	2	5	.300000011920929	-77	-77	-88	40000	30000	-88	50000	40000	-88	-77	-77	-77	-88	-88	-77	-88	-77	-77	-88	-88	-88	-77	-88	1200	600	1500	-88	-88	140	-88	240	30	-88	-88	-88	1300	-88	1400	900	1600	-88	-88	150	-88	250	40	-88	-88	-88	1500	-88	10	-88	-88
PE83MC20	18	99	16	16	9	2009	9/16/2009	1100	5	1	88	5	5	5	5	5	5	2	88	1	45	7	88	88	-88	-88	88	88	88	-88	1	1	1	0	0	0	0	88	1	1	1	0	0	0	0	88	0	0	0	0	1	 	 	0	0	0	1	0	0	0	0	0	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	1	0	0	88	88	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	20	10	10	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	45	45	45	45	45	45	10	10	45	20	20	20	50	45	-88	-88	-88	7	7	7	7	7	7	1	1	7	7	7	7	7	7	88	88	88	0	0	1	0	0	0	0	88	0	0	0	0	0	1	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	1	1	0	0	0	1	88	0	0	0	0	0	1	88	0	0	1	1	0	1	0	0	0	1	88	0	0	1	1	0	0	0	0	0	 	88	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	20	30	-11	-88	-88	20	-11	-11	-11	-88	-88	-11	-11	-11	-11	15	15	10	10	-88	-88	-88	-88	1.5	35	14	12	25	22	.5	.0299999993294477	.140000000596046	.0399999991059303	1.20000004768372	2.20000004768372	3	-88	1	2.59999990463257	2	6	1	2	1	10	.200000002980232	-88	-88	-77	-88	-88	-77	-88	-88	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC21	20	99	7	2	10	2009	10/2/2009	980	1	5	88	5	5	5	5	5	5	2	88	1	15	7	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	1	0	0	 	 	1	1	1	1	0	0	1	0	1	88	88	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	88	88	88	88	15	88	88	88	88	1	0	1	1	1	1	1	1	1	1	88	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	88	88	88	5	5	15	20	20	20	-88	5	10	5	5	-88	10	20	-88	-88	-88	5	1	7	7	7	7	88	1	1	1	1	88	5	7	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	14	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	0	0	1	0	1	88	1	0	0	0	1	0	0	0	0	1	88	1	0	0	0	1	0	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	-11	20	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.70000004768372	45	10	10	17	15	.5	.0500000007450581	.200000002980232	.0500000007450581	1.5	1.70000004768372	4	-88	.600000023841858	2.5	2	4.5	.300000011920929	4	1.29999995231628	-88	.300000011920929	-88	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	18	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC22	20	99	7	1	10	2009	10/1/2009	3550	1	5	88	5	5	5	5	5	3	2	88	1	15	7	88	88	30	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	1	1	0	1	0	1	0	1	1	1	88	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	5	9	9	15	15	1	0	0	0	0	0	0	1	0	1	88	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	-88	-88	8	88	88	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	88	88	88	5	5	20	15	15	15	20	-88	-88	5	5	10	20	15	-88	-88	-88	1	1	5	7	7	7	7	88	88	1	1	1	7	7	88	88	88	0	0	1	0	0	0	0	88	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	0	0	1	0	0	0	0	88	88	0	1	0	0	1	1	0	0	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-99	-99	99	99	-99	-99	99	99	-99	-99	99	99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	1.5	35	12	12	18	18	.5	.100000001490116	.150000005960464	.0399999991059303	1	1.79999995231628	3.5	-88	.600000023841858	2.5	1.89999997615814	6.40000009536743	.200000002980232	4	1.20000004768372	-88	.200000002980232	-88	-88	50	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC23	20	99	7	1	10	2009	10/1/2009	7200	1	5	88	5	5	5	5	5	3	2	88	1	8	8	88	88	20	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	1	1	1	1	0	1	0	1	1	1	88	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	88	5	9	15	4	88	1	0	0	1	0	1	1	0	1	88	88	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	88	88	88	-88	-88	20	8	2	2	2	-88	-88	-88	-88	8	8	15	-88	-88	-88	88	88	5	5	5	5	5	88	88	88	88	1	5	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	24	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	0	0	1	0	0	1	0	88	88	0	1	0	0	1	0	0	1	0	 	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	0	0	0	0	0	0	1	1	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	25	35	-11	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-11	-11	-11	-88	-88	-88	-88	1.5	40	12	12	20	18	.5	.100000001490116	.150000005960464	.0399999991059303	1.20000004768372	1.60000002384186	3.20000004768372	-88	.600000023841858	2.5	1.79999995231628	6.19999980926514	.300000011920929	4	1	-88	.200000002980232	-88	-88	11	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE83MC24	20	99	7	2	10	2009	10/2/2009	20180	1	5	88	3	4	5	5	5	4	2	88	1	20	6	88	88	20	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	0	0	0	0	0	0	0	0	1	1	88	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	88	88	5	4	15	88	88	1	0	1	1	0	1	1	1	1	88	88	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	-88	-88	-88	88	88	88	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	88	88	88	-88	10	10	20	20	20	30	-88	-88	-88	-88	-88	10	20	-88	-88	-88	88	1	1	6	6	6	6	88	88	88	88	88	6	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	77	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	1	0	1	0	0	0	0	88	88	0	0	1	0	1	0	0	0	0	88	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	0	0	0	0	0	0	1	0	0	88	88	15	-88	0	88	-11	-88	88	88	-11	-88	88	88	-11	30	25	-11	-88	-88	15	-11	-11	-1	-88	-88	-11	-11	-11	-11	-77	-77	-77	-77	-88	-88	-88	-88	1.5	32	12	12	18	16	.5	.100000001490116	.150000005960464	.0399999991059303	1.20000004768372	1.79999995231628	3.5	-88	.600000023841858	2.5	1.79999995231628	6	.300000011920929	4	1.20000004768372	-88	.300000011920929	-88	-88	20	-88	-88	-88	-88	-88	-88	2000	900	2000	300	800	90	90	600	20	15	15	-88	900	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE83MC25	20	99	7	2	10	2009	10/2/2009	3700	1	5	88	5	5	5	5	5	3	2	88	1	15	6	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	0	0	0	0	0	 	 	1	1	1	1	0	1	0	1	1	88	88	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	5	15	15	15	9	1	0	0	0	0	1	1	1	1	1	88	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	5	-88	-88	1	88	88	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	88	88	88	5	5	15	15	15	15	-77	-88	-88	-88	5	-88	15	15	-88	-88	-88	5	1	6	6	6	6	88	88	88	88	1	88	6	6	88	88	88	1	0	0	0	0	0	0	88	1	0	0	0	0	0	0	88	10	7	1	0	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	88	1	0	1	0	1	88	1	1	0	1	0	1	88	0	1	0	0	1	1	0	0	0	88	88	0	1	1	0	1	0	0	0	0	88	88	1	1	1	1	77	77	77	1	1	77	77	77	88	88	1	1	1	1	77	77	77	1	1	77	77	77	88	88	1	1	0	0	0	0	0	0	0	88	88	0	1	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	88	88	-88	-88	88	88	-88	-88	88	88	-88	-88	88	88	-11	17	20	-11	-11	-88	10	-11	-11	-11	-11	-88	-11	-11	-11	-11	-11	-11	-11	-11	3	-88	-88	-88	1.5	35	15	15	25	20	1	.100000001490116	.200000002980232	.300000011920929	1	1.60000002384186	3.79999995231628	-88	.600000023841858	2.59999990463257	2	5.69999980926514	.300000011920929	6	1.10000002384186	-88	.200000002980232	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	300	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
