childid	id	age	sex	relate	still	yrschool	disabled	support	grading
IN191026	1	34	1	1	2	0	1	1	0
IN191026	2	28	2	1	2	0	1	1	0
IN191026	3	5	2	5	1	23	2	2	1
IN191026	28	1	2	5	 	 	2	 	0
IN191027	1	38	1	1	2	0	2	1	0
IN191027	2	32	2	1	2	0	2	1	0
IN191027	3	12	1	5	1	23	2	2	3
IN191028	1	30	1	1	2	24	2	1	7
IN191028	2	28	2	1	2	0	2	1	0
IN191028	3	13	1	5	1	25	2	2	9
IN191028	4	11	2	5	2	23	2	2	5
IN191029	1	35	1	1	2	24	2	1	7
IN191029	2	28	2	1	2	23	2	1	5
IN191029	3	6	1	5	1	23	2	2	1
IN191030	1	82	2	3	2	0	2	2	0
IN191030	2	60	1	4	2	0	2	2	0
IN191030	3	50	2	4	2	23	2	2	5
IN191030	4	40	1	1	2	25	2	1	10
IN191030	5	30	2	1	2	0	2	1	0
IN191030	6	12	2	5	2	0	2	2	0
IN191030	7	12	2	5	2	0	2	2	0
IN191030	8	10	2	5	2	0	2	2	0
IN191030	9	10	2	5	2	0	2	2	0
IN191030	10	7	1	5	1	23	2	2	2
IN191030	11	8	2	5	1	23	2	2	5
IN191030	12	6	1	5	1	23	2	2	1
IN191031	1	35	1	1	2	0	2	1	0
IN191031	2	25	2	1	2	0	2	1	0
IN191031	3	5	1	5	1	22	2	2	0
IN191032	1	55	1	3	2	23	2	1	5
IN191032	2	49	2	3	2	0	2	1	0
IN191032	3	32	1	1	2	25	2	1	10
IN191032	4	25	2	1	2	24	2	1	7
IN191032	5	20	2	4	2	23	1	2	5
IN191032	28	2	2	5	 	 	2	 	0
IN191033	1	34	1	1	2	23	2	1	5
IN191033	2	28	2	1	2	0	2	1	0
IN191033	3	11	2	5	1	23	2	2	5
IN191033	4	10	2	5	2	22	2	2	0
IN191034	1	60	2	3	2	0	1	1	0
IN191034	2	40	1	1	2	0	2	1	0
IN191034	3	32	2	1	2	0	2	1	0
IN191034	4	17	1	5	2	24	2	2	7
IN191034	5	15	2	5	2	0	1	2	0
IN191034	6	12	2	5	1	23	2	2	5
IN191034	7	6	1	5	1	23	2	2	2
IN191035	1	35	1	1	2	0	2	1	0
IN191035	2	30	2	1	2	24	2	1	7
IN191035	3	10	1	5	1	24	2	2	6
IN191035	4	5	1	5	1	23	2	2	1
IN191035	28	1	2	5	 	 	2	 	0
IN191036	1	34	1	1	2	23	1	1	5
IN191036	2	28	2	1	2	0	2	1	0
IN191036	3	16	2	5	2	0	2	2	0
IN191036	4	8	2	5	2	0	2	2	0
IN191036	5	6	2	5	1	23	2	2	1
IN191037	1	30	1	1	2	0	2	1	0
IN191037	2	26	2	1	2	0	2	1	0
IN191037	3	10	2	5	1	24	2	2	6
IN191037	4	5	2	5	1	23	2	2	1
IN191037	28	2	2	5	 	 	2	 	0
IN191038	1	35	1	1	2	24	2	1	6
IN191038	2	28	2	1	2	0	2	1	0
IN191038	3	8	1	5	1	23	2	2	4
IN191039	1	37	1	1	2	24	2	1	7
IN191039	2	30	2	1	2	0	2	1	0
IN191039	3	13	2	5	1	24	1	2	6
IN191039	4	10	1	5	1	23	1	2	5
IN191040	1	40	1	1	2	0	2	1	0
IN191040	2	37	2	1	2	0	2	1	0
IN191040	3	12	2	5	2	0	2	2	0
IN191040	4	5	1	5	1	23	2	2	1
IN191040	28	3	2	5	 	 	2	 	0
IN191041	1	50	1	3	2	0	2	2	0
IN191041	2	45	2	3	2	0	2	1	0
IN191041	3	30	1	1	2	0	2	1	0
IN191041	4	6	2	5	1	23	2	2	1
IN191042	1	30	1	1	2	24	2	1	7
IN191042	2	25	2	1	2	23	2	1	5
IN191042	3	5	2	5	1	23	2	2	3
IN191042	28	3	2	5	 	 	2	 	0
IN191043	1	35	1	1	2	23	2	1	5
IN191043	2	30	2	1	2	25	2	1	10
IN191043	3	10	1	5	1	23	2	2	4
IN191044	1	32	1	1	2	24	2	1	7
IN191044	2	25	2	1	2	0	2	1	0
IN191044	3	6	1	5	1	23	2	2	1
IN191045	1	35	1	1	2	0	1	1	0
IN191045	2	30	2	1	2	0	2	1	0
IN191045	3	6	2	5	1	23	2	2	5
IN191045	4	6	2	5	1	23	2	2	1
IN191046	1	48	1	3	2	0	2	1	0
IN191046	2	42	2	3	2	0	2	1	0
IN191046	3	25	1	5	2	0	2	1	0
IN191046	4	20	2	1	2	0	2	1	0
IN191047	1	45	1	1	2	0	2	1	0
IN191047	2	38	2	1	2	0	2	1	0
IN191047	3	18	1	5	2	0	2	2	0
IN191047	4	16	1	5	2	0	2	2	0
IN191047	5	7	1	5	1	23	2	2	1
IN191047	6	14	2	5	2	0	2	2	0
IN191047	7	11	2	5	2	0	2	2	0
IN191047	8	5	2	5	1	23	2	2	1
IN191048	1	35	1	1	2	0	2	1	0
IN191048	2	18	1	5	2	0	2	2	0
IN191048	3	16	1	5	2	0	2	1	0
IN191048	4	15	2	5	2	0	2	2	0
IN191049	1	65	2	3	2	0	2	2	0
IN191049	2	45	1	1	2	0	2	1	0
IN191049	3	42	2	1	2	0	2	1	0
IN191049	4	25	1	5	2	0	2	1	0
IN191049	5	12	1	5	2	0	2	2	0
IN191049	28	3	2	5	 	 	2	 	0
IN191050	1	36	1	1	2	0	2	1	0
IN191050	2	30	2	1	2	0	2	1	0
IN191050	3	10	1	5	2	0	2	2	0
IN201001	1	75	1	3	2	0	2	2	0
IN201001	2	65	2	3	2	0	2	1	0
IN201001	3	30	1	1	2	0	2	1	0
IN201001	4	25	2	1	2	0	2	1	0
IN201002	1	31	1	1	2	0	2	1	0
IN201002	2	27	2	1	2	0	2	1	0
IN201002	3	11	2	5	1	23	2	2	5
IN201002	4	9	1	5	1	23	2	2	3
IN201003	1	40	1	1	2	0	2	1	0
IN201003	2	35	2	1	2	0	2	1	0
IN201003	28	3	2	5	 	 	2	 	0
IN201004	1	60	2	3	2	0	2	2	0
IN201004	2	32	1	1	2	0	2	1	0
IN201004	3	28	2	1	2	0	2	2	0
IN201004	28	3	1	5	 	 	2	 	0
IN201005	1	28	1	1	2	25	2	1	10
IN201005	2	24	2	1	2	0	2	1	0
IN201005	3	6	2	5	1	22	2	2	0
IN201006	1	40	1	1	2	0	2	1	0
IN201006	2	35	2	1	2	0	2	1	0
IN201006	3	14	1	5	1	24	2	2	6
IN201006	4	11	2	5	1	23	2	2	5
IN201007	1	30	1	1	2	25	2	1	15
IN201007	2	26	2	1	2	24	2	1	7
IN201007	3	5	2	5	1	22	2	2	0
IN201007	28	3	2	5	 	 	2	 	0
IN201008	1	48	1	3	2	0	2	1	0
IN201008	2	42	2	3	2	0	2	2	0
IN201008	3	26	1	1	2	25	2	1	10
IN201008	4	20	2	1	2	0	2	2	3
IN201008	28	3	1	5	 	 	2	 	0
IN201009	1	35	1	1	2	24	2	1	7
IN201009	2	60	2	3	2	24	2	1	7
IN201009	3	30	2	1	2	24	2	1	7
IN201009	4	12	2	5	1	25	2	2	8
IN201009	5	10	2	5	1	24	2	2	6
IN201009	6	6	1	5	1	22	2	2	0
IN201010	1	35	1	1	2	0	2	1	0
IN201010	2	28	2	1	2	0	2	2	0
IN201010	3	12	2	5	1	24	2	2	6
IN201011	1	35	1	1	2	24	2	1	7
IN201011	2	28	2	1	2	0	2	2	0
IN201011	3	12	1	5	1	23	2	2	5
IN201011	28	3	1	5	 	 	2	 	0
IN201012	1	35	1	1	2	24	2	1	7
IN201012	2	25	2	1	2	0	2	2	0
IN201012	3	11	1	5	1	23	2	2	5
IN201012	4	9	2	5	1	23	2	2	5
IN201012	5	6	1	5	1	22	2	2	0
IN201013	1	30	1	1	2	24	2	1	7
IN201013	2	26	2	1	2	24	2	1	7
IN201013	3	10	2	5	1	23	2	2	3
IN201013	4	6	1	5	1	22	2	2	0
IN201014	1	30	1	1	2	22	2	1	0
IN201014	2	24	2	1	2	0	2	2	0
IN201015	1	38	1	1	2	0	2	1	0
IN201015	2	30	2	1	2	0	2	1	0
IN201015	3	14	1	5	1	24	2	2	6
IN201015	4	12	1	5	1	23	2	2	5
IN201016	1	40	1	1	2	0	2	1	0
IN201016	2	30	2	1	2	0	2	1	0
IN201016	3	16	1	5	1	25	2	1	10
IN201016	28	3	1	5	 	 	2	 	0
IN201017	1	35	1	1	2	23	2	1	5
IN201017	2	22	2	1	2	0	2	2	5
IN201017	28	4	2	5	 	 	2	 	0
IN201017	29	2	2	5	 	 	2	 	0
IN201018	1	55	1	3	2	0	2	2	0
IN201018	2	35	1	1	2	24	2	1	7
IN201018	3	30	1	4	2	23	1	2	5
IN201018	4	28	1	4	2	25	2	2	10
IN201018	5	26	1	4	2	25	2	2	15
IN201018	6	30	2	1	2	0	2	2	0
IN201018	7	25	2	4	2	23	2	2	5
IN201018	8	12	1	5	1	24	2	2	6
IN201018	9	6	1	5	1	22	2	2	0
IN201018	28	1	2	5	 	 	2	 	0
IN201019	1	30	1	1	2	0	2	1	0
IN201019	2	52	1	3	2	0	2	2	0
IN201019	3	45	2	3	2	0	2	1	0
IN201019	4	10	2	5	1	23	2	2	3
IN201019	5	5	2	5	1	23	2	2	2
IN201020	1	40	2	3	2	0	2	1	0
IN201020	2	27	2	1	2	0	2	1	0
IN201020	3	21	1	4	2	25	2	1	10
IN201020	4	18	1	4	2	23	2	2	5
IN201020	5	5	1	5	1	22	2	2	0
IN201020	6	5	1	5	1	22	2	2	0
IN201020	28	1	1	6	 	 	2	 	0
IN201021	1	30	1	1	2	25	2	1	10
IN201021	2	26	2	1	2	0	2	2	0
IN201021	3	10	1	5	1	23	2	2	5
IN201021	4	8	1	5	1	23	2	2	2
IN201022	1	35	1	1	2	25	2	1	10
IN201022	2	27	2	1	2	0	2	2	0
IN201022	3	11	2	5	1	23	2	2	4
IN201022	4	5	2	5	1	23	2	2	1
IN201023	1	30	1	1	2	25	2	1	12
IN201023	2	26	2	1	2	0	2	2	0
IN201023	28	4	1	5	 	 	2	 	0
IN201024	1	38	1	1	2	25	2	1	15
IN201024	2	33	2	1	2	25	1	2	10
IN201025	1	45	1	1	2	24	2	1	7
IN201025	2	40	2	1	2	0	2	2	0
IN201025	3	16	1	5	1	25	2	2	10
IN201025	4	12	2	5	1	24	2	2	6
IN201025	5	10	2	5	1	23	2	2	3
IN201026	1	35	2	1	2	25	2	1	11
IN201026	2	15	2	5	1	25	2	2	11
IN201027	1	30	1	1	2	0	2	1	0
IN201027	2	27	2	1	2	0	2	2	0
IN201027	3	6	1	5	1	22	2	2	0
IN201028	1	40	1	1	2	24	2	1	7
IN201028	2	35	2	1	2	24	2	1	7
IN201028	3	6	1	5	1	23	2	2	1
IN201028	4	5	2	5	1	22	2	2	0
IN201029	1	52	2	3	2	0	2	2	0
IN201029	2	30	1	1	2	0	2	1	0
IN201029	3	26	2	1	2	0	2	2	0
IN201029	28	4	2	5	 	 	2	 	0
IN201029	29	2	2	5	 	 	2	 	0
IN201030	1	42	1	1	2	0	2	1	0
IN201030	2	35	2	1	2	23	2	2	5
IN201030	3	15	1	5	2	0	2	2	0
IN201030	4	12	1	5	1	23	2	2	4
IN201030	5	6	2	5	1	22	2	2	0
IN201030	28	3	1	5	 	 	2	 	0
IN201031	1	65	1	1	2	25	2	1	10
IN201031	2	35	2	1	2	23	2	1	5
IN201031	3	15	1	5	2	23	2	1	5
IN201031	4	14	1	5	2	0	2	1	0
IN201032	1	27	1	1	2	0	2	1	0
IN201032	2	20	2	1	2	0	2	2	0
IN201032	3	5	1	5	1	22	2	2	0
IN201033	1	33	1	1	2	25	2	1	12
IN201033	2	27	2	1	2	25	2	2	10
IN201033	3	5	1	5	1	22	2	2	0
IN201034	1	30	1	1	2	25	2	1	10
IN201034	2	27	2	1	2	23	2	1	5
IN201034	3	10	2	5	1	23	2	2	4
IN201034	4	7	2	5	1	23	2	2	1
IN201035	1	65	1	3	2	0	2	2	0
IN201035	2	26	1	1	2	23	2	1	5
IN201035	3	24	2	1	2	24	2	2	7
IN201035	4	6	1	5	1	22	2	2	0
IN201036	1	35	1	1	2	25	2	1	12
IN201036	2	27	2	1	2	23	2	2	5
IN201036	3	13	2	5	1	25	2	2	8
IN201036	4	6	1	5	1	23	2	2	1
IN201036	28	4	1	5	 	 	2	 	0
IN201036	29	3	1	5	 	 	2	 	0
IN201037	1	84	1	3	2	25	2	2	10
IN201037	2	40	1	1	2	25	2	1	10
IN201037	3	30	2	1	2	24	2	2	7
IN201037	4	13	2	5	1	25	2	2	8
IN201037	5	10	2	5	1	23	2	2	5
IN201038	1	70	2	3	2	0	2	2	0
IN201038	2	30	1	1	2	25	2	1	10
IN201038	3	25	2	1	2	25	2	1	12
IN201038	28	4	2	5	 	 	2	 	0
IN201039	1	37	1	1	2	25	2	1	12
IN201039	2	28	2	1	2	0	2	1	0
IN201039	3	10	2	5	1	23	2	2	5
IN201039	28	4	1	5	 	 	2	 	0
IN201040	1	40	1	1	2	0	2	1	0
IN201040	2	30	2	1	2	0	2	1	0
IN201040	3	15	2	5	2	25	2	1	10
IN201040	4	13	1	5	1	23	2	2	5
IN201041	1	50	1	1	2	23	2	1	5
IN201041	2	35	2	1	2	0	2	2	0
IN201041	3	12	1	5	1	23	2	2	4
IN201041	4	11	1	5	1	23	2	2	2
IN201042	1	40	1	1	2	0	2	1	0
IN201042	2	35	2	1	2	0	2	2	0
IN201042	28	4	2	5	 	 	2	 	0
IN201042	29	3	2	5	 	 	2	 	0
IN201042	30	1	1	5	 	 	2	 	0
IN201043	1	26	1	1	2	0	2	1	0
IN201043	2	25	2	1	2	0	2	2	0
IN201043	3	10	1	5	1	24	2	2	6
IN201043	4	5	1	5	1	22	2	2	0
IN201043	28	2	1	5	 	 	2	 	0
IN201044	1	38	1	1	2	0	2	1	0
IN201044	2	32	2	1	2	0	2	2	0
IN201044	3	17	1	5	2	23	2	1	5
IN201044	4	16	1	5	2	24	2	2	7
IN201044	5	10	2	5	1	23	2	2	4
IN201045	1	35	1	1	2	23	2	1	5
IN201045	2	30	2	1	2	0	2	2	0
IN201045	3	16	1	5	1	0	2	1	0
IN201045	4	12	2	5	1	23	2	2	4
IN201045	5	6	2	5	1	23	2	2	1
IN201046	1	40	1	1	2	24	2	1	7
IN201046	2	35	2	1	2	24	2	1	7
IN201046	3	16	1	5	2	24	2	1	7
IN201046	4	10	2	5	1	23	2	2	4
IN201047	1	25	1	1	2	25	2	1	10
IN201047	2	25	2	1	2	0	2	2	0
IN201047	3	5	2	5	1	22	2	2	0
IN201047	28	3	1	5	 	 	2	 	0
IN201048	1	45	1	3	2	23	2	1	5
IN201048	2	40	2	3	2	0	2	1	0
IN201048	3	30	1	4	2	24	2	1	7
IN201048	4	25	2	1	2	0	2	1	5
IN201048	5	20	2	4	2	0	2	2	0
IN201048	6	10	2	5	1	23	2	2	4
IN201048	7	9	1	5	1	23	2	2	2
IN201048	28	4	2	5	 	 	2	 	0
IN201048	29	2	1	5	 	 	2	 	0
IN201049	1	35	2	1	2	0	2	1	0
IN201049	2	15	1	5	2	0	2	1	0
IN201049	3	12	2	5	2	0	2	2	0
IN201049	4	7	1	5	1	23	2	2	3
IN201049	5	5	1	5	2	0	2	2	0
IN201050	1	35	1	1	2	25	2	1	10
IN201050	2	32	2	1	2	25	2	1	12
IN201050	3	11	2	5	1	24	2	2	6
IN201050	4	10	2	5	1	23	2	2	5
IN201050	5	9	1	5	1	23	2	2	4
IN201050	6	6	1	5	1	23	2	2	1
IN201051	1	43	1	1	2	25	2	1	10
IN201051	2	35	2	1	2	23	2	2	5
IN201051	3	10	2	5	1	23	2	2	5
IN201051	4	9	1	5	2	0	2	2	0
IN201051	5	8	2	5	1	22	2	2	0
IN201051	28	4	2	5	 	 	2	 	0
IN201051	29	3	1	5	 	 	2	 	0
IN201051	30	1	2	5	 	 	2	 	0
