childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	nmechsr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN011034	28	1	11	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011035	0	1	15	0	1	1	5	10	10	1	 	 	 	2	3800	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011035	1	1	41	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	24	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011035	2	2	34	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	24	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011035	3	1	14	7	1	1	6	0	7	1	 	 	 	2	3500	0	17	10	24	12	7	0	0	0	0	12	0	5	 	 	 	 	 	 	 
IN011036	0	2	15	0	1	1	5	6	10	1	 	 	 	2	1000	0	17	10	24	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011036	1	1	65	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011036	2	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011036	3	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	30	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011036	4	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	30	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011036	5	 	 	 	 	1	3	6	8	1	 	 	 	3	400	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011036	28	2	11	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	1	1	0	0	8	3	3	 	 	 	 	 	 	 
IN011037	0	2	15	0	1	1	5	0	10	1	 	 	 	4	15000	0	17	10	26	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011037	1	1	43	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	30	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011037	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	24	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011037	3	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011037	4	1	53	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011038	0	2	15	0	1	1	7	0	6	0	8	14	7	3	400	0	13	12	24	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011038	1	2	87	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011038	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011038	3	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011038	4	2	19	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011038	5	2	17	7	1	1	5	0	10	0	21	16	11	 	 	0	13	12	24	10	8	0	2	0	10	0	0	4	 	 	 	 	 	 	 
IN011039	0	1	15	0	1	1	6	8	9	1	 	 	 	2	100	0	17	10	23	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011039	1	1	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011039	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011039	3	2	21	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011039	4	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	13	12	24	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011040	0	1	15	0	1	1	5	7	9	1	 	 	 	2	11500	0	17	11	25	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011040	1	1	84	6	2	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011040	2	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011040	3	2	43	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011040	4	1	13	7	1	1	5	6	7	1	 	 	 	2	10500	0	17	11	25	12	8	0	0	0	0	12	1	3	 	 	 	 	 	 	 
IN011041	0	1	15	0	1	1	5	0	9	1	 	 	 	2	0	0	17	10	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011041	1	2	69	6	1	 	 	 	 	 	 	 	 	 	 	0	15	12	20	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011041	2	2	43	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011041	3	1	23	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011042	0	1	15	0	1	1	6	7	8	1	 	 	 	3	100	0	17	10	23	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011042	1	1	66	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011042	2	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	15	12	15	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011042	3	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	20	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011042	4	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011042	5	2	13	7	1	1	5	4	8	1	 	 	 	2	100	0	17	10	23	7	8	0	1	0	0	7	2	6	 	 	 	 	 	 	 
IN011043	0	1	14	0	1	1	5	2	9	1	 	 	 	2	7500	0	17	10	23	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	1	1	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	2	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	3	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	2	12	15	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	4	1	39	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	5	1	37	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	6	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	7	2	34	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	8	2	34	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	10	1	6	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011043	28	1	9	7	1	1	6	0	3	1	 	 	 	2	6000	0	17	10	25	9	8	0	0	0	0	9	4	3	 	 	 	 	 	 	 
IN011044	0	2	15	0	1	1	6	0	7	1	 	 	 	2	300	0	17	10	24	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011044	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011044	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	13	7	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011044	3	1	13	7	1	1	7	0	5	1	 	 	 	3	200	0	17	10	20	6	8	0	1	0	0	6	2	7	 	 	 	 	 	 	 
IN011045	0	1	14	0	1	1	5	4	6	1	 	 	 	3	20000	0	17	10	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011045	1	2	47	6	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011045	2	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011045	3	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011045	4	1	13	7	1	1	6	2	5	1	 	 	 	2	4000	0	17	10	24	9	8	0	1	0	0	8	2	5	 	 	 	 	 	 	 
IN011046	0	1	14	0	1	1	5	10	9	1	 	 	 	3	80	0	17	10	23	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011046	1	1	67	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011046	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011046	3	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	15	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011046	4	2	18	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011046	28	1	10	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011047	0	2	15	0	1	1	3	6	9	1	 	 	 	2	600	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011047	1	2	77	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011047	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	26	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011047	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011047	4	2	12	7	1	1	3	6	6	1	 	 	 	3	0	0	17	10	26	8	9	0	0	0	0	8	2	5	 	 	 	 	 	 	 
IN011048	0	2	15	0	1	1	5	0	10	1	 	 	 	2	500	1	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011048	1	1	36	1	1	 	 	 	 	 	 	 	 	 	 	0	10	11	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011048	2	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011048	3	1	14	7	1	1	5	0	8	1	 	 	 	2	200	0	17	10	24	9	9	0	2	0	0	8	2	3	 	 	 	 	 	 	 
IN011049	0	2	15	0	1	1	6	0	9	1	 	 	 	2	100	0	17	10	26	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011049	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011049	2	1	45	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	26	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011049	3	2	39	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011049	4	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011049	5	2	18	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011049	6	2	16	7	1	1	4	0	11	1	 	 	 	2	3000	0	17	10	26	9	9	0	0	0	0	9	2	4	 	 	 	 	 	 	 
IN011050	0	2	15	0	1	1	5	0	9	1	 	 	 	2	80	0	10	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011050	1	1	57	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011050	2	2	47	5	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011050	3	2	34	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011050	4	1	29	13	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011050	5	2	27	13	1	 	 	 	 	 	 	 	 	 	 	0	13	10	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN011050	6	1	26	13	1	 	 	 	 	 	 	 	 	 	 	0	9	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021001	0	2	15	0	1	1	5	6	7	1	 	 	 	3	 	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021001	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	11	27	8	 	 	 	 	 	 	 	 	 	1	 	81	10	 	800
IN021001	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	11	27	8	 	 	 	 	 	 	 	 	 	11	 	880	17	 	1360
IN021001	3	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021001	4	1	13	7	1	1	5	0	8	1	 	 	 	2	 	0	17	10	26	8	7	0	1	0	0	8	3	5	 	 	 	 	 	 	 
IN021002	0	2	14	0	1	1	6	0	8	1	 	 	 	2	 	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021002	1	2	39	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	25	8	 	 	 	 	 	 	 	 	 	0	14	 	7	 	400
IN021002	2	2	18	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021003	0	1	14	0	1	1	5	0	3	0	8	9	4	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021003	1	1	42	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021003	2	2	39	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	20	8	 	 	 	 	 	 	 	 	 	10	 	720	0	10	88
IN021003	3	2	17	7	1	1	5	0	9	1	 	 	 	2	150	0	17	10	25	7	9	0	0	0	0	7	2	6	 	0	10	88	0	10	88
IN021003	4	2	16	7	1	1	5	0	7	0	8	13	8	 	 	0	5	10	20	8	9	0	2	0	8	0	0	5	 	0	10	88	0	10	88
IN021004	0	1	14	0	1	1	5	0	7	0	8	12	7	 	 	0	4	12	30	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021004	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	15	7	 	 	 	 	 	 	 	 	 	0	10	 	11	 	720
IN021004	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	15	7	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN021005	0	2	15	0	1	1	5	0	9	1	 	 	 	2	700	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021005	1	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	8	 	 	 	 	 	 	 	 	 	30	 	2400	14	 	1120
IN021005	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	8	 	 	 	 	 	 	 	 	 	30	 	2400	60	 	4800
IN021005	3	1	19	7	1	 	 	 	 	 	 	 	 	 	 	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021006	0	1	14	0	1	1	5	7	7	1	 	 	 	2	 	0	17	10	23	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021006	1	1	49	2	1	 	 	 	 	 	 	 	 	 	 	0	1	6	11	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021006	2	2	41	1	1	 	 	 	 	 	 	 	 	 	 	0	12	5	5	8	 	 	 	 	 	 	 	 	 	10	 	650	6	 	480
IN021006	3	1	23	7	1	 	 	 	 	 	 	 	 	 	 	0	4	8	20	10	 	 	 	 	 	 	 	 	 	8	 	530	2	 	140
IN021006	4	1	21	7	1	 	 	 	 	 	 	 	 	 	 	0	5	6	10	8	 	 	 	 	 	 	 	 	 	10	 	650	2	 	140
IN021006	5	2	4	7	1	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021007	0	2	15	0	1	1	7	2	8	1	 	 	 	2	0	0	17	10	23	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021007	1	2	49	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	12	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN021007	2	1	28	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021007	3	2	24	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021007	4	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	12	12	20	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021008	0	2	14	0	1	1	7	0	7	1	 	 	 	2	7000	0	17	10	26	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021008	1	2	47	13	1	 	 	 	 	 	 	 	 	 	 	0	5	12	30	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021008	2	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	27	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021008	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021008	4	2	12	7	1	1	7	0	5	1	 	 	 	3	5000	0	17	10	25	7	8	0	0	0	0	7	2	7	 	 	 	 	 	 	 
IN021008	5	1	9	7	1	1	7	0	2	1	 	 	 	4	3000	0	17	10	24	7	10	0	0	0	0	7	2	5	 	 	 	 	 	 	 
IN021009	0	1	14	0	1	1	5	5	9	1	 	 	 	2	25	0	17	10	23	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021009	1	1	57	1	1	 	 	 	 	 	 	 	 	 	 	0	1	12	20	5	 	 	 	 	 	 	 	 	 	14	 	1148	20	 	1700
IN021009	2	2	55	1	1	 	 	 	 	 	 	 	 	 	 	0	12	5	15	8	 	 	 	 	 	 	 	 	 	50	 	4100	35	 	2975
IN021009	3	1	 	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021009	4	1	24	7	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	8	 	 	 	 	 	 	 	 	 	40	 	3280	30	 	2550
IN021009	5	2	21	7	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	40	 	3280	30	 	2550
IN021010	0	2	14	0	1	1	5	0	8	1	 	 	 	2	300	0	17	10	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021010	1	1	57	5	2	 	 	 	 	 	 	 	 	 	 	0	10	4	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021010	2	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021010	3	2	47	5	1	 	 	 	 	 	 	 	 	 	 	0	5	8	8	8	 	 	 	 	 	 	 	 	 	16	 	960	0	10	 
IN021011	0	2	15	0	1	1	5	0	8	1	 	 	 	4	0	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021011	1	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021011	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021011	3	2	14	7	1	1	5	0	8	1	 	 	 	4	0	0	17	10	24	9	7	1	1	0	0	10	1	4	 	 	 	 	 	 	 
IN021011	4	2	53	5	1	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021012	0	2	15	0	1	1	5	0	8	1	 	 	 	2	0	0	17	10	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021012	1	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	7	12	27	11	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN021012	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	3	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN021013	0	2	15	0	1	1	5	0	10	1	 	 	 	2	500	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021013	1	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	25	7	 	 	 	 	 	 	 	 	 	0	10	 	80	 	5600
IN021013	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 	 	4	 	280	40	 	2800
IN021013	3	1	19	7	1	 	 	 	 	 	 	 	 	 	 	0	12	12	20	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021013	4	1	17	7	2	1	5	0	13	1	 	 	 	2	19000	0	17	10	20	6	7	1	0	1	0	6	3	6	 	 	 	 	 	 	 
IN021014	0	1	15	0	1	1	6	2	5	1	 	 	 	3	7500	0	17	10	23	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021014	1	1	57	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	0	12	 	0	12	 
IN021014	2	2	47	5	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	10	 	800	0	3	 
IN021014	3	2	32	1	2	 	 	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021014	28	2	11	7	1	1	5	6	3	1	 	 	 	3	7500	0	17	10	23	10	7	0	0	0	0	10	3	4	 	 	 	 	 	 	 
IN021015	0	1	15	0	1	1	5	9	7	0	8	13	8	 	 	0	5	4	10	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021015	1	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	8	 	 	 	 	 	 	 	 	 	6	 	420	11	 	880
IN021015	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	10	8	 	 	 	 	 	 	 	 	 	6	 	420	11	 	880
IN021015	28	1	11	7	1	1	5	2	4	1	 	 	 	4	150	0	17	10	24	9	10	0	0	0	0	8	1	5	 	 	 	 	 	 	 
IN021016	0	1	15	0	1	1	5	6	7	1	 	 	 	4	150	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021016	1	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	9	 	 	 	 	 	 	 	 	 	20	 	1200	25	 	1750
IN021016	2	1	33	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	18	9	 	 	 	 	 	 	 	 	 	15	 	900	15	 	1050
IN021016	3	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	9	 	 	 	 	 	 	 	 	 	20	 	1200	20	 	1400
IN021016	4	1	17	7	1	1	5	0	6	0	11	13	7	 	 	0	12	6	15	9	 	 	 	 	 	 	 	 	 	20	 	1200	25	 	1750
IN021016	5	1	13	7	1	1	6	0	4	0	8	10	5	 	 	0	15	10	25	4	10	0	4	4	0	0	0	6	 	 	 	 	 	 	 
IN021017	0	1	15	0	1	1	5	0	6	0	8	13	7	 	 	0	4	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021017	1	1	67	6	1	 	 	 	 	 	 	 	 	 	 	0	15	8	10	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021017	2	2	61	5	1	 	 	 	 	 	 	 	 	 	 	0	5	4	10	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021017	3	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	2	6	7	6	 	 	 	 	 	 	 	 	 	18	 	1350	15	 	1200
IN021017	4	2	39	1	1	 	 	 	 	 	 	 	 	 	 	0	12	8	15	8	 	 	 	 	 	 	 	 	 	18	 	1350	15	 	1200
IN021017	5	2	16	7	1	1	5	0	6	0	8	13	6	 	 	0	4	6	12	8	8	0	2	0	6	0	0	8	 	 	 	 	 	 	 
IN021017	28	2	11	7	1	1	5	6	7	1	 	 	 	2	140	0	17	10	24	8	10	0	0	0	0	8	1	5	 	 	 	 	 	 	 
IN021018	0	2	15	0	1	1	5	6	10	1	 	 	 	4	1000	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021018	1	1	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021018	2	2	55	1	1	 	 	 	 	 	 	 	 	 	 	0	4	12	28	6	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN021019	0	2	15	0	1	1	6	0	10	1	 	 	 	2	1000	0	17	10	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021019	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021019	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	22	8	 	 	 	 	 	 	 	 	 	6	 	600	0	10	0
IN021019	3	2	20	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN021019	28	2	11	7	1	1	5	0	5	1	 	 	 	2	50	0	17	10	25	8	10	0	0	0	0	8	1	5	 	 	 	 	 	 	 
IN021020	0	2	15	0	1	1	5	0	9	1	 	 	 	2	0	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
