childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	nmechsr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN111006	0	2	15	0	1	1	6	1	7	1	 	 	 	4	0	0	17	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111006	1	1	57	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111006	2	2	47	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	15	 	1454	10	 	886
IN111006	3	1	32	14	1	 	 	 	 	 	 	 	 	 	 	0	5	7	20	8	 	 	 	 	 	 	 	 	 	22	 	2042	20	 	1780
IN111006	4	2	27	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111006	5	2	24	13	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	8	 	 	 	 	 	 	 	 	 	25	 	2125	21	 	1790
IN111006	6	2	28	13	1	 	 	 	 	 	 	 	 	 	 	0	15	10	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111007	0	1	14	0	1	1	5	0	9	0	31	14	10	3	80	0	13	3	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111007	1	1	57	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	30	9	 	 	 	 	 	 	 	 	 	25	 	2500	0	10	 
IN111007	2	2	52	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	30	7	 	 	 	 	 	 	 	 	 	14	 	1400	0	11	 
IN111007	3	1	25	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111007	4	1	17	7	1	1	5	0	6	0	31	11	7	3	80	0	13	12	30	9	9	0	0	0	7	0	0	8	 	20	 	2000	0	10	 
IN111007	5	1	28	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111007	6	2	21	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111007	7	2	10	19	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111007	8	2	7	19	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111007	9	1	5	19	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111008	0	1	15	0	1	1	5	0	9	0	31	15	10	3	 	0	17	12	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111008	1	1	38	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	30	6	 	 	 	 	 	 	 	 	 	28	 	2412	0	10	 
IN111008	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	26	6	 	 	 	 	 	 	 	 	 	28	 	2412	0	10	 
IN111008	3	1	17	7	1	1	5	0	7	1	 	 	 	2	15000	4	17	12	24	8	8	0	0	0	0	8	3	5	 	 	 	 	 	 	 
IN111009	0	2	14	0	1	1	5	6	9	1	 	 	 	1	100	0	17	12	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111009	1	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	20	8	 	 	 	 	 	 	 	 	 	36	 	2214	0	14	 
IN111009	2	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	20	8	 	 	 	 	 	 	 	 	 	36	 	2214	0	14	 
IN111009	3	2	16	7	1	1	5	8	9	0	16	16	10	2	100	0	5	8	20	8	6	4	8	4	0	0	0	2	 	32	 	1805	0	14	 
IN111009	4	1	6	7	1	1	6	1	1	1	 	 	 	3	0	0	17	12	25	7	9	0	0	0	0	8	6	1	 	 	 	 	 	 	 
IN111009	28	2	8	7	1	1	5	10	1	1	 	 	 	2	0	0	17	12	25	7	9	0	0	0	0	8	6	1	 	 	 	 	 	 	 
IN111010	0	2	14	0	1	1	5	3	9	1	 	 	 	2	 	3	17	9	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111010	1	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	25	8	 	 	 	 	 	 	 	 	 	20	 	1656	10	 	1264
IN111010	2	2	19	7	1	 	 	 	 	 	 	 	 	 	 	3	5	4	20	8	 	 	 	 	 	 	 	 	 	20	 	2666	10	 	2404
IN111010	3	2	18	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111010	4	2	17	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111010	5	1	16	7	1	1	5	7	9	1	 	 	 	2	 	3	17	9	24	9	9	0	1	1	0	8	2	3	 	5	 	427	 	 	 
IN111010	6	1	73	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111010	7	2	65	6	1	 	 	 	 	 	 	 	 	 	 	0	10	11	27	9	 	 	 	 	 	 	 	 	 	20	 	956	5	 	447
IN111011	0	2	14	0	1	1	5	4	9	1	 	 	 	2	 	0	17	9	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111011	1	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	1	9	25	9	 	 	 	 	 	 	 	 	 	27	 	3380	30	 	4243
IN111011	2	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	1	9	25	9	 	 	 	 	 	 	 	 	 	23	 	2817	20	 	3675
IN111011	28	1	11	7	1	1	5	9	4	1	 	 	 	2	4000	0	17	9	26	8	8	0	0	0	0	9	1	6	 	 	 	 	 	 	 
IN111012	0	2	14	0	1	1	6	0	6	1	 	 	 	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111012	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	8	 	 	 	 	 	 	 	 	 	20	 	1212	15	 	935
IN111012	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 	 	22	 	1369	20	 	1780
IN111012	3	2	20	7	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 	 	22	 	1369	25	 	2280
IN111012	4	1	18	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111012	5	1	13	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	2	0	0	7	3	2	 	 	 	 	 	 	 
IN111013	0	2	15	0	1	1	5	9	10	1	 	 	 	2	150	0	17	9	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111013	1	1	41	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	27	9	 	 	 	 	 	 	 	 	 	15	 	2043	25	 	2568
IN111013	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	25	8	 	 	 	 	 	 	 	 	 	15	 	1803	25	 	2587
IN111013	3	1	19	7	1	 	 	 	 	 	 	 	 	 	 	0	4	10	28	4	 	 	 	 	 	 	 	 	 	10	 	1892	25	 	2510
IN111014	0	1	14	0	1	1	6	6	10	1	 	 	 	2	200	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111014	1	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	20	6	 	 	 	 	 	 	 	 	 	26	 	2956	15	 	1892
IN111014	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	15	10	25	5	 	 	 	 	 	 	 	 	 	26	 	2968	10	 	1803
IN111014	3	1	24	7	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	7	 	 	 	 	 	 	 	 	 	20	 	2636	10	 	1803
IN111014	4	1	19	7	1	 	 	 	 	 	 	 	 	 	 	0	12	10	25	8	 	 	 	 	 	 	 	 	 	15	 	1763	10	 	2235
IN111015	0	2	14	0	1	1	6	6	9	1	 	 	 	2	75	0	17	10	25	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111015	1	1	67	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111015	2	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	6	 	 	 	 	 	 	 	 	 	20	 	990	25	 	1780
IN111015	3	1	43	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	20	6	 	 	 	 	 	 	 	 	 	25	 	1323	25	 	1780
IN111015	4	2	40	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	20	6	 	 	 	 	 	 	 	 	 	20	 	990	25	 	1780
IN111015	5	1	19	7	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111016	0	2	14	0	1	1	6	0	5	1	 	 	 	2	 	0	17	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111016	1	1	57	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111016	2	2	52	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111016	3	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	12	11	25	9	 	 	 	 	 	 	 	 	 	3	 	153	4	 	380
IN111016	4	2	37	1	1	 	 	 	 	 	 	 	 	 	 	4	12	11	25	9	 	 	 	 	 	 	 	 	 	3	 	153	8	 	947
IN111016	5	1	23	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111016	6	2	17	7	1	 	 	 	 	 	 	 	 	 	 	0	15	12	27	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111016	7	2	68	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111016	28	2	10	7	1	1	5	8	4	1	 	 	 	2	 	0	17	9	25	8	10	0	0	0	0	8	2	4	 	 	 	 	 	 	 
IN111016	29	1	8	7	1	1	5	8	2	1	 	 	 	2	 	0	17	9	25	8	10	0	0	0	0	8	2	4	 	 	 	 	 	 	 
IN111017	0	1	16	0	1	1	5	4	10	1	 	 	 	2	1500	0	17	9	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111017	1	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111017	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	12	10	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111017	3	1	25	7	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111017	4	2	23	7	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111017	5	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111018	0	2	15	0	1	1	5	0	10	1	 	 	 	2	4000	0	17	9	22	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111018	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	15	12	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111018	2	1	39	1	1	 	 	 	 	 	 	 	 	 	 	0	10	4	27	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111018	3	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111018	4	2	17	7	1	1	6	0	12	1	 	 	 	2	5000	0	17	9	23	9	8	0	2	0	0	9	3	2	 	 	 	 	 	 	 
IN111019	0	2	15	0	1	1	5	6	10	1	 	 	 	2	500	0	17	9	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111019	1	1	72	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111019	2	2	65	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111019	3	1	45	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	26	9	 	 	 	 	 	 	 	 	 	70	 	6678	9	 	870
IN111019	4	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	20	7	 	 	 	 	 	 	 	 	 	50	 	4686	9	 	870
IN111019	5	1	32	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111019	6	2	26	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111019	7	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	17	9	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111019	8	2	12	7	1	1	5	8	7	1	 	 	 	2	200	0	17	9	24	7	8	0	1	0	0	7	4	4	 	 	 	 	 	 	 
IN111019	9	2	7	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111020	0	1	15	0	1	1	6	0	4	0	8	10	5	 	 	0	5	8	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111020	1	1	57	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	20	7	 	 	 	 	 	 	 	 	 	30	 	3028	8	 	865
IN111020	2	2	52	1	1	 	 	 	 	 	 	 	 	 	 	0	5	9	22	8	 	 	 	 	 	 	 	 	 	41	 	4064	14	 	1346
IN111020	3	2	25	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111020	4	1	17	7	1	1	6	0	11	1	 	 	 	2	500	0	17	9	24	8	8	0	2	1	0	8	2	3	 	 	 	 	 	 	 
IN111021	0	2	15	0	1	1	5	4	4	0	31	9	4	 	 	0	12	9	25	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN111021	1	1	57	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111021	2	2	47	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	20	8	 	 	 	 	 	 	 	 	 	0	1	1600	0	10	88
IN111021	3	1	20	7	1	 	 	 	 	 	 	 	 	 	 	0	12	9	25	8	 	 	 	 	 	 	 	 	 	0	10	88	0	10	88
IN111021	4	1	17	7	1	1	6	0	5	0	31	10	5	 	 	0	12	10	25	8	7	1	1	0	8	0	0	7	0	0	10	88	0	10	88
IN111021	5	2	18	16	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	6	 	 	 	 	 	 	 	 	 	0	10	88	0	10	88
IN111021	6	2	3	15	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111021	7	1	1	15	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111022	0	2	15	0	1	1	5	0	7	0	22	13	8	 	 	0	15	12	25	7	 	 	 	 	 	 	 	 	 	50	 	4976	8	 	867
IN111022	1	2	72	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111022	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	5	22	8	 	 	 	 	 	 	 	 	 	51	 	5074	13	 	1315
IN111022	3	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	5	5	20	8	 	 	 	 	 	 	 	 	 	45	 	4560	13	 	1310
IN111022	4	1	29	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111022	5	2	25	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111022	6	1	14	7	1	1	5	0	8	1	 	 	 	2	200	0	15	9	24	8	8	0	0	0	0	8	2	6	 	 	 	 	 	 	 
IN111022	7	1	13	7	1	1	5	0	6	1	 	 	 	2	200	0	15	9	25	8	8	0	0	0	0	8	2	6	 	 	 	 	 	 	 
IN111023	0	1	15	0	1	1	5	7	10	1	 	 	 	2	370	0	17	9	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111023	1	2	77	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111023	2	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	26	10	 	 	 	 	 	 	 	 	 	50	 	4895	10	 	870
IN111023	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	1	5	20	8	 	 	 	 	 	 	 	 	 	52	 	4829	10	 	870
IN111023	4	1	21	7	1	 	 	 	 	 	 	 	 	 	 	0	17	9	24	8	 	 	 	 	 	 	 	 	 	40	 	3857	10	 	870
IN111023	5	1	18	7	1	 	 	 	 	 	 	 	 	 	 	0	17	9	24	8	 	 	 	 	 	 	 	 	 	40	 	4104	10	 	870
IN111024	0	1	15	0	1	0	6	6	5	0	8	11	6	 	0	0	6	12	20	7	 	 	 	 	 	 	 	 	 	49	 	4938	9	 	891
IN111024	1	2	87	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111024	2	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	6	 	 	 	 	 	 	 	 	 	60	 	6004	13	 	1349
IN111024	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	6	 	 	 	 	 	 	 	 	 	54	 	5450	13	 	1344
IN111024	4	1	19	7	1	 	 	 	 	 	 	 	 	 	 	0	12	10	20	7	 	 	 	 	 	 	 	 	 	56	 	5610	13	 	1349
IN111024	5	1	14	7	1	1	6	6	9	1	 	 	 	2	170	0	17	9	25	7	9	1	1	0	0	7	3	3	 	 	 	 	 	 	 
IN111024	6	2	16	16	1	 	 	 	 	 	 	 	 	 	 	0	15	3	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111025	0	2	15	0	1	1	5	0	7	0	22	13	8	 	 	0	15	12	22	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111025	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	20	8	 	 	 	 	 	 	 	 	 	50	 	5045	14	 	1313
IN111025	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	24	8	 	 	 	 	 	 	 	 	 	50	 	4949	14	 	1308
IN111025	3	1	18	7	1	 	 	 	 	 	 	 	 	 	 	0	1	7	22	8	 	 	 	 	 	 	 	 	 	56	 	5545	14	 	1313
IN111025	4	1	17	7	1	1	5	0	10	1	 	 	 	1	250	0	17	9	25	9	8	0	2	2	0	9	2	1	 	 	 	 	 	 	 
IN111026	0	1	15	0	1	1	5	7	9	1	 	 	 	1	 	0	17	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111026	1	1	87	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111026	2	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	26	8	 	 	 	 	 	 	 	 	 	20	 	3158	7	 	752
IN111026	3	2	39	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	25	8	 	 	 	 	 	 	 	 	 	20	 	3158	7	 	752
IN111026	4	1	22	7	1	 	 	 	 	 	 	 	 	 	 	0	4	10	28	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111026	5	2	21	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111026	6	2	14	7	1	1	5	8	8	0	20	12	7	 	 	0	1	6	25	8	9	1	3	0	8	0	0	3	 	 	 	 	 	 	 
IN111026	7	2	13	7	1	1	6	2	6	1	 	 	 	2	 	0	17	9	25	8	9	1	3	0	0	8	1	3	 	 	 	 	 	 	 
IN111026	8	2	22	16	1	 	 	 	 	 	 	 	 	 	 	0	1	6	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111026	9	1	4	19	1	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111026	10	2	0	1	1	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111027	0	2	15	0	1	1	6	0	7	0	7	12	7	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111027	1	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111027	2	2	38	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	20	8	 	 	 	 	 	 	 	 	 	20	 	1600	88	4	 
IN111027	3	1	23	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111027	4	1	20	7	1	 	 	 	 	 	 	 	 	 	 	0	1	7	20	8	 	 	 	 	 	 	 	 	 	25	 	1950	88	4	 
IN111027	5	2	17	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	15	8	 	 	 	 	 	 	 	 	 	15	 	1250	88	4	 
IN111028	0	2	15	0	1	1	5	3	7	0	23	14	8	2	100	0	17	6	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111028	1	2	82	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111028	2	1	52	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111028	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	6	 	 	 	 	 	 	 	 	 	88	 	4797	14	 	860
IN111028	4	2	19	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111028	5	1	13	7	1	1	5	7	8	1	 	 	 	2	150	0	17	9	25	6	9	1	1	0	0	7	3	3	 	 	 	 	 	 	 
IN111029	0	1	15	0	1	1	5	0	9	1	 	 	 	2	 	0	17	9	22	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111029	1	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 	 	50	 	4996	14	 	1455
IN111029	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	5	5	25	8	 	 	 	 	 	 	 	 	 	48	 	4797	14	 	1449
IN111029	28	1	9	7	1	1	5	0	3	1	 	 	 	2	360	0	17	9	22	7	9	0	0	0	0	7	2	6	 	 	 	 	 	 	 
IN111030	0	1	15	0	1	1	5	5	9	1	 	 	 	2	125	0	17	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111030	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	8	 	 	 	 	 	 	 	 	 	57	 	4507	17	 	1362
IN111030	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 	 	60	 	4927	17	 	1358
IN111030	28	2	10	7	1	1	6	0	4	1	 	 	 	3	 	0	17	9	25	6	8	0	1	0	0	8	2	5	 	 	 	 	 	 	 
IN111031	0	1	15	0	1	1	5	6	9	1	 	 	 	2	0	0	17	9	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111031	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	26	8	 	 	 	 	 	 	 	 	 	15	 	1871	45	 	5101
IN111031	2	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	27	8	 	 	 	 	 	 	 	 	 	15	 	1449	45	 	5000
IN111031	3	2	13	7	1	1	5	11	8	1	 	 	 	2	0	0	17	9	25	8	9	0	2	0	0	8	2	3	 	 	 	 	 	 	 
IN111032	0	2	15	0	1	1	5	8	10	1	 	 	 	2	130	0	17	9	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111032	1	2	77	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111032	2	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	26	9	 	 	 	 	 	 	 	 	 	50	 	4998	6	 	553
IN111032	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	24	9	 	 	 	 	 	 	 	 	 	52	 	4923	8	 	625
IN111032	4	1	18	7	1	 	 	 	 	 	 	 	 	 	 	0	17	9	24	7	 	 	 	 	 	 	 	 	 	25	 	2231	8	 	625
IN111032	5	2	14	7	1	1	5	6	8	1	 	 	 	2	80	0	17	9	24	7	10	0	0	0	0	8	4	2	 	 	 	 	 	 	 
IN111033	0	2	15	0	1	1	5	0	9	0	31	15	10	2	150	0	17	9	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111033	1	1	53	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	30	6	 	 	 	 	 	 	 	 	 	56	 	4716	17	 	1430
IN111033	2	2	45	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	20	6	 	 	 	 	 	 	 	 	 	56	 	4737	16	 	1424
IN111033	3	2	25	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111033	4	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	5	7	25	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111033	5	2	16	7	1	1	6	0	11	1	 	 	 	1	600	0	17	9	26	8	9	1	2	0	0	8	2	2	 	53	 	4729	17	 	1487
IN111034	0	2	15	0	1	1	5	6	10	1	 	 	 	2	180	0	17	9	25	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111034	1	2	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	4	 	2271	5	 	520
IN111034	2	1	38	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111034	3	2	20	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN111034	4	2	16	7	1	1	5	4	10	0	16	15	10	 	 	0	5	6	25	6	9	1	1	3	7	0	0	3	 	30	 	3010	8	 	882
