CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSCOMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
111109	1	 	3	2012	47	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111109	2	 	4	 	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111109	3	 	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111109	4	 	1	 	27	 	1	24	 	1	3	0	6	98	1	7	0	 	 	 	 	 	 
111109	5	 	1	 	5	 	2	27	 	3	 	 	0	4	 	 	 	0	 	 	 	 	 
111109	6	 	1	 	51	 	2	28	 	6	4	0	98	98	1	9	0	 	 	 	 	 	 
111109	7	 	1	 	2	 	1	27	 	3	 	 	0	4	 	 	 	 	 	 	 	 	 
111111	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	9	0	 	 	 	 	 	 
111111	1	 	1	 	61	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
111111	2	 	1	 	58	 	2	1	 	2	3	0	98	98	1	2	0	 	 	 	 	 	 
111111	3	 	4	 	35	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111111	4	 	4	 	31	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111111	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111111	6	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111119	0	1	1	 	23	 	2	0	 	7	6	0	98	98	1	14	0	 	 	 	 	 	 
111119	1	0	4	 	48	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111119	2	0	4	 	46	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111119	3	0	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111119	4	1	1	 	24	 	1	7	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
121001	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
121001	1	 	1	 	58	 	1	1	 	1	3	0	98	98	1	4	0	 	 	 	 	 	 
121001	2	 	1	 	53	 	2	1	 	2	3	0	98	98	1	8	0	 	 	 	 	 	 
121001	3	 	1	 	33	 	1	7	 	3	2	0	98	98	1	12	0	 	 	 	 	 	 
121001	4	 	4	 	30	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121001	5	 	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121001	6	 	4	 	33	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121002	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
121002	1	 	1	 	56	 	1	1	 	1	6	0	98	98	1	7	0	 	 	 	 	 	 
121002	2	 	1	 	46	 	2	1	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
121002	3	 	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121002	4	 	1	 	24	 	1	7	 	3	6	0	2	4	1	12	0	 	 	 	 	 	 
121003	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
121003	1	 	1	 	45	 	1	1	 	1	3	0	4	98	1	12	0	 	 	 	 	 	 
121003	2	 	1	 	42	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121003	3	 	1	 	19	 	1	7	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
121003	4	 	1	 	80	 	2	6	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 
121004	0	 	1	 	22	 	1	0	 	3	3	0	1	2	1	12	0	 	 	 	 	 	 
121004	1	 	1	 	52	 	2	1	 	2	3	0	98	98	1	1	0	 	 	 	 	 	 
121004	2	 	1	 	51	 	1	1	 	1	3	0	98	98	1	1	0	 	 	 	 	 	 
121004	3	 	4	 	31	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121004	4	 	4	 	29	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121004	5	 	4	 	33	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121004	6	 	1	 	19	 	2	24	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 
121004	7	 	1	 	1	 	1	27	 	5	 	 	6	0	 	 	 	 	 	 	 	 	 
121005	0	 	1	 	22	 	2	0	 	3	6	0	3	2	1	14	1	 	 	 	 	 	 
121005	1	 	3	2012	-88	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121005	2	 	1	 	53	 	1	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
121005	3	 	1	 	47	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
121005	4	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121005	5	 	1	 	24	 	1	7	 	3	6	0	98	98	1	13	0	 	 	 	 	 	 
121006	0	 	1	 	22	 	2	0	 	3	6	0	1	98	1	9	0	 	 	 	 	 	 
121006	1	 	1	 	58	 	2	1	 	1	4	0	98	98	1	1	0	 	 	 	 	 	 
121006	2	 	4	 	29	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121006	17	 	1	 	16	 	1	7	 	3	6	0	1	98	 	 	 	1	10	1	3	 	 
121006	18	 	1	 	24	 	1	19	 	5	6	0	98	98	1	4	0	 	 	 	 	 	 
121007	0	1	1	 	22	 	1	0	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
121007	1	0	4	 	42	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121007	2	0	4	 	41	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121007	3	0	4	 	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121007	4	0	4	 	21	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121007	5	1	1	 	22	 	2	24	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121007	6	 	1	 	2	 	2	27	 	3	 	 	5	0	 	 	 	 	 	 	 	 	 
121007	7	 	1	 	0	5	2	27	 	3	 	 	5	0	 	 	 	 	 	 	 	 	 
121008	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	8	0	 	 	 	 	 	 
121008	1	 	1	 	58	 	1	1	 	1	3	0	98	98	1	2	0	 	 	 	 	 	 
121008	2	 	1	 	56	 	2	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 
121008	3	 	4	 	32	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121008	4	 	1	 	28	 	1	7	 	3	6	0	2	1	0	 	 	 	 	 	 	 	 
121008	5	 	1	 	25	 	1	7	 	3	6	0	2	1	1	6	0	 	 	 	 	 	 
121009	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
121009	1	0	4	 	61	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121009	2	0	4	 	59	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121009	3	0	3	2010	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121009	4	0	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	0	 	1	 	21	 	2	0	 	2	3	0	98	98	1	14	0	 	 	 	 	 	 
121011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	2	 	3	2014	68	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	3	 	4	 	41	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	4	 	4	 	39	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	5	 	4	 	31	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	6	 	4	 	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	17	 	4	 	17	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121011	18	 	1	 	31	 	1	24	 	1	3	0	20	98	1	12	0	 	 	 	 	 	 
121011	19	 	1	 	2	 	1	27	 	3	 	 	0	18	 	 	 	 	 	 	 	 	 
121011	20	 	1	 	61	 	2	28	 	6	4	0	98	98	1	9	0	 	 	 	 	 	 
121012	0	 	1	 	22	 	2	0	 	3	1	0	1	2	1	14	0	 	 	 	 	 	 
121012	1	 	1	 	54	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121012	2	 	1	 	52	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
121012	3	 	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121012	4	 	4	 	24	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121012	5	 	4	 	6	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121013	0	 	1	 	21	 	2	0	 	3	6	0	2	98	1	14	0	 	 	 	 	 	 
121013	1	 	1	 	48	 	1	1	 	1	3	0	18	98	1	3	0	 	 	 	 	 	 
121013	2	 	1	 	47	 	2	1	 	2	6	0	2	1	1	2	0	 	 	 	 	 	 
121013	3	 	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121013	4	 	2	 	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121013	17	 	2	 	17	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121013	18	 	1	 	99	 	2	 	 	6	 	 	98	98	 	 	 	 	 	 	 	 	 
121014	0	1	1	 	21	 	2	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
121014	1	0	3	2010	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121014	2	0	4	 	49	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121014	3	0	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121014	4	0	4	 	19	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121014	5	0	4	 	23	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	0	 	1	 	22	 	1	0	 	3	3	0	4	3	1	14	0	 	 	 	 	 	 
121019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	3	 	1	 	45	 	1	1	 	1	3	0	98	8	0	 	 	 	 	 	 	 	 
121019	4	 	1	 	42	 	2	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 
121019	5	 	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	7	 	4	 	24	 	2	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	8	 	1	 	69	 	1	6	 	6	4	0	98	98	1	2	0	 	 	 	 	 	 
121019	9	 	1	 	21	 	2	24	 	4	3	0	98	98	1	14	0	 	 	 	 	 	 
121020	0	 	1	 	22	 	2	0	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
121020	1	 	1	 	68	 	1	28	 	6	3	0	98	98	0	 	 	 	 	 	 	 	 
121020	2	 	1	 	62	 	2	28	1	6	3	0	98	98	0	 	 	 	 	 	 	 	 
121020	3	 	1	 	25	 	1	24	 	1	3	0	2	1	1	7	0	 	 	 	 	 	 
121020	17	 	1	 	4	 	2	27	 	3	 	 	0	3	 	 	 	 	 	 	 	 	 
121020	18	 	4	 	16	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121020	19	 	1	 	2	 	2	27	 	3	 	 	0	3	 	 	 	 	 	 	 	 	 
121021	0	 	1	 	21	 	1	0	 	3	6	0	2	98	1	12	0	 	 	 	 	 	 
121021	1	 	3	2011	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121021	2	 	1	 	43	 	2	1	 	1	4	0	98	98	1	7	0	 	 	 	 	 	 
121021	17	 	1	 	17	 	1	7	 	3	6	0	2	98	 	 	 	1	11	1	3	 	 
121022	0	 	1	 	22	 	1	0	 	3	3	0	3	2	1	9	0	 	 	 	 	 	 
121022	1	 	1	 	77	 	2	6	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 
121022	2	 	1	 	52	 	1	1	 	1	3	0	1	98	1	6	0	 	 	 	 	 	 
121022	3	 	1	 	49	 	2	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 
121022	4	 	4	 	38	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121022	5	 	4	 	30	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121022	6	 	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121022	7	 	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121022	8	 	1	 	22	 	2	24	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 
121023	0	 	1	 	21	 	1	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
121023	1	 	1	 	52	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
121023	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
121023	3	 	1	 	23	 	1	7	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
121025	0	 	1	 	21	 	2	0	 	2	3	0	98	98	1	13	0	 	 	 	 	 	 
121025	1	 	4	 	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121025	2	 	4	 	40	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121025	17	 	4	 	16	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121025	18	 	1	 	27	 	1	24	 	1	3	0	98	98	1	13	0	 	 	 	 	 	 
121025	19	 	1	 	2	 	2	27	 	3	 	 	0	18	 	 	 	 	 	 	 	 	 
121028	0	1	1	 	22	 	1	0	 	1	3	0	98	98	1	8	0	 	 	 	 	 	 
121028	1	0	4	 	40	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	2	0	4	 	40	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	3	0	4	 	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	17	0	4	 	17	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	18	0	4	 	14	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	19	0	4	 	26	 	1	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	20	0	4	 	9	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	21	0	4	 	8	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	22	1	1	 	24	 	2	24	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 
121028	23	0	3	2014	-88	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121028	24	 	1	 	1	 	1	27	 	2	 	 	22	24	 	 	 	 	 	 	 	 	 
121030	0	1	1	 	22	 	1	0	 	1	3	0	98	98	0	 	 	 	 	 	 	 	 
121030	1	0	4	 	57	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	2	0	4	 	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	3	0	4	 	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	4	0	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	17	0	4	 	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	18	0	4	 	28	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	19	0	4	 	9	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	20	0	4	 	8	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	21	0	4	 	25	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	22	0	4	 	6	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121030	23	 	1	 	28	 	2	24	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 
121030	24	 	1	 	5	 	2	27	 	3	 	 	98	0	 	 	 	0	 	 	 	 	 
121030	25	 	1	 	0	2	1	27	 	3	 	 	23	0	 	 	 	 	 	 	 	 	 
121031	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
121031	1	 	1	 	53	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
121031	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121031	3	 	1	 	28	 	1	7	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
121031	4	 	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121031	5	 	1	 	23	 	1	7	 	3	6	0	98	98	1	12	0	 	 	 	 	 	 
121032	0	 	1	 	22	 	1	0	 	3	3	0	2	98	1	13	0	 	 	 	 	 	 
121032	1	 	4	 	53	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121032	2	 	1	 	50	 	2	1	 	1	5	0	98	98	1	9	0	 	 	 	 	 	 
121032	3	 	1	 	23	 	1	7	 	3	6	0	2	98	1	7	0	 	 	 	 	 	 
121032	4	 	1	 	21	 	2	24	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 
121032	5	 	1	 	2	 	2	27	 	5	 	 	4	0	 	 	 	 	 	 	 	 	 
121033	0	 	1	 	22	 	1	0	 	3	3	0	2	1	1	11	0	 	 	 	 	 	 
121033	1	 	1	 	50	 	1	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
121033	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
121033	3	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121033	4	 	1	 	20	 	2	24	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
121033	5	 	1	 	0	5	2	27	 	5	 	 	4	0	 	 	 	 	 	 	 	 	 
121034	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
121034	1	 	1	 	53	 	1	1	 	1	1	0	98	98	1	6	0	 	 	 	 	 	 
121034	2	 	1	 	51	 	2	1	 	2	3	0	98	98	1	6	0	 	 	 	 	 	 
121034	3	 	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121034	4	 	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121035	0	 	1	 	21	 	1	0	 	3	3	0	2	1	1	9	0	 	 	 	 	 	 
121035	1	 	1	 	42	 	1	1	 	1	3	0	98	98	1	0	0	 	 	 	 	 	 
121035	2	 	1	 	41	 	2	1	 	2	3	0	98	98	1	0	0	 	 	 	 	 	 
121035	3	 	1	 	19	 	1	7	 	3	6	0	2	1	1	9	0	 	 	 	 	 	 
121035	4	 	1	 	96	 	2	24	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
121035	5	 	1	 	1	 	2	27	 	5	 	 	2	1	 	 	 	 	 	 	 	 	 
121036	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	12	0	 	 	 	 	 	 
121036	1	0	4	 	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121036	2	0	4	 	41	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121036	3	0	4	 	19	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121037	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	9	0	 	 	 	 	 	 
121037	1	 	1	 	56	 	1	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
121037	2	 	1	 	53	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
121037	3	 	4	 	37	 	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121037	4	 	4	 	34	 	2	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121037	5	 	1	 	29	 	1	7	 	3	6	0	2	1	1	9	0	 	 	 	 	 	 
121037	6	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121037	7	 	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121037	17	 	4	 	14	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121038	0	 	2	 	21	 	2	0	 	3	6	0	2	1	 	 	 	 	 	 	 	 	 
121038	1	 	1	 	50	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
121038	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
121038	3	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121038	4	 	2	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121039	0	 	1	 	22	 	1	0	 	3	6	0	2	98	1	10	0	 	 	 	 	 	 
121039	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121039	2	 	1	 	50	 	2	1	 	1	4	0	98	98	1	5	0	 	 	 	 	 	 
121039	3	 	4	 	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121040	0	 	1	 	21	 	1	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
121040	1	 	1	 	48	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
121040	2	 	1	 	45	 	2	1	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
121041	0	 	1	 	22	 	2	0	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121041	2	 	4	 	53	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121041	3	 	4	 	50	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121041	4	 	4	 	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121041	5	 	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121041	6	 	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121041	7	 	1	 	23	 	1	24	 	1	3	0	98	98	1	13	0	 	 	 	 	 	 
121041	8	 	1	 	3	 	1	27	 	3	 	 	0	7	 	 	 	 	 	 	 	 	 
121041	9	 	1	 	0	1	1	27	 	3	 	 	0	7	 	 	 	 	 	 	 	 	 
121042	0	 	2	 	22	 	1	0	 	3	6	0	3	2	 	 	 	 	 	 	 	 	 
121042	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121042	2	 	1	 	53	 	1	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
121042	3	 	1	 	47	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121042	4	 	2	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121042	5	 	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	0	1	1	 	21	 	1	0	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
121043	1	0	4	 	61	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	2	0	4	 	36	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	3	0	4	 	33	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	4	0	4	 	30	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	5	0	4	 	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	6	0	4	 	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121043	7	 	1	 	97	 	2	24	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121043	8	 	1	 	1	 	1	27	 	3	 	 	7	8	 	 	 	 	 	 	 	 	 
121044	0	 	1	 	21	 	1	0	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
121044	1	 	1	 	44	 	1	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
121044	2	 	1	 	42	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
121044	17	 	1	 	18	 	2	7	 	3	6	0	2	1	1	12	1	 	 	 	 	 	 
121045	0	 	1	 	22	 	1	0	 	3	6	0	3	2	1	12	0	 	 	 	 	 	 
121045	1	 	1	 	92	 	2	6	 	6	3	0	98	98	0	 	 	 	 	 	 	 	 
121045	2	 	1	 	44	 	1	1	 	1	3	0	1	98	1	9	0	 	 	 	 	 	 
121045	3	 	1	 	41	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
121045	4	 	4	 	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121047	0	1	1	 	21	 	2	0	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
121047	1	0	4	 	74	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121047	2	0	4	 	58	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121047	3	0	4	 	30	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121047	4	 	1	 	65	 	1	28	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
121047	5	 	1	 	55	 	2	28	 	2	3	0	98	98	1	14	0	 	 	 	 	 	 
121047	6	 	1	 	27	 	1	24	 	3	3	0	5	4	1	14	0	 	 	 	 	 	 
121047	7	 	1	 	0	1	2	27	 	5	 	 	0	6	 	 	 	 	 	 	 	 	 
121048	0	 	1	 	21	 	1	0	 	3	6	0	2	0	1	12	0	 	 	 	 	 	 
121048	1	 	1	 	59	 	1	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
121048	2	 	1	 	50	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
121048	3	 	1	 	24	 	2	7	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
121049	0	 	1	 	22	 	1	0	 	1	3	0	2	1	1	13	0	 	 	 	 	 	 
121049	1	 	1	 	46	 	1	1	 	6	3	0	98	98	1	77	0	 	 	 	 	 	 
121049	2	 	1	 	45	 	2	1	0	6	3	0	98	98	1	77	0	 	 	 	 	 	 
121049	3	 	1	 	21	 	1	7	 	7	6	0	2	1	1	9	0	 	 	 	 	 	 
121049	4	 	1	 	19	 	2	24	 	2	3	0	98	98	1	10	0	 	 	 	 	 	 
121049	5	 	1	 	0	9	2	27	 	3	 	 	4	0	 	 	 	 	 	 	 	 	 
121050	0	 	1	 	22	 	1	0	 	3	3	0	2	98	1	9	0	 	 	 	 	 	 
121050	1	 	3	2016	45	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121050	2	 	1	 	39	 	2	1	 	1	4	0	98	98	1	6	0	 	 	 	 	 	 
121050	3	 	4	 	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121050	4	 	1	 	20	 	2	24	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 
121050	5	 	1	 	0	1	1	27	 	5	 	 	4	0	 	 	 	 	 	 	 	 	 
121052	0	 	1	 	23	 	2	0	 	3	3	0	98	98	1	12	0	 	 	 	 	 	 
