CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSCOMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
51046	1	0	4	 	-88	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	2	0	4	 	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	3	0	4	 	46	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	4	0	4	 	10	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51046	5	0	4	 	8	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51047	0	 	1	 	22	 	2	0	 	3	6	0	2	98	1	12	0	 	 	 	 	 	 
51047	1	 	4	 	53	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51047	2	 	1	 	51	 	2	1	1	1	2	0	4	98	1	8	0	 	 	 	 	 	 
51047	3	 	1	 	24	 	1	7	 	3	6	0	2	98	1	14	0	 	 	 	 	 	 
51047	4	 	1	 	88	 	2	5	 	6	4	0	98	98	1	3	0	 	 	 	 	 	 
51048	0	1	1	 	21	 	2	0	 	10	6	0	98	98	1	12	1	 	 	 	 	 	 
51048	1	0	4	 	52	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	2	0	4	 	53	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	3	0	4	 	32	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	4	1	1	 	30	 	1	7	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
51048	5	0	4	 	29	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	6	0	4	 	3	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51048	7	0	4	 	7	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51049	0	 	1	 	21	 	2	0	 	3	6	0	1	2	1	12	0	 	 	 	 	 	 
51049	1	 	1	 	55	 	2	1	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
51049	2	 	1	 	53	 	1	1	 	1	3	0	98	98	1	4	0	 	 	 	 	 	 
51049	3	 	1	 	23	 	2	7	 	3	6	0	1	2	1	9	0	 	 	 	 	 	 
51049	4	 	1	 	19	 	2	7	 	3	6	0	1	2	1	12	0	 	 	 	 	 	 
51057	0	 	1	 	22	 	1	0	 	3	6	0	2	98	1	9	0	 	 	 	 	 	 
51057	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51057	2	 	1	 	48	 	2	1	 	1	4	0	98	98	1	2	0	 	 	 	 	 	 
51057	3	 	1	 	28	 	1	7	 	3	6	0	2	98	1	4	0	 	 	 	 	 	 
51057	4	 	1	 	26	 	1	7	 	3	6	0	2	98	1	7	0	 	 	 	 	 	 
51070	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
51070	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51070	2	0	4	 	61	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51070	3	0	4	 	46	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	0	1	1	 	21	 	2	0	 	1	3	0	98	98	1	10	0	 	 	 	 	 	 
61001	1	0	3	2011	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	2	0	4	 	72	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	3	0	4	 	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	4	0	4	 	39	 	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	5	0	4	 	32	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	6	0	4	 	12	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	7	0	4	 	58	 	1	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	8	0	4	 	58	 	2	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	10	0	4	 	25	 	1	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	11	0	4	 	5	 	1	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	12	 	1	 	23	 	2	22	 	10	3	0	98	98	1	12	0	 	 	 	 	 	 
61003	0	 	1	 	22	 	2	0	 	3	3	0	2	1	1	9	0	 	 	 	 	 	 
61003	1	 	1	 	54	 	1	1	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 
61003	2	 	1	 	53	 	2	1	 	2	3	0	98	98	1	4	0	 	 	 	 	 	 
61003	3	 	1	 	32	 	1	7	 	3	3	0	2	1	1	14	0	 	 	 	 	 	 
61003	4	 	1	 	31	 	2	16	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
61003	5	 	1	 	1	 	2	13	 	5	 	 	4	3	 	 	 	 	 	 	 	 	 
61004	0	 	1	 	22	 	2	0	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 
61004	1	 	4	 	46	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	2	 	4	 	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	3	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	17	 	4	 	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	18	 	1	 	44	 	1	28	 	1	3	0	98	98	1	4	0	 	 	 	 	 	 
61004	19	 	1	 	43	 	2	28	 	2	3	0	98	98	1	4	0	 	 	 	 	 	 
61004	20	 	1	 	26	 	1	24	 	3	3	0	19	18	1	4	0	 	 	 	 	 	 
61004	21	 	1	 	2	 	1	27	 	5	 	 	0	20	 	 	 	 	 	 	 	 	 
61006	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	12	0	 	 	 	 	 	 
61006	1	0	4	 	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61006	2	0	4	 	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61006	3	 	1	 	24	 	1	22	 	10	6	0	98	98	1	14	0	 	 	 	 	 	 
61008	0	 	1	 	21	 	2	0	 	7	6	0	98	98	1	13	0	 	 	 	 	 	 
61008	17	 	1	 	18	 	1	7	 	7	6	0	98	98	1	14	0	 	 	 	 	 	 
61008	18	 	1	 	42	 	1	13	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
61008	19	 	1	 	40	 	2	13	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
61008	20	 	1	 	13	 	1	14	 	3	6	0	19	18	 	 	 	1	7	1	3	 	 
61008	21	 	1	 	9	 	2	14	 	3	 	 	19	18	 	 	 	1	3	1	3	 	 
61008	22	 	1	 	19	 	2	14	 	7	6	0	98	98	1	11	0	 	 	 	 	 	 
61009	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
61009	1	0	4	 	48	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61009	2	0	4	 	46	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61009	3	1	1	 	20	 	2	7	 	10	6	0	98	98	1	12	1	 	 	 	 	 	 
61009	4	0	4	 	8	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	5	0	 	 	 	 	 	 
61011	1	0	4	 	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	2	0	4	 	46	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	17	0	4	 	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61011	18	 	1	 	25	 	1	19	 	7	6	0	98	98	1	14	0	 	 	 	 	 	 
61012	0	1	1	 	21	 	2	0	 	1	6	0	98	98	1	11	0	 	 	 	 	 	 
61012	1	0	4	 	48	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61012	2	0	4	 	43	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61012	3	1	1	 	25	 	2	7	 	7	6	0	98	98	1	10	0	 	 	 	 	 	 
61012	4	0	4	 	19	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	0	1	1	 	21	 	1	0	 	1	6	0	98	98	1	8	0	 	 	 	 	 	 
61013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	2	0	3	2012	-88	 	2	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	3	0	4	 	37	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	4	0	4	 	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	5	0	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	6	0	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	17	0	4	 	18	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	0	 	1	 	21	 	2	0	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
61014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	2	 	4	 	59	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	3	 	4	 	59	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	4	 	4	 	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	5	 	4	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	6	 	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	7	 	4	 	60	 	1	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	8	 	4	 	50	 	2	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	9	 	1	 	24	 	1	24	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
61014	10	 	4	 	18	 	1	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	0	 	1	 	22	 	2	0	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 
61015	18	 	2	 	55	 	1	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	19	 	2	 	54	 	2	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	20	 	1	 	81	 	2	19	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 
61015	21	 	1	 	28	 	1	24	 	3	3	0	98	98	1	5	0	 	 	 	 	 	 
61015	22	 	1	 	30	 	1	29	 	3	6	0	98	98	1	5	0	 	 	 	 	 	 
61015	23	 	1	 	25	 	2	29	 	3	3	0	98	98	1	7	0	 	 	 	 	 	 
61015	24	 	1	 	31	 	1	16	 	4	3	0	98	98	1	5	0	 	 	 	 	 	 
61015	25	 	1	 	2	 	1	27	 	5	 	 	0	21	 	 	 	 	 	 	 	 	 
61016	0	1	1	 	22	 	1	0	 	1	3	0	98	98	1	10	0	 	 	 	 	 	 
61016	1	0	4	 	86	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	2	0	4	 	78	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	3	0	4	 	47	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	4	0	4	 	42	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	5	0	4	 	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61016	6	 	1	 	20	 	2	24	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
61016	7	 	1	 	18	 	2	19	 	7	6	0	98	98	1	9	0	 	 	 	 	 	 
61017	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
61017	1	 	1	 	45	 	1	1	 	1	3	0	98	98	1	2	0	 	 	 	 	 	 
61017	2	 	1	 	46	 	2	1	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
61017	3	 	1	 	13	 	1	7	 	3	6	0	2	1	 	 	 	1	7	1	3	 	 
61018	0	 	1	 	22	 	2	0	 	3	3	0	2	1	1	4	0	 	 	 	 	 	 
61018	1	 	1	 	47	 	1	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
61018	2	 	1	 	43	 	2	1	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
61018	3	 	1	 	13	 	1	7	 	3	6	0	2	1	 	 	 	1	7	0	 	8	13
61019	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
61019	1	 	1	 	53	 	1	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
61019	2	 	1	 	52	 	2	1	0	2	3	0	98	98	1	14	0	 	 	 	 	 	 
61019	3	 	1	 	32	 	2	7	 	3	3	0	2	1	1	14	0	 	 	 	 	 	 
61019	4	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	0	1	1	 	22	 	1	0	 	3	6	0	2	1	1	5	0	 	 	 	 	 	 
61020	1	1	1	 	55	 	1	1	 	1	3	0	98	98	1	2	0	 	 	 	 	 	 
61020	2	1	1	 	56	 	2	1	 	2	3	0	98	98	1	6	0	 	 	 	 	 	 
61020	3	0	2	 	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	4	0	2	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	5	0	2	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	0	1	1	 	23	 	2	0	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
61021	1	0	4	 	45	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	2	0	4	 	43	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	17	0	4	 	18	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	18	 	1	 	23	 	2	22	 	10	6	0	98	98	1	14	0	 	 	 	 	 	 
61024	0	 	1	 	22	 	1	0	 	3	1	0	2	1	1	6	0	 	 	 	 	 	 
61024	1	 	1	 	53	 	1	1	 	1	3	0	98	98	1	3	0	 	 	 	 	 	 
61024	2	 	1	 	50	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
61024	3	 	2	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61024	4	 	2	 	19	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61024	5	 	1	 	26	 	2	26	 	4	1	0	98	98	1	6	0	 	 	 	 	 	 
61025	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	10	0	 	 	 	 	 	 
61025	1	0	4	 	45	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61025	2	0	4	 	44	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61026	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	9	0	 	 	 	 	 	 
61026	1	 	1	 	45	 	1	1	 	1	3	0	98	98	1	3	0	 	 	 	 	 	 
61026	2	 	1	 	43	 	2	1	 	2	3	0	98	98	1	8	0	 	 	 	 	 	 
61026	3	 	1	 	13	 	2	7	 	3	6	0	2	1	 	 	 	1	7	1	3	 	 
61028	0	1	1	 	21	 	2	0	 	2	3	0	98	98	1	7	0	 	 	 	 	 	 
61028	1	0	4	 	51	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	2	0	4	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	17	0	4	 	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	18	0	4	 	53	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	19	 	1	 	28	 	1	24	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
61028	20	 	1	 	2	 	1	27	 	3	 	 	0	19	 	 	 	 	 	 	 	 	 
61029	0	1	1	 	23	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
61029	1	0	4	 	48	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	2	0	4	 	47	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	0	1	1	 	23	 	2	0	 	1	3	0	98	98	1	12	1	 	 	 	 	 	 
61030	1	0	4	 	47	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	2	0	4	 	46	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	3	0	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	4	0	4	 	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	5	0	4	 	24	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	6	0	4	 	5	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61030	7	 	1	 	27	 	1	24	 	2	3	0	98	98	1	14	0	 	 	 	 	 	 
61031	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	12	2	 	 	 	 	 	 
61031	1	0	4	 	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	2	0	4	 	50	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	3	0	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	4	 	1	 	23	 	1	22	 	10	6	0	98	98	1	14	0	 	 	 	 	 	 
61031	5	 	1	 	22	 	2	22	 	10	6	0	98	98	1	12	0	 	 	 	 	 	 
61032	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
61032	1	 	1	 	46	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
61032	2	 	1	 	47	 	2	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
61032	17	 	1	 	17	 	2	7	 	3	6	0	2	1	 	 	 	1	11	1	3	 	 
61033	0	1	1	 	22	 	2	0	 	4	3	0	98	98	1	8	0	 	 	 	 	 	 
61033	1	0	4	 	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	2	0	4	 	48	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	3	0	4	 	30	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	4	0	4	 	29	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	5	0	4	 	33	 	2	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	6	0	4	 	11	 	1	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	7	 	1	 	30	 	1	24	 	3	3	1	10	9	1	7	0	 	 	 	 	 	 
61033	8	 	1	 	1	 	2	27	 	5	 	 	0	7	 	 	 	 	 	 	 	 	 
61033	9	 	1	 	59	 	1	28	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
61033	10	 	1	 	59	 	2	28	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
61034	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
61034	1	0	4	 	56	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	2	0	4	 	47	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	3	0	4	 	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	4	 	1	 	19	 	1	22	 	10	6	0	98	98	1	12	1	 	 	 	 	 	 
61035	0	1	1	 	23	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
61035	1	0	4	 	45	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61035	2	0	4	 	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61035	17	0	4	 	16	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61035	18	0	4	 	12	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	0	1	1	 	21	 	2	0	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
61036	1	0	4	 	52	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	2	0	4	 	53	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	3	0	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	4	 	1	 	25	 	1	24	 	1	3	0	98	98	1	10	0	 	 	 	 	 	 
61036	5	 	1	 	2	 	2	27	 	3	 	 	0	4	 	 	 	 	 	 	 	 	 
61037	0	 	1	 	21	 	1	0	 	5	6	0	3	2	1	13	0	 	 	 	 	 	 
61037	1	 	1	 	82	 	2	6	 	1	4	0	98	98	1	0	0	 	 	 	 	 	 
61037	2	 	1	 	50	 	1	1	 	3	1	0	1	98	1	3	0	 	 	 	 	 	 
61037	3	 	1	 	47	 	2	1	 	4	1	0	98	98	1	5	0	 	 	 	 	 	 
61037	4	 	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	0	1	1	 	21	 	1	0	 	1	6	0	98	98	1	12	0	 	 	 	 	 	 
61038	1	0	4	 	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	2	0	4	 	43	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	3	0	4	 	11	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	4	0	4	 	71	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	5	0	4	 	69	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	0	 	1	 	22	 	1	0	 	3	6	0	2	98	1	13	0	 	 	 	 	 	 
61039	1	 	3	2016	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	2	 	1	 	51	 	2	1	 	1	4	0	98	98	1	14	0	 	 	 	 	 	 
61039	3	 	1	 	28	 	1	7	 	3	3	0	2	98	1	13	0	 	 	 	 	 	 
61039	4	 	1	 	27	 	2	16	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
61040	0	 	1	 	22	 	1	0	 	3	6	0	4	3	1	14	0	 	 	 	 	 	 
61040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61040	2	 	4	 	60	 	2	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61040	3	 	1	 	54	 	1	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 
61040	4	 	1	 	50	 	2	1	 	2	3	0	98	98	1	1	0	 	 	 	 	 	 
61041	0	1	1	 	23	 	2	0	 	7	6	0	98	98	1	12	2	 	 	 	 	 	 
61041	1	0	4	 	47	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	2	0	4	 	47	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	3	 	1	 	34	 	1	13	 	1	3	0	98	98	1	13	0	 	 	 	 	 	 
61041	4	 	1	 	34	 	2	13	 	2	3	0	98	98	1	13	0	 	 	 	 	 	 
61042	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
61042	1	0	4	 	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61042	2	0	4	 	47	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61042	3	0	4	 	12	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61043	0	 	1	 	22	 	1	0	 	3	6	0	2	98	1	6	0	 	 	 	 	 	 
61043	1	 	3	2015	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61043	2	 	1	 	43	 	2	1	 	1	1	0	98	98	1	5	0	 	 	 	 	 	 
61043	17	 	1	 	17	 	2	7	 	3	6	0	2	98	 	 	 	1	5	0	 	21	11
61043	18	 	1	 	5	 	1	9	 	3	 	 	2	19	 	 	 	0	 	 	 	 	 
61043	19	 	1	 	38	 	1	2	 	2	1	0	98	98	1	2	0	 	 	 	 	 	 
61044	0	1	1	 	23	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
61044	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	2	0	4	 	55	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	3	0	4	 	54	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	0	 	1	 	23	 	2	0	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
61046	1	 	4	 	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	2	 	4	 	43	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	3	 	4	 	65	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	4	 	4	 	63	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	5	 	4	 	52	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	6	 	1	 	49	 	1	28	 	6	3	0	10	98	1	5	0	 	 	 	 	 	 
61046	7	 	1	 	53	 	2	28	 	6	3	0	98	98	1	5	0	 	 	 	 	 	 
61046	8	 	1	 	27	 	1	24	 	1	3	0	7	6	1	7	0	 	 	 	 	 	 
61046	9	 	4	 	21	 	2	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	10	 	1	 	75	 	2	6	 	5	4	0	98	98	0	 	 	 	 	 	 	 	 
61046	11	 	1	 	4	 	1	27	 	3	 	 	0	8	 	 	 	 	 	 	 	 	 
61046	12	 	1	 	2	 	1	27	 	3	 	 	0	8	 	 	 	 	 	 	 	 	 
61047	0	1	1	 	22	 	2	0	 	2	3	0	98	98	1	14	0	 	 	 	 	 	 
61047	1	0	4	 	48	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	2	0	4	 	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	3	0	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	4	0	4	 	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	5	 	1	 	38	 	1	24	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
61047	6	 	1	 	28	 	1	15	 	10	3	0	98	98	1	13	0	 	 	 	 	 	 
61047	7	 	1	 	26	 	2	15	 	7	6	0	98	98	1	12	0	 	 	 	 	 	 
61048	0	 	1	 	21	 	1	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
61048	1	 	1	 	43	 	1	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
61048	2	 	1	 	39	 	2	1	 	2	3	0	98	98	1	4	0	 	 	 	 	 	 
61048	3	 	1	 	12	 	1	7	 	3	6	0	2	1	 	 	 	1	6	1	3	 	 
61049	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	10	0	 	 	 	 	 	 
61049	1	 	1	 	53	 	1	1	 	1	3	0	98	98	1	2	0	 	 	 	 	 	 
61049	2	 	1	 	48	 	2	1	1	2	3	0	98	98	1	7	0	 	 	 	 	 	 
