CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSCOMR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	STLL18R4	EDCH18R4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH17R4	MEMCNSR4
111021	3	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	N
111021	17	9	13	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	7	1	3	 	 	1	N
111022	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111022	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
111022	2	38	42	 	2	1	1	 	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
111022	3	20	24	 	1	7	7	 	1	 	3	3	0	2	1	1	7	0	0	 	 	 	 	 	 	 	N
111022	4	17	21	 	1	7	7	 	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111022	5	 	23	 	2	 	16	 	1	 	4	3	0	98	98	1	11	0	 	 	 	 	 	 	 	 	N
111022	6	 	4	 	2	 	15	 	1	 	5	 	 	5	3	 	 	 	 	 	 	 	 	 	 	 	N
111022	7	 	1	 	2	 	15	 	1	 	5	 	 	5	3	 	 	 	 	 	 	 	 	 	 	 	N
111025	0	15	18	 	2	0	0	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111025	1	64	68	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	2	35	39	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	3	35	39	 	2	1	1	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	4	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	5	12	16	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	17	9	13	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	18	5	9	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	19	 	29	 	1	 	24	 	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
111025	20	 	1	 	2	 	27	 	1	 	3	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 	N
111027	0	15	19	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	12	1	3	 	 	1	 
111027	1	71	75	 	2	6	6	 	1	 	7	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
111027	2	41	45	 	1	1	1	 	1	 	1	3	1	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111027	3	41	45	 	2	1	1	 	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111027	17	11	15	 	1	7	7	 	1	 	3	6	0	3	2	 	 	 	 	1	7	0	 	8	14	1	N
111028	0	15	18	 	2	0	0	1	1	 	3	3	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
111028	1	41	45	 	2	1	1	1	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
111028	2	38	41	 	1	1	1	 	1	 	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
111028	3	20	24	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	17	11	15	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	18	 	22	 	1	 	24	 	1	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
111028	19	 	1	 	1	 	27	 	1	 	5	 	 	0	18	 	 	 	 	 	 	 	 	 	 	 	N
111030	0	15	19	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	12	0	 	 	 	1	N
111030	2	43	46	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111030	3	33	37	 	2	1	1	 	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111030	4	27	31	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111030	5	13	17	 	1	7	7	 	1	 	3	6	0	3	2	 	 	 	 	1	11	1	3	 	 	1	N
111030	17	10	14	 	2	7	7	 	1	 	3	6	0	3	5	 	 	 	 	1	8	1	3	 	 	1	N
111031	0	15	19	 	1	0	0	0	1	 	3	6	0	2	1	0	 	 	 	 	 	 	 	 	 	 	N
111031	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111031	2	32	36	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111031	3	 	4	 	2	 	7	 	1	 	3	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	N
111032	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	6	0	0	 	 	 	 	 	 	 	N
111032	1	45	49	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111032	2	43	47	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111032	3	17	21	 	1	7	7	 	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111032	4	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	Y
111033	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	1	 	 	1	N
111033	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	14	0	1	 	 	 	 	 	 	 	N
111033	2	37	41	 	2	1	1	0	1	 	2	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
111033	17	11	15	 	2	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	9	1	3	 	 	1	Y
111034	0	15	18	 	2	0	0	1	2	 	3	6	0	 	1	 	 	 	 	1	12	1	3	 	 	1	 
111034	1	35	38	 	1	1	1	 	1	 	 	 	 	 	 	1	7	0	0	 	 	 	 	 	 	 	N
111034	2	32	36	 	2	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111034	17	11	15	 	2	7	7	 	1	 	 	 	 	 	 	 	 	 	 	1	9	1	3	 	 	1	N
111035	0	15	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
111035	1	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111035	2	33	37	 	2	1	1	 	1	 	2	3	0	98	98	1	12	1	1	 	 	 	 	 	 	 	N
111035	3	13	16	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	Y
111036	0	15	19	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	12	1	3	 	 	1	 
111036	1	79	83	 	2	5	5	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
111036	2	38	42	 	1	1	1	 	1	 	1	3	0	1	98	1	10	0	0	 	 	 	 	 	 	 	N
111036	3	36	40	 	2	1	1	1	1	 	2	3	1	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111036	17	9	13	 	1	7	7	 	1	 	3	6	0	3	2	 	 	 	 	1	7	1	3	 	 	1	N
111038	0	15	19	 	2	0	0	1	2	 	3	6	1	2	1	 	 	 	 	1	14	1	3	 	 	1	 
111038	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111038	2	39	43	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111038	3	18	22	 	1	7	7	 	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	Y
111039	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111039	1	51	55	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111039	2	50	54	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111039	3	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111040	0	15	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
111040	1	48	51	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111040	2	41	45	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111040	3	21	25	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111042	0	14	18	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	9	0	 	 	 	0	 
111042	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111042	2	40	44	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111042	3	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111043	0	15	19	 	2	0	0	0	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111043	1	33	37	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111043	2	32	36	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111043	3	12	16	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111043	4	4	8	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111043	5	65	69	 	2	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111043	6	 	54	 	1	 	28	 	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
111043	7	 	53	 	2	 	28	 	1	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
111043	8	 	28	 	1	 	24	 	1	 	3	3	0	7	6	1	9	0	 	 	 	 	 	 	 	 	N
111043	9	 	1	 	1	 	27	 	1	 	5	 	 	0	8	 	 	 	 	 	 	 	 	 	 	 	N
111044	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	Y
111044	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111044	2	37	41	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111044	3	14	18	 	2	7	7	 	1	 	3	6	0	98	98	1	9	0	0	 	 	 	 	 	 	 	Y
111044	4	3	7	 	2	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	2	1	3	 	 	1	N
111045	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111045	1	43	47	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111045	2	41	45	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111045	3	17	21	 	1	7	7	 	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111047	0	14	18	 	2	0	0	1	2	 	3	6	0	1	2	 	 	 	 	1	12	0	 	 	 	1	 
111047	1	49	53	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111047	2	48	52	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111047	3	26	30	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111047	4	24	28	 	1	7	7	 	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	Y
111047	5	21	25	 	1	7	7	 	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
111047	6	20	24	 	2	16	16	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111048	0	14	18	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
111048	1	43	47	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111048	2	38	42	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111048	3	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111050	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	2	3	 	 	1	 
111050	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111050	2	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111050	3	18	22	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111050	17	11	15	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111057	0	14	18	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
111057	1	36	40	 	1	1	1	 	1	 	1	1	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
111057	2	35	39	 	2	1	1	1	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
111057	3	17	21	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111057	17	11	15	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	9	1	3	 	 	1	N
111065	0	14	18	 	2	0	0	1	2	 	3	6	0	2	3	 	 	 	 	1	12	0	 	 	 	1	 
111065	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
111065	2	37	41	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111065	3	18	22	 	1	7	7	 	1	 	3	6	0	2	1	1	9	0	0	 	 	 	 	 	 	 	N
111065	4	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111069	0	15	19	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	12	1	3	 	 	1	N
111069	1	69	73	 	2	6	6	 	1	 	6	4	0	98	98	1	1	0	0	 	 	 	 	 	 	 	N
111069	2	40	44	 	1	1	1	 	1	 	1	3	0	1	98	1	5	0	0	 	 	 	 	 	 	 	N
111069	3	39	43	 	2	1	1	 	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
111069	4	29	33	 	1	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111069	5	19	23	 	2	7	7	 	1	 	3	6	0	3	2	1	12	1	1	 	 	 	 	 	 	 	Y
111069	6	17	21	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111069	7	13	17	 	1	7	7	 	1	 	3	6	0	3	2	 	 	 	 	1	11	1	3	 	 	1	N
111086	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
111086	1	53	57	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
111086	2	53	57	 	2	1	1	 	1	 	2	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
111086	3	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111109	0	15	19	 	2	0	0	0	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
111109	1	40	44	 	1	1	1	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111109	2	37	41	 	2	1	1	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111109	3	17	21	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111109	4	 	24	 	1	 	24	 	1	 	3	3	0	98	98	1	6	0	 	 	 	 	 	 	 	 	N
111109	5	 	2	 	2	 	27	 	1	 	3	 	 	0	4	 	 	 	 	 	 	 	 	 	 	 	N
111109	6	 	48	 	2	 	28	 	1	 	1	4	0	98	98	1	8	0	 	 	 	 	 	 	 	 	N
111111	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	1	 	 	 	 	 	 	 	N
111111	1	54	58	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111111	2	51	55	 	2	1	1	 	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111111	3	28	32	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111111	4	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111111	5	20	24	 	2	7	7	 	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111111	6	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111119	0	15	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
111119	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
111119	2	39	43	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
111119	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
111119	4	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121001	0	15	19	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
121001	1	51	55	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
121001	2	46	50	 	2	1	1	0	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
121001	3	26	30	 	1	7	7	 	1	 	3	3	0	2	1	1	13	0	0	 	 	 	 	 	 	 	N
121001	4	23	27	 	1	7	7	 	1	 	3	6	0	2	1	1	14	0	0	 	 	 	 	 	 	 	N
121001	5	20	24	 	1	7	7	 	1	 	3	6	0	2	1	1	14	0	0	 	 	 	 	 	 	 	N
121001	6	 	30	 	2	 	16	 	1	 	4	3	0	98	98	1	13	0	 	 	 	 	 	 	 	 	N
121003	0	15	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
121003	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
121003	2	35	39	 	2	1	1	1	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
121003	3	12	16	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	10	1	3	 	 	1	N
121004	0	15	19	 	1	0	0	1	1	 	3	6	0	1	2	1	12	0	0	 	 	 	 	 	 	 	N
121004	1	45	49	 	2	1	1	1	1	 	2	3	0	98	98	1	1	0	0	 	 	 	 	 	 	 	N
121004	2	44	48	 	1	1	1	 	1	 	1	3	0	98	98	1	0	0	0	 	 	 	 	 	 	 	N
121004	3	24	28	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121004	4	22	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121005	0	15	19	 	2	0	0	1	2	 	3	6	0	3	2	 	 	 	 	1	12	1	3	 	 	1	N
121005	1	87	-88	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121005	2	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
121005	3	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
121005	4	19	23	 	2	7	7	 	1	 	3	6	0	3	2	1	12	0	0	 	 	 	 	 	 	 	N
121005	5	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121006	0	14	18	 	2	0	0	1	1	 	3	6	0	1	98	1	9	0	0	 	 	 	 	 	 	 	N
121006	1	52	55	 	2	1	1	0	1	 	1	4	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
121006	2	23	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121006	17	9	13	 	1	7	7	 	1	 	3	6	0	1	98	 	 	 	 	1	7	1	3	 	 	1	N
121006	18	17	21	 	1	19	19	 	1	 	5	6	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
121007	0	15	19	 	1	0	0	1	1	 	3	3	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
121007	1	35	39	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
121007	2	34	38	 	1	1	1	 	1	 	1	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
121007	3	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121007	4	14	18	 	1	7	7	 	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
121007	5	 	19	 	2	 	24	 	1	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	N
121009	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	0	 
121009	1	54	58	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
121009	2	52	56	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
121009	3	22	-88	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121009	4	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	0	14	18	 	2	0	0	1	2	 	3	6	0	4	3	 	 	 	 	1	12	1	3	 	 	0	N
121011	1	89	-88	 	1	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	2	61	65	 	1	6	6	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
121011	3	34	38	 	1	1	1	 	1	 	1	3	0	98	2	1	6	0	0	 	 	 	 	 	 	 	N
121011	4	32	36	 	2	1	1	0	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
121011	5	24	28	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121011	6	12	16	 	1	7	7	 	1	 	3	6	0	4	3	 	 	 	 	1	10	1	3	 	 	0	N
121011	17	10	14	 	2	7	7	 	1	 	3	6	0	4	3	 	 	 	 	1	8	1	3	 	 	0	N
121012	0	15	19	 	2	0	0	1	2	 	3	6	0	1	2	 	 	 	 	1	12	1	3	 	 	1	 
121012	1	47	51	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
121012	2	45	49	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	Y
121012	3	20	24	 	1	7	7	 	1	 	3	3	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
121012	4	 	21	 	2	 	16	 	1	 	4	3	0	98	98	1	9	0	 	 	 	 	 	 	 	 	Y
121012	5	 	3	 	2	 	15	 	1	 	5	 	 	4	3	 	 	 	 	 	 	 	 	 	 	 	N
121013	0	15	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	N
121013	1	42	45	 	1	1	1	 	1	 	1	3	0	18	98	1	4	0	0	 	 	 	 	 	 	 	N
121013	2	41	44	 	2	1	1	0	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
121013	3	17	21	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	4	13	17	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	11	1	3	 	 	1	N
121013	17	10	14	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121013	18	91	95	 	2	6	6	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
121014	0	14	18	 	2	0	0	1	2	 	3	6	0	2	98	 	 	 	 	1	12	1	3	 	 	1	N
121014	1	43	-88	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121014	2	42	46	 	2	1	1	0	1	 	1	4	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
121014	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121014	4	12	16	 	2	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	10	1	3	 	 	1	N
121014	5	16	20	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121019	0	15	19	 	1	0	0	1	2	 	3	6	0	4	3	 	 	 	 	1	12	1	3	 	 	0	N
121019	1	58	62	 	1	6	6	 	1	 	6	3	0	98	6	1	2	0	0	 	 	 	 	 	 	 	N
121019	2	56	-88	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	3	38	42	 	1	1	1	 	1	 	1	3	0	98	1	0	 	 	 	 	 	 	 	 	 	 	N
121019	4	35	39	 	2	1	1	1	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
121019	5	19	23	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121019	6	18	22	 	1	7	7	 	1	 	3	6	0	4	3	1	10	0	0	 	 	 	 	 	 	 	N
121019	7	17	21	 	2	11	11	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
121020	0	15	19	 	2	0	0	0	1	 	 	 	 	 	 	1	7	0	0	 	 	 	 	 	 	 	N
121020	1	35	65	 	1	1	28	 	1	 	1	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
121020	2	35	59	 	2	1	28	 	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
121020	3	17	22	 	1	7	24	 	1	 	3	3	0	2	3	1	7	0	0	 	 	 	 	 	 	 	N
121020	17	10	1	 	2	7	27	 	1	 	5	 	 	0	3	 	 	 	 	 	 	 	 	 	 	 	N
121020	18	9	 	 	2	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121021	0	14	18	 	1	0	0	1	2	 	3	6	0	2	98	 	 	 	 	0	 	 	 	 	 	 	 
121021	1	42	-88	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121021	2	37	40	 	2	1	1	1	1	 	1	4	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
121021	17	10	14	 	1	7	7	 	1	 	3	6	0	2	98	 	 	 	 	1	8	1	3	 	 	1	N
121022	0	15	19	 	1	0	0	1	2	 	3	3	0	3	2	 	 	 	 	1	9	0	 	 	 	0	N
121022	1	70	74	 	2	6	6	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
