COMMID	id	price1	vendor1	price2	vendor2
IN082	12	235	13	235	13
IN082	13	420	13	420	13
IN082	14	250	13	250	13
IN082	15	7	1	7	1
IN082	16	12	1	12	1
IN082	17	0	15	0	15
IN082	18	0	15	0	15
IN082	19	0	15	0	15
IN082	20	16	1	16	1
IN082	21	45	1	43	1
IN082	22	2	1	2	1
IN082	23	30	1	30	15
IN082	24	18	1	18	1
IN082	25	20	1	17	15
IN083	1	0	15	0	15
IN083	2	85	1	135	1
IN083	3	70	1	85	1
IN083	4	70	1	70	1
IN083	5	8	1	8	1
IN083	6	80	1	80	1
IN083	7	105	1	105	1
IN083	8	0	15	11	9
IN083	9	40	9	35	9
IN083	10	600	9	334	9
IN083	11	10	9	0	15
IN083	12	6	13	6	13
IN083	13	8	13	8	13
IN083	14	5	13	8	13
IN083	15	8	1	8	1
IN083	16	12	1	12	1
IN083	17	0	15	0	15
IN083	18	0	15	0	15
IN083	19	0	15	0	15
IN083	20	18	1	18	1
IN083	21	48	1	48	1
IN083	22	3	1	3	1
IN083	23	30	1	30	1
IN083	24	20	1	18	1
IN083	25	16	1	16	1
IN084	1	0	15	0	15
IN084	2	85	1	135	1
IN084	3	70	1	85	1
IN084	4	70	1	70	1
IN084	5	8	1	8	1
IN084	6	80	1	80	1
IN084	7	105	1	105	1
IN084	8	11	9	0	15
IN084	9	40	9	35	9
IN084	10	600	9	334	9
IN084	11	10	9	0	15
IN084	12	6	13	6	13
IN084	13	8	13	8	13
IN084	14	5	13	8	13
IN084	15	7	1	7	1
IN084	16	12	1	12	1
IN084	17	4	1	0	15
IN084	18	0	15	0	15
IN084	19	0	15	0	15
IN084	20	16	1	16	1
IN084	21	44	1	42	1
IN084	22	3	1	2	1
IN084	23	30	1	30	1
IN084	24	40	1	18	1
IN084	25	0	15	0	15
IN085	1	0	15	0	15
IN085	2	100	1	85	1
IN085	3	70	1	90	1
IN085	4	90	1	100	1
IN085	5	8	1	8	1
IN085	6	80	1	80	1
IN085	7	105	1	105	1
IN085	8	11	9	0	15
IN085	9	40	9	35	9
IN085	10	600	9	334	9
IN085	11	10	9	0	15
IN085	12	4	13	4	13
IN085	13	8	13	8	13
IN085	14	5	13	5	13
IN085	15	8	1	8	1
IN085	16	12	1	12	1
IN085	17	0	15	0	15
IN085	18	0	15	0	15
IN085	19	0	15	0	15
IN085	20	16	1	16	1
IN085	21	42	1	43	1
IN085	22	2	1	2	1
IN085	23	30	1	30	1
IN085	24	18	1	18	1
IN085	25	18	1	20	1
IN086	1	4	1	4	1
IN086	2	90	1	85	1
IN086	3	80	1	90	1
IN086	4	70	1	70	1
IN086	5	8	1	8	1
IN086	6	80	1	80	1
IN086	7	105	1	105	1
IN086	8	11	9	11	9
IN086	9	0	15	75	9
IN086	10	300	9	383	9
IN086	11	0	15	72	9
IN086	12	6	13	6	13
IN086	13	8	13	8	13
IN086	14	5	13	5	13
IN086	15	9	1	0	15
IN086	16	10	1	12	1
IN086	17	0	15	0	15
IN086	18	0	15	0	15
IN086	19	6	1	0	15
IN086	20	14	1	14	1
IN086	21	46	1	45	1
IN086	22	2	1	3	1
IN086	23	28	1	28	1
IN086	24	18	1	18	1
IN086	25	0	15	0	15
IN087	1	4	1	4	1
IN087	2	85	1	95	1
IN087	3	70	1	70	1
IN087	4	70	1	80	1
IN087	5	8	1	8	1
IN087	6	80	1	80	1
IN087	7	105	1	105	1
IN087	8	0	15	11	9
IN087	9	75	9	75	9
IN087	10	300	9	383	9
IN087	11	72	9	0	15
IN087	12	6	13	6	13
IN087	13	8	13	8	13
IN087	14	5	13	5	13
IN087	15	8	1	0	15
IN087	16	10	1	10	1
IN087	17	6	1	0	15
IN087	18	2	1	0	15
IN087	19	0	15	0	15
IN087	20	13	1	14	1
IN087	21	46	1	46	1
IN087	22	2	1	2	1
IN087	23	0	15	14	1
IN087	24	17	1	18	1
IN087	25	0	1	0	15
IN088	1	4	1	5	1
IN088	2	85	1	95	1
IN088	3	70	1	70	1
IN088	4	70	1	80	1
IN088	5	8	1	8	1
IN088	6	80	1	80	1
IN088	7	105	1	105	1
IN088	8	3	9	3	9
IN088	9	425	9	430	9
IN088	10	330	9	330	9
IN088	11	0	15	0	15
IN088	12	6	13	6	13
IN088	13	8	13	8	13
IN088	14	5	13	5	13
IN088	15	8	1	0	15
IN088	16	9	1	10	1
IN088	17	0	15	0	15
IN088	18	3	1	5	1
IN088	19	12	1	13	1
IN088	20	13	1	0	15
IN088	21	52	1	44	1
IN088	22	2	1	2	1
IN088	23	28	1	0	15
IN088	24	17	1	18	1
IN088	25	0	15	0	15
IN089	1	6	1	6	7
IN089	2	120	7	80	4
IN089	3	50	4	60	1
IN089	4	50	1	40	4
IN089	5	9	1	9	3
IN089	6	40	1	30	4
IN089	7	80	1	60	4
IN089	8	3	9	 	15
IN089	9	114	9	 	15
IN089	10	550	9	 	15
IN089	11	72	9	 	15
IN089	12	10	13	10	13
IN089	13	9	13	9	13
IN089	14	5	13	5	13
IN089	15	16	1	16	7
IN089	16	11	1	12	7
IN089	17	9	1	10	7
IN089	18	165	1	170	7
IN089	19	14	1	14	3
IN089	20	15	1	16	7
IN089	21	48	1	50	7
IN089	22	6	1	6	7
IN089	23	58	1	60	3
IN089	24	18	1	18	7
IN089	25	10	2	16	1
IN090	1	6	1	6	7
IN090	2	80	1	60	3
IN090	3	60	4	60	3
IN090	4	50	4	60	3
IN090	5	15	1	 	15
IN090	6	80	3	90	1
IN090	7	50	1	60	3
IN090	8	4	9	 	15
IN090	9	114	9	 	15
IN090	10	550	9	 	15
IN090	11	72	9	 	 
IN090	12	10	13	10	13
IN090	13	9	13	9	13
IN090	14	5	13	5	13
IN090	15	16	1	17	1
IN090	16	11	1	12	7
IN090	17	8	1	7	3
IN090	18	140	1	180	3
IN090	19	13	1	16	4
IN090	20	15	1	17	7
IN090	21	48	1	50	7
IN090	22	6	1	6	7
IN090	23	58	1	58	3
IN090	24	18	1	18	3
IN090	25	10	2	17	3
IN091	1	4	1	5	7
IN091	2	80	1	85	7
IN091	3	60	3	80	5
IN091	4	50	3	50	1
IN091	5	10	1	10	7
IN091	6	100	1	110	3
IN091	7	80	1	70	3
IN091	8	4	9	 	15
IN091	9	114	9	 	15
IN091	10	550	9	 	15
IN091	11	72	9	 	15
IN091	12	10	13	10	13
IN091	13	9	13	9	13
IN091	14	5	13	5	13
IN091	15	15	1	16	7
IN091	16	10	1	9	3
IN091	17	8	1	8	3
IN091	18	95	1	90	3
IN091	19	14	1	14	3
IN091	20	15	1	15	7
IN091	21	45	1	45	7
IN091	22	7	1	7	7
IN091	23	50	1	49	7
IN091	24	23	1	23	7
IN091	25	10	2	15	1
IN092	1	5	1	 	 
IN092	2	100	1	 	 
IN092	3	150	1	 	 
IN092	4	200	1	 	 
IN092	5	7	1	 	 
IN092	6	50	1	 	 
IN092	7	70	1	 	 
IN092	8	17	9	 	 
IN092	9	40	9	 	 
IN092	10	150	9	 	 
IN092	11	30	9	 	 
IN092	12	205	13	240	14
IN092	13	470	13	475	14
IN092	14	240	13	244	14
IN092	15	8	1	10	14
IN092	16	12	1	13	14
IN092	17	6	1	7	14
IN092	18	25	1	30	14
IN092	19	12	1	 	 
IN092	20	15	1	16	14
IN092	21	45	1	48	14
IN092	22	5	1	6	14
IN092	23	24	1	26	14
IN092	24	9	1	10	14
IN092	25	15	1	16	14
IN093	1	500	1	650	7
IN093	2	7000	1	7500	7
IN093	3	4500	1	5500	7
IN093	4	3750	1	4500	7
IN093	5	950	1	950	8
IN093	6	4000	1	5000	8
IN093	7	105	1	120	7
IN093	8	350	1	350	9
IN093	9	6000	1	6500	9
IN093	10	3750	1	3600	9
IN093	11	1150	1	1150	9
IN093	12	210	12	 	 
IN093	13	420	13	455	13
IN093	14	240	13	245	13
IN093	15	1400	1	1750	7
IN093	16	1080	1	1080	7
IN093	17	6	1	8	8
IN093	18	30	1	32	8
IN093	19	1300	11	1400	7
IN093	20	1280	2	1280	7
IN093	21	5500	8	5000	7
IN093	22	500	8	700	7
IN093	23	 	 	 	 
IN093	24	2000	8	2000	7
IN093	25	13	1	12	2
IN096	1	0	15	0	15
IN096	2	100	1	135	1
IN096	3	70	1	90	1
IN096	4	100	1	90	1
IN096	5	8	1	8	1
IN096	6	30	1	75	1
IN096	7	50	1	70	1
IN096	8	11	9	0	15
IN096	9	40	9	35	9
IN096	10	600	9	334	9
IN096	11	10	9	0	15
IN096	12	6	13	6	13
IN096	13	8	13	8	13
IN096	14	5	13	5	13
IN096	15	7	1	7	1
IN096	16	12	1	12	1
IN096	17	0	15	0	15
IN096	18	0	15	0	15
IN096	19	0	15	0	15
IN096	20	16	1	16	15
IN096	21	42	1	43	1
IN096	22	2	1	2	1
IN096	23	30	1	30	1
IN096	24	18	1	18	1
IN096	25	20	1	19	15
IN097	1	4	1	5	14
IN097	2	250	1	260	14
IN097	3	150	1	170	14
IN097	4	150	1	160	14
IN097	5	7	1	 	 
IN097	6	100	1	 	 
IN097	7	200	1	 	 
IN097	8	11	9	12	14
IN097	9	25	9	12	14
IN097	10	200	9	225	14
IN097	11	10	9	15	14
IN097	12	220	13	230	14
IN097	13	465	13	485	14
IN097	14	245	13	260	14
IN097	15	8	1	9	14
IN097	16	12	1	13	14
IN097	17	6	1	7	14
IN097	18	30	1	35	14
IN097	19	13	1	 	 
IN097	20	15	1	16	14
IN097	21	45	1	48	14
IN097	22	5	1	6	14
IN097	23	44	 	10	14
IN097	24	9	1	10	14
IN097	25	15	1	16	14
IN099	1	2	1	3	14
IN099	2	300	1	330	14
IN099	3	150	1	170	14
IN099	4	150	1	180	14
IN099	5	7	1	7	1
IN099	6	300	1	320	14
IN099	7	250	1	275	14
IN099	8	11	9	11	9
IN099	9	40	9	40	9
IN099	10	340	9	350	9
IN099	11	66	9	66	9
IN099	12	250	13	210	14
IN099	13	460	13	470	14
IN099	14	245	13	250	14
IN099	15	7	1	14	1
IN099	16	12	1	13	1
IN099	17	6	1	7	1
IN099	18	30	1	35	1
IN099	19	13	1	14	1
IN099	20	15	1	16	1
IN099	21	45	1	48	1
IN099	22	5	1	6	1
IN099	23	44	1	46	1
IN099	24	9	1	10	1
IN099	25	14	1	16	1
IN098	1	2	1	3	14
IN098	2	300	1	330	14
IN098	3	120	1	150	14
IN098	4	120	1	175	14
IN098	5	7	1	7	1
IN098	6	300	1	320	14
IN098	7	250	1	275	14
IN098	8	11	9	11	9
IN098	9	40	9	42	9
IN098	10	340	9	320	10
IN098	11	66	9	66	9
IN098	12	205	13	210	13
IN098	13	450	13	470	13
IN098	14	245	13	260	13
IN098	15	14	1	8	7
IN098	16	10	2	12	7
IN098	17	6	1	7	7
IN098	18	30	1	35	7
IN098	19	13	1	14	8
IN098	20	15	1	16	8
IN098	21	45	1	48	8
IN098	22	5	1	6	8
IN098	23	44	1	46	3
IN098	24	9	1	10	7
IN098	25	14	1	16	2
IN101	1	2	1	3	1
IN101	2	150	1	180	1
IN101	3	80	1	90	1
IN101	4	100	1	100	1
IN101	5	7	1	7	1
IN101	6	150	1	150	1
IN101	7	80	1	90	1
IN101	8	21	9	22	9
IN101	9	40	9	50	9
IN101	10	360	9	380	9
IN101	11	12	9	14	9
IN101	12	205	13	210	13
IN101	13	470	13	475	13
IN101	14	240	13	245	13
IN101	15	13	1	15	1
IN101	16	11	1	12	1
IN101	17	6	1	8	1
IN101	18	30	1	35	1
IN101	19	13	1	14	1
IN101	20	15	1	16	1
IN101	21	48	1	50	1
IN101	22	6	1	7	1
IN101	23	44	1	46	1
IN101	24	9	7	 	 
IN101	25	15	11	16	1
IN102	1	2	1	3	1
IN102	2	150	1	180	1
IN102	3	80	1	90	1
IN102	4	100	1	100	1
IN102	5	7	1	7	1
IN102	6	150	1	150	1
IN102	7	80	1	90	1
IN102	8	21	9	22	9
IN102	9	40	9	50	9
IN102	10	360	9	380	9
IN102	11	12	9	14	9
IN102	12	205	13	210	13
IN102	13	470	13	475	13
IN102	14	240	13	245	13
IN102	15	13	1	15	1
IN102	16	11	1	12	1
IN102	17	6	1	8	1
IN102	18	30	1	35	1
IN102	19	13	1	14	1
IN102	20	15	1	16	1
IN102	21	48	1	50	1
IN102	22	6	1	7	1
IN102	23	44	1	46	1
IN102	24	9	7	 	 
IN102	25	15	11	16	1
