PLACEID	GBGEIDR5	GBGEPLAC	GRBCLCT	CMNGARB
8372	2	0	 	 
8372	3	1	 	2
8372	4	0	 	 
8372	5	0	 	 
8372	6	0	 	 
8372	7	0	 	 
8372	8	0	 	 
8372	9	0	 	 
8374	1	1	10	1
8374	2	1	 	2
8374	3	0	 	 
8374	4	0	 	 
8374	5	0	 	 
8374	6	0	 	 
8374	7	0	 	 
8374	8	0	 	 
8374	9	0	 	 
8377	1	1	30	1
8377	2	0	 	 
8377	3	0	 	 
8377	4	0	 	 
8377	5	0	 	 
8377	6	0	 	 
8377	7	0	 	 
8377	8	0	 	 
8377	9	0	 	 
8379	1	1	12	1
8379	2	1	 	2
8379	3	0	 	 
8379	4	0	 	 
8379	5	0	 	 
8379	6	0	 	 
8379	7	0	 	 
8379	8	0	 	 
8379	9	0	 	 
8380	1	1	24	1
8380	2	1	 	2
8380	3	0	 	 
8380	4	0	 	 
8380	5	0	 	 
8380	6	0	 	 
8380	7	0	 	 
8380	8	0	 	 
8380	9	0	 	 
8381	1	1	5	1
8381	2	1	 	2
8381	3	0	 	 
8381	4	0	 	 
8381	5	0	 	 
8381	6	0	 	 
8381	7	0	 	 
8381	8	0	 	 
8381	9	0	 	 
8383	1	1	4	2
8383	2	1	 	1
8383	3	0	 	 
8383	4	0	 	 
8383	5	0	 	 
8383	6	0	 	 
8383	7	0	 	 
8383	8	0	 	 
8383	9	1	 	3
8384	1	1	12	1
8384	2	0	 	 
8384	3	0	 	 
8384	4	0	 	 
8384	5	0	 	 
8384	6	0	 	 
8384	7	0	 	 
8384	8	0	 	 
8384	9	0	 	 
8386	1	1	30	1
8386	2	1	 	3
8386	3	1	 	2
8386	4	0	 	 
8386	5	0	 	 
8386	6	0	 	 
8386	7	0	 	 
8386	8	0	 	 
8386	9	0	 	 
8389	1	1	30	1
8389	2	1	 	2
8389	3	0	 	 
8389	4	0	 	 
8389	5	0	 	 
8389	6	0	 	 
8389	7	0	 	 
8389	8	0	 	 
8389	9	0	 	 
8390	1	1	30	1
8390	2	1	 	2
8390	3	0	 	 
8390	4	0	 	 
8390	5	0	 	 
8390	6	0	 	 
8390	7	0	 	 
8390	8	0	 	 
8390	9	0	 	 
8393	1	1	26	1
8393	2	0	 	 
8393	3	0	 	 
8393	4	0	 	 
8393	5	0	 	 
8393	6	0	 	 
8393	7	0	 	 
8393	8	0	 	 
8393	9	0	 	 
8394	1	1	30	1
8394	2	1	 	2
8394	3	0	 	 
8394	4	0	 	 
8394	5	0	 	 
8394	6	0	 	 
8394	7	0	 	 
8394	8	0	 	 
8394	9	0	 	 
8395	1	1	30	1
8395	2	1	 	2
8395	3	0	 	 
8395	4	0	 	 
8395	5	0	 	 
8395	6	0	 	 
8395	7	0	 	 
8395	8	0	 	 
8395	9	0	 	 
8396	1	1	30	1
8396	2	0	 	 
8396	3	0	 	 
8396	4	0	 	 
8396	5	0	 	 
8396	6	0	 	 
8396	7	0	 	 
8396	8	0	 	 
8396	9	0	 	 
8399	1	1	30	1
8399	2	0	 	 
8399	3	0	 	 
8399	4	0	 	 
8399	5	0	 	 
8399	6	0	 	 
8399	7	0	 	 
8399	8	0	 	 
8399	9	0	 	 
8402	1	1	30	1
8402	2	0	 	 
8402	3	0	 	 
8402	4	0	 	 
8402	5	0	 	 
8402	6	0	 	 
8402	7	0	 	 
8402	8	0	 	 
8402	9	0	 	 
8403	1	0	 	 
8403	2	0	 	 
8403	3	0	 	 
8403	4	0	 	 
8403	5	0	 	 
8403	6	0	 	 
8403	7	0	 	 
8403	8	1	 	1
8403	9	0	 	 
8404	1	0	 	 
8404	2	1	 	1
8404	3	0	 	 
8404	4	0	 	 
8404	5	0	 	 
8404	6	0	 	 
8404	7	1	 	2
8404	8	0	 	 
8404	9	0	 	 
8405	1	1	4	1
8405	2	0	 	 
8405	3	0	 	 
8405	4	0	 	 
8405	5	0	 	 
8405	6	0	 	 
8405	7	0	 	 
8405	8	0	 	 
8405	9	1	 	2
8406	1	1	30	1
8406	2	1	 	2
8406	3	0	 	 
8406	4	0	 	 
8406	5	0	 	 
8406	6	0	 	 
8406	7	0	 	 
8406	8	0	 	 
8406	9	0	 	 
8407	1	0	 	 
8407	2	0	 	 
8407	3	0	 	 
8407	4	0	 	 
8407	5	0	 	 
8407	6	0	 	 
8407	7	1	 	2
8407	8	1	 	1
8407	9	0	 	 
8408	1	1	30	1
8408	2	0	 	 
8408	3	0	 	 
8408	4	0	 	 
8408	5	0	 	 
8408	6	0	 	 
8408	7	0	 	 
8408	8	0	 	 
8408	9	0	 	 
8409	1	0	 	 
8409	2	0	 	 
8409	3	0	 	 
8409	4	0	 	 
8409	5	0	 	 
8409	6	0	 	 
8409	7	0	 	 
8409	8	0	 	 
8409	9	1	 	1
8410	1	1	12	1
8410	2	1	 	2
8410	3	0	 	 
8410	4	0	 	 
8410	5	0	 	 
8410	6	0	 	 
8410	7	0	 	 
8410	8	0	 	 
8410	9	1	 	3
8411	1	1	24	1
8411	2	0	 	 
8411	3	0	 	 
8411	4	0	 	 
8411	5	1	 	2
8411	6	0	 	 
8411	7	0	 	 
8411	8	1	 	3
8411	9	0	 	 
8412	1	1	44	1
8412	2	1	 	3
8412	3	0	 	 
8412	4	0	 	 
8412	5	0	 	 
8412	6	0	 	 
8412	7	0	 	 
8412	8	1	 	2
8412	9	0	 	 
8413	1	1	15	1
8413	2	1	 	2
8413	3	0	 	 
8413	4	0	 	 
8413	5	0	 	 
8413	6	0	 	 
8413	7	0	 	 
8413	8	0	 	 
8413	9	0	 	 
8415	1	1	4	1
8415	2	0	 	 
8415	3	0	 	 
8415	4	0	 	 
8415	5	0	 	 
8415	6	0	 	 
8415	7	1	 	2
8415	8	0	 	 
8415	9	0	 	 
8418	1	0	 	 
8418	2	0	 	 
8418	3	1	 	3
8418	4	0	 	 
8418	5	0	 	 
8418	6	0	 	 
8418	7	1	 	1
8418	8	1	 	2
8418	9	0	 	 
8419	1	1	4	1
8419	2	0	 	 
8419	3	0	 	 
8419	4	0	 	 
8419	5	0	 	 
8419	6	0	 	 
8419	7	1	 	2
8419	8	1	 	3
8419	9	0	 	 
8420	1	1	2	2
8420	2	0	 	 
8420	3	1	 	1
8420	4	0	 	 
8420	5	0	 	 
8420	6	0	 	 
8420	7	0	 	 
8420	8	0	 	 
8420	9	0	 	 
8421	1	1	8	1
8421	2	1	 	2
8421	3	0	 	 
8421	4	0	 	 
8421	5	0	 	 
8421	6	0	 	 
8421	7	1	 	3
8421	8	0	 	 
8421	9	0	 	 
8422	1	0	 	 
8422	2	0	 	 
8422	3	0	 	 
8422	4	0	 	 
8422	5	0	 	 
8422	6	1	 	2
8422	7	1	 	1
8422	8	0	 	 
8422	9	0	 	 
8424	1	1	30	1
8424	2	0	 	 
8424	3	0	 	 
8424	4	0	 	 
8424	5	0	 	 
8424	6	0	 	 
8424	7	0	 	 
8424	8	0	 	 
8424	9	1	 	2
8426	1	1	12	1
8426	2	0	 	 
8426	3	1	 	2
8426	4	1	 	3
8426	5	0	 	 
8426	6	0	 	 
8426	7	0	 	 
8426	8	0	 	 
8426	9	0	 	 
8427	1	1	8	1
8427	2	0	 	 
8427	3	0	 	 
8427	4	0	 	 
8427	5	0	 	 
8427	6	0	 	 
8427	7	0	 	 
8427	8	0	 	 
8427	9	0	 	 
8429	1	0	 	 
8429	2	0	 	 
8429	3	0	 	 
8429	4	0	 	 
8429	5	0	 	 
8429	6	1	 	2
8429	7	1	 	1
8429	8	1	 	3
8429	9	0	 	 
8431	1	1	30	1
8431	2	1	 	2
8431	3	0	 	 
8431	4	0	 	 
8431	5	0	 	 
8431	6	0	 	 
8431	7	0	 	 
8431	8	1	 	3
8431	9	0	 	 
8433	1	1	2	1
8433	2	0	 	 
8433	3	0	 	 
8433	4	0	 	 
8433	5	0	 	 
8433	6	0	 	 
8433	7	0	 	 
8433	8	0	 	 
8433	9	0	 	 
8434	1	1	15	1
8434	2	1	 	2
8434	3	0	 	 
8434	4	0	 	 
8434	5	0	 	 
8434	6	0	 	 
8434	7	0	 	 
8434	8	1	 	3
8434	9	0	 	 
8435	1	1	30	1
8435	2	1	 	2
8435	3	0	 	 
8435	4	0	 	 
8435	5	0	 	 
8435	6	0	 	 
8435	7	0	 	 
8435	8	1	 	3
8435	9	0	 	 
8436	1	1	30	1
8436	2	0	 	 
8436	3	0	 	 
8436	4	0	 	 
8436	5	0	 	 
8436	6	0	 	 
8436	7	0	 	 
8436	8	0	 	 
8436	9	0	 	 
8440	1	1	30	1
8440	2	1	 	2
8440	3	0	 	 
8440	4	0	 	 
8440	5	0	 	 
8440	6	0	 	 
8440	7	0	 	 
8440	8	0	 	 
8440	9	0	 	 
8441	1	1	15	1
8441	2	0	 	 
8441	3	0	 	 
8441	4	0	 	 
8441	5	0	 	 
8441	6	0	 	 
8441	7	0	 	 
8441	8	0	 	 
8441	9	0	 	 
8442	1	1	7	1
8442	2	0	 	 
8442	3	0	 	 
8442	4	0	 	 
8442	5	0	 	 
8442	6	0	 	 
8442	7	0	 	 
8442	8	0	 	 
8442	9	0	 	 
8443	1	1	30	1
8443	2	0	 	 
8443	3	0	 	 
8443	4	0	 	 
8443	5	0	 	 
8443	6	0	 	 
8443	7	0	 	 
8443	8	0	 	 
8443	9	0	 	 
8444	1	1	30	1
8444	2	0	 	 
8444	3	0	 	 
8444	4	0	 	 
8444	5	0	 	 
8444	6	0	 	 
8444	7	0	 	 
8444	8	0	 	 
8444	9	0	 	 
8447	1	1	30	1
8447	2	1	 	2
8447	3	0	 	 
8447	4	0	 	 
8447	5	0	 	 
8447	6	0	 	 
8447	7	0	 	 
8447	8	0	 	 
8447	9	0	 	 
8448	1	1	30	1
8448	2	1	 	3
8448	3	1	 	2
8448	4	0	 	 
8448	5	0	 	 
8448	6	0	 	 
8448	7	0	 	 
8448	8	0	 	 
8448	9	0	 	 
8449	1	1	30	1
8449	2	1	 	3
8449	3	1	 	2
8449	4	0	 	 
8449	5	0	 	 
8449	6	0	 	 
8449	7	0	 	 
8449	8	0	 	 
8449	9	0	 	 
8450	1	1	30	1
8450	2	1	 	2
8450	3	0	 	 
8450	4	0	 	 
8450	5	0	 	 
8450	6	0	 	 
8450	7	0	 	 
8450	8	0	 	 
8450	9	0	 	 
8451	1	1	12	1
8451	2	0	 	 
8451	3	0	 	 
8451	4	0	 	 
8451	5	0	 	 
8451	6	0	 	 
8451	7	0	 	 
8451	8	0	 	 
8451	9	0	 	 
8452	1	1	12	1
8452	2	0	 	 
8452	3	0	 	 
8452	4	0	 	 
8452	5	0	 	 
8452	6	0	 	 
8452	7	0	 	 
8452	8	0	 	 
8452	9	0	 	 
8453	1	1	4	1
8453	2	0	 	 
8453	3	0	 	 
8453	4	0	 	 
8453	5	0	 	 
8453	6	0	 	 
8453	7	0	 	 
8453	8	0	 	 
8453	9	0	 	 
8454	1	1	8	1
8454	2	1	 	2
8454	3	0	 	 
8454	4	0	 	 
8454	5	0	 	 
8454	6	0	 	 
8454	7	0	 	 
8454	8	0	 	 
8454	9	0	 	 
8455	1	1	12	1
8455	2	1	 	2
8455	3	0	 	 
8455	4	0	 	 
8455	5	0	 	 
8455	6	0	 	 
8455	7	0	 	 
8455	8	1	 	3
8455	9	0	 	 
8456	1	1	30	1
8456	2	0	 	 
8456	3	0	 	 
8456	4	0	 	 
8456	5	0	 	 
8456	6	0	 	 
8456	7	0	 	 
8456	8	0	 	 
8456	9	0	 	 
8457	1	0	 	 
8457	2	0	 	 
8457	3	0	 	 
8457	4	0	 	 
8457	5	0	 	 
8457	6	1	 	1
8457	7	0	 	 
8457	8	1	 	2
8457	9	0	 	 
8458	1	1	15	0
8458	2	0	 	 
8458	3	0	 	 
8458	4	0	 	 
8458	5	0	 	 
8458	6	0	 	 
8458	7	0	 	 
8458	8	0	 	 
8458	9	0	 	 
8459	1	0	 	 
8459	2	1	 	1
8459	3	0	 	 
8459	4	0	 	 
8459	5	0	 	 
8459	6	0	 	 
8459	7	1	 	2
8459	8	1	 	3
8459	9	0	 	 
8460	1	1	12	1
8460	2	1	 	2
8460	3	0	 	 
8460	4	0	 	 
8460	5	0	 	 
8460	6	0	 	 
8460	7	0	 	 
8460	8	1	 	3
8460	9	0	 	 
8461	1	1	30	1
8461	2	0	 	 
8461	3	0	 	 
8461	4	0	 	 
8461	5	0	 	 
8461	6	1	 	2
8461	7	0	 	 
8461	8	1	 	3
8461	9	0	 	 
8462	1	1	8	1
8462	2	0	 	 
8462	3	0	 	 
8462	4	0	 	 
8462	5	0	 	 
8462	6	0	 	 
8462	7	0	 	 
8462	8	0	 	 
8462	9	0	 	 
8463	1	1	12	1
8463	2	1	 	2
8463	3	0	 	 
8463	4	0	 	 
8463	5	0	 	 
8463	6	0	 	 
8463	7	0	 	 
8463	8	0	 	 
8463	9	0	 	 
8464	1	1	30	1
8464	2	1	 	2
8464	3	0	 	 
8464	4	0	 	 
8464	5	0	 	 
8464	6	0	 	 
8464	7	0	 	 
8464	8	0	 	 
8464	9	0	 	 
8465	1	1	30	1
8465	2	0	 	 
8465	3	0	 	 
8465	4	0	 	 
8465	5	0	 	 
8465	6	0	 	 
8465	7	0	 	 
8465	8	0	 	 
8465	9	1	 	2
8466	1	1	30	1
8466	2	0	 	 
8466	3	0	 	 
8466	4	0	 	 
8466	5	0	 	 
8466	6	0	 	 
8466	7	0	 	 
8466	8	0	 	 
8466	9	0	 	 
8467	1	0	 	 
8467	2	0	 	 
8467	3	0	 	 
8467	4	0	 	 
8467	5	0	 	 
8467	6	1	 	1
8467	7	1	 	3
8467	8	1	 	2
8467	9	0	 	 
8468	1	1	15	1
8468	2	0	 	 
8468	3	1	 	2
8468	4	0	 	 
8468	5	0	 	 
8468	6	0	 	 
8468	7	0	 	 
8468	8	1	 	3
8468	9	0	 	 
8469	1	1	4	1
8469	2	0	 	 
8469	3	0	 	 
8469	4	0	 	 
8469	5	0	 	 
8469	6	1	 	2
8469	7	0	 	 
8469	8	0	 	 
8469	9	0	 	 
8470	1	0	 	 
8470	2	1	 	2
8470	3	0	 	 
8470	4	0	 	 
8470	5	0	 	 
8470	6	0	 	 
8470	7	0	 	 
8470	8	1	 	1
8470	9	0	 	 
8471	1	0	 	 
8471	2	0	 	 
8471	3	0	 	 
8471	4	0	 	 
8471	5	0	 	 
8471	6	1	 	2
8471	7	1	 	1
8471	8	1	 	3
8471	9	0	 	 
8472	1	0	 	 
8472	2	0	 	 
8472	3	0	 	 
8472	4	0	 	 
8472	5	1	 	2
8472	6	0	 	 
8472	7	0	 	 
8472	8	1	 	1
8472	9	0	 	 
8473	1	1	15	1
8473	2	0	 	 
8473	3	0	 	 
8473	4	0	 	 
8473	5	0	 	 
8473	6	0	 	 
8473	7	0	 	 
8473	8	0	 	 
8473	9	0	 	 
8474	1	1	8	1
8474	2	0	 	 
8474	3	0	 	 
8474	4	0	 	 
8474	5	0	 	 
8474	6	0	 	 
8474	7	0	 	 
8474	8	0	 	 
8474	9	0	 	 
8475	1	1	30	1
8475	2	0	 	 
8475	3	0	 	 
8475	4	0	 	 
8475	5	0	 	 
8475	6	0	 	 
8475	7	0	 	 
8475	8	1	 	2
8475	9	0	 	 
8476	1	0	 	 
8476	2	0	 	 
8476	3	0	 	 
8476	4	0	 	 
8476	5	0	 	 
8476	6	1	 	2
8476	7	1	 	3
8476	8	1	 	1
8476	9	0	 	 
8477	1	0	 	 
8477	2	0	 	 
8477	3	0	 	 
8477	4	0	 	 
8477	5	0	 	 
8477	6	1	 	2
8477	7	1	 	3
8477	8	1	 	1
8477	9	0	 	 
8478	1	1	8	1
8478	2	1	 	3
8478	3	1	 	2
8478	4	0	 	 
8478	5	0	 	 
8478	6	0	 	 
8478	7	0	 	 
8478	8	1	 	0
8478	9	0	 	 
8479	1	0	 	 
8479	2	1	 	1
8479	3	0	 	 
8479	4	1	 	3
8479	5	0	 	 
8479	6	0	 	 
8479	7	0	 	 
8479	8	1	 	2
8479	9	0	 	 
8480	1	0	 	 
8480	2	0	 	 
8480	3	0	 	 
8480	4	0	 	 
8480	5	0	 	 
8480	6	1	 	3
8480	7	1	 	2
8480	8	1	 	1
8480	9	0	 	 
8481	1	1	4	1
8481	2	0	 	 
8481	3	1	 	2
8481	4	0	 	 
8481	5	0	 	 
8481	6	0	 	 
8481	7	0	 	 
8481	8	1	 	0
8481	9	0	 	 
8502	1	1	30	1
8502	2	1	 	2
8502	3	0	 	 
8502	4	0	 	 
8502	5	0	 	 
8502	6	0	 	 
8502	7	0	 	 
8502	8	1	 	3
8502	9	0	 	 
8503	1	1	8	1
8503	2	0	 	 
8503	3	0	 	 
8503	4	0	 	 
8503	5	0	 	 
8503	6	0	 	 
8503	7	0	 	 
8503	8	0	 	 
8503	9	0	 	 
8504	1	1	15	1
8504	2	0	 	 
8504	3	1	 	2
8504	4	0	 	 
8504	5	0	 	 
8504	6	0	 	 
8504	7	0	 	 
8504	8	0	 	 
8504	9	0	 	 
8505	1	1	30	1
8505	2	0	 	 
8505	3	0	 	 
8505	4	0	 	 
8505	5	0	 	 
8505	6	0	 	 
8505	7	0	 	 
8505	8	0	 	 
8505	9	0	 	 
8506	1	1	30	1
8506	2	0	 	 
8506	3	0	 	 
8506	4	0	 	 
8506	5	0	 	 
8506	6	0	 	 
8506	7	0	 	 
8506	8	0	 	 
8506	9	0	 	 
8507	1	1	20	1
8507	2	0	 	 
8507	3	0	 	 
8507	4	0	 	 
8507	5	1	 	0
8507	6	0	 	 
8507	7	1	 	2
8507	8	1	 	3
8507	9	0	 	 
8508	1	0	 	 
8508	2	0	 	 
8508	3	1	 	2
8508	4	0	 	 
8508	5	0	 	 
8508	6	1	 	2
8508	7	1	 	1
8508	8	1	 	3
8508	9	0	 	 
8509	1	1	20	2
8509	2	1	 	3
8509	3	0	 	 
8509	4	0	 	 
8509	5	1	 	1
8509	6	0	 	 
8509	7	0	 	 
8509	8	0	 	 
8509	9	0	 	 
8510	1	1	20	2
8510	2	1	 	3
8510	3	0	 	 
8510	4	0	 	 
8510	5	1	 	1
8510	6	0	 	 
8510	7	0	 	 
8510	8	0	 	 
8510	9	0	 	 
8512	1	1	30	1
8512	2	0	 	 
8512	3	0	 	 
8512	4	0	 	 
8512	5	0	 	 
8512	6	0	 	 
8512	7	0	 	 
8512	8	0	 	 
8512	9	0	 	 
8513	1	1	16	1
8513	2	0	 	 
8513	3	0	 	 
8513	4	0	 	 
8513	5	0	 	 
8513	6	0	 	 
8513	7	0	 	 
8513	8	0	 	 
8513	9	0	 	 
8514	1	1	4	1
8514	2	0	 	 
8514	3	0	 	 
8514	4	0	 	 
8514	5	0	 	 
8514	6	0	 	 
8514	7	0	 	 
8514	8	1	 	2
8514	9	0	 	 
8515	1	1	8	1
8515	2	1	 	2
8515	3	0	 	 
8515	4	0	 	 
8515	5	0	 	 
8515	6	0	 	 
8515	7	0	 	 
8515	8	1	 	3
8515	9	0	 	 
8516	1	1	4	1
8516	2	0	 	 
8516	3	1	 	2
8516	4	1	 	3
8516	5	0	 	 
8516	6	1	 	0
8516	7	0	 	 
8516	8	0	 	 
8516	9	0	 	 
8520	1	1	30	1
8520	2	1	 	2
8520	3	0	 	 
8520	4	0	 	 
8520	5	0	 	 
8520	6	0	 	 
8520	7	0	 	 
8520	8	0	 	 
8520	9	0	 	 
8521	1	1	30	1
8521	2	1	 	2
8521	3	1	 	3
8521	4	0	 	 
8521	5	0	 	 
8521	6	0	 	 
8521	7	0	 	 
8521	8	0	 	 
8521	9	0	 	 
8524	1	1	4	1
8524	2	1	 	2
8524	3	0	 	 
8524	4	0	 	 
8524	5	1	 	3
8524	6	0	 	 
8524	7	0	 	 
8524	8	0	 	 
8524	9	0	 	 
8525	1	0	 	 
8525	2	1	 	2
8525	3	0	 	 
8525	4	0	 	 
8525	5	0	 	 
8525	6	0	 	 
8525	7	0	 	 
8525	8	1	 	3
8525	9	1	 	1
8526	1	1	15	1
8526	2	0	 	 
8526	3	1	 	2
8526	4	0	 	 
8526	5	0	 	 
8526	6	0	 	 
8526	7	0	 	 
8526	8	0	 	 
8526	9	0	 	 
8527	1	1	8	1
8527	2	0	 	 
8527	3	0	 	 
8527	4	0	 	 
8527	5	0	 	 
8527	6	0	 	 
8527	7	0	 	 
8527	8	1	 	2
8527	9	0	 	 
8528	1	1	12	1
8528	2	0	 	 
8528	3	0	 	 
8528	4	0	 	 
8528	5	0	 	 
8528	6	1	 	2
8528	7	0	 	 
8528	8	0	 	 
8528	9	0	 	 
8529	1	0	 	 
8529	2	1	 	2
8529	3	1	 	1
8529	4	0	 	 
8529	5	1	 	3
8529	6	0	 	 
8529	7	1	 	0
8529	8	0	 	 
8529	9	0	 	 
8530	1	1	4	1
8530	2	1	 	0
8530	3	1	 	0
8530	4	1	 	0
8530	5	1	 	2
8530	6	1	 	0
8530	7	1	 	0
8530	8	1	 	3
8530	9	0	 	 
8531	1	1	4	1
8531	2	0	 	 
8531	3	1	 	3
8531	4	0	 	 
8531	5	0	 	 
8531	6	0	 	 
8531	7	0	 	 
8531	8	1	 	2
8531	9	0	 	 
8532	1	1	44	1
8532	2	0	 	 
8532	3	0	 	 
8532	4	0	 	 
8532	5	0	 	 
8532	6	0	 	 
8532	7	1	 	2
8532	8	1	 	3
8532	9	0	 	 
8533	1	1	12	3
8533	2	1	 	1
8533	3	0	 	 
8533	4	0	 	 
8533	5	1	 	2
8533	6	0	 	 
8533	7	0	 	 
8533	8	0	 	 
8533	9	0	 	 
8534	1	1	30	1
8534	2	0	 	 
8534	3	0	 	 
8534	4	0	 	 
8534	5	0	 	 
8534	6	0	 	 
8534	7	0	 	 
8534	8	0	 	 
8534	9	0	 	 
8535	1	1	20	1
8535	2	0	 	 
8535	3	0	 	 
8535	4	0	 	 
8535	5	0	 	 
8535	6	0	 	 
8535	7	0	 	 
8535	8	0	 	 
8535	9	0	 	 
8536	1	1	8	1
8536	2	0	 	 
8536	3	0	 	 
8536	4	0	 	 
8536	5	0	 	 
8536	6	0	 	 
8536	7	0	 	 
8536	8	1	 	2
8536	9	0	 	 
8537	1	0	 	 
8537	2	1	 	2
8537	3	0	 	 
8537	4	0	 	 
8537	5	1	 	3
8537	6	0	 	 
8537	7	0	 	 
8537	8	1	 	1
8537	9	0	 	 
8538	1	0	 	 
8538	2	0	 	 
8538	3	0	 	 
8538	4	0	 	 
8538	5	0	 	 
8538	6	0	 	 
8538	7	1	 	1
8538	8	1	 	2
8538	9	1	 	3
8539	1	1	20	1
8539	2	0	 	 
8539	3	0	 	 
8539	4	0	 	 
8539	5	0	 	 
8539	6	0	 	 
8539	7	0	 	 
8539	8	0	 	 
8539	9	0	 	 
8540	1	1	8	2
8540	2	1	 	1
8540	3	1	 	3
8540	4	0	 	 
8540	5	0	 	 
8540	6	0	 	 
8540	7	0	 	 
8540	8	0	 	 
8540	9	0	 	 
8541	1	1	6	1
8541	2	1	 	0
8541	3	0	 	 
8541	4	0	 	 
8541	5	1	 	2
8541	6	0	 	 
8541	7	0	 	 
8541	8	1	 	3
8541	9	0	 	 
8542	1	0	 	 
8542	2	0	 	 
8542	3	0	 	 
8542	4	0	 	 
8542	5	0	 	 
8542	6	1	 	1
8542	7	1	 	3
8542	8	1	 	2
8542	9	0	 	 
8601	1	1	12	1
8601	2	1	 	2
8601	3	0	 	 
8601	4	0	 	 
8601	5	0	 	 
8601	6	0	 	 
8601	7	0	 	 
8601	8	0	 	 
8601	9	0	 	 
8602	1	1	30	1
8602	2	0	 	 
8602	3	1	 	2
8602	4	0	 	 
8602	5	0	 	 
8602	6	1	 	0
8602	7	0	 	 
8602	8	1	 	3
8602	9	0	 	 
8604	1	1	12	1
8604	2	1	 	2
8604	3	1	 	3
8604	4	0	 	 
8604	5	1	 	0
8604	6	0	 	 
8604	7	0	 	 
8604	8	0	 	 
8604	9	0	 	 
8606	1	1	4	1
8606	2	1	 	2
8606	3	1	 	0
8606	4	0	 	 
8606	5	1	 	0
8606	6	1	 	0
8606	7	0	 	 
8606	8	1	 	3
8606	9	0	 	 
8609	1	1	12	1
8609	2	0	 	 
8609	3	0	 	 
8609	4	0	 	 
8609	5	1	 	2
8609	6	0	 	 
8609	7	0	 	 
8609	8	0	 	 
8609	9	0	 	 
8611	1	1	3	2
8611	2	1	 	1
8611	3	1	 	3
8611	4	0	 	 
8611	5	0	 	 
8611	6	0	 	 
8611	7	0	 	 
8611	8	0	 	 
8611	9	0	 	 
8612	1	1	30	1
8612	2	0	 	 
8612	3	0	 	 
8612	4	0	 	 
8612	5	0	 	 
8612	6	0	 	 
8612	7	0	 	 
8612	8	0	 	 
8612	9	0	 	 
8613	1	1	30	1
8613	2	0	 	 
8613	3	1	 	2
8613	4	0	 	 
8613	5	0	 	 
8613	6	0	 	 
8613	7	0	 	 
8613	8	0	 	 
8613	9	0	 	 
8614	1	1	24	1
8614	2	0	 	 
8614	3	0	 	 
8614	4	0	 	 
8614	5	0	 	 
8614	6	0	 	 
8614	7	0	 	 
8614	8	0	 	 
8614	9	0	 	 
8617	1	1	8	1
8617	2	1	 	2
8617	3	0	 	 
8617	4	0	 	 
8617	5	0	 	 
8617	6	0	 	 
8617	7	0	 	 
8617	8	0	 	 
8617	9	0	 	 
8620	1	1	12	1
8620	2	1	 	2
8620	3	0	 	 
8620	4	0	 	 
8620	5	0	 	 
8620	6	0	 	 
8620	7	0	 	 
8620	8	0	 	 
8620	9	0	 	 
8624	1	1	8	1
8624	2	0	 	 
8624	3	0	 	 
8624	4	0	 	 
8624	5	0	 	 
8624	6	0	 	 
8624	7	0	 	 
8624	8	0	 	 
8624	9	0	 	 
8625	1	1	8	1
8625	2	1	 	0
8625	3	1	 	3
8625	4	0	 	 
8625	5	0	 	 
8625	6	0	 	 
8625	7	0	 	 
8625	8	1	 	2
8625	9	0	 	 
8626	1	1	8	1
8626	2	1	 	2
8626	3	0	 	 
8626	4	0	 	 
8626	5	0	 	 
8626	6	0	 	 
8626	7	0	 	 
8626	8	1	 	3
8626	9	0	 	 
8628	1	1	8	1
8628	2	1	 	2
8628	3	0	 	 
8628	4	0	 	 
8628	5	0	 	 
8628	6	0	 	 
8628	7	0	 	 
8628	8	1	 	3
8628	9	0	 	 
8629	1	1	4	1
8629	2	0	 	 
8629	3	0	 	 
8629	4	0	 	 
8629	5	0	 	 
8629	6	0	 	 
8629	7	0	 	 
8629	8	0	 	 
8629	9	0	 	 
8630	1	1	30	1
8630	2	1	 	2
8630	3	0	 	 
8630	4	0	 	 
8630	5	0	 	 
8630	6	0	 	 
8630	7	0	 	 
8630	8	0	 	 
8630	9	0	 	 
8632	1	1	30	1
8632	2	0	 	 
8632	3	0	 	 
8632	4	0	 	 
8632	5	0	 	 
8632	6	0	 	 
8632	7	0	 	 
8632	8	0	 	 
8632	9	0	 	 
8634	1	1	8	1
8634	2	1	 	2
8634	3	0	 	 
8634	4	0	 	 
8634	5	0	 	 
8634	6	0	 	 
8634	7	0	 	 
8634	8	0	 	 
8634	9	0	 	 
8636	1	0	 	 
8636	2	0	 	 
8636	3	0	 	 
8636	4	0	 	 
8636	5	0	 	 
8636	6	1	 	1
8636	7	0	 	 
8636	8	1	 	2
8636	9	0	 	 
8637	1	0	 	 
8637	2	0	 	 
8637	3	0	 	 
8637	4	0	 	 
8637	5	0	 	 
8637	6	1	 	3
8637	7	1	 	2
8637	8	1	 	1
8637	9	1	 	0
8638	1	1	12	1
8638	2	0	 	 
8638	3	1	 	2
8638	4	0	 	 
8638	5	0	 	 
8638	6	0	 	 
8638	7	1	 	3
8638	8	0	 	 
8638	9	0	 	 
8640	1	1	4	1
8640	2	1	 	2
8640	3	1	 	3
8640	4	0	 	 
8640	5	0	 	 
8640	6	0	 	 
8640	7	0	 	 
8640	8	0	 	 
8640	9	0	 	 
8642	1	1	12	1
