CHILDCODE	EDCHSTR4	EDAGR4	GRDER4	TYSCR4	REGNR4	ZONER4	NMSCR4
81005	12	17	4	4	4	407	209
81005	13	16	4	4	4	407	209
81005	14	15	3	4	4	407	201
81006	10	19	0	 	 	 	 
81006	11	18	0	 	 	 	 
81006	12	17	0	 	 	 	 
81006	13	16	2	4	4	407	209
81006	14	15	1	4	4	407	209
81007	10	19	4	4	4	407	209
81007	11	18	3	4	4	407	209
81007	12	17	2	4	4	407	209
81007	13	16	1	4	4	407	209
81007	14	15	0	 	 	 	 
81009	10	19	0	 	 	 	 
81009	11	18	10	4	4	407	877
81009	12	17	9	4	4	407	877
81009	13	16	8	4	4	407	201
81009	14	15	7	4	4	407	201
81010	10	19	9	4	4	407	877
81010	11	18	9	4	4	407	877
81010	12	17	8	4	4	407	202
81010	13	16	7	4	4	407	202
81010	14	15	6	4	4	407	209
81011	10	19	0	 	 	 	 
81011	11	18	0	 	 	 	 
81011	12	17	0	 	 	 	 
81011	13	16	0	 	 	 	 
81011	14	15	3	4	4	407	209
81012	10	19	0	 	 	 	 
81012	11	18	0	 	 	 	 
81012	12	17	0	 	 	 	 
81012	13	16	0	 	 	 	 
81012	14	15	0	 	 	 	 
81013	10	19	0	 	 	 	 
81013	11	18	0	 	 	 	 
81013	12	17	0	 	 	 	 
81013	13	16	2	4	4	407	209
81013	14	15	1	4	4	407	209
81014	10	19	0	 	 	 	 
81014	11	18	0	 	 	 	 
81014	12	17	8	4	4	407	209
81014	13	16	7	4	4	407	209
81014	14	15	6	4	4	407	209
81015	10	19	3	4	4	407	209
81015	11	18	3	4	4	407	891
81015	12	17	2	4	4	407	209
81015	13	16	1	4	4	407	209
81015	14	15	1	4	4	407	209
81016	10	19	11	4	4	407	877
81016	11	18	10	4	4	407	877
81016	12	17	9	4	4	407	877
81016	13	16	8	4	4	407	201
81016	14	15	7	4	4	407	209
81017	10	19	0	 	 	 	 
81017	11	18	0	 	 	 	 
81017	12	17	0	 	 	 	 
81017	13	16	0	 	 	 	 
81017	14	15	0	 	 	 	 
81018	10	19	6	4	4	407	201
81018	11	18	5	4	4	407	209
81018	12	17	4	4	4	407	209
81018	13	16	4	4	4	407	209
81018	14	15	4	4	4	407	209
81019	10	19	10	4	4	407	877
81019	11	18	9	4	4	407	877
81019	12	17	8	4	4	407	209
81019	13	16	7	4	4	407	209
81019	14	15	6	4	4	407	209
81020	10	19	0	 	 	 	 
81020	11	18	6	4	4	407	209
81020	12	17	5	4	4	407	209
81020	13	16	5	4	4	407	209
81020	14	15	4	4	4	407	209
81021	10	19	0	 	 	 	 
81021	11	18	0	 	 	 	 
81021	12	17	0	 	 	 	 
81021	13	16	5	4	4	407	209
81021	14	15	4	4	4	407	209
81023	10	19	0	 	 	 	 
81023	11	18	0	 	 	 	 
81023	12	17	0	 	 	 	 
81023	13	16	4	4	4	407	209
81023	14	15	3	4	4	407	209
81024	10	19	7	4	4	407	202
81024	11	18	6	4	4	407	201
81024	12	17	5	4	4	407	201
81024	13	16	0	 	 	 	 
81024	14	15	4	4	4	407	201
81025	10	19	0	 	 	 	 
81025	11	18	0	 	 	 	 
81025	12	17	6	4	4	407	201
81025	13	16	5	4	4	407	201
81025	14	15	4	4	4	407	201
81026	10	18	6	4	4	407	209
81026	11	17	0	 	 	 	 
81026	12	16	5	4	4	407	209
81026	13	15	4	4	4	407	209
81026	14	14	3	4	4	407	209
81027	10	19	9	4	4	407	877
81027	11	18	8	4	4	407	209
81027	12	17	7	4	4	407	209
81027	13	16	6	4	4	407	209
81027	14	15	5	3	4	407	209
81028	10	19	7	4	4	407	209
81028	11	18	6	4	4	407	209
81028	12	17	5	4	4	408	209
81028	13	16	4	4	4	407	209
81028	14	15	3	4	4	407	209
81029	10	19	6	4	4	407	209
81029	11	18	5	4	4	407	209
81029	12	17	4	4	4	407	209
81029	13	16	3	4	4	407	209
81029	14	15	0	 	 	 	 
81030	10	19	0	 	 	 	 
81030	11	18	0	 	 	 	 
81030	12	17	4	4	4	407	209
81030	13	16	3	4	4	407	209
81030	14	15	2	4	4	407	209
81031	10	19	0	 	 	 	 
81031	11	18	3	4	4	407	209
81031	12	17	3	4	4	407	209
81031	13	16	2	4	4	407	209
81031	14	15	1	4	4	407	209
81032	10	19	0	 	 	 	 
81032	11	18	0	 	 	 	 
81032	12	17	10	4	4	407	877
81032	13	16	9	4	4	407	877
81032	14	15	8	4	4	407	877
81033	10	19	9	4	4	407	877
81033	11	18	8	4	4	407	209
81033	12	17	7	4	4	407	209
81033	13	16	6	4	4	407	209
81033	14	15	5	4	4	407	209
81034	10	18	0	 	 	 	 
81034	11	18	0	 	 	 	 
81034	12	17	10	4	4	407	877
81034	13	16	9	4	4	407	877
81034	14	15	8	4	4	407	201
81035	10	19	0	 	 	 	 
81035	11	18	8	4	4	407	209
81035	12	17	0	 	 	 	 
81035	13	16	7	4	4	407	209
81035	14	15	6	4	4	407	209
81036	10	19	9	4	4	407	877
81036	11	18	9	4	4	407	877
81036	12	17	8	4	4	407	209
81036	13	16	7	4	4	407	209
81036	14	15	6	4	4	407	209
81037	10	19	0	 	 	 	 
81037	11	18	0	 	 	 	 
81037	12	17	0	 	 	 	 
81037	13	16	0	 	 	 	 
81037	14	15	7	4	4	407	209
81038	10	19	9	4	4	407	877
81038	11	18	8	4	4	407	209
81038	12	17	0	 	 	 	 
81038	13	16	7	4	4	407	209
81038	14	15	6	4	4	407	209
81039	10	19	21	4	4	407	879
81039	11	18	0	 	 	 	 
81039	12	17	10	4	4	407	877
81039	13	16	9	4	4	407	877
81039	14	15	8	4	4	407	202
81040	10	19	0	 	 	 	 
81040	11	18	0	 	 	 	 
81040	12	17	4	4	4	407	209
81040	13	16	4	4	4	407	209
81040	14	15	4	4	4	407	209
81041	10	19	8	4	4	407	209
81041	11	18	7	4	4	407	209
81041	12	17	6	4	4	407	209
81041	13	16	0	 	 	 	 
81041	14	15	5	4	4	407	209
81042	10	19	8	4	4	407	878
81042	11	18	7	4	4	407	209
81042	12	17	7	4	4	407	209
81042	13	16	7	4	4	407	209
81042	14	15	7	4	4	407	209
81043	10	19	0	 	 	 	 
81043	11	18	7	4	4	407	209
81043	12	17	6	4	4	407	209
81043	13	16	5	4	4	407	209
81043	14	15	4	4	4	407	209
81044	10	19	0	 	 	 	 
81044	11	18	0	 	 	 	 
81044	12	17	9	4	4	407	202
81044	13	16	8	4	4	407	209
81044	14	15	7	4	4	407	209
81045	10	19	0	 	 	 	 
81045	11	18	0	 	 	 	 
81045	12	17	8	4	4	407	209
81045	13	16	7	4	4	407	209
81045	14	15	6	4	4	407	209
81046	10	19	27	4	4	407	877
81046	11	18	10	4	4	407	877
81046	12	17	9	4	4	407	877
81046	13	16	8	4	4	407	209
81046	14	15	7	4	4	407	209
81047	10	19	8	4	4	407	209
81047	11	18	7	4	4	407	209
81047	12	17	6	4	4	407	209
81047	13	16	6	4	4	407	209
81047	14	15	5	4	4	407	209
81048	10	19	2	4	4	407	209
81048	11	18	0	 	 	 	 
81048	12	17	1	4	4	407	209
81048	13	16	0	 	 	 	 
81048	14	15	0	 	 	 	 
81049	10	19	0	 	 	 	 
81049	11	18	10	4	4	407	877
81049	12	17	9	4	4	407	877
81049	13	16	8	4	4	407	201
81049	14	15	8	4	4	407	201
81050	10	19	0	 	 	 	 
81050	11	18	0	 	 	 	 
81050	12	17	0	 	 	 	 
81050	13	16	0	 	 	 	 
81050	14	15	0	 	 	 	 
91001	10	19	0	 	 	 	 
91001	11	18	0	 	 	 	 
91001	12	17	10	4	4	408	250
91001	13	16	9	4	4	408	250
91001	14	15	8	4	4	408	228
91002	10	19	0	 	 	 	 
91002	11	18	0	 	 	 	 
91002	12	17	5	4	4	408	232
91002	13	16	4	4	4	408	232
91002	14	15	3	4	4	408	232
91003	10	19	22	1	4	407	900
91003	11	18	21	1	4	407	900
91003	12	17	10	4	4	408	250
91003	13	16	9	4	4	408	250
91003	14	15	8	4	4	408	230
91004	10	19	21	4	4	408	903
91004	11	18	10	4	4	408	250
91004	12	17	9	4	4	408	250
91004	13	16	8	4	4	408	237
91004	14	15	7	4	4	408	232
91005	10	18	0	 	 	 	 
91005	11	18	9	4	4	408	250
91005	12	17	8	4	4	408	228
91005	13	16	7	4	4	408	228
91005	14	15	6	4	4	408	228
91006	10	18	7	4	4	408	228
91006	11	18	7	4	4	408	228
91006	12	17	6	4	4	408	228
91006	13	16	5	4	4	408	228
91006	14	15	5	4	4	408	228
91007	10	19	0	 	 	 	 
91007	11	18	0	 	 	 	 
91007	12	17	0	 	 	 	 
91007	13	16	7	4	4	408	228
91007	14	15	7	4	4	408	228
91008	10	19	0	 	 	 	 
91008	11	18	0	 	 	 	 
91008	12	17	0	 	 	 	 
91008	13	16	0	 	 	 	 
91008	14	15	0	 	 	 	 
91010	10	19	9	4	4	408	250
91010	11	18	8	4	4	408	228
91010	12	17	0	 	 	 	 
91010	13	16	7	4	4	408	228
91010	14	15	6	4	4	408	228
91011	10	19	5	4	4	408	228
91011	11	18	5	4	4	408	228
91011	12	17	4	4	4	408	243
91011	13	16	0	 	 	 	 
91011	14	15	0	 	 	 	 
91012	10	19	12	4	4	408	250
91012	11	18	11	4	4	408	250
91012	12	17	10	1	4	415	902
91012	13	16	10	4	4	408	250
91012	14	15	9	4	4	408	252
91013	10	19	10	4	4	408	250
91013	11	18	10	4	4	408	250
91013	12	17	9	4	4	408	250
91013	13	16	8	4	4	408	228
91013	14	15	7	4	4	408	228
91014	10	19	5	4	4	408	253
91014	11	18	5	4	4	408	253
91014	12	17	5	4	4	408	253
91014	13	16	4	4	4	408	253
91014	14	15	3	4	4	408	253
91015	10	19	0	 	 	 	 
91015	11	18	0	 	 	 	 
91015	12	17	0	 	 	 	 
91015	13	16	0	 	 	 	 
91015	14	15	0	 	 	 	 
91017	10	19	21	4	4	408	903
91017	11	18	10	4	4	408	250
91017	12	17	9	4	4	408	250
91017	13	16	9	4	4	408	250
91017	14	15	8	4	4	408	228
91018	10	19	7	4	4	408	213
91018	11	18	6	4	4	408	213
91018	12	17	5	4	4	408	213
91018	13	16	4	4	4	408	213
91018	14	15	3	4	4	408	213
91019	10	19	22	1	4	407	900
91019	11	18	21	1	4	407	900
91019	12	17	13	4	4	407	912
91019	13	16	10	4	4	408	250
91019	14	15	9	4	4	408	250
91020	10	19	21	4	4	407	869
91020	11	18	10	4	4	408	250
91020	12	17	9	4	4	408	250
91020	13	16	8	4	4	408	228
91020	14	15	7	4	4	408	228
91021	10	19	3	4	4	408	243
91021	11	18	2	4	4	408	243
91021	12	17	0	 	 	 	 
91021	13	16	1	4	4	408	243
91021	14	15	0	 	 	 	 
91022	10	19	0	 	 	 	 
91022	11	18	0	 	 	 	 
91022	12	17	7	4	4	408	228
91022	13	16	6	4	4	408	228
91022	14	15	5	4	4	408	228
91023	10	18	10	4	4	408	250
91023	11	18	9	4	4	408	250
91023	12	17	8	4	4	408	228
91023	13	16	7	4	4	408	228
91023	14	15	6	4	4	408	228
91024	10	19	0	 	 	 	 
91024	11	18	0	 	 	 	 
91024	12	17	0	 	 	 	 
91024	13	16	0	 	 	 	 
91024	14	15	5	4	4	408	243
91025	10	19	10	4	4	408	250
91025	11	18	9	4	4	408	250
91025	12	17	0	 	 	 	 
91025	13	16	8	4	4	408	228
91025	14	15	8	4	4	408	228
91026	10	19	22	1	4	407	898
91026	11	18	21	1	4	407	898
91026	12	17	0	 	 	 	 
91026	13	16	0	 	 	 	 
91026	14	15	10	4	4	408	250
91027	10	19	0	 	 	 	 
91027	11	18	0	 	 	 	 
91027	12	17	0	 	 	 	 
91027	13	16	0	 	 	 	 
91027	14	15	6	4	4	408	232
91028	10	19	0	 	 	 	 
91028	11	18	0	 	 	 	 
91028	12	17	0	 	 	 	 
91028	13	16	0	 	 	 	 
91028	14	15	1	4	4	408	243
91029	10	19	0	 	 	 	 
91029	11	18	0	 	 	 	 
91029	12	17	0	 	 	 	 
91029	13	16	4	4	3	310	213
91029	14	15	3	4	3	310	213
91030	10	19	12	4	4	408	250
91030	11	18	11	4	4	408	250
91030	12	17	10	4	4	408	250
91030	13	16	9	4	4	408	250
91030	14	15	8	4	4	408	230
91031	10	19	12	4	4	408	250
91031	11	18	11	4	4	408	250
91031	12	17	10	4	4	408	250
91031	13	16	9	4	4	408	250
91031	14	15	8	4	4	408	228
91032	10	19	0	 	 	 	 
91032	11	18	22	4	4	407	869
91032	12	17	21	4	4	407	869
91032	13	16	10	4	4	408	250
91032	14	15	9	4	4	408	250
91033	10	19	0	 	 	 	 
91033	11	18	0	 	 	 	 
91033	12	17	0	 	 	 	 
91033	13	16	0	 	 	 	 
91033	14	15	0	 	 	 	 
91034	10	19	21	1	4	407	900
91034	11	18	0	 	 	 	 
91034	12	17	10	4	4	408	250
91034	13	16	9	4	4	408	250
91034	14	15	8	4	4	408	228
91035	10	19	8	4	4	408	228
91035	11	18	8	4	4	408	228
91035	12	17	7	4	4	408	228
91035	13	15	6	4	4	408	228
91035	14	15	5	4	4	408	228
91036	10	19	0	 	 	 	 
91036	11	18	0	 	 	 	 
91036	12	17	0	 	 	 	 
91036	13	16	0	 	 	 	 
91036	14	15	7	4	4	408	232
91037	10	19	6	4	4	408	228
91037	11	18	5	4	4	408	228
91037	12	17	4	4	4	408	243
91037	13	16	5	4	4	408	243
91037	14	15	4	4	4	408	243
91038	10	19	7	4	4	408	232
91038	11	18	6	4	4	408	232
91038	12	17	5	4	4	408	232
91038	13	16	4	4	4	408	243
91038	14	15	3	4	4	408	243
91039	10	19	0	 	 	 	 
91039	11	18	9	4	4	408	250
91039	12	17	20	4	4	408	228
91039	13	16	8	4	4	408	228
91039	14	15	19	4	4	408	228
91040	10	19	10	4	4	408	250
91040	11	18	9	4	4	408	250
91040	12	17	8	4	4	408	228
91040	13	16	7	4	4	408	228
91040	14	15	6	4	4	408	228
91041	10	18	8	4	4	408	228
91041	11	18	8	4	4	408	228
91041	12	17	8	4	4	408	228
91041	13	16	7	4	4	408	228
91041	14	15	6	4	4	408	228
91042	10	19	0	 	 	 	 
91042	11	18	0	 	 	 	 
91042	12	17	0	 	 	 	 
91042	13	16	0	 	 	 	 
91042	14	15	8	4	4	408	228
91043	10	19	0	 	 	 	 
91043	11	18	0	 	 	 	 
91043	12	17	0	 	 	 	 
91043	13	16	6	4	4	408	243
91043	14	15	5	4	4	408	243
91044	10	18	10	4	4	408	250
91044	11	18	9	4	4	408	250
91044	12	17	8	4	4	408	228
91044	13	16	8	4	4	408	228
91044	14	15	7	4	4	408	228
91045	10	19	10	4	4	408	250
91045	11	18	9	4	4	408	250
91045	12	17	8	4	4	408	228
91045	13	16	7	4	4	407	228
91045	14	15	6	4	4	408	228
91046	10	19	0	 	 	 	 
91046	11	18	4	4	4	408	243
91046	12	17	3	4	4	408	243
91046	13	16	2	4	4	408	243
91046	14	15	0	 	 	 	 
91047	10	19	10	4	4	408	250
91047	11	18	8	4	4	408	228
91047	12	17	0	 	 	 	 
91047	13	16	7	4	4	408	228
91047	14	15	6	4	4	409	228
91048	10	18	0	 	 	 	 
91048	11	18	0	 	 	 	 
91048	12	17	0	 	 	 	 
91048	13	16	0	 	 	 	 
91048	14	15	0	 	 	 	 
91049	10	19	9	4	4	408	250
91049	11	18	8	4	4	408	228
91049	12	17	7	4	4	408	228
91049	13	16	6	4	4	408	228
91049	14	15	5	4	4	408	228
91050	10	18	0	 	 	 	 
91050	11	18	0	 	 	 	 
91050	12	17	6	4	4	408	232
91050	13	16	5	4	4	408	232
91050	14	15	4	4	4	408	232
101001	10	19	0	 	 	 	 
101001	11	18	10	4	4	406	241
101001	12	17	9	4	4	406	241
101001	13	16	8	4	4	406	238
101001	14	15	7	4	4	406	238
101002	10	19	11	4	4	406	243
101002	11	18	10	4	4	406	241
101002	12	17	9	4	4	406	243
101002	13	16	8	4	4	406	238
101002	14	15	7	4	4	406	238
101003	10	18	22	4	4	406	906
101003	11	17	21	4	4	406	906
101003	12	16	10	4	4	406	241
101003	13	15	9	4	4	406	241
101003	14	14	8	4	4	406	238
101004	10	19	9	4	4	406	241
101004	11	18	8	4	4	406	238
101004	12	17	7	4	4	406	238
101004	13	16	6	4	4	406	238
101004	14	15	5	4	4	406	238
101005	10	19	0	 	 	 	 
101005	11	18	0	 	 	 	 
101005	12	17	21	4	4	406	897
101005	13	16	10	4	4	406	241
101005	14	15	9	4	4	406	241
101006	10	19	0	 	 	 	 
101006	11	18	0	 	 	 	 
101006	12	17	0	 	 	 	 
101006	13	16	0	 	 	 	 
101006	14	15	0	 	 	 	 
101007	10	19	0	 	 	 	 
101007	11	18	0	 	 	 	 
101007	12	17	10	4	4	406	241
101007	13	16	9	4	4	406	241
101007	14	15	8	4	4	406	238
101009	10	18	12	4	4	406	241
101009	11	17	11	4	4	406	241
101009	12	16	10	4	4	406	241
101009	13	15	9	4	4	406	241
101009	14	14	9	4	4	406	241
101010	10	19	9	4	4	406	241
101010	11	18	0	 	 	 	 
101010	12	17	9	4	4	406	241
101010	13	16	8	4	4	406	238
101010	14	15	7	4	4	406	238
101011	10	19	32	4	4	404	892
101011	11	18	12	4	4	406	241
101011	12	17	11	4	4	406	241
101011	13	16	10	4	4	406	241
101011	14	15	9	4	4	406	241
101012	10	18	9	4	4	406	241
101012	11	17	8	4	4	406	238
101012	12	16	8	4	4	406	238
101012	13	15	7	4	4	406	238
101012	14	14	7	4	4	406	238
101013	10	18	12	4	4	406	241
101013	11	17	11	4	4	406	241
101013	12	16	10	4	4	406	241
101013	13	15	9	4	4	406	241
101013	14	14	8	4	4	406	238
101014	10	18	0	 	 	 	 
101014	11	17	10	4	4	406	241
101014	12	16	9	4	4	406	241
101014	13	15	8	4	4	406	238
101014	14	14	7	4	4	406	238
101015	10	19	10	4	4	407	241
101015	11	18	9	4	4	406	241
101015	12	17	8	4	4	406	238
101015	13	16	7	4	4	406	238
101015	14	15	6	4	4	406	238
101016	10	19	33	4	4	410	866
101016	11	18	33	4	4	410	866
101016	12	17	32	4	4	410	866
101016	13	16	12	4	4	406	241
101016	14	15	11	4	4	406	241
101017	10	18	12	4	4	406	241
101017	11	17	12	4	4	406	241
101017	12	16	11	4	4	406	241
101017	13	15	10	4	4	406	241
101017	14	14	9	4	4	406	241
101018	10	19	0	 	 	 	 
101018	11	18	10	4	4	406	241
101018	12	17	9	4	4	406	241
101018	13	16	8	4	4	406	238
101018	14	15	7	4	4	406	238
101019	10	19	21	4	4	406	77
101019	11	18	0	 	 	 	 
101019	12	17	10	4	4	406	241
101019	13	16	9	4	4	406	241
101019	14	15	9	4	4	406	241
101020	10	18	0	 	 	 	 
101020	11	17	12	4	4	406	241
101020	12	16	11	4	4	406	241
101020	13	15	10	4	4	406	241
101020	14	14	9	4	4	406	241
101021	10	18	36	4	6	603	913
101021	11	17	12	4	4	406	241
101021	12	16	11	4	4	406	241
101021	13	15	10	4	4	406	241
101021	14	14	9	4	4	406	241
101022	10	18	8	4	4	406	238
101022	11	17	7	4	4	406	238
101022	12	16	7	4	4	406	238
101022	13	15	6	4	4	406	238
101022	14	14	5	4	4	406	238
101023	10	19	0	 	 	 	 
101023	11	18	10	4	4	406	241
101023	12	17	9	4	4	406	241
101023	13	16	8	4	4	406	238
101023	14	15	7	4	4	406	238
101024	10	19	8	4	4	406	238
101024	11	18	7	4	4	406	238
101024	12	17	0	 	 	 	 
101024	13	16	7	4	4	406	238
101024	14	15	6	4	4	406	238
101025	10	18	12	4	4	405	241
101025	11	17	11	4	4	405	241
101025	12	16	10	4	4	405	241
101025	13	15	9	4	4	405	241
101025	14	14	8	4	4	405	238
101027	10	19	0	 	 	 	 
101027	11	18	0	 	 	 	 
101027	12	17	21	4	4	406	906
101027	13	16	0	 	 	 	 
101027	14	15	10	4	4	406	243
101028	10	19	0	 	 	 	 
101028	11	18	9	4	4	406	886
101028	12	17	0	 	 	 	 
101028	13	16	0	 	 	 	 
101028	14	15	9	4	4	406	241
101029	10	18	4	4	4	406	238
101029	11	17	3	4	4	406	238
101029	12	16	2	4	4	406	238
101029	13	15	1	4	4	406	238
101029	14	14	0	 	 	 	 
101030	10	19	22	4	4	406	896
101030	11	18	10	4	4	406	241
101030	12	17	9	4	4	406	241
101030	13	16	8	4	4	406	238
101030	14	15	7	4	4	406	238
101031	10	18	9	4	4	406	241
101031	11	17	8	4	4	406	238
101031	12	16	7	4	4	406	238
101031	13	15	6	4	4	406	238
101031	14	14	5	4	4	406	238
101032	10	18	0	 	 	 	 
101032	11	17	5	4	4	406	239
101032	12	16	4	4	4	406	239
101032	13	15	4	4	4	406	239
101032	14	14	3	4	4	406	239
101033	10	18	12	4	4	406	241
101033	11	17	11	4	4	406	241
101033	12	16	11	4	4	406	241
101033	13	15	10	4	4	406	241
101033	14	14	9	4	4	406	241
101034	10	18	0	 	 	 	 
101034	11	17	10	4	4	406	241
101034	12	16	9	4	4	406	241
101034	13	15	8	4	4	406	238
101034	14	14	7	4	4	406	238
101035	10	19	0	 	 	 	 
101035	11	18	0	 	 	 	 
101035	12	17	10	4	4	406	241
101035	13	16	9	4	4	406	241
101035	14	15	8	4	4	406	238
101036	10	19	41	1	14	1407	570
101036	11	18	41	1	14	1407	570
101036	12	17	12	4	4	406	241
101036	13	16	11	4	4	406	241
101036	14	15	10	4	4	406	241
101037	10	18	4	4	4	406	240
101037	11	17	3	4	4	406	240
101037	12	16	2	4	4	406	240
101037	13	15	1	4	4	406	240
101037	14	14	0	 	 	 	 
101038	10	18	0	 	 	 	 
101038	11	17	0	 	 	 	 
101038	12	16	21	4	4	406	906
101038	13	15	10	4	4	406	241
101038	14	14	9	4	4	406	241
101040	10	19	0	 	 	 	 
101040	11	18	0	 	 	 	 
101040	12	16	0	 	 	 	 
101040	13	15	0	 	 	 	 
101040	14	14	8	4	4	406	238
101041	10	18	32	4	1	106	1181
101041	11	17	12	4	4	406	241
101041	12	16	11	4	4	406	241
101041	13	15	10	4	4	406	241
101041	14	14	9	4	4	406	241
101042	10	19	12	4	4	406	241
101042	11	18	11	4	4	406	241
101042	12	17	10	4	4	406	241
101042	13	16	9	4	4	406	241
101042	14	15	8	4	4	406	238
101044	10	19	41	1	4	405	875
101044	11	18	41	1	4	405	874
101044	12	17	21	4	4	406	906
101044	13	16	10	4	4	406	241
101044	14	15	9	4	4	406	241
101045	10	19	9	4	4	406	241
101045	11	18	8	4	4	406	238
101045	12	17	7	4	4	406	238
101045	13	16	6	4	4	406	238
101045	14	15	6	4	4	406	238
101046	10	18	12	4	4	406	241
101046	11	17	11	4	4	406	241
101046	12	16	10	4	4	406	241
101046	13	15	9	4	4	406	241
101046	14	14	8	4	4	406	238
101047	10	19	12	4	4	406	241
101047	11	18	11	4	4	406	241
101047	12	17	10	4	4	406	241
101047	13	16	9	4	4	406	241
101047	14	15	8	4	4	406	238
101048	10	19	0	 	 	 	 
101048	11	18	0	 	 	 	 
101048	12	17	0	 	 	 	 
101048	13	16	10	4	4	406	241
101048	14	15	9	4	4	406	241
101049	10	19	12	4	4	406	241
101049	11	18	11	4	4	406	241
101049	12	17	10	4	4	406	241
101049	13	16	9	4	4	406	241
101049	14	15	8	4	4	406	238
101050	10	18	9	4	4	406	241
101050	11	17	8	4	4	406	238
101050	12	16	7	4	4	406	238
101050	13	15	6	4	4	406	238
101050	14	14	5	4	4	406	238
111002	10	19	10	4	4	407	882
111002	11	18	9	4	4	407	882
111002	12	17	9	4	4	407	884
111002	13	16	8	4	4	407	215
111002	14	15	7	4	4	407	215
111003	10	19	0	 	 	 	 
111003	11	18	7	4	4	407	215
111003	12	17	7	4	4	407	215
111003	13	16	6	4	4	407	215
111003	14	15	5	4	4	407	215
111004	10	18	9	4	4	407	252
111004	11	17	8	4	4	407	215
111004	12	16	7	4	4	407	215
111004	13	15	6	4	4	407	215
111004	14	14	5	4	4	407	215
111005	10	19	8	4	4	407	215
111005	11	18	7	4	4	407	215
111005	12	17	7	4	4	407	215
111005	13	16	6	4	4	407	215
111005	14	15	5	4	4	407	215
111006	10	19	0	 	 	 	 
111006	11	18	0	 	 	 	 
111006	12	17	0	 	 	 	 
111006	13	16	0	 	 	 	 
111006	14	15	0	 	 	 	 
111008	10	18	10	4	4	407	884
111008	11	17	9	4	4	407	884
111008	12	16	8	4	4	407	215
111008	13	15	7	4	4	407	215
111008	14	14	6	4	4	407	215
111009	10	19	21	1	4	407	571
111009	11	18	21	4	4	407	571
111009	12	17	10	4	4	407	215
111009	13	16	9	4	4	407	215
111009	14	15	8	4	4	407	215
111010	10	19	10	4	4	407	252
111010	11	18	9	4	4	407	252
111010	12	17	8	4	4	407	215
111010	13	16	7	4	4	407	215
111010	14	15	6	4	4	407	215
111011	10	19	12	4	4	407	882
111011	11	18	11	4	4	407	882
111011	12	17	10	4	4	407	872
111011	13	16	9	4	4	407	252
111011	14	15	8	4	4	407	215
111012	10	19	12	4	4	407	882
111012	11	18	11	4	4	407	882
111012	12	17	10	4	4	407	884
111012	13	16	9	4	4	407	884
111012	14	15	8	4	4	407	215
111013	10	18	0	 	 	 	 
111013	11	17	5	4	4	407	215
111013	12	16	4	4	4	407	249
111013	13	15	3	4	4	407	249
111013	14	14	2	4	4	407	215
111015	10	18	8	4	4	407	215
111015	11	17	7	4	4	407	215
111015	12	16	6	4	4	407	215
111015	13	15	5	4	4	407	215
111015	14	14	4	4	4	407	215
111016	10	19	0	 	 	 	 
111016	11	18	0	 	 	 	 
111016	12	17	6	4	4	407	215
111016	13	16	5	4	4	407	215
111016	14	15	4	4	4	407	215
111017	10	19	0	 	 	 	 
111017	11	18	0	 	 	 	 
111017	12	17	0	 	 	 	 
111017	13	16	0	 	 	 	 
111017	14	15	0	 	 	 	 
111018	10	19	0	 	 	 	 
111018	11	18	0	 	 	 	 
111018	12	17	0	 	 	 	 
111018	13	16	0	 	 	 	 
111018	14	15	0	 	 	 	 
111019	10	19	8	4	4	407	215
111019	11	18	7	4	4	407	215
111019	12	17	0	 	 	 	 
111019	13	16	0	 	 	 	 
111019	14	15	6	4	4	407	215
111020	10	19	21	4	4	407	881
111020	11	18	10	4	4	407	884
111020	12	17	9	4	4	407	884
111020	13	16	8	4	4	407	215
111020	14	15	7	4	4	407	215
111021	10	19	8	4	4	407	215
111021	11	18	7	4	4	407	215
111021	12	17	0	 	 	 	 
111021	13	16	0	 	 	 	 
111021	14	15	6	4	4	407	215
111022	10	18	0	 	 	 	 
111022	11	17	0	 	 	 	 
111022	12	16	0	 	 	 	 
111022	13	15	9	4	4	407	252
111022	14	14	8	4	4	407	215
111023	10	19	0	 	 	 	 
111023	11	18	0	 	 	 	 
111023	12	17	8	4	4	407	215
111023	13	16	7	4	4	407	215
111023	14	15	6	4	4	407	215
111024	10	18	7	4	14	1402	599
111024	11	17	7	4	14	1402	599
111024	12	16	6	4	14	1402	599
111024	13	15	5	4	4	407	215
111024	14	14	4	4	4	407	215
111025	10	19	0	 	 	 	 
111025	11	18	6	4	4	407	215
111025	12	17	6	4	4	407	215
111025	13	16	5	4	4	407	215
111025	14	15	5	4	4	407	215
111027	10	19	0	 	 	 	 
111027	11	18	0	 	 	 	 
111027	12	17	0	 	 	 	 
111027	13	16	10	4	4	407	893
111027	14	15	9	4	4	407	893
111028	10	19	21	4	4	407	895
111028	11	18	10	4	4	407	894
111028	12	17	9	4	4	407	894
111028	13	16	8	4	4	407	215
111028	14	15	7	4	4	407	215
111029	10	18	0	 	 	 	 
111029	11	17	26	1	4	407	571
111029	12	16	22	1	4	407	571
111029	13	15	21	1	4	407	571
111029	14	14	0	 	 	 	 
111030	10	18	0	 	 	 	 
111030	11	17	8	4	4	407	215
111030	12	16	7	4	4	407	215
111030	13	15	7	4	4	407	215
111030	14	14	6	4	4	407	215
111031	10	19	0	 	 	 	 
