childid	id	dpnamtr3	dpntmer3	dpnnumr3	cshrcdr3	cshamtr3	cshtmer3	cshnumr3
PE191024	1	2500	5	12	1	1400	8	1
PE191025	1	1200	5	12	1	400	8	1
PE191027	1	600	5	12	1	220	7	2
PE191028	1	300	3	44	0	 	 	 
PE191028	2	30	2	9	0	 	 	 
PE191030	2	24	3	52	0	 	 	 
PE191031	1	1500	5	12	0	 	 	 
PE191033	1	360	3	52	0	 	 	 
PE191034	1	300	5	12	1	100	8	1
PE191034	4	350	5	12	1	120	8	1
PE191036	1	450	5	8	0	 	 	 
PE191036	6	145	5	12	0	 	 	 
PE191038	1	1200	5	12	1	300	7	2
PE191038	2	1200	5	12	1	300	7	2
PE191044	11	300	3	52	0	 	 	 
PE191045	1	1500	5	12	1	300	7	2
PE191045	2	525	5	12	1	525	7	2
PE191047	1	160	3	52	0	 	 	 
PE191047	2	250	5	4	0	 	 	 
PE191048	1	2000	5	12	0	 	 	 
PE191050	3	460	5	12	1	115	7	2
PE191051	1	320	3	9	0	 	 	 
PE191052	1	1050	5	10	0	 	 	 
PE191052	3	650	5	9	0	 	 	 
PE191052	5	600	5	12	0	 	 	 
PE191054	1	180	3	40	1	10	8	1
PE191058	1	900	5	7	1	400	5	4
PE191058	2	300	5	4	1	20	3	17
PE191058	3	520	5	4	1	200	8	1
PE191060	1	460	5	12	1	100	8	1
PE191061	1	150	3	52	0	 	 	 
PE191062	1	2400	5	12	1	2000	7	2
PE191063	1	180	3	16	0	 	 	 
PE191064	1	1200	5	12	0	 	 	 
PE191068	1	280	3	48	1	30	8	1
PE191070	1	180	3	52	0	 	 	 
PE191070	5	180	3	48	0	 	 	 
PE191070	6	180	3	52	0	 	 	 
PE191070	7	180	3	48	0	 	 	 
PE191071	1	850	4	24	0	 	 	 
PE191077	2	100	3	52	0	 	 	 
PE191078	1	25	2	5	0	 	 	 
PE191078	2	25	2	2	0	 	 	 
PE191080	1	200	3	52	0	 	 	 
PE191082	1	1250	5	12	1	1000	8	1
PE191082	2	950	5	12	1	1000	8	1
PE191083	1	1100	5	4	1	1100	8	1
PE191083	1	1400	5	8	1	1400	8	1
PE191083	3	750	5	12	1	1400	7	2
PE191085	1	1100	5	12	1	500	7	2
PE191086	1	1800	5	12	0	 	 	 
PE191087	16	850	5	12	1	200	7	2
PE191088	2	1600	5	12	1	200	7	2
PE191089	1	30	2	60	0	 	 	 
PE191090	5	1850	5	12	1	700	8	1
PE191090	6	1550	5	12	1	700	8	1
PE191092	1	180	3	26	0	 	 	 
PE191092	1	300	5	4	0	 	 	 
PE191092	1	300	5	1	0	 	 	 
PE191094	1	20000	8	1	1	400	8	1
PE191096	1	240	3	30	0	 	 	 
PE191097	1	180	3	52	0	 	 	 
PE191097	2	180	3	52	0	 	 	 
PE191097	5	180	3	52	0	 	 	 
PE191099	2	120	3	12	0	 	 	 
PE191101	1	1500	5	12	1	3000	8	1
PE191104	1	240	3	52	0	 	 	 
PE191104	2	350	5	12	0	 	 	 
PE201001	1	50	3	34	0	 	 	 
PE201001	1	700	5	1	0	 	 	 
PE201003	2	25	3	52	0	 	 	 
PE201011	2	1000	5	11	1	200	7	2
PE201012	1	1100	5	10	1	700	8	1
PE201013	1	200	3	12	0	 	 	 
PE201013	2	35	3	11	0	 	 	 
PE201015	8	1000	5	7	0	 	 	 
PE201021	1	1500	5	12	0	 	 	 
PE201022	1	1200	5	6	1	250	7	1
PE201023	1	1100	5	12	1	600	7	2
PE201024	1	600	5	12	0	 	 	 
PE201024	2	500	5	12	1	100	7	2
PE201025	1	150	4	24	0	 	 	 
PE201025	2	100	4	24	0	 	 	 
PE201027	6	1300	5	12	 	 	 	 
PE201034	1	800	5	6	1	150	7	1
PE201037	16	180	3	52	0	 	 	 
PE201039	2	1000	5	8	1	150	8	1
PE201039	2	800	5	4	1	75	8	1
PE201041	1	600	5	9	0	 	 	 
PE201044	1	600	5	12	0	 	 	 
PE201050	1	1500	5	10	0	 	 	 
PE201053	1	1000	5	4	0	 	 	 
PE201053	2	150	5	3	0	 	 	 
PE201057	1	1200	5	12	1	200	7	2
PE201063	1	1000	5	12	0	 	 	 
PE201070	1	800	5	1	0	 	 	 
PE201070	1	800	5	10	1	100	3	44
PE201070	2	600	5	6	1	15	3	26
PE201070	2	300	5	6	0	 	 	 
PE201073	1	250	5	7	0	 	 	 
PE201075	1	2000	5	12	0	 	 	 
PE201078	1	10000	5	12	1	500	8	1
PE201083	1	850	5	12	1	450	8	1
PE201086	2	800	5	12	0	 	 	 
PE201087	2	550	5	5	0	 	 	 
PE201092	1	1600	5	12	0	 	 	 
PE201092	2	624	5	12	0	 	 	 
PE201093	17	800	5	6	0	 	 	 
PE201093	17	500	5	6	1	200	8	1
PE201096	2	360	5	5	0	 	 	 
PE201096	3	48	3	52	0	 	 	 
PE201099	1	1200	5	12	1	700	7	2
PE201100	1	1000	5	12	1	700	8	1
