childid	monincid	montypr3	mnclssr3	monpebr3
PE131058	2	7	2	5
PE131060	1	9	1	20
PE131061	1	12	1	20
PE131063	1	9	1	14
PE131063	2	7	2	6
PE131064	1	12	1	15
PE131064	2	10	2	5
PE131065	1	12	1	20
PE131066	1	12	1	12
PE131066	2	7	2	8
PE131067	1	12	1	16
PE131067	2	9	2	4
PE131068	1	12	1	20
PE131069	1	12	1	20
PE131070	1	12	1	11
PE131070	2	9	2	9
PE131071	1	12	1	12
PE131071	2	7	2	8
PE131072	1	12	1	17
PE131072	2	7	2	3
PE131073	1	12	1	20
PE131074	1	12	1	20
PE131075	1	7	1	20
PE131076	1	8	1	6
PE131076	2	5	2	5
PE131076	3	12	3	4
PE131076	4	7	4	3
PE131076	5	1	5	1
PE131076	6	2	6	1
PE131078	1	6	1	20
PE131079	1	12	1	15
PE131079	2	6	2	5
PE131080	1	6	1	12
PE131080	2	12	2	8
PE131081	1	9	1	20
PE131082	1	12	1	20
PE131083	1	9	1	15
PE131083	2	7	2	5
PE131085	1	8	1	14
PE131085	2	12	2	6
PE131086	1	12	1	18
PE131086	2	9	2	2
PE131087	1	12	1	20
PE131088	1	12	1	15
PE131088	2	9	2	3
PE131088	3	7	3	2
PE131089	1	9	1	20
PE131090	1	12	1	9
PE131090	2	6	2	8
PE131090	3	9	3	3
PE131091	1	12	1	10
PE131091	2	6	2	6
PE131091	3	9	3	4
PE131092	1	12	1	20
PE131093	1	9	1	12
PE131093	2	7	2	8
PE131094	1	7	1	9
PE131094	2	6	2	8
PE131094	3	12	3	3
PE131095	1	10	1	11
PE131095	2	9	2	9
PE131096	1	12	1	20
PE131097	1	9	1	20
PE131098	1	7	1	11
PE131098	2	12	2	9
PE131099	1	12	1	15
PE131099	2	9	2	5
PE131100	1	7	1	18
PE131100	2	2	2	2
PE131101	1	12	1	10
PE131101	2	9	2	5
PE131101	3	7	3	3
PE131101	4	10	4	2
PE131102	1	9	1	12
PE131102	2	12	2	8
PE141001	1	12	1	12
PE141001	2	6	2	8
PE141002	1	12	1	20
PE141003	1	12	1	15
PE141003	2	10	2	5
PE141005	1	12	1	12
PE141005	2	6	2	8
PE141006	1	8	1	20
PE141007	1	12	1	15
PE141007	2	9	2	5
PE141008	1	7	1	20
PE141009	1	6	1	11
PE141009	2	12	2	6
PE141009	3	7	3	3
PE141010	1	10	1	20
PE141011	1	12	1	12
PE141011	2	7	2	8
PE141012	1	12	1	20
PE141013	1	12	1	20
PE141015	1	8	1	15
PE141015	2	12	2	5
PE141016	1	6	1	14
PE141016	2	12	2	6
PE141017	1	12	1	20
PE141018	1	12	1	15
PE141018	2	9	2	5
PE141019	1	7	1	20
PE141020	1	12	1	13
PE141020	2	7	2	7
PE141022	1	12	1	20
PE141023	1	12	1	12
PE141023	2	9	2	8
PE141024	1	7	1	20
PE141025	1	7	1	13
PE141025	2	12	2	7
PE141026	1	7	1	20
PE141027	1	12	1	20
PE141028	1	12	1	12
PE141028	2	7	2	8
PE141029	1	12	1	15
PE141029	2	9	2	5
PE141030	1	9	1	20
PE141031	1	12	1	16
PE141031	2	9	2	4
PE141032	1	12	1	20
PE141033	1	9	1	13
PE141033	2	12	2	7
PE141034	1	12	1	11
PE141034	2	7	2	9
PE141035	1	12	1	12
PE141035	2	7	2	8
PE141036	1	12	1	14
PE141036	2	8	2	6
PE141037	1	12	1	17
PE141037	2	9	2	2
PE141037	3	7	3	1
PE141038	1	12	1	15
PE141038	2	7	5	5
PE141039	1	12	1	20
PE141040	1	9	1	12
PE141040	2	6	2	8
PE141041	1	7	1	14
PE141041	2	12	2	6
PE141042	1	8	1	12
PE141042	2	12	2	5
PE141042	3	9	3	2
PE141042	4	7	4	1
PE141044	1	12	1	13
PE141044	2	9	2	7
PE141046	1	6	1	12
PE141046	2	9	2	8
PE141047	1	12	1	16
PE141047	2	7	2	4
PE141048	1	12	1	15
PE141048	2	6	2	5
PE141049	1	6	1	13
PE141049	2	12	2	7
PE141050	1	12	1	13
PE141050	2	9	2	7
PE141051	1	12	1	15
PE141051	2	9	2	5
PE141052	1	12	1	20
PE141053	1	12	1	15
PE141053	2	7	2	5
PE141054	1	12	1	20
PE141055	1	12	1	20
PE141056	1	6	1	20
PE141057	1	12	1	20
PE141059	1	12	1	20
PE141060	1	12	1	13
PE141060	2	7	2	5
PE141060	3	9	3	2
PE141061	1	12	1	20
PE141063	1	12	1	20
PE141064	1	9	1	11
PE141064	2	12	2	9
PE141065	1	7	1	20
PE141066	1	9	1	11
PE141066	2	6	2	9
PE141067	1	6	1	13
PE141067	2	7	2	7
PE141068	1	7	1	13
PE141068	2	12	2	7
PE141069	1	12	1	14
PE141069	2	9	2	6
PE141070	1	12	1	12
PE141070	2	9	2	8
PE141071	1	12	1	18
PE141071	2	9	2	2
PE141072	1	12	1	20
PE141073	1	9	1	11
PE141073	2	7	2	8
PE141073	3	12	3	1
PE141074	1	6	1	13
PE141074	2	7	2	7
PE141075	1	12	1	14
PE141075	2	10	2	6
PE141077	1	12	1	20
PE141078	1	12	1	20
PE141079	1	6	1	10
PE141079	2	12	2	7
PE141079	3	9	3	3
PE141080	1	12	1	20
PE141081	1	8	1	16
PE141081	2	12	2	3
PE141081	3	7	3	1
PE141082	1	12	1	11
PE141082	2	6	2	9
PE141083	1	6	1	20
PE141084	1	12	1	20
PE141085	1	1	1	10
PE141085	2	6	2	5
PE141085	3	7	3	4
PE141085	4	12	4	1
PE141086	1	12	1	20
PE141087	1	12	1	13
PE141087	2	8	2	7
PE141088	1	12	1	20
PE141089	1	12	1	17
PE141089	2	9	2	3
PE141090	1	12	1	20
PE141091	1	12	1	15
PE141091	2	7	2	5
PE141092	1	8	1	20
PE141093	1	9	1	10
PE141093	2	7	2	7
PE141093	3	12	3	3
PE141094	1	1	1	20
PE141095	1	9	1	12
PE141095	2	12	2	8
PE141096	1	9	1	15
PE141096	2	7	2	5
PE141097	1	12	1	20
PE141098	1	12	1	20
PE141099	1	7	1	10
PE141099	2	9	3	3
PE141099	3	12	2	7
PE141100	1	9	1	12
PE141100	2	12	2	7
PE141100	3	6	3	1
PE141101	1	12	1	20
PE141102	1	12	1	11
PE141102	2	7	2	6
PE141102	3	9	3	3
PE141103	1	12	1	20
PE141104	1	12	1	20
PE151001	1	1	1	15
PE151001	2	9	2	5
PE151002	1	9	1	15
PE151002	2	12	2	5
PE151003	1	11	1	20
PE151004	1	8	1	20
PE151005	1	11	1	12
PE151005	2	1	2	8
PE151006	1	1	1	10
PE151006	2	7	2	6
PE151006	3	9	3	4
PE151007	1	7	1	10
PE151007	2	12	2	7
PE151007	3	8	3	3
PE151009	1	8	1	11
PE151009	2	1	2	9
PE151010	1	1	1	12
PE151010	2	11	2	6
PE151010	3	7	3	2
PE151011	1	11	1	10
PE151011	2	1	2	6
PE151011	3	7	3	4
PE151012	1	1	1	17
PE151012	2	11	2	3
PE151013	1	6	1	20
PE151014	1	1	1	9
PE151014	2	11	2	5
PE151014	3	7	3	4
PE151014	4	6	4	2
PE151015	1	12	1	12
PE151015	2	9	2	8
PE151016	1	11	1	14
PE151016	2	1	2	6
PE151017	1	12	1	17
PE151017	2	9	2	3
PE151018	1	11	1	15
PE151018	2	7	2	5
PE151019	1	1	1	14
PE151019	2	11	2	6
PE151020	1	11	1	12
PE151020	2	1	2	8
PE151021	1	12	1	13
PE151021	2	7	2	7
PE151022	1	11	1	20
PE151023	1	11	1	12
PE151023	2	1	2	5
PE151023	3	7	3	3
PE151024	1	12	1	12
PE151024	2	2	2	5
PE151024	3	1	3	3
PE151025	1	7	1	15
PE151025	2	12	2	5
PE151026	1	1	1	12
PE151026	2	7	2	5
PE151026	3	11	3	3
PE151027	1	12	1	8
PE151027	2	9	2	5
PE151027	3	11	3	4
PE151027	4	6	4	3
PE151028	1	1	1	14
PE151028	2	11	2	6
PE151029	1	11	1	20
PE151030	1	1	1	14
PE151030	2	11	2	6
PE151031	1	11	1	12
PE151031	2	1	2	8
PE151032	1	11	1	20
PE151033	1	1	1	20
PE151034	1	7	1	15
PE151034	2	11	2	5
PE151035	1	11	1	20
PE151036	1	1	1	14
PE151036	2	11	2	6
PE151037	1	11	1	20
PE151038	1	6	1	14
PE151038	2	1	2	6
PE151040	1	1	1	20
PE151041	1	1	1	14
PE151041	2	11	2	6
PE151042	1	11	1	12
PE151042	2	1	2	8
PE151043	1	1	1	20
PE151044	1	9	1	14
PE151044	2	1	2	6
PE151045	1	1	1	14
PE151045	2	11	2	6
PE151046	1	11	1	11
PE151046	2	1	2	9
PE151047	1	7	1	9
PE151047	2	8	2	6
PE151047	3	1	3	5
PE151048	1	1	1	15
PE151048	2	11	2	5
PE151049	1	12	1	20
PE151050	1	11	1	20
PE151051	1	9	1	16
PE151051	2	10	2	4
PE151052	1	12	1	8
PE151052	2	1	2	7
PE151052	3	9	3	5
PE151061	1	1	1	14
PE151061	2	11	2	6
PE151062	1	11	1	20
PE151063	1	1	1	12
PE151063	2	7	2	8
PE151064	1	12	1	12
PE151064	2	1	2	8
PE151065	1	11	1	20
PE151066	1	8	1	11
PE151066	2	9	2	9
PE151067	1	1	1	10
PE151067	2	11	2	5
PE151067	3	7	3	4
PE151067	4	7	4	1
PE151068	1	7	1	12
PE151068	2	1	2	6
PE151068	3	12	3	2
PE151069	1	6	1	20
PE151070	1	12	1	13
PE151070	2	6	2	7
PE151071	1	12	1	15
PE151071	2	11	2	5
PE151072	1	9	1	15
PE151072	2	11	2	5
PE151073	1	1	1	13
PE151073	2	9	2	7
PE151074	1	1	1	8
PE151074	2	12	2	4
PE151074	3	2	3	3
PE151074	4	3	4	2
PE151074	5	11	5	2
PE151074	6	9	6	1
PE151075	1	9	1	20
PE151076	1	8	1	20
PE151077	1	11	1	12
PE151077	2	1	2	8
PE151078	1	12	1	17
PE151078	2	7	2	3
PE151079	1	9	1	13
PE151079	2	6	2	7
PE151080	1	9	1	20
PE151081	1	9	1	13
PE151081	2	1	2	7
PE151082	1	1	1	15
PE151082	2	11	2	5
PE151083	1	7	1	8
PE151083	2	1	2	7
PE151083	3	6	3	5
PE151084	1	11	1	20
PE151085	1	12	1	18
PE151085	2	1	2	2
PE151086	1	11	1	20
PE151087	1	1	1	15
PE151087	2	11	2	5
PE151088	1	1	1	15
PE151088	2	7	2	5
PE151089	1	11	1	20
PE151090	1	8	1	20
PE151091	1	1	1	20
PE151092	1	1	1	11
PE151092	2	11	2	6
PE151092	3	12	3	3
PE151094	1	11	1	14
PE151094	2	1	2	6
PE151095	1	1	1	20
PE151096	1	1	1	10
PE151096	2	11	2	5
PE151096	3	12	3	5
PE151097	1	1	1	16
PE151097	2	7	2	4
PE151099	1	9	1	10
PE151099	2	1	2	6
PE151099	3	12	3	4
PE151100	1	1	1	13
PE151100	2	6	2	7
PE151101	1	11	1	15
PE151101	2	1	2	5
PE151102	1	11	1	13
PE151102	2	1	2	7
PE151103	1	12	1	9
PE151103	2	1	2	6
PE151103	3	9	3	5
PE151104	1	1	1	12
PE151104	2	12	2	8
PE151105	1	11	1	16
PE151105	2	1	2	4
PE151106	1	1	1	20
PE151107	1	12	1	20
PE151108	1	1	1	12
PE151108	2	11	2	8
PE151109	1	1	1	10
PE151109	2	9	2	3
PE151109	3	11	3	7
PE151110	1	1	1	20
PE151111	1	1	1	20
PE151112	1	1	1	15
PE151112	2	11	2	5
PE151113	1	9	1	14
PE151113	2	11	2	6
PE161001	1	12	1	20
PE161002	1	12	1	20
PE161003	1	12	1	20
PE161004	1	2	1	14
PE161004	2	1	2	3
PE161004	3	9	3	3
PE161005	1	12	1	20
PE161006	1	11	1	20
PE161007	1	2	1	20
PE161008	1	12	1	20
PE161009	1	7	1	20
PE161010	1	12	1	20
PE161011	1	12	1	9
PE161011	2	1	2	4
PE161011	3	8	3	4
PE161011	4	11	4	3
PE161012	1	12	1	20
PE161013	1	11	1	13
PE161013	2	1	2	3
PE161013	3	6	3	3
PE161013	4	2	4	1
PE161014	1	2	1	16
PE161014	2	1	2	4
PE161015	1	12	1	8
PE161015	2	2	2	6
PE161015	3	11	3	4
PE161015	4	1	4	2
PE161016	1	1	1	15
PE161016	2	11	2	5
PE161017	1	11	1	15
PE161017	2	1	2	5
PE161018	1	12	1	17
PE161018	2	7	2	3
PE161019	1	2	1	13
PE161019	2	1	2	7
PE161020	1	12	1	12
PE161020	2	9	2	8
PE161021	1	12	1	16
PE161021	2	7	2	4
PE161022	1	12	1	9
PE161022	2	1	2	7
PE161022	3	11	3	4
PE161023	1	1	1	10
PE161023	2	11	2	6
PE161023	3	12	3	4
PE161024	1	12	1	12
PE161024	2	1	2	6
PE161024	3	2	3	2
PE161025	1	7	1	10
PE161025	2	11	2	7
PE161025	3	1	3	3
PE161026	1	12	1	7
PE161026	2	1	2	5
PE161026	3	2	3	5
PE161026	4	11	4	3
PE161027	1	1	1	16
PE161027	2	2	2	4
PE161029	1	12	1	7
PE161029	2	11	2	6
PE161029	3	9	3	4
PE161029	4	2	4	3
PE161030	1	12	1	20
PE161031	1	7	1	9
PE161031	2	2	2	6
PE161031	3	1	3	5
PE161032	1	12	1	20
PE161033	1	12	1	11
PE161033	2	7	2	5
PE161033	3	1	3	3
PE161033	4	2	4	1
PE161034	1	12	1	20
PE161035	1	12	1	20
PE161036	1	12	1	15
PE161036	2	11	2	5
PE161037	1	11	1	20
PE161038	1	1	1	20
PE161039	1	5	1	15
PE161039	2	9	2	5
PE161040	1	11	1	20
PE161041	1	2	1	12
PE161041	2	1	2	6
PE161041	3	12	3	2
PE161042	1	12	1	7
PE161042	2	1	2	6
PE161042	3	11	3	4
PE161042	4	2	4	3
PE161043	1	11	1	12
PE161043	2	1	2	5
PE161043	3	7	3	3
PE161044	1	12	1	17
PE161044	2	1	2	3
PE161045	1	1	1	20
PE161046	1	1	1	15
PE161046	2	11	2	5
PE161047	1	1	1	11
PE161047	2	2	2	5
PE161047	3	11	3	4
PE161048	1	12	1	20
PE161049	1	12	1	20
PE161050	1	1	1	12
PE161050	2	7	2	8
PE161051	1	12	1	18
PE161051	2	1	2	2
PE161052	1	12	1	12
PE161052	2	2	2	6
PE161052	3	1	3	2
PE161053	1	12	1	16
PE161053	2	1	2	4
PE161054	1	9	1	20
PE161055	1	1	1	10
PE161055	2	2	2	4
PE161055	3	11	3	4
PE161055	4	9	4	2
PE161056	1	12	1	20
PE161057	1	12	1	15
PE161057	2	9	2	5
PE161058	1	12	1	20
PE161059	1	1	1	12
PE161059	2	12	2	5
PE161059	3	2	3	3
PE161060	1	12	1	12
PE161060	2	6	2	6
PE161060	3	2	3	2
PE161061	1	12	1	20
PE161062	1	12	1	14
PE161062	2	11	2	4
PE161062	3	1	3	2
PE161063	1	1	1	20
PE161064	1	2	1	10
PE161064	2	7	2	5
PE161064	3	1	3	3
PE161064	4	9	4	2
PE161065	1	6	1	11
PE161065	2	7	2	6
PE161065	3	1	3	3
PE161066	1	7	1	20
PE161067	1	1	1	12
PE161067	2	2	2	6
PE161067	3	4	3	2
PE161068	1	11	1	13
PE161068	2	2	2	7
PE161069	1	2	1	10
PE161069	2	1	2	6
PE161069	3	12	3	4
PE161070	1	12	1	15
PE161070	2	7	2	5
PE161071	1	6	1	11
PE161071	2	7	2	5
PE161071	3	1	3	4
PE161072	1	2	1	12
PE161072	2	8	2	8
PE161073	1	1	1	12
PE161073	2	11	2	7
PE161073	3	2	3	1
PE161074	1	2	1	20
PE161075	1	4	1	11
PE161075	2	11	2	5
PE161075	3	2	3	3
PE161075	4	1	4	1
PE161076	1	12	1	20
PE161077	1	7	1	10
PE161077	2	2	2	6
PE161077	3	1	3	4
PE161079	1	11	1	14
PE161079	2	12	2	4
PE161079	3	2	3	2
PE161080	1	2	1	10
PE161080	2	7	2	6
PE161080	3	6	3	4
PE161081	1	2	1	11
PE161081	2	11	2	5
PE161081	3	1	3	4
PE161082	1	12	1	10
PE161082	2	7	2	5
PE161082	3	2	3	2
PE161082	4	11	4	3
PE161083	1	2	1	12
PE161083	2	12	2	6
PE161083	3	1	3	2
PE161084	1	2	1	15
PE161084	2	7	2	5
PE161085	1	1	1	17
PE161085	2	12	2	3
PE161086	1	2	1	15
PE161086	2	1	2	5
PE161087	1	2	1	13
PE161087	2	11	2	4
PE161087	3	1	3	3
PE161088	1	11	1	20
PE161089	1	1	1	9
PE161089	2	11	2	7
PE161089	3	2	3	4
PE161090	1	12	1	20
PE161091	1	1	1	20
PE161092	1	11	1	10
PE161092	2	2	2	6
PE161092	3	12	3	4
PE161093	1	7	1	14
PE161093	2	2	2	6
PE161094	1	12	1	10
PE161094	2	2	2	6
PE161094	3	11	3	3
PE161094	4	5	4	1
PE161095	1	12	1	15
PE161095	2	2	2	4
PE161095	3	9	3	1
PE161096	1	11	1	20
PE161097	1	7	1	9
PE161097	2	2	2	7
PE161097	3	1	3	4
PE161098	1	1	1	20
PE161099	1	2	1	20
PE161100	1	2	1	9
PE161100	2	11	2	5
PE161100	3	7	3	4
PE161100	4	1	4	2
PE161101	1	2	1	14
PE161101	2	1	2	4
PE161101	3	11	3	2
PE161102	1	7	1	16
PE161102	2	2	2	4
PE161103	1	9	1	13
PE161103	2	2	2	4
PE161103	3	11	3	3
PE161104	1	11	1	14
PE161104	2	2	2	6
PE161105	1	1	1	20
PE161106	1	7	1	20
PE161107	1	12	1	20
PE161108	1	9	1	13
PE161108	2	2	2	4
PE161108	3	7	3	3
PE171001	1	11	1	13
PE171001	2	1	2	7
PE171002	1	7	1	12
PE171002	2	12	2	6
PE171002	3	1	3	2
PE171003	1	11	1	20
PE171004	1	7	1	10
PE171004	2	12	2	6
PE171004	3	1	3	3
PE171004	4	10	10	1
PE171005	1	12	1	9
PE171005	2	9	2	7
PE171005	3	7	3	4
PE171007	1	1	1	20
PE171008	1	12	1	20
PE171010	1	12	1	20
PE171011	1	12	1	10
PE171011	2	11	2	4
PE171011	3	7	3	3
PE171011	4	1	4	2
PE171011	5	2	5	1
PE171013	1	9	1	20
PE171014	1	12	1	13
PE171014	2	11	2	7
PE171015	1	5	1	20
PE171016	1	12	1	20
PE171017	1	7	1	12
PE171017	2	12	2	8
PE171018	1	12	1	11
PE171018	2	11	2	9
PE171019	1	1	1	13
PE171019	2	2	2	7
PE171020	1	9	1	20
PE171022	1	12	1	16
PE171022	2	1	2	3
PE171022	3	7	3	1
PE171023	1	1	1	11
PE171023	2	2	2	9
PE171025	1	11	1	9
PE171025	2	12	2	6
PE171025	3	1	3	3
PE171025	4	2	4	2
PE171026	1	12	1	12
PE171026	2	2	2	5
PE171026	3	1	3	3
PE171027	1	11	1	20
PE171028	1	7	1	15
PE171028	2	1	2	5
PE171030	1	2	1	13
PE171030	2	1	2	7
PE171031	1	11	1	14
PE171031	2	9	2	6
PE171032	1	11	1	13
PE171032	2	7	2	7
PE171033	1	11	1	20
PE171034	1	12	1	12
PE171034	2	9	2	5
PE171034	3	11	3	3
PE171035	1	1	1	20
PE171036	1	11	1	10
PE171036	2	9	2	5
PE171036	3	1	3	3
PE171036	4	2	4	2
PE171037	1	9	1	16
PE171037	2	12	2	4
PE171039	1	11	1	17
PE171039	2	7	2	3
PE171040	1	12	1	13
PE171040	2	6	2	4
PE171040	3	1	3	3
PE171041	1	1	1	11
PE171041	2	12	2	9
PE171042	1	11	1	16
PE171042	2	2	2	4
PE171043	1	11	1	20
PE171044	1	11	1	14
PE171044	2	12	2	6
PE171045	1	6	1	14
PE171045	2	7	2	6
PE171046	1	11	1	18
PE171046	2	9	2	2
PE171047	1	5	1	20
PE171049	1	12	1	12
PE171049	2	1	2	8
PE171050	1	12	1	10
PE171050	2	7	2	7
PE171050	3	1	3	3
PE171051	1	5	1	20
PE171052	1	7	1	16
PE171052	2	6	2	4
PE171053	1	5	1	20
PE171054	1	5	1	10
PE171054	2	7	2	5
PE171054	3	2	3	3
PE171054	4	1	4	2
PE171055	1	11	1	20
PE171055	2	1	2	0
PE171056	1	11	1	13
PE171056	2	2	2	7
PE171057	1	6	1	20
PE171058	1	2	1	14
PE171058	2	1	2	3
PE171058	3	5	3	3
PE171060	1	12	1	14
PE171060	2	2	2	6
PE171061	1	9	1	13
PE171061	2	11	2	7
PE171062	1	5	1	20
PE171064	1	11	1	11
PE171064	2	2	2	9
PE171065	1	11	1	16
PE171065	2	2	2	4
PE171066	1	11	1	15
PE171066	2	9	2	5
PE171067	1	12	1	12
PE171067	2	7	2	5
PE171067	3	1	3	3
PE171068	1	12	1	11
PE171068	2	2	2	9
PE171069	1	11	1	20
PE171070	1	11	1	20
PE171071	1	9	1	20
PE171072	1	9	1	12
PE171072	2	11	2	8
PE171073	1	11	1	20
PE171074	1	11	1	12
PE171074	2	12	2	8
PE171075	1	12	1	20
PE171076	1	1	1	9
PE171076	2	11	2	7
PE171076	3	2	3	4
PE171077	1	5	1	20
PE171078	1	11	1	20
PE171079	1	11	1	20
PE171081	1	12	1	20
PE171082	1	12	1	14
PE171082	2	2	2	6
PE171083	1	11	1	14
PE171083	2	2	2	6
PE171084	1	11	1	13
PE171084	2	2	2	7
PE171085	1	11	1	14
PE171085	2	12	2	6
PE171086	1	12	1	11
PE171086	2	5	2	9
PE171087	1	2	1	12
PE171087	2	1	2	5
PE171087	3	11	3	3
PE171088	1	11	1	12
PE171088	2	2	2	6
PE171088	3	12	3	2
PE171089	1	12	1	12
PE171089	2	1	2	8
PE171090	1	12	1	11
PE171090	2	9	2	6
PE171090	3	11	3	3
PE171091	1	12	1	20
PE171092	1	2	1	9
PE171092	2	1	2	7
PE171092	3	12	3	4
PE171093	1	12	1	18
PE171093	2	7	2	2
PE171094	1	11	1	20
PE171095	1	5	1	10
PE171095	2	2	2	6
PE171095	3	1	3	4
PE171096	1	12	1	14
PE171096	2	2	2	3
PE171096	3	11	2	3
PE171097	1	11	1	20
PE171099	1	7	1	13
PE171099	2	11	2	7
PE171100	1	11	1	20
PE171101	1	12	1	12
PE171101	2	1	2	8
PE171102	1	12	1	12
PE171102	2	1	2	5
PE171102	3	12	3	3
PE171103	1	2	1	8
PE171103	2	5	2	6
PE171103	3	7	3	4
PE171103	4	11	4	2
PE171104	1	11	1	20
PE171105	1	11	1	20
PE171106	1	7	1	15
PE171106	2	12	2	5
PE181001	1	1	1	20
PE181002	1	2	1	15
PE181002	2	2	5	5
PE181003	1	12	1	11
PE181003	2	2	2	5
PE181003	3	1	3	4
PE181004	1	12	1	14
PE181004	2	1	2	4
PE181004	3	2	3	2
PE181005	1	2	1	11
PE181005	2	1	2	5
PE181005	3	11	3	4
PE181006	1	11	1	12
PE181006	2	2	2	8
PE181007	1	1	1	15
PE181007	2	6	2	5
PE181008	1	2	1	9
PE181008	2	11	2	6
PE181008	3	1	3	5
PE181009	1	1	1	14
PE181009	2	11	2	6
PE181010	1	1	1	10
PE181010	2	2	2	7
PE181010	3	11	3	3
PE181011	1	11	1	15
PE181011	2	1	2	5
PE181012	1	11	1	13
PE181012	2	1	2	7
PE181013	1	2	1	11
PE181013	2	1	2	7
PE181013	3	11	3	2
PE181014	1	1	1	10
PE181014	2	7	2	6
PE181014	3	2	3	4
PE181016	1	1	1	10
PE181016	2	2	2	5
PE181016	3	11	3	5
PE181017	1	2	1	10
PE181017	2	1	2	6
PE181017	3	11	3	4
PE181018	1	1	1	12
PE181018	2	12	2	8
PE181019	1	1	1	10
PE181019	2	2	2	8
PE181019	3	11	3	2
PE181020	1	2	1	20
PE181021	1	1	1	10
PE181021	2	2	2	5
PE181021	3	12	3	5
PE181022	1	2	1	14
PE181022	2	1	2	6
PE181023	1	1	1	11
PE181023	2	2	2	6
PE181023	3	11	3	3
PE181024	1	11	1	13
PE181024	2	12	2	7
PE181025	1	1	1	9
PE181025	2	2	2	6
PE181025	3	11	3	5
PE181027	1	11	1	20
PE181029	1	1	1	17
PE181029	2	12	2	3
PE181030	1	11	1	13
PE181030	2	1	2	7
PE181031	1	2	1	12
PE181031	2	1	2	8
PE181032	1	11	1	16
PE181032	2	2	2	4
PE181033	1	1	1	11
PE181033	2	2	2	6
PE181033	3	11	3	3
PE181034	1	11	1	20
PE181036	1	1	1	14
PE181036	2	2	2	6
PE181037	1	1	1	20
PE181038	1	2	1	15
PE181038	2	11	2	5
PE181039	1	2	1	13
PE181039	2	1	2	7
PE181040	1	1	1	16
PE181040	2	11	2	4
PE181041	1	1	1	13
PE181041	2	11	2	7
PE181042	1	9	1	16
PE181042	2	10	2	4
PE181043	1	11	1	8
PE181043	2	1	2	7
PE181043	3	2	3	5
PE181044	1	11	1	20
PE181045	1	1	1	14
PE181045	2	2	2	6
PE181046	1	11	1	11
PE181046	2	1	2	9
PE181047	1	2	1	11
PE181047	2	1	2	9
PE181048	1	11	1	20
PE181049	1	11	1	20
PE181050	1	1	1	11
PE181050	2	2	2	9
PE181051	1	1	1	13
PE181051	2	12	2	4
PE181051	3	11	3	3
PE181052	1	1	1	14
PE181052	2	2	2	6
PE181053	1	2	1	11
PE181053	2	11	2	5
PE181053	3	1	3	4
PE181054	1	1	1	12
PE181054	2	2	2	5
PE181054	3	11	3	3
PE181055	1	1	1	12
PE181055	2	11	2	8
PE181056	1	2	1	9
PE181056	2	1	2	7
PE181056	3	11	3	4
PE181057	1	1	1	20
PE181058	1	1	1	20
PE181059	1	11	1	12
PE181059	2	2	2	8
PE181060	1	2	1	13
PE181060	2	11	2	7
PE181061	1	11	1	20
PE181062	1	2	1	10
PE181062	2	1	2	7
PE181062	3	11	3	3
PE181063	1	9	1	9
PE181063	2	7	2	6
PE181063	3	1	3	5
PE181064	1	11	1	12
PE181064	2	9	2	8
PE181065	1	2	1	9
PE181065	2	1	2	5
PE181065	3	7	3	4
PE181065	4	11	4	2
PE181066	1	2	1	10
PE181066	2	1	2	5
PE181066	3	11	3	5
PE181067	1	1	1	15
PE181067	2	2	2	5
PE181068	1	1	1	11
PE181068	2	2	2	7
PE181068	3	11	3	2
PE181069	1	11	1	20
PE181070	1	12	1	20
PE181071	1	12	1	20
PE181072	1	12	1	16
PE181072	2	11	2	4
PE181073	1	1	1	13
PE181073	2	2	2	7
PE181074	1	12	1	12
PE181074	2	7	2	8
PE181075	1	1	1	11
PE181075	2	11	2	9
PE181076	1	1	1	15
PE181076	2	12	2	5
PE181077	1	11	1	9
PE181077	2	2	2	5
PE181077	3	1	3	4
PE181077	4	12	4	2
PE181078	1	11	1	16
PE181078	2	2	2	4
PE181079	1	11	1	20
PE181080	1	1	1	11
PE181080	2	11	2	9
PE181081	1	11	1	12
PE181081	2	1	2	7
PE181081	3	7	3	1
PE181082	1	11	1	16
PE181082	2	9	2	4
PE181083	1	9	1	20
PE181084	1	1	1	20
PE181086	1	1	1	14
PE181086	2	11	2	6
PE181087	1	1	1	8
PE181087	2	11	2	5
PE181087	3	2	3	4
PE181087	4	9	4	3
PE181088	1	11	1	16
PE181088	2	2	2	4
PE181089	1	11	1	10
PE181089	2	1	2	5
PE181089	3	2	3	5
PE181090	1	1	1	12
PE181090	2	2	2	5
PE181090	3	11	3	3
PE181091	1	11	1	9
PE181091	2	2	2	5
PE181091	3	9	3	4
PE181091	4	1	4	2
PE181092	1	1	1	11
PE181092	2	2	2	5
PE181092	3	12	3	4
PE181093	1	2	1	12
PE181093	2	1	2	8
PE181094	1	1	1	20
PE181095	1	1	1	12
PE181095	2	2	2	5
PE181095	3	11	3	3
PE181096	1	2	1	13
PE181096	2	1	2	4
PE181096	3	11	3	3
PE181097	1	12	1	15
PE181097	2	1	2	5
PE181098	1	11	1	10
PE181098	2	1	2	6
PE181098	3	2	3	3
PE181098	4	12	4	1
PE181099	1	1	1	9
PE181099	2	11	2	6
PE181099	3	2	3	5
PE181100	1	1	1	14
PE181100	2	2	2	4
PE181100	3	11	3	2
PE181101	1	12	1	10
PE181101	2	1	2	7
PE181101	3	2	3	3
PE181102	1	1	1	10
