childid	workid	wrkactr3	wrkpayr3	paynmer3
PE181089	3	2	0	 
PE181090	1	2	0	 
PE181090	2	1	1	1
PE181091	1	2	0	 
PE181091	2	1	0	 
PE181092	1	2	0	 
PE181094	1	2	0	 
PE181094	2	3	0	 
PE181095	1	2	0	 
PE181095	2	1	0	 
PE181096	1	1	0	 
PE181096	2	2	0	 
PE181096	3	3	0	 
PE181097	1	2	0	 
PE181098	1	2	0	 
PE181098	2	1	0	 
PE181099	1	2	0	 
PE181099	2	1	0	 
PE181100	1	1	5	1
PE181100	2	2	5	1
PE181101	1	2	0	 
PE181101	2	3	0	 
PE181102	1	2	0	 
PE181102	2	1	0	 
PE181103	1	2	0	 
PE181103	2	3	0	 
PE181103	3	1	0	 
PE181104	1	2	0	 
PE181105	1	2	0	 
PE191001	1	2	0	 
PE191002	1	2	0	 
PE191003	1	3	5	1
PE191004	1	2	0	 
PE191005	1	2	0	 
PE191007	1	4	0	 
PE191009	1	3	0	 
PE191010	1	4	5	1
PE191010	2	2	0	 
PE191011	1	2	0	 
PE191014	1	2	0	 
PE191015	1	2	0	 
PE191016	1	2	0	 
PE191017	1	2	0	 
PE191018	1	1	5	1
PE191018	2	2	5	1
PE191019	1	2	0	 
PE191019	2	3	0	 
PE191021	1	2	0	 
PE191022	1	3	0	 
PE191023	1	2	0	 
PE191024	1	3	0	 
PE191025	1	4	0	 
PE191026	1	2	0	 
PE191027	1	2	0	 
PE191028	1	2	0	 
PE191028	2	3	0	 
PE191030	1	2	0	 
PE191031	1	2	0	 
PE191033	1	2	0	 
PE191034	1	2	0	 
PE191035	1	1	0	 
PE191035	2	2	0	 
PE191036	1	2	0	 
PE191038	1	2	0	 
PE191039	1	2	0	 
PE191041	1	2	0	 
PE191043	1	2	0	 
PE191044	1	2	0	 
PE191044	2	3	0	 
PE191045	1	2	0	 
PE191047	1	3	0	 
PE191047	2	2	0	 
PE191048	1	2	0	 
PE191050	1	4	0	 
PE191051	1	4	0	 
PE191052	1	3	0	 
PE191053	1	2	0	 
PE191055	1	2	0	 
PE191055	2	4	0	 
PE191056	1	2	0	 
PE191057	1	2	5	1
PE191058	1	2	0	 
PE191059	1	1	0	 
PE191059	2	2	0	 
PE191060	1	2	0	 
PE191062	1	2	0	 
PE191065	1	2	0	 
PE191068	1	3	0	 
PE191069	1	3	0	 
PE191069	2	1	0	 
PE191069	3	2	0	 
PE191070	1	2	0	 
PE191071	1	2	0	 
PE191072	1	2	0	 
PE191072	2	3	0	 
PE191072	3	4	0	 
PE191073	1	2	0	 
PE191074	1	2	0	 
PE191076	1	2	0	 
PE191077	1	2	0	 
PE191078	1	2	0	 
PE191079	1	2	0	 
PE191080	1	2	0	 
PE191081	1	2	0	 
PE191082	1	2	0	 
PE191083	1	2	0	 
PE191086	1	2	0	 
PE191086	2	3	0	 
PE191087	1	2	0	 
PE191092	1	3	0	 
PE191092	2	2	0	 
PE191093	1	2	0	 
PE191097	1	2	0	 
PE191098	1	2	0	 
PE191098	2	3	0	 
PE191100	1	2	0	 
PE191100	2	3	0	 
PE191104	1	3	0	 
PE191104	2	2	0	 
PE201003	1	2	0	 
PE201003	2	3	0	 
PE201004	1	2	0	 
PE201004	2	3	0	 
PE201004	3	4	0	 
PE201005	1	2	0	 
PE201007	1	2	0	 
PE201008	1	2	0	 
PE201010	1	2	0	 
PE201010	2	3	0	 
PE201011	1	2	0	 
PE201012	1	2	0	 
PE201013	1	2	0	 
PE201013	2	3	0	 
PE201014	1	2	0	 
PE201015	1	2	0	 
PE201016	1	2	0	 
PE201016	2	3	0	 
PE201018	1	1	0	 
PE201018	2	3	0	 
PE201018	3	2	0	 
PE201021	1	3	0	 
PE201022	1	2	0	 
PE201023	1	2	0	 
PE201023	2	3	0	 
PE201024	1	4	0	 
PE201024	2	2	0	 
PE201024	3	3	0	 
PE201025	1	2	0	 
PE201025	2	3	0	 
PE201027	1	4	0	 
PE201027	2	2	0	 
PE201028	1	2	0	 
PE201029	1	2	0	 
PE201030	1	3	0	 
PE201032	1	2	0	 
PE201033	1	2	0	 
PE201034	1	2	0	 
PE201035	1	2	0	 
PE201036	1	2	0	 
PE201036	2	3	0	 
PE201037	1	2	0	 
PE201037	2	3	0	 
PE201038	1	2	0	 
PE201038	2	3	0	 
PE201039	1	2	0	 
PE201039	2	3	0	 
PE201041	1	2	0	 
PE201041	2	3	0	 
PE201042	1	2	1	1
PE201043	1	2	0	 
PE201043	2	1	0	 
PE201044	1	2	0	 
PE201048	1	3	0	 
PE201049	1	5	0	 
PE201049	2	2	0	 
PE201050	1	2	0	 
PE201050	2	4	0	 
PE201051	1	2	0	 
PE201052	1	2	0	 
PE201052	2	1	0	 
PE201056	1	4	0	 
PE201057	1	2	0	 
PE201057	2	1	0	 
PE201059	1	2	0	 
PE201060	1	4	0	 
PE201061	1	3	0	 
PE201063	1	4	0	 
PE201063	2	2	0	 
PE201064	1	2	0	 
PE201065	1	2	0	 
PE201066	1	2	0	 
PE201067	1	2	0	 
PE201068	1	2	0	 
PE201069	1	2	0	 
PE201069	2	3	0	 
PE201070	1	2	0	 
PE201071	1	2	0	 
PE201073	1	4	0	 
PE201073	2	2	0	 
PE201074	1	2	0	 
PE201075	1	2	0	 
PE201076	1	4	0	 
PE201076	2	3	0	 
PE201077	1	3	0	 
PE201077	2	2	0	 
PE201078	1	2	0	 
PE201079	1	2	0	 
PE201083	1	1	0	 
PE201083	2	2	0	 
PE201087	1	2	0	 
PE201087	2	1	0	 
PE201088	1	2	0	 
PE201090	1	2	0	 
PE201091	1	2	0	 
PE201092	1	2	0	 
PE201093	1	2	0	 
PE201096	1	2	0	 
PE201096	2	3	0	 
PE201097	1	2	0	 
PE201097	2	3	0	 
PE201099	1	2	0	 
PE201099	2	1	0	 
PE201100	1	2	0	 
PE201100	2	3	0	 
