childid	donfdid	dontypr3	donrcvr3	donamtr3	donmsrr3	donprcr3	prcmsrr3
PE091092	1	1	90	2	8	.5	8
PE091092	2	9	90	2	7	.100000001490116	7
PE091093	1	1	12	2	6	2.70000004768372	6
PE091093	2	1	12	1	2	2.5	2
PE091093	3	11	12	1	3	.5	3
PE091093	4	7	12	1	6	4.5	6
PE091095	1	10	200	1	8	.5	8
PE091095	2	9	200	1	7	.200000002980232	7
PE091096	1	10	180	4	7	.5	7
PE091096	2	9	180	4	7	.200000002980232	7
PE091098	1	10	240	2	8	2.5	8
PE091098	2	9	240	2	7	.5	7
PE091098	3	4	36	2.70000004768372	2	3.29999995231628	2
PE091099	1	10	200	4	8	.5	8
PE091099	2	9	200	4	7	.200000002980232	7
PE091100	1	1	12	2	6	2.5	6
PE091100	2	3	6	2	2	2	2
PE091101	1	1	160	1	8	1	8
PE091101	2	9	160	1	7	.200000002980232	7
PE091102	1	5	9	1	1	5.5	1
PE091102	2	8	9	2	2	1.5	2
PE091102	3	7	9	2	6	3	6
PE091102	4	6	9	1	4	2	4
PE101021	1	8	12	4	2	2	2
PE101021	2	15	12	5	2	1.5	2
PE101021	3	8	12	3	2	3	2
PE101021	4	8	12	3	2	2.5	2
PE101021	5	5	12	2	1	5.5	1
PE101021	6	15	12	4	2	2	2
PE101021	7	11	12	4	2	2	2
PE101026	1	1	8	3	6	2.5	6
PE101026	2	3	8	1	2	4	2
PE101032	1	1	9	6	6	2.5	6
PE101032	2	3	2	2	2	4	2
PE101033	1	4	72	2	8	.5	8
PE101033	2	9	360	2	7	.300000011920929	7
PE101044	1	9	100	1	7	.5	7
PE101046	1	10	170	1	9	2	9
PE101046	2	1	36	3	6	2.5	6
PE101046	3	3	12	1	2	2	2
PE101048	1	1	36	1	6	2.5	6
PE101048	2	3	12	1.25	2	4	2
PE101049	1	9	160	1	7	.100000001490116	7
PE101050	1	1	10	1	8	.5	8
PE101050	2	9	12	1	7	.200000002980232	7
PE101052	1	9	10	1	7	.200000002980232	7
PE101054	1	1	154	1	8	.5	8
PE101054	2	9	154	1	7	.100000001490116	7
PE101056	1	1	2	3	6	2.59999990463257	6
PE101056	2	1	12	3	6	2.59999990463257	6
PE101059	1	1	12	3	6	2.5	6
PE101059	2	3	3	3	2	4	2
PE101061	1	8	1	3	2	2	2
PE101061	2	7	1	2	6	3	6
PE101061	3	5	1	1	1	6	1
PE101061	4	1	1	2	6	2.5	6
PE101061	5	6	1	2	2	2.79999995231628	2
PE101061	6	1	160	1	7	1	7
PE101061	7	9	160	1	7	.300000011920929	7
PE101066	1	1	72	6	6	2.5	6
PE101066	2	3	24	3	2	4	2
PE101067	1	10	340	2	8	.5	8
PE101067	2	9	340	2	7	.5	7
PE101068	1	10	120	2	9	8	9
PE101070	1	1	12	3	6	2.5	6
PE101070	2	3	12	1	2	3	2
PE101071	1	10	88	1	9	1	9
PE101074	1	15	12	12	2	1	2
PE101074	2	8	12	4	2	2.5	2
PE101074	3	8	4	4	2	2.5	2
PE101078	1	1	12	3	6	2.5	6
PE101078	2	8	12	1	2	3.79999995231628	2
PE101078	3	9	120	1	7	.5	7
PE101081	1	1	150	2	8	.5	8
PE101081	2	9	150	2	7	.200000002980232	7
PE101082	1	3	4	3	2	3	2
PE101082	2	1	4	6	6	2	6
PE101083	1	1	10	1	2	4	2
PE101083	2	9	278	1	7	.100000001490116	7
PE101087	1	1	12	3	6	2.40000009536743	6
PE101087	2	3	12	1	2	3	2
PE101088	1	10	75	1	8	.5	8
PE101088	2	9	75	3	7	.200000002980232	7
PE101089	1	1	12	3	6	2.5	6
PE101089	2	8	6	1	2	3	2
PE101090	1	9	180	1	7	.200000002980232	7
PE101090	2	8	24	1	2	2.5	2
PE101090	3	10	70	1	8	.5	7
PE101092	1	1	12	3	6	2.40000009536743	6
PE101092	2	3	12	1	2	1.29999995231628	2
PE101094	1	9	180	2	7	.200000002980232	7
PE101094	2	8	18	1	2	3	2
PE101096	1	10	180	2	8	.5	8
PE101096	2	9	180	2	7	.100000001490116	7
PE101096	3	8	10	2	2	2	2
PE101098	1	1	12	3	6	2.5	6
PE101098	2	3	12	2	2	8	2
PE101099	1	1	1	1	2	4	2
PE101099	2	9	260	1	7	.100000001490116	7
PE111002	1	8	12	2	2	3	2
PE111002	2	5	12	.5	1	5	1
PE111002	3	4	12	1	2	6	2
PE111002	4	6	12	1	2	3	2
PE111002	5	3	12	1	2	4	2
PE111002	6	10	200	2	9	5	9
PE111003	1	3	12	3	2	3	2
PE111003	2	1	60	5	6	2.5	6
PE111004	1	10	90	1	9	1.5	9
PE111004	2	10	90	1	8	.5	8
PE111005	1	3	6	2	2	3	2
PE111005	2	8	12	2	2	1.5	2
PE111005	3	5	12	2	1	5	1
PE111008	1	1	198	2	8	1	8
PE111008	2	10	60	2	9	1	9
PE111009	1	10	180	2	5	1	5
PE111010	1	3	48	4	2	4	2
PE111010	2	8	24	2	2	2	2
PE111010	3	6	12	1	2	4	2
PE111010	4	5	48	.25	1	4	1
PE111010	5	4	24	2	2	2	2
PE111011	1	8	12	2	2	2	2
PE111011	2	4	7	6	2	3	2
PE111011	3	6	2	15	2	3.5	2
PE111011	4	8	2	15	2	2	2
PE111011	5	5	2	1	1	5.19999980926514	1
PE111011	6	7	2	2	6	2	6
PE111011	7	10	180	1	5	4	5
PE111012	1	3	1	1	2	4	2
PE111012	2	1	2	2	6	2.5	6
PE111013	1	4	6	5	2	1	2
PE111013	2	5	3	5	1	6	1
PE111013	3	8	3	1	2	2.5	2
PE111013	4	6	3	1	2	3	2
PE111014	1	5	1	1	1	5	1
PE111014	2	8	1	2	2	2.5	2
PE111014	3	6	1	2	2	4	2
PE111014	4	4	11	5	2	4	2
PE111015	1	5	9	1	1	5	1
PE111015	2	8	9	2	2	1.79999995231628	2
PE111015	3	6	9	1	2	3	2
PE111015	4	4	9	2	2	3	2
PE111017	1	10	320	4	9	3	9
PE111018	1	8	12	1	2	3	2
PE111020	1	10	200	3	9	7.5	9
PE111021	1	3	12	1	2	3	2
PE111021	2	10	160	2	9	1	9
PE111022	1	9	200	1	7	.200000002980232	7
PE111024	1	10	154	4	9	.5	9
PE111024	2	4	4	1	2	4	2
PE111027	1	1	52	3	6	2	6
PE111027	2	3	52	1	4	2	4
PE111027	3	1	140	2	3	1	3
PE111027	4	9	140	2	7	.5	7
PE111027	5	10	288	2	5	3	5
PE111028	1	10	154	3	9	.5	9
PE111028	2	4	12	2	2	3	2
PE111032	1	9	100	1	7	.100000001490116	7
PE111032	2	4	6	2	2	3	2
PE111032	3	5	6	2	1	5	1
PE111032	4	6	6	1	4	1.5	4
PE111032	5	8	6	1	2	1.5	2
PE111033	1	4	6	3	2	3	2
PE111033	2	10	80	1	5	1	5
PE111033	3	6	4	1	2	3	2
PE111033	4	8	4	1	2	2.5	2
PE111033	5	5	4	.5	1	3	1
PE111034	1	1	12	3	6	2.5	6
PE111034	2	3	12	2	4	1.5	4
PE111035	1	3	12	1	2	3	2
PE111035	2	15	12	2	7	.400000005960464	7
PE111035	3	10	200	2	9	5	9
PE111037	1	3	2	2	2	3.5	2
PE111038	1	8	8	2	2	1.5	2
PE111038	2	6	8	1	2	3	2
PE111038	3	6	8	1	2	3	2
PE111038	4	7	8	1	6	4	6
PE111039	1	4	6	18	2	2	2
PE111039	2	5	2	.5	1	2	1
PE111039	3	8	4	2	2	4	2
PE111039	4	6	2	1	2	4	2
PE111039	5	10	100	1	5	2	5
PE111039	6	1	60	1	5	.5	5
PE111039	7	9	60	1	7	.300000011920929	7
PE111046	1	10	350	3	9	1	9
PE111047	1	1	2	5	6	1.5	6
PE111047	2	3	2	4	4	1.79999995231628	4
PE111048	1	3	12	1	2	3	2
PE111048	2	15	12	1	3	1	7
PE111049	1	8	12	1	2	3	2
PE111050	1	3	12	1	2	1.5	2
PE111052	1	9	320	2	7	.5	7
PE111052	2	1	320	2	8	.5	8
PE111054	1	3	12	3	2	3	2
PE111054	2	3	12	3	3	1	3
PE111056	1	5	3	.5	1	3	1
PE111056	2	8	3	3	2	2	2
PE111056	3	6	3	1	2	2	2
PE111056	4	7	3	2	6	3	6
PE111056	5	10	180	3	9	3.5	9
PE111057	1	8	11	1	2	3	2
PE111058	1	1	12	3	6	2.59999990463257	6
PE111058	2	8	6	3	2	2.40000009536743	2
PE111058	3	11	6	4	2	2.5	2
PE111059	1	10	180	1	9	1	9
PE111060	1	1	360	2	1	1.5	1
PE111061	1	3	12	2	2	4	2
PE111061	2	15	12	2	7	.5	7
PE111061	3	10	9	5	5	1	5
PE111062	1	10	180	2	8	2	8
PE111062	2	9	180	2	7	.200000002980232	7
PE111063	1	3	12	2	2	4	2
PE111063	2	15	12	1	7	.5	7
PE111063	3	10	180	1	5	1	5
PE111064	1	9	180	1	7	.200000002980232	7
PE111065	1	3	12	1	2	3	2
PE111065	2	15	12	2	7	.200000002980232	7
PE111065	3	10	200	3	9	3	9
PE111066	1	8	12	1	2	2	2
PE111067	1	10	240	2	9	2	9
PE111068	1	8	6	2	2	3	2
PE111068	2	1	6	2	6	2	6
PE111068	3	10	180	1	5	3	5
PE111069	1	1	12	1	6	2	6
PE111069	2	8	12	1	2	3	2
PE111070	1	10	180	2	9	2	9
PE111071	1	9	90	3	7	.200000002980232	7
PE111071	2	1	90	3	3	1	3
PE111072	1	9	198	2	7	.100000001490116	7
PE111072	2	1	18	2	2	3.5	2
PE111074	1	10	110	4	9	.5	9
PE111074	2	1	12	1	2	4	2
PE111077	1	8	12	1	2	3.5	2
PE111077	2	1	12	1	6	2	6
PE111079	1	1	12	1	6	2.5	6
PE111079	2	3	12	1	2	1.20000004768372	2
PE111080	1	1	12	1	6	2.5	6
PE111080	2	3	12	1	2	1.20000004768372	2
PE111080	3	4	12	1	2	 	2
PE111081	1	1	12	1	6	2.5	6
PE111081	2	3	12	1	2	1.29999995231628	2
PE111082	1	8	12	8	2	2.5	2
PE111082	2	8	12	2	2	2	2
PE111085	1	10	240	4	9	3	9
PE111087	1	10	132	1	9	1	9
PE111089	1	10	120	2	9	3	9
PE111090	1	10	110	1	9	1	9
PE111091	1	3	12	1	2	3	2
PE111091	2	10	200	2	9	6	9
PE111092	1	3	12	1	2	3	2
PE111092	2	10	200	3	9	9	9
PE111093	1	4	6	2	2	3	2
PE111093	2	10	80	3	9	2	9
PE111094	1	3	12	1	4	1.5	4
PE111094	2	1	12	1	6	2	6
PE111094	3	10	140	3	9	1	9
PE111095	1	3	12	1	2	3	2
PE111095	2	1	12	1	6	2	6
PE111096	1	10	110	1	9	.5	9
PE111097	1	8	12	1	2	3	2
PE111097	2	1	12	1	6	2.5	6
PE111097	3	10	180	3	5	2.5	5
PE111098	1	1	24	2	6	2.5	6
PE111098	2	3	24	2	4	2	4
PE111098	3	10	280	3	9	1	9
PE111099	1	1	12	2	2	2	2
PE111099	2	1	12	2	6	2.20000004768372	6
PE111099	3	10	180	3	9	3	9
PE111100	1	1	180	2	8	.5	8
PE111100	2	10	100	2	5	2	5
PE111100	3	3	12	1	2	3	2
PE111100	4	1	12	1	6	2.5	6
PE111101	1	10	171	1	9	1	9
PE111101	2	5	3	1	1	5	1
PE111101	3	8	3	4	2	2	2
PE111101	4	6	3	1	3	2	3
PE111101	5	7	3	3	6	1.5	6
PE111102	1	1	140	2	8	.5	8
PE111102	2	9	30	2	7	.200000002980232	7
PE111102	3	10	100	2	5	1	5
PE121002	1	1	52	2	6	2	6
PE121002	2	3	52	1	4	1	4
PE121004	1	10	84	2	8	1.20000004768372	8
PE121007	1	10	240	4	8	.699999988079071	8
PE121007	2	1	140	1	3	1	3
PE121007	3	9	140	1	7	.5	7
PE121008	1	1	240	3	8	1.5	8
PE121009	1	1	12	3	6	2.5	6
PE121009	2	3	12	2	4	2	4
PE121009	3	1	170	1	3	.699999988079071	3
PE121009	4	9	170	1	7	.300000011920929	7
PE121010	1	10	60	4	7	3.20000004768372	7
PE121011	1	1	52	2	6	2.5	6
PE121011	2	3	52	2	3	1	3
PE121016	1	10	312	5	8	.5	8
PE121017	1	1	240	2	8	1	8
PE121017	2	2	180	1	3	.5	3
PE121017	3	9	180	1	7	.200000002980232	7
PE121019	1	1	170	1	3	.5	3
PE121019	2	9	170	1	7	.200000002980232	7
PE121020	1	1	48	7	6	2.5	6
PE121020	2	9	48	1	7	.200000002980232	7
PE121022	1	1	170	1	3	1	3
PE121022	2	9	170	1	7	.150000005960464	7
PE121022	3	3	24	1	4	1	4
PE121022	4	1	24	4	6	1.5	6
PE121024	1	3	9	2	4	1.5	4
PE121024	2	1	9	6	6	1.5	6
PE121025	1	1	300	1	3	.300000011920929	3
PE121025	2	9	300	1	7	.200000002980232	7
PE121028	1	10	48	4	8	2.5	8
PE121028	2	9	80	1	7	.200000002980232	7
PE121028	3	1	80	1	5	.5	5
PE121029	1	10	240	2	8	.5	8
PE121029	2	10	180	1	8	.5	8
PE121029	3	9	180	1	7	.200000002980232	7
PE121030	1	1	70	1	7	.600000023841858	7
PE121030	2	9	70	1	7	.5	7
PE121032	1	10	260	2	8	1.5	8
PE121032	2	3	24	5	4	2	4
PE121034	1	10	52	1	8	1	8
PE121035	1	10	240	4	8	.699999988079071	8
PE121035	2	9	150	2	7	.200000002980232	7
PE121035	3	1	150	2	3	.5	3
PE121036	1	1	52	2	6	2	6
PE121036	2	3	52	2	4	1	4
PE121039	1	10	9	3	8	2.40000009536743	8
PE121040	1	1	160	1	3	.5	3
PE121040	2	9	160	1	7	.200000002980232	7
PE121041	1	10	100	2	8	.5	8
PE121041	2	3	12	1	4	2.29999995231628	4
PE121041	3	1	12	3	6	2.29999995231628	6
PE121043	1	5	1	1	1	6	1
PE121043	2	8	1	4	2	8	2
PE121043	3	7	1	1	6	2	6
PE121043	4	6	1	1	2	2	2
PE121044	1	8	1	5	2	2.5	2
PE121044	2	5	1	1	1	6	1
PE121044	3	6	1	3	2	6	2
PE121044	4	1	220	1	3	.5	3
PE121044	5	9	220	1	7	.200000002980232	7
PE121047	1	1	12	2	6	2.5	6
PE121047	2	3	12	2	4	1	4
PE121047	3	10	200	1	8	1	8
PE121047	4	9	200	1	7	.200000002980232	7
PE121048	1	1	14	6	6	1.5	6
PE121048	2	3	14	2	3	2	3
PE121049	1	3	52	1	4	2	4
PE121049	2	1	52	2	6	2.20000004768372	6
PE121050	1	1	180	1	3	.5	3
PE121050	2	9	180	1	7	.300000011920929	7
PE121051	1	1	96	2	6	2	6
PE121051	2	10	180	1	8	1	8
PE121051	3	9	180	1	7	.5	7
PE121052	1	2	180	1	3	2.5	3
PE121052	2	9	180	1	7	.5	7
PE121053	1	2	360	2	8	.200000002980232	8
PE121053	2	9	360	2	7	.100000001490116	7
PE121054	1	2	160	3	3	.5	3
PE121054	2	9	160	3	7	.200000002980232	7
PE121055	1	5	2	1	1	6	1
PE121055	2	6	2	3	2	6.80000019073486	2
PE121055	3	7	3	3	6	6	6
PE121060	1	1	5	4	6	2.5	6
PE121060	2	3	5	2	4	4	4
PE121062	1	1	12	2	6	2.29999995231628	6
PE121062	2	3	12	2	4	1.70000004768372	4
PE121063	1	3	96	1	3	.5	3
PE121063	2	1	220	1	3	.5	3
PE121064	1	1	162	1	3	1	3
PE121064	2	9	160	1	7	.150000005960464	7
PE121065	1	3	52	2	4	1	4
PE121065	2	1	52	6	6	2	6
PE121065	3	9	180	1	7	.100000001490116	7
PE121065	4	1	180	1	3	.5	3
PE121067	1	3	12	2	2	3	2
PE121067	2	1	12	6	6	1.79999995231628	6
PE121070	1	2	180	1	3	1	3
PE121070	2	9	180	1	7	.300000011920929	7
PE121073	1	1	30	4	6	2.5	6
PE121073	2	3	30	4	3	1.39999997615814	3
PE121074	1	1	12	6	6	2.20000004768372	6
PE121074	2	3	12	1	4	1	4
PE121074	3	1	170	1	3	.5	3
PE121074	4	9	170	1	7	.200000002980232	7
PE121075	1	1	180	1	8	.800000011920929	8
PE121075	2	9	180	1	7	.300000011920929	7
PE121076	1	10	18	3	9	3.5	9
PE121077	1	10	180	1	8	.5	8
PE121077	2	9	180	1	7	.300000011920929	7
PE121078	1	1	12	4	6	2.5	6
PE121078	2	3	12	2	4	2.5	4
PE121081	1	1	48	3	6	2.5	6
PE121081	2	3	48	1	4	1.20000004768372	4
PE121083	1	10	240	1	8	.600000023841858	8
PE121083	2	2	180	1	3	.200000002980232	3
PE121083	3	9	180	1	7	.200000002980232	7
PE121084	1	1	162	1	3	.5	3
PE121084	2	9	162	1	7	.200000002980232	7
PE121089	1	2	180	1	3	.5	3
PE121089	2	9	180	1	7	.300000011920929	7
PE121091	1	10	240	6	8	3	8
PE121092	1	1	180	1	8	.5	8
PE121092	2	9	180	1	7	.200000002980232	7
PE121094	1	1	12	9	6	2.40000009536743	6
PE121094	2	3	12	3	4	1.5	4
PE121096	1	1	12	4	6	2.5	6
PE121096	2	3	12	3	3	1.5	3
PE121098	1	1	23	3	6	2.5	6
PE121098	2	3	24	1	8	1	8
PE121099	1	3	24	1	4	2	4
PE121099	2	1	24	2	6	2	6
PE131002	1	1	240	3	3	3	3
PE131003	1	10	260	3	8	5	8
PE131007	1	1	140	2	3	.5	3
PE131007	2	9	140	2	7	.300000011920929	7
PE131008	1	1	180	1	8	.600000023841858	8
PE131008	2	9	180	1	7	.200000002980232	7
PE131013	1	1	180	3	3	.200000002980232	3
PE131013	2	9	180	3	7	.100000001490116	7
PE131013	3	10	10	5	8	.5	8
PE131015	1	1	352	3	1	2.20000004768372	1
PE131019	1	10	260	4	8	.5	8
PE131019	2	1	195	2	7	.5	7
PE131019	3	9	195	2	7	.200000002980232	7
PE131020	1	10	260	3	8	3	8
PE131021	1	1	328	1	3	.5	3
PE131021	2	9	328	1	7	.5	7
PE131026	1	1	1	4	6	2.79999995231628	6
PE131026	2	8	1	2	2	3	2
PE131026	3	9	60	1	7	.5	7
PE131026	4	10	60	1	8	1	8
PE131028	1	10	257	6	8	3	8
PE131031	1	10	40	4	8	.200000002980232	8
PE131034	1	10	44	2	8	1	8
PE131039	1	10	240	7	8	.5	8
PE131039	2	10	180	4	5	.5	5
PE131041	1	1	350	1	8	.699999988079071	8
PE131046	1	10	85	3	8	.5	8
PE131052	1	3	26	6	3	4	3
PE131052	2	1	26	3	3	1	3
PE131054	1	1	240	1	3	1	3
PE131056	1	10	110	4	8	.5	8
PE131056	2	10	110	4	7	1	7
PE131058	1	3	10	5	8	.5	8
PE131063	1	1	60	1	3	.5	3
PE131063	2	9	60	1	7	.100000001490116	7
PE131065	1	10	30	2	8	1	8
PE131067	1	1	90	2	3	.600000023841858	3
PE131067	2	9	90	2	7	.300000011920929	7
PE131068	1	10	360	2	8	1	8
PE131068	2	1	1	1	3	1	3
PE131069	1	10	240	3	8	.5	8
PE131070	1	1	170	1	3	1	3
PE131070	2	9	170	1	7	.5	7
PE131071	1	10	240	1	8	.5	8
PE131072	1	10	260	2	8	.5	7
PE131075	1	9	180	1	7	.150000005960464	7
PE131075	2	1	180	1	8	.5	8
PE131076	1	1	170	1	3	1	3
PE131076	2	9	170	1	7	.200000002980232	7
PE131078	1	10	125	4	8	.5	8
PE131080	1	1	52	1	6	2	6
PE131080	2	1	150	1	3	.5	3
PE131080	3	9	150	1	7	.5	7
PE131081	1	10	15	7	8	.5	8
PE131083	1	1	195	2	3	1	3
PE131083	2	9	195	4	7	.150000005960464	7
PE131084	1	3	6	1	4	1	4
PE131084	2	1	6	1	3	1.5	3
PE131086	1	10	260	2	8	.5	8
PE131086	2	1	260	2	3	.5	3
PE131086	3	9	260	2	7	.5	7
PE131088	1	10	65	4	8	.5	8
PE131090	1	10	260	5	8	.5	8
PE131091	1	10	156	3	8	.400000005960464	8
PE131094	1	10	260	5	8	.600000023841858	8
PE131097	1	10	260	3	8	.699999988079071	8
PE131099	1	1	180	1	3	2	3
PE131099	2	9	180	1	7	.200000002980232	7
PE131101	1	1	88	2	3	.5	3
PE131101	2	9	88	4	7	.100000001490116	7
PE131102	1	10	260	2	8	.5	8
PE141002	1	5	2	1	1	6	1
PE141002	2	6	2	2	2	8	2
PE141002	3	8	2	2	2	2	2
PE141005	1	1	12	1	6	2	6
PE141005	2	3	12	1	3	.5	3
PE141006	1	1	52	2	3	1	3
PE141006	2	3	52	1	4	1	4
PE141006	3	9	20	1	7	.5	7
PE141008	1	1	52	2	6	1.79999995231628	6
PE141008	2	9	180	2	7	.200000002980232	7
PE141009	1	1	12	6	4	2.09999990463257	4
PE141009	2	3	12	2	4	2.79999995231628	4
PE141011	1	1	180	1	3	2	3
PE141011	2	3	180	1	3	1	3
PE141011	3	9	170	1	7	.200000002980232	7
PE141011	4	1	170	1	3	1	3
PE141013	1	1	24	1	6	2	6
PE141013	2	3	24	1	4	1	4
PE141016	1	1	180	1	3	1	3
PE141016	2	9	180	1	7	.300000011920929	7
PE141017	1	1	48	1	6	2.59999990463257	6
PE141017	2	3	48	1	3	1	3
PE141019	1	6	2	3	2	9	2
PE141019	2	5	2	1	1	6	1
PE141020	1	1	90	2	6	2.5	6
PE141020	2	3	36	1	4	1.5	4
PE141022	1	1	48	1	6	2	6
PE141022	2	3	48	1	4	1.20000004768372	4
PE141023	1	1	50	1	6	1.79999995231628	6
PE141023	2	3	50	1	3	1.20000004768372	3
PE141025	1	1	24	6	6	2	6
PE141025	2	3	24	1	3	1	3
PE141026	1	10	144	1	9	5	9
PE141027	1	1	52	2	3	3.20000004768372	3
PE141027	2	3	52	1	3	2	3
PE141028	1	1	210	1	1	1.5	1
PE141028	2	8	210	3	2	4	2
PE141029	1	9	235	5	7	.300000011920929	7
PE141029	2	1	250	2	8	.5	8
PE141029	3	10	220	6	8	.5	8
PE141031	1	10	75	2	8	1	8
PE141032	1	1	52	1	3	1.60000002384186	3
PE141032	2	3	52	1	4	.5	4
PE141032	3	1	160	1	7	.5	7
PE141033	1	1	52	2	3	1	3
PE141033	2	3	52	1	3	1	3
PE141034	1	1	12	2	6	2	6
PE141034	2	3	12	2	4	2	4
PE141037	1	3	48	1	4	1.5	4
PE141037	2	1	48	1	6	2.20000004768372	6
PE141038	1	1	50	2	6	2	6
PE141038	2	3	50	1	2	2	2
PE141041	1	1	12	1	6	2	6
PE141041	2	3	12	1	4	2	4
PE141042	1	1	12	2	6	1	6
PE141042	2	3	12	1	4	1	4
PE141044	1	1	52	1	7	2	7
PE141044	2	3	52	1	4	1	4
PE141044	3	9	160	1	7	.5	7
PE141046	1	1	48	1	6	2	6
PE141046	2	3	48	1	2	3	2
PE141047	1	1	12	6	6	2.5	6
PE141047	2	3	12	4	4	2	4
PE141048	1	6	2	1	2	5	2
PE141048	2	5	2	1	1	6	1
PE141048	3	8	2	5	2	9	2
PE141050	1	3	12	3	4	1.79999995231628	4
PE141050	2	1	12	6	6	2	6
PE141051	1	1	170	1	3	1	3
PE141051	2	9	170	1	7	.100000001490116	7
PE141051	3	3	48	1	3	.5	3
PE141051	4	1	48	1	6	1	6
PE141053	1	1	52	1	4	2.5	4
PE141055	1	9	170	1	7	.300000011920929	7
PE141055	2	1	89	4	3	.5	3
PE141055	3	3	8	1	2	1	2
PE141056	1	1	200	1	7	1	7
PE141056	2	9	200	1	7	.5	7
PE141060	1	1	24	3	1	1.60000002384186	1
PE141060	2	3	24	2	4	2	4
PE141060	3	9	100	1	7	.200000002980232	7
PE141061	1	1	12	8	3	2.79999995231628	3
PE141061	2	3	12	4	4	2	4
PE141063	1	1	12	4	6	2	6
PE141066	1	8	2	50	2	2	2
PE141066	2	1	124	1	1	2	1
PE141067	1	1	4	1	7	1	7
PE141067	2	9	45	1	7	.200000002980232	7
PE141068	1	1	48	4	1	2	1
PE141068	2	3	48	2	4	4	4
PE141069	1	8	1	50	2	1.79999995231628	2
PE141070	1	1	48	2	1	2	1
PE141070	2	3	48	1	4	2	4
PE141071	1	10	120	6	9	5	9
PE141071	2	1	96	8	6	2.20000004768372	6
PE141071	3	3	48	4	4	2	4
PE141071	4	1	160	3	3	.5	3
PE141071	5	9	160	3	7	.300000011920929	7
PE141072	1	1	26	1	4	2	4
PE141072	2	3	26	1	4	1	4
PE141075	1	1	48	3	6	2	6
PE141075	2	3	48	1	4	2	4
PE141077	1	9	170	1	7	.5	7
PE141077	2	1	170	1	3	.5	3
PE141078	1	1	4	1	6	2.59999990463257	6
PE141078	2	3	4	4	4	1.5	4
PE141079	1	1	200	2	6	2.5	6
PE141079	2	3	20	1	4	1.5	4
PE141079	3	8	2	5	2	2.59999990463257	2
PE141079	4	6	2	1	2	2.59999990463257	2
PE141079	5	6	2	1	2	5.5	2
PE141081	1	3	12	2	4	1.20000004768372	4
PE141081	2	1	12	5	1	1	1
PE141084	1	1	24	1	6	2	6
PE141084	2	3	12	1	4	1.5	4
PE141084	3	1	170	1	3	1	3
PE141084	4	9	170	1	7	.5	7
PE141085	1	1	48	1	1	2	1
PE141085	2	3	48	1	3	1	3
PE141086	1	1	12	8	3	2	3
PE141086	2	3	12	4	4	2	4
PE141088	1	1	48	1	6	2	6
PE141088	2	3	48	1	3	1	3
PE141089	1	1	52	2	6	1.60000002384186	6
PE141089	2	3	12	1	4	2	4
PE141089	3	1	53	1	3	1	3
PE141089	4	9	53	1	7	.300000011920929	7
PE141094	1	1	160	1	8	1	8
PE141094	2	9	160	1	7	.200000002980232	7
PE141097	1	1	12	1	6	2	6
PE141097	2	3	12	1	3	1	3
PE141100	1	1	48	1	6	1.5	6
PE141100	2	3	48	1	4	.5	4
PE141102	1	1	85	1	3	1	3
PE141102	2	9	85	1	7	.300000011920929	7
PE141103	1	1	48	3	6	1.79999995231628	6
PE141103	2	4	48	1	4	2	4
PE151001	1	1	12	3	6	2.5	6
PE151001	2	8	12	3	2	3	2
PE151001	3	9	12	2	7	.100000001490116	7
PE151002	1	1	190	1	3	1	3
PE151002	2	9	190	1	7	.300000011920929	7
PE151003	1	1	12	6	6	2.5	6
PE151003	2	3	12	4	2	3	2
PE151004	1	9	180	5	7	.200000002980232	7
PE151004	2	1	180	5	8	.300000011920929	8
PE151009	1	8	3	2	2	2.5	2
PE151009	2	6	3	2	2	2.5	2
PE151009	3	7	3	3	6	2	6
PE151009	4	5	3	1	1	5.5	1
PE151010	1	1	12	2	6	2.29999995231628	6
PE151010	2	8	12	2	3	2	3
PE151011	1	1	168	18	6	1.29999995231628	6
PE151011	2	8	168	3	4	.800000011920929	4
PE151012	1	4	12	3	2	3	2
PE151012	2	8	12	4	2	2.5	2
PE151012	3	5	12	1	1	5	1
PE151012	4	6	12	2	2	4	2
PE151012	5	9	105	4	7	.200000002980232	7
PE151013	1	15	1	57.5	2	2.90000009536743	2
PE151013	2	15	1	57.5	2	3.79999995231628	2
PE151014	1	1	12	3	6	2.5	6
PE151014	2	3	12	1	3	1.5	3
PE151016	1	1	12	8	6	2.40000009536743	6
PE151016	2	3	12	2	2	2	2
PE151023	1	10	360	2	8	.5	8
PE151023	2	9	360	2	7	.5	7
PE151024	1	1	12	5	6	2.5	6
PE151024	2	3	12	1	3	1	3
PE151025	1	3	4	1	2	4	2
PE151025	2	1	4	3	6	2.20000004768372	6
PE151025	3	9	84	1	7	.5	7
PE151025	4	1	84	1	8	.5	8
PE151027	1	1	154	2	8	.5	8
PE151027	2	9	154	2	7	.200000002980232	7
PE151029	1	1	12	16	6	2.5	6
PE151029	2	3	12	16	3	1	3
PE151029	3	8	12	2	2	3	2
PE151029	4	5	12	1	1	6	1
PE151029	5	6	12	1	3	.800000011920929	3
PE151029	6	4	12	1	2	3	2
PE151033	1	9	250	2	7	.300000011920929	7
PE151033	2	9	250	2	7	.5	7
PE151034	1	9	120	3	7	.5	7
PE151035	1	15	72	800	7	.100000001490116	7
PE151035	2	15	72	1000	2	.100000001490116	2
PE151035	3	15	50	1500	2	.200000002980232	2
PE151035	4	15	20	450	2	.100000001490116	2
