childid	cropid	cropr3	qnthrvr3	qntuntr3
PE161028	1	5	4	10
PE161028	2	55	32	10
PE161028	3	101	1	10
PE161028	4	75	3	10
PE161028	5	99	3	3
PE161029	1	55	1000	2
PE161029	2	87	200	2
PE161029	3	75	700	2
PE161029	4	5	1000	2
PE161029	5	101	800	2
PE161029	6	99	600	2
PE161029	7	86	400	2
PE161030	1	55	8	10
PE161030	2	5	3	10
PE161030	3	101	1	10
PE161030	4	87	6	2
PE161030	5	99	1	10
PE161030	6	75	2	10
PE161031	1	55	5	10
PE161031	2	5	5	10
PE161031	3	75	5	10
PE161031	4	44	7	10
PE161031	5	86	2	10
PE161031	6	99	1	10
PE161031	7	12	6000	2
PE161032	1	44	3	10
PE161032	2	55	6	10
PE161033	1	44	150	2
PE161033	2	55	1000	2
PE161033	3	101	200	2
PE161035	1	44	6	10
PE161035	2	75	10	10
PE161035	3	5	2	10
PE161035	4	55	10	10
PE161036	1	55	5	10
PE161036	2	44	5	10
PE161036	3	101	1	10
PE161036	4	5	2	10
PE161037	1	44	5	10
PE161037	2	101	3	10
PE161037	3	5	2	10
PE161037	4	75	1.5	10
PE161037	5	55	4	10
PE161037	6	6	1	10
PE161038	1	55	10	10
PE161038	2	5	3	10
PE161038	3	75	5	10
PE161039	1	55	500	2
PE161039	2	44	700	2
PE161039	3	75	48	2
PE161041	1	44	4	10
PE161041	2	5	5	10
PE161041	3	99	50	2
PE161041	4	75	20	2
PE161042	1	44	10	10
PE161042	2	99	3	10
PE161042	3	101	4	10
PE161042	4	5	6	10
PE161042	5	75	5	10
PE161042	6	95	5	10
PE161042	7	87	25	2
PE161043	1	55	10	2
PE161043	2	44	5	2
PE161043	3	5	5	2
PE161043	4	75	1	2
PE161043	5	87	2	2
PE161043	6	95	6	2
PE161043	7	86	2	3
PE161044	1	55	600	2
PE161045	1	44	38	10
PE161045	2	55	30	10
PE161046	1	44	10	10
PE161046	2	101	1	10
PE161046	3	55	10	10
PE161046	4	5	3	10
PE161047	1	55	50	2
PE161047	2	75	6	2
PE161047	3	5	6	2
PE161047	4	99	3	2
PE161047	5	87	1	2
PE161047	6	44	20	2
PE161047	7	86	4	2
PE161050	1	55	9	10
PE161050	2	5	100	2
PE161050	3	44	10	2
PE161050	4	101	30	2
PE161050	5	83	18000	2
PE161051	1	55	200	10
PE161051	2	101	2	10
PE161051	3	5	3	10
PE161051	4	75	1	10
PE161052	1	5	300	2
PE161052	2	55	500	2
PE161052	3	101	100	2
PE161052	4	44	100	2
PE161052	5	75	200	2
PE161052	6	95	100	2
PE161052	7	99	50	2
PE161053	1	55	300	2
PE161053	2	86	300	2
PE161053	3	95	200	2
PE161053	4	101	160	2
PE161053	5	99	100	2
PE161053	6	75	300	2
PE161053	7	5	100	2
PE161054	1	55	8	10
PE161054	2	101	1	10
PE161054	3	99	6	2
PE161054	4	5	2	10
PE161055	1	5	480	2
PE161055	2	44	240	2
PE161055	3	55	1000	2
PE161055	4	75	240	2
PE161055	5	101	240	2
PE161055	6	87	40	2
PE161056	1	5	100	2
PE161056	2	44	100	2
PE161056	3	55	4	10
PE161056	4	75	30	2
PE161056	5	99	10	2
PE161056	6	101	10	2
PE161057	1	55	16	10
PE161058	1	44	12	10
PE161058	2	75	4	10
PE161058	3	5	4	10
PE161058	4	55	15	10
PE161058	5	99	1	10
PE161058	6	96	1	10
PE161058	7	101	1	10
PE161059	1	101	8	10
PE161059	2	75	14	10
PE161059	3	55	22	10
PE161059	4	44	12	10
PE161059	5	5	9	10
PE161059	6	99	8	3
PE161060	1	5	300	2
PE161060	2	75	100	2
PE161060	3	101	50	2
PE161060	4	55	200	2
PE161060	5	87	30	2
PE161060	6	99	300	2
PE161060	7	44	20	2
PE161061	1	101	4	10
PE161061	2	55	20	10
PE161061	3	44	6	10
PE161061	4	87	2	10
PE161061	5	99	12	2
PE161062	1	5	300	2
PE161062	2	55	700	2
PE161062	3	75	80	2
PE161062	4	101	50	2
PE161062	5	44	30	2
PE161062	6	87	17	2
PE161062	7	49	18	2
PE161063	1	55	10	10
PE161063	2	5	2	10
PE161063	3	101	1	10
PE161064	1	5	500	2
PE161064	2	55	600	2
PE161064	3	44	500	2
PE161064	4	101	200	2
PE161064	5	99	100	2
PE161064	6	86	400	2
PE161064	7	108	250	2
PE161065	1	44	400	2
PE161065	2	75	200	2
PE161065	3	55	1000	2
PE161065	4	86	160	2
PE161065	5	87	2	3
PE161065	6	5	240	2
PE161065	7	101	300	2
PE161067	1	44	4	10
PE161067	2	5	4	10
PE161067	3	75	1	10
PE161067	4	101	1	10
PE161067	5	99	10	2
PE161068	1	5	100	2
PE161068	2	99	20	2
PE161068	3	44	30	2
PE161068	4	55	350	2
PE161068	5	75	20	2
PE161068	6	87	10	2
PE161068	7	108	10	8
PE161069	1	5	800	2
PE161069	2	101	3	10
PE161069	3	55	500	2
PE161069	4	75	100	2
PE161069	5	86	160	2
PE161069	6	99	1	10
PE161069	7	95	320	2
PE161071	1	55	40	2
PE161071	2	5	3	2
PE161071	3	86	2	2
PE161071	4	95	2	2
PE161071	5	101	5	2
PE161071	6	75	2	2
PE161071	7	99	1	2
PE161072	1	55	50	10
PE161072	2	5	100	2
PE161073	1	55	8	10
PE161073	2	44	3	10
PE161073	3	5	10	10
PE161073	4	101	2	10
PE161073	5	75	3	10
PE161073	6	86	2	10
PE161074	1	55	4	10
PE161074	2	5	1	10
PE161074	3	101	20	2
PE161075	1	5	15	10
PE161075	2	101	3	10
PE161075	3	55	20	10
PE161075	4	96	5	10
PE161075	5	86	1	10
PE161075	6	44	1	10
PE161075	7	87	1	10
PE161076	1	5	4	10
PE161076	2	55	6	10
PE161077	1	55	1000	2
PE161077	2	5	800	2
PE161077	3	86	100	2
PE161077	4	96	100	2
PE161077	5	95	100	2
PE161077	6	99	50	2
PE161077	7	101	100	2
PE161079	1	82	60	2
PE161079	2	55	100	2
PE161079	3	75	120	2
PE161079	4	101	100	2
PE161079	5	99	100	2
PE161079	6	86	110	2
PE161079	7	5	130	2
PE161080	1	55	10	10
PE161080	2	5	4	10
PE161080	3	101	1	10
PE161081	1	5	4	10
PE161081	2	55	5	10
PE161081	3	75	1	10
PE161081	4	101	1	10
PE161081	5	96	1	10
PE161081	6	86	1	10
PE161082	1	55	100	2
PE161082	2	87	50	2
PE161082	3	44	50	2
PE161082	4	52	10	8
PE161083	1	55	3	10
PE161083	2	5	13	10
PE161083	3	84	1	11
PE161084	1	5	800	2
PE161084	2	55	1500	2
PE161084	3	75	400	2
PE161084	4	95	600	2
PE161084	5	101	200	2
PE161084	6	99	100	2
PE161085	1	55	500	2
PE161085	2	5	4	10
PE161085	3	101	1	10
PE161085	4	86	1	10
PE161085	5	95	2	10
PE161085	6	96	3	10
PE161085	7	84	6	10
PE161086	1	44	10	2
PE161086	2	55	10	2
PE161086	3	101	2	2
PE161086	4	75	2	2
PE161086	5	5	2	2
PE161086	6	87	3	3
PE161086	7	99	4	2
PE161087	1	105	10	2
PE161087	2	55	15	2
PE161087	3	101	30	2
PE161087	4	75	60	2
PE161087	5	99	20	2
PE161088	1	55	5	10
PE161088	2	5	5	10
PE161089	1	50	10	2
PE161089	2	55	50	2
PE161089	3	75	5	2
PE161089	4	101	6	2
PE161089	5	99	3	2
PE161089	6	86	2	2
PE161089	7	95	5	2
PE161090	1	5	5	10
PE161090	2	55	6	10
PE161090	3	101	20	2
PE161091	1	101	2	10
PE161091	2	99	1	10
PE161091	3	5	2	10
PE161091	4	55	6	10
PE161091	5	95	2	10
PE161091	7	75	1	10
PE161092	1	5	500	2
PE161092	2	55	500	2
PE161092	3	101	100	2
PE161092	4	49	100	2
PE161092	5	96	200	2
PE161092	6	86	50	2
PE161093	1	55	300	2
PE161093	2	5	300	2
PE161093	3	75	50	2
PE161093	4	101	50	2
PE161094	1	55	200	2
PE161094	2	5	400	2
PE161094	3	75	100	2
PE161094	4	95	1000	2
PE161094	5	99	80	2
PE161094	6	101	50	2
PE161094	7	44	80	2
PE161095	1	50	336	2
PE161095	2	55	800	2
PE161095	3	101	200	2
PE161095	4	99	36	2
PE161095	5	75	150	2
PE161096	1	55	400	2
PE161096	2	5	300	2
PE161096	3	101	50	2
PE161096	4	86	2	3
PE161097	1	5	12	10
PE161097	2	55	25	10
PE161097	3	44	1	10
PE161097	4	99	1	10
PE161097	5	101	1	10
PE161097	6	50	2	10
PE161098	1	5	6	10
PE161098	2	95	2	10
PE161098	3	86	3	10
PE161098	4	44	50	10
PE161098	5	96	4	10
PE161098	6	101	2	10
PE161098	7	55	12	10
PE161099	1	55	5	10
PE161099	2	5	3	10
PE161099	3	101	3	10
PE161099	4	99	1	10
PE161100	1	55	160	2
PE161100	2	5	2	10
PE161100	3	99	1	3
PE161100	4	96	1	10
PE161100	5	86	1	10
PE161100	6	75	1	3
PE161101	1	55	370	2
PE161101	2	5	320	2
PE161101	3	86	1	3
PE161102	1	5	100	2
PE161102	2	75	100	2
PE161102	3	55	300	2
PE161103	1	84	2500	11
PE161103	2	5	2	3
PE161103	3	44	1	10
PE161103	4	75	4	10
PE161104	1	55	300	2
PE161104	2	5	200	2
PE161104	3	101	200	2
PE161104	4	75	200	2
PE161105	1	55	7	10
PE161105	2	44	15	10
PE161105	3	5	2	10
PE161105	4	75	1	10
PE161105	5	86	4	10
PE161106	1	5	3	10
PE161106	2	55	10	10
PE161107	1	5	2	10
PE161107	2	55	5	10
PE161107	3	101	1	10
PE161107	4	86	2	10
PE161107	5	96	1	10
PE161107	6	75	1	10
PE161107	7	44	3	1
PE161108	1	101	300	2
PE161108	2	99	120	2
PE161108	3	75	240	2
PE161108	4	5	180	2
PE161108	5	44	10	10
PE171001	1	55	2	10
PE171001	2	86	2	10
PE171002	1	44	3	10
PE171002	2	75	3	10
PE171004	1	55	2	10
PE171004	2	5	2	10
PE171005	1	55	2	10
PE171005	2	5	2	10
PE171007	1	44	2	10
PE171007	2	55	3	10
PE171007	3	75	2	10
PE171007	4	5	1	10
PE171007	5	101	2	3
PE171007	6	87	2	2
PE171008	1	101	1	10
PE171011	1	55	6	10
PE171011	2	5	4	10
PE171011	3	101	6	10
PE171011	4	44	2	10
PE171011	5	75	2	10
PE171014	1	44	2	3
PE171014	2	5	2	10
PE171014	3	75	2	10
PE171014	4	101	2	3
PE171015	1	5	150	2
PE171015	2	55	250	2
PE171018	1	5	100	2
PE171018	2	55	50	2
PE171018	3	101	55	2
PE171019	1	5	20	10
PE171019	2	44	20	10
PE171019	3	55	40	10
PE171019	4	75	20	10
PE171019	5	101	10	10
PE171019	6	87	4	3
PE171022	1	44	2	10
PE171022	2	5	2	10
PE171023	1	5	2	10
PE171023	2	75	2	10
PE171023	3	44	5	10
PE171023	4	55	5	10
PE171023	5	86	1	10
PE171023	6	95	1	10
PE171025	1	75	40	2
PE171025	2	5	40	2
PE171025	3	44	40	2
PE171025	4	101	50	2
PE171025	6	55	40	2
PE171026	1	44	50	2
PE171026	2	101	50	2
PE171026	3	55	60	2
PE171027	1	44	3	10
PE171027	2	75	2	10
PE171027	3	5	2	10
PE171027	4	101	4	3
PE171027	5	55	4	3
PE171027	6	12	2	3
PE171027	7	102	100	8
PE171028	1	55	300	2
PE171028	2	5	100	2
PE171028	3	75	60	2
PE171028	4	101	15	2
PE171028	5	96	20	2
PE171028	6	86	4	3
PE171030	1	55	5	10
PE171030	2	44	3	10
PE171030	3	75	2	10
PE171030	4	5	3	10
PE171031	1	101	1	10
PE171031	2	55	2	10
PE171031	3	75	2	3
PE171031	4	44	1	10
PE171035	1	55	60	2
PE171035	2	5	50	2
PE171035	3	75	60	2
PE171035	4	86	30	2
PE171035	5	96	30	2
PE171035	6	87	20	2
PE171035	7	95	30	2
PE171036	1	5	8	10
PE171036	2	55	12	10
PE171036	3	95	12	10
PE171036	4	44	100	2
PE171036	5	75	100	2
PE171036	6	101	50	2
PE171036	7	86	20	2
PE171040	1	101	125	2
PE171040	2	55	12	2
PE171041	1	75	1	10
PE171041	2	44	4	10
PE171041	3	5	2	10
PE171041	4	55	5	10
PE171042	1	44	2	10
PE171042	2	5	3	10
PE171043	1	75	12	3
PE171043	2	5	12	3
PE171043	3	55	30	2
PE171043	4	44	5	3
PE171043	5	101	3	3
PE171044	1	5	100	2
PE171044	2	55	100	2
PE171044	3	101	50	2
PE171044	4	75	100	2
PE171045	1	50	3	10
PE171045	2	75	5	10
PE171045	3	55	10	10
PE171045	4	44	2	10
PE171045	5	101	2	10
PE171046	1	75	100	2
PE171046	2	5	100	2
PE171046	3	86	30	2
PE171046	4	55	50	2
PE171047	1	75	6	3
PE171047	2	5	6	3
PE171047	3	101	4	3
PE171047	4	55	6	3
PE171047	5	86	4	3
PE171049	1	5	1	3
PE171049	2	55	2	10
PE171050	1	5	1	10
PE171050	2	75	1	10
PE171051	1	75	2	10
PE171051	2	5	2	10
PE171053	1	55	4	10
PE171053	2	44	4	10
PE171053	3	5	4	10
PE171053	4	75	4	10
PE171054	1	5	5	10
PE171054	2	75	4	10
PE171054	3	44	5	10
PE171056	1	75	2	10
PE171056	2	101	1	10
PE171056	3	5	2	10
PE171058	1	5	1	10
PE171058	2	44	2	10
PE171058	3	75	1	10
PE171058	4	55	1	10
PE171059	1	75	100	2
PE171059	2	5	100	2
PE171060	1	5	50	2
PE171060	2	75	40	2
PE171060	3	44	10	2
PE171061	1	75	250	2
PE171061	2	5	250	2
PE171061	3	55	100	2
PE171061	4	44	50	2
PE171061	5	101	50	2
PE171062	1	75	3	10
PE171062	2	5	5	10
PE171062	3	44	2	10
PE171062	4	101	2	10
PE171062	5	55	2	10
PE171062	6	96	1	10
PE171062	7	12	2	3
PE171064	1	75	600	2
PE171064	2	5	1000	2
PE171065	1	50	5	10
PE171065	2	75	5	10
PE171065	3	44	4	10
PE171065	4	55	3	10
PE171067	1	5	80	2
PE171067	2	101	180	2
PE171067	3	44	55	2
PE171067	4	75	50	2
PE171068	1	5	3	10
PE171068	2	44	3	10
PE171068	3	75	3	10
PE171068	4	101	2	10
PE171068	7	5	3	10
PE171069	1	5	5	10
PE171069	2	75	2	10
PE171069	3	44	1	10
PE171069	4	101	1	10
PE171069	5	55	2	10
PE171069	6	96	2	10
PE171069	7	84	2	2
PE171070	1	75	2	10
PE171070	2	5	1	10
PE171070	3	101	2	10
PE171071	1	5	4	10
PE171071	2	75	4	10
PE171071	3	101	2	10
PE171071	4	44	3	10
PE171072	1	75	100	2
PE171072	2	5	200	2
PE171072	3	55	50	2
PE171073	1	75	100	2
PE171073	2	50	100	2
PE171073	3	96	80	2
PE171073	4	55	25	2
PE171074	1	75	200	2
PE171074	2	44	100	2
PE171074	3	5	150	2
PE171074	4	55	100	2
PE171075	1	75	1	10
PE171075	2	5	2	10
PE171075	3	101	2	10
PE171076	1	5	4	10
PE171076	2	75	3	10
PE171076	3	101	1	10
PE171076	4	44	2	10
PE171077	1	5	5	10
PE171077	2	75	5	10
PE171077	3	55	4	10
PE171081	1	44	10	10
PE171081	2	55	2	10
PE171081	3	101	3	10
PE171081	4	75	2	10
PE171081	5	5	2	10
PE171082	1	75	50	2
PE171083	1	5	6	10
PE171083	2	101	2	10
PE171084	1	44	2	10
PE171084	2	75	2	10
PE171084	3	5	2	10
PE171084	4	55	1	10
PE171084	5	87	10	2
PE171085	1	101	50	2
PE171085	2	44	50	2
PE171085	3	87	2	2
PE171087	1	5	3	10
PE171087	2	75	5	10
PE171087	3	55	10	10
PE171087	4	101	3	10
PE171087	5	87	2	3
PE171088	1	55	4	10
PE171088	2	44	50	2
PE171088	3	108	20	8
PE171089	1	55	3	10
PE171089	2	44	3	10
PE171090	1	55	4	10
PE171090	2	101	1	10
PE171091	1	5	3	10
PE171091	2	44	6	3
PE171092	1	44	2	10
PE171092	2	55	2	10
PE171092	3	101	25	2
PE171092	4	75	1	10
PE171095	1	75	2	10
PE171095	2	101	3	10
PE171095	3	55	5	10
PE171095	4	5	3	10
PE171095	5	87	2	3
PE171095	6	44	5	10
PE171099	1	55	4	10
PE171099	2	75	2	10
PE171099	3	5	2	10
PE171100	1	55	4	10
PE171100	2	96	3	10
PE171100	3	101	2	10
PE171100	4	44	2	10
PE171101	1	5	4	3
PE171101	2	75	4	3
PE171101	3	55	20	3
PE171101	4	87	2	2
PE171101	5	44	5	3
PE171101	6	101	13	3
PE171102	1	55	250	2
PE171102	2	75	100	2
PE171102	3	5	200	2
PE171102	4	96	100	2
PE171102	5	86	50	2
PE171102	6	101	50	2
PE171102	7	44	10	2
PE171103	1	55	7	10
PE171103	2	75	4	10
PE171103	3	101	3	10
PE171103	4	5	1	10
PE171103	5	86	5	3
PE171103	6	96	5	3
PE171104	1	44	3	3
PE171104	2	5	3	3
PE171104	3	55	2	10
PE171105	1	44	4	10
PE171105	2	55	4	10
PE171106	1	44	100	2
PE171106	2	75	100	2
PE171106	3	5	50	2
PE171106	4	101	50	2
PE181001	1	17	300	9
PE181001	2	85	20	3
PE181001	3	44	15	10
PE181002	1	44	10	10
PE181002	2	101	8	10
PE181002	3	55	10	10
PE181003	1	55	4	10
PE181003	2	101	1	10
PE181003	3	5	2	10
PE181003	44	44	4	10
PE181004	1	44	300	2
PE181004	2	55	1000	2
PE181004	3	5	500	2
PE181005	1	55	6	10
PE181005	2	44	1	10
PE181005	3	75	2	10
PE181005	4	5	3	10
PE181005	5	101	1	10
PE181006	1	44	5	10
PE181006	2	55	6	10
PE181006	3	5	2	10
PE181006	4	75	2	10
PE181006	5	95	2	10
PE181006	6	86	2	10
PE181006	7	96	4	10
PE181007	1	5	6	10
PE181007	2	55	15	10
PE181007	3	44	5	10
PE181007	4	99	3	10
PE181007	5	101	4	10
PE181007	6	86	3	10
PE181008	1	55	3	10
PE181008	2	44	2	10
PE181009	1	44	10	10
PE181009	2	101	1	10
PE181009	3	87	1	10
PE181009	4	55	20	10
PE181009	5	86	5	10
PE181010	1	55	20	10
PE181010	2	101	2	10
PE181010	3	44	3	10
PE181010	4	99	1	10
PE181010	5	86	6	10
PE181010	6	96	7	10
PE181010	7	5	4	10
PE181011	1	55	10	10
PE181011	2	44	10	10
PE181011	3	96	4	10
PE181011	4	5	2	10
PE181011	5	101	1	10
PE181012	1	55	2000	2
PE181012	2	44	150	2
PE181012	3	5	80	2
PE181012	4	101	50	2
PE181012	5	96	100	2
PE181012	6	95	50	2
PE181012	7	108	20	2
PE181013	1	44	3	10
PE181013	2	55	10	10
PE181013	3	5	3	10
PE181013	4	96	2	10
PE181013	5	86	2	10
PE181014	1	55	10	10
PE181014	2	44	8	10
PE181014	3	5	2	10
PE181014	4	96	5	10
PE181014	5	101	1	10
PE181015	1	44	5	10
PE181015	2	55	2	10
PE181015	3	86	12	2
PE181015	4	5	1	10
PE181015	5	101	7	2
PE181016	1	55	25	10
PE181016	2	44	4	10
PE181016	3	101	1	10
PE181016	4	5	10	10
PE181016	5	75	1	10
PE181017	1	55	300	2
PE181017	2	95	400	2
PE181017	3	5	200	2
PE181017	4	96	400	2
PE181017	5	101	300	2
PE181017	6	99	100	2
PE181017	7	87	50	2
PE181018	1	55	80	10
PE181018	2	101	1	10
PE181018	3	44	1	10
PE181018	4	5	5	10
PE181019	1	55	5000	2
PE181019	2	44	400	2
PE181019	3	75	100	2
PE181019	4	5	100	2
PE181019	5	101	160	2
PE181019	6	86	500	2
PE181019	7	96	540	2
PE181020	1	44	5	10
PE181020	2	86	5	10
PE181020	3	55	5	10
PE181020	4	95	3	10
PE181021	1	44	10	10
PE181021	2	55	15000	2
PE181021	3	99	1	10
PE181021	4	101	3	10
PE181021	5	95	3	10
PE181021	6	96	3	10
PE181022	1	5	300	2
PE181022	2	44	500	2
PE181022	3	95	200	2
PE181022	4	96	200	2
PE181022	5	55	600	2
PE181023	1	44	5	2
PE181023	2	5	4	2
PE181023	3	55	24	2
PE181023	4	87	4	3
PE181023	5	75	3	3
PE181023	6	96	2	2
PE181023	7	86	10	2
PE181024	1	55	1782	2
PE181024	2	44	70	2
PE181024	3	5	70	2
PE181024	4	101	60	2
PE181024	5	87	6	2
PE181025	1	55	400	2
PE181025	2	86	2800	2
PE181025	3	5	300	2
PE181025	4	75	1	3
PE181025	5	101	200	2
PE181025	6	95	100	2
PE181025	7	82	8	3
PE181025	8	87	80	2
PE181025	9	44	300	2
PE181025	10	96	320	2
PE181027	1	55	20	10
PE181027	2	44	5	10
PE181027	3	5	6	10
PE181027	4	87	1	3
PE181027	5	86	3	10
PE181027	6	96	2	10
PE181029	1	86	2000	2
PE181029	2	44	600	2
PE181029	3	55	3000	2
PE181029	4	5	1000	2
PE181029	5	101	200	2
PE181030	1	44	5	10
PE181031	1	55	8000	2
PE181031	2	101	500	2
PE181031	3	5	1800	2
PE181031	4	44	800	2
PE181031	5	75	800	2
PE181031	6	86	2000	2
PE181031	7	95	1000	2
PE181031	8	87	100	2
PE181032	1	55	1000	2
PE181032	2	44	1000	2
PE181032	3	86	500	2
PE181032	4	96	1000	2
PE181032	5	5	500	2
PE181032	6	101	200	2
PE181032	7	87	50	2
PE181033	1	44	5	2
PE181033	2	55	45	2
PE181033	3	101	1	2
PE181033	4	5	3	2
PE181033	5	86	2	2
PE181033	6	96	2	2
PE181033	7	87	1	3
PE181033	8	99	2	2
PE181033	9	75	3	2
PE181034	1	44	6	10
PE181034	2	55	10	2
PE181034	3	5	8	10
PE181034	4	101	4	10
PE181036	1	44	4	10
PE181036	2	101	2	10
PE181036	3	5	3	10
PE181036	4	86	2	10
PE181037	1	55	40	10
PE181037	2	44	4	10
PE181037	3	5	6	10
PE181037	4	86	10	10
PE181037	5	96	4	10
PE181038	1	55	10	10
PE181038	2	44	2	10
PE181038	3	95	10	10
PE181038	4	96	12	10
PE181038	5	86	2	10
PE181038	6	87	7	2
PE181038	7	101	12	2
PE181039	1	55	50	2
PE181039	2	5	10	2
PE181039	3	44	6	2
PE181039	4	87	3	2
PE181039	5	82	4	3
PE181039	6	96	5	2
PE181039	7	86	5	2
PE181039	8	101	5	2
PE181039	9	99	5	2
PE181040	1	44	6	10
PE181040	2	55	40	10
PE181040	3	101	5	10
PE181040	4	5	5	10
PE181040	5	50	2	3
PE181040	6	12	2	3
PE181040	7	102	100	8
PE181041	1	44	2	10
PE181041	2	55	3	10
PE181041	3	96	2	10
PE181041	4	95	2	10
PE181042	1	55	7	10
PE181042	2	86	2	10
PE181042	3	101	1	10
PE181042	4	75	4	10
PE181043	1	55	20	10
PE181043	2	44	4	10
PE181043	3	5	3	10
PE181043	4	75	1	10
PE181043	5	86	1	10
PE181043	6	95	2	10
PE181043	7	87	.5	3
PE181044	1	55	5	10
PE181044	2	96	2	10
PE181044	3	86	10	10
PE181044	4	5	1	10
PE181044	5	49	1	10
PE181045	1	55	5000	2
PE181045	2	5	2000	2
PE181045	3	101	2000	2
PE181045	4	95	1000	2
PE181045	5	96	1000	2
PE181046	1	55	1725	2
PE181046	2	5	600	2
PE181046	3	86	600	2
PE181046	4	95	240	2
PE181046	5	96	240	2
PE181047	1	55	8	10
PE181047	2	101	2	10
PE181047	3	86	1	10
PE181047	4	96	2	10
PE181047	5	5	3	10
PE181048	1	55	3	10
PE181048	2	96	9	10
PE181048	3	5	4	10
PE181048	4	49	3	10
PE181048	5	86	3	10
PE181049	1	44	10	10
PE181049	2	55	20	10
PE181050	1	101	100	2
PE181050	2	5	200	2
PE181050	3	55	2700	2
PE181050	4	44	200	2
PE181050	5	87	12	2
PE181051	1	55	1000	1
PE181051	2	44	6	10
PE181051	3	101	5	10
PE181051	4	5	6	10
PE181051	5	75	2	10
PE181051	6	86	2	10
PE181051	7	96	3	10
PE181051	8	87	20	1
PE181052	1	55	5000	2
PE181052	2	5	40	10
PE181052	3	75	180	2
PE181052	4	86	200	2
PE181052	5	44	6	10
PE181052	6	108	210	2
PE181052	7	101	100	2
PE181052	8	95	70	2
PE181052	9	96	70	2
PE181052	10	99	50	2
PE181052	11	87	70	2
PE181053	1	55	6	10
PE181053	2	44	3	10
PE181053	3	101	2	10
PE181053	4	5	2	10
PE181054	1	101	4	3
PE181054	2	44	1	10
PE181054	3	55	5	10
PE181054	4	5	1	10
PE181054	5	52	1	10
PE181055	1	44	6	10
PE181055	2	55	10	10
PE181055	3	5	2	10
PE181055	4	101	1	10
PE181055	5	96	2	10
PE181055	6	75	1	10
PE181055	7	95	3	10
PE181055	8	86	2	10
PE181056	1	55	10	10
PE181056	2	44	5	10
PE181056	3	5	2	10
PE181056	4	86	2	10
PE181056	5	96	1	10
PE181057	1	55	2	10
PE181057	2	44	4	10
PE181057	3	101	2	10
PE181057	4	5	6	10
PE181058	1	55	20	10
PE181058	2	5	3	10
PE181058	3	96	3	10
PE181058	4	86	4	10
PE181059	1	44	100	2
PE181059	2	101	50	2
PE181060	1	55	10	10
PE181060	2	44	3	10
PE181060	3	5	2	10
PE181061	1	44	3	10
PE181061	2	55	30	10
PE181061	3	5	30	10
PE181061	4	75	5	10
PE181061	5	86	6	10
PE181061	6	96	6	10
PE181061	7	95	6	10
PE181061	8	87	6	3
PE181062	1	44	4	10
PE181062	2	101	1	10
PE181062	3	55	10	10
PE181063	1	44	10	2
PE181063	2	101	8	2
PE181063	3	87	5	3
PE181063	4	55	20	2
PE181065	1	55	10	10
PE181065	2	44	8	10
PE181065	3	5	6	10
PE181065	4	101	30	3
PE181066	1	44	5	10
PE181066	2	55	4770	2
PE181067	1	17	20	10
PE181067	2	90	20	10
PE181067	3	75	10	10
PE181067	4	44	50	10
PE181067	5	5	3	10
PE181067	6	89	2000	2
PE181067	7	55	2000	2
PE181067	8	85	5000	2
PE181068	1	101	300	2
PE181068	2	44	300	2
PE181068	3	55	8000	2
PE181068	4	86	2000	2
PE181068	5	87	77	2
PE181068	6	75	300	2
PE181068	7	88	12	2
PE181069	1	55	30	10
PE181069	2	44	4	10
PE181069	3	5	2	10
PE181069	4	101	3	10
PE181072	1	101	1	10
PE181072	2	99	1	10
PE181072	3	44	4	10
PE181072	4	5	3	10
PE181072	5	75	3	10
PE181072	6	55	4	10
PE181073	1	55	2400	2
PE181073	2	96	1500	2
PE181073	3	86	2000	2
PE181073	4	44	400	2
PE181073	5	5	600	2
PE181073	6	101	400	2
PE181073	7	87	50	2
PE181074	1	44	5	10
PE181074	2	55	50	10
PE181074	3	101	5	10
PE181074	4	5	6	10
PE181075	1	55	40	10
PE181075	2	101	2	10
PE181075	3	44	8	10
PE181075	4	75	1	10
PE181075	5	5	1	10
PE181076	1	55	120	10
PE181076	2	44	10	10
PE181076	3	101	5	10
PE181076	4	86	20	10
PE181076	5	96	2	10
PE181077	1	55	2400	2
PE181077	2	5	500	2
PE181077	3	96	500	2
PE181077	4	86	200	2
PE181077	5	44	150	2
PE181077	6	108	100	2
PE181077	7	75	200	2
PE181078	1	99	1	10
PE181078	2	5	3	10
PE181078	3	101	1	10
PE181078	4	44	600	2
PE181078	5	55	600	2
PE181079	1	44	5	10
PE181079	2	55	30	10
PE181079	3	5	1	10
PE181079	4	75	2	10
PE181079	5	50	1	10
PE181080	1	55	6480	2
PE181081	1	55	5120	1
PE181081	2	75	1400	1
PE181081	3	101	400	1
PE181081	4	44	400	1
PE181081	5	86	800	1
PE181082	1	44	6	10
PE181082	2	5	4	10
PE181082	3	96	2	10
PE181082	4	55	10	10
PE181083	1	55	8	10
PE181083	2	44	3	10
PE181083	3	5	5	10
PE181083	4	101	2	10
PE181083	5	86	6	10
PE181083	6	96	10	10
PE181084	1	55	40	10
PE181084	2	44	10	10
PE181084	3	87	5	3
PE181084	4	5	5	3
PE181084	5	96	30	10
PE181084	6	75	4	10
PE181084	7	101	5	10
PE181086	1	44	200	2
PE181086	2	55	1000	2
PE181086	3	75	100	2
PE181086	4	5	300	2
PE181086	5	101	100	2
PE181086	6	96	300	2
PE181086	7	86	300	2
