childid	planid	plan	nplan
PE131069	2	88	88
PE131097	1	88	1
PE131097	2	88	88
PE131100	1	88	1
PE131100	2	88	88
PE131101	1	5	88
PE131101	2	88	88
PE131001	1	10	88
PE131001	2	10	88
PE131022	1	88	2
PE131022	2	88	88
PE131016	1	88	99
PE131016	2	88	88
PE131040	1	88	4
PE131040	2	88	88
PE131045	1	88	4
PE131045	2	88	10
PE131031	1	88	10
PE131031	2	88	88
PE131038	1	4	88
PE131038	2	5	88
PE131050	1	4	88
PE131050	2	88	88
PE131052	1	88	1
PE131052	2	88	88
PE131051	1	88	99
PE131051	2	88	88
PE131058	1	88	4
PE131058	2	88	88
PE131079	1	88	4
PE131079	2	88	88
PE131082	1	88	1
PE131082	2	88	88
PE131083	1	4	88
PE131083	2	88	88
PE131017	1	10	88
PE131017	2	10	88
PE131090	1	4	88
PE131090	2	88	88
PE131095	1	4	88
PE131095	2	10	88
PE131026	1	88	10
PE131026	2	88	4
PE131004	1	88	4
PE131004	2	88	88
PE131006	1	88	1
PE131006	2	88	88
PE131013	1	88	10
PE131013	2	88	4
PE131033	1	10	88
PE131033	2	7	88
PE131037	1	88	5
PE131037	2	88	88
PE131042	1	88	10
PE131042	2	88	88
PE131081	1	88	1
PE131081	2	88	88
PE131102	1	5	88
PE131102	2	88	88
PE131057	1	4	88
PE131057	2	88	88
PE131065	1	88	1
PE131065	2	88	88
PE131059	1	88	1
PE131059	2	88	88
PE131060	1	88	1
PE131060	2	88	88
PE131087	1	4	88
PE131087	2	88	88
PE131076	1	88	1
PE131076	2	88	88
PE131085	1	88	1
PE131085	2	88	88
PE131093	1	88	1
PE131093	2	88	88
PE131002	1	7	88
PE131002	2	88	88
PE131011	1	88	4
PE131011	2	88	88
PE131014	1	10	88
PE131014	2	88	88
PE131005	1	88	3
PE131005	2	88	88
PE131044	1	88	1
PE131044	2	88	88
PE131021	1	4	88
PE131021	2	88	88
PE131027	1	88	4
PE131027	2	88	88
PE131043	1	4	88
PE131043	2	88	88
PE131032	1	88	4
PE131032	2	88	88
PE131064	1	88	4
PE131064	2	88	88
PE131055	1	10	88
PE131055	2	88	88
PE131056	1	1	4
PE131056	2	88	88
PE131054	1	88	1
PE131054	2	88	88
PE131018	1	88	4
PE131018	2	88	88
PE131019	1	6	88
PE131019	2	88	88
PE131073	1	88	4
PE131073	2	88	88
PE131098	1	10	88
PE131098	2	88	88
PE141016	1	1	4
PE141016	2	88	10
PE141006	1	1	4
PE141006	2	88	88
PE141026	1	1	2
PE141026	2	88	4
PE141039	1	1	4
PE141039	2	88	2
PE141037	1	88	99
PE141037	2	88	88
PE141095	1	88	4
PE141095	2	88	88
PE141096	1	1	10
PE141096	2	88	88
PE141098	1	1	99
PE141098	2	88	88
PE141099	1	1	2
PE141099	2	88	3
PE141097	1	5	88
PE141097	2	2	88
PE141002	1	4	88
PE141002	2	10	88
PE141036	1	1	4
PE141036	2	88	88
PE141034	1	1	10
PE141034	2	88	88
PE141035	1	1	4
PE141035	2	88	88
PE141014	1	4	88
PE141014	2	10	88
PE141059	1	1	1
PE141059	2	88	88
PE141051	1	10	88
PE141051	2	88	88
PE141020	1	4	88
PE141020	2	88	88
PE141075	1	1	1
PE141075	2	88	88
PE141085	1	10	88
PE141085	2	88	88
PE141058	1	4	88
PE141058	2	88	88
PE141092	1	1	10
PE141092	2	88	88
PE141093	1	5	88
PE141093	2	88	88
PE141100	1	1	1
PE141100	2	88	88
PE141103	1	1	10
PE141103	2	88	88
PE141010	1	1	2
PE141010	2	88	1
PE141012	1	88	10
PE141012	2	88	2
PE141019	1	4	88
PE141019	2	10	88
PE141033	1	1	2
PE141033	2	88	99
PE141032	1	1	3
PE141032	2	88	4
PE141015	1	4	88
PE141015	2	88	88
PE141013	1	1	2
PE141013	2	88	88
PE141022	1	5	88
PE141022	2	88	88
PE141023	1	1	2
PE141023	2	88	88
PE141031	1	1	2
PE141031	2	88	88
PE141048	1	1	8
PE141048	2	88	88
PE141040	1	1	5
PE141040	2	88	88
PE141043	1	1	2
PE141043	2	88	88
PE141104	1	1	2
PE141104	2	88	88
PE141102	1	5	88
PE141102	2	88	88
PE141007	1	1	1
PE141007	2	88	88
PE141027	1	1	99
PE141027	2	88	88
PE141005	1	88	1
PE141005	2	88	88
PE141028	1	88	1
PE141028	2	88	88
PE141056	1	1	2
PE141056	2	88	4
PE141053	1	1	1
PE141053	2	88	88
PE141062	1	1	4
PE141062	2	88	88
PE141090	1	1	4
PE141090	2	88	88
PE141074	1	1	4
PE141074	2	88	88
PE141029	1	4	88
PE141029	2	88	88
PE141061	1	88	7
PE141061	2	88	10
PE141078	1	1	2
PE141078	2	88	88
PE141055	1	1	10
PE141055	2	88	88
PE141057	1	1	2
PE141057	2	88	88
PE141060	1	5	88
PE141060	2	88	88
PE141082	1	1	4
PE141082	2	88	88
PE141064	1	1	7
PE141064	2	88	2
PE141073	1	1	4
PE141073	2	88	10
PE141063	1	1	1
PE141063	2	88	88
PE141065	1	1	2
PE141065	2	88	4
PE141070	1	88	1
PE141070	2	88	88
PE141068	1	1	1
PE141068	2	88	88
PE141071	1	1	4
PE141071	2	88	1
PE141069	1	5	88
PE141069	2	10	88
PE141086	1	1	1
PE141086	2	88	88
PE141081	1	88	4
PE141081	2	88	88
PE141066	1	88	88
PE141066	2	88	88
PE141076	1	1	2
PE141076	2	88	4
PE141079	1	1	2
PE141079	2	88	88
PE141080	1	5	88
PE141080	2	88	88
PE141084	1	4	88
PE141084	2	10	88
PE141077	1	1	4
PE141077	2	88	2
PE141089	1	4	88
PE141089	2	2	88
PE141088	1	1	1
PE141088	2	88	88
PE141101	1	8	88
PE141101	2	88	88
PE141003	1	10	88
PE141003	2	10	88
PE141001	1	4	88
PE141001	2	7	88
PE141008	1	88	4
PE141008	2	88	10
PE141011	1	1	2
PE141011	2	1	4
PE141009	1	1	4
PE141009	2	88	88
PE141017	1	1	4
PE141017	2	1	2
PE141021	1	88	2
PE141021	2	88	88
PE141018	1	1	2
PE141018	2	88	4
PE141024	1	1	7
PE141024	2	88	88
PE141025	1	1	4
PE141025	2	88	88
PE141030	1	1	1
PE141030	2	88	88
PE141072	1	1	5
PE141072	2	88	4
PE141054	1	88	4
PE141054	2	88	2
PE141038	1	1	2
PE141038	2	88	88
PE141042	1	1	3
PE141042	2	88	88
PE141049	1	1	4
PE141049	2	88	2
PE141044	1	1	4
PE141044	2	88	88
PE141045	1	1	2
PE141045	2	88	88
PE141041	1	1	1
PE141041	2	88	88
PE141052	1	1	4
PE141052	2	88	88
PE141050	1	1	1
PE141050	2	88	88
PE141094	1	10	88
PE141094	2	88	88
PE141067	1	1	10
PE141067	2	88	88
PE141047	1	1	1
PE141047	2	88	88
PE141046	1	1	1
PE141046	2	88	88
PE141083	1	88	3
PE141083	2	88	2
PE141087	1	1	5
PE141087	2	88	88
PE141091	1	1	1
PE141091	2	88	88
PE151001	1	4	88
PE151001	2	10	88
PE151020	1	10	88
PE151020	2	88	88
PE151009	1	1	6
PE151009	2	88	88
PE151002	1	4	88
PE151002	2	10	88
PE151003	1	88	1
PE151003	2	88	88
PE151004	1	10	88
PE151004	2	88	88
PE151008	1	4	88
PE151008	2	10	88
PE151005	1	88	1
PE151005	2	88	88
PE151006	1	4	88
PE151006	2	88	88
PE151007	1	10	88
PE151007	2	88	88
PE151023	1	4	88
PE151023	2	88	88
PE151024	1	4	88
PE151024	2	10	88
PE151010	1	4	88
PE151010	2	88	88
PE151013	1	88	1
PE151013	2	88	88
PE151014	1	10	88
PE151014	2	88	88
PE151015	1	88	1
PE151015	2	88	88
PE151016	1	1	1
PE151016	2	88	88
PE151018	1	1	1
PE151018	2	88	88
PE151028	1	1	1
PE151028	2	88	88
PE151017	1	88	1
PE151017	2	88	88
PE151019	1	4	88
PE151019	2	88	88
PE151021	1	1	1
PE151021	2	88	88
PE151025	1	1	1
PE151025	2	88	88
PE151026	1	10	88
PE151026	2	88	88
PE151027	1	4	88
PE151027	2	88	88
PE151011	1	1	1
PE151011	2	88	88
PE151012	1	1	1
PE151012	2	88	88
PE151033	1	10	88
PE151033	2	88	88
PE151031	1	1	3
PE151031	2	88	2
PE151030	1	3	88
PE151030	2	88	88
PE151039	1	4	88
PE151039	2	88	88
PE151032	1	5	88
PE151032	2	88	88
PE151036	1	1	1
PE151036	2	88	88
PE151037	1	10	88
PE151037	2	88	88
PE151038	1	1	1
PE151038	2	88	88
PE151022	1	1	1
PE151022	2	88	88
PE151040	1	8	88
PE151040	2	88	88
PE151034	1	4	88
PE151034	2	88	88
PE151035	1	10	88
PE151035	2	10	88
PE151047	1	9	88
PE151047	2	88	88
PE151029	1	88	1
PE151029	2	88	88
PE151052	1	4	88
PE151052	2	88	88
PE151051	1	1	1
PE151051	2	88	88
PE151050	1	5	88
PE151050	2	88	88
PE151049	1	6	88
PE151049	2	88	88
PE151046	1	1	6
PE151046	2	88	88
PE151045	1	4	88
PE151045	2	88	88
PE151044	1	1	1
PE151044	2	88	88
PE151042	1	1	1
PE151042	2	88	88
PE151041	1	4	88
PE151041	2	88	88
PE151043	1	1	10
PE151043	2	88	88
PE151048	1	4	88
PE151048	2	88	88
PE151063	1	1	10
PE151063	2	88	88
PE151062	1	1	1
PE151062	2	88	88
PE151064	1	10	88
PE151064	2	2	88
PE151087	1	1	10
PE151087	2	88	88
PE151095	1	1	10
PE151095	2	88	88
PE151088	1	1	1
PE151088	2	88	88
PE151094	1	1	10
PE151094	2	88	88
PE151089	1	1	1
PE151089	2	88	88
PE151097	1	10	88
PE151097	2	88	88
PE151082	1	1	1
PE151082	2	88	88
PE151084	1	1	4
PE151084	2	88	88
PE151108	1	1	10
PE151108	2	88	88
PE151096	1	1	1
PE151096	2	88	88
PE151100	1	1	10
PE151100	2	88	88
PE151074	1	88	4
PE151074	2	88	88
PE151106	1	1	10
PE151106	2	88	88
PE151113	1	1	4
PE151113	2	88	88
PE151078	1	10	88
PE151078	2	88	88
PE151066	1	4	88
PE151066	2	88	88
PE151077	1	1	4
PE151077	2	88	88
PE151073	1	4	88
PE151073	2	88	88
PE151101	1	1	3
PE151101	2	88	88
PE151068	1	4	88
PE151068	2	88	88
PE151075	1	6	88
PE151075	2	88	88
PE151079	1	4	88
PE151079	2	88	88
PE151102	1	1	3
PE151102	2	88	88
PE151071	1	10	88
PE151071	2	88	88
PE151067	1	4	88
PE151067	2	88	88
PE151065	1	10	88
PE151065	2	88	88
PE151109	1	1	2
PE151109	2	88	88
PE151076	1	1	10
PE151076	2	88	88
PE151072	1	1	4
PE151072	2	88	88
PE151070	1	10	88
PE151070	2	88	88
PE151069	1	10	88
PE151069	2	88	88
PE151080	1	1	99
PE151080	2	88	99
PE151091	1	10	88
PE151091	2	88	88
PE151085	1	1	10
PE151085	2	88	88
PE151090	1	1	4
PE151090	2	88	88
PE151083	1	10	88
PE151083	2	88	88
PE151086	1	1	10
PE151086	2	88	88
PE151092	1	1	10
PE151092	2	88	10
PE151081	1	1	2
PE151081	2	88	88
PE151093	1	1	2
PE151093	2	88	88
PE151098	1	1	4
PE151098	2	88	88
PE151099	1	1	4
PE151099	2	88	88
PE151105	1	1	1
PE151105	2	88	88
PE151103	1	1	1
PE151103	2	88	88
PE151112	1	1	4
PE151112	2	88	88
PE151061	1	1	1
PE151061	2	88	88
PE151104	1	10	88
PE151104	2	88	88
PE151107	1	2	88
PE151107	2	88	88
PE151111	1	1	1
PE151111	2	88	88
PE151110	1	10	88
PE151110	2	2	88
PE161002	1	1	1
PE161002	2	88	88
PE161032	1	1	1
PE161032	2	88	88
PE161055	1	1	4
PE161055	2	88	88
PE161033	1	1	10
PE161033	2	88	88
PE161003	1	1	10
PE161003	2	88	88
PE161019	1	1	1
PE161019	2	88	88
PE161107	1	2	88
PE161107	2	88	88
PE161108	1	1	10
PE161108	2	88	4
PE161001	1	1	1
PE161001	2	88	88
PE161034	1	1	1
PE161034	2	88	88
PE161056	1	4	88
PE161056	2	2	88
PE161036	1	1	4
PE161036	2	88	88
PE161035	1	1	1
PE161035	2	88	88
PE161023	1	1	2
PE161023	2	88	88
PE161024	1	88	2
PE161024	2	88	88
PE161027	1	1	1
PE161027	2	88	88
PE161026	1	1	1
PE161026	2	88	88
PE161022	1	1	4
PE161022	2	88	88
PE161028	1	1	1
PE161028	2	88	88
PE161025	1	1	4
PE161025	2	88	88
PE161030	1	6	88
PE161030	2	3	88
PE161029	1	1	10
PE161029	2	88	88
PE161010	1	10	88
PE161010	2	88	88
PE161012	1	10	88
PE161012	2	88	88
PE161011	1	6	88
PE161011	2	88	88
PE161006	1	1	4
PE161006	2	88	88
PE161017	1	10	88
PE161017	2	88	88
PE161005	1	1	99
PE161005	2	88	88
PE161007	1	4	88
PE161007	2	88	88
PE161016	1	1	3
PE161016	2	88	88
PE161015	1	1	4
PE161015	2	88	88
PE161076	1	6	88
PE161076	2	88	88
PE161070	1	1	4
PE161070	2	88	88
PE161078	1	6	88
PE161078	2	88	88
PE161069	1	4	88
PE161069	2	88	88
PE161075	1	4	88
PE161075	2	88	88
PE161071	1	4	88
PE161071	2	88	88
PE161077	1	10	88
PE161077	2	88	88
PE161073	1	4	88
PE161073	2	88	88
PE161072	1	1	10
PE161072	2	88	88
PE161068	1	1	6
PE161068	2	88	88
PE161074	1	1	10
PE161074	2	88	88
PE161096	1	1	10
PE161096	2	88	88
PE161087	1	1	1
PE161087	2	88	88
PE161088	1	1	10
PE161088	2	88	88
PE161089	1	1	1
PE161089	2	88	88
PE161095	1	1	10
PE161095	2	88	88
PE161066	1	1	4
PE161066	2	88	88
PE161065	1	4	88
PE161065	2	9	88
PE161079	1	1	2
PE161079	2	88	88
PE161050	1	2	88
PE161050	2	88	88
PE161058	1	1	3
PE161058	2	88	4
PE161061	1	4	88
PE161061	2	88	88
PE161064	1	1	10
PE161064	2	88	4
PE161051	1	5	88
PE161051	2	88	88
PE161062	1	1	10
PE161062	2	88	88
PE161057	1	10	88
PE161057	2	88	88
PE161053	1	88	2
PE161053	2	88	88
PE161054	1	1	2
PE161054	2	88	88
PE161063	1	4	88
PE161063	2	88	88
PE161047	1	10	88
PE161047	2	10	88
PE161052	1	2	88
PE161052	2	88	88
PE161049	1	1	2
PE161049	2	88	88
PE161048	1	10	88
PE161048	2	88	88
PE161060	1	1	4
PE161060	2	88	88
PE161059	1	4	88
PE161059	2	88	88
PE161067	1	1	4
PE161067	2	88	88
PE161037	1	10	88
PE161037	2	88	88
PE161021	1	1	2
PE161021	2	88	88
PE161004	1	1	4
PE161004	2	88	10
PE161008	1	1	4
PE161008	2	88	88
PE161013	1	1	4
PE161013	2	88	88
PE161009	1	4	88
PE161009	2	88	88
PE161014	1	10	88
PE161014	2	88	88
PE161020	1	1	1
PE161020	2	88	88
PE161046	1	1	4
PE161046	2	88	88
PE161045	1	1	4
PE161045	2	88	88
PE161018	1	88	2
PE161018	2	88	88
PE161031	1	1	10
PE161031	2	88	88
PE161042	1	1	10
PE161042	2	88	88
PE161038	1	10	88
PE161038	2	88	88
PE161044	1	1	2
PE161044	2	88	88
PE161043	1	1	4
PE161043	2	88	88
PE161041	1	4	88
PE161041	2	88	88
PE161040	1	1	2
PE161040	2	88	88
PE161039	1	1	2
PE161039	2	88	88
PE161099	1	10	88
PE161099	2	88	88
PE161098	1	1	4
PE161098	2	88	88
PE161090	1	5	88
PE161090	2	88	88
PE161094	1	1	1
PE161094	2	88	88
PE161085	1	88	10
PE161085	2	88	88
PE161080	1	1	1
PE161080	2	88	88
PE161101	1	4	88
PE161101	2	88	88
PE161081	1	1	1
PE161081	2	88	88
PE161083	1	1	10
PE161083	2	88	88
PE161082	1	1	1
PE161082	2	88	88
PE161084	1	1	2
PE161084	2	88	88
PE161106	1	1	2
PE161106	2	88	88
PE161091	1	1	10
PE161091	2	88	88
PE161104	1	4	88
PE161104	2	88	88
PE161092	1	1	1
PE161092	2	88	88
PE161093	1	6	88
PE161093	2	2	88
PE161086	1	1	1
PE161086	2	88	88
PE161102	1	1	10
PE161102	2	88	88
PE161097	1	6	88
PE161097	2	88	88
PE161100	1	1	4
PE161100	2	88	88
PE161105	1	88	6
PE161105	2	88	88
PE161103	1	1	99
PE161103	2	88	88
PE171043	1	1	10
PE171043	2	88	88
PE171042	1	8	88
PE171042	2	10	88
PE171041	1	1	10
PE171041	2	88	88
PE171027	1	1	2
PE171027	2	88	88
PE171079	1	1	4
PE171079	2	88	88
PE171084	1	1	4
PE171084	2	88	88
PE171095	1	1	4
PE171095	2	88	88
PE171078	1	1	1
PE171078	2	88	88
PE171085	1	1	1
PE171085	2	88	88
PE171087	1	1	1
PE171087	2	88	88
PE171092	1	1	10
PE171092	2	88	88
PE171088	1	10	88
PE171088	2	88	88
PE171106	1	1	4
PE171106	2	88	88
PE171090	1	10	88
PE171090	2	10	88
PE171093	1	1	10
PE171093	2	88	88
PE171089	1	1	4
PE171089	2	88	88
PE171002	1	1	10
PE171002	2	88	88
PE171003	1	1	2
PE171003	2	88	88
PE171008	1	4	88
PE171008	2	88	88
PE171038	1	1	4
PE171038	2	88	88
PE171052	1	1	4
PE171052	2	88	88
PE171075	1	10	88
PE171075	2	4	88
PE171007	1	6	88
PE171007	2	2	88
PE171005	1	7	88
PE171005	2	88	88
PE171046	1	1	4
PE171046	2	88	88
PE171074	1	1	4
PE171074	2	88	88
PE171056	1	1	1
PE171056	2	88	88
PE171059	1	1	1
PE171059	2	88	88
PE171051	1	1	4
PE171051	2	88	88
PE171055	1	1	8
PE171055	2	88	88
PE171016	1	1	4
PE171016	2	88	88
PE171019	1	4	88
PE171019	2	2	88
PE171011	1	88	4
PE171011	2	88	88
PE171048	1	1	1
PE171048	2	88	88
PE171040	1	1	1
PE171040	2	88	88
PE171077	1	1	1
PE171077	2	88	88
PE171050	1	1	4
PE171050	2	88	88
PE171039	1	10	88
PE171039	2	88	88
PE171044	1	1	4
PE171044	2	88	88
PE171053	1	1	10
PE171053	2	88	88
PE171018	1	1	2
PE171018	2	88	88
PE171057	1	4	88
PE171057	2	10	88
PE171023	1	1	99
PE171023	2	88	88
PE171022	1	1	4
PE171022	2	88	88
PE171025	1	1	4
PE171025	2	88	88
PE171058	1	1	4
PE171058	2	88	88
PE171045	1	88	10
PE171045	2	88	88
PE171029	1	2	88
PE171029	2	88	88
PE171026	1	1	2
PE171026	2	88	88
PE171028	1	2	88
PE171028	2	88	88
PE171054	1	1	4
PE171054	2	88	88
PE171030	1	1	10
PE171030	2	88	88
PE171047	1	1	9
PE171047	2	88	4
PE171013	1	1	6
PE171013	2	88	88
PE171070	1	1	4
PE171070	2	88	88
PE171072	1	1	4
PE171072	2	88	10
PE171071	1	10	88
PE171071	2	88	88
PE171004	1	1	2
PE171004	2	88	88
PE171076	1	88	6
PE171076	2	88	88
PE171068	1	1	1
PE171068	2	88	88
PE171073	1	1	5
PE171073	2	88	88
PE171014	1	1	99
PE171014	2	88	88
PE171020	1	4	88
PE171020	2	88	88
PE171031	1	1	99
PE171031	2	88	88
PE171015	1	1	8
PE171015	2	88	2
PE171037	1	1	1
PE171037	2	88	88
PE171001	1	1	4
PE171001	2	88	88
PE171032	1	10	88
PE171032	2	10	88
PE171010	1	6	88
PE171010	2	88	88
PE171017	1	1	2
PE171017	2	88	7
PE171021	1	5	88
PE171021	2	88	88
PE171035	1	1	10
PE171035	2	88	88
PE171036	1	1	2
PE171036	2	88	88
PE171033	1	1	1
PE171033	2	88	88
PE171034	1	1	2
PE171034	2	88	88
PE171066	1	1	4
PE171066	2	88	10
PE171067	1	1	1
PE171067	2	88	88
PE171061	1	88	6
PE171061	2	88	88
PE171060	1	1	99
PE171060	2	88	88
PE171064	1	10	88
PE171064	2	88	88
PE171069	1	1	10
PE171069	2	88	88
PE171065	1	4	88
PE171065	2	10	88
PE171062	1	1	1
PE171062	2	88	88
PE171063	1	1	4
PE171063	2	88	2
PE171105	1	1	99
PE171105	2	88	88
PE171094	1	1	4
PE171094	2	88	88
PE171091	1	1	4
PE171091	2	88	88
PE171080	1	88	2
PE171080	2	88	88
PE171083	1	1	1
PE171083	2	88	88
PE171086	1	1	1
PE171086	2	88	88
PE171082	1	1	4
PE171082	2	88	88
PE171104	1	1	4
PE171104	2	88	88
PE171081	1	1	10
PE171081	2	88	10
PE171049	1	8	88
PE171049	2	88	88
PE171097	1	1	2
PE171097	2	88	88
PE171102	1	1	2
PE171102	2	88	10
PE171100	1	10	88
PE171100	2	88	88
PE171101	1	1	4
PE171101	2	88	88
PE171096	1	88	4
PE171096	2	88	88
PE171099	1	1	99
PE171099	2	88	88
PE171103	1	1	99
PE171103	2	88	88
PE171098	1	1	4
PE171098	2	88	88
PE181004	1	1	10
PE181004	2	88	88
PE181005	1	1	4
PE181005	2	88	88
PE181003	1	10	88
PE181003	2	88	88
PE181001	1	1	4
PE181001	2	88	88
PE181006	1	1	4
PE181006	2	88	88
PE181041	1	1	10
PE181041	2	88	88
PE181007	1	1	1
PE181007	2	88	88
PE181008	1	1	1
PE181008	2	88	88
PE181039	1	1	10
PE181039	2	88	88
PE181002	1	1	10
PE181002	2	88	88
PE181009	1	1	10
PE181009	2	88	88
PE181010	1	1	1
PE181010	2	88	88
PE181063	1	1	1
PE181063	2	88	88
PE181011	1	1	10
PE181011	2	88	4
PE181040	1	10	88
PE181040	2	88	88
PE181012	1	10	88
PE181012	2	88	88
PE181070	1	1	2
PE181070	2	88	88
PE181020	1	1	10
PE181020	2	88	88
PE181013	1	6	88
PE181013	2	2	88
PE181015	1	1	10
PE181015	2	88	88
PE181025	1	1	10
PE181025	2	88	88
PE181037	1	1	4
PE181037	2	88	88
PE181022	1	10	88
PE181022	2	88	88
PE181017	1	1	99
PE181017	2	88	88
PE181038	1	1	10
PE181038	2	88	88
PE181018	1	1	1
PE181018	2	88	88
PE181021	1	10	88
PE181021	2	88	88
PE181019	1	1	10
PE181019	2	88	88
PE181024	1	1	1
PE181024	2	88	88
PE181023	1	1	10
PE181023	2	88	88
PE181016	1	1	10
PE181016	2	88	88
PE181014	1	1	10
PE181014	2	88	88
PE181026	1	1	10
PE181026	2	88	88
PE181052	1	1	4
PE181052	2	88	88
PE181049	1	1	10
PE181049	2	88	88
PE181057	1	1	4
PE181057	2	88	10
PE181053	1	1	7
PE181053	2	88	88
PE181061	1	10	88
PE181061	2	88	88
PE181056	1	10	88
PE181056	2	88	88
PE181060	1	10	88
PE181060	2	88	88
PE181051	1	1	99
PE181051	2	88	88
PE181054	1	4	88
PE181054	2	88	88
PE181050	1	10	88
PE181050	2	88	88
PE181065	1	1	4
PE181065	2	88	88
PE181105	1	1	4
PE181105	2	88	88
PE181066	1	1	4
PE181066	2	88	88
PE181067	1	8	88
PE181067	2	88	88
PE181068	1	1	2
PE181068	2	88	10
PE181062	1	10	88
PE181062	2	10	88
PE181075	1	1	3
PE181075	2	88	88
PE181072	1	10	88
PE181072	2	88	88
PE181069	1	1	8
PE181069	2	88	88
PE181071	1	4	88
PE181071	2	88	88
PE181064	1	1	3
PE181064	2	88	88
PE181101	1	1	10
PE181101	2	88	3
PE181078	1	1	10
PE181078	2	88	88
PE181083	1	10	88
PE181083	2	88	88
PE181077	1	1	7
PE181077	2	88	88
PE181074	1	1	10
PE181074	2	88	88
PE181079	1	1	4
PE181079	2	88	88
PE181089	1	2	88
PE181089	2	10	88
PE181095	1	1	10
PE181095	2	88	3
PE181096	1	1	10
PE181096	2	88	88
PE181081	1	1	4
PE181081	2	88	88
PE181082	1	10	88
PE181082	2	88	88
PE181090	1	8	88
PE181090	2	10	88
PE181076	1	1	10
PE181076	2	88	88
PE181093	1	1	1
PE181093	2	88	88
PE181080	1	1	4
PE181080	2	88	88
PE181073	1	10	88
PE181073	2	88	88
PE181098	1	6	88
PE181098	2	2	88
PE181097	1	1	1
PE181097	2	88	88
PE181104	1	1	1
PE181104	2	88	88
PE181099	1	1	4
PE181099	2	88	88
PE181092	1	10	88
PE181092	2	88	88
PE181091	1	1	6
PE181091	2	88	88
PE181085	1	10	88
PE181085	2	88	88
PE181086	1	1	99
PE181086	2	88	99
PE181087	1	10	88
PE181087	2	88	88
PE181088	1	1	99
PE181088	2	88	88
PE181102	1	1	4
PE181102	2	88	88
PE181103	1	4	88
PE181103	2	88	88
PE181100	1	1	10
PE181100	2	88	2
PE181027	1	1	1
PE181027	2	88	88
PE181036	1	1	1
PE181036	2	88	88
PE181035	1	1	1
PE181035	2	88	88
PE181034	1	1	4
PE181034	2	88	10
PE181032	1	1	2
PE181032	2	88	88
PE181033	1	1	10
PE181033	2	88	88
PE181030	1	10	88
PE181030	2	88	88
PE181055	1	10	88
PE181055	2	88	88
PE181029	1	4	88
PE181029	2	88	88
PE181031	1	1	10
PE181031	2	88	88
PE181059	1	1	4
PE181059	2	88	88
PE181045	1	88	6
PE181045	2	88	88
PE181042	1	6	88
PE181042	2	2	88
PE181043	1	6	88
PE181043	2	2	88
PE181046	1	1	4
PE181046	2	88	88
PE181094	1	1	10
PE181094	2	88	88
PE181044	1	88	10
PE181044	2	88	88
PE181058	1	8	88
PE181058	2	10	88
PE181047	1	1	1
PE181047	2	88	88
PE181048	1	1	1
PE181048	2	88	88
PE181028	1	10	88
PE181028	2	88	88
PE181084	1	10	88
PE181084	2	88	88
PE191077	1	1	4
PE191077	2	88	88
PE191078	1	88	6
PE191078	2	88	8
PE191079	1	1	10
PE191079	2	88	88
PE191023	1	1	4
PE191023	2	88	2
PE191041	1	1	4
PE191041	2	88	88
PE191043	1	88	2
PE191043	2	88	88
PE191047	1	1	4
PE191047	2	88	88
PE191031	1	10	88
PE191031	2	88	88
PE191032	1	10	88
PE191032	2	88	88
PE191035	1	1	4
PE191035	2	88	88
PE191104	1	1	4
PE191104	2	88	88
PE191096	1	1	3
PE191096	2	88	88
PE191092	1	1	2
PE191092	2	88	88
PE191099	1	1	2
PE191099	2	88	88
PE191094	1	1	2
PE191094	2	88	88
PE191103	1	5	88
PE191103	2	88	88
PE191102	1	1	2
PE191102	2	88	88
PE191098	1	1	4
PE191098	2	88	88
PE191089	1	1	4
PE191089	2	88	88
PE191091	1	1	4
PE191091	2	88	88
PE191097	1	1	4
PE191097	2	88	88
PE191095	1	1	10
PE191095	2	88	2
PE191090	1	1	8
PE191090	2	88	88
PE191093	1	1	10
PE191093	2	88	88
PE191101	1	1	10
PE191101	2	88	88
PE191100	1	1	2
PE191100	2	88	10
PE191083	1	1	1
PE191083	2	88	88
PE191014	1	1	4
PE191014	2	88	88
PE191004	1	4	88
PE191004	2	88	88
PE191010	1	10	88
PE191010	2	88	88
PE191015	1	1	4
PE191015	2	88	88
PE191036	1	1	10
PE191036	2	88	88
PE191073	1	1	4
PE191073	2	88	88
PE191087	1	1	1
PE191087	2	88	88
PE191026	1	1	4
PE191026	2	88	88
PE191027	1	2	88
PE191027	2	88	88
PE191038	1	10	88
PE191038	2	88	88
PE191022	1	88	1
PE191034	1	1	4
PE191034	2	88	88
PE191019	1	1	2
PE191019	2	88	88
PE191057	1	5	88
PE191057	2	88	88
PE191016	1	1	4
PE191016	2	88	88
PE191033	1	1	2
PE191033	2	88	88
PE191017	1	1	4
PE191017	2	88	2
PE191029	1	1	2
PE191029	2	88	88
PE191069	1	1	10
PE191069	2	88	88
PE191054	1	1	4
PE191054	2	88	88
PE191052	1	1	4
PE191052	2	88	88
PE191050	1	1	99
PE191050	2	88	88
PE191053	1	4	88
PE191053	2	88	88
PE191059	1	1	2
PE191059	2	88	88
PE191063	1	1	2
PE191063	2	88	88
PE191061	1	1	4
PE191061	2	88	88
PE191064	1	1	4
PE191064	2	88	88
PE191065	1	4	88
PE191065	2	88	88
PE191067	1	10	88
PE191067	2	88	88
PE191088	1	1	1
PE191088	2	88	88
PE191080	1	1	4
PE191080	2	88	88
PE191081	1	1	4
