childid	id	age	sex	relate	still	yrschool	disabled	care	support	edinicial	grado	anhos
PE091051	2	24	2	1	2	33	2	1	2	 	5	88
PE091051	3	47	2	3	2	0	2	1	2	 	88	88
PE091051	15	4	1	5	88	88	2	88	88	2	88	88
PE091052	1	26	1	1	2	33	2	1	1	 	3	88
PE091052	2	28	2	1	2	33	2	1	2	 	4	88
PE091052	15	3	1	5	88	88	2	88	88	1	88	88
PE091053	1	29	2	1	2	33	2	1	1	 	3	88
PE091053	2	33	1	1	2	33	2	1	1	 	6	88
PE091054	1	29	1	1	2	33	2	1	1	 	5	88
PE091054	2	26	2	1	2	33	2	1	1	 	1	88
PE091054	15	2	1	5	88	88	2	88	88	2	88	88
PE091055	1	16	2	1	2	33	2	1	1	 	6	88
PE091055	2	44	1	3	2	33	2	1	1	 	88	5
PE091055	3	33	2	3	2	33	2	1	1	 	6	88
PE091055	4	11	1	4	1	33	2	1	2	 	2	88
PE091055	5	6	2	4	1	0	2	1	2	 	88	88
PE091055	15	4	1	4	88	88	2	88	88	2	88	88
PE091055	16	1	1	4	88	88	2	88	88	2	88	88
PE091056	1	38	1	1	2	38	2	1	1	 	88	5
PE091056	2	30	2	1	2	36	2	1	1	 	88	3
PE091056	15	2	2	5	88	88	2	88	88	1	88	88
PE091057	1	40	1	1	1	34	2	1	1	 	88	3
PE091057	2	38	2	1	2	33	2	1	2	 	88	1
PE091057	3	14	2	5	1	33	2	1	2	 	5	88
PE091057	4	13	2	5	2	33	2	1	2	 	6	88
PE091057	5	11	2	5	1	33	2	1	2	 	3	88
PE091057	6	9	2	5	1	33	2	1	2	 	3	88
PE091057	7	7	1	5	1	0	2	1	2	 	88	88
PE091057	15	2	2	5	88	88	2	88	88	2	88	88
PE091058	1	32	1	1	2	33	2	2	1	 	2	88
PE091058	2	27	2	1	2	0	2	1	2	 	88	88
PE091058	3	5	2	5	1	0	2	2	2	 	88	88
PE091058	4	10	2	5	1	33	2	2	2	 	2	88
PE091058	15	4	2	5	88	88	2	88	88	2	88	88
PE091058	16	3	2	5	88	88	2	88	88	2	88	88
PE091059	1	28	1	1	2	33	2	2	1	 	3	88
PE091059	2	28	2	1	2	0	2	1	2	 	88	88
PE091059	3	8	1	5	1	33	2	2	2	 	1	88
PE091059	4	5	1	5	1	0	2	2	2	 	88	88
PE091060	1	25	1	1	2	33	2	1	1	 	5	88
PE091060	2	23	2	1	1	33	2	1	1	 	3	88
PE091060	15	4	2	5	88	88	2	88	88	1	88	88
PE091061	1	22	2	1	2	33	2	1	1	 	4	88
PE091061	2	23	1	1	2	33	2	1	1	 	6	88
PE091062	1	27	2	1	2	0	2	1	1	 	88	88
PE091062	2	59	1	3	2	99	2	1	1	 	88	88
PE091062	3	49	2	3	2	0	2	1	1	 	88	88
PE091062	4	26	2	4	2	33	2	1	2	 	3	88
PE091062	5	20	1	4	2	33	2	1	2	 	6	88
PE091062	6	18	2	4	2	33	2	1	2	 	6	88
PE091062	7	17	2	4	2	33	2	1	2	 	6	88
PE091062	8	14	2	4	2	33	2	1	2	 	6	88
PE091062	9	12	1	4	1	33	2	1	1	 	5	88
PE091062	10	8	1	4	1	33	2	1	2	 	2	88
PE091063	1	26	1	1	2	33	2	1	1	 	6	88
PE091063	2	21	2	1	2	33	2	1	1	 	5	88
PE091063	3	75	1	3	2	0	2	1	1	 	88	88
PE091063	4	54	2	3	2	0	2	1	1	 	88	88
PE091063	5	16	1	4	2	33	2	1	1	 	5	88
PE091064	1	30	1	1	2	33	2	1	1	 	6	88
PE091064	2	19	2	1	2	33	2	1	1	 	6	88
PE091065	1	48	1	1	2	33	2	1	1	 	88	1
PE091065	2	38	2	1	2	0	2	1	1	 	88	88
PE091065	3	21	1	5	1	34	2	1	1	 	88	2
PE091065	4	19	1	5	1	34	2	1	1	 	88	5
PE091065	5	15	2	5	1	34	2	1	2	 	88	3
PE091065	6	13	1	5	1	33	2	1	2	 	6	88
PE091065	7	12	1	5	1	33	2	1	2	 	5	88
PE091065	8	10	1	5	1	33	2	1	2	 	3	88
PE091065	9	9	2	5	1	33	2	1	2	 	1	88
PE091065	10	7	2	5	1	32	2	1	2	 	88	88
PE091065	15	4	1	5	88	88	2	88	88	2	88	88
PE091066	1	42	1	1	2	33	2	1	1	 	88	3
PE091066	2	40	2	1	2	0	2	1	2	 	88	88
PE091066	3	22	2	5	2	35	2	1	2	 	88	1
PE091066	4	14	2	5	1	34	2	1	2	 	88	4
PE091066	5	9	1	5	1	33	2	1	2	 	4	88
PE091066	6	7	1	5	1	33	2	1	2	 	1	88
PE091066	15	3	2	5	88	88	2	88	88	2	88	88
PE091067	1	19	2	1	2	34	2	1	2	 	88	3
PE091067	2	55	1	13	2	38	2	2	1	 	88	5
PE091067	3	21	2	4	2	34	2	2	2	 	88	1
PE091067	4	16	2	4	1	34	2	2	2	 	88	2
PE091067	5	12	1	4	2	33	2	2	2	 	5	88
PE091067	6	10	2	4	1	33	2	2	2	 	3	88
PE091067	7	9	2	4	2	33	2	2	2	 	1	88
PE091067	8	6	2	6	2	0	2	2	2	 	88	88
PE091067	15	4	2	6	88	88	2	88	88	2	88	88
PE091068	1	15	2	1	2	33	2	1	2	 	3	88
PE091068	2	61	1	13	2	33	1	1	1	 	88	2
PE091068	3	61	2	13	2	31	2	1	1	 	88	88
PE091068	4	85	2	13	2	0	2	1	2	 	88	88
PE091068	5	22	1	4	1	34	2	1	2	 	88	2
PE091069	1	20	2	1	2	0	2	1	1	 	88	88
PE091069	2	23	1	1	2	33	2	1	1	 	4	88
PE091070	1	35	1	1	2	0	2	1	1	 	88	88
PE091070	2	26	2	1	2	33	2	1	1	 	4	88
PE091070	3	7	1	10	1	33	2	1	2	 	1	88
PE091070	4	7	1	10	1	33	2	1	2	 	1	88
PE091070	15	4	2	10	88	88	2	88	88	1	88	88
PE091071	1	29	2	1	2	34	2	1	1	 	88	4
PE091071	2	9	2	5	1	33	2	1	2	 	3	88
PE091071	3	5	1	5	1	0	2	2	2	 	88	88
PE091072	1	51	1	1	2	33	2	1	1	 	88	4
PE091072	2	46	2	1	2	31	2	1	1	 	88	88
PE091072	3	18	1	5	1	34	2	1	1	 	88	2
PE091072	4	14	1	5	1	34	2	1	1	 	88	1
PE091072	5	12	1	5	1	33	2	1	1	 	3	88
PE091072	6	11	1	5	1	33	2	1	1	 	2	88
PE091072	7	8	1	5	1	33	2	1	2	 	1	88
PE091072	8	5	2	5	1	32	2	1	2	 	88	88
PE091072	15	3	1	5	88	88	2	88	88	2	88	88
PE091073	1	20	1	1	1	35	2	2	1	 	88	2
PE091073	2	19	2	1	2	33	2	2	2	 	5	88
PE091073	3	45	1	3	2	33	2	2	1	 	88	3
PE091073	4	41	2	3	2	33	2	2	2	 	88	2
PE091073	5	18	1	4	1	34	2	2	1	 	88	4
PE091073	6	15	2	4	2	33	2	2	2	 	5	88
PE091074	1	32	1	1	2	33	2	1	1	 	5	88
PE091074	2	31	2	1	2	33	2	1	2	 	2	88
PE091074	3	14	2	5	2	33	2	1	2	 	4	88
PE091074	4	12	1	5	1	33	2	1	2	 	3	88
PE091074	5	10	2	5	1	33	2	1	2	 	1	88
PE091074	6	7	1	5	1	32	2	1	2	 	88	88
PE091075	1	22	2	1	2	34	2	1	1	 	88	2
PE091075	2	45	2	3	2	0	2	1	1	 	88	88
PE091075	3	85	2	13	2	0	2	1	2	 	88	88
PE091075	15	3	1	10	88	88	2	88	88	2	88	88
PE091076	1	33	2	1	2	33	2	1	1	 	2	88
PE091076	2	13	1	5	1	33	2	2	2	 	4	88
PE091076	3	12	1	5	1	33	2	2	2	 	2	88
PE091076	4	7	1	5	1	32	2	2	2	 	88	88
PE091076	15	3	2	5	88	88	2	88	88	2	88	88
PE091077	1	25	2	1	2	33	2	1	1	 	4	88
PE091077	2	25	1	1	2	33	2	1	1	 	4	88
PE091078	1	29	1	1	2	34	2	1	1	 	88	3
PE091078	2	35	2	1	2	34	2	1	1	 	88	2
PE091078	3	8	2	5	1	33	2	2	2	 	2	88
PE091078	4	5	1	5	1	32	2	2	2	 	88	88
PE091079	1	25	1	1	2	33	2	1	1	 	6	88
PE091079	2	22	2	1	2	33	2	1	1	 	6	88
PE091079	3	60	2	3	2	99	2	1	2	 	88	88
PE091079	15	4	2	5	88	88	2	88	88	1	88	88
PE091080	1	35	1	1	2	0	2	2	1	 	88	88
PE091080	2	27	2	1	2	33	2	1	1	 	2	88
PE091080	3	11	2	5	1	33	2	1	2	 	2	88
PE091080	4	8	1	5	1	0	2	2	2	 	88	88
PE091080	5	6	1	5	1	0	2	2	2	 	88	88
PE091080	15	3	2	5	88	88	2	88	88	1	88	88
PE091081	1	24	1	1	2	33	2	1	1	 	4	88
PE091081	2	19	2	1	2	33	2	1	2	 	3	88
PE091081	3	 	2	3	2	99	2	1	2	 	99	99
PE091082	1	30	1	1	2	33	2	1	1	 	6	88
PE091082	2	32	2	1	2	33	2	1	2	 	1	88
PE091082	3	8	1	5	1	33	2	1	2	 	1	88
PE091082	4	5	1	5	2	0	2	1	2	 	88	88
PE091083	1	34	1	1	2	33	2	2	1	 	5	88
PE091083	2	32	2	1	2	33	2	1	1	 	1	88
PE091083	3	13	1	5	1	33	2	2	2	 	6	88
PE091083	4	11	2	5	1	33	2	1	2	 	4	88
PE091083	5	9	2	5	1	33	2	1	2	 	1	88
PE091083	6	7	2	5	1	32	2	2	2	 	88	88
PE091083	15	4	2	5	88	88	2	88	88	2	88	88
PE091084	1	18	2	1	2	33	2	1	1	 	6	88
PE091084	2	21	1	1	2	33	2	1	1	 	6	88
PE091084	3	42	2	3	2	0	2	1	1	 	88	88
PE091084	4	41	1	3	2	33	2	1	1	 	88	1
PE091084	5	11	1	4	1	33	2	1	2	 	4	88
PE091084	6	8	1	4	2	33	2	1	2	 	1	88
PE091084	7	14	2	4	2	33	2	1	1	 	4	88
PE091085	1	29	1	1	2	33	2	1	1	 	6	88
PE091085	2	26	2	1	2	33	2	1	1	 	1	88
PE091085	3	5	1	5	2	0	2	2	2	 	88	88
PE091085	15	4	1	5	88	88	2	88	88	2	88	88
PE091086	1	21	2	1	2	33	2	1	1	 	6	88
PE091086	2	46	1	3	2	33	2	1	2	 	88	2
PE091086	3	44	2	3	2	33	2	1	2	 	88	1
PE091086	4	18	1	4	1	34	2	1	2	 	88	4
PE091086	5	15	1	4	1	34	2	1	2	 	88	2
PE091086	6	13	2	4	1	33	2	1	2	 	6	88
PE091086	7	10	1	4	1	33	2	1	2	 	6	88
PE091086	8	7	2	4	1	33	2	1	2	 	1	88
PE091086	9	74	2	13	2	0	2	1	2	 	88	88
PE091086	15	3	2	4	88	88	2	88	88	2	88	88
PE091087	1	24	1	1	1	34	2	2	1	 	88	2
PE091087	2	23	2	1	2	33	2	1	2	 	1	88
PE091087	3	19	1	4	1	34	2	2	2	 	88	2
PE091087	4	16	1	4	1	34	2	2	2	 	88	1
PE091088	1	23	1	1	2	33	2	1	1	 	4	88
PE091088	2	24	2	1	2	33	2	1	2	 	4	88
PE091088	3	47	1	3	2	33	2	2	1	 	88	4
PE091088	4	49	2	3	2	31	2	1	1	 	88	88
PE091088	5	16	2	4	1	33	2	1	2	 	5	88
PE091088	15	2	2	5	88	88	2	88	88	2	88	88
PE091089	1	33	1	1	2	33	2	1	1	 	4	88
PE091089	2	25	2	1	2	33	2	1	1	 	4	88
PE091089	3	12	1	10	1	33	2	1	2	 	5	88
PE091089	4	10	1	10	1	33	2	1	2	 	2	88
PE091089	5	7	1	10	1	33	2	1	2	 	2	88
PE091090	1	31	1	1	2	33	2	2	1	 	6	88
PE091090	2	25	2	1	2	34	2	1	2	 	88	1
PE091090	3	8	2	5	1	33	2	2	2	 	1	88
PE091091	1	32	2	1	2	33	2	1	1	 	4	88
PE091091	2	34	1	1	2	99	2	1	1	 	99	99
PE091091	3	5	1	5	1	0	2	1	2	 	88	88
PE091092	1	39	1	1	2	0	2	1	1	 	88	88
PE091092	2	30	2	1	2	0	2	1	2	 	88	88
PE091092	3	9	2	5	1	33	2	1	2	 	3	88
PE091092	4	7	2	5	1	0	2	1	2	 	88	88
PE091092	5	5	1	5	1	0	2	2	2	 	88	88
PE091093	1	22	1	1	2	33	2	1	1	 	6	88
PE091093	2	22	2	1	2	0	2	1	2	 	88	88
PE091094	1	28	2	1	2	33	2	1	1	 	2	88
PE091094	2	5	2	5	1	0	2	2	2	 	88	88
PE091094	3	66	1	3	2	0	2	1	1	 	88	88
PE091094	4	64	2	3	2	0	2	1	1	 	88	88
PE091094	5	13	2	4	2	33	2	1	1	 	2	88
PE091094	15	4	1	5	88	88	2	88	88	1	88	88
PE091095	1	43	2	1	2	0	2	1	2	 	88	88
PE091095	2	53	1	1	2	33	2	1	1	 	88	2
PE091095	3	17	1	5	2	33	2	1	1	 	6	88
PE091095	4	12	1	5	1	33	2	1	2	 	5	88
PE091095	5	7	2	5	1	33	2	1	2	 	1	88
PE091095	6	22	2	5	2	33	2	2	2	 	4	88
PE091096	1	22	1	1	2	33	2	2	1	 	6	88
PE091096	2	23	2	1	2	33	2	1	2	 	3	88
PE091096	3	39	2	3	2	33	2	2	2	 	2	88
PE091096	4	14	2	4	1	33	2	2	2	 	2	88
PE091096	5	12	2	4	1	33	2	2	2	 	3	88
PE091096	6	8	1	4	1	32	2	2	2	 	88	88
PE091096	7	5	2	4	2	0	2	2	2	 	88	88
PE091096	15	2	1	4	88	88	2	88	88	2	88	88
PE091097	1	19	1	1	2	33	2	1	1	 	6	88
PE091097	2	19	2	1	2	33	2	2	2	 	1	88
PE091098	1	34	1	1	2	33	2	2	1	 	4	88
PE091098	2	25	2	1	2	33	2	1	2	 	3	88
PE091098	3	8	1	5	1	33	2	2	2	 	2	88
PE091098	4	6	1	5	1	33	2	2	2	 	1	88
PE091098	15	3	1	5	88	88	2	88	88	2	88	88
PE091099	1	42	2	1	2	33	2	1	1	 	88	2
PE091099	2	40	1	1	2	33	2	1	1	 	88	2
PE091099	3	19	1	5	2	33	2	1	1	 	5	88
PE091099	4	17	2	5	2	33	2	1	1	 	5	88
PE091099	5	15	1	5	2	33	2	1	1	 	6	88
PE091099	6	12	2	5	1	33	2	1	2	 	5	88
PE091099	7	9	2	5	1	33	2	1	2	 	2	88
PE091099	8	7	2	5	1	33	2	1	2	 	1	88
PE091099	15	4	2	5	88	88	2	88	88	2	88	88
PE091099	16	3	1	5	88	88	2	88	88	2	88	88
PE091100	1	31	2	1	2	33	2	1	1	 	2	88
PE091100	2	23	1	1	2	0	2	1	1	 	88	88
PE091100	15	3	1	5	88	88	2	88	88	2	88	88
PE091101	1	56	1	1	2	0	2	2	1	 	88	88
PE091101	2	43	2	1	2	0	2	1	1	 	88	88
PE091101	3	 	2	5	2	33	2	1	1	 	2	88
PE091101	4	15	2	5	2	33	2	1	2	 	2	88
PE091101	5	12	2	5	1	33	2	1	2	 	4	88
PE091101	6	9	1	5	1	33	2	1	2	 	2	88
PE091102	1	 	1	1	2	0	2	1	1	 	88	88
PE091102	2	 	2	1	2	0	2	1	2	 	88	88
PE091102	15	2	2	5	88	88	2	88	88	2	88	88
PE091103	1	36	1	1	2	0	2	1	1	 	88	88
PE091103	2	32	2	1	2	0	2	1	1	 	88	88
PE091103	3	 	2	5	1	33	2	1	2	 	99	88
PE091103	4	 	2	5	1	33	2	1	2	 	99	88
PE091103	5	 	2	5	1	33	2	1	2	 	99	88
PE101001	1	40	2	1	2	36	2	1	1	 	88	3
PE101001	2	12	2	5	1	33	2	1	2	 	6	88
PE101002	1	17	2	1	2	34	2	1	1	 	88	1
PE101002	2	21	1	1	2	34	2	1	1	 	88	5
PE101002	3	44	2	3	2	33	2	1	1	 	88	5
PE101002	4	24	1	4	2	36	2	1	2	 	88	3
PE101002	5	20	1	4	2	34	2	1	2	 	88	4
PE101002	6	15	1	4	1	33	2	1	2	 	5	88
PE101002	7	8	2	4	1	33	2	1	2	 	2	88
PE101003	1	39	1	1	2	38	2	1	1	 	88	7
PE101003	2	30	2	1	1	37	2	1	2	 	88	3
PE101003	3	65	2	3	2	36	2	1	2	 	88	3
PE101004	1	40	2	1	2	36	2	1	1	 	88	3
PE101004	2	42	1	1	2	37	2	1	1	 	88	2
PE101004	3	75	1	3	2	36	2	1	2	 	88	3
PE101004	4	66	2	3	2	33	2	1	2	 	88	5
PE101004	5	15	2	5	1	34	2	1	2	 	4	88
PE101005	1	28	1	1	2	37	2	1	1	 	88	3
PE101005	2	20	2	1	2	35	2	1	1	 	88	2
PE101006	1	25	2	1	2	35	2	1	2	 	88	2
PE101006	2	34	1	1	2	37	2	1	1	 	88	5
PE101006	3	7	1	5	1	0	2	1	2	 	88	88
PE101007	1	34	1	1	2	38	2	1	1	 	88	6
PE101007	2	25	2	1	2	36	2	1	2	 	88	3
PE101007	3	60	1	3	2	38	2	2	2	 	88	6
PE101007	4	55	2	3	2	38	2	1	2	 	88	6
PE101007	5	32	2	4	2	36	2	2	2	 	88	5
PE101007	6	29	2	4	2	38	2	2	2	 	88	5
PE101007	7	23	2	4	1	37	2	2	2	 	88	3
PE101007	8	30	1	4	1	38	2	2	2	 	88	5
PE101007	15	4	2	6	88	88	2	88	88	1	88	88
PE101008	1	23	2	1	2	34	2	1	1	 	88	3
PE101008	2	23	1	1	2	34	2	1	1	 	88	5
PE101008	3	43	1	3	2	34	2	1	1	 	88	5
PE101008	4	38	2	3	2	34	2	1	1	 	88	1
PE101008	5	16	2	4	2	34	2	1	2	 	88	3
PE101008	15	4	1	5	88	88	2	88	88	2	88	88
PE101009	1	37	1	1	2	35	2	1	1	 	88	5
PE101009	2	35	2	1	2	35	2	1	1	 	88	5
PE101009	3	12	1	5	1	33	2	1	2	 	5	88
PE101009	4	10	2	5	1	33	2	1	2	 	3	88
PE101009	5	6	2	5	1	32	2	1	2	 	88	88
PE101010	1	26	2	1	1	37	2	1	1	 	88	4
PE101010	2	27	1	1	2	37	2	1	1	 	88	2
PE101010	3	56	1	3	2	38	2	1	1	 	88	5
PE101010	4	50	2	3	2	36	2	1	1	 	88	3
PE101010	5	21	2	4	1	37	2	1	1	 	88	2
PE101011	1	26	1	1	2	38	2	1	1	 	88	5
PE101011	2	25	2	1	2	38	2	1	2	 	88	5
PE101011	3	57	2	3	2	35	2	1	1	 	88	1
PE101011	4	35	1	4	2	37	2	1	2	 	88	2
PE101012	1	25	1	1	2	34	2	1	1	 	88	3
PE101012	2	20	2	1	2	34	2	1	1	 	88	3
PE101012	3	18	2	4	1	34	2	1	2	 	88	3
PE101012	4	45	2	3	2	33	2	1	2	 	88	5
PE101012	5	22	1	4	1	37	2	1	1	 	88	2
PE101013	1	34	2	1	2	37	1	1	1	 	88	3
PE101013	2	58	2	3	2	35	1	1	2	 	88	3
PE101013	3	31	2	4	2	35	2	1	2	 	88	3
PE101013	4	25	2	4	2	38	2	1	2	 	88	6
PE101013	5	22	1	4	2	35	2	1	2	 	88	1
PE101013	6	13	1	6	1	33	2	1	2	 	6	88
PE101013	7	30	2	4	1	35	2	1	2	 	88	1
PE101014	1	31	1	1	1	37	2	1	1	 	88	1
PE101014	2	36	2	1	2	38	2	1	1	 	88	5
PE101014	3	66	2	3	2	33	2	1	2	 	88	5
PE101014	4	5	1	5	1	0	2	2	2	 	88	88
PE101014	15	3	1	5	88	88	2	88	88	1	88	88
PE101014	16	2	2	5	88	88	2	88	88	2	88	88
PE101015	1	37	1	13	2	36	2	1	1	 	88	3
PE101015	2	41	2	13	2	38	2	1	1	 	88	5
PE101016	1	38	1	1	2	33	2	1	1	 	88	5
PE101016	2	38	2	1	2	34	2	1	2	 	88	1
PE101016	3	15	2	5	1	34	2	1	2	 	88	2
PE101016	4	14	2	5	1	33	2	1	2	 	6	88
PE101016	5	11	2	5	1	33	2	1	2	 	4	88
PE101016	6	10	2	5	1	33	2	1	2	 	3	88
PE101016	7	7	1	5	1	32	2	2	2	 	88	88
PE101016	15	3	2	5	88	88	2	88	88	4	88	88
PE101017	1	35	1	1	2	36	2	1	1	 	88	3
PE101017	2	34	2	1	2	37	2	1	1	 	88	1
PE101018	1	25	1	1	1	37	2	1	1	 	88	1
PE101018	2	27	2	1	2	36	2	1	2	 	88	5
PE101019	1	29	1	1	2	37	2	1	1	 	88	5
PE101019	2	28	2	1	2	36	2	1	1	 	88	5
PE101019	3	52	1	3	2	33	2	1	1	 	88	5
PE101019	4	50	2	3	2	33	2	1	1	 	88	2
PE101019	5	26	2	4	2	36	2	1	2	 	88	3
PE101019	6	22	1	4	1	37	2	1	2	 	88	2
PE101019	7	15	2	4	1	34	2	1	2	 	88	3
PE101019	8	12	2	4	1	34	2	1	2	 	88	1
PE101019	9	12	1	4	1	34	2	1	2	 	88	1
PE101020	1	28	1	1	1	37	2	1	1	 	88	1
PE101020	2	28	2	1	2	37	2	1	1	 	88	4
PE101020	15	3	1	5	88	88	2	88	88	2	88	88
PE101021	1	41	1	1	2	36	2	1	1	 	88	4
PE101021	2	28	2	1	2	34	2	1	1	 	88	5
PE101021	3	5	1	5	1	0	2	1	2	 	88	88
PE101021	15	3	2	5	88	88	2	88	88	2	88	88
PE101022	1	32	2	1	2	33	2	1	1	 	3	88
PE101022	2	35	1	1	2	37	2	1	1	 	88	2
PE101022	3	11	2	10	1	33	2	1	2	 	6	88
PE101022	15	4	1	5	88	88	2	88	88	2	88	88
PE101023	1	28	1	1	2	36	2	1	1	 	88	3
PE101023	2	23	2	1	2	36	2	1	2	 	88	3
PE101024	1	31	1	1	2	38	2	1	1	 	88	7
PE101024	2	28	2	1	2	34	2	1	2	 	88	5
PE101024	3	6	2	5	1	32	2	1	2	 	88	88
PE101024	4	58	1	3	2	38	2	1	1	 	88	5
PE101024	5	53	2	3	2	38	2	1	1	 	88	5
PE101025	1	25	2	1	2	36	2	1	2	 	88	3
PE101025	2	34	1	1	2	38	2	1	1	 	88	5
PE101025	3	55	1	3	2	36	2	1	1	 	88	3
PE101026	1	25	2	1	2	33	2	1	2	 	2	88
PE101026	2	27	1	1	2	34	2	1	1	 	88	5
PE101026	15	4	2	5	88	88	2	88	88	1	88	88
PE101026	16	3	2	5	88	88	2	88	88	1	88	88
PE101027	1	36	2	1	2	34	2	1	1	 	88	2
PE101027	2	40	1	1	2	34	2	1	1	 	88	5
PE101027	3	15	2	5	1	34	2	1	2	 	88	1
PE101027	4	12	2	5	1	33	2	1	2	 	5	88
PE101028	1	19	2	1	1	37	2	1	2	 	88	1
PE101028	2	43	1	3	2	36	2	1	1	 	88	3
PE101028	3	40	2	3	2	36	2	1	2	 	88	5
PE101028	4	21	1	4	1	35	2	1	2	 	88	3
PE101028	5	15	2	4	1	34	2	1	2	 	88	3
PE101028	15	2	1	4	88	88	2	88	88	2	88	88
PE101029	1	25	1	1	2	36	2	2	1	 	88	3
PE101029	2	21	2	1	2	35	2	1	2	 	88	2
PE101029	3	57	1	3	2	36	2	2	1	 	88	3
PE101029	4	53	2	3	2	34	2	1	2	 	88	3
PE101029	5	27	1	4	2	34	2	2	2	 	88	2
PE101029	6	27	2	4	2	33	2	1	2	 	6	88
PE101029	7	8	1	6	1	33	2	1	2	 	1	88
PE101029	8	5	1	6	1	0	2	2	2	 	88	88
PE101029	9	25	2	4	1	35	2	2	2	 	88	2
PE101029	10	33	1	4	2	36	2	2	2	 	88	5
PE101029	11	5	1	6	1	0	2	2	2	 	88	88
PE101029	12	23	1	4	1	36	2	2	2	 	88	3
PE101029	15	3	1	6	88	88	2	88	88	2	88	88
PE101030	1	23	2	1	2	36	2	1	2	 	88	3
PE101030	2	46	1	3	2	34	2	2	1	 	88	5
PE101030	3	40	2	3	2	34	2	1	1	 	88	5
PE101030	4	22	1	4	1	35	2	2	2	 	88	3
PE101030	5	20	2	4	1	36	2	1	2	 	88	2
PE101031	1	33	1	1	2	34	2	1	1	 	88	3
PE101031	2	42	2	1	2	38	2	1	1	 	88	5
PE101031	3	22	1	10	1	37	2	1	2	 	88	6
PE101031	4	7	2	5	1	33	2	1	2	 	1	88
PE101032	1	20	2	1	2	33	2	1	1	 	3	88
PE101032	2	23	1	1	2	33	2	1	1	 	4	88
PE101033	1	32	1	1	2	36	2	1	1	 	88	2
PE101033	2	30	2	1	2	34	2	1	2	 	88	3
PE101034	1	30	1	1	2	34	2	1	1	 	88	5
PE101034	2	30	2	1	2	34	2	1	1	 	88	5
PE101034	15	2	1	5	88	88	1	88	88	2	88	88
PE101035	1	26	1	1	2	36	2	1	1	 	88	3
PE101035	2	22	2	1	2	35	2	1	2	 	88	2
PE101036	1	47	1	1	2	34	2	1	1	 	88	5
PE101036	2	38	2	1	2	36	2	1	2	 	88	3
PE101036	3	13	1	10	1	34	2	1	2	 	88	1
PE101036	4	11	2	10	1	33	2	1	2	 	4	88
PE101037	1	42	1	1	2	34	2	1	1	 	88	5
PE101037	2	37	2	1	2	34	2	1	1	 	88	5
PE101037	3	16	2	5	1	34	2	1	2	 	88	4
PE101037	4	14	2	5	1	34	2	1	2	 	88	2
PE101038	1	29	2	1	2	35	2	1	1	 	88	3
PE101038	2	62	1	3	2	33	2	2	2	 	88	2
PE101038	3	58	2	3	2	33	2	2	2	 	88	2
PE101038	4	25	2	4	2	34	2	2	2	 	88	5
PE101038	5	23	2	4	2	36	2	2	2	 	88	5
PE101038	6	21	2	4	1	35	2	2	2	 	88	3
PE101038	7	19	1	4	1	35	2	2	2	 	88	4
PE101038	8	16	2	4	1	34	2	2	2	 	88	4
PE101038	15	1	1	6	88	88	1	88	88	2	88	88
PE101039	1	33	2	1	2	35	2	1	2	 	88	2
PE101039	2	25	1	1	2	34	2	1	1	 	88	3
PE101039	3	15	2	10	1	34	2	1	2	 	4	88
PE101039	4	10	1	5	1	33	2	1	2	 	4	88
PE101039	5	88	1	13	2	0	2	1	2	 	88	88
PE101039	15	3	2	5	88	88	2	88	88	1	88	88
PE101040	1	23	2	1	2	34	2	1	1	 	88	5
PE101040	2	27	1	1	2	35	2	1	1	 	88	2
PE101040	15	3	1	5	88	88	2	88	88	4	88	88
PE101041	1	30	1	1	1	37	2	1	1	 	88	2
PE101041	2	24	2	1	2	36	2	1	1	 	88	3
PE101041	3	65	1	3	2	34	2	1	2	 	88	5
PE101041	4	65	2	3	2	34	2	1	2	 	88	5
PE101041	5	25	1	4	2	36	2	1	2	 	88	5
PE101041	6	34	1	4	1	38	2	1	2	 	88	5
PE101042	1	37	2	1	2	36	2	1	1	 	88	3
PE101042	2	68	1	3	2	36	2	1	1	 	88	3
PE101042	3	70	2	3	2	33	2	1	1	 	88	5
PE101042	4	41	2	4	2	36	2	1	1	 	99	99
PE101042	5	48	1	4	2	38	2	2	1	 	88	5
PE101042	6	12	2	6	1	33	2	2	2	 	5	88
PE101042	7	10	2	6	1	33	2	2	2	 	3	88
PE101042	15	4	1	5	88	88	2	88	88	1	88	88
PE101042	16	3	2	6	88	88	2	88	88	2	88	88
PE101043	1	19	2	1	2	34	2	1	2	 	88	2
PE101043	2	38	2	3	2	33	2	1	1	 	88	5
PE101043	3	30	1	13	2	34	2	2	2	 	88	5
PE101043	4	15	1	4	1	34	2	1	2	 	88	1
PE101043	5	10	2	4	1	33	2	1	2	 	3	88
PE101044	1	21	1	1	2	34	2	1	1	 	88	2
PE101044	2	18	2	1	2	34	2	1	1	 	88	2
PE101045	1	24	2	1	2	36	2	1	2	 	88	3
PE101045	2	56	1	3	2	34	2	1	1	 	88	3
PE101045	3	54	2	3	2	33	2	1	1	 	88	3
PE101045	4	33	1	4	2	36	2	1	1	 	88	3
PE101045	5	30	1	4	2	36	2	1	2	 	88	3
PE101045	6	27	1	4	2	34	2	1	1	 	88	5
PE101045	7	14	1	4	1	34	2	1	2	 	88	2
PE101046	1	23	1	1	1	35	2	1	2	 	88	2
PE101046	2	19	2	1	1	35	2	1	2	 	88	1
