CHILDID	ACTID	ACTYEST	WHOACT	CHOICE
VN080015	2	2	1	0
VN080015	3	10	1	1
VN080015	4	12	1	1
VN080016	1	1	11	0
VN080016	2	2	2	0
VN080016	3	10	12	1
VN080016	4	12	2	1
VN080017	1	10	9	1
VN080018	1	1	11	1
VN080018	2	2	2	1
VN080018	3	10	11	1
VN080018	4	12	2	1
VN080019	1	1	1	0
VN080019	2	2	1	0
VN080019	3	10	1	1
VN080019	4	12	1	1
VN080020	1	1	1	0
VN080020	2	2	1	0
VN080020	3	10	2	1
VN080020	4	12	2	1
VN080021	1	1	1	0
VN080021	2	2	1	0
VN080021	3	10	1	1
VN080022	1	1	11	0
VN080022	2	2	1	1
VN080022	3	10	12	1
VN080022	4	12	2	1
VN080024	1	1	11	0
VN080024	2	2	1	0
VN080024	3	10	9	1
VN080024	4	12	1	1
VN080025	1	1	1	0
VN080025	2	2	1	0
VN080025	3	10	12	1
VN080025	4	12	1	1
VN080026	1	1	5	0
VN080026	2	12	1	1
VN080026	3	10	9	1
VN080027	1	1	11	0
VN080027	2	12	2	1
VN080027	3	10	11	1
VN080029	1	1	11	0
VN080029	2	2	6	0
VN080029	3	10	6	1
VN080030	1	1	11	1
VN080030	2	10	2	1
VN080030	3	2	2	1
VN080030	4	12	2	1
VN080031	1	1	1	0
VN080031	2	10	12	1
VN080031	3	12	1	1
VN080032	1	1	2	0
VN080032	2	2	2	0
VN080032	3	10	12	1
VN080032	4	12	12	1
VN080033	1	1	1	0
VN080033	2	10	12	1
VN080033	3	12	1	1
VN080034	1	1	1	0
VN080034	2	10	12	1
VN080034	3	12	1	1
VN080035	1	1	11	0
VN080035	2	2	1	0
VN080035	3	10	12	1
VN080035	4	12	1	1
VN080036	1	1	11	0
VN080036	2	10	6	1
VN080036	3	12	6	1
VN080037	1	1	1	0
VN080037	2	2	1	0
VN080037	3	10	12	1
VN080037	4	12	12	1
VN080038	1	10	1	1
VN080038	2	12	1	1
VN080039	1	1	11	1
VN080039	2	2	2	1
VN080039	3	12	2	1
VN080040	1	1	11	1
VN080040	2	2	2	1
VN080040	3	10	2	1
VN080040	4	12	2	1
VN080041	1	1	1	0
VN080041	2	10	12	1
VN080041	3	12	1	1
VN080042	1	1	11	0
VN080042	2	2	6	0
VN080042	3	10	6	1
VN080042	4	12	1	1
VN080045	1	1	11	0
VN080045	2	2	1	0
VN080045	3	10	9	1
VN080045	4	12	1	1
VN080046	1	10	3	1
VN080046	2	12	1	1
VN080047	1	1	1	0
VN080047	2	10	12	1
VN080047	3	12	12	1
VN080048	1	10	11	1
VN080048	2	12	6	1
VN080049	1	1	11	0
VN080049	2	10	11	1
VN080050	1	1	11	0
VN080050	2	12	1	1
VN080050	3	23	12	0
VN080051	1	1	11	1
VN080051	2	2	2	1
VN080051	3	12	6	1
VN080051	4	10	6	1
VN080052	1	1	11	1
VN080052	2	2	2	1
VN080052	3	12	2	1
VN080052	4	10	3	1
VN080053	1	1	1	0
VN080053	2	10	1	1
VN080053	3	12	1	1
VN080055	1	10	1	1
VN080056	1	10	9	1
VN080058	1	1	11	1
VN080058	2	2	6	1
VN080058	3	10	2	1
VN080058	4	12	2	1
VN080059	1	1	11	0
VN080059	2	2	1	0
VN080059	3	10	10	1
VN080059	4	12	2	1
VN080060	1	1	11	0
VN080060	2	2	1	0
VN080060	3	10	9	1
VN080060	4	12	6	1
VN080061	1	1	11	1
VN080061	2	10	2	1
VN080061	3	2	1	2
VN080062	1	1	11	1
VN080062	2	10	2	1
VN080062	3	12	2	1
VN080064	1	10	10	1
VN080064	2	22	12	1
VN080065	1	1	1	0
VN080065	2	2	6	0
VN080065	3	10	12	1
VN080066	1	1	10	0
VN080066	2	22	2	1
VN080066	3	12	6	1
VN080067	1	1	1	0
VN080067	2	2	1	0
VN080067	3	10	12	1
VN080067	4	12	12	2
VN080068	1	10	2	1
VN080069	1	1	10	0
VN080069	2	10	10	1
VN080069	3	12	2	1
VN080070	1	1	4	0
VN080070	2	2	4	0
VN080070	3	10	12	1
VN080070	4	12	12	1
VN080071	1	1	4	0
VN080071	2	10	99	1
VN080071	3	2	4	0
VN080072	1	19	1	0
VN080072	2	12	1	1
VN080073	1	1	5	0
VN080073	2	2	1	1
VN080073	3	10	11	1
VN080073	4	12	2	1
VN080075	1	1	1	0
VN080075	2	2	2	1
VN080075	3	10	2	1
VN080076	1	1	1	1
VN080076	2	2	1	1
VN080076	3	12	1	1
VN080076	4	10	1	1
VN080078	1	1	11	0
VN080078	2	2	1	0
VN080078	3	10	9	1
VN080078	4	12	1	1
VN080079	1	1	11	0
VN080079	2	2	1	0
VN080079	3	10	10	1
VN080079	4	12	1	1
VN080080	1	10	3	1
VN080080	2	20	3	0
VN080081	1	1	10	0
VN080081	2	10	6	1
VN080081	3	12	2	1
VN080082	1	1	11	1
VN080082	2	2	12	1
VN080082	3	17	2	1
VN080082	4	12	2	1
VN080083	1	1	11	1
VN080083	2	10	11	1
VN080083	3	12	1	1
VN080084	1	1	99	0
VN080084	2	10	99	1
VN080084	3	12	1	1
VN080085	1	1	4	0
VN080085	2	10	99	1
VN080085	3	12	5	1
VN080086	1	23	1	1
VN080086	2	12	6	1
VN080087	1	1	11	0
VN080087	2	2	1	0
VN080087	3	10	10	1
VN080087	4	12	6	1
VN080088	1	10	6	1
VN080088	2	1	11	1
VN080088	3	12	12	1
VN080090	1	1	99	0
VN080090	2	10	99	1
VN080090	3	12	2	1
VN080090	4	22	99	1
VN080091	1	1	11	1
VN080091	2	2	2	1
VN080091	3	10	2	1
VN080091	4	12	2	1
VN080092	1	1	11	1
VN080092	2	2	1	1
VN080092	3	12	6	0
VN080093	1	1	10	0
VN080093	2	2	1	0
VN080093	3	12	12	1
VN080094	1	1	1	0
VN080094	2	2	1	0
VN080094	3	10	12	1
VN080094	4	12	1	1
VN080094	5	18	1	0
VN080095	1	1	11	1
VN080095	2	2	1	1
VN080095	3	12	12	1
VN080096	1	10	2	1
VN080096	2	12	2	1
VN080097	1	10	3	1
VN080097	2	12	3	1
VN080098	1	10	3	0
VN080098	2	12	3	1
VN080099	1	2	1	0
VN080099	2	10	12	1
VN080100	1	10	3	1
VN080100	2	12	6	1
VN080104	1	1	11	1
VN080104	2	2	2	1
VN080104	3	10	2	1
VN080104	4	12	2	1
VN080107	1	1	1	0
VN080107	2	2	1	0
VN080107	3	10	12	1
VN080107	4	12	12	1
VN080115	1	1	11	0
VN080115	2	10	9	1
VN080115	3	2	1	0
VN080115	4	12	6	1
VN080119	1	1	11	0
VN080119	2	2	1	0
VN080119	3	10	10	1
VN080119	4	12	1	1
VN080120	1	10	2	1
VN080120	2	12	2	1
VN080124	1	10	1	1
VN080132	1	1	11	1
VN080132	2	2	6	1
VN080132	3	10	11	1
VN080132	4	12	2	1
VN080142	1	1	11	1
VN080142	2	2	1	0
VN080142	3	12	2	1
VN080142	4	10	12	1
VN080150	1	10	1	1
VN080150	2	12	1	1
VN080154	1	1	1	0
VN080154	2	10	4	1
VN080154	3	12	4	1
VN080162	1	1	1	0
VN080162	2	12	1	1
VN080162	3	10	2	1
VN080162	4	17	2	0
VN080165	1	23	3	1
VN080165	2	12	6	1
VN090001	1	1	11	1
VN090001	2	17	1	1
VN090002	1	1	5	0
VN090002	2	17	7	1
VN090003	1	1	11	0
VN090003	2	10	11	1
VN090004	1	1	5	0
VN090004	2	17	3	1
VN090005	1	1	5	0
VN090005	2	12	12	1
VN090005	3	3	7	1
VN090006	1	1	11	99
VN090006	2	12	6	99
VN090006	3	17	6	2
VN090007	1	1	11	1
VN090007	2	2	6	0
VN090007	3	10	11	1
VN090008	1	1	11	1
VN090008	2	17	6	1
VN090008	3	12	6	1
VN090009	1	10	11	1
VN090009	2	1	11	0
VN090010	1	1	11	1
VN090010	2	17	6	1
VN090011	1	1	11	1
VN090011	2	17	11	1
VN090012	1	1	5	0
VN090012	2	10	11	1
VN090013	1	1	11	1
VN090013	2	17	9	1
VN090014	1	1	11	0
VN090014	2	17	8	1
VN090015	1	1	11	1
VN090015	2	10	11	1
VN090015	3	12	6	1
VN090016	1	10	11	1
VN090016	2	12	2	1
VN090016	3	17	6	1
VN090017	1	1	1	1
VN090017	2	10	8	1
VN090018	1	17	6	1
VN090018	2	10	9	1
VN090019	1	10	11	1
VN090019	2	12	6	1
VN090019	3	22	12	1
VN090020	1	1	5	1
VN090020	2	10	11	1
VN090020	3	12	12	1
VN090021	1	1	11	1
VN090021	2	10	2	1
VN090023	1	1	11	0
VN090023	2	10	11	1
VN090023	3	17	8	1
VN090023	4	12	2	1
VN090024	1	1	11	1
VN090024	2	17	6	1
VN090025	1	1	11	1
VN090025	2	10	11	1
VN090025	3	12	2	1
VN090025	4	21	1	1
VN090026	1	1	5	1
VN090026	2	17	7	1
VN090026	3	10	11	1
VN090027	1	1	11	1
VN090027	2	3	7	2
VN090027	3	10	7	1
VN090028	1	1	5	0
VN090028	2	10	11	1
VN090028	3	12	4	1
VN090029	1	1	5	0
VN090029	2	3	6	1
VN090029	3	17	7	1
VN090031	1	1	11	0
VN090031	2	10	11	1
VN090031	3	12	1	1
VN090031	4	22	12	1
VN090032	1	1	11	1
VN090032	2	10	2	1
VN090033	1	10	11	1
VN090033	2	22	12	1
VN090034	1	1	1	1
VN090034	2	17	1	1
VN090035	1	1	11	0
VN090035	2	10	11	1
VN090035	3	22	12	1
VN090036	1	10	11	1
VN090036	2	17	7	1
VN090037	1	1	11	1
VN090037	2	11	11	1
VN090037	3	17	6	1
VN090038	1	1	11	1
VN090038	2	10	6	1
VN090039	1	10	11	1
VN090039	2	22	6	1
VN090042	1	1	9	1
VN090042	2	17	7	1
VN090042	3	10	11	1
VN090043	1	1	10	1
VN090043	2	10	11	1
VN090043	3	17	7	1
VN090044	1	1	11	1
VN090044	2	10	11	1
VN090044	3	17	7	1
VN090045	1	10	11	1
VN090045	2	17	7	1
VN090046	1	10	11	1
VN090046	2	20	2	1
VN090047	1	1	9	1
VN090047	2	10	11	1
VN090047	3	17	7	1
VN090048	1	10	11	1
VN090048	2	17	7	1
VN090049	1	1	11	0
VN090049	2	10	11	1
VN090049	3	17	7	1
VN090050	1	1	9	1
VN090050	2	17	7	1
VN090050	3	10	11	1
VN090051	1	1	10	1
VN090051	2	10	11	1
VN090051	3	17	7	1
VN090052	1	3	7	1
VN090052	2	10	11	1
VN090053	1	1	10	1
VN090053	2	10	11	1
VN090054	1	10	11	1
VN090054	2	22	2	1
VN090056	1	10	10	2
VN090057	1	1	11	1
VN090057	2	10	6	1
VN090058	1	17	6	1
VN090058	2	10	11	1
VN090059	1	10	11	1
VN090059	2	17	6	1
VN090060	1	10	11	1
VN090060	2	17	6	1
VN090061	1	1	11	0
VN090061	2	10	11	1
VN090061	3	17	7	1
VN090062	1	10	11	1
VN090062	2	17	7	1
VN090063	1	10	11	1
VN090063	2	17	7	1
VN090063	3	22	12	1
VN090066	1	1	11	1
VN090066	2	10	6	1
VN090067	1	1	11	1
VN090067	2	3	7	1
VN090067	3	10	11	1
VN090068	1	10	11	1
VN090068	2	17	6	1
VN090069	1	10	11	1
VN090069	2	17	7	1
VN090070	1	10	11	1
VN090070	2	12	6	1
VN090071	1	10	11	1
VN090072	1	17	7	1
VN090072	2	10	11	1
VN090073	1	1	11	1
VN090073	2	10	6	1
VN090074	1	1	11	0
VN090074	2	10	11	1
VN090074	3	17	7	1
VN090074	4	22	12	1
VN090075	1	10	11	1
VN090075	2	17	8	1
VN090076	1	17	7	1
VN090076	2	10	11	1
VN090078	1	1	10	1
VN090078	2	10	11	1
VN090079	1	1	10	1
VN090079	2	10	11	1
VN090079	3	17	6	1
VN090080	1	1	10	1
VN090080	2	10	11	1
VN090080	3	17	7	1
VN090081	1	20	6	1
VN090081	2	10	11	1
VN090081	3	22	12	1
VN090082	1	1	11	0
VN090082	2	10	11	1
VN090082	3	22	12	1
VN090084	1	10	11	1
VN090084	2	22	12	1
VN090085	1	1	11	1
VN090085	2	3	7	2
VN090085	3	10	11	1
VN090086	1	1	11	1
VN090086	2	3	7	1
VN090086	3	5	6	1
VN090086	4	7	11	1
VN090087	1	1	5	0
VN090087	2	10	11	1
VN090087	3	17	7	1
VN090088	1	10	11	1
VN090088	2	22	12	1
VN090090	1	17	7	1
VN090090	2	10	11	1
VN090091	1	17	7	1
VN090091	2	10	11	1
VN090092	1	1	11	0
VN090092	2	10	11	1
VN090092	3	22	12	1
VN090093	1	1	11	0
VN090093	2	10	11	1
VN090093	3	22	12	1
VN090094	1	1	11	1
VN090094	2	3	7	1
VN090094	3	10	10	1
VN090095	1	1	10	1
VN090095	2	17	7	1
VN090097	1	1	10	1
VN090097	2	12	12	1
VN090097	3	10	11	1
VN090098	1	1	11	1
VN090098	2	10	11	1
VN090099	1	1	11	1
VN090099	2	10	6	1
VN090100	1	10	11	1
VN090100	2	17	7	1
VN090101	1	17	7	1
VN090101	2	10	11	1
VN090101	3	1	11	0
VN090101	4	12	2	1
VN090102	1	1	11	0
VN090102	2	10	11	1
VN090102	3	12	2	1
VN090105	1	1	10	1
VN090105	2	10	11	1
VN090106	1	10	11	1
VN090106	2	17	7	1
VN090106	3	22	12	1
VN090120	1	1	11	0
VN090120	2	10	11	1
VN090121	1	10	11	1
VN090121	2	17	7	1
VN090125	1	1	10	1
VN090125	2	10	11	1
VN090125	3	17	6	1
VN100002	1	1	11	1
VN100002	2	12	2	1
VN100002	3	10	11	1
VN100002	4	22	12	1
VN100003	1	1	11	1
VN100003	2	10	11	1
VN100003	3	12	6	1
VN100004	1	1	11	1
VN100004	2	10	11	1
VN100004	3	12	2	1
VN100004	4	22	12	1
VN100006	1	10	11	1
VN100006	2	17	7	1
VN100006	3	12	6	1
VN100007	1	1	11	1
VN100007	2	17	6	1
VN100007	3	10	11	1
VN100007	4	12	1	1
VN100008	1	1	5	1
VN100008	2	10	10	1
VN100009	1	10	11	1
VN100009	2	22	11	1
VN100010	1	1	11	1
VN100010	2	10	11	1
VN100010	3	12	6	1
VN100011	1	1	11	0
VN100011	2	17	7	1
VN100011	3	10	11	1
VN100012	1	1	11	1
VN100012	2	10	11	1
VN100012	3	12	6	1
VN100013	1	1	11	1
VN100013	2	3	7	1
VN100013	3	12	12	1
VN100013	4	10	11	1
VN100014	1	1	11	1
VN100014	2	10	11	1
VN100014	3	12	6	1
VN100015	1	1	11	1
VN100015	2	17	9	1
VN100015	3	10	11	1
VN100015	4	12	1	1
VN100016	1	1	10	1
VN100016	2	10	11	1
VN100016	3	12	12	1
VN100017	1	1	10	1
VN100017	2	10	11	1
VN100017	3	12	1	1
VN100018	1	1	9	1
VN100018	2	10	11	1
VN100020	1	1	11	1
VN100020	2	10	11	1
VN100020	3	12	12	1
VN100022	1	1	11	1
VN100022	2	10	11	1
VN100022	3	12	1	1
VN100024	1	1	11	1
VN100024	2	12	6	1
VN100024	3	22	7	1
VN100025	1	1	11	0
VN100025	2	10	11	1
VN100025	3	22	12	1
VN100026	1	1	10	1
VN100026	2	17	9	1
VN100026	3	12	1	1
VN100027	1	1	11	1
VN100027	2	10	11	1
VN100029	1	1	11	1
VN100029	2	10	11	1
VN100030	1	1	11	0
VN100030	2	10	11	1
VN100030	3	12	6	1
VN100031	1	1	11	0
VN100031	2	10	11	1
VN100031	3	12	6	1
VN100032	1	1	11	0
VN100032	2	10	11	1
VN100032	3	12	7	1
VN100032	4	3	12	0
VN100033	1	1	11	1
VN100033	2	10	11	1
VN100033	3	12	6	1
VN100035	1	1	11	1
VN100035	2	17	7	1
VN100035	3	12	12	1
VN100036	1	1	11	1
VN100036	2	10	11	1
VN100036	3	12	3	1
VN100038	1	1	11	1
VN100038	2	17	7	1
VN100038	3	10	11	1
VN100039	1	1	11	1
VN100039	2	10	11	1
VN100040	1	1	11	0
VN100040	2	12	6	1
VN100040	3	22	12	1
VN100041	1	1	11	1
VN100041	2	17	6	1
VN100041	3	12	3	1
VN100042	1	1	11	1
VN100042	2	10	11	1
VN100042	3	12	6	1
VN100043	1	1	11	0
VN100043	2	10	11	1
VN100043	3	12	2	1
VN100044	1	1	11	0
VN100044	2	10	11	1
VN100044	3	12	1	1
VN100045	1	1	11	1
VN100045	2	10	11	1
VN100045	3	12	3	1
VN100046	1	1	11	1
VN100046	2	12	12	1
VN100046	3	10	11	1
VN100047	1	1	11	0
VN100047	2	10	11	1
VN100047	3	12	1	2
VN100048	1	1	11	0
VN100048	2	10	11	1
VN100048	3	12	2	1
VN100050	1	1	11	1
VN100050	2	10	11	1
VN100050	3	12	1	1
VN100051	1	1	11	0
VN100051	2	10	11	1
VN100051	3	17	7	1
VN100051	4	12	2	1
VN100052	1	1	11	1
VN100052	2	2	7	1
VN100052	3	12	12	1
VN100053	1	3	7	1
VN100053	2	22	12	1
VN100054	1	1	5	1
VN100054	2	2	2	1
VN100054	3	10	10	1
VN100054	4	12	3	1
VN100055	1	1	11	1
VN100055	2	10	11	1
VN100055	3	12	12	1
VN100056	1	1	11	1
VN100056	2	10	11	1
VN100056	3	12	12	1
VN100057	1	1	11	1
VN100057	2	10	11	1
VN100057	3	17	8	1
VN100057	4	12	1	1
VN100058	1	1	11	0
VN100058	2	10	11	1
VN100058	3	12	6	1
VN100059	1	1	11	1
VN100059	2	12	10	1
VN100059	3	10	11	1
VN100060	1	1	11	1
VN100060	2	10	11	1
VN100060	3	12	1	1
VN100061	1	1	11	0
VN100061	2	10	11	1
VN100061	3	12	2	1
VN100062	1	1	11	0
VN100062	2	10	11	1
VN100062	3	12	6	1
VN100064	1	1	11	1
VN100064	2	10	11	1
VN100064	3	17	7	1
VN100064	4	12	1	1
VN100066	1	1	11	1
VN100066	2	10	11	1
VN100066	3	12	1	1
VN100067	1	1	11	1
VN100067	2	10	11	1
VN100067	3	12	6	1
VN100068	1	1	11	1
VN100068	2	10	11	1
VN100068	3	12	3	1
VN100068	4	17	6	1
VN100069	1	1	11	1
VN100069	2	12	2	1
VN100069	3	10	11	1
VN100070	1	1	11	0
VN100070	2	10	11	1
VN100070	3	20	6	1
VN100070	4	12	6	1
VN100071	1	1	10	1
VN100071	2	10	11	1
VN100071	3	12	3	1
VN100071	4	17	6	1
VN100072	1	1	11	0
VN100072	2	10	11	1
VN100072	3	12	7	1
VN100073	1	1	11	1
VN100073	2	10	11	1
VN100073	3	22	12	1
VN100074	1	1	11	1
VN100074	2	10	11	1
VN100074	3	12	6	1
VN100076	1	1	10	1
VN100076	2	10	11	1
VN100076	3	12	2	1
VN100076	4	17	7	1
VN100077	1	1	11	1
VN100077	2	10	11	1
VN100077	3	12	12	1
VN100078	1	1	10	1
VN100078	2	10	11	1
VN100078	3	12	1	1
VN100078	4	17	7	1
VN100079	1	1	11	1
VN100079	2	10	11	1
VN100079	3	12	6	1
VN100080	1	1	11	0
VN100080	2	10	11	1
VN100080	3	12	2	1
VN100081	1	1	11	1
VN100081	2	12	1	1
VN100081	3	10	11	1
VN100081	4	17	7	1
VN100082	1	1	11	0
VN100082	2	10	11	1
VN100082	3	12	6	1
VN100083	1	1	11	1
VN100083	2	10	11	1
VN100084	1	1	11	1
VN100084	2	10	11	1
VN100084	3	12	2	1
VN100085	1	1	11	0
VN100085	2	10	11	1
VN100085	3	12	2	1
VN100085	4	22	12	1
VN100086	1	1	11	1
VN100086	2	10	11	1
VN100087	1	1	9	1
VN100087	2	10	11	1
VN100088	1	1	10	1
VN100088	2	10	11	1
VN100088	3	12	2	1
VN100088	4	23	2	1
VN100089	1	1	9	1
VN100089	2	10	11	1
VN100090	1	1	11	0
VN100090	2	10	11	1
VN100090	3	12	2	1
VN100091	1	1	9	1
VN100091	2	10	11	1
VN100092	1	1	4	1
VN100092	2	10	11	1
VN100092	3	22	12	1
VN100093	1	1	11	0
VN100093	2	10	11	1
VN100093	3	12	2	1
VN100094	1	1	10	1
VN100094	2	10	11	1
VN100094	3	12	1	1
VN100094	4	17	6	1
VN100095	1	1	9	1
VN100095	2	10	11	1
VN100096	1	1	10	1
VN100096	2	10	11	1
VN100096	3	12	1	1
VN100097	1	1	11	0
VN100097	2	10	11	1
VN100097	3	12	2	1
VN100098	1	1	9	1
VN100098	2	10	11	1
VN100099	1	1	10	1
VN100099	2	12	1	1
VN100099	3	17	1	1
VN100100	1	1	10	1
VN100100	2	10	11	1
VN100101	1	1	11	1
VN100101	2	10	11	1
VN100101	3	17	7	2
VN100103	1	10	11	1
VN100103	2	12	12	1
VN100103	3	10	11	1
VN100104	1	1	11	0
VN100104	2	12	2	1
VN100104	3	10	11	1
VN100106	1	1	11	1
VN100106	2	10	11	1
VN100107	1	1	11	1
VN100107	2	10	11	1
VN100107	3	12	1	1
VN100108	1	1	11	1
VN100108	2	10	11	1
VN100109	1	1	11	1
VN100109	2	10	11	1
VN100109	3	12	12	1
VN100111	1	1	11	1
VN100111	2	10	11	1
VN100111	3	12	1	1
VN100113	1	1	11	0
VN100113	2	10	11	1
VN100113	3	12	2	1
VN100113	4	17	7	1
VN100115	1	1	11	0
VN100115	2	10	11	1
VN100115	3	17	7	1
VN100118	1	1	7	1
VN100118	2	10	7	1
VN100118	3	12	2	1
VN110001	1	1	11	0
VN110001	2	10	11	1
VN110002	1	1	11	0
VN110002	2	2	1	0
VN110002	3	12	6	1
VN110003	1	1	5	1
VN110003	2	2	2	1
VN110003	3	12	2	1
VN110003	4	10	10	1
VN110005	1	10	11	1
VN110006	1	1	11	0
VN110006	2	2	12	1
VN110007	1	1	11	0
VN110007	2	10	11	1
VN110007	3	12	6	1
VN110008	1	1	1	1
VN110008	2	2	1	1
VN110008	3	17	6	1
VN110010	1	1	11	0
VN110010	2	12	12	1
VN110012	1	1	11	1
VN110012	2	10	6	1
VN110013	1	1	5	1
VN110013	2	12	12	1
VN110014	1	10	11	1
VN110014	2	1	11	0
VN110014	3	2	1	0
VN110015	1	1	10	0
VN110015	2	19	2	0
VN110017	1	1	9	0
VN110017	2	10	9	0
VN110017	3	2	2	0
VN110018	1	10	11	1
VN110019	1	2	12	1
VN110019	2	10	11	1
VN110019	3	1	11	0
VN110021	1	3	1	0
VN110021	2	1	12	0
VN110021	3	2	12	1
VN110023	1	1	11	1
VN110023	2	17	9	1
VN110024	1	1	11	0
VN110024	2	10	10	1
VN110025	1	1	11	1
VN110025	2	10	11	1
VN110026	1	10	6	1
VN110027	1	10	10	1
VN110028	1	1	11	0
VN110028	2	10	11	1
VN110029	1	1	11	0
VN110029	2	2	1	1
VN110029	3	17	6	0
VN110030	1	1	11	0
VN110030	2	2	12	1
VN110030	3	10	11	1
VN110031	1	2	1	0
VN110031	2	17	7	1
VN110032	1	10	9	1
VN110033	1	1	11	0
VN110033	2	17	7	1
VN110034	1	1	11	0
VN110034	2	17	7	1
VN110035	1	1	9	0
VN110035	2	17	7	1
VN110036	1	1	9	0
VN110036	2	10	11	1
VN110037	1	1	11	0
VN110037	2	12	6	1
VN110038	1	1	11	0
VN110038	2	2	12	1
VN110038	3	22	11	1
VN110038	4	10	12	1
VN110040	1	1	11	0
VN110040	2	2	12	1
VN110040	3	12	12	1
VN110041	1	1	11	0
VN110041	2	10	11	1
VN110042	1	1	11	0
VN110042	2	2	12	1
VN110042	3	10	11	1
VN110043	1	1	11	1
VN110043	2	2	6	1
VN110043	3	10	11	1
VN110043	4	12	12	1
VN110044	1	10	9	1
VN110045	1	1	9	0
VN110045	2	10	11	1
VN110045	3	2	2	0
VN110046	1	10	11	1
VN110047	1	1	11	0
VN110047	2	10	11	1
VN110048	1	1	11	1
VN110048	2	2	6	1
VN110048	3	12	12	1
VN110049	1	1	11	1
VN110049	2	10	2	1
VN110050	1	10	6	1
VN110050	2	2	11	0
VN110050	3	1	11	0
VN110051	1	1	11	0
VN110051	2	3	7	1
VN110051	3	10	11	1
VN110052	1	18	9	1
VN110052	2	2	1	0
VN110052	3	1	11	0
VN110053	1	1	11	0
VN110053	2	2	1	0
VN110053	3	10	11	1
VN110054	1	10	9	1
VN110054	2	2	1	1
VN110055	1	1	11	1
VN110055	2	2	6	1
VN110055	3	10	11	1
VN110056	1	1	11	1
VN110056	2	2	1	1
VN110056	3	10	11	1
VN110057	1	1	11	0
VN110057	2	17	7	1
VN110057	3	10	11	1
VN110058	1	1	9	0
VN110058	2	17	7	1
VN110058	3	2	1	1
VN110059	1	1	11	1
VN110059	2	2	1	1
VN110059	3	10	11	1
VN110060	1	1	6	1
VN110060	2	2	6	1
VN110060	3	10	11	1
VN110061	1	1	11	0
VN110061	2	10	3	1
VN110062	1	1	11	0
VN110062	2	2	2	0
VN110062	3	10	2	1
VN110063	1	1	11	0
VN110063	2	10	6	1
VN110064	1	1	11	0
VN110064	2	2	1	0
VN110064	3	10	11	1
VN110066	1	1	11	0
VN110066	2	10	11	1
VN110067	1	1	11	0
VN110067	2	10	11	1
VN110068	1	1	9	0
VN110068	2	17	7	1
VN110068	3	2	12	1
VN110069	1	10	11	1
VN110069	2	17	8	1
VN110072	1	10	9	1
VN110072	2	2	1	1
VN110073	1	2	8	1
VN110073	2	10	11	1
VN110073	3	1	11	0
VN110074	1	2	12	0
VN110074	2	1	11	0
VN110075	1	1	4	1
VN110075	2	17	5	1
VN110076	1	1	11	0
VN110076	2	10	11	1
VN110077	1	1	11	0
VN110077	2	10	11	1
VN110078	1	1	11	0
VN110078	2	10	11	1
VN110079	1	10	11	1
VN110079	2	1	11	0
VN110079	3	2	1	1
VN110080	1	1	9	0
VN110080	2	3	7	1
VN110080	3	10	9	1
VN110081	1	1	9	0
VN110081	2	22	11	1
VN110081	3	18	1	1
VN110081	4	10	9	1
VN110082	1	1	11	0
VN110082	2	3	7	1
VN110082	3	10	11	1
VN110083	1	10	6	1
VN110083	2	1	11	0
VN110083	3	2	1	0
VN110084	1	1	11	1
VN110084	2	17	7	1
VN110084	3	12	12	1
VN110085	1	1	11	0
VN110085	2	2	12	1
VN110085	3	10	11	1
VN110086	1	22	9	1
VN110086	2	2	2	0
VN110086	3	1	11	0
VN110087	1	1	9	0
VN110087	2	23	6	1
VN110087	3	2	1	1
VN110088	1	1	9	0
VN110088	2	17	7	1
VN110088	3	2	1	1
VN110089	1	1	11	0
VN110089	2	10	11	1
VN110090	1	1	11	0
VN110090	2	10	6	1
VN110091	1	2	12	1
VN110091	2	10	11	1
VN110091	3	1	11	0
VN110092	1	10	11	1
VN110092	2	2	12	0
VN110092	3	1	11	0
VN110093	1	2	2	1
VN110093	2	1	11	0
VN110093	3	17	6	1
VN110094	1	10	11	1
VN110094	2	1	11	0
VN110095	1	2	6	1
VN110095	2	1	11	0
VN110095	3	10	11	1
VN110096	1	10	11	1
VN110096	2	1	11	0
VN110097	1	1	11	0
VN110097	2	10	11	1
VN110098	1	1	10	1
VN110098	2	2	6	1
VN110098	3	17	6	1
VN110099	1	1	11	0
VN110099	2	17	7	1
VN110099	3	2	1	1
VN110100	1	12	11	1
VN110100	2	11	2	1
VN110101	1	1	11	0
VN110101	2	10	11	1
VN110101	3	12	6	1
VN110104	1	1	11	0
VN110104	2	12	11	1
VN110104	3	10	11	1
VN110104	4	2	12	1
VN110108	1	1	11	0
VN110115	1	1	11	1
VN110115	2	2	1	1
VN110115	3	12	2	1
VN110115	4	17	6	1
VN110119	1	1	11	0
VN110119	2	10	11	1
VN110121	1	1	11	0
VN110121	2	11	6	1
VN110123	1	1	11	0
VN110123	2	2	12	1
VN110123	3	12	12	1
VN110125	1	10	11	1
VN110126	1	17	6	1
VN120001	1	1	11	0
VN120001	2	10	11	1
VN120003	1	17	7	1
VN120003	2	2	1	1
VN120004	1	1	5	0
VN120004	2	2	2	1
VN120004	3	12	2	1
VN120004	4	10	10	1
VN120006	1	1	11	0
VN120006	2	2	12	1
VN120006	3	12	12	1
VN120007	1	1	11	0
VN120007	2	10	11	0
VN120009	1	1	9	0
VN120009	2	17	7	1
