PLACEID	LCPRIDR5	LCLUNIT	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
32	45	1 kg	1300	1	4	1300	1	5	1300
32	46	1 kg	90	1	4	90	1	5	90
32	47	1litree	90	7	4	85	7	5	85
32	48	1kg	30	1	4	25	1	5	25
32	49	1kg	120	1	4	130	1	5	120
32	50	100g	40	1	4	35	1	5	35
32	51	1kg	60	1	4	50	1	5	50
32	52	1cake	150	1	4	160	1	5	150
32	53	12piece	15	1	4	20	1	5	15
32	54	1piece	15	1	4	12	1	5	15
32	55	1kg	60	1	4	70	1	5	60
32	56	200ml	35	1	4	40	1	5	35
32	57	1litre	500	1	4	450	1	5	450
32	59	1 kg	80	1	4	78	1	5	78
33	1	100pgs	30	1	9	40	1	10	30
33	2	shippers paire	240	1	9	250	1	10	240
33	3	1shirts	240	1	7	250	1	8	240
33	4	sleeve	280	1	7	260	1	8	260
33	5	pant	340	1	7	350	1	8	340
33	6	black	320	1	7	340	1	8	320
33	7	0.r.s	10	9	5	12	9	6	10
33	8	500mg	5	9	5	5	9	6	5
33	9	250mg	5	9	5	5	9	6	5
33	10	500mg	7	9	5	8	9	6	7
33	11	1packet	30	1	9	30	1	10	30
33	12	1cake	10	1	9	10	1	10	10
33	13	1litree	35	1	9	40	1	10	35
33	14	1kg	35	7	9	40	1	10	35
33	15	kg	40	1	9	40	1	10	40
33	16	kg	50	7	9	45	7	10	45
33	17	kg	40	7	9	45	7	10	40
33	18	kg	50	7	9	50	7	10	50
33	19	kg	130	7	9	120	7	10	120
33	20	kg	180	7	9	170	7	10	170
33	21	kg	210	7	9	220	7	10	210
33	22	kg	60	7	9	70	7	10	60
33	23	100gm	15	7	9	18	7	10	15
33	24	1kg	60	1	9	70	1	10	60
33	25	1litree	60	1	9	60	1	10	60
33	26	1kg	140	7	9	160	7	10	140
33	27	1kg	180	7	9	190	7	10	180
33	28	1kg	160	8	9	170	8	10	160
33	29	1litree	100	1	9	100	1	10	100
33	30	1piece	5	7	9	5	7	10	5
33	31	kg	150	7	9	160	7	10	150
33	32	1kg	140	6	13	150	6	14	140
33	33	motten 1kg	500	6	13	520	6	14	500
33	34	kg	160	6	13	170	6	14	160
33	35	motten	550	6	13	560	6	14	550
33	36	kg	180	5	11	170	5	12	170
33	37	kg	240	5	11	250	5	12	240
33	39	kg	40	5	11	40	5	12	40
33	40	kg	45	5	11	40	5	12	40
33	41	kg	40	5	11	40	5	12	40
33	42	kg	20	5	11	20	5	12	20
33	43	kg	40	5	11	35	5	12	35
33	44	kg	50	6	9	60	7	10	50
33	45	kg	1300	7	9	1300	7	10	1300
33	46	kg	30	1	9	30	1	10	30
33	47	1litree	90	1	9	85	1	10	85
33	48	kg	40	1	9	40	1	10	40
33	49	1kg	160	7	9	150	7	10	150
33	50	100g	15	1	9	18	1	10	15
33	51	kg	120	1	9	110	1	10	110
33	52	kg	240	7	9	250	7	10	240
33	53	12pieces	40	5	11	40	5	12	40
33	54	1piece	18	7	9	20	7	10	18
33	55	kg	80	7	9	80	7	10	80
33	56	200ml	20	1	9	20	1	10	20
33	57	litree	800	1	9	750	1	10	750
33	59	1 kg	80	1	9	80	1	10	80
34	1	100pagrs	40	1	4	45	1	5	40
34	2	1 pair	400	1	4	400	1	5	400
34	3	1 shirt	250	1	8	300	1	9	300
34	4	1 blouse	300	1	9	350	1	9	300
34	5	1 pant	400	1	8	450	1	9	400
34	6	1 skirt	400	1	8	450	1	9	400
34	7	27.5g	17	9	6	17	9	7	17
34	8	125g	2	9	6	2	9	7	2
34	9	250mg	14	9	6	14	9	7	14
34	10	500mg	2	9	6	2	9	7	2
34	11	1 packet	50	1	4	60	1	5	50
34	12	1cake	10	1	4	15	1	5	10
34	13	1ltr	20	1	4	20	1	5	20
34	14	1 kg	40	1	4	50	1	5	40
34	15	1 kg	40	1	4	40	1	5	40
34	16	1 kg	80	1	4	80	1	5	80
34	17	1kg	45	1	4	40	1	5	40
34	18	1kg	45	1	4	42	1	5	42
34	19	1kg	85	1	4	82	1	5	82
34	20	1 kg	145	1	4	145	1	5	145
34	21	1 kg	92	1	4	94	1	5	92
34	22	1 kg	60	1	4	60	1	5	60
34	23	1 piece	25	1	4	25	1	5	25
34	24	1 kg	60	1	4	60	1	5	60
34	25	1 ltr	60	1	4	60	1	5	60
34	26	1 kg	350	1	4	400	1	5	350
34	27	1 kg	450	1	4	450	1	5	450
34	28	1 kg	350	1	4	350	1	5	350
34	29	1 ltr	100	1	4	100	1	5	100
34	30	1 piece	5	1	4	5	1	5	5
34	31	1 kg	350	1	4	350	1	5	350
34	32	1 kg	160	6	12	160	6	13	160
34	33	1 kg	450	6	12	450	6	13	450
34	34	1 kg	180	6	12	180	6	13	180
34	35	1 kg	400	6	12	400	6	13	400
34	36	1 kg	140	6	12	140	6	13	140
34	37	1 kg	180	6	12	180	6	13	180
34	39	1 kg	30	5	10	30	5	11	30
34	40	1 kg	35	5	10	35	5	11	35
34	41	1 kg	25	5	10	25	5	11	25
34	42	1kg	30	5	10	30	5	11	30
34	43	1kg	40	5	10	40	5	11	40
34	44	1 kg	350	1	4	350	1	5	350
34	45	1 kg	1300	1	5	1300	1	5	1300
34	46	1 kg	40	1	4	40	1	5	40
34	47	1kg	100	1	4	105	1	5	100
34	48	1 kg	25	1	4	25	1	5	25
34	49	1 kg	380	1	4	360	1	5	360
34	50	100g	25	1	4	30	1	5	25
34	51	1 kg	100	1	4	100	1	5	100
34	52	1 kg	300	1	4	350	1	5	350
34	53	12 pieces	40	1	4	40	1	5	40
34	54	1 piece	30	1	4	30	1	5	30
34	55	1 kg	60	1	4	60	1	5	60
34	56	200ml	40	1	4	40	1	5	40
34	57	1 ltr	800	1	3	800	1	5	800
34	59	1 kg	80	1	4	78	1	5	78
35	1	1	15	1	10	16	1	11	15
35	2	1	100	1	8	80	1	9	90
35	3	1	150	1	8	130	1	9	140
35	4	1	100	1	8	80	1	9	90
35	5	1	200	1	8	180	1	9	190
35	6	1	200	1	8	180	1	9	190
35	7	1	19	9	12	20	9	13	20
35	8	1	1	9	12	1	9	13	1
35	9	1	3	10	12	4	10	13	4
35	10	1	10	9	12	10	9	13	10
35	11	1	57	1	6	57	1	7	57
35	12	1	10	1	6	10	1	7	10
35	13	1	35	1	6	40	1	7	38
35	14	1	38	1	6	42	1	7	40
35	15	1	24	1	6	26	1	7	25
35	16	1	100	1	6	95	1	7	98
35	17	1	24	1	6	25	1	7	24
35	18	1	-77	16	6	-77	16	7	-77
35	19	1	130	1	6	140	1	7	135
35	20	1	120	1	6	130	1	7	125
35	21	1	110	1	6	115	1	7	113
35	22	1	26	1	6	28	1	7	27
35	23	1	20	1	18	22	1	19	21
35	24	1	28	1	6	30	1	7	29
35	25	1	40	1	18	46	1	19	43
35	26	1	300	1	18	320	1	19	310
35	27	1	400	1	18	420	1	19	410
35	28	1	375	1	18	375	1	19	375
35	29	1	46	1	18	44	1	19	45
35	30	1	5	1	6	5	1	7	5
35	31	1	220	1	18	200	1	19	210
35	32	1	160	6	14	180	6	15	170
35	33	1	-77	16	14	-77	16	15	-77
35	34	1	140	6	14	150	6	15	145
35	35	1	400	6	14	380	6	15	390
35	36	1	140	6	14	130	6	15	135
35	37	1	-77	16	14	-77	16	15	-77
35	39	1	30	3	16	28	3	17	29
35	40	1	25	3	16	30	3	17	28
35	41	1	30	3	16	30	3	17	30
35	42	1	15	3	16	20	3	17	23
35	43	1	10	3	16	10	3	17	10
35	44	1	120	1	6	130	1	7	125
35	45	1	500	1	6	500	1	7	500
35	46	1	39	1	6	40	1	7	39
35	47	1	95	1	6	100	1	7	98
35	48	1	10	1	6	10	1	7	10
35	49	1	300	1	6	280	1	7	290
35	50	1	10	1	6	11	1	7	11
35	51	1	150	1	18	160	1	19	155
35	52	1	240	1	18	230	1	19	235
35	53	1	35	3	16	40	3	17	37
35	54	1	15	3	16	20	3	17	18
35	55	1	80	3	16	90	3	17	85
35	56	1	15	1	18	15	1	19	15
35	57	1	360	1	20	380	1	21	370
35	59	-77	-77	16	6	-77	16	7	-77
36	1	1	16	1	11	20	1	12	18
36	2	1	90	1	19	110	1	20	100
36	3	1	140	1	19	150	1	20	145
36	4	1	140	1	19	150	1	20	145
36	5	1	170	1	19	200	1	20	185
36	6	1	100	1	19	120	1	20	110
36	7	1	4	9	14	5	9	21	5
36	8	1	1	9	14	1	9	21	1
36	9	1	1	9	14	2	9	21	1
36	10	1	8	9	14	9	9	21	8
36	11	1	70	1	11	70	1	12	70
36	12	1	8	1	11	10	1	12	9
36	13	1 LTR	35	1	11	40	1	12	37
36	14	1	40	1	11	42	1	12	41
36	15	1	24	1	11	26	1	12	25
36	16	1	100	1	11	95	1	12	98
36	17	1	23	1	11	24	1	12	23
36	18	1	-77	1	11	-77	1	12	-77
36	19	1	140	1	11	130	1	12	135
36	20	1	120	1	11	140	1	12	130
36	21	1	120	1	11	130	1	12	125
36	22	1	28	1	11	25	1	12	27
36	23	1	20	1	13	22	1	11	21
36	24	1	30	1	11	32	1	12	31
36	25	1	46	1	13	48	1	11	47
36	26	1	340	1	13	330	1	11	335
36	27	1	380	1	13	400	1	11	385
36	28	1	-77	16	13	-77	16	11	-77
36	29	1	44	1	13	48	1	11	46
36	30	1	5	1	11	5	1	12	5
36	31	1	260	1	13	270	1	11	265
36	32	1	150	6	15	160	6	16	155
36	33	1	320	6	15	300	6	16	310
36	34	1	120	6	15	110	6	16	115
36	35	1	380	6	15	360	6	16	370
36	36	1	120	6	15	140	6	16	130
36	37	1	-77	16	15	-77	16	16	-77
36	39	1	20	3	17	28	3	18	24
36	40	1	30	3	17	35	3	18	33
36	41	1	20	3	17	25	3	18	23
36	42	1	20	3	17	22	3	18	21
36	43	1	10	3	17	8	3	18	9
36	44	1	200	1	11	220	1	12	210
36	45	1	500	1	11	510	1	12	505
36	46	1	38	1	11	40	1	12	39
36	47	1	75	1	11	80	1	12	77
36	48	1	10	1	11	11	1	12	10
36	49	1	-77	1	11	-77	1	12	-77
36	50	1	18	1	11	20	1	12	19
36	51	1	280	1	13	290	1	12	285
36	52	1	180	1	13	170	1	12	175
36	53	12	30	3	17	25	3	18	28
36	54	1	25	3	17	30	3	18	27
36	55	1	80	3	17	70	3	18	75
36	56	1	12	1	13	15	1	12	13
36	57	1	490	1	22	480	1	23	485
36	59	1 KG	80	1	19	75	1	20	75
37	1	1	16	1	7	20	1	8	18
37	2	1	90	1	15	110	1	16	100
37	3	1	140	1	15	150	1	16	145
37	4	1	140	1	15	150	1	16	145
37	5	1	170	1	15	200	1	16	185
37	6	1	100	1	15	120	1	16	110
37	7	1	4	9	10	5	9	17	5
37	8	500mg	1	9	10	1	9	17	1
37	9	1	1	9	10	1	9	17	1
37	10	1	8	9	10	9	9	17	8
37	11	1	70	1	7	70	1	8	70
37	12	1	8	1	7	10	1	8	9
37	13	1 LTR	35	1	7	40	1	8	37
37	14	1	40	1	7	42	1	8	41
37	15	1	24	1	7	26	1	8	25
37	16	1	100	1	7	95	1	8	98
37	17	1	23	1	7	24	1	8	23
37	18	-77	-77	77	7	-77	77	8	-77
37	19	1	140	1	7	130	1	8	135
37	20	1	120	1	7	140	1	8	130
37	21	1	120	1	7	130	1	8	125
37	22	1	28	1	7	25	1	8	27
37	23	1	20	1	7	22	1	8	21
37	24	1	30	1	7	32	1	8	31
37	25	1	46	1	9	48	1	8	47
37	26	1	340	1	9	330	1	8	335
37	27	1	380	1	9	400	1	8	385
37	28	-77	-77	16	9	-77	16	8	-77
37	29	1	44	1	9	48	1	8	46
37	30	1	5	1	7	5	1	8	5
37	31	1	260	1	9	270	1	8	265
37	32	1	150	6	11	160	6	12	155
37	33	1	320	6	11	300	6	12	310
37	34	1	120	6	11	110	6	12	115
37	35	1	380	6	11	360	6	12	370
37	36	1	120	6	11	140	6	12	110
37	37	-77	-77	16	11	-77	16	12	-77
37	39	1	20	3	13	28	3	14	24
37	40	1	30	3	13	35	3	14	33
37	41	1	20	3	13	25	3	14	23
37	42	1	20	3	13	22	3	14	21
37	43	1	10	3	13	8	3	14	9
37	44	1	200	1	7	220	1	8	210
37	45	1	500	1	7	510	1	8	505
37	46	1	38	1	7	40	1	8	39
37	47	1	75	1	7	80	1	8	77
37	48	1	10	1	7	11	1	8	10
37	49	-77	-77	16	7	-77	16	8	-77
37	50	1	18	1	7	20	1	8	19
37	51	1	280	1	9	290	1	7	285
37	52	1	180	1	9	170	1	7	175
37	53	12	30	3	13	25	3	14	28
37	54	1	25	3	13	30	3	14	27
37	55	1	80	3	13	70	3	14	75
37	56	1	12	1	9	15	1	8	13
37	57	1	490	1	18	480	1	19	485
37	59	-77	-77	16	16	-77	16	15	-77
38	1	100	16	1	5	20	1	6	18
38	2	1 PAIR	90	1	13	110	1	14	100
38	3	1	140	1	13	150	1	14	145
38	4	1	140	1	13	150	1	14	145
38	5	1	170	1	13	200	1	14	185
38	6	1	100	1	13	120	1	14	110
38	7	1	4	9	8	5	9	15	5
38	8	1	1	9	8	1	9	15	1
38	9	1	1	9	8	2	9	15	1
38	10	1	8	9	8	9	9	15	8
38	11	1	70	1	5	70	1	6	70
38	12	1	8	1	5	10	1	6	9
38	13	1	35	1	5	40	1	6	37
38	14	1	40	1	5	42	1	6	41
38	15	1	24	1	5	26	1	6	25
38	16	1	100	1	5	95	1	6	98
38	17	1	23	1	5	24	1	6	23
38	18	1	-77	16	5	-77	16	6	-77
38	19	1	140	1	5	130	1	6	135
38	20	1	120	1	5	140	1	6	130
38	21	1	120	1	5	130	1	6	125
38	22	1	120	1	5	130	1	6	125
38	23	1	20	1	7	22	1	6	21
38	24	1	30	1	5	32	1	6	31
38	25	1	46	1	7	48	1	6	47
38	26	1	340	1	7	330	1	6	335
38	27	1	380	1	7	400	1	6	385
38	28	1	-77	77	7	-77	77	6	-77
38	29	1	44	1	7	48	1	6	46
38	30	1	5	1	5	5	1	6	5
38	31	1	260	1	7	270	1	6	265
38	32	1	150	6	9	160	6	10	155
38	33	1	320	6	9	300	6	10	310
38	34	1	120	6	9	110	6	10	115
38	35	1	380	6	9	360	6	10	370
38	36	1	120	6	9	140	6	10	130
38	37	1	-77	77	9	-77	77	10	-77
38	39	1	20	3	11	28	3	12	24
38	40	1	30	3	11	35	3	12	33
38	41	1	20	3	11	25	3	10	23
38	42	1	20	3	11	22	3	12	21
38	43	1	10	3	11	8	3	12	9
38	44	1	200	1	5	220	1	6	210
38	45	1	500	1	5	510	1	6	505
38	46	1	38	1	5	40	1	6	39
38	47	1	75	1	5	80	1	6	77
38	48	1	10	1	5	11	1	6	10
38	49	1	-77	77	5	-77	77	6	-77
38	50	1	18	1	5	20	1	6	19
38	51	1	280	1	7	290	1	5	285
38	52	1	180	1	7	170	1	5	175
38	53	1	30	3	11	25	3	12	28
38	54	1	25	3	11	30	3	12	27
38	55	1	80	3	11	70	3	12	75
38	56	1	12	1	7	15	1	6	13
38	57	1	490	1	16	480	1	17	485
38	59	-77	-77	16	14	-77	16	13	-77
40	1	1	16	1	7	20	1	8	18
40	2	1	90	1	15	110	1	16	100
40	3	1	140	1	15	150	1	16	145
40	4	1	140	1	15	150	1	16	145
40	5	1	170	1	15	200	1	16	185
40	6	1	100	1	15	120	1	16	110
40	7	1	4	9	10	5	9	17	5
40	8	1	1	9	10	1	9	17	1
40	9	1	1	9	10	2	9	17	1
40	10	1	8	9	10	9	9	17	8
40	11	1	70	1	7	70	1	8	70
40	12	1	8	1	7	10	1	8	9
40	13	1	35	1	7	40	1	8	37
40	14	1	40	1	7	42	1	8	41
40	15	1	24	1	7	26	1	8	25
40	16	1	100	1	7	95	1	8	98
40	17	1	23	1	7	24	1	8	23
40	18	1	-77	16	7	-77	16	8	-77
40	19	1	140	1	7	130	1	8	135
40	20	1	120	1	7	140	1	8	130
40	21	1	120	1	7	130	1	8	125
40	22	1	28	1	7	25	1	8	27
40	23	1	20	1	9	22	1	7	21
40	24	1	30	1	7	32	1	8	31
40	25	1	46	1	9	48	1	7	47
40	26	1	340	1	9	330	1	7	335
40	27	1	380	1	9	400	1	7	385
40	28	1	-77	77	9	-77	77	7	-77
40	29	1	44	1	9	48	1	7	46
40	30	1	5	1	7	5	1	8	5
40	31	1	260	1	9	270	1	7	265
40	32	1	150	6	11	160	6	12	155
40	33	1	320	6	11	300	6	12	310
40	34	1	120	6	11	110	6	12	115
40	35	1	380	6	11	360	6	12	370
40	36	1	120	6	11	140	6	12	130
40	37	1	-77	77	11	-77	77	12	-77
40	39	1	20	3	13	28	3	14	24
40	40	1	30	3	13	35	3	14	33
40	41	1	20	3	13	25	3	14	23
40	42	1	20	3	13	22	3	14	21
40	43	1	10	3	13	8	3	14	9
40	44	1	200	1	7	220	1	8	210
40	45	1	500	1	7	510	1	8	505
40	46	1	38	1	7	40	1	8	39
40	47	1	75	1	7	80	1	8	77
40	48	1	10	1	7	11	1	8	10
40	49	1	-77	77	7	-77	77	8	-77
40	50	1	18	1	7	20	1	8	19
40	51	1	280	1	9	290	1	8	285
40	52	1	180	1	9	170	1	8	175
40	53	1	30	3	13	25	3	14	28
40	54	1	25	3	13	30	3	14	27
40	55	1	80	3	13	70	3	14	75
40	56	1	12	1	9	15	1	8	13
40	57	1	490	1	18	480	1	19	485
40	59	1 KG	85	1	7	80	1	8	80
41	1	1	20	1	10	20	1	9	20
41	2	1	100	3	17	80	1	18	90
41	3	1	150	1	17	130	1	18	190
41	4	1	100	1	17	80	1	18	90
41	5	1	200	1	17	150	1	18	180
41	6	1	200	1	17	180	1	18	190
41	7	1	20	9	13	20	9	14	20
41	8	1	1	9	13	1	9	14	1
41	9	1	3	9	13	4	9	14	4
41	10	1	10	9	13	10	9	14	10
41	11	1	78	1	9	78	1	10	78
41	12	1	10	1	9	10	1	10	10
41	13	1	30	1	9	30	1	10	30
41	14	1	45	1	9	42	1	10	44
41	15	1	45	1	9	40	1	10	42
41	16	1	100	1	9	95	1	10	97
41	17	1	19	1	9	20	1	10	19
41	18	1	20	1	9	20	1	10	20
41	19	1	90	1	9	100	1	10	95
41	20	1	160	1	9	160	1	10	160
41	21	1	110	1	9	110	1	10	110
41	22	1	26	1	9	25	1	10	25
41	23	1	20	1	7	20	1	8	20
41	24	1	28	1	9	28	1	10	28
41	25	1	40	1	11	44	1	12	42
41	26	1	320	1	11	310	1	12	315
41	27	1	400	1	7	400	1	8	400
41	28	1	375	1	7	375	1	8	375
41	29	1	40	1	11	40	1	12	40
41	30	1	5	1	9	5	1	10	5
41	31	1	220	1	7	220	1	8	220
41	32	1	160	6	15	160	6	16	160
41	33	1	380	6	15	400	6	16	390
41	34	1	150	6	15	150	6	16	150
41	35	1	400	6	15	390	6	16	395
41	36	1	140	6	15	150	6	16	145
41	37	1	200	6	15	200	6	16	200
41	39	1	30	5	5	30	5	6	30
41	40	1	25	3	5	30	3	6	30
41	41	1	25	3	5	25	3	6	25
41	42	1	15	3	5	20	3	6	20
41	43	1	10	3	5	10	3	6	10
41	44	1	120	1	9	120	1	10	120
41	45	1	500	1	9	500	1	10	500
41	46	1	38	1	9	40	1	10	39
41	47	1	96	1	9	96	1	10	96
41	48	1	10	1	9	15	1	10	12
41	49	1	300	1	7	300	1	8	300
41	50	1	10	1	9	11	1	10	11
41	51	1	150	1	7	150	1	8	150
41	52	1	180	1	7	180	1	8	180
41	53	1	20	1	5	30	1	6	25
41	54	1	150	1	5	150	1	6	150
41	55	1	80	1	5	80	1	6	80
41	56	1	15	1	11	18	1	12	16
41	57	1	320	1	19	330	1	20	320
41	59	1 KG	75	1	11	78	1	12	75
42	1	1	15	15	21	20	1	8	18
42	2	1	100	1	18	120	1	11	110
42	3	1	180	1	10	200	1	11	190
42	4	1	240	1	10	250	1	11	245
42	5	1	280	1	10	265	1	11	270
42	6	1	225	1	10	230	1	11	227
42	7	1	4	9	9	5	9	17	5
42	8	1	1	9	9	1	9	17	1
42	9	1	2.5	9	9	3	9	17	3
42	10	1	8	9	9	8	9	17	8
42	11	1	69	1	7	70	1	8	69
42	12	1	10	1	7	10	1	8	10
42	13	1 LTR	35	1	7	32	1	8	33
42	14	1	42	1	7	45	1	8	43
42	15	1	27	1	7	26	1	8	26
42	16	1	-77	16	7	-77	16	8	-77
42	17	1	24	1	7	22	1	8	23
42	18	1	40	1	7	38	1	8	39
42	19	1	120	1	7	130	1	8	125
42	20	1	120	1	7	125	1	8	120
42	21	1	100	1	7	90	1	8	95
42	22	1	30	1	7	28	1	8	29
42	23	1	15	1	6	18	1	14	16
42	24	1	40	1	7	38	1	8	39
42	25	1	46	1	7	42	1	14	44
42	26	1	320	1	7	300	1	14	310
42	27	1	350	1	7	400	1	14	375
42	28	1	-77	16	7	-77	16	14	-77
42	29	1	40	1	7	44	1	14	42
42	30	1	4.5	1	7	5	1	8	5
42	31	1	280	1	6	250	1	14	270
42	32	1	170	6	12	190	6	13	180
42	33	1	360	6	12	350	6	13	355
42	34	1	140	6	12	140	6	13	140
42	35	1	380	6	12	400	6	13	390
42	36	1	140	6	12	150	6	13	145
42	37	1	-77	16	12	-77	16	13	-77
42	39	1	26	5	15	28	5	16	27
42	40	1	30	5	15	32	5	16	31
42	41	1	25	5	15	28	5	16	26
42	42	1	10	5	15	15	5	16	12
42	43	1	5	5	15	5	5	16	5
42	44	1	200	1	7	220	1	8	210
42	45	1	480	1	7	460	1	8	470
42	46	1	38	1	7	40	1	8	39
42	47	1	80	1	7	85	1	8	82
42	48	1	15	1	7	18	1	8	16
42	49	1	300	1	7	320	1	14	310
42	50	1	24	1	7	20	1	8	22
42	51	1	180	1	6	170	1	14	175
42	52	1	180	1	6	200	1	14	190
42	53	1	35	5	15	30	5	16	32
42	54	1	25	5	15	25	5	16	25
42	55	1	100	5	15	120	5	16	110
42	56	1	15	1	6	12	1	14	13
42	57	1	500	1	19	480	1	20	490
42	59	1 KG	75	1	6	80	1	7	75
43	1	1	10	1	6	9	3	7	10
43	2	1	309	1	16	229	1	17	269
43	3	1	380	1	10	400	1	11	390
43	4	1	230	1	10	230	1	11	230
43	5	1	470	1	10	470	1	11	470
43	6	1	480	1	10	480	1	11	480
43	7	1	15	9	8	12	9	9	14
43	8	1	8	9	8	9	9	9	9
43	9	1	9	9	8	8	9	9	9
43	10	1	11	9	8	10	9	9	11
43	11	1	80	1	6	78	1	7	79
43	12	1	10	1	6	10	1	7	10
43	13	1 LTR	45	1	6	40	1	7	43
43	14	1	25	1	6	27	1	7	26
43	15	1	30	1	6	25	1	7	28
43	16	-77	-77	16	6	-77	16	7	-77
43	17	1	20	1	6	20	1	7	20
43	18	-77	-77	16	6	-77	16	7	-77
43	19	1	120	1	6	100	1	7	110
43	20	1	140	1	6	130	1	7	135
43	21	1	90	1	6	80	1	7	85
43	22	1	40	1	6	30	1	7	35
43	23	1	25	1	18	20	1	19	23
43	24	1	40	1	6	35	1	7	38
43	25	1	42	1	18	40	1	19	41
43	26	1	396	1	18	400	1	19	398
43	27	-77	-77	16	18	-77	16	19	-77
43	28	-77	-77	16	18	-77	16	19	-77
43	29	1	45	1	18	44	1	19	45
43	30	1	5	1	6	5	1	7	5
43	31	1	130	1	18	120	1	19	125
43	32	-77	-77	16	20	-77	16	21	-77
43	33	1	380	6	20	360	6	21	370
43	34	1	140	6	20	140	6	21	140
43	35	1	310	6	20	320	6	21	315
43	36	-77	-77	16	20	-77	16	21	-77
43	37	-77	-77	16	20	-77	16	21	-77
43	39	1	25	5	14	20	5	15	23
43	40	1	35	5	14	30	5	15	33
43	41	1	40	5	14	35	5	15	38
43	42	1	25	5	14	20	5	15	23
43	43	1	5	5	14	5	5	15	5
43	44	1	450	1	6	450	1	7	450
43	45	-77	-77	16	6	-77	16	7	-77
43	46	1	42	1	6	40	1	7	41
43	47	1	85	1	6	75	1	7	80
43	48	1	15	1	6	10	1	7	13
43	49	1	36	1	6	34	1	7	35
43	50	1	45	1	6	40	1	7	43
43	51	1	120	1	18	120	1	19	120
43	52	1	160	1	18	150	1	19	155
43	53	1	40	1	12	30	1	13	35
43	54	1	10	1	12	11	1	13	11
43	55	1	120	1	12	130	1	13	125
43	56	1	15	1	18	15	1	19	15
43	57	1	250	1	22	250	1	23	250
43	59	1 KG	78	1	6	80	1	7	78
44	1	1	10	15	18	19	15	19	9
44	2	1	309	1	6	229	1	7	269
44	3	1	380	1	20	400	1	21	390
44	4	1	230	1	20	230	1	21	230
44	5	1	470	1	20	470	1	21	470
44	6	1	480	1	20	480	1	21	480
44	7	1	15	9	8	12	9	9	14
44	8	1	8	9	8	9	9	9	9
44	9	1	9	9	8	8	9	9	9
44	10	1	11	9	8	10	9	9	11
44	11	1	80	1	10	78	1	11	79
44	12	1	10	1	10	10	1	11	10
44	13	1 LETER	45	1	10	40	1	11	43
44	14	1	25	1	10	27	1	11	26
44	15	1	30	1	10	25	1	11	28
44	16	-77	-77	16	10	-77	16	11	-77
44	17	1	20	1	10	20	1	11	20
44	18	1	-77	16	10	-77	16	11	-77
44	19	1	120	1	10	100	1	11	110
44	20	1	140	1	10	130	1	11	135
44	21	1	90	1	10	80	1	11	85
44	22	1	40	1	10	30	1	11	35
44	23	1	25	1	13	20	1	12	23
44	24	1	40	1	10	35	1	11	38
44	25	1	42	1	13	40	3	12	41
44	26	1	396	1	13	400	1	12	398
44	27	-77	-77	16	10	-77	1	11	-77
44	28	-77	-77	1	10	-77	16	11	-77
44	29	1	45	1	13	44	1	12	45
44	30	1	5	1	10	5	1	11	5
44	31	1	130	2	13	120	1	12	125
44	32	-77	-77	16	24	-77	16	25	-77
44	33	1	380	6	23	360	6	24	370
44	34	1	140	6	23	140	6	24	140
44	35	1	310	1	23	320	1	24	315
44	36	-77	-77	16	24	-77	16	25	-77
44	37	-77	-77	16	24	-77	16	25	-77
44	39	1	25	5	14	20	5	15	23
44	40	1	35	5	14	30	5	15	33
44	41	1	40	5	14	35	5	15	38
44	42	1	25	5	14	20	5	15	23
44	43	1	5	5	14	5	5	15	5
44	44	1	450	1	10	450	1	11	450
44	45	-77	-77	16	10	-77	16	11	-77
44	46	1	42	1	10	40	1	11	41
44	47	1	85	1	10	75	1	11	80
44	48	1	15	1	10	10	1	11	13
44	49	1	36	1	10	34	1	11	35
44	50	1	45	1	10	40	1	11	43
44	51	1	120	1	13	120	1	12	120
44	52	1	160	1	13	150	1	12	155
44	53	1	40	1	16	30	1	17	35
44	54	1	10	1	16	11	1	17	11
44	55	1	120	3	16	130	3	17	125
44	56	1	15	1	13	15	1	12	15
44	57	1	250	1	22	250	1	23	250
44	59	KG	80	1	10	78	1	11	78
45	1	1	10	15	18	9	15	19	10
45	2	1	309	1	6	229	1	7	269
45	3	1	380	1	24	400	1	25	390
45	4	1	230	1	24	230	1	25	230
45	5	1	470	1	24	470	1	25	470
45	6	1	480	1	24	480	1	25	480
45	7	1	15	9	8	12	9	9	14
45	8	1	8	9	8	9	9	9	9
45	9	1	9	9	8	8	9	9	9
45	10	1	11	9	8	10	9	9	11
45	11	1	80	1	10	78	1	11	79
45	12	1	10	1	10	10	1	11	10
45	13	1 LITER	45	1	10	40	1	11	43
45	14	1	25	1	10	27	1	11	26
45	15	1	30	1	10	25	1	11	28
45	16	-77	-77	16	10	-77	16	11	-77
45	17	1	20	1	10	20	1	11	20
45	18	-77	-77	16	10	-77	16	11	-77
45	19	1	120	1	10	100	1	11	110
45	20	1	140	1	10	130	1	11	135
45	21	1	90	1	10	80	1	11	85
45	22	1	40	1	10	30	1	11	35
45	23	1	25	1	13	20	1	12	23
45	24	1	40	1	10	35	1	11	38
45	25	1	42	3	13	40	3	12	41
45	26	1	396	1	10	400	1	11	398
45	27	-77	-77	16	10	-77	16	11	-77
45	28	-77	-77	16	10	-77	16	11	-77
45	29	1	45	1	13	44	1	12	45
