CHILDCODE	IMEVIDR4	RKEVR4	LOSS09R4	LOSS10R4	LOSS11R4	LOSS12R4	LOSS13R4	RESEVR41	RESEVR42	RESEVR43
70058	3	47	 	 	3	2	 	1	2	88
70059	1	29	4	4	 	4	 	1	4	16
70059	2	47	 	 	3	3	3	1	2	7
70059	3	88	 	 	 	 	 	 	 	 
70060	1	14	4	 	4	 	 	16	2	88
70060	2	27	 	 	 	 	4	1	2	18
70060	3	29	 	 	 	 	4	1	18	88
70061	1	1	 	 	4	 	 	24	1	2
70061	2	14	 	 	 	3	 	18	1	88
70061	3	27	 	 	 	 	2	1	2	88
70062	1	29	 	 	 	 	4	7	88	88
70062	2	27	 	 	 	 	4	7	88	88
70062	3	28	 	 	2	 	 	1	23	20
70063	1	14	 	3	3	 	 	12	16	88
70063	2	29	 	 	2	3	 	2	1	18
70063	3	 	 	 	 	 	 	2	7	88
70064	1	36	 	4	 	 	 	25	88	88
70064	2	24	 	 	 	3	 	1	2	88
70064	3	14	 	 	 	2	 	7	88	88
70065	1	34	 	 	 	 	4	1	2	7
70065	2	36	 	 	 	4	 	7	88	88
70065	3	26	 	 	3	3	3	18	9	88
70066	1	47	 	 	 	3	2	2	20	7
70066	2	27	 	 	 	2	 	7	2	88
70066	3	88	 	 	 	 	 	 	 	 
70067	1	29	4	4	4	4	4	1	2	18
70067	2	27	 	 	3	3	 	1	2	16
70067	3	26	 	 	 	2	 	2	1	7
70068	1	29	 	4	4	4	 	18	22	88
70068	2	14	 	 	 	4	3	18	6	7
70068	3	88	 	 	 	 	 	 	 	 
70069	1	23	4	4	4	4	4	23	1	2
70069	2	1	 	3	3	 	 	1	2	88
70069	3	26	 	 	 	2	 	7	88	88
70070	1	27	 	 	 	 	3	7	88	88
70070	2	47	 	2	 	 	 	22	18	88
70070	3	88	 	 	 	 	 	 	 	 
70071	1	24	 	 	3	3	 	2	1	7
70071	2	14	 	 	 	3	 	7	88	88
70071	3	47	 	 	3	2	 	2	1	88
70072	1	29	3	3	4	4	3	1	2	20
70072	2	16	2	2	2	3	 	1	2	20
70072	3	47	 	 	 	3	3	1	2	16
70073	1	29	 	 	3	3	3	16	20	2
70073	2	27	 	 	 	 	4	1	20	2
70073	3	14	 	 	 	4	 	2	1	88
70074	1	29	4	4	4	4	4	18	2	20
70074	2	1	 	 	2	2	2	2	6	20
70074	3	27	 	 	 	 	2	7	88	88
70075	1	27	 	 	 	 	4	18	6	88
70075	2	47	 	 	 	3	 	6	1	2
70075	3	25	 	 	 	 	2	1	2	88
70076	1	45	4	4	4	4	4	18	23	88
70076	2	1	 	 	 	 	3	24	88	88
70076	3	24	 	 	 	2	 	1	2	88
70077	1	38	 	 	 	4	 	18	1	2
70077	2	45	2	2	2	2	2	13	18	2
70077	3	14	 	 	 	2	 	13	1	2
70078	1	35	 	 	4	 	 	1	20	7
70078	2	47	 	 	 	2	4	22	1	7
70078	3	16	 	 	 	3	4	1	7	88
70079	1	88	 	 	 	 	 	 	 	 
70079	2	88	 	 	 	 	 	 	 	 
70079	3	88	 	 	 	 	 	 	 	 
70080	1	47	4	4	4	4	4	18	88	88
70080	2	12	2	2	2	2	2	18	88	88
70080	3	88	 	 	 	 	 	 	 	 
70081	1	39	 	4	4	2	 	23	17	16
70081	2	24	 	3	3	2	 	2	1	88
70081	3	14	 	4	 	 	 	2	1	88
70082	1	26	 	 	 	3	 	1	88	88
70082	2	25	 	 	2	 	 	1	88	88
70082	3	29	 	 	 	2	 	1	88	88
70083	1	24	 	 	4	4	 	18	1	88
70083	2	14	4	 	 	4	 	20	1	18
70083	3	12	 	 	 	2	 	1	18	88
70084	1	29	 	 	 	2	 	23	88	88
70084	2	24	 	 	2	 	 	23	88	88
70084	3	88	 	 	 	 	 	 	 	 
70085	1	40	 	 	4	 	 	2	1	18
70085	2	1	 	 	 	4	 	1	2	12
70085	3	24	 	 	 	3	 	2	1	18
70086	1	14	 	 	 	4	 	16	88	88
70086	2	27	 	 	 	4	 	18	23	88
70086	3	28	 	 	 	 	2	13	88	88
70087	1	28	 	 	4	 	 	1	2	9
70087	2	27	 	3	 	 	 	1	9	2
70087	3	26	 	 	3	3	3	9	88	88
70088	1	14	 	3	 	 	 	1	18	88
70088	2	47	 	 	 	3	2	2	1	16
70088	3	29	 	 	3	2	 	2	18	1
70089	1	27	 	 	 	4	 	18	22	88
70089	2	16	 	 	 	3	3	1	2	22
70089	3	38	 	 	 	2	 	18	1	2
70090	1	24	 	 	2	2	 	2	1	16
70090	2	14	 	 	4	3	 	1	2	16
70090	3	12	 	 	4	4	 	18	16	2
70091	1	28	 	3	 	 	3	1	18	12
70091	2	12	 	 	3	3	 	20	2	12
70091	3	47	 	 	2	2	4	2	12	1
70092	1	39	 	 	4	 	 	20	2	1
70092	2	30	 	 	4	 	 	18	1	2
70092	3	13	 	 	 	3	 	18	12	88
70094	1	1	 	4	 	 	 	9	1	22
70094	2	47	 	 	4	4	 	1	2	88
70094	3	14	3	 	 	 	 	1	2	22
70096	1	12	 	 	4	4	 	16	18	1
70096	2	29	 	 	4	2	 	1	18	22
70096	3	25	 	 	 	2	 	18	1	88
70097	1	1	4	 	 	 	 	8	88	88
70097	2	14	 	 	 	3	 	19	1	2
70097	3	37	 	 	 	2	2	25	1	2
70098	1	29	3	4	4	4	4	1	2	7
70098	2	37	 	 	4	4	4	1	2	7
70098	3	88	 	 	 	 	 	 	 	 
70099	1	29	4	4	3	3	3	1	20	18
70099	2	37	 	 	4	4	 	1	2	16
70099	3	14	 	 	 	4	 	2	1	20
70100	1	24	3	4	4	4	 	16	1	18
70100	2	47	 	3	4	4	4	1	20	88
70100	3	27	 	 	 	 	3	1	7	88
80001	1	29	 	 	4	 	 	8	2	88
80001	2	37	 	 	1	88	 	7	88	88
80001	3	47	 	3	2	3	88	7	9	88
80002	1	37	 	 	4	 	 	8	17	2
80002	2	47	 	 	3	 	 	2	1	88
80002	3	29	 	 	 	4	 	18	2	1
80003	1	29	 	 	 	4	 	18	2	88
80003	2	88	 	 	 	 	 	 	 	 
80003	3	88	 	 	 	 	 	 	 	 
80004	1	37	4	4	4	4	4	9	10	8
80004	2	16	 	4	4	4	4	2	8	13
80004	3	29	 	 	 	4	 	13	2	1
80005	1	88	 	 	 	 	 	 	 	 
80005	2	88	 	 	 	 	 	 	 	 
80005	3	88	 	 	 	 	 	 	 	 
80006	1	29	 	 	 	4	 	18	2	1
80006	2	14	 	 	4	 	 	16	88	88
80006	3	88	 	 	 	 	 	 	 	 
80007	1	47	 	 	2	1	1	12	18	7
80007	2	29	 	 	 	 	4	18	7	88
80007	3	26	 	 	 	4	 	18	7	88
80008	1	39	3	3	3	2	 	13	2	20
80008	2	12	2	2	2	2	 	7	88	88
80008	3	29	 	 	 	2	 	18	2	7
80009	1	47	 	 	 	4	 	9	88	88
80009	2	29	 	 	 	3	 	7	88	88
80009	3	88	 	 	 	 	 	 	 	 
80010	1	29	 	 	2	 	 	18	7	88
80010	2	88	 	 	 	 	 	 	 	 
80010	3	88	 	 	 	 	 	 	 	 
80011	1	29	 	 	 	4	 	23	2	18
80011	2	28	 	 	 	 	4	1	7	8
80011	3	47	 	 	 	2	2	18	7	8
80012	1	29	 	 	2	 	 	2	20	9
80012	2	88	 	 	 	 	 	 	 	 
80012	3	88	 	 	 	 	 	 	 	 
80013	1	23	4	 	 	 	 	20	88	88
80013	2	1	 	3	 	 	 	7	88	88
80013	3	88	 	 	 	 	 	 	 	 
80014	1	88	 	 	 	 	 	 	 	 
80014	2	88	 	 	 	 	 	 	 	 
80014	3	88	 	 	 	 	 	 	 	 
80015	1	1	2	 	 	 	 	16	18	88
80015	2	47	 	 	2	2	 	2	18	88
80015	3	29	 	 	 	4	 	2	7	88
80016	1	29	3	 	 	 	 	7	88	88
80016	2	14	 	 	 	3	 	20	88	88
80016	3	88	 	 	 	 	 	 	 	 
80017	1	29	 	 	 	4	 	12	11	16
80017	2	39	 	 	 	2	 	20	12	7
80017	3	14	 	 	4	 	 	16	18	7
80018	1	29	 	 	 	4	 	18	20	7
80018	2	31	 	 	 	4	 	18	9	7
80018	3	36	 	 	 	2	 	9	26	7
80019	1	14	 	 	3	 	 	18	23	88
80019	2	25	 	 	 	2	 	16	88	88
80019	3	12	2	2	2	2	2	7	88	88
80020	1	24	 	 	4	4	 	7	88	88
80020	2	29	 	 	 	4	 	7	88	88
80020	3	88	 	 	 	 	 	 	 	 
80021	1	24	 	 	 	2	 	2	20	18
80021	2	47	 	 	 	4	 	18	22	7
80021	3	14	 	 	 	2	 	18	23	7
80022	1	24	 	 	 	3	 	16	7	88
80022	2	29	 	 	 	3	 	16	7	88
80022	3	25	 	 	2	 	 	16	7	88
80023	1	25	 	 	 	2	 	12	18	7
80023	2	29	 	 	 	3	 	18	12	20
80023	3	38	 	 	 	2	 	9	12	7
80024	1	29	2	 	 	 	 	20	12	7
80024	2	12	 	 	 	2	 	23	18	7
80024	3	47	 	 	 	4	4	24	18	7
80025	1	29	 	 	 	3	 	18	12	11
80025	2	47	 	2	2	2	 	6	18	12
80025	3	88	 	 	 	 	 	 	 	 
80027	1	29	 	 	 	2	 	20	7	88
80027	2	25	 	 	 	2	 	7	88	88
80027	3	38	 	 	2	 	 	20	7	88
80028	1	14	 	3	 	 	 	26	18	7
80028	2	42	 	3	 	 	 	4	20	7
80028	3	29	 	 	 	2	 	18	11	7
80029	1	88	 	 	 	 	 	 	 	 
80029	2	88	 	 	 	 	 	 	 	 
80029	3	88	 	 	 	 	 	 	 	 
80030	1	39	 	 	2	 	 	20	13	88
80030	2	88	 	 	 	 	 	 	 	 
80030	3	88	 	 	 	 	 	 	 	 
80031	1	12	2	2	2	2	 	17	88	88
80031	2	88	 	 	 	 	 	 	 	 
80031	3	88	 	 	 	 	 	 	 	 
80032	1	12	 	4	4	4	4	7	88	88
80032	2	47	 	4	4	4	4	18	2	88
80032	3	29	 	 	 	 	4	18	19	88
80033	1	29	 	 	 	4	 	20	18	7
80033	2	47	 	 	 	3	 	20	18	7
80033	3	24	 	 	 	4	 	10	1	7
80034	1	29	 	 	 	4	 	20	18	7
80034	2	24	 	 	 	2	 	20	18	7
80034	3	88	 	 	 	 	 	 	 	 
80035	1	88	 	 	 	 	 	 	 	 
80035	2	88	 	 	 	 	 	 	 	 
80035	3	88	 	 	 	 	 	 	 	 
80036	1	29	 	 	 	2	 	18	7	88
80036	2	1	 	 	2	 	 	18	7	88
80036	3	24	 	 	 	2	 	18	7	88
80037	1	24	 	 	 	4	 	20	16	88
80037	2	12	 	3	 	 	 	20	7	88
80037	3	29	 	 	 	4	 	20	7	88
80038	1	29	 	 	 	3	 	2	16	7
80038	2	14	 	 	 	2	 	7	88	88
80038	3	25	 	 	 	2	 	2	16	7
80039	1	29	 	 	 	4	 	7	88	88
80039	2	88	 	 	 	 	 	 	 	 
80039	3	88	 	 	 	 	 	 	 	 
80040	1	29	 	 	 	4	 	16	2	1
80040	2	38	 	 	2	 	 	7	88	88
80040	3	47	 	 	 	3	 	16	2	1
80041	1	47	 	 	4	 	 	16	7	88
80041	2	24	 	 	 	4	 	20	88	88
80041	3	29	 	 	 	3	 	7	88	88
80042	1	34	 	 	4	 	 	16	7	88
80042	2	24	 	 	 	4	 	20	7	88
80042	3	47	 	 	 	3	 	7	88	88
80043	1	24	 	 	 	4	 	2	7	88
80043	2	1	 	 	 	3	 	9	16	88
80043	3	47	 	 	 	3	 	7	88	88
80045	1	34	 	4	 	 	 	2	16	1
80045	2	29	 	 	 	4	 	16	2	1
80045	3	25	 	 	 	4	 	16	2	1
80046	1	29	 	 	 	4	 	20	1	2
80046	2	47	 	 	 	3	 	18	2	1
80046	3	25	 	 	 	4	 	20	2	1
80047	1	88	 	 	 	 	 	 	 	 
80047	2	88	 	 	 	 	 	 	 	 
80047	3	88	 	 	 	 	 	 	 	 
80048	1	29	 	 	 	4	 	16	1	88
80048	2	14	 	 	 	3	3	16	1	88
80048	3	47	 	 	 	3	 	18	1	88
80049	1	29	 	 	 	4	 	2	18	7
80049	2	14	 	 	2	 	 	7	88	88
80049	3	38	 	 	 	2	 	18	7	88
80050	1	29	 	 	 	4	 	20	18	88
80050	2	47	 	 	 	4	 	18	20	88
80050	3	38	 	 	 	3	 	16	20	88
80051	1	29	 	 	 	4	 	18	2	1
80051	2	47	 	 	3	3	3	18	2	1
80051	3	88	 	 	 	 	 	 	 	 
80052	1	14	 	 	 	3	 	7	88	88
80052	2	23	 	 	 	 	2	7	88	88
80052	3	88	 	 	 	 	 	 	 	 
80053	1	24	 	 	 	3	 	20	7	88
80053	2	29	 	 	 	4	 	20	16	88
80053	3	25	 	 	 	4	 	7	88	88
80054	1	29	 	 	 	2	 	20	23	7
80054	2	47	 	 	 	2	 	20	18	7
80054	3	88	 	 	 	 	 	 	 	 
80055	1	1	 	 	 	4	 	4	18	7
80055	2	29	 	 	 	4	 	6	11	7
80055	3	39	 	 	 	 	2	18	9	7
80056	1	29	 	 	 	2	 	23	11	7
80056	2	14	 	4	 	 	 	20	2	7
80056	3	47	 	 	2	2	2	22	12	7
80057	1	29	 	 	 	4	 	18	7	88
80057	2	14	 	 	 	4	 	18	7	88
80057	3	88	 	 	 	 	 	 	 	 
80058	1	29	 	 	 	4	 	21	2	1
80058	2	37	 	2	 	 	 	20	21	88
80058	3	38	 	4	 	 	 	20	88	88
80059	1	29	 	 	 	3	 	16	18	7
80059	2	14	 	 	2	 	 	18	12	7
80059	3	47	 	 	 	2	 	18	12	7
80060	1	31	 	 	4	 	 	7	88	88
80060	2	36	 	 	 	3	 	20	7	88
80060	3	88	 	 	 	 	 	 	 	 
80061	1	13	 	 	 	3	 	18	20	7
80061	2	24	 	 	 	1	 	1	88	88
80061	3	88	 	 	 	 	 	 	 	 
80062	1	29	 	 	 	4	 	18	20	7
80062	2	24	 	 	 	4	 	18	17	7
80062	3	47	 	 	 	3	 	17	18	7
80063	1	29	 	 	 	4	 	2	1	88
80063	2	47	 	 	 	2	 	1	2	88
80063	3	39	 	 	 	3	 	16	88	88
80065	1	29	 	 	 	2	 	20	7	88
80065	2	88	 	 	 	 	 	 	 	 
80065	3	88	 	 	 	 	 	 	 	 
80066	1	29	 	 	 	4	 	18	7	88
80066	2	47	 	 	4	4	4	2	1	10
80066	3	88	 	 	 	 	 	 	 	 
80067	1	16	 	 	 	 	4	16	2	88
80067	2	47	 	 	 	3	 	2	88	88
80067	3	39	 	 	3	 	 	16	88	88
80068	1	14	 	 	 	2	 	7	88	88
80068	2	40	 	 	1	 	 	7	88	88
80068	3	88	 	 	 	 	 	 	 	 
80069	1	38	 	 	 	4	 	13	7	88
80069	2	24	 	 	4	 	 	18	20	7
80069	3	47	 	 	3	 	 	7	88	88
80070	1	29	 	 	 	2	 	20	18	17
80070	2	37	 	 	 	2	 	20	88	7
80070	3	14	 	 	 	2	 	18	15	7
80071	1	47	 	 	4	4	4	18	12	8
80071	2	88	 	 	 	 	 	 	 	 
80071	3	88	 	 	 	 	 	 	 	 
80072	1	29	 	 	 	4	 	1	2	20
80072	2	36	 	 	3	 	 	2	1	7
80072	3	14	 	 	2	 	 	7	88	88
80073	1	29	 	 	 	4	 	20	9	88
80073	2	47	 	3	 	 	 	2	1	9
80073	3	88	 	 	 	 	 	 	 	 
80074	1	24	 	 	 	4	 	19	7	88
80074	2	39	 	 	 	3	 	16	7	88
80074	3	88	 	 	 	 	 	 	 	 
80075	1	38	 	 	 	2	 	16	88	88
80075	2	14	 	 	 	2	 	7	88	88
80075	3	88	 	 	 	 	 	 	 	 
80076	1	38	 	 	 	3	 	16	88	88
80076	2	29	 	 	 	4	 	18	2	88
80076	3	1	 	 	 	4	 	18	88	88
80078	1	37	 	 	 	4	 	16	1	88
80078	2	1	 	 	4	 	 	16	88	88
80078	3	29	 	 	 	4	 	16	2	1
80079	1	14	 	4	 	2	 	18	23	7
80079	2	29	 	 	 	4	 	2	18	7
80079	3	1	 	3	 	 	 	1	10	7
80080	1	24	 	 	 	4	 	23	7	88
80080	2	28	 	 	 	4	 	7	88	88
80080	3	29	 	 	 	4	 	23	7	88
80081	1	34	 	 	 	4	 	7	88	77
80081	2	24	 	 	 	4	 	7	88	88
80081	3	29	 	 	 	4	 	9	7	88
80082	1	29	 	 	 	4	 	9	18	88
80082	2	25	 	 	 	2	 	9	18	88
80082	3	47	 	 	 	3	 	1	2	88
80083	1	29	 	 	 	4	 	20	21	18
80083	2	36	 	 	 	4	 	20	2	1
80083	3	1	 	 	2	 	 	16	88	88
80084	1	29	 	 	 	4	 	16	2	1
80084	2	16	 	 	3	 	 	18	88	88
80084	3	47	 	 	 	4	 	2	1	88
80085	1	24	 	 	 	4	 	7	88	88
80085	2	26	 	 	 	3	 	7	88	88
80085	3	25	 	 	 	3	 	7	88	88
80086	1	29	 	 	 	3	 	2	9	7
80086	2	88	 	 	 	 	 	 	 	 
80086	3	88	 	 	 	 	 	 	 	 
80087	1	24	 	 	3	 	 	20	18	88
80087	2	1	 	3	 	 	 	7	88	88
80087	3	12	 	 	2	 	 	18	17	88
80088	1	36	 	 	4	 	 	16	20	88
80088	2	24	 	 	 	4	 	16	7	88
80088	3	47	 	 	3	 	 	16	7	88
80089	1	29	 	 	 	4	 	2	1	88
80089	2	14	 	 	 	2	 	7	88	88
80089	3	88	 	 	 	 	 	 	 	 
80090	1	88	 	 	 	 	 	 	 	 
80090	2	88	 	 	 	 	 	 	 	 
80090	3	88	 	 	 	 	 	 	 	 
80091	1	34	 	4	 	 	 	20	88	88
80091	2	25	 	 	 	2	 	2	20	88
80091	3	29	 	 	 	2	 	18	7	88
80092	1	47	4	 	3	2	 	7	88	88
80092	2	24	 	 	 	3	 	7	88	88
80092	3	29	 	 	2	 	 	18	88	88
80093	1	39	 	 	4	4	 	17	8	88
80093	2	88	 	 	 	 	 	 	 	 
80093	3	88	 	 	 	 	 	 	 	 
80094	1	40	 	 	2	2	 	20	12	7
80094	2	29	 	 	 	4	 	20	18	16
80094	3	14	 	 	2	 	 	2	18	22
80095	1	29	 	 	2	 	 	16	7	88
80095	2	14	 	 	2	 	 	7	88	88
80095	3	88	 	 	 	 	 	 	 	 
80096	1	25	 	 	2	 	 	16	88	88
80096	2	14	2	 	 	 	 	7	88	88
80096	3	47	2	 	 	 	 	2	7	88
80097	1	29	 	 	 	4	 	1	2	20
80097	2	47	3	3	3	3	3	1	2	18
80097	3	88	 	 	 	 	 	 	 	 
80098	1	28	 	 	 	2	 	7	88	88
80098	2	29	 	 	 	4	 	20	7	88
80098	3	88	 	 	 	 	 	 	 	 
80099	1	38	2	2	3	3	 	25	13	7
80099	2	39	 	 	 	2	 	25	20	7
80099	3	36	2	 	 	 	 	20	11	7
80100	1	24	 	 	 	3	 	18	13	7
80100	2	29	 	 	 	2	 	18	20	7
80100	3	37	 	 	 	2	 	18	1	7
90001	1	88	 	 	 	 	 	 	 	 
90001	2	88	 	 	 	 	 	 	 	 
90001	3	88	 	 	 	 	 	 	 	 
90002	1	88	 	 	 	 	 	 	 	 
90002	2	88	 	 	 	 	 	 	 	 
90002	3	88	 	 	 	 	 	 	 	 
90003	1	88	 	 	 	 	 	 	 	 
90003	2	88	 	 	 	 	 	 	 	 
90003	3	88	 	 	 	 	 	 	 	 
90004	1	14	 	 	 	3	 	16	7	88
90004	2	12	 	 	 	3	 	16	7	88
90004	3	39	 	 	 	3	 	16	7	88
90005	1	88	 	 	 	 	 	 	 	 
90005	2	88	 	 	 	 	 	 	 	 
90005	3	88	 	 	 	 	 	 	 	 
90006	1	88	 	 	 	 	 	 	 	 
90006	2	88	 	 	 	 	 	 	 	 
90006	3	88	 	 	 	 	 	 	 	 
90007	1	38	3	3	3	3	3	16	20	9
90007	2	88	 	 	 	 	 	 	 	 
90007	3	88	 	 	 	 	 	 	 	 
90008	1	88	 	 	 	 	 	 	 	 
90008	2	88	 	 	 	 	 	 	 	 
90008	3	88	 	 	 	 	 	 	 	 
90009	1	29	2	 	3	 	 	9	2	88
90009	2	39	 	 	2	 	 	18	9	88
90009	3	88	 	 	 	 	 	 	 	 
90010	1	88	 	 	 	 	 	 	 	 
90010	2	88	 	 	 	 	 	 	 	 
90010	3	88	 	 	 	 	 	 	 	 
90011	1	14	 	 	3	3	 	10	88	88
90011	2	88	 	 	 	 	 	 	 	 
90011	3	88	 	 	 	 	 	 	 	 
90012	1	29	3	 	 	 	 	18	8	20
90012	2	14	 	 	 	2	2	17	23	7
90012	3	88	 	 	 	 	 	 	 	 
90013	1	14	 	 	 	3	 	9	88	88
90013	2	47	 	 	2	2	 	16	88	88
90013	3	88	 	 	 	 	 	 	 	 
90014	1	29	 	 	 	2	 	2	18	88
90014	2	12	 	 	 	2	 	2	18	88
90014	3	88	 	 	 	 	 	 	 	 
90015	1	88	 	 	 	 	 	 	 	 
90015	2	88	 	 	 	 	 	 	 	 
90015	3	88	 	 	 	 	 	 	 	 
90016	1	88	 	 	 	 	 	 	 	 
90016	2	88	 	 	 	 	 	 	 	 
90016	3	88	 	 	 	 	 	 	 	 
90017	1	14	 	 	2	2	 	13	7	88
90017	2	29	2	 	 	 	 	10	88	88
90017	3	88	 	 	 	 	 	 	 	 
90018	1	32	 	 	3	 	 	9	12	7
90018	2	88	 	 	 	 	 	 	 	 
90018	3	88	 	 	 	 	 	 	 	 
90019	1	14	 	 	 	2	 	9	88	88
90019	2	88	 	 	 	 	 	 	 	 
90019	3	88	 	 	 	 	 	 	 	 
90020	1	88	 	 	 	 	 	 	 	 
90020	2	88	 	 	 	 	 	 	 	 
90020	3	88	 	 	 	 	 	 	 	 
90021	1	14	 	4	 	 	 	16	18	7
90021	2	12	 	3	 	 	 	16	7	88
90021	3	88	 	 	 	 	 	 	 	 
90022	1	88	 	 	 	 	 	 	 	 
90022	2	88	 	 	 	 	 	 	 	 
90022	3	88	 	 	 	 	 	 	 	 
90023	1	12	 	 	 	3	 	13	88	88
90023	2	13	 	 	 	3	 	7	88	88
90023	3	88	 	 	 	 	 	 	 	 
90024	1	14	 	 	 	 	2	22	18	7
90024	2	88	 	 	 	 	 	 	 	 
90024	3	88	 	 	 	 	 	 	 	 
90025	1	47	 	 	2	2	 	16	88	88
90025	2	88	 	 	 	 	 	 	 	 
90025	3	88	 	 	 	 	 	 	 	 
90026	1	38	 	 	 	2	 	23	16	7
90026	2	37	 	 	 	2	 	23	16	7
90026	3	14	 	 	 	2	 	16	18	1
90027	1	37	 	2	 	 	 	7	88	88
90027	2	88	 	 	 	 	 	 	 	 
90027	3	88	 	 	 	 	 	 	 	 
90028	1	14	 	2	2	 	 	2	7	88
90028	2	12	 	 	2	2	3	27	88	88
90028	3	88	 	 	 	 	 	 	 	 
90030	1	12	 	 	 	3	 	16	7	88
90030	2	88	 	 	 	 	 	 	 	 
90030	3	88	 	 	 	 	 	 	 	 
90031	1	88	 	 	 	 	 	 	 	 
90031	2	88	 	 	 	 	 	 	 	 
90031	3	88	 	 	 	 	 	 	 	 
90033	1	88	 	 	 	 	 	 	 	 
90033	2	88	 	 	 	 	 	 	 	 
90033	3	88	 	 	 	 	 	 	 	 
90034	1	88	 	 	 	 	 	 	 	 
90034	2	88	 	 	 	 	 	 	 	 
90034	3	88	 	 	 	 	 	 	 	 
90035	1	88	 	 	 	 	 	 	 	 
90035	2	88	 	 	 	 	 	 	 	 
90035	3	88	 	 	 	 	 	 	 	 
90036	1	29	4	 	 	 	 	16	18	10
90036	2	47	3	3	3	3	3	16	18	88
90036	3	39	 	 	2	 	 	16	88	88
90037	1	34	4	 	 	 	 	9	20	88
90037	2	88	 	 	 	 	 	 	 	 
90037	3	88	 	 	 	 	 	 	 	 
90038	1	34	 	 	 	 	2	7	88	88
90038	2	88	 	 	 	 	 	 	 	 
90038	3	88	 	 	 	 	 	 	 	 
90039	1	39	 	 	 	2	 	16	88	88
90039	2	14	 	 	 	2	 	7	88	88
90039	3	88	 	 	 	 	 	 	 	 
90040	1	88	 	 	 	 	 	 	 	 
90040	2	88	 	 	 	 	 	 	 	 
90040	3	88	 	 	 	 	 	 	 	 
90041	1	29	3	 	 	 	 	1	2	88
90041	2	14	 	3	 	 	 	7	88	88
90041	3	88	 	 	 	 	 	 	 	 
90042	1	14	 	3	 	 	 	9	88	88
90042	2	29	 	 	 	2	 	7	88	88
90042	3	88	 	 	 	 	 	 	 	 
90043	1	14	 	2	 	 	 	17	88	88
90043	2	37	 	 	2	 	 	17	88	88
90043	3	88	 	 	 	 	 	 	 	 
90044	1	88	 	 	 	 	 	 	 	 
90044	2	88	 	 	 	 	 	 	 	 
90044	3	88	 	 	 	 	 	 	 	 
90045	1	88	 	 	 	 	 	 	 	 
90045	2	88	 	 	 	 	 	 	 	 
90045	3	88	 	 	 	 	 	 	 	 
90046	1	14	 	 	 	2	 	11	16	7
90046	2	37	 	2	 	 	 	20	16	11
90046	3	88	 	 	 	 	 	 	 	 
90047	1	38	 	 	 	3	4	16	20	7
90047	2	88	 	 	 	 	 	 	 	 
90047	3	88	 	 	 	 	 	 	 	 
90048	1	88	 	 	 	 	 	 	 	 
90048	2	88	 	 	 	 	 	 	 	 
90048	3	88	 	 	 	 	 	 	 	 
90049	1	38	 	 	 	2	 	23	16	7
90049	2	88	 	 	 	 	 	 	 	 
90049	3	88	 	 	 	 	 	 	 	 
90050	1	88	 	 	 	 	 	 	 	 
90050	2	88	 	 	 	 	 	 	 	 
90050	3	88	 	 	 	 	 	 	 	 
90051	1	88	 	 	 	 	 	 	 	 
90051	2	88	 	 	 	 	 	 	 	 
90051	3	88	 	 	 	 	 	 	 	 
90052	1	88	 	 	 	 	 	 	 	 
90052	2	88	 	 	 	 	 	 	 	 
90052	3	88	 	 	 	 	 	 	 	 
90053	1	88	 	 	 	 	 	 	 	 
90053	2	88	 	 	 	 	 	 	 	 
90053	3	88	 	 	 	 	 	 	 	 
90054	1	88	 	 	 	 	 	 	 	 
90054	2	88	 	 	 	 	 	 	 	 
90054	3	88	 	 	 	 	 	 	 	 
90055	1	47	 	3	3	 	 	16	7	88
90055	2	88	 	 	 	 	 	 	 	 
90055	3	88	 	 	 	 	 	 	 	 
90056	1	14	 	 	4	 	 	16	7	88
90056	2	39	 	 	3	3	 	16	7	88
90056	3	13	 	 	3	 	 	16	7	88
90057	1	88	 	 	 	 	 	 	 	 
90057	2	88	 	 	 	 	 	 	 	 
90057	3	88	 	 	 	 	 	 	 	 
90058	1	39	 	 	 	2	2	16	13	88
90058	2	88	 	 	 	 	 	 	 	 
90058	3	88	 	 	 	 	 	 	 	 
90059	1	12	2	2	2	2	2	27	7	88
90059	2	29	2	2	 	 	 	18	88	88
90059	3	88	 	 	 	 	 	 	 	 
90060	1	1	 	2	 	 	 	18	20	7
90060	2	88	 	 	 	 	 	 	 	 
90060	3	88	 	 	 	 	 	 	 	 
90061	1	88	 	 	 	 	 	 	 	 
90061	2	88	 	 	 	 	 	 	 	 
90061	3	88	 	 	 	 	 	 	 	 
90062	1	88	 	 	 	 	 	 	 	 
90062	2	88	 	 	 	 	 	 	 	 
90062	3	88	 	 	 	 	 	 	 	 
90063	1	88	 	 	 	 	 	 	 	 
90063	2	88	 	 	 	 	 	 	 	 
90063	3	88	 	 	 	 	 	 	 	 
90064	1	88	 	 	 	 	 	 	 	 
90064	2	88	 	 	 	 	 	 	 	 
90064	3	88	 	 	 	 	 	 	 	 
90065	1	88	 	 	 	 	 	 	 	 
90065	2	88	 	 	 	 	 	 	 	 
90065	3	88	 	 	 	 	 	 	 	 
90066	1	47	 	3	3	3	 	20	16	88
90066	2	12	 	 	 	3	 	7	88	88
90066	3	88	 	 	 	 	 	 	 	 
90067	1	37	 	4	 	 	 	9	88	88
90067	2	88	 	 	 	 	 	 	 	 
90067	3	88	 	 	 	 	 	 	 	 
90068	1	88	 	 	 	 	 	 	 	 
