CHILDCODE	LIDR4	GAVCRDR4	WHORCVR4	TKEOUTR4	LOANMTR4	LOANYRR4	AMTCRDR4	INTRTR4	FINPAYR4	PYTIMER4	NOBACKR4
80099	2	10	2	6	8	2005	150	0	0	 	 
80099	3	9	2	7	10	2005	200	0	1	1	 
80100	1	7	1	1	4	2005	4200	12	0	 	 
80100	2	10	1	40	11	2005	250	0	1	1	 
90001	1	7	2	1	11	2006	3550	15	1	1	 
90001	2	7	2	1	11	2004	2800	15	1	1	 
90001	3	7	2	1	11	2003	2000	15	1	1	 
90001	4	7	2	1	11	2002	1500	15	1	1	 
90002	1	8	1	1	4	2006	2000	0	1	1	 
90002	2	8	1	1	2	2005	1600	0	1	1	 
90002	3	7	2	1	10	2002	1500	10	1	1	 
90002	4	7	2	1	10	2003	600	10	1	1	 
90002	5	7	2	1	12	2004	1500	13	1	1	 
90002	6	7	2	1	8	2005	2250	16	0	 	 
90003	1	8	1	1	11	2004	1000	0	1	1	 
90003	2	10	1	1	12	2004	300	0	1	1	 
90003	3	7	1	1	10	2005	2000	10	1	1	 
90003	4	10	2	19	2	2006	308	0	0	 	 
90004	1	7	7	1	5	2003	3000	15	1	1	 
90004	2	7	7	14	5	2004	3000	15	1	1	 
90004	3	8	2	1	3	2005	500	0	1	1	 
90004	4	10	2	1	3	2006	500	0	1	1	 
90005	1	10	1	1	11	2005	700	0	1	1	 
90005	2	10	1	3	2	2006	2000	0	1	0	3
90006	1	7	2	1	11	2005	1200	15	0	 	 
90006	2	10	2	2	11	2002	200	0	1	1	 
90006	3	10	2	2	11	2003	3000	0	1	1	 
90006	4	10	2	2	11	2004	480	0	1	1	 
90006	5	10	2	7	1	2005	300	0	1	1	 
90006	6	10	2	2	12	2005	700	0	1	1	 
90007	1	7	1	14	1	2003	400	15	1	0	5
90007	2	10	1	1	2	400	2005	0	1	1	 
90007	3	8	1	7	4	2005	200	0	1	1	 
90008	1	7	1	1	4	2004	1500	15	0	 	 
90008	2	7	1	1	4	2005	4000	15	1	0	11
90008	3	10	1	1	12	2005	3000	0	0	 	 
90009	1	10	2	1	11	2005	200	0	1	1	 
90009	2	7	2	1	7	2005	3635	0	0	 	 
90010	1	7	1	1	5	2005	2500	15	1	1	 
90010	2	7	1	1	3	2004	2000	15	1	1	 
90010	3	7	1	1	4	2003	1800	15	1	1	 
90010	4	8	1	2	10	2005	500	0	1	1	 
90011	1	10	1	15	1	2003	250	0	1	1	 
90011	2	10	1	40	10	2005	1400	0	1	1	 
90011	3	10	1	13	1	2006	700	0	1	1	 
90013	1	10	7	1	11	2005	300	0	1	1	 
90014	1	10	1	2	12	2002	450	0	1	1	 
90014	2	10	1	10	7	2002	150	0	1	1	 
90014	3	10	1	2	12	2003	456	0	1	1	 
90014	4	7	1	1	10	2005	1305	15	0	 	 
90014	5	10	1	2	12	2005	700	0	1	1	 
90014	6	10	1	1	2	2006	200	0	1	1	 
90014	7	10	1	10	3	2006	150	0	1	1	 
90014	8	10	1	10	4	2006	100	0	0	 	 
90015	1	7	2	40	8	2005	4000	13	1	1	 
90015	2	7	2	40	8	2004	3500	13	1	1	 
90015	3	7	2	40	8	2003	2200	13	1	1	 
90015	4	7	2	40	8	2002	1900	13	1	1	 
90016	1	10	1	1	2	2002	300	0	1	1	 
90016	2	10	1	1	2	2005	1500	0	1	1	 
90018	1	7	2	1	8	2002	2000	10	1	1	 
90018	2	7	2	1	8	2003	3200	10	1	1	 
90018	3	7	2	1	8	2003	3000	10	1	1	 
90018	4	7	2	1	8	2005	4000	15	1	1	 
90018	5	7	2	14	4	2006	4000	15	0	 	 
90019	1	10	1	15	1	2003	120	0	1	1	 
90019	2	8	2	10	2	2003	200	0	1	1	 
90020	1	10	1	1	1	2002	2000	0	1	1	 
90020	2	10	1	2	4	2006	500	0	0	 	 
90021	1	14	2	40	10	2005	2400	15	0	 	 
90021	2	2	1	40	5	2005	1000	15	0	 	 
90022	1	7	2	1	8	2005	3450	8	1	1	 
90022	2	7	2	1	11	2004	2800	8	1	1	 
90022	3	7	2	1	9	2003	2500	8	1	1	 
90022	4	7	2	1	8	2002	700	8	1	1	 
90022	5	10	2	2	4	2006	50	0	1	1	 
90024	1	7	2	4	10	2005	4000	15	0	 	 
90025	1	7	1	1	10	2004	1200	10	1	1	 
90025	2	7	2	1	10	2005	2400	10	1	1	 
90025	3	10	2	41	1	2005	1200	0	1	1	 
90026	1	7	1	1	3	2005	4000	15	0	 	 
90026	2	10	1	1	2	2006	1500	0	1	1	 
90026	3	4	1	1	2	2005	500	0	1	1	 
90027	1	7	1	1	6	2003	2500	15	1	1	 
90027	2	7	1	1	6	2004	3500	15	1	1	 
90027	3	7	1	1	6	2005	5000	15	0	 	 
90028	1	8	2	2	10	2004	100	0	1	1	 
90028	2	10	3	2	5	2005	100	0	1	1	 
90030	1	15	2	1	10	2005	3000	15	0	 	 
90031	1	7	4	1	10	2005	3450	12	1	1	 
90033	1	7	2	1	5	2002	2500	15	1	1	 
90033	2	9	2	1	4	2005	200	0	1	1	 
90033	3	8	1	2	4	2005	200	0	1	1	 
90034	1	10	2	14	13	2005	200	0	1	1	 
90034	2	9	2	15	1	2005	160	5	1	1	 
90034	3	8	2	8	6	2005	3000	0	1	1	 
90034	4	10	2	15	1	2006	300	0	1	1	 
90035	1	7	2	1	10	2005	2200	10	1	1	 
90035	2	8	2	2	11	2004	500	0	1	1	 
90036	1	10	1	13	8	2002	500	0	1	1	 
90036	2	7	1	4	4	2003	1500	15	1	1	 
90036	3	7	1	19	4	2004	2500	15	1	1	 
90036	4	10	1	1	10	2004	2000	0	1	1	 
90036	5	10	1	1	10	2005	1500	0	1	1	 
90036	6	10	1	15	77	2005	200	0	1	1	 
90036	7	10	1	1	1	2006	1400	0	1	1	 
90036	8	8	1	13	12	2005	2500	0	0	 	 
90036	9	9	1	6	8	2004	1000	0	1	1	 
90037	1	9	2	1	11	2005	150	0	1	1	 
90039	1	8	1	7	4	2003	800	0	1	1	 
90039	2	7	1	14	6	2004	2000	10	1	1	 
90039	3	7	1	10	4	3000	2005	10	1	1	 
90039	4	10	1	1	77	2005	500	0	1	1	 
90041	1	10	1	17	1	2005	2000	0	1	1	 
90042	1	10	1	1	11	300	2003	0	1	1	 
90042	2	8	2	11	77	2003	200	0	1	1	 
90042	3	9	1	13	11	2004	200	0	1	1	 
90043	1	7	2	1	9	2003	400	10	1	1	 
90043	2	7	2	1	8	2004	600	10	1	1	 
90043	3	7	2	1	9	2005	1050	10	1	1	 
90044	1	7	2	1	9	2006	1800	15	1	1	 
90044	2	8	1	2	12	2005	400	0	1	1	 
90044	3	8	1	18	4	2006	200	0	1	1	 
90045	1	7	1	1	4	2002	1800	15	1	1	 
90045	2	7	3	1	4	2003	2100	15	1	1	 
90045	3	7	1	1	4	2004	2700	15	1	1	 
90045	4	7	1	1	4	2005	3600	15	1	1	 
90045	5	10	1	1	1	2006	600	0	1	1	 
90046	1	8	1	1	12	2005	1500	0	1	1	 
90046	2	4	1	1	12	2004	300	0	1	1	 
90046	3	4	1	7	4	2003	2000	0	1	1	 
90047	1	7	1	1	8	2003	2500	10	1	1	 
90047	2	7	1	1	9	2004	3000	15	1	1	 
90047	3	7	1	1	10	2005	4700	15	1	1	 
90048	1	10	1	1	11	2005	200	0	1	1	 
90048	2	10	1	1	11	2005	400	0	1	1	 
90049	1	7	2	1	9	2002	1200	12	1	1	 
90049	2	7	2	1	10	2003	2000	12	1	1	 
90049	3	7	2	1	7	2004	260	15	1	1	 
90049	4	7	2	2	9	2004	2500	15	1	1	 
90050	1	7	1	1	8	2005	1500	15	1	1	 
90050	2	7	1	1	5	2004	2500	15	1	1	 
90051	1	11	2	1	10	2002	400	10	1	1	 
90051	2	11	2	1	11	2003	600	10	1	1	 
90051	3	11	2	1	11	2004	900	10	1	1	 
90051	4	12	2	1	7	2005	2050	12	1	1	 
90052	1	10	1	1	1	2005	2500	0	1	1	 
90052	2	10	1	1	1	2004	1000	0	1	1	 
90052	3	15	0	1	10	2005	4345	15	0	 	 
90053	1	11	2	8	9	2005	3650	16	0	 	 
90053	2	12	2	1	9	2004	2850	16	1	1	 
90053	3	12	2	1	10	2003	2400	12	1	1	 
90053	4	11	2	1	9	2002	1800	10	1	1	 
90054	1	8	2	6	10	2002	2000	0	1	1	 
90054	2	8	2	1	10	2005	1500	0	1	1	 
90055	1	10	1	1	2	2003	400	0	1	1	 
90055	2	10	1	1	10	2004	200	0	1	1	 
90055	3	10	1	1	2	2006	500	0	1	1	 
90056	1	8	2	1	11	2004	1000	0	1	1	 
90056	2	8	2	7	9	2004	1000	0	1	1	 
90056	3	8	2	7	10	2005	1000	0	1	1	 
90058	1	10	1	1	5	2006	1000	0	1	0	11
90058	2	10	1	6	10	2005	2000	0	1	1	 
90059	1	8	1	1	12	2003	60	0	1	1	 
90059	2	10	2	6	9	2005	50	0	1	1	 
90059	3	8	2	2	1	2006	100	0	1	1	 
90059	4	8	2	2	12	2005	200	0	0	 	 
90059	5	8	2	2	4	2004	700	0	1	1	 
90061	1	15	2	15	5	1500	1500	5	1	1	 
90061	2	15	2	15	5	2005	5000	5	1	1	 
90061	3	15	2	15	3	2006	10000	5	1	0	11
90062	1	10	1	6	77	2002	200	0	1	1	 
90062	2	10	2	13	11	2003	500	0	1	1	 
90062	3	15	2	41	10	2003	2800	15	1	1	 
90062	4	15	2	41	10	2004	2800	15	1	1	 
90062	5	15	2	41	10	2005	2800	15	0	 	 
90063	1	8	1	2	1	2002	200	0	1	1	 
90063	2	8	1	1	2	2003	300	0	1	1	 
90064	1	7	2	2	4	2003	3000	15	1	1	 
90064	2	7	2	1	4	2004	5000	15	1	1	 
90065	1	10	1	1	11	2005	2200	0	1	1	 
90065	2	10	1	10	2	2005	100	0	1	1	 
90065	3	9	1	1	11	2004	100	0	1	1	 
90066	1	7	1	1	9	2003	1000	15	1	1	 
90067	1	7	2	12	4	2002	400	10	1	1	 
90067	2	7	2	10	3	2003	1500	10	1	1	 
90067	3	7	2	1	4	2004	2000	10	1	1	 
90067	4	7	2	10	4	2005	3000	10	0	 	 
90067	5	11	1	1	1	2006	1000	10	1	1	 
90069	1	8	1	1	10	2005	2000	0	1	1	 
90070	1	7	2	1	10	2002	1000	15	1	1	 
90070	2	7	2	1	10	2003	1200	15	1	1	 
90070	3	7	2	1	10	2004	1500	15	1	1	 
90070	4	7	2	1	10	2005	2400	10	1	1	 
90073	1	10	2	8	5	2005	200	0	1	1	 
90073	2	10	2	5	2	2006	100	0	1	1	 
90074	1	6	1	1	6	2004	2000	0	1	1	 
90074	2	9	1	1	10	2005	200	15	1	1	 
90074	3	9	1	1	10	2004	200	15	1	1	 
90075	1	7	2	1	11	400	2002	10	1	1	 
90075	2	10	3	19	12	2002	2000	0	1	1	 
90075	3	7	2	1	10	2003	600	10	1	1	 
90075	4	7	2	1	10	2004	1200	10	1	1	 
90075	5	7	2	1	9	2005	3000	10	0	 	 
90075	6	8	2	10	5	2005	2000	0	1	1	 
90075	7	10	1	10	2	2006	3000	0	1	1	 
90075	8	10	1	12	4	2006	2000	0	0	 	 
90076	1	11	2	1	10	2005	2000	10	0	 	 
90076	2	11	2	16	10	2004	3000	10	1	1	 
90076	3	11	2	16	10	2003	3000	10	1	1	 
90076	4	11	2	16	10	2002	3000	10	1	1	 
90078	1	8	2	7	5	2005	5000	0	0	 	 
90079	1	7	1	1	10	2005	2700	15	0	 	 
90079	2	9	1	1	11	2005	200	0	1	1	 
90081	1	7	1	1	10	2005	1000	10	0	 	 
90081	2	10	1	1	2	2004	452	0	1	1	 
90081	3	10	1	1	2	2005	560	0	1	1	 
90081	4	10	1	1	3	2006	600	0	1	1	 
90084	1	10	2	7	3	2006	180	0	1	1	 
90085	1	7	8	13	6	2002	2900	10	1	1	 
90085	2	7	8	8	9	2003	3500	10	1	1	 
90085	3	9	8	13	11	2003	50	0	1	1	 
90085	4	7	8	1	8	2004	4000	10	1	1	 
90085	5	7	8	10	9	2005	5500	10	1	1	 
90086	1	7	1	1	6	2005	5000	15	0	 	 
90086	2	15	2	1	10	2005	2500	15	0	 	 
90087	1	7	2	4	9	2005	2800	12	0	 	 
90087	2	7	2	4	10	2004	1800	12	1	1	 
90087	3	7	2	4	11	2003	1200	15	1	1	 
90087	4	7	2	4	10	2002	600	15	1	1	 
90088	1	7	1	13	3	2002	2500	10	1	1	 
90088	2	10	1	15	1	2002	150	0	1	1	 
90088	3	7	1	14	3	2003	3000	10	1	1	 
90088	4	7	1	8	4	2004	3500	10	1	1	 
90088	5	7	1	8	4	2005	3500	10	1	1	 
90088	6	10	1	15	1	2005	200	0	1	1	 
90089	1	10	1	1	10	2005	100	0	1	1	 
90090	1	7	4	1	7	2005	4000	15	1	1	 
90090	2	7	4	1	8	2004	2500	15	1	1	 
90090	3	7	4	1	6	2003	1500	15	1	1	 
90092	1	9	2	1	10	2005	50	10	0	 	 
90092	2	6	5	1	10	2005	1000	15	0	 	 
90093	1	8	4	2	4	2005	3500	0	1	1	 
90093	2	7	4	1	9	2005	4000	15	0	 	 
90093	3	7	4	1	9	2004	2500	15	0	 	 
90093	4	7	4	1	9	2003	1400	15	0	 	 
90093	5	7	4	1	9	2002	1000	15	0	 	 
90095	1	2	2	1	10	2002	600	15	1	1	 
90095	2	2	2	1	10	2003	950	15	1	1	 
90095	3	2	2	1	10	2004	1050	15	1	1	 
90095	4	2	2	1	10	2006	2500	15	0	 	 
90095	5	7	1	1	5	2005	2000	15	0	 	 
90095	6	9	1	4	11	2005	90	0	1	1	 
90096	1	2	2	1	10	20005	3000	16	0	 	 
100001	1	7	2	8	2	2004	9000	15	1	1	 
100003	1	10	2	19	10	2005	200	0	1	1	 
100004	1	10	2	2	4	2006	100	0	0	 	 
100004	2	8	2	2	77	2004	200	0	0	 	 
100008	1	7	1	8	8	2005	5000	16	0	 	 
100008	2	7	1	13	6	2005	2005	5000	0	 	 
100008	3	5	1	8	7	2004	6000	-77	0	 	 
100011	1	7	2	1	9	2003	1500	10	1	1	 
100013	1	7	1	8	10	2004	5000	12	1	1	 
100013	2	7	1	8	10	2005	7000	12	0	 	 
100014	1	10	6	2	1	2006	500	0	1	1	 
100015	1	10	1	7	3	2003	1000	0	1	1	 
100015	2	8	2	1	10	2005	2000	0	0	 	 
100019	1	7	2	2	4	2004	1500	5	1	1	 
100019	2	8	2	8	11	2005	3000	0	0	 	 
100019	3	8	2	19	12	2005	500	0	1	1	 
100019	4	8	2	2	1	2006	1000	0	1	1	 
100020	1	7	1	2	4	2002	1500	10	1	1	 
100020	2	7	1	2	4	2003	3500	10	1	1	 
100020	3	10	1	2	2	2004	300	0	1	1	 
100020	4	7	1	2	5	2005	4500	10	0	 	 
100021	1	7	2	4	9	2004	2000	-77	1	1	 
100021	2	7	1	16	12	2002	7400	16	1	1	 
100023	1	7	0	19	1	2002	20000	10	1	1	 
100023	2	7	0	19	1	2003	20000	10	1	1	 
100023	3	7	0	19	1	2004	30000	10	1	1	 
100023	4	7	0	16	1	2005	35000	10	1	1	 
100023	5	7	0	19	1	2006	35000	10	0	 	 
100023	6	10	0	19	2	2006	10000	0	0	 	 
100024	1	7	2	4	5	2002	1000	10	1	1	 
100024	2	7	2	4	5	2003	2000	10	1	1	 
100024	3	7	2	4	5	2004	2000	10	1	1	 
100024	4	7	2	4	5	2005	2000	10	0	 	 
100025	1	10	1	17	10	2005	200	0	1	0	11
100027	1	7	1	8	12	2004	10000	5	1	1	 
100028	1	7	2	1	4	2005	30000	10	0	 	 
100030	1	10	6	2	1	2005	1000	0	0	 	 
100030	2	10	6	2	10	2005	500	0	1	1	 
100031	1	8	2	2	12	2005	150	0	1	1	 
100032	1	5	2	1	2	2004	2000	0	0	 	 
100033	1	7	1	4	2	2002	2000	10	1	1	 
100033	2	7	1	4	2	2003	2000	10	1	1	 
100033	3	7	1	4	2	2004	2000	10	1	1	 
100033	4	7	1	4	2	2005	3000	10	1	1	 
100034	1	7	1	2	12	2005	1500	10	0	 	 
100037	1	7	3	4	12	2005	3000	10	0	 	 
100040	1	10	2	5	4	2005	50	0	1	1	 
100041	1	7	2	1	4	2004	6000	5	0	 	 
100042	1	77	2	4	4	2005	2500	0	0	 	 
100043	1	7	2	2	1	2005	1000	10	1	1	 
100046	1	10	2	19	4	2004	1000	0	1	1	 
100047	1	7	1	4	11	2004	1000	10	1	1	 
100048	1	7	2	19	2	2006	2500	-77	0	 	 
100048	2	7	2	19	1	2004	1500	-77	1	1	 
100050	1	6	3	14	3	2002	1500	0	0	 	 
100051	1	8	2	3	5	2004	3000	10	1	1	 
100051	2	8	2	4	2	2006	500	0	0	 	 
100052	1	6	1	8	5	2005	6000	5	0	 	 
100055	1	7	1	10	10	2003	6000	5	1	1	 
100057	1	7	1	19	10	2002	10000	5	1	1	 
100057	2	7	1	19	10	2003	15000	5	1	1	 
100058	1	7	2	10	5	2006	3000	5	1	1	 
100060	1	7	2	7	2	2002	3500	2	1	1	 
100060	2	7	2	2	2	2003	3500	2	0	 	 
100060	3	7	2	2	2	2004	350	2	0	 	 
100060	4	7	2	3	2	2005	3500	2	0	 	 
100060	5	5	2	2	2	2006	4000	2	1	77	 
100062	1	7	1	8	9	2003	9000	10	1	1	 
100062	2	10	1	2	2	2004	600	0	0	 	 
100062	3	10	2	4	9	2004	400	0	0	 	 
100062	4	10	1	15	1	2006	500	0	0	 	 
100064	1	8	1	3	4	2005	100000	25	0	 	 
100066	1	6	1	3	9	2005	500000	11	0	 	 
100068	1	10	1	3	2	2006	1000	10	0	 	 
100071	1	8	2	2	1	20006	5000	0	0	 	 
100073	1	7	1	8	10	2002	9000	2	1	1	 
100073	2	7	1	8	10	2003	9000	2	1	0	11
100073	3	7	1	2	10	2005	6000	2	0	 	 
100073	4	6	1	15	12	2005	6000	2	0	 	 
100074	1	7	3	6	2	2003	2000	10	1	1	 
100074	2	7	3	7	3	2004	10000	10	0	 	 
100074	3	5	3	7	1	2004	1000	0	1	1	 
100077	1	7	4	2	6	2005	2000	15	0	 	 
100077	2	7	4	2	6	2004	3000	15	1	1	 
100080	1	7	1	14	77	2001	3000	6	0	 	 
100092	1	7	6	3	10	2005	15000	10	0	 	 
100094	1	10	2	2	4	2002	200	0	1	1	 
100094	2	10	2	2	6	2004	150	0	1	1	 
100094	3	5	2	3	5	2005	500	0	1	1	 
100095	1	8	1	5	3	20006	7000	5	0	 	 
100095	2	8	1	2	12	2005	4000	5	0	 	 
100095	3	4	2	3	1	2006	5000	5	0	 	 
100097	1	5	2	19	2	2003	6000	10	0	 	 
100097	2	5	2	19	2	2005	12000	10	1	1	 
100098	1	7	3	1	10	2001	3000	10	1	1	 
100100	1	7	2	4	11	2004	6000	-77	0	 	 
110001	1	8	1	10	10	2005	26000	0	0	 	 
110001	2	10	1	10	10	2005	12000	0	0	 	 
110001	3	8	1	7	1	2006	450	0	1	1	 
110003	1	7	1	1	6	2002	8000	4	1	1	 
110003	2	9	1	1	10	2005	2000	25	0	 	 
110003	3	9	1	1	10	2004	1000	25	1	1	 
110004	1	7	1	2	7	2003	2000	5	1	1	 
110005	1	7	2	19	5	2004	1200	15	1	1	 
110005	2	7	2	19	5	2005	1500	15	1	1	 
110005	3	10	2	2	5	2006	100	0	0	 	 
110009	1	7	1	1	9	2005	4000	15	0	 	 
110009	2	7	1	1	9	2004	3000	15	1	1	 
110009	3	7	1	1	9	2003	1500	15	1	1	 
110009	4	10	1	13	3	2006	500	0	1	1	 
110009	5	9	1	1	11	2005	500	0	0	 	 
110010	1	10	2	3	2	2005	1000	5	0	 	 
110013	1	6	2	2	8	2005	1000	0	0	 	 
110014	1	7	1	12	3	2003	2000	15	1	1	 
110017	1	8	1	16	1	2006	1000	0	0	 	 
110019	1	10	1	2	5	2003	1000	4	1	1	 
110019	2	10	1	2	1	2004	1000	4	1	1	 
110023	1	7	1	1	7	2005	4000	15	0	 	 
110026	1	8	2	15	2	2006	500	0	1	1	 
110027	1	10	1	1	10	2005	500	0	1	1	 
110028	1	7	7	13	4	2005	4000	15	1	1	 
110028	2	8	7	1	4	2005	2000	0	1	1	 
110028	3	9	7	1	10	2005	1400	7	1	1	 
110029	1	7	2	2	77	2004	2600	5	0	 	 
110030	1	10	2	2	7	2005	1000	10	1	1	 
110031	1	8	1	7	12	2005	1400	0	0	 	 
110031	2	8	1	2	2	2006	200	0	0	 	 
110031	3	9	2	7	12	2005	300	0	0	 	 
110033	1	7	1	2	5	2005	2500	3	0	 	 
110034	1	7	1	1	10	2004	1500	15	1	1	 
110034	2	7	1	1	10	2003	1000	15	1	1	 
110034	3	7	1	1	8	2002	800	15	1	1	 
110035	1	7	1	1	10	2002	12000	10	1	1	 
110038	1	7	1	2	7	2005	3000	3	0	 	 
110039	1	8	1	1	10	2005	3000	0	0	 	 
110041	1	10	2	4	3	2006	500	0	1	1	 
110041	2	10	2	13	2	2006	7000	0	1	1	 
110042	1	7	2	1	8	2002	4000	15	1	1	 
110042	2	7	2	8	8	2003	3000	16	1	1	 
110042	3	7	2	1	8	2004	5000	15	1	1	 
110042	4	7	2	1	8	2005	6500	15	0	 	 
110045	1	7	2	4	9	2002	2000	10	1	1	 
110045	2	7	2	4	9	2003	3000	10	1	1	 
110045	3	7	2	4	9	2004	3500	10	1	1	 
110045	4	7	2	4	9	2005	4000	10	0	 	 
110046	1	7	2	2	5	2004	1300	10	1	1	 
110047	1	8	1	1	7	2003	1500	10	1	1	 
110047	2	7	1	1	7	2004	2000	10	1	1	 
110047	3	7	1	1	7	2005	3000	10	0	 	 
110049	1	7	2	1	7	2002	1500	10	1	1	 
110049	2	7	2	1	7	2003	3000	10	1	1	 
110049	3	7	2	1	7	2004	4000	10	1	1	 
110049	4	7	2	1	7	2005	5000	10	0	 	 
110052	1	7	2	1	8	2004	2000	10	1	1	 
110052	2	7	2	1	10	2005	2500	10	0	 	 
110055	1	7	1	1	11	2005	3000	8	0	 	 
110056	1	9	3	2	9	2005	200	2	0	 	 
110059	1	7	2	1	8	2004	1500	10	1	1	 
110059	2	7	2	2	12	2005	2500	10	0	 	 
110060	1	7	2	2	7	2004	2100	6	1	1	 
110060	2	7	2	2	7	2005	3000	10	0	 	 
110063	1	8	16	1	4	2005	2000	0	1	1	 
110063	2	10	16	2	4	2006	325	0	0	 	 
110065	1	9	2	2	12	2005	200	6	0	 	 
110065	2	9	2	1	10	2005	200	6	0	 	 
110066	1	9	2	1	12	2003	500	1	1	1	 
110066	2	9	2	1	12	2004	900	1	1	1	 
110066	3	9	2	1	12	2005	1100	1	0	 	 
110067	1	7	1	1	9	2003	2000	10	0	 	 
110067	2	7	2	4	4	2002	500	10	0	 	 
110067	3	7	1	1	8	2004	3000	10	0	 	 
110067	4	7	2	4	4	2003	1000	10	0	 	 
110067	5	7	1	14	8	2005	4000	10	1	1	 
110067	6	7	2	6	4	1500	2004	10	0	 	 
110068	1	7	2	8	7	2003	2500	8	1	1	 
110068	2	7	2	2	7	2004	3000	8	1	1	 
110068	3	7	2	13	7	2005	3500	8	1	1	 
110068	4	7	2	8	7	2006	4000	8	0	 	 
110069	1	7	1	4	7	2002	3300	15	1	1	 
110069	2	7	1	4	7	2003	4300	15	1	1	 
110069	3	7	1	4	7	2004	5800	15	1	1	 
110069	4	7	1	4	7	2005	6624	15	0	 	 
110074	1	9	2	2	10	2002	100	2	1	1	 
110074	2	9	2	2	10	2003	100	2	1	1	 
110074	3	9	2	2	10	2005	100	2	0	 	 
110075	1	7	1	2	7	2003	2000	10	1	1	 
110075	2	7	1	2	7	2004	4000	10	1	1	 
110075	3	7	2	4	6	2005	6200	10	1	1	 
110082	1	13	1	2	5	2006	800	0	0	 	 
110084	1	7	2	10	4	2003	1000	2	1	1	 
110088	1	9	5	2	4	2006	2500	3	0	 	 
110094	1	9	2	1	10	2005	1200	25	0	 	 
110094	2	7	1	1	6	2005	3000	2	1	1	 
110098	1	7	1	1	4	2002	2000	10	1	1	 
120001	1	8	1	7	8	2005	200	0	1	1	 
120001	2	10	1	2	2	2006	300	0	0	 	 
120001	3	10	1	7	2	2006	500	0	0	 	 
120002	1	10	18	7	12	2005	900	0	1	1	 
120002	2	10	18	2	2	2006	800	0	1	1	 
120004	1	10	1	2	12	2005	1000	0	1	0	12
120005	1	6	2	19	1	2005	1500	250	0	 	 
120005	2	10	1	2	3	2006	150	0	0	 	 
120006	1	8	1	7	9	2005	200	0	1	1	 
120006	2	2	1	1	11	2005	400	-77	0	 	 
120007	1	9	1	3	10	2005	500	0	1	1	 
120009	1	7	1	13	3	2004	6000	750	0	 	 
120009	2	3	0	19	10	2004	500	100	1	1	 
120009	3	3	0	1	11	2005	1000	150	0	 	 
120010	1	3	2	1	11	2004	1000	150	1	1	 
120010	2	8	1	2	2	2005	2000	0	1	1	 
120011	1	8	1	7	9	2005	2000	0	1	1	 
120011	2	8	2	2	11	2003	200	0	1	1	 
120012	1	8	3	2	12	2004	200	0	1	1	 
120012	2	8	16	2	11	2005	100	0	1	1	 
120013	1	10	1	3	2	2005	300	0	0	 	 
120013	2	10	1	2	3	2005	1000	0	1	1	 
120014	1	8	1	6	4	2005	1300	0	1	1	 
120014	2	8	1	2	11	2005	300	0	1	1	 
120014	3	8	1	2	2	2005	500	0	1	1	 
120014	4	7	2	1	11	2005	600	10	0	 	 
120014	5	8	2	2	1	2005	200	0	1	1	 
120015	1	10	1	2	8	2005	8000	0	0	 	 
120015	2	8	2	10	10	2003	500	0	0	 	 
120017	1	3	2	19	10	2004	500	100	1	1	 
120017	2	3	2	19	11	2005	1000	150	0	 	 
120017	3	8	2	2	10	2004	100	0	1	1	 
120017	4	8	4	17	7	2005	1000	0	1	1	 
120018	1	8	1	7	10	2003	550	0	1	0	11
120018	2	10	2	2	2	2006	50	0	0	 	 
120019	1	10	1	6	4	2005	2000	0	0	 	 
120020	1	8	1	10	1	2005	10000	0	0	 	 
120020	2	8	1	10	1	2005	6000	0	0	 	 
120021	1	8	1	2	10	2005	800	0	1	1	 
120021	2	10	1	1	11	2004	350	0	1	1	 
120023	1	10	1	19	6	2006	6000	0	1	1	 
120024	1	7	1	1	10	2004	1000	150	0	 	 
120024	2	8	1	2	12	2005	100	0	1	1	 
120025	1	10	9	2	11	2004	100	0	1	1	 
120025	2	8	9	2	3	2006	50	0	0	 	 
120026	1	10	2	13	3	2005	200	0	1	1	 
120028	1	8	19	19	2	2006	7000	0	1	1	 
120029	1	10	2	1	11	2005	500	0	1	0	2
120031	1	8	1	2	1	2006	1000	0	0	 	 
120031	2	8	1	7	1	2006	500	0	1	1	 
120031	3	8	1	2	4	2005	400	0	1	1	 
120031	4	5	2	19	11	2005	1500	15	0	 	 
120032	1	10	2	17	2	2005	75	0	1	1	 
120033	1	10	1	1	11	2005	120	0	1	1	 
120033	2	8	1	1	11	2004	200	0	1	1	 
120034	1	8	1	8	3	2003	200	0	1	1	 
120034	2	10	1	1	8	2005	3000	0	1	1	 
120035	1	8	1	7	8	2004	700	0	1	1	 
120036	1	5	2	19	12	2005	600	12	0	 	 
120036	2	8	2	19	3	2005	500	0	1	1	 
120037	1	5	2	2	6	2003	600	15	1	1	 
120037	2	5	2	19	7	2004	1000	15	1	1	 
120037	3	5	2	19	9	2005	1500	15	0	 	 
120038	1	8	1	6	1	2006	1000	0	0	 	 
120038	2	8	1	7	11	2005	1000	0	0	 	 
120038	3	10	1	2	11	2005	1000	0	0	 	 
120038	4	8	1	2	11	2004	1000	0	1	1	 
120038	5	8	1	2	11	2003	1000	0	1	1	 
120038	6	8	1	2	11	2002	1000	0	1	1	 
120039	1	8	2	2	11	2005	5000	0	1	0	11
120040	1	8	1	2	12	2004	200	0	1	1	 
120041	1	8	1	1	11	2004	300	0	1	1	 
120042	1	10	16	7	1	2006	300	0	1	1	 
