PLACEID	ACWTIDR4	PLCEWAT	HRSWATER	DAYSWATER	PERWATER
8305	2	0	 	 	 
8305	3	0	 	 	 
8305	4	1	 	 	100
8305	5	0	 	 	 
8305	6	0	 	 	 
8305	7	0	 	 	 
8305	8	0	 	 	 
8306	1	1	24	7	100
8306	2	0	 	 	 
8306	3	1	 	 	2
8306	4	0	 	 	 
8306	5	0	 	 	 
8306	6	0	 	 	 
8306	7	0	 	 	 
8306	8	0	 	 	 
8307	1	1	24	7	100
8307	2	0	 	 	 
8307	3	0	 	 	 
8307	4	0	 	 	 
8307	5	0	 	 	 
8307	6	0	 	 	 
8307	7	0	 	 	 
8307	8	0	 	 	 
8310	1	1	24	7	100
8310	2	0	 	 	 
8310	3	0	 	 	 
8310	4	0	 	 	 
8310	5	0	 	 	 
8310	6	0	 	 	 
8310	7	0	 	 	 
8310	8	0	 	 	 
8311	1	1	24	7	100
8311	2	0	 	 	 
8311	3	0	 	 	 
8311	4	0	 	 	 
8311	5	0	 	 	 
8311	6	0	 	 	 
8311	7	0	 	 	 
8311	8	0	 	 	 
8316	1	1	24	7	100
8316	2	0	 	 	 
8316	3	0	 	 	 
8316	4	0	 	 	 
8316	5	0	 	 	 
8316	6	0	 	 	 
8316	7	0	 	 	 
8316	8	0	 	 	 
8317	1	1	24	7	100
8317	2	0	 	 	 
8317	3	0	 	 	 
8317	4	0	 	 	 
8317	5	0	 	 	 
8317	6	0	 	 	 
8317	7	0	 	 	 
8317	8	0	 	 	 
8318	1	1	24	7	30
8318	2	1	 	 	70
8318	3	0	 	 	 
8318	4	0	 	 	 
8318	5	0	 	 	 
8318	6	0	 	 	 
8318	7	1	 	 	 
8318	8	0	 	 	 
8319	1	0	 	 	 
8319	2	1	 	 	90
8319	3	0	 	 	 
8319	4	0	 	 	 
8319	5	0	 	 	 
8319	6	0	 	 	 
8319	7	1	 	 	 
8319	8	0	 	 	 
8320	1	1	3	4	100
8320	2	0	 	 	 
8320	3	0	 	 	 
8320	4	0	 	 	 
8320	5	0	 	 	 
8320	6	0	 	 	 
8320	7	0	 	 	 
8320	8	0	 	 	 
8321	1	1	15	7	100
8321	2	0	 	 	 
8321	3	0	 	 	 
8321	4	0	 	 	 
8321	5	0	 	 	 
8321	6	0	 	 	 
8321	7	0	 	 	 
8321	8	0	 	 	 
8322	1	1	12	7	5
8322	2	0	 	 	 
8322	3	0	 	 	 
8322	4	0	 	 	 
8322	5	0	 	 	 
8322	6	0	 	 	 
8322	7	0	 	 	 
8322	8	1	 	 	 
8323	1	1	24	7	100
8323	2	0	 	 	 
8323	3	0	 	 	 
8323	4	0	 	 	 
8323	5	0	 	 	 
8323	6	0	 	 	 
8323	7	0	 	 	 
8323	8	0	 	 	 
8325	1	1	24	7	100
8325	2	0	 	 	 
8325	3	0	 	 	 
8325	4	0	 	 	 
8325	5	0	 	 	 
8325	6	0	 	 	 
8325	7	0	 	 	 
8325	8	0	 	 	 
8327	1	1	24	7	100
8327	2	0	 	 	 
8327	3	0	 	 	 
8327	4	0	 	 	 
8327	5	0	 	 	 
8327	6	0	 	 	 
8327	7	0	 	 	 
8327	8	0	 	 	 
8328	1	0	 	 	 
8328	2	1	 	 	100
8328	3	0	 	 	 
8328	4	0	 	 	 
8328	5	0	 	 	 
8328	6	0	 	 	 
8328	7	0	 	 	 
8328	8	0	 	 	 
8333	1	0	 	 	 
8333	2	0	 	 	 
8333	3	0	 	 	 
8333	4	0	 	 	 
8333	5	0	 	 	 
8333	6	0	 	 	 
8333	7	1	 	 	 
8333	8	0	 	 	 
8334	1	1	24	7	80
8334	2	0	 	 	 
8334	3	0	 	 	 
8334	4	0	 	 	 
8334	5	0	 	 	 
8334	6	0	 	 	 
8334	7	1	 	 	 
8334	8	0	 	 	 
8336	1	0	 	 	 
8336	2	0	 	 	 
8336	3	0	 	 	 
8336	4	0	 	 	 
8336	5	0	 	 	 
8336	6	0	 	 	 
8336	7	1	 	 	 
8336	8	0	 	 	 
8337	1	1	24	7	70
8337	2	0	 	 	 
8337	3	0	 	 	 
8337	4	0	 	 	 
8337	5	0	 	 	 
8337	6	0	 	 	 
8337	7	1	 	 	 
8337	8	0	 	 	 
8340	1	1	24	7	100
8340	2	0	 	 	 
8340	3	0	 	 	 
8340	4	0	 	 	 
8340	5	0	 	 	 
8340	6	0	 	 	 
8340	7	0	 	 	 
8340	8	0	 	 	 
8341	1	1	24	7	100
8341	2	0	 	 	 
8341	3	0	 	 	 
8341	4	0	 	 	 
8341	5	0	 	 	 
8341	6	0	 	 	 
8341	7	0	 	 	 
8341	8	0	 	 	 
8342	1	1	24	7	100
8342	2	0	 	 	 
8342	3	0	 	 	 
8342	4	0	 	 	 
8342	5	0	 	 	 
8342	6	0	 	 	 
8342	7	0	 	 	 
8342	8	0	 	 	 
8343	1	1	4	7	70
8343	2	0	 	 	 
8343	3	0	 	 	 
8343	4	0	 	 	 
8343	5	0	 	 	 
8343	6	0	 	 	 
8343	7	0	 	 	 
8343	8	1	 	 	 
8345	1	0	 	 	 
8345	2	0	 	 	 
8345	3	0	 	 	 
8345	4	0	 	 	 
8345	5	0	 	 	 
8345	6	0	 	 	 
8345	7	1	 	 	 
8345	8	0	 	 	 
8348	1	1	0	0	0
8348	2	0	 	 	 
8348	3	0	 	 	 
8348	4	0	 	 	 
8348	5	0	 	 	 
8348	6	0	 	 	 
8348	7	0	 	 	 
8348	8	0	 	 	 
8349	1	1	2	3	100
8349	2	0	 	 	 
8349	3	0	 	 	 
8349	4	0	 	 	 
8349	5	0	 	 	 
8349	6	0	 	 	 
8349	7	0	 	 	 
8349	8	0	 	 	 
8350	1	1	24	7	98
8350	2	0	 	 	 
8350	3	0	 	 	 
8350	4	0	 	 	 
8350	5	0	 	 	 
8350	6	0	 	 	 
8350	7	1	 	 	 
8350	8	0	 	 	 
8353	1	1	24	7	100
8353	2	0	 	 	 
8353	3	0	 	 	 
8353	4	0	 	 	 
8353	5	0	 	 	 
8353	6	0	 	 	 
8353	7	0	 	 	 
8353	8	0	 	 	 
8357	1	1	15	7	80
8357	2	0	 	 	 
8357	3	0	 	 	 
8357	4	0	 	 	 
8357	5	1	 	 	20
8357	6	0	 	 	 
8357	7	0	 	 	 
8357	8	0	 	 	 
8358	1	1	3	7	100
8358	2	0	 	 	 
8358	3	0	 	 	 
8358	4	0	 	 	 
8358	5	0	 	 	 
8358	6	0	 	 	 
8358	7	0	 	 	 
8358	8	0	 	 	 
8360	1	1	6	7	40
8360	2	0	 	 	 
8360	3	1	 	 	40
8360	4	1	 	 	20
8360	5	0	 	 	 
8360	6	1	 	 	 
8360	7	1	 	 	 
8360	8	0	 	 	 
8362	1	0	 	 	 
8362	2	1	 	 	100
8362	3	0	 	 	 
8362	4	0	 	 	 
8362	5	0	 	 	 
8362	6	0	 	 	 
8362	7	0	 	 	 
8362	8	0	 	 	 
8364	1	1	24	7	100
8364	2	0	 	 	 
8364	3	0	 	 	 
8364	4	0	 	 	 
8364	5	0	 	 	 
8364	6	0	 	 	 
8364	7	0	 	 	 
8364	8	0	 	 	 
8365	1	1	10	7	100
8365	2	0	 	 	 
8365	3	0	 	 	 
8365	4	0	 	 	 
8365	5	0	 	 	 
8365	6	0	 	 	 
8365	7	0	 	 	 
8365	8	0	 	 	 
8366	1	1	4	7	100
8366	2	0	 	 	 
8366	3	0	 	 	 
8366	4	0	 	 	 
8366	5	0	 	 	 
8366	6	0	 	 	 
8366	7	0	 	 	 
8366	8	0	 	 	 
8367	1	1	24	7	100
8367	2	0	 	 	 
8367	3	0	 	 	 
8367	4	0	 	 	 
8367	5	0	 	 	 
8367	6	0	 	 	 
8367	7	0	 	 	 
8367	8	0	 	 	 
8368	1	1	24	7	100
8368	2	0	 	 	 
8368	3	0	 	 	 
8368	4	0	 	 	 
8368	5	0	 	 	 
8368	6	0	 	 	 
8368	7	0	 	 	 
8368	8	0	 	 	 
8369	1	1	24	7	100
8369	2	0	 	 	 
8369	3	0	 	 	 
8369	4	0	 	 	 
8369	5	0	 	 	 
8369	6	0	 	 	 
8369	7	0	 	 	 
8369	8	0	 	 	 
8370	1	1	24	7	80
8370	2	1	 	 	20
8370	3	0	 	 	 
8370	4	0	 	 	 
8370	5	0	 	 	 
8370	6	0	 	 	 
8370	7	0	 	 	 
8370	8	0	 	 	 
8371	1	1	24	7	100
8371	2	0	 	 	 
8371	3	0	 	 	 
8371	4	0	 	 	 
8371	5	0	 	 	 
8371	6	0	 	 	 
8371	7	0	 	 	 
8371	8	0	 	 	 
8372	1	0	 	 	 
8372	2	0	 	 	 
8372	3	0	 	 	 
8372	4	0	 	 	 
8372	5	0	 	 	 
8372	6	1	 	 	 
8372	7	0	 	 	 
8372	8	0	 	 	 
8373	1	1	24	7	100
8373	2	0	 	 	 
8373	3	0	 	 	 
8373	4	0	 	 	 
8373	5	0	 	 	 
8373	6	0	 	 	 
8373	7	0	 	 	 
8373	8	0	 	 	 
8374	1	1	16	7	100
8374	2	0	 	 	 
8374	3	0	 	 	 
8374	4	0	 	 	 
8374	5	0	 	 	 
8374	6	0	 	 	 
8374	7	0	 	 	 
8374	8	0	 	 	 
8375	1	0	 	 	 
8375	2	0	 	 	 
8375	3	0	 	 	 
8375	4	0	 	 	 
8375	5	0	 	 	 
8375	6	1	 	 	 
8375	7	0	 	 	 
8375	8	0	 	 	 
8376	1	1	24	7	100
8376	2	0	 	 	 
8376	3	0	 	 	 
8376	4	0	 	 	 
8376	5	0	 	 	 
8376	6	0	 	 	 
8376	7	0	 	 	 
8376	8	0	 	 	 
8377	1	1	24	7	100
8377	2	0	 	 	 
8377	3	0	 	 	 
8377	4	0	 	 	 
8377	5	0	 	 	 
8377	6	0	 	 	 
8377	7	0	 	 	 
8377	8	0	 	 	 
8378	1	1	24	7	100
8378	2	0	 	 	 
8378	3	0	 	 	 
8378	4	0	 	 	 
8378	5	0	 	 	 
8378	6	0	 	 	 
8378	7	0	 	 	 
8378	8	0	 	 	 
8379	1	1	24	7	100
8379	2	0	 	 	 
8379	3	0	 	 	 
8379	4	0	 	 	 
8379	5	0	 	 	 
8379	6	0	 	 	 
8379	7	0	 	 	 
8379	8	0	 	 	 
8380	1	1	6	7	100
8380	2	0	 	 	 
8380	3	0	 	 	 
8380	4	0	 	 	 
8380	5	0	 	 	 
8380	6	0	 	 	 
8380	7	0	 	 	 
8380	8	0	 	 	 
8381	1	1	1	7	80
8381	2	0	 	 	 
8381	3	0	 	 	 
8381	4	1	 	 	20
8381	5	0	 	 	 
8381	6	0	 	 	 
8381	7	0	 	 	 
8381	8	0	 	 	 
8382	1	1	24	7	100
8382	2	0	 	 	 
8382	3	0	 	 	 
8382	4	0	 	 	 
8382	5	0	 	 	 
8382	6	0	 	 	 
8382	7	0	 	 	 
8382	8	0	 	 	 
8383	1	0	 	 	 
8383	2	0	 	 	 
8383	3	0	 	 	 
8383	4	0	 	 	 
8383	5	0	 	 	 
8383	6	1	 	 	 
8383	7	0	 	 	 
8383	8	0	 	 	 
8384	1	1	24	7	100
8384	2	0	 	 	 
8384	3	0	 	 	 
8384	4	0	 	 	 
8384	5	0	 	 	 
8384	6	0	 	 	 
8384	7	0	 	 	 
8384	8	0	 	 	 
8385	1	1	24	7	100
8385	2	0	 	 	 
8385	3	0	 	 	 
8385	4	0	 	 	 
8385	5	0	 	 	 
8385	6	0	 	 	 
8385	7	0	 	 	 
8385	8	0	 	 	 
8386	1	1	24	7	100
8386	2	0	 	 	 
8386	3	0	 	 	 
8386	4	0	 	 	 
8386	5	0	 	 	 
8386	6	0	 	 	 
8386	7	0	 	 	 
8386	8	0	 	 	 
8387	1	1	24	7	100
8387	2	0	 	 	 
8387	3	0	 	 	 
8387	4	0	 	 	 
8387	5	0	 	 	 
8387	6	0	 	 	 
8387	7	0	 	 	 
8387	8	0	 	 	 
8388	1	1	24	7	100
8388	2	0	 	 	 
8388	3	0	 	 	 
8388	4	0	 	 	 
8388	5	0	 	 	 
8388	6	0	 	 	 
8388	7	0	 	 	 
8388	8	0	 	 	 
8389	1	1	24	7	100
8389	2	0	 	 	 
8389	3	0	 	 	 
8389	4	0	 	 	 
8389	5	0	 	 	 
8389	6	0	 	 	 
8389	7	0	 	 	 
8389	8	0	 	 	 
8390	1	1	24	7	100
8390	2	0	 	 	 
8390	3	0	 	 	 
8390	4	0	 	 	 
8390	5	0	 	 	 
8390	6	0	 	 	 
8390	7	0	 	 	 
8390	8	0	 	 	 
8391	1	0	 	 	 
8391	2	0	 	 	 
8391	3	0	 	 	 
8391	4	0	 	 	 
8391	5	0	 	 	 
8391	6	1	 	 	 
8391	7	0	 	 	 
8391	8	0	 	 	 
8392	1	1	24	7	100
8392	2	0	 	 	 
8392	3	0	 	 	 
8392	4	0	 	 	 
8392	5	0	 	 	 
8392	6	0	 	 	 
8392	7	0	 	 	 
8392	8	0	 	 	 
8393	1	1	24	7	100
8393	2	0	 	 	 
8393	3	0	 	 	 
8393	4	0	 	 	 
8393	5	0	 	 	 
8393	6	0	 	 	 
8393	7	0	 	 	 
8393	8	0	 	 	 
8394	1	1	24	7	100
8394	2	0	 	 	 
8394	3	0	 	 	 
8394	4	0	 	 	 
8394	5	0	 	 	 
8394	6	0	 	 	 
8394	7	0	 	 	 
8394	8	0	 	 	 
8395	1	1	24	7	100
8395	2	0	 	 	 
8395	3	0	 	 	 
8395	4	0	 	 	 
8395	5	0	 	 	 
8395	6	0	 	 	 
8395	7	0	 	 	 
8395	8	0	 	 	 
8396	1	1	24	7	60
8396	2	0	 	 	 
8396	3	1	 	 	40
8396	4	0	 	 	 
8396	5	0	 	 	 
8396	6	0	 	 	 
8396	7	0	 	 	 
8396	8	0	 	 	 
8397	1	0	 	 	 
8397	2	0	 	 	 
8397	3	0	 	 	 
8397	4	0	 	 	 
8397	5	0	 	 	 
8397	6	1	 	 	 
8397	7	0	 	 	 
8397	8	0	 	 	 
8398	1	0	 	 	 
8398	2	0	 	 	 
8398	3	0	 	 	 
8398	4	0	 	 	 
8398	5	0	 	 	 
8398	6	1	 	 	 
8398	7	0	 	 	 
8398	8	0	 	 	 
8399	1	1	24	7	100
8399	2	0	 	 	 
8399	3	0	 	 	 
8399	4	0	 	 	 
8399	5	0	 	 	 
8399	6	0	 	 	 
8399	7	0	 	 	 
8399	8	0	 	 	 
8402	1	1	24	7	60
8402	2	0	 	 	 
8402	3	0	 	 	 
8402	4	1	 	 	20
8402	5	0	 	 	 
8402	6	0	 	 	 
8402	7	1	 	 	 
8402	8	1	 	 	 
8403	1	0	 	 	 
8403	2	0	 	 	 
8403	3	0	 	 	 
8403	4	0	 	 	 
8403	5	1	 	 	100
8403	6	0	 	 	 
8403	7	1	 	 	 
8403	8	0	 	 	 
8404	1	0	 	 	 
8404	2	1	 	 	100
8404	3	0	 	 	 
8404	4	0	 	 	 
8404	5	0	 	 	 
8404	6	0	 	 	 
8404	7	0	 	 	 
8404	8	0	 	 	 
8405	1	0	 	 	 
8405	2	0	 	 	 
8405	3	0	 	 	 
8405	4	0	 	 	 
8405	5	1	 	 	100
8405	6	1	 	 	 
8405	7	0	 	 	 
8405	8	0	 	 	 
8406	1	0	 	 	 
8406	2	0	 	 	 
8406	3	0	 	 	 
8406	4	0	 	 	 
8406	5	0	 	 	 
8406	6	1	 	 	 
8406	7	0	 	 	 
8406	8	0	 	 	 
8407	1	0	 	 	 
8407	2	1	 	 	80
8407	3	0	 	 	 
8407	4	0	 	 	 
8407	5	0	 	 	 
8407	6	0	 	 	 
8407	7	1	 	 	 
8407	8	0	 	 	 
8408	1	1	24	7	100
8408	2	0	 	 	 
8408	3	0	 	 	 
8408	4	0	 	 	 
8408	5	0	 	 	 
8408	6	0	 	 	 
8408	7	0	 	 	 
8408	8	0	 	 	 
8409	1	1	3	7	100
8409	2	0	 	 	 
8409	3	0	 	 	 
8409	4	0	 	 	 
8409	5	0	 	 	 
8409	6	0	 	 	 
8409	7	0	 	 	 
8409	8	0	 	 	 
8410	1	1	8	7	100
8410	2	0	 	 	 
8410	3	0	 	 	 
8410	4	0	 	 	 
8410	5	0	 	 	 
8410	6	0	 	 	 
8410	7	0	 	 	 
8410	8	0	 	 	 
8411	1	1	24	7	100
8411	2	0	 	 	 
8411	3	0	 	 	 
8411	4	0	 	 	 
8411	5	0	 	 	 
8411	6	0	 	 	 
8411	7	0	 	 	 
8411	8	0	 	 	 
8412	1	1	24	7	100
8412	2	0	 	 	 
8412	3	0	 	 	 
8412	4	0	 	 	 
8412	5	0	 	 	 
8412	6	0	 	 	 
8412	7	0	 	 	 
8412	8	0	 	 	 
8413	1	1	24	7	100
8413	2	0	 	 	 
8413	3	0	 	 	 
8413	4	0	 	 	 
8413	5	0	 	 	 
8413	6	0	 	 	 
8413	7	0	 	 	 
8413	8	0	 	 	 
8414	1	1	24	7	100
8414	2	0	 	 	 
8414	3	0	 	 	 
8414	4	0	 	 	 
8414	5	0	 	 	 
8414	6	0	 	 	 
8414	7	0	 	 	 
8414	8	0	 	 	 
8415	1	1	24	7	100
8415	2	0	 	 	 
8415	3	0	 	 	 
8415	4	0	 	 	 
8415	5	0	 	 	 
8415	6	0	 	 	 
8415	7	0	 	 	 
8415	8	0	 	 	 
8416	1	1	24	7	100
8416	2	0	 	 	 
8416	3	0	 	 	 
8416	4	0	 	 	 
8416	5	0	 	 	 
8416	6	0	 	 	 
8416	7	0	 	 	 
8416	8	0	 	 	 
8417	1	1	8	7	100
8417	2	0	 	 	 
8417	3	0	 	 	 
8417	4	0	 	 	 
8417	5	0	 	 	 
8417	6	0	 	 	 
8417	7	0	 	 	 
8417	8	0	 	 	 
8418	1	1	24	7	100
8418	2	0	 	 	 
8418	3	0	 	 	 
8418	4	0	 	 	 
8418	5	0	 	 	 
8418	6	0	 	 	 
8418	7	0	 	 	 
8418	8	0	 	 	 
8419	1	1	24	7	100
8419	2	0	 	 	 
8419	3	0	 	 	 
8419	4	0	 	 	 
8419	5	0	 	 	 
8419	6	0	 	 	 
8419	7	0	 	 	 
8419	8	0	 	 	 
8420	1	1	24	7	100
8420	2	0	 	 	 
8420	3	0	 	 	 
8420	4	0	 	 	 
8420	5	0	 	 	 
8420	6	0	 	 	 
8420	7	0	 	 	 
8420	8	0	 	 	 
8421	1	1	24	7	100
8421	2	0	 	 	 
8421	3	0	 	 	 
8421	4	0	 	 	 
8421	5	0	 	 	 
8421	6	0	 	 	 
8421	7	0	 	 	 
8421	8	0	 	 	 
8422	1	1	1	2	100
8422	2	0	 	 	 
8422	3	0	 	 	 
8422	4	0	 	 	 
8422	5	0	 	 	 
8422	6	0	 	 	 
8422	7	0	 	 	 
8422	8	0	 	 	 
8423	1	0	 	 	 
8423	2	0	 	 	 
8423	3	1	 	 	70
8423	4	0	 	 	 
8423	5	1	 	 	30
8423	6	0	 	 	 
8423	7	0	 	 	 
8423	8	0	 	 	 
8424	1	1	24	7	70
8424	2	0	 	 	 
8424	3	0	 	 	 
8424	4	0	 	 	 
8424	5	1	 	 	30
8424	6	0	 	 	 
8424	7	0	 	 	 
8424	8	0	 	 	 
8425	1	1	24	3	100
8425	2	0	 	 	 
8425	3	0	 	 	 
8425	4	0	 	 	 
8425	5	0	 	 	 
8425	6	0	 	 	 
8425	7	0	 	 	 
8425	8	0	 	 	 
8426	1	1	6	7	100
8426	2	0	 	 	 
8426	3	0	 	 	 
8426	4	0	 	 	 
8426	5	0	 	 	 
8426	6	0	 	 	 
8426	7	0	 	 	 
8426	8	0	 	 	 
8427	1	1	24	7	100
8427	2	0	 	 	 
8427	3	0	 	 	 
8427	4	0	 	 	 
8427	5	0	 	 	 
8427	6	0	 	 	 
8427	7	0	 	 	 
8427	8	0	 	 	 
8428	1	1	2	7	100
8428	2	0	 	 	 
8428	3	0	 	 	 
8428	4	0	 	 	 
8428	5	0	 	 	 
8428	6	0	 	 	 
8428	7	0	 	 	 
8428	8	0	 	 	 
8429	1	1	24	7	100
8429	2	0	 	 	 
8429	3	0	 	 	 
8429	4	0	 	 	 
8429	5	0	 	 	 
8429	6	0	 	 	 
8429	7	0	 	 	 
8429	8	0	 	 	 
8430	1	1	8	7	100
8430	2	0	 	 	 
8430	3	0	 	 	 
8430	4	0	 	 	 
8430	5	0	 	 	 
8430	6	0	 	 	 
8430	7	0	 	 	 
8430	8	0	 	 	 
8431	1	1	24	7	70
8431	2	0	 	 	 
8431	3	0	 	 	 
8431	4	0	 	 	 
8431	5	0	 	 	 
8431	6	0	 	 	 
8431	7	0	 	 	 
8431	8	1	 	 	 
8432	1	1	12	7	100
8432	2	0	 	 	 
8432	3	0	 	 	 
8432	4	0	 	 	 
8432	5	0	 	 	 
8432	6	0	 	 	 
8432	7	0	 	 	 
8432	8	0	 	 	 
8433	1	1	24	7	100
8433	2	0	 	 	 
8433	3	0	 	 	 
8433	4	0	 	 	 
8433	5	0	 	 	 
8433	6	0	 	 	 
8433	7	0	 	 	 
8433	8	0	 	 	 
8434	1	1	24	7	100
8434	2	0	 	 	 
8434	3	0	 	 	 
8434	4	0	 	 	 
8434	5	0	 	 	 
8434	6	0	 	 	 
8434	7	0	 	 	 
8434	8	0	 	 	 
8435	1	1	24	7	100
8435	2	0	 	 	 
8435	3	0	 	 	 
8435	4	0	 	 	 
8435	5	0	 	 	 
8435	6	0	 	 	 
8435	7	0	 	 	 
8435	8	0	 	 	 
8436	1	1	24	7	100
8436	2	0	 	 	 
8436	3	0	 	 	 
8436	4	0	 	 	 
8436	5	0	 	 	 
8436	6	0	 	 	 
8436	7	0	 	 	 
8436	8	0	 	 	 
8437	1	1	12	7	100
8437	2	0	 	 	 
8437	3	0	 	 	 
8437	4	0	 	 	 
8437	5	0	 	 	 
8437	6	0	 	 	 
8437	7	0	 	 	 
8437	8	0	 	 	 
8438	1	1	4	7	100
8438	2	0	 	 	 
8438	3	0	 	 	 
8438	4	0	 	 	 
8438	5	0	 	 	 
8438	6	0	 	 	 
8438	7	0	 	 	 
8438	8	0	 	 	 
8439	1	1	24	7	70
8439	2	0	 	 	 
8439	3	0	 	 	 
8439	4	1	 	 	30
8439	5	0	 	 	 
8439	6	0	 	 	 
8439	7	0	 	 	 
8439	8	0	 	 	 
8440	1	0	 	 	 
8440	2	0	 	 	 
8440	3	0	 	 	 
8440	4	0	 	 	 
8440	5	0	 	 	 
8440	6	1	 	 	 
8440	7	0	 	 	 
8440	8	0	 	 	 
8441	1	0	 	 	 
8441	2	0	 	 	 
8441	3	1	 	 	20
8441	4	0	 	 	 
8441	5	0	 	 	 
8441	6	1	 	 	 
8441	7	0	 	 	 
8441	8	0	 	 	 
8442	1	1	24	7	100
8442	2	0	 	 	 
8442	3	0	 	 	 
8442	4	0	 	 	 
8442	5	0	 	 	 
8442	6	0	 	 	 
8442	7	0	 	 	 
8442	8	0	 	 	 
8443	1	1	24	7	100
8443	2	0	 	 	 
8443	3	0	 	 	 
8443	4	0	 	 	 
8443	5	0	 	 	 
8443	6	0	 	 	 
8443	7	0	 	 	 
8443	8	0	 	 	 
8444	1	1	24	7	100
8444	2	0	 	 	 
8444	3	0	 	 	 
8444	4	0	 	 	 
8444	5	0	 	 	 
8444	6	0	 	 	 
8444	7	0	 	 	 
8444	8	0	 	 	 
8445	1	1	24	7	100
8445	2	0	 	 	 
8445	3	0	 	 	 
8445	4	0	 	 	 
8445	5	0	 	 	 
8445	6	0	 	 	 
8445	7	0	 	 	 
8445	8	0	 	 	 
8447	1	1	24	7	100
8447	2	0	 	 	 
8447	3	0	 	 	 
8447	4	0	 	 	 
8447	5	0	 	 	 
8447	6	0	 	 	 
8447	7	0	 	 	 
8447	8	0	 	 	 
8448	1	1	24	7	100
8448	2	0	 	 	 
8448	3	0	 	 	 
8448	4	0	 	 	 
8448	5	0	 	 	 
8448	6	0	 	 	 
8448	7	0	 	 	 
8448	8	0	 	 	 
8449	1	1	24	7	100
8449	2	0	 	 	 
8449	3	0	 	 	 
8449	4	0	 	 	 
8449	5	0	 	 	 
8449	6	0	 	 	 
8449	7	0	 	 	 
8449	8	0	 	 	 
8501	1	1	24	7	90
8501	2	0	 	 	 
8501	3	0	 	 	 
8501	4	0	 	 	 
8501	5	0	 	 	 
8501	6	0	 	 	 
8501	7	0	 	 	 
8501	8	1	 	 	 
8502	1	1	24	7	95
8502	2	0	 	 	 
8502	3	0	 	 	 
8502	4	0	 	 	 
8502	5	0	 	 	 
8502	6	1	 	 	 
8502	7	0	 	 	 
8502	8	0	 	 	 
8503	1	1	6	7	80
8503	2	1	 	 	10
8503	3	0	 	 	 
8503	4	0	 	 	 
8503	5	1	 	 	10
8503	6	0	 	 	 
8503	7	1	 	 	 
8503	8	0	 	 	 
8504	1	1	2	3	100
8504	2	0	 	 	 
8504	3	0	 	 	 
8504	4	0	 	 	 
8504	5	0	 	 	 
8504	6	0	 	 	 
8504	7	0	 	 	 
8504	8	0	 	 	 
8505	1	1	5	7	100
8505	2	0	 	 	 
8505	3	0	 	 	 
8505	4	0	 	 	 
8505	5	0	 	 	 
8505	6	0	 	 	 
8505	7	0	 	 	 
8505	8	0	 	 	 
8506	1	1	3	7	100
8506	2	0	 	 	 
8506	3	0	 	 	 
8506	4	0	 	 	 
8506	5	0	 	 	 
8506	6	0	 	 	 
8506	7	0	 	 	 
8506	8	0	 	 	 
8507	1	1	24	7	80
8507	2	1	 	 	20
8507	3	0	 	 	 
8507	4	0	 	 	 
8507	5	0	 	 	 
8507	6	0	 	 	 
8507	7	0	 	 	 
8507	8	0	 	 	 
8508	1	1	24	7	100
8508	2	0	 	 	 
8508	3	0	 	 	 
8508	4	0	 	 	 
8508	5	0	 	 	 
8508	6	0	 	 	 
8508	7	1	 	 	 
8508	8	0	 	 	 
8509	1	1	24	7	100
8509	2	0	 	 	 
8509	3	0	 	 	 
8509	4	0	 	 	 
8509	5	0	 	 	 
8509	6	0	 	 	 
8509	7	0	 	 	 
8509	8	0	 	 	 
8510	1	1	24	7	100
8510	2	0	 	 	 
8510	3	0	 	 	 
8510	4	0	 	 	 
8510	5	0	 	 	 
8510	6	0	 	 	 
8510	7	0	 	 	 
8510	8	0	 	 	 
8511	1	1	24	7	80
8511	2	1	 	 	20
8511	3	0	 	 	 
8511	4	0	 	 	 
8511	5	0	 	 	 
8511	6	0	 	 	 
8511	7	0	 	 	 
8511	8	0	 	 	 
8512	1	1	12	7	100
8512	2	0	 	 	 
8512	3	0	 	 	 
8512	4	0	 	 	 
8512	5	0	 	 	 
8512	6	0	 	 	 
8512	7	0	 	 	 
8512	8	0	 	 	 
8513	1	1	24	7	90
8513	2	0	 	 	 
8513	3	0	 	 	 
8513	4	0	 	 	 
8513	5	0	 	 	 
8513	6	0	 	 	 
8513	7	1	 	 	 
8513	8	0	 	 	 
8514	1	1	2	6	100
8514	2	0	 	 	 
8514	3	0	 	 	 
8514	4	0	 	 	 
8514	5	0	 	 	 
8514	6	0	 	 	 
8514	7	0	 	 	 
8514	8	0	 	 	 
8515	1	1	2	3	100
8515	2	0	 	 	 
8515	3	0	 	 	 
8515	4	0	 	 	 
8515	5	0	 	 	 
8515	6	0	 	 	 
8515	7	0	 	 	 
8515	8	0	 	 	 
8516	1	1	24	7	85
8516	2	0	 	 	 
8516	3	0	 	 	 
8516	4	1	 	 	15
8516	5	0	 	 	 
8516	6	0	 	 	 
8516	7	1	 	 	 
8516	8	0	 	 	 
8517	1	0	 	 	 
8517	2	0	 	 	 
8517	3	1	 	 	100
8517	4	0	 	 	 
8517	5	0	 	 	 
8517	6	0	 	 	 
8517	7	0	 	 	 
8517	8	0	 	 	 
8518	1	1	4	7	60
8518	2	1	 	 	40
8518	3	0	 	 	 
8518	4	0	 	 	 
8518	5	0	 	 	 
8518	6	0	 	 	 
8518	7	0	 	 	 
8518	8	0	 	 	 
8519	1	0	 	 	 
8519	2	1	 	 	100
