CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	PRMCRER4	THSVILR4	CHLBRNR4	LIVHSER4	YRDIEDR4	RWHLIVR4	RSEECHR4	RCHLVER4	RLNLIVR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	STRYRR4	STRMTHR4	AGEGRDR4	GRDRPR4	TYPLSTR4	PERFR4	TYPATDR4	FEESR4	EXTTUTR4	BRDSCHR4	WHSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	WEEKS1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	WEEKS2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	WEEKS3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	OFPEN3R4	IMINC3R4	MEMCNSR4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMSMKR4	MEMTOBR4	MEMALCR4
130030	8	 	28	 	2	 	13	N	 	 	1	 	 	 	 	 	6	1	98	99	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	5	8	1	1	1	1	0	1	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
130031	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	4	 	 	 	1	3	0	0	1	5	9	0	1	0	0	8	3	3	17	0	10	4	6	8	1	1	1	1	 	0	15	1	12	4	2	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130031	1	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	1	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	3	3	9	1	1	0	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	1	0	1
130031	2	29	33	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	0	99	98	1	12	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	5	9	1	1	1	1	0	1	15	0	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130032	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	5	0	 	 	 	 	 	 	1	5	1	 	5	4	 	 	 	2	1	7500	0	1	5	10	0	1	0	0	8	3	2	17	0	10	4	6	8	1	1	1	1	 	0	15	0	12	4	5	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130032	1	57	61	 	1	5	5	N	 	 	1	 	 	 	 	 	 	1	99	99	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	4	7	6	1	1	0	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	1	1	1	18	88	 	50	 	 	2	1	1	0	2
130032	2	47	51	 	2	5	5	Y	 	 	1	 	 	 	 	 	1	1	99	99	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	0	12	4	7	5	1	1	1	1	 	0	4	1	12	4	7	2	1	1	1	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130032	3	42	46	 	1	1	1	N	 	 	2	 	6	3	1	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130032	4	28	32	 	2	1	1	N	 	0	2	 	6	3	1	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130032	5	22	26	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130032	6	20	24	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130033	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	5	1	 	5	4	 	 	 	3	1	6000	0	0	5	8	0	0	0	0	9	0	7	17	0	10	4	6	9	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130033	1	49	53	 	2	5	5	N	 	 	1	 	 	 	 	 	3	3	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	0	8	4	7	2	1	1	1	1	 	0	1	1	4	4	5	3	0	0	1	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130033	2	32	36	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	3	99	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	6	1	1	1	1	0	1	1	0	4	3	6	2	0	0	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130033	3	29	33	 	2	1	1	Y	 	1	1	 	 	 	 	 	1	1	98	99	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	0	12	4	7	4	1	1	1	1	 	0	1	1	4	3	6	4	0	0	1	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130033	4	28	32	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130033	28	8	12	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	6	1	 	5	1	 	 	 	2	3	0	0	1	 	8	0	0	0	0	8	3	5	17	0	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130034	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	2	 	5	4	 	 	 	3	3	100	0	0	3	8	0	1	0	0	8	1	6	17	1	10	4	6	8	1	1	1	1	 	1	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130034	1	62	66	 	1	6	6	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130034	2	52	56	 	2	6	6	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130034	3	31	35	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	98	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	4	4	3	8	1	1	0	0	0	1	1	0	4	2	4	7	1	1	0	0	 	0	12	1	4	3	6	10	1	0	0	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	1
130034	4	25	29	 	2	1	1	Y	 	3	1	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	0	12	4	7	2	1	1	1	1	 	0	5	1	4	3	4	8	1	1	0	0	0	1	11	1	4	3	6	10	1	0	0	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130034	5	21	25	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130034	6	19	23	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130034	7	6	10	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	4	3	 	 	 	 	1	4	1	 	5	6	 	 	 	4	3	0	0	0	 	8	0	2	0	0	7	1	6	17	1	10	4	6	8	1	1	1	1	 	1	15	1	12	4	6	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130034	8	4	8	 	2	7	7	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130034	9	 	6	 	1	 	7	N	 	 	1	 	 	 	 	 	2	0	4	3	 	 	 	 	1	0	1	 	5	7	 	 	 	4	3	0	0	0	 	10	0	0	0	0	7	1	6	17	1	10	4	6	8	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130035	0	8	12	 	2	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	5	1	 	5	1	 	 	 	2	1	1900	1500	0	5	8	0	1	0	0	8	3	4	17	0	10	4	6	8	1	1	1	1	 	0	15	0	12	4	5	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130035	1	67	71	 	2	6	6	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130035	2	33	37	 	1	1	1	N	 	 	4	 	6	6	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130035	3	26	30	 	2	1	1	Y	 	0	1	 	 	 	 	 	 	5	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	12	4	6	8	1	1	1	1	0	1	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130035	4	46	50	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130035	5	38	42	 	2	22	22	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130035	6	22	26	 	2	19	19	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130035	7	18	22	 	1	19	19	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130035	8	14	18	 	1	19	19	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130036	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	5	0	 	 	 	 	 	 	1	7	1	 	5	4	 	 	 	3	3	0	0	0	3	9	0	1	0	0	8	1	5	17	1	10	4	6	8	1	1	1	1	 	0	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130036	1	42	46	 	2	5	5	Y	 	 	1	 	 	 	 	 	 	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	8	4	2	7	1	1	0	1	0	1	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	1	1	1	18	88	 	10	 	 	1	1	0	1	2
130036	2	32	36	 	1	1	1	N	 	 	2	 	4	2	1	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130036	3	27	31	 	2	1	1	N	 	1	2	 	4	2	1	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130036	4	10	14	 	2	7	7	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130036	5	7	11	 	2	7	7	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130036	6	4	8	 	1	7	7	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130037	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	4	 	 	 	3	3	0	0	0	3	10	0	1	0	0	8	1	4	17	0	10	4	6	8	1	1	1	1	 	0	15	0	12	4	5	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130037	1	67	71	 	1	5	5	N	 	 	1	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	0	12	4	7	7	1	1	1	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1	1
130037	2	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	1	1	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	6	4	6	8	0	1	1	0	0	1	5	1	5	4	4	7	1	0	0	1	0	0	1	1	5	4	2	6	1	0	0	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	1
130037	3	30	34	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	99	99	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	6	4	6	8	0	1	1	0	0	1	5	0	5	4	4	7	1	0	0	1	0	0	15	0	12	4	7	3	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
130037	4	14	18	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	1	11	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	8	4	6	8	1	1	1	1	0	1	15	0	12	4	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130037	28	13	17	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	9	1	 	5	6	 	 	 	2	3	0	0	0	 	9	0	1	0	0	8	2	4	17	0	10	4	6	8	1	1	1	1	 	0	15	0	12	4	1	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
130038	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	6	4	 	 	 	3	3	150	300	0	3	10	0	1	0	0	10	1	2	17	1	10	4	6	10	1	1	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	1	77	81	 	2	6	6	Y	 	 	1	 	 	 	 	 	7	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	77	77	2010	 	 	2	1	0	1	0
130038	2	42	46	 	1	13	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	3	45	49	 	2	13	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	4	42	46	 	1	1	1	N	 	 	1	 	 	 	 	 	 	3	1	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	4	3	8	1	1	1	1	 	0	5	1	6	3	4	8	1	1	0	0	0	1	1	1	4	3	4	6	1	1	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	1	1	0
130038	5	38	42	 	1	13	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	6	37	41	 	2	1	1	N	 	1	3	2007	 	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	7	32	36	 	2	13	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	8	23	27	 	1	14	14	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	9	18	22	 	1	14	14	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	10	17	21	 	2	14	14	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	11	15	19	 	2	14	14	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130038	12	13	17	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	99	4	 	 	 	 	1	9	0	20	6	5	16	10	3	 	 	 	 	 	 	9	0	3	8	0	0	0	4	15	1	12	4	7	4	1	1	1	1	 	0	5	1	6	4	4	8	1	1	0	0	0	1	1	1	3	2	3	8	1	1	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
130038	13	5	9	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	99	4	 	 	 	 	1	3	1	 	5	6	 	 	 	4	3	0	100	0	 	10	0	0	0	0	7	1	6	17	1	10	4	6	7	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
130038	28	11	15	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	99	4	 	 	 	 	1	8	1	 	6	5	 	 	 	4	3	150	200	0	 	9	0	3	0	0	10	1	1	17	1	10	4	6	10	1	1	1	1	 	0	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
130039	0	8	12	 	2	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	6	4	 	 	 	4	1	20000	3000	0	5	10	0	1	0	0	8	3	2	17	0	10	4	6	10	1	1	1	1	 	0	15	0	12	4	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130039	1	82	86	 	1	6	6	N	 	 	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
