CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	DSSCR4	NMSCWDR4	LNGINSR4
70064	12	1	6	1	 	 	 	 
70064	13	1	7	1	 	 	 	 
70065	10	1	4	1	 	 	 	 
70065	11	1	5	1	 	 	 	 
70065	12	1	6	1	 	 	 	 
70065	13	1	7	1	 	 	 	 
70066	10	1	5	1	 	 	 	 
70066	11	1	6	1	 	 	 	 
70066	12	1	7	0	3	1	998	72
70066	13	1	8	1	 	 	 	 
70067	10	1	2	1	3	98	1681	66
70067	11	1	3	0	3	98	1681	66
70067	12	1	4	1	3	98	1681	66
70067	13	1	5	1	3	98	1681	66
70068	10	1	5	1	 	 	 	 
70068	11	1	6	0	3	1	999	72
70068	12	1	7	1	 	 	 	 
70068	13	1	8	1	 	 	 	 
70069	10	1	5	1	 	 	 	 
70069	11	1	6	1	 	 	 	 
70069	12	1	7	1	 	 	 	 
70069	13	1	8	1	 	 	 	 
70070	10	1	3	1	 	 	 	 
70070	11	1	4	1	 	 	 	 
70070	12	1	5	1	 	 	 	 
70070	13	1	6	0	3	1	2201	72
70071	10	1	5	1	 	 	 	 
70071	11	1	6	1	 	 	 	 
70071	12	1	7	1	 	 	 	 
70071	13	1	8	1	 	 	 	 
70072	10	1	3	0	3	1	415	72
70072	11	1	4	1	 	 	 	 
70072	12	1	5	1	 	 	 	 
70072	13	1	6	0	3	1	1000	72
70074	10	1	4	1	 	 	 	 
70074	11	1	5	1	 	 	 	 
70074	12	1	6	0	3	1	999	72
70074	13	1	7	1	 	 	 	 
70075	10	1	5	1	 	 	 	 
70075	11	1	6	1	 	 	 	 
70075	12	1	7	1	 	 	 	 
70075	13	1	8	1	 	 	 	 
70076	10	1	4	0	1	1	2062	75
70076	11	1	5	1	 	 	 	 
70076	12	1	6	1	 	 	 	 
70076	13	1	7	1	 	 	 	 
70077	10	1	5	1	 	 	 	 
70077	11	1	6	0	3	1	1000	72
70077	12	1	7	1	 	 	 	 
70077	13	1	8	1	 	 	 	 
70078	10	1	4	1	 	 	 	 
70078	11	1	5	1	 	 	 	 
70078	12	1	6	0	3	1	2199	72
70078	13	1	7	1	 	 	 	 
70079	10	1	4	1	 	 	 	 
70079	11	1	5	1	 	 	 	 
70079	12	1	6	1	 	 	 	 
70079	13	1	7	1	 	 	 	 
70080	10	1	4	1	 	 	 	 
70080	11	1	5	1	 	 	 	 
70080	12	1	6	1	 	 	 	 
70080	13	1	7	0	1	1	2131	75
70081	10	1	4	 	1	3	1932	75
70081	11	1	5	 	1	3	1932	75
70081	12	1	6	 	1	3	1932	75
70081	13	1	7	 	1	3	1932	75
70082	10	1	4	1	 	 	 	 
70082	11	1	5	1	 	 	 	 
70082	12	1	6	1	 	 	 	 
70082	13	1	7	1	 	 	 	 
70083	10	1	2	1	 	 	 	 
70083	11	1	3	1	 	 	 	 
70083	12	1	4	1	 	 	 	 
70083	13	1	5	1	 	 	 	 
70084	10	1	3	1	 	 	 	 
70084	11	1	4	1	 	 	 	 
70084	12	1	5	1	 	 	 	 
70084	13	1	6	0	3	1	2201	72
70085	10	1	4	1	 	 	 	 
70085	11	1	5	1	 	 	 	 
70085	12	1	6	0	1	1	425	72
70085	13	1	7	0	3	1	1000	72
70086	10	1	5	1	 	 	 	 
70086	11	1	6	0	3	1	2201	72
70086	12	1	7	1	 	 	 	 
70086	13	1	8	1	 	 	 	 
70087	10	1	4	1	 	 	 	 
70087	11	1	5	1	 	 	 	 
70087	12	1	6	0	3	1	2201	72
70087	13	1	7	1	 	 	 	 
70088	10	1	4	1	 	 	 	 
70088	11	1	5	1	 	 	 	 
70088	12	1	6	0	3	1	999	72
70088	13	1	7	1	 	 	 	 
70089	10	1	3	1	 	 	 	 
70089	11	1	4	1	 	 	 	 
70089	12	1	5	1	 	 	 	 
70089	13	1	6	1	 	 	 	 
70090	10	1	4	1	 	 	 	 
70090	11	1	5	1	 	 	 	 
70090	12	1	6	0	1	1	425	75
70090	13	1	7	0	3	1	1000	72
70091	10	1	4	0	1	3	1844	72
70091	11	1	5	1	 	 	 	 
70091	12	1	6	1	 	 	 	 
70091	13	1	7	1	 	 	 	 
70092	10	1	5	1	 	 	 	 
70092	11	1	6	1	 	 	 	 
70092	12	1	7	1	 	 	 	 
70092	13	1	8	1	 	 	 	 
70093	10	1	4	1	 	 	 	 
70093	11	1	5	1	 	 	 	 
70093	12	1	6	0	3	1	999	72
70093	13	1	7	1	 	 	 	 
70094	10	1	5	0	3	1	999	72
70094	11	1	6	1	 	 	 	 
70094	12	1	7	1	 	 	 	 
70094	13	1	8	1	 	 	 	 
70095	10	1	5	1	 	 	 	 
70095	11	1	6	1	 	 	 	 
70095	12	1	7	0	1	1	1467	75
70095	13	1	8	0	1	1	1941	75
70096	10	1	4	1	 	 	 	 
70096	11	1	5	0	1	1	1941	75
70096	12	1	6	1	 	 	 	 
70096	13	1	7	1	 	 	 	 
70097	10	1	3	1	 	 	 	 
70097	11	1	4	1	 	 	 	 
70097	12	1	5	1	 	 	 	 
70097	13	1	6	0	1	1	988	72
70098	10	1	4	 	8	1	1787	72
70098	11	1	5	 	3	1	7	72
70098	12	1	6	 	3	1	7	72
70098	13	1	7	 	3	1	7	72
70099	10	1	4	1	 	 	 	 
70099	11	1	5	1	 	 	 	 
70099	12	1	6	1	 	 	 	 
70099	13	1	7	1	 	 	 	 
70100	10	1	4	1	 	 	 	 
70100	11	1	5	1	 	 	 	 
70100	12	1	6	1	 	 	 	 
70100	13	1	7	1	 	 	 	 
80001	10	1	5	 	3	11	356	72
80001	11	1	6	 	3	11	1001	72
80001	12	1	7	 	3	11	1001	72
80001	13	1	8	 	3	11	1001	72
80002	10	1	4	 	8	11	361	75
80002	11	1	5	 	8	11	361	75
80002	12	1	6	 	8	11	361	75
80002	13	1	7	 	8	11	361	75
80003	10	1	1	 	3	11	1439	72
80003	11	1	2	 	3	11	1439	72
80003	12	1	3	 	3	11	1439	72
80003	13	1	4	 	3	11	1439	72
80004	10	1	5	 	1	11	362	75
80004	11	1	6	 	1	11	1543	75
80004	12	1	7	 	1	11	1543	75
80004	13	1	8	 	1	11	1543	75
80005	10	1	6	 	3	11	1521	72
80005	11	1	7	 	3	11	1521	72
80005	12	1	8	 	3	11	1521	72
80005	13	1	9	 	3	11	1521	72
80006	10	1	4	 	1	11	1843	75
80006	11	1	6	 	1	11	1349	75
80006	12	1	7	 	1	11	1349	75
80006	13	1	8	 	1	11	1349	75
80007	10	1	5	 	3	11	1001	72
80007	11	1	6	 	3	11	1001	72
80007	12	1	7	 	3	11	1001	72
80007	13	1	8	 	3	11	1001	72
80008	10	1	4	 	1	11	2037	75
80008	11	1	5	 	1	11	2037	75
80008	12	1	6	 	1	11	2037	75
80008	13	1	7	 	1	11	2037	75
80009	10	1	5	 	3	11	358	72
80009	11	1	6	 	1	11	1850	72
80009	12	1	7	 	1	11	1850	72
80009	13	1	8	 	3	11	1001	72
80010	10	1	6	 	2	11	1001	72
80010	11	1	7	 	2	11	1001	72
80010	12	1	8	 	2	11	1001	72
80010	13	1	9	 	3	11	1001	72
80011	10	1	6	 	2	11	1850	72
80011	11	1	7	 	2	11	1850	72
80011	12	1	8	 	2	11	1851	72
80011	13	1	9	 	3	11	1001	72
80012	10	1	6	 	3	11	1001	72
80012	11	1	7	 	3	11	1001	72
80012	12	1	8	 	3	11	1001	72
80012	13	1	9	 	3	11	1001	72
80013	10	1	6	 	2	11	1850	72
80013	11	1	7	 	2	11	1850	72
80013	12	1	8	 	2	11	1850	72
80013	13	1	9	 	3	11	1001	72
80014	10	1	4	 	3	11	358	72
80014	11	1	5	 	3	11	358	72
80014	12	1	6	 	3	11	1001	72
80014	13	1	7	 	3	11	1001	72
80015	10	0	 	 	 	 	 	 
80015	11	0	 	 	 	 	 	 
80015	12	0	 	 	 	 	 	 
80015	13	0	 	 	 	 	 	 
80016	10	1	3	 	1	11	362	75
80016	11	1	4	 	1	11	362	75
80016	12	1	6	 	1	11	362	75
80016	13	1	7	 	1	11	362	75
80017	10	1	5	 	3	11	358	72
80017	11	1	6	 	3	11	1001	72
80017	12	1	7	 	3	11	1001	72
80017	13	1	8	 	3	11	1001	72
80018	10	1	5	 	3	11	358	72
80018	11	1	6	 	3	11	1001	72
80018	12	1	7	 	3	11	1001	72
80018	13	1	8	 	3	11	1001	72
80019	10	1	3	 	1	11	362	75
80019	11	1	4	 	1	11	362	75
80019	12	1	5	 	1	11	362	75
80019	13	1	6	 	1	11	362	75
80020	10	1	3	 	1	11	1012	75
80020	11	1	4	 	1	11	1012	75
80020	12	1	5	 	1	11	1012	75
80020	13	1	6	 	1	11	1012	75
80021	10	1	4	1	1	11	361	75
80021	11	1	5	1	1	11	361	75
80021	12	1	6	1	1	11	361	75
80021	13	1	7	1	1	11	361	75
80022	10	1	5	 	3	11	358	72
80022	11	0	 	 	 	 	 	 
80022	12	0	 	 	 	 	 	 
80022	13	0	 	 	 	 	 	 
80023	10	1	5	 	3	11	358	72
80023	11	1	6	 	3	11	1001	72
80023	12	1	7	 	3	11	1001	72
80023	13	1	8	 	3	11	1001	72
80024	10	1	5	1	3	11	358	72
80024	11	1	6	1	3	11	1005	72
80024	12	1	7	1	3	11	1001	72
80024	13	1	8	1	3	11	1001	72
80025	10	1	5	 	3	11	358	72
80025	11	1	6	 	3	11	1001	72
80025	12	1	7	 	3	11	1001	72
80025	13	1	8	 	3	11	1001	72
80026	10	1	5	 	3	11	356	72
80026	11	1	6	 	3	11	1001	72
80026	12	1	7	 	3	11	1001	72
80026	13	1	8	 	3	11	1001	72
80027	10	1	4	 	1	11	637	75
80027	11	1	5	 	1	11	637	75
80027	12	1	6	 	1	11	637	75
80027	13	1	7	 	1	11	637	75
80028	10	1	2	 	1	11	361	75
80028	11	1	3	 	1	11	361	75
80028	12	1	4	 	1	11	361	75
80028	13	1	5	 	1	11	361	75
80029	10	1	3	 	8	11	362	75
80029	11	1	4	 	8	11	362	75
80029	12	1	5	 	8	11	362	75
80029	13	1	6	 	3	11	1001	75
80030	10	1	2	 	1	11	361	75
80030	11	1	3	 	1	11	361	75
80030	12	1	4	 	1	11	2017	75
80030	13	1	5	 	1	11	2017	75
80031	10	1	4	 	3	11	357	72
80031	11	1	5	 	3	11	357	72
80031	12	1	6	 	3	11	1001	72
80031	13	1	7	 	3	11	1001	72
80032	10	1	1	 	1	11	1992	75
80032	11	1	2	 	1	11	1992	75
80032	12	1	3	 	1	11	1274	75
80032	13	1	4	 	1	11	749	75
80033	10	1	4	 	3	11	357	72
80033	11	1	5	 	3	11	357	72
80033	12	1	6	 	3	11	1001	72
80033	13	1	7	 	3	11	1001	72
80034	10	1	3	 	1	11	1970	75
80034	11	1	4	 	1	11	1970	75
80034	12	1	5	 	1	11	1970	75
80034	13	1	6	 	1	11	1970	75
80035	10	1	4	 	3	11	357	72
80035	11	1	5	 	3	11	357	72
80035	12	1	6	 	3	11	1001	72
80035	13	1	7	 	3	11	1001	72
80036	10	1	4	 	1	11	361	75
80036	11	1	5	 	1	11	361	75
80036	12	1	6	 	1	11	361	75
80036	13	1	7	 	1	11	361	75
80037	10	1	1	 	1	11	1015	75
80037	11	1	2	 	1	11	1015	75
80037	12	1	3	 	1	11	1015	75
80037	13	1	4	 	1	11	1015	75
80038	10	1	4	 	3	11	1850	72
80038	11	1	5	 	3	11	1850	72
80038	12	1	6	 	3	11	1850	72
80038	13	1	7	 	3	11	1001	72
80039	10	1	2	1	1	11	361	75
80039	11	1	3	1	1	11	361	75
80039	12	1	4	1	1	11	361	75
80039	13	1	4	0	1	11	361	75
80040	10	1	3	 	1	11	361	75
80040	11	1	4	 	1	11	361	75
80040	12	1	5	 	1	11	361	75
80040	13	1	6	 	1	11	361	75
80041	10	1	4	 	3	11	357	72
80041	11	1	5	 	3	11	357	72
80041	12	1	6	 	3	11	1001	72
80041	13	1	7	 	3	11	1001	72
80042	10	1	4	 	3	11	1267	72
80042	11	1	5	 	6	11	1852	72
80042	12	1	6	 	6	11	1640	72
80042	13	1	7	 	6	11	1640	72
80043	10	1	3	 	3	11	360	72
80043	11	1	4	 	3	11	360	72
80043	12	1	5	 	3	11	360	72
80043	13	1	6	 	3	11	360	72
80044	10	1	4	 	3	11	360	72
80044	11	1	5	 	2	11	360	72
80044	12	1	6	 	1	11	1015	75
80044	13	1	7	 	1	11	1015	75
80045	10	1	5	 	3	11	913	72
80045	11	1	6	 	3	11	1161	72
80045	12	1	7	 	3	11	1161	72
80045	13	1	8	 	3	11	1161	72
80046	10	1	2	 	3	11	1749	72
80046	11	1	3	 	3	11	1749	72
80046	12	1	4	 	3	11	1749	72
80046	13	1	5	 	3	11	1749	72
80047	10	1	5	 	3	11	360	72
80047	11	1	6	 	3	11	1010	72
80047	12	1	7	 	3	11	637	72
80047	13	1	8	 	3	11	637	72
80048	10	1	4	 	3	11	360	72
80048	11	1	5	 	3	11	360	72
80048	12	1	6	 	3	11	1010	72
80048	13	1	7	 	3	11	1010	72
80049	10	1	3	 	3	11	1718	72
80049	11	1	4	 	3	11	1718	72
80049	12	1	5	 	3	11	1718	72
80049	13	1	6	 	3	11	2138	72
80050	10	1	3	 	8	11	361	75
80050	11	1	4	 	8	11	361	75
80050	12	1	5	 	8	11	1937	75
80050	13	1	6	 	8	11	1937	75
80051	10	1	1	 	8	11	1569	75
80051	11	1	2	 	8	11	1569	75
80051	12	1	3	 	8	11	1569	75
80051	13	1	4	 	8	11	1569	75
80052	10	1	4	 	1	11	2107	75
80052	11	1	5	 	1	11	362	75
80052	12	1	6	 	1	11	362	75
80052	13	1	7	 	1	11	362	75
80053	10	1	5	 	3	11	1011	72
80053	11	1	6	 	3	11	1011	72
80053	12	1	7	 	3	11	1011	72
80053	13	1	8	 	3	11	1011	72
80054	10	1	3	 	1	11	2107	75
80054	11	1	4	 	1	11	2107	75
80054	12	1	4	 	1	11	2107	75
80054	13	1	5	 	1	11	1458	75
80055	10	1	2	 	1	11	1349	75
80055	11	1	3	 	1	11	1349	75
80055	12	1	4	 	1	11	1349	75
80055	13	1	5	 	1	11	1349	75
80056	10	1	4	 	3	11	1676	72
80056	11	1	5	 	3	11	1676	72
80056	12	1	6	 	3	11	1011	72
80056	13	1	7	 	3	11	1011	72
80057	10	1	4	 	3	11	1676	72
80057	11	1	5	 	3	11	1676	72
80057	12	1	6	 	3	11	1011	72
80057	13	1	7	 	3	11	1747	72
80058	10	1	4	 	3	11	1676	72
80058	11	1	5	 	3	11	1676	72
80058	12	1	6	 	3	11	1011	72
80058	13	1	7	 	3	11	1011	72
80059	10	1	5	 	3	11	1676	72
80059	11	1	6	 	3	11	1011	72
80059	12	1	7	 	3	11	1011	72
80059	13	1	8	 	3	11	1011	72
80060	10	1	6	 	1	11	1008	72
80060	11	1	7	 	1	11	1008	72
80060	12	1	8	 	1	11	1008	72
80060	13	1	9	 	1	11	2086	75
80061	10	1	3	 	3	11	2197	72
80061	11	1	4	 	3	11	2197	72
80061	12	1	5	 	3	11	2197	72
80061	13	1	6	 	1	11	1458	75
80062	10	1	4	 	3	11	1234	72
80062	11	1	5	 	3	11	1234	72
80062	12	1	6	 	3	11	2181	72
80062	13	0	 	 	 	 	 	 
80063	10	1	4	 	1	11	2108	75
80063	11	1	5	 	3	11	1251	75
80063	12	1	6	 	3	11	1251	75
80063	13	1	7	 	3	11	1251	75
80064	10	1	2	 	3	11	1688	72
80064	11	1	3	 	3	11	1688	72
80064	12	1	3	 	3	11	1688	72
80064	13	0	 	 	 	 	 	 
80065	10	1	1	 	1	11	1407	75
80065	11	1	2	 	1	11	1407	75
80065	12	1	3	 	1	11	1407	75
80065	13	1	4	 	3	11	1693	72
80066	10	1	4	 	1	11	2019	75
80066	11	1	5	 	1	11	2019	75
80066	12	1	6	 	1	11	2019	75
80066	13	1	7	 	1	11	2019	75
80067	10	1	5	 	3	11	353	72
80067	11	1	6	 	3	11	1325	72
80067	12	1	7	 	3	11	1325	72
80067	13	0	 	 	 	 	 	 
80068	10	1	3	 	2	11	1961	75
80068	11	1	4	 	8	11	2086	75
80068	12	1	5	 	8	11	2086	75
80068	13	1	6	 	8	11	2086	75
80069	10	1	3	 	3	11	353	72
80069	11	1	5	 	3	11	353	72
80069	12	1	6	 	3	11	2166	72
80069	13	1	7	 	3	11	2166	75
80070	10	1	3	 	1	11	2019	75
80070	11	1	4	 	1	11	2019	75
80070	12	1	5	 	1	11	2019	75
80070	13	1	6	 	1	11	2019	75
80071	10	1	0	 	1	11	2086	75
80071	11	1	1	 	1	11	2086	75
80071	12	1	2	 	1	11	2086	75
80071	13	1	3	 	1	11	2086	75
80072	10	1	2	 	1	11	2019	75
80072	11	1	3	 	1	11	2019	75
80072	12	1	4	 	1	11	2019	75
80072	13	1	5	 	1	11	2086	75
80073	10	1	3	 	3	11	1683	72
80073	11	1	3	 	3	11	1683	72
80073	12	1	4	 	3	11	1683	72
80073	13	1	5	 	3	11	1683	72
80074	10	88	 	 	 	 	 	 
80074	11	88	 	 	 	 	 	 
80074	12	88	 	 	 	 	 	 
80074	13	88	 	 	 	 	 	 
80075	10	1	4	 	3	11	1683	72
80075	11	1	5	 	3	11	1683	72
80075	12	1	6	 	3	11	1013	72
80075	13	1	7	 	3	11	1013	72
80076	10	1	4	 	3	11	1683	72
80076	11	1	5	 	3	11	1683	72
80076	12	1	6	 	3	11	1013	72
80076	13	1	7	 	3	11	1013	72
80077	10	1	5	1	 	 	 	 
80077	11	1	6	1	 	 	 	 
80077	12	1	7	1	 	 	 	 
80077	13	1	8	1	 	 	 	 
80078	10	1	3	 	1	11	361	75
80078	11	1	4	 	1	11	361	75
80078	12	1	5	 	1	11	361	75
80078	13	1	6	 	1	11	361	75
80079	10	1	2	1	1	14	1338	75
80079	11	1	3	1	1	11	1338	75
80079	12	1	4	1	1	11	361	75
80079	13	1	5	1	1	11	361	75
80080	10	1	5	 	3	11	1005	72
80080	11	1	6	 	3	11	1001	72
80080	12	1	7	 	3	11	1001	72
80080	13	1	8	 	3	11	1001	72
80081	10	1	2	 	1	11	361	75
80081	11	1	3	 	1	11	361	75
80081	12	1	4	 	1	11	361	75
80081	13	1	5	 	1	11	361	75
80082	10	1	5	 	1	11	749	72
80082	11	1	6	 	1	11	749	72
80082	12	1	7	 	1	11	749	72
80082	13	1	8	 	1	11	749	72
80083	10	1	4	 	3	11	1005	72
80083	11	1	5	 	3	11	1005	72
80083	12	1	6	 	3	11	1001	72
80083	13	1	7	 	3	11	1001	72
80084	10	1	3	 	1	11	749	75
80084	11	1	4	 	1	11	749	75
80084	12	1	5	 	1	11	749	75
80084	13	1	6	 	1	11	749	75
80085	10	1	3	 	1	11	361	75
80085	11	1	4	 	1	11	361	75
80085	12	1	5	 	1	11	361	75
80085	13	1	6	 	3	11	1001	72
80086	10	1	5	 	1	11	1015	75
80086	11	1	6	 	1	11	1015	75
80086	12	1	7	 	1	11	1015	75
80086	13	1	8	 	1	11	1015	75
80087	10	1	4	 	3	11	1005	72
80087	11	1	5	 	3	11	1005	72
80087	12	1	6	 	3	11	1001	72
80087	13	1	7	 	3	11	1001	72
80088	10	1	5	 	8	11	361	75
80088	11	1	6	 	8	11	361	75
80088	12	1	7	 	8	11	361	75
80088	13	1	8	 	8	12	1774	75
80089	10	1	4	 	3	11	1005	72
80089	11	1	5	 	3	11	1005	72
80089	12	1	6	 	3	11	1001	72
80089	13	1	7	 	3	11	1001	72
80090	10	1	3	 	1	11	1936	75
80090	11	1	4	 	8	11	1936	75
80090	12	1	5	 	8	11	1936	75
80090	13	1	6	 	3	11	1001	72
80091	10	1	4	 	1	11	361	75
80091	11	1	5	 	1	11	361	75
80091	12	1	6	 	1	11	361	75
80091	13	1	7	 	1	11	361	75
80092	10	1	3	 	8	11	361	75
80092	11	1	4	 	8	11	361	75
80092	12	1	5	 	8	11	361	75
80092	13	1	6	 	8	11	361	75
80093	10	1	4	 	3	11	1005	72
80093	11	1	5	 	3	11	1005	72
80093	12	1	6	 	3	11	1001	72
80093	13	1	7	 	3	11	1001	72
80094	10	1	5	 	3	11	1001	72
80094	11	1	6	 	3	11	1001	72
80094	12	1	7	 	3	11	1001	72
80094	13	1	8	 	3	11	1001	72
80095	10	1	2	 	1	11	361	75
80095	11	1	3	 	1	11	361	75
80095	12	1	4	 	1	11	361	75
80095	13	1	5	 	1	11	361	75
80096	10	1	2	 	1	11	1015	75
80096	11	1	3	 	1	11	1015	75
80096	12	1	4	 	1	11	1006	75
80096	13	1	6	 	1	11	1006	75
80097	10	1	4	 	3	11	1005	72
80097	11	1	5	 	3	11	1005	72
80097	12	1	6	 	3	11	1005	72
80097	13	1	7	 	3	11	1005	72
80099	10	1	1	 	3	11	357	72
80099	11	1	2	 	3	11	357	72
80099	12	1	3	 	3	11	357	72
80099	13	1	4	 	3	11	357	72
80100	10	1	4	 	1	11	361	75
80100	11	1	5	 	1	11	361	75
80100	12	1	6	 	1	11	361	75
80100	13	1	7	 	1	11	361	75
90001	10	1	3	1	1	11	823	75
90001	11	1	4	1	1	11	823	75
90001	12	1	5	0	3	11	1477	75
90001	13	1	6	1	3	11	1477	75
90002	10	1	3	0	3	11	1017	72
90002	11	1	3	0	1	11	800	75
90002	12	1	4	1	 	 	 	 
90002	13	1	5	1	 	 	 	 
90003	10	1	3	0	1	11	823	75
90003	11	1	4	1	1	11	823	75
90003	12	1	5	0	3	11	1477	75
90003	13	1	6	1	3	11	1477	75
90004	10	1	4	1	8	11	1791	75
90004	11	1	5	1	8	11	1791	72
90004	12	1	6	1	8	11	1791	72
90004	13	1	7	0	3	11	1474	75
90005	10	1	4	1	1	11	823	75
90005	11	1	4	1	1	11	823	75
90005	12	1	5	0	8	11	823	75
90005	13	1	6	1	1	11	800	75
90006	10	1	0	1	1	11	823	75
90006	11	1	2	1	1	11	823	75
90006	12	1	3	1	1	11	823	75
90006	13	1	5	0	3	11	1295	75
90007	10	1	4	1	1	11	1390	75
90007	11	1	5	1	1	11	1390	75
90007	12	1	6	0	1	6	1552	75
90007	13	1	7	1	1	6	1552	75
90008	10	1	3	0	8	11	1636	75
90008	11	1	4	0	8	11	1636	75
90008	12	1	5	0	8	11	1636	75
90008	13	1	6	0	8	11	1481	75
90009	10	1	3	1	1	11	823	75
90009	11	1	4	1	1	11	1481	75
90009	12	1	5	0	1	11	1481	75
90009	13	1	6	1	1	11	1849	75
90010	10	1	3	1	3	11	817	72
90010	11	1	4	1	3	11	817	72
90010	12	1	5	1	3	11	817	72
90010	13	1	6	0	3	11	2198	72
90011	10	1	5	1	 	 	 	 
90011	11	1	6	1	 	 	 	 
90011	12	1	7	1	 	 	 	 
90011	13	1	8	0	8	11	800	72
90012	10	1	4	0	3	11	817	72
90012	11	1	5	 	3	11	817	72
90012	12	1	6	1	3	11	1523	72
90012	13	1	7	1	3	11	1523	72
90013	10	1	4	1	 	 	 	 
90013	11	1	5	1	 	 	 	 
90013	12	1	6	0	3	11	1017	72
90013	13	1	7	1	 	 	 	 
90014	10	1	3	1	3	11	817	72
90014	11	1	4	1	3	11	817	72
90014	12	1	5	1	3	11	817	72
90014	13	1	6	0	3	11	1523	72
90015	10	1	5	1	3	11	1311	75
90015	11	1	6	1	3	11	1311	75
90015	12	1	7	1	3	11	1311	75
90015	13	1	9	1	3	11	1311	75
90016	10	1	3	1	3	11	1022	72
90016	11	1	4	0	3	11	1022	72
90016	12	1	5	1	3	11	1022	72
90016	13	1	6	0	3	11	1020	72
90017	10	1	3	1	 	 	 	 
90017	11	1	4	0	8	11	1020	72
90017	12	1	5	0	8	11	1822	72
90017	13	1	6	1	 	 	 	 
90018	10	1	2	1	 	 	 	 
90018	11	1	3	1	 	 	 	 
90018	12	1	4	0	1	11	1815	72
90018	13	1	5	1	 	 	 	 
90019	10	1	3	1	3	11	1022	72
90019	11	1	4	1	3	11	1022	72
90019	12	1	5	1	3	11	1022	72
90019	13	1	6	0	3	11	1020	72
90020	10	1	5	1	 	 	 	 
90020	11	1	6	1	 	 	 	 
90020	12	1	7	1	 	 	 	 
90020	13	0	 	 	 	 	 	 
90021	10	1	4	1	 	 	 	 
90021	11	1	5	1	 	 	 	 
90021	12	1	6	0	3	22	1437	72
90021	13	1	7	1	 	 	 	 
90022	10	1	3	1	 	 	 	 
90022	11	1	4	1	 	 	 	 
90022	12	1	5	1	 	 	 	 
90022	13	1	6	1	 	 	 	 
90023	10	1	2	1	 	 	 	 
90023	11	1	3	1	 	 	 	 
90023	12	1	4	1	 	 	 	 
90023	13	1	5	1	 	 	 	 
90024	10	1	4	1	 	 	 	 
90024	11	1	5	1	 	 	 	 
90024	12	1	6	1	 	 	 	 
90024	13	1	7	1	 	 	 	 
90025	10	1	3	1	 	 	 	 
90025	11	1	3	1	 	 	 	 
90025	12	1	4	1	 	 	 	 
90025	13	1	5	1	 	 	 	 
90026	10	1	3	1	1	11	1542	75
90026	11	1	4	0	1	11	1542	75
90026	12	1	5	1	1	11	1542	75
90026	13	1	6	1	1	11	1542	75
90027	10	1	5	1	3	11	1303	75
90027	11	1	6	1	3	11	1303	75
90027	12	1	7	1	3	11	1303	75
90027	13	1	8	1	3	11	1303	75
90028	10	1	3	1	 	 	 	 
90028	11	1	4	1	 	 	 	 
90028	12	1	5	0	1	11	1986	72
90028	13	0	 	 	 	 	 	 
90029	10	1	3	1	 	 	 	 
90029	11	1	4	1	 	 	 	 
90029	12	1	5	1	 	 	 	 
90029	13	0	 	 	 	 	 	 
90030	10	1	2	0	1	11	1953	75
90030	11	1	3	0	1	11	1953	75
90030	12	1	5	0	1	11	1333	75
90030	13	1	6	0	1	11	1333	75
90031	10	1	5	0	3	11	1473	75
90031	11	1	6	1	3	11	1473	75
90031	12	1	7	1	3	11	1473	75
90031	13	1	8	1	3	11	1473	75
90032	10	1	3	1	1	11	1902	75
90032	11	1	4	0	1	11	1902	75
90032	12	1	5	1	3	11	1476	75
90032	13	1	6	0	3	11	1476	75
90033	10	1	5	1	3	11	1301	75
90033	11	1	6	1	3	11	1301	75
90033	12	1	7	1	3	11	1301	75
90033	13	1	8	1	3	11	1301	75
90034	10	1	3	1	1	11	823	75
90034	11	1	4	1	1	11	823	75
90034	12	1	5	0	3	11	1303	75
90034	13	1	6	1	3	11	1303	75
90035	10	1	7	1	3	11	1523	72
90035	11	1	8	1	3	11	1523	72
90035	12	1	9	1	3	11	1523	72
90035	13	1	10	1	3	11	1523	72
90036	10	1	3	0	3	11	1019	72
90036	11	1	4	0	1	11	823	72
90036	12	1	5	0	3	11	1298	75
90036	13	1	6	1	3	11	1298	75
90037	10	1	4	1	1	11	823	75
90037	11	1	5	0	3	11	1252	75
90037	12	1	6	1	3	11	1252	75
90037	13	1	7	1	3	11	1252	75
90038	10	1	3	1	3	11	823	75
90038	11	1	4	1	3	11	823	75
90038	12	1	5	0	3	11	1297	75
90038	13	1	6	1	3	11	1297	75
90039	10	1	3	0	1	11	822	75
90039	11	1	4	0	1	11	822	75
90039	12	1	5	1	3	11	1298	75
90039	13	1	6	1	3	11	1298	75
90040	10	1	4	1	 	 	 	 
90040	11	1	5	1	 	 	 	 
90040	12	1	6	1	 	 	 	 
90040	13	1	7	1	 	 	 	 
90041	10	1	4	1	 	 	 	 
90041	11	1	5	1	 	 	 	 
90041	12	1	6	1	 	 	 	 
90041	13	0	 	 	 	 	 	 
90042	10	1	2	1	1	11	823	75
90042	11	1	3	1	1	11	823	75
90042	12	1	4	1	1	11	823	75
90042	13	1	5	1	1	11	823	75
90043	10	1	3	1	 	 	 	 
90043	11	1	4	1	 	 	 	 
90043	12	1	5	1	 	 	 	 
90043	13	1	6	0	3	11	1020	72
90044	10	1	3	 	1	11	1949	75
90044	11	1	4	 	1	11	1949	75
90044	12	1	5	 	1	11	1949	75
90044	13	1	6	 	3	11	1949	72
