placeid	departid	clustid	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	puchct	prchct	puprsc	prprsc	prisch	secsch	heactr	cadctr	othserv1	othserv2	othserv3	timerelg	timetele	timeintr	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timepucc	timeprcc	timepups	timeprps	timeprsc	timesesc	timehect	timecadc	timeoth1	timeoth2	timeoth3	trnsrelg	trnstele	trnsint	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnpucc	trnprcc	trnpups	trnprps	trnprsc	trnsesc	trnhect	trncadc	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	vaccnprg	hemoinfl	hepb	yellowfv	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	vaccn4yr	hemo4yr	hepb4yr	yellw4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	a_4yothr1	a_4yothr2	lndmale	plntmale	weedmale	hrvsmale	postmale	pstrmale	othrmale	mmonland	mmonplnt	mmonweed	mmonhrvs	mmonpost	mmonpstr	mmonothr	lndfmle	plntfmle	weedfmle	hrvsfmle	postfmle	pstrfmle	othrfmle	fmonland	fmonplnt	fmonweed	fmonhrvs	fmonpost	fmonpstr	fmonothr	lndchld	plntchld	weedchld	hrvschld	postchld	pstrchld	othrchld	cmonland	cmonplnt	cmonweed	cmonhrvs	cmonpost	cmonpstr	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	prcirrgt	prcdry	prcpstr	prcbuild	minirrgt	mindry	minpstr	minbuild	maxirrgt	maxdry	maxpstr	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	priccrop	mincrop	maxcrop
PE81MC32	15	99	3	6	2007	6/3/2007	2200	5	1	5	2	5	5	5	5	5	3	5	1	12	6	88	88	12	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-88	-88	12	12	12	12	12	12	12	12	12	-88	20	10	12	12	12	-88	-88	-88	88	88	6	6	6	6	6	6	6	6	6	88	6	1	6	6	6	88	88	88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	105	15	15	15	-11	-88	0	0	0	0	0	88	88	15	15	15	15	15	-11	-88	0	0	0	0	0	88	88	12	12	12	12	12	-11	-88	0	0	0	0	0	88	88	-11	-11	30	-11	30	-88	10	-11	-11	-11	-11	-88	5	-11	-11	-11	-11	-88	-88	-88	2.5	30	9	9	30	25	.300000011920929	.100000001490116	.100000001490116	.200000002980232	1	2	2.5	8	27	2.40000009536743	2.20000004768372	4.80000019073486	.600000023841858	4	2.70000004768372	12	-77	-77	-77	400	20	1000	1500	-88	22	2000	2000	-88	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	1000	600	700	400	800	90	80	300	10	10	9	500	1800	700	800	500	850	120	100	400	16	12	10	600	3	-88	-88
PE81MC33	15	99	5	5	2007	5/5/2007	60000	1	4	5	5	5	5	4	4	4	3	2	1	90	7	88	88	90	30	7	88	88	45	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	9	14	88	88	88	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	-88	-88	10	10	-77	30	30	20	30	10	10	-88	-88	-88	-88	-88	40	-88	-88	-88	88	88	7	7	88	7	7	7	7	7	7	88	88	88	88	88	7	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	20	25	-11	25	25	5	15	-11	-11	-11	20	-11	-11	20	-11	-11	-11	7	-88	1	30	10	8	25	22	.600000023841858	.0500000007450581	.150000005960464	.0500000007450581	.800000011920929	1.79999995231628	2.59999990463257	-88	30	2.09999990463257	2.29999995231628	4	.5	5	1.5	11.6000003814697	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	800	15	20	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC34	15	99	1	6	2007	6/1/2007	4000	5	1	5	5	5	5	5	5	5	5	5	1	10	6	88	88	10	-88	88	88	88	-88	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	-88	-88	-88	-88	10	10	10	10	10	-88	10	-88	-88	-88	-88	-88	10	-88	-88	-88	88	88	88	88	6	6	6	6	6	88	6	88	88	88	88	88	6	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	10	20	20	-88	-88	10	-11	-11	15	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	40	14	14	20	20	.600000023841858	.0399999991059303	.129999995231628	.25	.899999976158142	2	3	-88	30	2.09999990463257	1.79999995231628	4	.5	3.79999995231628	1.5	-88	-88	-88	-88	5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	10	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC35	16	99	15	2	2007	2/15/2007	800	3	4	5	1	2	4	5	5	5	4	5	1	40	6	7	88	90	-88	88	88	88	-88	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	88	88	88	88	88	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	-88	40	40	40	40	40	40	40	40	40	40	-88	-88	-88	-88	-88	40	-88	-88	-88	88	7	7	7	7	7	7	7	1	7	7	88	88	88	88	88	7	88	88	88	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	-22	-88	2	2	2	2	2	0	88	5	5	5	5	5	-11	-88	2	2	2	2	2	88	88	5	3	3	3	3	-11	-88	2	2	2	2	2	88	88	-11	10	-11	-11	-88	-88	5	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1	50	12	12	25	25	1	.5	1	.5	1	1.5	3	10	16	2.20000004768372	2	3.5	.5	4	1	8	20000	800	1500	700	-88	-88	-88	-88	-88	-88	-88	-88	1500	800	2000	1000	2000	100	100	400	15	10	6	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE81MC36	18	99	1	7	2007	7/1/2007	240	5	5	5	1	2	5	5	5	5	4	5	1	-88	88	88	88	-88	-88	88	88	88	-88	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	14	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	25	50	25	90	50	300	300	25	50	25	50	25	25	25	50	-88	-88	-88	1	1	1	8	1	8	8	8	8	1	8	8	8	8	8	8	8	88	88	88	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	25	25	25	25	25	-11	-88	0	0	0	0	0	88	88	20	20	20	25	25	-11	-88	0	0	0	0	0	88	88	20	20	20	20	20	-11	-88	0	0	0	0	0	88	88	-11	-11	27	-11	-88	-88	-11	-11	20	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	2.5	40	18	18	32	32	10	.5	.5	1	1	2.5	3.5	-77	27	2.20000004768372	2.59999990463257	5.5	1	2	2.5	13	-77	-77	-77	-77	7000	1000	-77	10	12000	3500	-77	50	-77	-77	800	-77	-77	-77	-77	-77	-77	-77	-77	-77	1250	350	-88	-77	-77	80	40	100	15	10	5	-77	1600	500	-88	-77	-77	100	70	250	25	12	5	-77	-77	6	10
PE81MC37	18	99	28	2	2007	2/28/2007	38000	1	4	5	4	4	2	4	4	4	3	4	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	6	88	88	88	88	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	30	25	20	-88	10	15	-11	25	20	-88	-11	10	-11	-11	8	-88	-88	-88	2.79999995231628	40	20	20	35	30	.600000023841858	.5	.129999995231628	.5	1.5	2.29999995231628	3	25	22	2.20000004768372	2.5	5	.699999988079071	5	2.79999995231628	12	-88	-88	-88	-88	-88	-88	-88	50	-88	-88	-88	350	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	30	20	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	35	25	15	-88	-88	-88	-88
PE81MC38	19	99	18	11	2006	11/18/2006	270	1	5	5	5	5	5	5	5	5	4	5	1	60	8	88	88	60	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	60	-88	-77	60	60	60	60	60	60	60	60	60	60	60	-88	60	60	-88	-88	-88	8	88	88	8	8	8	8	8	8	8	8	8	8	8	88	8	8	88	88	88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	10	-11	-11	30	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	5	15	20	20	32	20	10	1	.5	1	1	1.70000004768372	2	-88	12	2.29999995231628	2.5	5	1.20000004768372	3.5	1.29999995231628	1.5	-88	-88	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC39	19	99	10	8	2007	8/10/2007	-77	1	2	5	5	5	5	5	4	4	4	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	77	1	0	0	0	0	0	0	0	0	0	77	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	20	20	-11	40	40	3	-11	15	-11	40	40	-11	-11	-11	-11	-11	20	-88	-88	1.39999997615814	30	20	20	20	20	.5	.5	1	.5	.800000011920929	2.09999990463257	3.59999990463257	10	-77	2.20000004768372	1.79999995231628	4.69999980926514	.600000023841858	5	1	13	-88	-88	-88	315	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-88	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	15	-88	8	-88	-88	-88	-88	-88	-88	-88	-88	-88	20	-88	10	-88	-88	-88	-88
PE81MC40	19	99	27	6	2007	6/27/2007	98565	4	4	5	1	2	4	4	4	5	3	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	15	15	15	15	1	15	-88	0	0	0	0	0	0	88	15	1	15	15	15	15	-88	0	0	0	0	0	0	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	30	20	-88	-88	8	-11	-11	20	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1	28	15	15	20	18	.600000023841858	.0399999991059303	.170000001788139	.300000011920929	1	1.79999995231628	2	20	30	2	2	4	.5	4	1.29999995231628	11	-77	-77	-77	100	700	400	400	-88	800	500	500	-88	500	400	350	250	400	60	35	70	13	10	6	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	2	-88	-88
PE81MC41	20	99	15	3	2007	3/15/2007	100123	3	4	5	1	2	5	5	4	5	4	5	1	-88	88	88	88	-88	90	8	88	88	90	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	11	9	9	88	88	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	45	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	6	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	10	10	10	15	.5	-11	-11	0	0	0	0	0	88	88	10	10	-11	15	-11	-11	10	0	0	88	0	88	88	0	-22	-22	-22	15	-22	-11	-11	88	88	88	0	88	88	88	-11	10	30	-11	-11	-88	5	-11	-11	-11	300	-88	5	-11	-11	-11	-11	-88	-88	-88	1.39999997615814	30	10	10	21	20	.400000005960464	.0500000007450581	.100000001490116	.25	1	1.29999995231628	2.79999995231628	-88	16	1.89999997615814	1.79999995231628	4	.300000011920929	4	2	13	9000	2000	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	6000	1500	2000	500	3000	80	80	400	12	-8	8	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE81MC42	20	99	7	12	2006	12/7/2006	600	4	5	5	1	2	5	5	5	5	5	3	1	360	2	88	88	540	88	88	88	88	-88	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	88	88	88	88	88	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	-88	-88	240	240	120	540	240	540	540	-77	-77	-88	-77	-88	-88	60	240	-88	-88	-88	88	88	2	2	2	2	2	2	2	88	88	88	88	88	88	1	2	88	88	88	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	88	6	6	6	6	6	6	88	5	5	5	5	5	5	-88	6	6	6	6	6	6	88	2	2	2	2	2	2	-88	6	6	6	6	6	6	88	-11	-11	20	-11	-88	-88	6	-11	-11	-11	-88	-88	-11	-11	-11	-11	-11	-88	-88	-88	1.20000004768372	15	10	10	12	12	0	.400000005960464	.300000011920929	.100000001490116	1	1.5	3	0	0	2.20000004768372	2	5	.5	2	2	14	2000	500	200	50	-88	-88	-88	-88	-88	-88	-88	-88	1000	700	1800	400	1500	150	-88	100	10	-88	3	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE81MC43	20	99	11	12	2006	12/11/2006	8900	3	5	5	1	2	5	5	5	5	4	5	1	-88	88	88	88	180	180	8	88	88	180	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	88	88	88	88	88	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	-88	-88	-88	-88	-88	180	-88	180	180	180	180	-88	180	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	8	88	8	8	8	8	88	8	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	5	5	5	5	5	5	5	6	6	6	6	6	6	6	-11	-11	-11	-11	-11	-11	-11	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-11	88	88	88	88	88	88	88	10	10	10	10	25	15	6	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	1.20000004768372	25	10	8	18	15	.699999988079071	.400000005960464	.150000005960464	.699999988079071	1	1.70000004768372	3	8	-99	2.20000004768372	2	5	.300000011920929	4	1.79999995231628	10	5000	1000	5300	20	-88	-88	-88	-88	-88	-88	-88	-88	800	600	1000	400	1200	80	70	400	20	15	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3	-88	-88
