CHILDCODE	ASSTIDR4	ASSETR4	NUMASSR4	ASACTR4	NMOWNR4	VLASTR4	CHDSASR4
91047	3	8	3	11	3	275	1
91047	4	88	 	 	 	 	 
91047	5	88	 	 	 	 	 
91047	6	88	 	 	 	 	 
91048	1	1	3	11	3	150	1
91048	2	88	 	 	 	 	 
91048	3	88	 	 	 	 	 
91048	4	88	 	 	 	 	 
91048	5	88	 	 	 	 	 
91048	6	88	 	 	 	 	 
91049	1	1	5	11	5	270	1
91049	2	4	2	11	2	200	1
91049	3	88	 	 	 	 	 
91049	4	88	 	 	 	 	 
91049	5	88	 	 	 	 	 
91049	6	88	 	 	 	 	 
91050	1	4	1	11	1	450	1
91050	2	1	13	11	13	650	1
91050	3	3	1	11	1	450	1
91050	4	88	 	 	 	 	 
91050	5	88	 	 	 	 	 
91050	6	88	 	 	 	 	 
101001	1	15	5	12	5	200	1
101001	2	88	 	 	 	 	 
101001	3	88	 	 	 	 	 
101001	4	88	 	 	 	 	 
101001	5	88	 	 	 	 	 
101001	6	88	 	 	 	 	 
101002	1	15	58	12	58	11520	1
101002	2	25	2	24	2	300000	1
101002	3	88	 	 	 	 	 
101002	4	88	 	 	 	 	 
101002	5	88	 	 	 	 	 
101002	6	88	 	 	 	 	 
101003	1	1	5	11	5	200	1
101003	2	88	 	 	 	 	 
101003	3	88	 	 	 	 	 
101003	4	88	 	 	 	 	 
101003	5	88	 	 	 	 	 
101003	6	88	 	 	 	 	 
101004	1	 	 	 	 	 	 
101004	2	 	 	 	 	 	 
101004	3	 	 	 	 	 	 
101004	4	 	 	 	 	 	 
101004	5	 	 	 	 	 	 
101004	6	 	 	 	 	 	 
101005	1	 	 	 	 	 	 
101005	2	 	 	 	 	 	 
101005	3	 	 	 	 	 	 
101005	4	 	 	 	 	 	 
101005	5	 	 	 	 	 	 
101005	6	 	 	 	 	 	 
101006	1	1	8	11	8	30	1
101006	2	8	2	11	2	150	1
101006	3	88	 	 	 	 	 
101006	4	88	 	 	 	 	 
101006	5	88	 	 	 	 	 
101006	6	88	 	 	 	 	 
101007	1	15	10	12	10	550	0
101007	2	88	 	 	 	 	 
101007	3	88	 	 	 	 	 
101007	4	88	 	 	 	 	 
101007	5	88	 	 	 	 	 
101007	6	88	 	 	 	 	 
101009	1	23	1	23	1	300	1
101009	2	23	2	23	2	40	1
101009	3	88	 	 	 	 	 
101009	4	88	 	 	 	 	 
101009	5	88	 	 	 	 	 
101009	6	88	 	 	 	 	 
101010	1	1	4	11	4	150	1
101010	2	15	2	12	2	240	0
101010	3	88	 	 	 	 	 
101010	4	88	 	 	 	 	 
101010	5	88	 	 	 	 	 
101010	6	88	 	 	 	 	 
101011	1	 	 	 	 	 	 
101011	2	 	 	 	 	 	 
101011	3	 	 	 	 	 	 
101011	4	 	 	 	 	 	 
101011	5	 	 	 	 	 	 
101011	6	 	 	 	 	 	 
101012	1	23	1	23	1	500	1
101012	2	88	 	 	 	 	 
101012	3	88	 	 	 	 	 
101012	4	88	 	 	 	 	 
101012	5	88	 	 	 	 	 
101012	6	88	 	 	 	 	 
101013	1	 	 	 	 	 	 
101013	2	 	 	 	 	 	 
101013	3	 	 	 	 	 	 
101013	4	 	 	 	 	 	 
101013	5	 	 	 	 	 	 
101013	6	 	 	 	 	 	 
101014	1	30	4	26	4	200000	1
101014	2	25	1	24	1	450000	1
101014	3	88	 	 	 	 	 
101014	4	88	 	 	 	 	 
101014	5	88	 	 	 	 	 
101014	6	88	 	 	 	 	 
101015	1	 	 	 	 	 	 
101015	2	 	 	 	 	 	 
101015	3	 	 	 	 	 	 
101015	4	 	 	 	 	 	 
101015	5	 	 	 	 	 	 
101015	6	 	 	 	 	 	 
101016	1	30	4	26	4	30360	1
101016	2	25	1	24	1	400000	1
101016	3	88	 	 	 	 	 
101016	4	88	 	 	 	 	 
101016	5	88	 	 	 	 	 
101016	6	88	 	 	 	 	 
101017	1	1	2	11	2	200	1
101017	2	88	 	 	 	 	 
101017	3	88	 	 	 	 	 
101017	4	88	 	 	 	 	 
101017	5	88	 	 	 	 	 
101017	6	88	 	 	 	 	 
101018	1	15	4	26	4	500	0
101018	2	88	 	 	 	 	 
101018	3	88	 	 	 	 	 
101018	4	88	 	 	 	 	 
101018	5	88	 	 	 	 	 
101018	6	88	 	 	 	 	 
101019	1	 	 	 	 	 	 
101019	2	 	 	 	 	 	 
101019	3	 	 	 	 	 	 
101019	4	 	 	 	 	 	 
101019	5	 	 	 	 	 	 
101019	6	 	 	 	 	 	 
101020	1	15	2	12	2	140	1
101020	2	13	4	5	4	60	1
101020	3	88	 	 	 	 	 
101020	4	88	 	 	 	 	 
101020	5	88	 	 	 	 	 
101020	6	88	 	 	 	 	 
101021	1	15	8	12	8	1000	1
101021	2	88	 	 	 	 	 
101021	3	88	 	 	 	 	 
101021	4	88	 	 	 	 	 
101021	5	88	 	 	 	 	 
101021	6	88	 	 	 	 	 
101022	1	30	1	23	1	200	0
101022	2	30	1	26	1	30000	0
101022	3	88	 	 	 	 	 
101022	4	88	 	 	 	 	 
101022	5	88	 	 	 	 	 
101022	6	88	 	 	 	 	 
101023	1	25	10	26	9	9000	0
101023	2	15	12	12	7	1000	0
101023	3	88	 	 	 	 	 
101023	4	88	 	 	 	 	 
101023	5	88	 	 	 	 	 
101023	6	88	 	 	 	 	 
101024	1	 	 	 	 	 	 
101024	2	 	 	 	 	 	 
101024	3	 	 	 	 	 	 
101024	4	 	 	 	 	 	 
101024	5	 	 	 	 	 	 
101024	6	 	 	 	 	 	 
101025	1	88	 	 	 	 	 
101025	2	88	 	 	 	 	 
101025	3	88	 	 	 	 	 
101025	4	88	 	 	 	 	 
101025	5	88	 	 	 	 	 
101025	6	88	 	 	 	 	 
101027	1	25	1	24	1	200000	0
101027	2	24	2	12	2	77	0
101027	3	14	3	9	2	1000	0
101027	4	88	 	 	 	 	 
101027	5	88	 	 	 	 	 
101027	6	88	 	 	 	 	 
101028	1	 	 	 	 	 	 
101028	2	 	 	 	 	 	 
101028	3	 	 	 	 	 	 
101028	4	 	 	 	 	 	 
101028	5	 	 	 	 	 	 
101028	6	 	 	 	 	 	 
101029	1	15	4	12	4	740	1
101029	2	88	 	 	 	 	 
101029	3	88	 	 	 	 	 
101029	4	88	 	 	 	 	 
101029	5	88	 	 	 	 	 
101029	6	88	 	 	 	 	 
101030	1	20	1	21	0	 	 
101030	2	15	4	26	4	250	0
101030	3	88	 	 	 	 	 
101030	4	88	 	 	 	 	 
101030	5	88	 	 	 	 	 
101030	6	88	 	 	 	 	 
101031	1	1	3	13	3	300	0
101031	2	24	1	23	1	205	0
101031	3	11	6	12	6	200	0
101031	4	88	 	 	 	 	 
101031	5	88	 	 	 	 	 
101031	6	88	 	 	 	 	 
101032	1	 	 	 	 	 	 
101032	2	 	 	 	 	 	 
101032	3	 	 	 	 	 	 
101032	4	 	 	 	 	 	 
101032	5	 	 	 	 	 	 
101032	6	 	 	 	 	 	 
101033	1	14	5	9	5	10000	0
101033	2	88	 	 	 	 	 
101033	3	88	 	 	 	 	 
101033	4	88	 	 	 	 	 
101033	5	88	 	 	 	 	 
101033	6	88	 	 	 	 	 
101034	1	1	2	11	2	300	1
101034	2	11	3	5	3	225	1
101034	3	4	1	11	1	150	1
101034	4	88	 	 	 	 	 
101034	5	88	 	 	 	 	 
101034	6	88	 	 	 	 	 
101035	1	24	2	26	2	60000	0
101035	2	23	1	23	1	10000	0
101035	3	88	 	 	 	 	 
101035	4	88	 	 	 	 	 
101035	5	88	 	 	 	 	 
101035	6	88	 	 	 	 	 
101036	1	23	1	23	1	500	1
101036	2	88	 	 	 	 	 
101036	3	88	 	 	 	 	 
101036	4	88	 	 	 	 	 
101036	5	88	 	 	 	 	 
101036	6	88	 	 	 	 	 
101037	1	4	2	11	2	140	0
101037	2	1	5	11	5	150	0
101037	3	88	 	 	 	 	 
101037	4	88	 	 	 	 	 
101037	5	88	 	 	 	 	 
101037	6	88	 	 	 	 	 
101038	1	 	 	 	 	 	 
101038	2	 	 	 	 	 	 
101038	3	 	 	 	 	 	 
101038	4	 	 	 	 	 	 
101038	5	 	 	 	 	 	 
101038	6	 	 	 	 	 	 
101040	1	 	 	 	 	 	 
101040	2	 	 	 	 	 	 
101040	3	 	 	 	 	 	 
101040	4	 	 	 	 	 	 
101040	5	 	 	 	 	 	 
101040	6	 	 	 	 	 	 
101041	1	 	 	 	 	 	 
101041	2	 	 	 	 	 	 
101041	3	 	 	 	 	 	 
101041	4	 	 	 	 	 	 
101041	5	 	 	 	 	 	 
101041	6	 	 	 	 	 	 
101042	1	88	 	 	 	 	 
101042	2	88	 	 	 	 	 
101042	3	88	 	 	 	 	 
101042	4	88	 	 	 	 	 
101042	5	88	 	 	 	 	 
101042	6	88	 	 	 	 	 
101044	1	 	 	 	 	 	 
101044	2	 	 	 	 	 	 
101044	3	 	 	 	 	 	 
101044	4	 	 	 	 	 	 
101044	5	 	 	 	 	 	 
101044	6	 	 	 	 	 	 
101045	1	13	5	7	5	500	0
101045	2	88	 	 	 	 	 
101045	3	88	 	 	 	 	 
101045	4	88	 	 	 	 	 
101045	5	88	 	 	 	 	 
101045	6	88	 	 	 	 	 
101046	1	 	 	 	 	 	 
101046	2	 	 	 	 	 	 
101046	3	 	 	 	 	 	 
101046	4	 	 	 	 	 	 
101046	5	 	 	 	 	 	 
101046	6	 	 	 	 	 	 
101047	1	 	 	 	 	 	 
101047	2	 	 	 	 	 	 
101047	3	 	 	 	 	 	 
101047	4	 	 	 	 	 	 
101047	5	 	 	 	 	 	 
101047	6	 	 	 	 	 	 
101048	1	 	 	 	 	 	 
101048	2	 	 	 	 	 	 
101048	3	 	 	 	 	 	 
101048	4	 	 	 	 	 	 
101048	5	 	 	 	 	 	 
101048	6	 	 	 	 	 	 
101049	1	1	3	13	3	180	0
101049	2	11	4	12	4	150	0
101049	3	88	 	 	 	 	 
101049	4	88	 	 	 	 	 
101049	5	88	 	 	 	 	 
101049	6	88	 	 	 	 	 
101050	1	1	4	11	4	50	0
101050	2	88	 	 	 	 	 
101050	3	88	 	 	 	 	 
101050	4	88	 	 	 	 	 
101050	5	88	 	 	 	 	 
101050	6	88	 	 	 	 	 
111002	1	 	 	 	 	 	 
111002	2	 	 	 	 	 	 
111002	3	 	 	 	 	 	 
111002	4	 	 	 	 	 	 
111002	5	 	 	 	 	 	 
111002	6	 	 	 	 	 	 
111003	1	4	2	11	2	150	0
111003	2	1	7	11	7	360	0
111003	3	88	 	 	 	 	 
111003	4	88	 	 	 	 	 
111003	5	88	 	 	 	 	 
111003	6	88	 	 	 	 	 
111004	1	1	8	11	8	600	0
111004	2	4	2	11	2	300	0
111004	3	88	 	 	 	 	 
111004	4	88	 	 	 	 	 
111004	5	88	 	 	 	 	 
111004	6	88	 	 	 	 	 
111005	1	4	3	11	3	180	0
111005	2	1	11	11	11	480	0
111005	3	88	 	 	 	 	 
111005	4	88	 	 	 	 	 
111005	5	88	 	 	 	 	 
111005	6	88	 	 	 	 	 
111006	1	 	 	 	 	 	 
111006	2	 	 	 	 	 	 
111006	3	 	 	 	 	 	 
111006	4	 	 	 	 	 	 
111006	5	 	 	 	 	 	 
111006	6	 	 	 	 	 	 
111008	1	4	1	11	1	110	0
111008	2	1	3	11	3	400	0
111008	3	88	 	 	 	 	 
111008	4	88	 	 	 	 	 
111008	5	88	 	 	 	 	 
111008	6	88	 	 	 	 	 
111009	1	4	3	11	3	200	0
111009	2	1	13	11	13	700	0
111009	3	88	 	 	 	 	 
111009	4	88	 	 	 	 	 
111009	5	88	 	 	 	 	 
111009	6	88	 	 	 	 	 
111010	1	4	4	11	4	400	1
111010	2	1	20	11	20	2040	1
111010	3	3	1	11	1	1500	1
111010	4	25	1	26	1	12000	1
111010	5	88	 	 	 	 	 
111010	6	88	 	 	 	 	 
111011	1	4	2	11	2	150	0
111011	2	1	11	11	11	900	0
111011	3	88	 	 	 	 	 
111011	4	88	 	 	 	 	 
111011	5	88	 	 	 	 	 
111011	6	88	 	 	 	 	 
111012	1	4	2	11	2	250	0
111012	2	1	4	11	4	200	0
111012	3	88	 	 	 	 	 
111012	4	88	 	 	 	 	 
111012	5	88	 	 	 	 	 
111012	6	88	 	 	 	 	 
111013	1	4	1	11	1	80	0
111013	2	1	6	11	6	400	0
111013	3	13	1	26	1	50	0
111013	4	88	 	 	 	 	 
111013	5	88	 	 	 	 	 
111013	6	88	 	 	 	 	 
111015	1	1	6	11	5	300	0
111015	2	4	2	11	2	200	0
111015	3	88	 	 	 	 	 
111015	4	88	 	 	 	 	 
111015	5	88	 	 	 	 	 
111015	6	88	 	 	 	 	 
111016	1	4	1	11	1	500	0
111016	2	1	7	11	7	150	0
111016	3	88	 	 	 	 	 
111016	4	88	 	 	 	 	 
111016	5	88	 	 	 	 	 
111016	6	88	 	 	 	 	 
111017	1	11	20	5	20	800	1
111017	2	1	4	11	4	155	1
111017	3	4	1	11	1	120	1
111017	4	88	 	 	 	 	 
111017	5	88	 	 	 	 	 
111017	6	88	 	 	 	 	 
111018	1	4	1	11	0	 	 
111018	2	1	3	11	0	 	 
111018	3	88	 	 	 	 	 
111018	4	88	 	 	 	 	 
111018	5	88	 	 	 	 	 
111018	6	88	 	 	 	 	 
111019	1	4	2	11	2	160	0
111019	2	1	9	11	9	300	0
111019	3	88	 	 	 	 	 
111019	4	88	 	 	 	 	 
111019	5	88	 	 	 	 	 
111019	6	88	 	 	 	 	 
111020	1	3	1	11	1	1000	1
111020	2	1	6	11	5	540	1
111020	3	4	2	11	2	160	1
111020	4	11	2	11	2	120	1
111020	5	88	 	 	 	 	 
111020	6	88	 	 	 	 	 
111021	1	4	2	11	2	160	0
111021	2	1	12	11	12	750	0
111021	3	88	 	 	 	 	 
111021	4	88	 	 	 	 	 
111021	5	88	 	 	 	 	 
111021	6	88	 	 	 	 	 
111022	1	30	4	14	4	800	1
111022	2	88	 	 	 	 	 
111022	3	88	 	 	 	 	 
111022	4	88	 	 	 	 	 
111022	5	88	 	 	 	 	 
111022	6	88	 	 	 	 	 
111023	1	4	3	11	3	170	0
111023	2	1	19	11	19	680	0
111023	3	88	 	 	 	 	 
111023	4	88	 	 	 	 	 
111023	5	88	 	 	 	 	 
111023	6	88	 	 	 	 	 
111024	1	 	 	 	 	 	 
111024	2	 	 	 	 	 	 
111024	3	 	 	 	 	 	 
111024	4	 	 	 	 	 	 
111024	5	 	 	 	 	 	 
111024	6	 	 	 	 	 	 
111025	1	1	10	11	10	600	1
111025	2	3	1	11	0	 	 
111025	3	2	1	24	1	16000	1
111025	4	88	 	 	 	 	 
111025	5	88	 	 	 	 	 
111025	6	88	 	 	 	 	 
111027	1	 	 	 	 	 	 
111027	2	 	 	 	 	 	 
111027	3	 	 	 	 	 	 
111027	4	 	 	 	 	 	 
111027	5	 	 	 	 	 	 
111027	6	 	 	 	 	 	 
111028	1	1	14	11	14	400	1
111028	2	3	1	11	1	200	1
111028	3	7	1	11	0	 	 
111028	4	88	 	 	 	 	 
111028	5	88	 	 	 	 	 
111028	6	88	 	 	 	 	 
111029	1	1	10	11	9	600	1
111029	2	88	 	 	 	 	 
111029	3	88	 	 	 	 	 
111029	4	88	 	 	 	 	 
111029	5	88	 	 	 	 	 
111029	6	88	 	 	 	 	 
111030	1	1	12	11	12	145	1
111030	2	4	1	11	1	40	1
111030	3	88	 	 	 	 	 
111030	4	88	 	 	 	 	 
111030	5	88	 	 	 	 	 
111030	6	88	 	 	 	 	 
111031	1	1	17	11	17	1500	0
111031	2	3	1	11	1	300	0
111031	3	4	2	11	2	200	0
111031	4	88	 	 	 	 	 
111031	5	88	 	 	 	 	 
111031	6	88	 	 	 	 	 
111032	1	4	4	11	4	400	1
111032	2	1	12	11	12	1500	1
111032	3	2	1	24	1	9000	1
111032	4	88	 	 	 	 	 
111032	5	88	 	 	 	 	 
111032	6	88	 	 	 	 	 
111033	1	 	 	 	 	 	 
111033	2	 	 	 	 	 	 
111033	3	 	 	 	 	 	 
111033	4	 	 	 	 	 	 
111033	5	 	 	 	 	 	 
111033	6	 	 	 	 	 	 
111034	1	4	2	11	2	80	1
111034	2	1	14	11	14	120	1
111034	3	15	34	12	34	750	1
111034	4	88	 	 	 	 	 
111034	5	88	 	 	 	 	 
111034	6	88	 	 	 	 	 
111035	1	 	 	 	 	 	 
111035	2	 	 	 	 	 	 
111035	3	 	 	 	 	 	 
111035	4	 	 	 	 	 	 
111035	5	 	 	 	 	 	 
111035	6	 	 	 	 	 	 
111036	1	1	12	11	12	200	1
111036	2	3	1	11	0	 	 
111036	3	4	2	11	2	90	1
111036	4	88	 	 	 	 	 
111036	5	88	 	 	 	 	 
111036	6	88	 	 	 	 	 
111037	1	1	28	11	28	1900	1
111037	2	3	1	11	1	600	1
111037	3	4	2	11	2	210	1
111037	4	7	1	11	0	 	 
111037	5	23	2	23	2	18000	1
111037	6	88	 	 	 	 	 
111038	1	1	37	11	37	350	1
111038	2	4	6	11	6	180	1
111038	3	88	 	 	 	 	 
111038	4	88	 	 	 	 	 
111038	5	88	 	 	 	 	 
111038	6	88	 	 	 	 	 
111040	1	1	1	11	1	50	1
111040	2	13	1	7	1	4000	1
111040	3	88	 	 	 	 	 
111040	4	88	 	 	 	 	 
111040	5	88	 	 	 	 	 
111040	6	88	 	 	 	 	 
111041	1	 	 	 	 	 	 
111041	2	 	 	 	 	 	 
111041	3	 	 	 	 	 	 
111041	4	 	 	 	 	 	 
111041	5	 	 	 	 	 	 
111041	6	 	 	 	 	 	 
111042	1	15	1	12	1	50	1
111042	2	9	5	2	5	625	1
111042	3	30	2	26	2	6500	1
111042	4	88	 	 	 	 	 
111042	5	88	 	 	 	 	 
111042	6	88	 	 	 	 	 
111043	1	1	12	11	12	2000	0
111043	2	3	1	11	0	 	 
111043	3	4	1	11	1	250	0
111043	4	88	 	 	 	 	 
111043	5	88	 	 	 	 	 
111043	6	88	 	 	 	 	 
111044	1	 	 	 	 	 	 
111044	2	 	 	 	 	 	 
111044	3	 	 	 	 	 	 
111044	4	 	 	 	 	 	 
111044	5	 	 	 	 	 	 
111044	6	 	 	 	 	 	 
111045	1	1	13	11	13	600	1
111045	2	3	1	11	0	 	 
111045	3	88	 	 	 	 	 
111045	4	88	 	 	 	 	 
111045	5	88	 	 	 	 	 
111045	6	88	 	 	 	 	 
111046	1	15	13	12	13	375	1
111046	2	88	 	 	 	 	 
111046	3	88	 	 	 	 	 
111046	4	88	 	 	 	 	 
111046	5	88	 	 	 	 	 
111046	6	88	 	 	 	 	 
111047	1	1	26	11	26	1500	0
111047	2	3	1	11	0	 	 
111047	3	88	 	 	 	 	 
111047	4	88	 	 	 	 	 
111047	5	88	 	 	 	 	 
111047	6	88	 	 	 	 	 
111048	1	1	20	11	20	400	1
111048	2	3	1	11	1	150	1
111048	3	7	1	11	0	 	 
111048	4	88	 	 	 	 	 
111048	5	88	 	 	 	 	 
111048	6	88	 	 	 	 	 
121001	1	1	4	11	4	500	1
121001	2	2	1	24	1	4000	1
121001	3	23	2	23	2	15	0
121001	4	88	 	 	 	 	 
121001	5	88	 	 	 	 	 
121001	6	88	 	 	 	 	 
121002	1	1	9	11	9	1800	0
121002	2	4	1	11	1	700	0
121002	3	88	 	 	 	 	 
121002	4	88	 	 	 	 	 
121002	5	88	 	 	 	 	 
121002	6	88	 	 	 	 	 
121004	1	1	9	11	9	980	0
121004	2	4	1	11	1	300	0
121004	3	2	1	24	1	7000	1
121004	4	88	 	 	 	 	 
121004	5	88	 	 	 	 	 
121004	6	88	 	 	 	 	 
121005	1	2	1	18	1	2500	1
121005	2	1	7	11	7	945	1
121005	3	88	 	 	 	 	 
121005	4	88	 	 	 	 	 
121005	5	88	 	 	 	 	 
121005	6	88	 	 	 	 	 
121007	1	1	6	11	6	780	0
121007	2	4	1	11	1	160	0
121007	3	2	1	24	1	4000	1
121007	4	88	 	 	 	 	 
121007	5	88	 	 	 	 	 
121007	6	88	 	 	 	 	 
121008	1	15	4	12	4	650	1
121008	2	88	 	 	 	 	 
121008	3	88	 	 	 	 	 
121008	4	88	 	 	 	 	 
121008	5	88	 	 	 	 	 
121008	6	88	 	 	 	 	 
121009	1	9	4	2	4	10000	1
121009	2	15	4	12	3	1200	0
121009	3	23	1	23	1	1250	0
121009	4	88	 	 	 	 	 
121009	5	88	 	 	 	 	 
121009	6	88	 	 	 	 	 
121010	1	4	1	11	1	200	0
121010	2	1	3	11	3	320	0
121010	3	88	 	 	 	 	 
121010	4	88	 	 	 	 	 
121010	5	88	 	 	 	 	 
121010	6	88	 	 	 	 	 
121011	1	4	1	11	1	300	0
121011	2	1	3	11	3	300	0
121011	3	88	 	 	 	 	 
121011	4	88	 	 	 	 	 
121011	5	88	 	 	 	 	 
121011	6	88	 	 	 	 	 
121012	1	2	1	24	1	3000	1
121012	2	8	1	11	1	300	1
121012	3	1	3	11	3	160	1
121012	4	88	 	 	 	 	 
121012	5	88	 	 	 	 	 
121012	6	88	 	 	 	 	 
121013	1	23	1	23	1	1000	0
121013	2	15	6	12	6	1000	0
121013	3	88	 	 	 	 	 
121013	4	88	 	 	 	 	 
121013	5	88	 	 	 	 	 
121013	6	88	 	 	 	 	 
121014	1	1	6	11	6	605	0
121014	2	19	1	19	1	300	0
121014	3	88	 	 	 	 	 
121014	4	88	 	 	 	 	 
121014	5	88	 	 	 	 	 
121014	6	88	 	 	 	 	 
121015	1	1	4	11	3	110	0
121015	2	23	3	23	3	26	0
121015	3	88	 	 	 	 	 
121015	4	88	 	 	 	 	 
121015	5	88	 	 	 	 	 
121015	6	88	 	 	 	 	 
121020	1	2	1	24	1	5000	0
121020	2	1	11	11	11	1415	0
121020	3	3	1	11	1	500	0
121020	4	88	 	 	 	 	 
121020	5	88	 	 	 	 	 
121020	6	88	 	 	 	 	 
121021	1	 	 	 	 	 	 
121021	2	 	 	 	 	 	 
121021	3	 	 	 	 	 	 
121021	4	 	 	 	 	 	 
121021	5	 	 	 	 	 	 
121021	6	 	 	 	 	 	 
121022	1	1	8	11	2	50	1
121022	2	4	1	11	1	200	1
121022	3	88	 	 	 	 	 
121022	4	88	 	 	 	 	 
121022	5	88	 	 	 	 	 
121022	6	88	 	 	 	 	 
121023	1	1	5	11	5	250	0
121023	2	88	 	 	 	 	 
121023	3	88	 	 	 	 	 
121023	4	88	 	 	 	 	 
121023	5	88	 	 	 	 	 
121023	6	88	 	 	 	 	 
121024	1	24	1	23	1	1200	0
121024	2	88	 	 	 	 	 
121024	3	88	 	 	 	 	 
121024	4	88	 	 	 	 	 
121024	5	88	 	 	 	 	 
121024	6	88	 	 	 	 	 
121026	1	1	5	11	5	660	0
121026	2	88	 	 	 	 	 
121026	3	88	 	 	 	 	 
121026	4	88	 	 	 	 	 
121026	5	88	 	 	 	 	 
121026	6	88	 	 	 	 	 
121027	1	23	10	12	10	780	0
121027	2	88	 	 	 	 	 
121027	3	88	 	 	 	 	 
121027	4	88	 	 	 	 	 
121027	5	88	 	 	 	 	 
121027	6	88	 	 	 	 	 
121028	1	1	6	11	6	760	0
121028	2	88	 	 	 	 	 
121028	3	88	 	 	 	 	 
121028	4	88	 	 	 	 	 
121028	5	88	 	 	 	 	 
121028	6	88	 	 	 	 	 
121030	1	23	5	23	5	1175	0
121030	2	88	 	 	 	 	 
121030	3	88	 	 	 	 	 
121030	4	88	 	 	 	 	 
121030	5	88	 	 	 	 	 
121030	6	88	 	 	 	 	 
121031	1	4	1	11	1	120	1
121031	2	1	5	11	5	700	1
121031	3	88	 	 	 	 	 
121031	4	88	 	 	 	 	 
121031	5	88	 	 	 	 	 
121031	6	88	 	 	 	 	 
121033	1	4	1	11	1	300	0
121033	2	1	5	11	5	800	0
121033	3	88	 	 	 	 	 
121033	4	88	 	 	 	 	 
121033	5	88	 	 	 	 	 
121033	6	88	 	 	 	 	 
121034	1	15	2	12	2	600	0
121034	2	23	1	23	1	1000	0
121034	3	88	 	 	 	 	 
121034	4	88	 	 	 	 	 
121034	5	88	 	 	 	 	 
121034	6	88	 	 	 	 	 
121037	1	23	1	23	1	1000	1
121037	2	9	4	2	4	8000	1
121037	3	88	 	 	 	 	 
121037	4	88	 	 	 	 	 
121037	5	88	 	 	 	 	 
121037	6	88	 	 	 	 	 
121038	1	1	12	11	12	600	0
121038	2	4	1	11	1	300	0
121038	3	3	1	11	1	500	0
121038	4	6	3	11	3	200	0
121038	5	88	 	 	 	 	 
121038	6	88	 	 	 	 	 
121040	1	4	1	11	1	250	0
121040	2	1	4	11	4	550	0
121040	3	88	 	 	 	 	 
121040	4	88	 	 	 	 	 
121040	5	88	 	 	 	 	 
121040	6	88	 	 	 	 	 
121043	1	1	4	11	4	600	1
121043	2	88	 	 	 	 	 
121043	3	88	 	 	 	 	 
121043	4	88	 	 	 	 	 
121043	5	88	 	 	 	 	 
121043	6	88	 	 	 	 	 
121047	1	 	 	 	 	 	 
121047	2	 	 	 	 	 	 
121047	3	 	 	 	 	 	 
121047	4	 	 	 	 	 	 
121047	5	 	 	 	 	 	 
121047	6	 	 	 	 	 	 
121048	1	4	1	11	1	350	1
121048	2	1	4	11	4	850	1
121048	3	3	1	11	1	500	1
121048	4	88	 	 	 	 	 
121048	5	88	 	 	 	 	 
121048	6	88	 	 	 	 	 
121053	1	4	1	11	1	200	0
121053	2	1	5	11	5	630	0
121053	3	88	 	 	 	 	 
121053	4	88	 	 	 	 	 
121053	5	88	 	 	 	 	 
121053	6	88	 	 	 	 	 
121054	1	1	1	23	1	80	0
121054	2	13	2	23	2	160	0
121054	3	30	1	28	1	2800	0
121054	4	88	 	 	 	 	 
121054	5	88	 	 	 	 	 
121054	6	88	 	 	 	 	 
121056	1	1	4	11	4	475	0
121056	2	4	1	11	1	120	0
121056	3	88	 	 	 	 	 
121056	4	88	 	 	 	 	 
121056	5	88	 	 	 	 	 
121056	6	88	 	 	 	 	 
131001	1	 	 	 	 	 	 
131001	2	 	 	 	 	 	 
131001	3	 	 	 	 	 	 
131001	4	 	 	 	 	 	 
131001	5	 	 	 	 	 	 
131001	6	 	 	 	 	 	 
131002	1	15	3	26	3	120	0
131002	2	88	 	 	 	 	 
131002	3	88	 	 	 	 	 
131002	4	88	 	 	 	 	 
131002	5	88	 	 	 	 	 
131002	6	88	 	 	 	 	 
131004	1	30	1	26	1	300	1
131004	2	88	 	 	 	 	 
131004	3	88	 	 	 	 	 
131004	4	88	 	 	 	 	 
131004	5	88	 	 	 	 	 
131004	6	88	 	 	 	 	 
131005	1	 	 	 	 	 	 
131005	2	 	 	 	 	 	 
131005	3	 	 	 	 	 	 
131005	4	 	 	 	 	 	 
131005	5	 	 	 	 	 	 
131005	6	 	 	 	 	 	 
131006	1	 	 	 	 	 	 
131006	2	 	 	 	 	 	 
131006	3	 	 	 	 	 	 
131006	4	 	 	 	 	 	 
131006	5	 	 	 	 	 	 
131006	6	 	 	 	 	 	 
131007	1	15	14	12	14	200	1
131007	2	88	 	 	 	 	 
131007	3	88	 	 	 	 	 
131007	4	88	 	 	 	 	 
131007	5	88	 	 	 	 	 
131007	6	88	 	 	 	 	 
131008	1	15	27	23	27	4000	0
131008	2	88	 	 	 	 	 
131008	3	88	 	 	 	 	 
131008	4	88	 	 	 	 	 
131008	5	88	 	 	 	 	 
131008	6	88	 	 	 	 	 
131009	1	23	15	23	15	1000	1
131009	2	15	3	26	3	12000	1
131009	3	15	40	12	40	400	1
131009	4	88	 	 	 	 	 
131009	5	88	 	 	 	 	 
131009	6	88	 	 	 	 	 
131010	1	15	22	23	22	500	1
131010	2	88	 	 	 	 	 
131010	3	88	 	 	 	 	 
131010	4	88	 	 	 	 	 
131010	5	88	 	 	 	 	 
131010	6	88	 	 	 	 	 
131011	1	15	4	12	4	300	0
131011	2	88	 	 	 	 	 
