CHILDID	LOANID	GAVCRDR3	TKEOUTR3	AMTCRDR3	LOANMTR3	LNOLSTR3	PYBACKR3	AMTPAYR3	MTLASTR3	YRLASTR3	NOBACKR3	WHORCVR3	loanyrr3
ET120021	3	8	2	740	10	77	0	740	4	2000	88	1	1999
ET120021	4	8	2	800	10	7	0	800	4	1999	88	1	1998
ET120019	1	10	7	300	2	1	0	300	3	1997	88	1	1997
ET120019	2	10	2	500	7	2	0	500	9	1998	88	1	1998
ET120019	3	10	2	1200	1	3	0	1200	4	1999	88	1	1999
ET120019	4	10	1	1500	12	4	1	0	88	 	88	88	2001
ET120018	1	10	6	50	1	1	0	50	2	2001	88	1	2001
ET120018	2	10	2	300	1	12	1	100	88	 	11	2	2000
ET120017	1	8	2	200	3	9	0	200	9	1999	88	1	1999
ET120017	2	10	1	400	8	5	0	400	1	2002	88	2	2001
ET120017	3	8	4	100	2	6	1	0	88	 	88	2	2002
ET120016	1	8	2	2000	8	77	1	0	88	 	2	1	1998
ET120015	1	8	2	200	1	1	0	200	2	2000	88	1	2000
ET120015	2	8	19	200	1	7	1	0	88	 	88	2	2002
ET120013	1	10	19	500	4	1	1	400	5	2001	12	1	2001
ET120013	2	10	19	600	8	1	0	600	9	2001	12	1	1997
ET120013	3	10	19	200	12	1	0	200	1	2002	12	1	2001
ET120011	1	8	7	500	2	77	1	0	88	 	88	1	2002
ET120011	2	8	7	250	10	5	0	250	2	2000	88	1	1999
ET120011	3	10	7	150	2	5	0	150	6	1999	88	1	1999
ET120011	4	10	7	200	8	5	0	200	12	2001	88	1	2001
ET120010	1	10	1	200	4	2	0	200	6	2001	88	1	2001
ET120010	2	10	1	300	5	1	0	300	6	2001	88	1	2001
ET120010	3	10	1	800	3	2	0	800	5	2000	88	1	2000
ET120010	4	10	8	1000	7	6	0	1000	1	1998	88	1	1997
ET120009	1	10	8	1000	4	2	0	1000	6	2001	88	1	2001
ET120007	1	8	7	300	11	4	1	0	88	 	88	1	2001
ET120005	1	8	2	400	2	77	0	400	6	2000	88	2	2000
ET120005	2	8	7	500	3	4	0	500	5	1999	88	1	1999
ET120004	1	10	1	500	11	6	1	250	1	2002	88	1	2001
ET120002	1	10	6	350	11	5	1	0	88	 	88	2	2001
ET120001	1	10	2	40	12	4	1	0	88	 	88	1	2001
ET110100	1	7	12	4000	5	12	0	4460	5	1998	88	1	1997
ET110100	2	1	1	5800	10	6	0	5900	4	1999	5	1	1998
ET110099	1	5	1	360	6	24	0	360	88	 	88	1	2000
ET110098	1	9	1	200	8	9	0	250	4	1999	88	1	1998
ET110098	2	1	1	1300	9	9	0	1300	5	2000	88	1	1999
ET110098	3	9	1	150	10	8	1	0	4	2001	88	1	2001
ET110098	4	5	10	2229.65	3	24	1	2039.65	4	2001	88	1	2001
ET110096	1	7	12	3000	1	9	0	3250	9	2001	88	5	2001
ET110096	2	7	12	3000	11	10	1	88	88	 	88	5	2001
ET110096	3	1	1	3520	11	4	0	3723	4	2001	88	5	2000
ET110096	4	5	10	2765	4	24	0	2765	2	2002	88	5	2000
ET110094	1	5	10	2760	2	12	0	2769	2	2001	88	1	2001
ET110094	2	2	1	350	10	6	0	350	5	2001	88	1	2000
ET110093	1	1	1	6000	10	9	0	6500	4	1998	88	1	1997
ET110093	2	1	1	7000	10	9	0	7800	4	1999	88	1	1998
ET110093	3	5	10	2900	7	24	1	700	4	2002	11	1	1999
ET110092	1	10	1	400	10	8	1	0	88	 	88	1	2001
ET110092	2	1	1	600	11	8	0	600	4	1998	88	1	1997
ET110092	3	1	1	430	11	8	0	430	4	1999	88	1	1998
ET110092	4	1	1	830	11	8	0	550	4	2001	88	1	1999
ET110092	5	1	1	587	11	8	0	587	4	2001	88	1	2000
ET110091	1	7	19	900	8	11	0	1115	7	1995	88	1	1994
ET110091	2	7	19	1700	7	11	0	2230	6	1996	88	1	1995
ET110091	3	7	19	2500	6	11	0	2750	5	1997	88	1	1996
ET110091	4	7	19	2700	5	11	0	3350	4	1998	88	1	1997
ET110091	5	7	19	2700	4	11	0	3350	3	1999	88	1	1998
ET110091	6	7	19	2500	3	11	0	2750	2	2000	88	1	1999
ET110091	7	7	19	2700	2	11	0	3350	1	2001	88	1	2000
ET110091	8	7	19	2700	9	11	1	300	10	2001	88	1	2001
ET110089	1	1	1	1494	10	5	0	1500	5	2000	6	1	1999
ET110089	2	1	1	1977	10	5	0	1983	5	2001	6	1	2000
ET110088	1	8	13	50	2	1	0	50	88	 	88	2	2002
ET110086	1	10	7	60	11	1	0	60	12	2000	88	2	2000
ET110085	1	8	7	200	6	6	0	200	12	2001	88	1	2001
ET110085	2	5	10	1400	9	24	1	500	9	2002	8	1	2000
ET110084	1	7	2	500	5	12	1	450	4	2002	88	2	2001
ET110084	2	7	2	1200	5	12	0	1200	5	2001	88	2	2000
ET110083	1	1	1	756	11	6	0	756.55	4	2001	88	1	2000
ET110083	2	5	10	2066	5	24	1	1366	5	2002	8	1	2000
ET110083	3	7	12	1200	5	12	0	1632	5	1999	88	1	1998
ET110082	1	7	1	2000	8	12	0	2400	8	2001	88	1	2000
ET110081	1	1	1	330	11	6	0	330	4	2001	88	1	2000
ET110081	2	5	10	2250	5	12	1	1727.67	4	2001	88	1	2001
ET110079	1	6	10	2700	7	12	1	1300	7	2001	11	1	2000
ET110079	2	7	10	2000	8	12	0	2400	8	2000	88	1	1999
ET110079	3	6	10	6700	2	8	1	2200	4	2002	88	1	2002
ET110078	1	5	10	2065	5	24	1	1807	4	2002	88	1	2000
ET110078	2	5	10	29583	8	24	1	24472	4	2002	88	1	2000
ET110077	1	5	10	3600	2	24	1	2500	4	2000	11	1	1999
ET110077	2	1	1	1112	10	6	0	1112	5	2001	88	1	2000
ET110076	1	10	7	200	10	10	1	0	7	2002	8	1	2001
ET110075	1	5	10	2060	11	24	1	1355.5	11	2002	8	1	2000
ET110075	2	1	1	350	11	7	0	350	5	2001	88	1	2000
ET110074	1	7	18	1000	5	12	1	1300	4	2002	88	2	2001
ET110074	2	5	10	2760	5	24	1	1608	4	2002	88	1	2000
ET110073	1	5	13	2434.6	4	24	1	2348	4	2002	8	1	2000
ET110073	2	2	1	850	10	12	0	850	88	 	88	1	2000
ET110072	1	5	10	2768.48	8	24	1	348.01	4	2002	88	1	2000
ET110072	2	7	1	440	6	12	0	600	4	2001	88	2	2000
ET110072	3	7	12	900	7	12	1	600	3	2002	88	2	2001
ET110072	4	8	18	150	1	5	1	0	88	 	8	1	2002
ET110071	1	1	1	2000	11	6	0	2000	6	2001	88	2	2000
ET110071	2	1	1	2000	10	5	0	2000	3	2000	88	1	1999
ET110069	1	7	1	2000	6	12	0	2600	5	2001	88	1	2000
ET110069	2	7	1	2000	6	12	0	2400	1	2002	88	1	2001
ET110069	3	3	10	2600	2	77	1	2000	3	2002	88	1	2000
ET110068	1	7	19	400	6	10	0	500	4	2000	88	2	1999
ET110068	2	7	10	1000	7	10	0	1200	5	2001	88	2	2000
ET110068	3	7	1	1400	9	10	1	370	3	2002	88	2	2001
ET110068	4	5	10	2700	6	24	1	900	3	2002	88	1	2000
ET110067	1	7	19	500	4	12	0	500	3	2001	88	2	2000
ET110067	2	7	19	1000	6	12	1	700	5	2002	8	2	2001
ET110066	1	10	1	200	11	1	0	200	11	2001	88	2	2001
ET110065	1	6	10	2620	3	24	1	1000	8	2001	88	1	2001
ET110064	1	7	1	1000	9	12	1	800	2	2002	8	1	2001
ET110064	2	1	1	2490	10	12	0	0	88	 	88	1	2002
ET110064	3	5	13	2760	4	24	1	2460	4	2002	8	1	2002
ET110063	1	7	13	1800	4	12	1	432	4	2002	8	3	2001
ET110063	2	5	13	2065	6	24	1	1800	4	2002	8	3	2000
ET110062	1	10	13	100	4	4	0	100	88	 	88	2	2000
ET110061	1	7	4	1000	7	12	0	1300	4	2002	88	2	2001
ET110060	1	7	2	1000	6	12	0	1340	6	2000	88	2	1999
ET110060	2	7	2	1400	7	12	0	1820	7	2001	88	2	2000
ET110060	3	5	10	2500	4	24	1	1000	4	2002	11	2	2000
ET110059	1	7	1	670	7	11	0	840	6	1999	88	1	1998
ET110059	2	7	1	1330	7	11	0	1750	6	2000	88	1	1999
ET110059	3	7	1	1770	7	11	0	2200	6	2001	88	1	2000
ET110059	4	7	1	1900	7	11	1	400	3	2002	88	1	2001
ET110057	1	6	10	2088.71	4	18	1	1744.53	4	2002	8	81	2001
ET110057	2	1	1	450	11	6	0	450	4	1998	88	1	1997
ET110057	3	1	1	450	11	6	0	450	4	1999	88	1	1998
ET110057	4	1	1	450	11	6	0	450	4	2000	88	1	1999
ET110057	5	1	1	630	11	6	0	630	4	2001	88	1	2000
ET110056	1	5	10	2265	8	24	1	602.4	3	2002	88	2	2000
ET110055	1	7	1	1000	8	12	0	1150	7	1999	88	1	1998
ET110055	2	6	10	2765	4	24	1	2165.8	10	2001	88	1	2000
ET110054	1	10	2	100	3	12	0	200	3	2001	88	1	2000
ET110054	2	10	2	150	11	5	0	180	3	2002	88	1	2001
ET110053	1	7	1	800	5	8	0	800	1	2001	88	16	2001
ET110053	2	7	1	1000	9	8	1	750	3	2002	88	16	2001
ET110053	3	5	10	2460	3	24	1	1690	8	2001	8	16	2000
ET110052	1	7	1	750	10	8	0	1000	6	2001	88	2	2000
ET110052	2	7	1	1000	7	11	1	430	3	2002	88	2	2001
ET110052	3	5	10	2060	5	24	1	830	4	2002	88	1	2000
ET110051	1	2	1	4320	11	12	0	4320	88	 	88	17	2000
ET110049	1	5	1	1370	7	12	0	1500	6	2001	88	2	2000
ET110049	2	5	1	2000	7	12	1	180	3	2002	88	2	2001
ET110049	3	5	10	2065	5	24	1	1065	4	2002	88	2	2001
ET110048	1	5	10	2768	5	24	1	2647	4	2002	11	1	1999
ET110047	1	7	1	500	6	12	0	680	5	2001	88	2	2000
ET110047	2	7	1	1000	6	12	1	1174	6	2002	8	2	2001
ET110047	3	8	1	600	11	8	1	0	5	2002	8	1	2001
ET110047	4	5	10	2500	4	24	1	1200	4	2002	11	1	2000
ET110046	1	7	4	1000	4	12	1	350	3	2002	88	2	2001
ET110046	2	7	4	800	4	12	0	850	4	2001	88	2	2000
ET110046	3	10	4	100	4	1	0	1000	4	2002	88	2	2002
ET110045	1	7	1	700	10	12	0	1000	8	2001	88	2	2000
ET110045	2	7	2	1000	8	12	1	700	4	2002	88	2	2001
ET110043	1	10	1	1000	11	1	0	1000	12	2001	88	1	2001
ET110043	2	5	10	2435	7	24	1	2135	3	2002	88	1	2000
ET110042	1	5	10	2160	5	24	1	1200	4	2002	88	1	2000
ET110042	2	7	14	2000	6	12	1	0	88	 	88	2	2001
ET110042	3	7	2	1150	3	12	0	1150	3	2001	88	2	2000
ET110042	4	7	13	1800	7	12	0	1800	7	2000	88	2	1999
ET110040	1	6	8	1600	1	18	0	1720	6	1999	88	8	1998
ET110039	1	8	2	400	3	1	0	400	4	2001	88	1	2001
ET110039	2	8	2	300	2	1	0	300	3	2002	88	1	2002
ET110038	1	7	1	1030	7	12	0	1260	7	1999	88	1	1998
ET110038	2	7	1	1170	7	12	0	1616	7	2000	88	1	1999
ET110038	3	7	1	1130	7	12	0	1216	7	2001	88	1	2000
ET110038	4	6	10	2200	6	24	1	2023.4	4	2002	88	1	2000
ET110037	1	7	12	700	8	12	0	977	7	2000	88	1	1999
ET110037	2	7	12	1300	8	12	0	1504.4	8	2001	88	1	2000
ET110037	3	6	10	1200	9	24	1	547.2	11	2001	88	1	2000
ET110036	1	10	2	300	10	5	0	300	3	2002	88	4	2001
ET110035	1	10	13	50	3	1	1	50	3	2002	88	2	2002
ET110035	2	5	10	1014.5	9	24	1	803.04	3	2002	88	1	2000
ET110034	1	7	13	3600	6	12	1	0	6	2002	8	1	2001
ET110034	2	5	13	1600	9	24	1	800	9	2002	8	1	2000
ET110033	1	7	2	1000	5	12	1	9000	4	2002	88	2	2001
ET110033	2	5	10	2080	5	24	1	1030	4	2002	88	1	2000
ET110032	1	1	1	3370	10	10	0	3370	6	1998	88	3	1997
ET110032	2	1	1	3090	10	10	0	3090	6	1999	88	3	1998
ET110032	3	1	1	4200	10	10	0	4200	6	2000	88	3	1999
ET110032	4	1	1	4200	10	10	0	4200	6	2001	88	3	2000
ET110031	1	10	7	300	12	4	1	0	4	2002	8	1	2001
ET110030	1	4	1	1000	11	6	1	700	4	2002	88	2	2001
ET110030	2	4	1	400	10	6	0	400	3	2001	88	2	2000
ET110030	3	4	1	400	11	6	0	400	4	1999	88	2	1998
ET110030	4	7	1	2000	5	12	0	2000	5	2000	88	2	1998
ET110030	5	7	1	2000	5	12	0	2000	5	2000	88	2	1999
ET110030	6	7	1	2000	5	12	0	2000	5	1999	88	2	1997
ET110029	1	4	2	200	12	12	0	200	4	2002	88	2	2001
ET110029	2	6	10	1014	3	24	1	88	88	 	11	2	2000
ET110028	1	7	1	1000	6	12	1	550	4	2002	88	5	2001
ET110028	2	7	1	750	10	10	0	750	8	2001	88	5	2000
ET110026	1	7	14	3000	4	24	0	3000	4	2000	88	1	1998
ET110026	2	7	13	2000	3	12	0	2000	3	2001	88	1	2000
ET110025	1	1	1	1200	11	6	0	1200	4	2001	88	1	2000
ET110025	2	10	12	1000	11	6	0	1000	5	2000	88	1	1998
ET110025	3	10	1	400	10	8	0	400	4	2001	88	1	2000
ET110024	1	10	6	200	3	1	0	200	4	2002	88	2	2002
ET110024	2	7	10	900	8	12	0	1000	7	2001	88	3	2000
ET110024	3	6	10	2700	4	24	1	1300	8	2001	88	3	2000
ET110023	1	7	19	500	6	12	0	620	6	1998	88	2	1997
ET110023	2	7	1	1000	6	12	0	1250	6	1999	88	2	1998
ET110023	3	7	1	1300	6	12	0	1580	6	2000	88	2	1999
ET110023	4	7	1	1800	6	12	0	2450	6	2001	88	2	2000
ET110023	5	7	1	1800	6	12	1	900	4	2002	88	2	2001
ET110023	6	5	10	2768.6	5	24	0	2768.6	2	2002	88	1	2000
ET110022	1	6	10	2766	2	24	0	2766	2	2002	88	1	2000
ET110022	2	2	1	2000	11	12	0	2200	11	2001	88	1	2000
ET110021	1	10	1	1000	11	1	0	1000	12	2001	88	3	2001
ET110021	2	5	10	2435	7	24	1	2135	3	2002	88	3	2000
ET110020	1	8	1	600	3	1	0	600	88	 	88	1	2002
ET110020	2	2	1	1988.06	10	10	0	1988	88	 	88	1	1999
ET110019	1	7	1	870	11	12	0	1120	10	1999	88	1	1998
ET110019	2	7	1	1050	11	12	0	1320	10	2000	88	1	1999
ET110019	3	7	1	1350	5	12	1	1580	4	2002	88	1	2001
ET110017	1	5	10	2275	5	24	1	2060	4	2002	8	1	2000
ET110014	1	7	3	2000	8	12	0	2230	8	1999	88	1	1998
ET110014	2	10	1	1000	10	3	0	1000	12	2000	88	1	2000
ET110014	3	5	10	1040	9	12	1	900	4	2001	8	1	2001
ET110013	1	7	2	260	6	12	0	0	88	 	8	2	2001
ET110012	1	7	8	1100	6	12	0	1100	6	2001	88	1	2000
ET110012	2	5	10	1014	9	24	1	900	4	2002	8	1	2001
ET110011	1	10	2	300	9	7	0	300	4	2000	88	1	1999
ET110011	2	10	2	500	11	5	0	500	4	2002	88	1	2001
ET110011	3	5	10	1800	5	24	1	1000	5	2002	8	1	2000
ET110010	1	8	6	300	12	4	0	300	4	1999	88	2	1998
ET110009	1	2	2	900	11	12	1	300	3	2002	8	1	2001
ET110008	1	10	6	50	3	1	1	0	88	 	11	3	2002
ET110007	1	5	3	1014.59	7	24	1	739.47	4	2002	8	1	2000
ET110006	1	1	1	3800	10	6	0	3800	4	2001	88	1	2000
ET110006	2	5	10	1900	9	24	1	1800	9	2002	8	1	2000
ET110005	1	10	2	200	12	4	1	88	88	-88	11	2	2001
ET110005	2	7	12	3400	8	12	0	3520	7	2000	88	2	1999
ET110004	1	7	1	3000	2	8	0	3300	10	1997	88	1	1997
ET110004	2	7	1	2000	4	8	0	2200	12	1998	88	1	1998
ET110004	3	7	1	2500	6	8	0	2750	4	2000	88	1	1999
ET110004	4	7	1	1800	8	8	0	1980	6	2001	88	1	2000
ET110004	5	7	1	4000	10	8	1	0	88	 	88	1	2001
ET110003	1	1	1	6600	11	8	0	7140	6	1998	88	1	1997
ET110003	2	1	1	6900	11	8	0	7440	6	1999	88	1	1998
ET110003	3	1	1	6900	11	8	0	7220	4	2000	88	1	1999
ET110002	1	10	2	100	10	6	0	100	4	2001	88	1	2000
ET110002	2	10	2	200	1	4	0	200	5	2001	88	1	2001
ET110002	3	5	10	1400	5	24	1	700	5	2002	11	1	2000
ET100099	1	7	10	1200	7	12	1	532	1	2002	88	2	2001
ET100098	1	2	2	3000	2	18	1	0	88	 	88	3	2002
ET100097	1	2	1	12000	9	24	1	9000	2	2002	88	2	2000
ET100096	1	7	3	1000	9	10	1	750	3	2002	88	2	2001
ET100095	1	3	2	1000	1	10	1	40	2	2002	88	1	2002
ET100095	2	8	7	1000	12	12	1	0	88	 	88	2	2002
ET100094	1	7	4	2000	11	12	1	1050	5	2002	88	1	2001
ET100093	1	7	4	2000	12	12	1	500	88	 	6	2	1998
ET100093	2	10	15	100	2	2	0	100	4	2000	88	1	2000
ET100093	3	10	15	200	1	3	0	200	4	2001	88	1	2001
ET100093	4	10	2	130	1	1	0	130	2	2002	88	1	2002
ET100092	1	6	8	5600	3	12	1	5925	3	2000	88	3	2001
ET100092	2	4	19	2000	11	2	0	2200	1	2002	88	3	2001
ET100092	3	8	8	4000	5	24	0	4000	3	2001	88	3	1999
ET100089	1	5	16	500	7	5	0	500	12	2001	88	1	2001
ET100087	1	5	4	100	10	7	1	0	88	 	88	5	2001
ET100087	2	5	4	100	2	3	1	0	88	 	88	5	2002
ET100084	1	7	10	3900	10	11	1	3000	3	2002	88	2	2001
ET100083	1	10	4	200	3	1	0	200	4	2001	88	2	2001
ET100083	2	6	2	2200	5	12	1	2000	2	2002	88	2	2001
ET100082	1	7	8	4000	8	12	1	3736	2	2002	88	2	2001
ET100081	1	7	8	700	10	12	0	743.6	10	2001	88	2	2000
ET100080	1	10	19	20000	7	1	0	20500	8	2001	88	1	2001
ET100080	2	10	19	1000	3	1	1	0	88	 	88	1	2002
ET100079	1	10	2	1000	3	23	1	500	10	2001	88	2	2000
ET100077	1	10	13	50	12	4	1	0	88	 	12	2	2001
ET100076	1	7	19	2000	9	12	1	1095	88	 	88	2	2001
ET100074	1	7	8	5000	6	10	1	0	88	 	88	3	2001
ET100074	2	8	8	4000	8	36	1	2000	2	2002	9	3	2000
ET100073	1	2	8	6000	2	18	1	3900	2	2002	88	1	2001
ET100073	2	7	8	2600	6	12	1	1922	2	2002	88	2	2001
ET100073	3	7	7	1900	10	11	1	912	2	2002	88	2	2001
ET100071	1	7	1	1000	5	12	0	1100.5	5	1998	88	1	1997
ET100071	2	7	1	1500	6	12	0	1970	6	1999	88	1	1998
ET100071	3	7	1	1900	7	12	0	2160	7	2000	88	1	1999
ET100071	4	7	1	3000	8	12	0	3350	8	2001	88	1	2000
ET100071	5	7	19	1000	4	12	0	1105	4	2001	88	2	2000
ET100071	6	7	19	1500	5	12	1	0	88	 	8	2	2001
ET100069	1	10	19	20000	9	12	0	20000	9	2000	88	1	1999
ET100067	1	6	19	150	1	77	1	100	1	2002	88	2	2001
ET100066	1	6	3	350000	8	24	0	368000	8	2001	88	1	1998
ET100065	1	7	3	1200	3	8	0	1200	5	2000	88	2	2001
ET100064	1	10	19	5000	4	1	0	88	5	2001	88	88	2001
ET100062	1	8	4	500	11	6	1	300	1	2002	88	2	2002
ET100062	2	2	2	2500	4	12	1	2000	3	2002	88	1	2001
ET100060	1	2	2	2800	6	12	1	2415	2	2002	88	1	2001
ET100060	2	7	19	2500	3	12	1	2000	2	2002	88	2	2001
ET100059	1	10	16	900	11	5	1	200	4	2001	6	2	2000
ET100058	1	7	2	1870	7	12	0	2000	6	2000	88	3	1999
ET100058	2	7	8	1370	7	10	0	1500	3	2001	88	3	2000
ET100058	3	7	2	1770	3	12	1	1520	1	2002	88	3	2001
ET100057	1	7	19	16000	10	24	1	1200	2	2002	88	1	2001
ET100057	2	7	19	8000	4	24	0	6240	8	2001	88	1	2000
ET100057	3	7	19	4000	2	24	0	4120	6	1999	88	1	1999
ET100056	1	7	4	500	5	12	0	590	5	2001	88	2	2000
ET100056	2	7	4	1250	7	12	1	1000	7	2002	8	2	2001
ET100056	3	10	2	200	10	4	0	280	1	2002	88	2	2001
ET100055	1	7	10	1000	12	12	0	88	12	2002	88	1	2001
ET100055	2	10	10	5000	8	1	1	5000	9	2001	88	1	2001
ET100054	1	2	1	3000	10	12	0	3000	12	2001	88	1	2001
ET100052	1	7	8	2800	5	12	1	1600	1	2002	88	2	2001
ET100052	2	7	8	2916	2	24	1	916	2	2002	88	2	2001
ET100050	1	10	2	100	1	3	0	125	6	2000	88	3	2000
ET100050	2	10	2	150	12	3	0	175	2	2002	88	3	2001
ET100047	1	4	19	50	9	12	0	50	88	 	88	1	2000
ET100047	2	4	19	500	12	6	1	200	3	2002	88	1	2001
ET100046	1	4	2	500	12	12	0	560	11	2001	88	2	2000
ET100043	1	10	2	100	1	1	0	100	2	2001	88	1	2001
ET100042	1	10	19	100	2	77	0	100	2	2001	88	1	2001
ET100042	2	10	19	100	4	77	0	100	4	2001	88	1	2001
ET100042	3	10	19	80	8	77	0	80	8	2001	88	1	2001
ET100042	4	10	19	75	11	77	0	75	11	2001	88	1	2001
ET100042	5	10	19	100	1	77	0	100	1	2002	88	1	2002
ET100042	6	10	19	100	2	77	0	100	2	2002	88	1	2002
ET100041	1	2	15	4000	3	24	1	3600	2	2002	88	2	2000
ET100040	1	10	5	50	2	1	0	50	3	2000	88	2	2000
ET100039	1	6	1	3800	4	18	1	2000	2	2002	88	2	2001
ET100038	1	8	6	200	8	1	0	200	8	2000	88	2	2000
ET100037	1	10	2	700	5	12	0	700	88	 	88	3	2001
ET100037	2	10	12	600	10	2	0	600	12	2001	88	3	2001
ET100036	1	10	19	330	12	1	0	330	1	2002	88	1	2002
ET100035	1	10	6	120	10	77	1	0	88	 	88	1	2001
ET100034	1	7	12	2000	3	12	1	2140	1	2002	88	2	2001
ET100034	2	6	4	760	11	14	1	700	2	2002	88	2	2001
ET100033	1	7	19	500	3	12	1	685.3	2	2002	88	1	2001
ET100032	1	8	15	110	1	6	1	0	88	 	12	2	2000
ET100032	2	10	12	200	1	8	1	0	88	 	12	1	1995
ET100030	1	10	1	400	10	4	1	400	2	2002	88	6	2001
ET100028	1	10	13	200	10	1	0	200	10	2001	88	2	2001
ET100028	2	10	3	600	3	3	0	600	6	2000	88	2	2000
ET100028	3	7	3	1000	6	3	0	1000	9	1999	88	1	1999
ET100027	1	7	19	2500	6	11	1	2135	1	2002	88	2	2001
ET100026	1	6	3	20000	9	12	1	14000	2	2002	88	2	2001
ET100025	1	2	8	7000	1	36	1	1000	2	2002	88	1	2000
ET100025	2	10	13	200	10	1	0	200	11	2001	88	2	2001
ET100024	1	10	4	300	11	6	0	0	88	 	88	2	2001
ET100024	2	10	4	200	2	77	1	200	5	2001	88	2	2001
ET100023	1	7	19	10000	9	12	1	7000	2	2002	88	1	2001
ET100023	2	6	19	21000	12	12	1	14000	12	2002	88	1	2001
ET100021	1	5	10	4000	8	24	1	3476	88	 	88	1	2000
ET100020	1	7	2	1500	7	12	0	1650	7	2000	88	1	2000
ET100020	2	7	2	2000	7	12	1	0	88	 	88	1	2001
ET100020	3	9	2	500	9	3	0	500	12	1999	88	1	1999
ET100020	4	9	7	1500	10	1	0	1570	11	1998	88	1	1998
ET100020	5	5	10	3000	4	60	1	2910	1	2002	88	1	1997
ET100020	6	10	15	200	1	2	1	0	88	 	88	1	2002
ET100019	1	7	4	500	10	10	0	500	8	1999	88	2	1998
ET100018	1	7	19	1000	3	10	0	1000	12	2000	88	2	2000
ET100017	1	4	19	500	5	10	0	500	10	1997	88	2	1997
ET100016	1	10	4	200	10	77	0	200	1	2002	88	16	2001
ET100015	1	7	19	1500	8	12	1	500	88	 	88	2	2001
ET100014	1	7	15	1000	9	12	0	1100	9	1999	88	6	1998
ET100014	2	10	2	50	4	1	0	50	5	2002	88	6	2002
ET100012	1	5	7	2000	2	12	0	2000	9	2001	88	1	2001
ET100011	1	7	19	1500	7	12	0	1500	6	2001	88	2	2000
ET100011	2	7	19	2000	8	12	1	800	1	2002	88	2	2001
ET100009	1	7	1	900	3	12	0	1000	2	1999	88	2	1998
ET100009	2	7	1	1620	6	12	0	1800	3	2000	88	2	1999
ET100009	3	7	1	2700	10	12	0	3000	7	2001	88	2	2000
ET100008	1	7	8	5000	5	12	1	3152	2	2002	8	1	2001
ET100007	1	8	19	1000	1	88	0	1000	10	1997	88	2	1997
ET100006	1	10	2	200	11	1	0	200	12	2001	88	2	2001
ET100006	2	5	3	15187.6	11	36	1	4556.28	1	2002	88	2	2000
ET100004	1	10	5	500	2	88	0	500	6	1999	8	1	1998
ET090096	1	8	1	2000	7	1	0	2000	8	2001	88	1	2001
ET090095	1	9	7	150	11	1	0	150	12	2001	88	1	2001
ET090095	2	10	7	270	6	88	0	270	7	1999	11	1	1999
ET090095	3	7	1	300	7	12	0	337	7	1998	88	2	1997
ET090095	4	7	1	600	8	12	0	667	7	2000	88	2	1999
ET090095	5	7	1	1500	8	12	0	1657	7	2001	88	2	2000
ET090095	6	7	1	600	11	12	1	0	88	 	2	2	2001
ET090094	1	7	19	2500	4	12	0	2762.5	8	2001	5	2	2000
ET090094	2	7	19	1500	4	12	0	1750	4	2000	88	2	1999
ET090094	3	7	19	1000	4	12	0	1200	4	1999	88	2	1998
ET090094	4	7	19	700	4	12	0	835	4	1998	88	2	1997
ET090093	1	10	19	2000	12	1	0	2000	1	2002	88	1	2001
ET090092	1	8	2	600	10	5	1	0	88	 	2	1	2001
ET090089	1	7	1	1500	10	6	0	1659	4	1999	88	1	1998
ET090089	2	7	1	2000	10	6	0	2112	4	2000	88	1	1999
ET090089	3	7	1	2500	10	9	0	2898	7	2001	88	1	2000
ET090089	4	7	1	2500	10	9	1	0	88	 	11	1	2001
ET090088	1	10	7	800	4	88	0	800	6	2001	88	2	2001
ET090088	2	10	7	100	2	88	0	100	2	2002	88	1	2002
ET090088	3	1	1	270	10	7	0	270	5	2000	88	1	1999
ET090088	4	1	1	350	10	7	0	350	5	1999	88	1	1998
ET090087	1	7	1	400	12	12	0	442	5	1999	88	2	1998
ET090087	2	7	1	600	7	12	0	663	5	2000	88	2	1999
ET090087	3	7	1	1500	6	12	0	1657.5	6	2000	88	2	2000
ET090087	4	7	7	600	11	12	1	0	88	 	8	2	2001
ET090086	1	7	1	400	11	6	1	0	88	 	8	2	2001
ET090086	2	7	1	900	11	6	0	970.35	4	2002	88	1	2001
ET090086	3	10	1	500	11	1	0	500	12	2000	88	2	2000
ET090085	1	7	18	4000	4	12	1	1000	2	2000	1	1	1999
ET090085	2	8	5	3000	4	2	0	3000	10	2001	11	1	2001
ET090085	3	8	5	200	2	1	0	200	2	2002	88	1	2002
ET090085	4	8	5	300	1	1	0	300	1	2002	88	1	2002
ET090084	1	10	1	400	11	3	0	400	2	2002	88	1	2001
ET090082	1	2	1	1100	7	9	0	1210	4	1998	88	1	1997
ET090081	1	10	2	200	1	4	0	200	4	2001	88	1	2001
ET090081	2	8	7	200	1	3	1	0	88	 	2	1	2002
ET090081	3	8	1	200	12	4	1	0	88	 	2	2	2001
ET090079	1	4	2	100	11	4	0	150	3	2001	88	1	2000
ET090077	1	7	1	300	4	12	0	300	4	1998	88	3	1997
ET090077	2	7	1	800	4	12	0	800	4	1999	88	3	1998
ET090077	3	7	1	1000	4	12	0	1000	4	2000	88	3	1999
ET090076	1	7	19	700	5	12	0	770	4	1998	88	2	1997
ET090076	2	7	14	1000	5	12	0	1120	4	1999	88	2	1998
