childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET180093	0	7	2	0	1	 	 	 	1	2001	1	1	1	 	 	3	7	0	4	12	7	3	9	0	0	3	0	6	2	4	 	 	 	 	 	 	 	 	 
ET180093	1	47	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180093	2	34	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	12	 	2	7	3	10
ET180093	3	17	2	7	1	 	 	 	1	1994	1	8	1	 	 	3	7	0	15	12	2	8	8	0	2	0	0	10	4	0	0	10	 	88	 	 	 	 	88
ET180093	4	12	1	7	1	 	 	 	1	1999	1	3	1	 	 	3	7	0	4	12	7	4	8	0	0	4	0	6	3	3	 	 	 	 	 	 	 	 	 
ET180092	0	8	1	0	1	 	 	29	1	2000	1	2	1	 	 	2	7	0	4	12	7	5	10	0	0	5	0	5	1	3	 	 	 	 	 	 	 	 	 
ET180092	1	34	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	4	4	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET180092	2	27	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	1	 	1	18	 	3	11	10	10
ET180092	3	15	1	7	1	 	 	 	1	1996	1	6	1	 	 	2	7	0	1	4	3	5	9	1	1	4	0	5	2	2	0	10	 	88	 	 	 	 	88
ET180092	4	13	1	7	1	 	 	 	1	1998	1	4	1	 	 	2	7	0	4	12	7	5	9	1	0	5	0	5	2	2	 	 	 	 	 	 	 	 	 
ET180092	5	5	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET180092	6	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180091	0	7	1	0	1	 	 	2	1	2000	1	2	1	 	 	1	10	0	4	12	7	4	9	0	0	4	0	6	3	2	 	 	 	 	 	 	 	 	 
ET180091	1	40	1	1	1	 	 	2	 	 	 	 	 	 	 	 	 	0	1	6	3	9	 	 	 	 	 	 	 	 	1	 	1	20	 	2	3	10	10
ET180091	2	36	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	0	2	 	88	 	 	 	 	88
ET180091	15	10	1	7	1	 	 	 	1	1998	1	4	1	 	 	2	10	0	4	12	7	4	8	1	1	4	0	6	3	1	 	 	 	 	 	 	 	 	 
ET180091	16	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	4	12	7	8	10	0	0	8	0	0	0	6	 	 	 	 	 	 	 	 	 
ET180091	17	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180091	18	0	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180090	0	7	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	5	0	4	12	7	4	10	0	0	5	0	5	1	3	 	 	 	 	 	 	 	 	 
ET180090	1	42	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	5	4	6	 	 	 	 	 	 	 	 	1	 	1	12	 	3	10	11	10
ET180090	2	38	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	1	 	1	12	 	3	10	11	10
ET180090	3	17	1	7	1	 	 	 	1	1993	1	9	1	 	 	2	0	0	4	4	3	4	9	0	0	4	0	5	2	4	0	10	 	88	 	 	 	 	88
ET180090	4	15	1	7	1	 	 	 	1	1995	1	7	1	 	 	3	5	0	15	12	7	5	9	1	5	0	0	5	1	3	0	10	 	88	 	 	 	 	88
ET180090	5	13	1	7	1	 	 	 	1	1998	1	4	1	 	 	2	5	0	15	12	7	5	10	0	6	0	0	5	1	2	 	 	 	 	 	 	 	 	 
ET180090	15	11	1	7	1	 	 	 	1	1999	1	3	1	 	 	2	5	0	4	12	7	5	10	0	0	6	0	5	1	2	 	 	 	 	 	 	 	 	 
ET180090	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	0	8	1	0	1	 	 	8	1	2000	1	2	1	 	 	2	10	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET180089	1	32	1	1	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	2	25	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	3	61	1	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	4	47	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	5	16	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	6	10	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	7	13	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	8	7	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180089	9	34	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180088	0	7	2	0	1	 	 	4	1	2001	1	1	1	 	 	1	7	0	4	12	7	5	11	0	0	3	0	5	1	4	 	 	 	 	 	 	 	 	 
ET180088	1	45	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	5	4	6	 	 	 	 	 	 	 	 	1	 	1	9	 	11	2	3	10
ET180088	2	37	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	1	 	1	9	 	11	2	3	10
ET180088	3	17	1	7	1	 	 	 	1	1992	1	10	0	11	17	 	88	0	1	4	3	5	10	1	1	5	0	5	1	1	0	10	 	88	 	 	 	 	88
ET180088	4	15	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180088	5	13	1	7	1	 	 	 	1	1999	1	1	1	 	 	2	7	0	4	12	7	5	9	1	1	5	0	5	2	1	 	 	 	 	 	 	 	 	 
ET180088	15	10	2	7	1	 	 	 	1	1999	1	3	1	 	 	1	7	0	4	12	7	5	10	1	5	1	0	5	1	1	 	 	 	 	 	 	 	 	 
ET180088	16	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180088	17	1	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180087	0	7	1	0	1	 	 	 	1	2002	1	0	1	 	 	3	5	0	4	12	7	3	11	0	0	3	0	6	0	4	 	 	 	 	 	 	 	 	 
ET180087	1	34	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	7	3	8	 	 	 	 	 	 	 	 	0	1	 	88	 	 	 	 	88
ET180087	2	31	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	10	10
ET180087	3	14	2	7	1	 	 	 	1	1995	1	7	0	26	13	 	88	0	15	12	7	9	8	2	8	4	0	0	0	2	 	 	 	 	 	 	 	 	 
ET180087	4	12	2	7	1	 	 	 	1	1997	1	4	1	 	 	3	5	0	4	12	7	4	8	2	2	3	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180087	15	10	1	7	1	 	 	 	1	1999	1	3	1	 	 	2	5	0	4	12	7	3	8	2	2	3	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180087	16	10	2	7	1	 	 	 	1	1999	1	3	1	 	 	2	5	0	4	12	7	3	8	2	2	3	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180087	17	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180086	0	7	2	0	1	 	 	0	1	2001	1	1	1	 	 	3	7	0	4	12	7	3	10	2	0	3	0	5	2	2	 	 	 	 	 	 	 	 	 
ET180086	1	38	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	5	3	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180086	2	28	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180086	3	12	1	7	1	 	 	 	1	1998	1	4	1	 	 	3	7	0	4	12	7	4	8	0	0	4	0	6	4	2	 	 	 	 	 	 	 	 	 
ET180086	15	10	2	7	1	 	 	 	1	1999	1	3	1	 	 	3	7	0	4	12	7	4	8	2	2	4	0	5	2	1	 	 	 	 	 	 	 	 	 
ET180086	16	5	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	10	2	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET180086	17	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180086	18	0	1	7	1	 	 	29	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180085	0	7	1	0	1	 	 	0	1	2000	1	2	1	 	 	2	10	0	4	12	7	4	10	1	1	4	0	5	1	2	 	 	 	 	 	 	 	 	 
ET180085	1	35	1	1	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180085	2	30	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	15	10
ET180085	15	11	2	7	1	 	 	 	1	1998	1	4	1	 	 	2	10	0	4	12	7	4	9	1	1	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180085	16	6	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET180085	17	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180085	18	65	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	0	3	 	88	 	 	 	 	88
ET180084	0	7	1	0	1	 	 	3	1	2001	1	1	1	 	 	2	10	0	4	12	7	5	10	0	0	5	0	5	1	3	 	 	 	 	 	 	 	 	 
ET180084	1	37	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	4	7	 	 	 	 	 	 	 	 	1	 	1	9	 	11	3	9	10
ET180084	2	29	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	1	 	1	9	 	11	3	9	10
ET180084	15	11	1	7	1	 	 	 	1	1998	1	4	1	 	 	3	10	0	4	12	7	5	9	1	1	4	0	5	2	2	 	 	 	 	 	 	 	 	 
ET180084	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180084	17	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180083	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	3	5	0	15	12	7	4	9	0	3	4	0	5	1	2	 	 	 	 	 	 	 	 	 
ET180083	1	47	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	1	6	7	5	 	 	 	 	 	 	 	 	1	 	1	6	 	1	6	2	10
ET180083	2	42	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	6	 	1	6	2	10
ET180083	3	28	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	6	3	6	 	 	 	 	 	 	 	 	1	 	1	6	 	1	6	2	10
ET180083	4	23	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET180083	5	20	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET180083	6	17	1	7	1	 	 	 	1	1997	1	5	1	 	 	2	5	0	1	6	4	7	8	2	3	4	0	5	1	1	0	10	 	88	 	 	 	 	88
ET180083	7	14	1	7	1	 	 	 	1	1997	1	5	1	 	 	2	5	0	4	12	7	4	8	2	2	3	0	5	2	2	 	 	 	 	 	 	 	 	 
ET180083	15	10	1	7	1	 	 	 	1	2000	1	2	1	 	 	3	5	0	4	12	7	5	9	0	2	2	0	5	3	3	 	 	 	 	 	 	 	 	 
ET180082	0	7	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	20	0	15	12	7	2	10	0	2	0	0	6	2	4	 	 	 	 	 	 	 	 	 
ET180082	1	57	1	1	1	 	 	5	 	 	 	 	 	 	 	 	 	0	1	8	3	8	 	 	 	 	 	 	 	 	1	 	1	10	 	2	3	 	10
ET180082	2	51	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	1	 	1	10	 	2	3	 	10
ET180082	3	29	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180082	4	25	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180082	5	24	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	10	 	2	3	 	10
ET180082	6	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	88
ET180082	7	14	2	7	1	 	 	 	0	 	 	 	 	8	 	 	88	0	15	12	7	8	10	6	4	0	0	0	0	4	 	 	 	 	 	 	 	 	 
ET180082	8	18	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180082	9	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180081	0	8	1	0	1	 	 	3	1	2000	1	2	1	 	 	3	7	0	17	 	 	 	10	2	0	0	0	6	3	3	 	 	 	 	 	 	 	 	 
ET180081	1	39	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	12	12	3	8	 	 	 	 	 	 	 	 	1	 	1	12	 	2	3	 	10
ET180081	2	33	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	12	 	2	3	 	10
ET180081	3	15	1	7	1	 	 	 	1	1994	1	7	1	 	 	3	7	0	15	12	7	2	9	0	3	0	0	6	4	2	0	6	 	88	 	 	 	 	88
ET180081	4	13	2	7	1	 	 	 	1	1997	1	5	0	26	 	 	88	0	15	12	7	7	9	4	8	0	0	0	0	3	 	 	 	 	 	 	 	 	 
ET180081	5	11	1	7	1	 	 	 	1	1999	1	3	1	 	 	2	7	0	15	12	7	2	10	2	0	0	0	6	3	3	 	 	 	 	 	 	 	 	 
ET180081	6	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	11	0	0	0	0	0	0	13	 	 	 	 	 	 	 	 	 
ET180081	7	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180080	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	3	10	0	4	12	7	4	8	0	1	4	0	6	1	4	 	 	 	 	 	 	 	 	 
ET180080	1	37	1	1	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180080	2	35	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180080	3	20	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	6	4	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180080	4	18	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180080	15	11	1	7	1	 	 	 	1	1997	1	5	1	 	 	2	10	0	4	12	7	4	8	0	4	4	0	6	1	1	 	 	 	 	 	 	 	 	 
ET180079	0	8	1	0	1	 	 	 	1	2000	1	2	1	 	 	2	10	0	4	12	7	5	10	1	1	5	0	5	0	2	 	 	 	 	 	 	 	 	 
ET180079	1	31	1	1	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180079	2	25	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180079	3	63	2	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180079	4	6	2	7	1	 	 	 	1	2002	1	0	1	 	 	2	10	0	15	12	7	4	12	0	1	4	0	5	0	2	 	 	 	 	 	 	 	 	 
ET180079	5	76	1	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180079	6	2	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180077	0	8	1	0	1	 	 	10	1	2000	1	2	1	 	 	4	10	0	4	12	7	5	9	1	0	5	0	5	2	2	 	 	 	 	 	 	 	 	 
ET180077	1	35	1	1	2	 	 	0	 	 	 	 	 	 	 	 	 	0	10	4	4	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180077	2	29	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180077	3	22	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180077	4	12	2	9	1	 	 	 	1	1999	1	3	1	 	 	2	10	0	15	12	7	4	8	2	4	1	0	5	3	1	 	 	 	 	 	 	 	 	 
ET180077	5	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET180077	6	70	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180077	7	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180076	0	8	2	0	1	 	 	29	1	2001	1	1	1	 	 	2	10	0	4	12	7	5	10	1	1	5	0	5	1	1	 	 	 	 	 	 	 	 	 
ET180076	1	38	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	4	8	 	 	 	 	 	 	 	 	1	 	1	9	 	2	3	15	10
ET180076	2	30	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	1	 	1	9	 	2	3	15	10
ET180076	3	13	2	7	1	 	 	 	1	1998	1	4	1	 	 	2	10	0	15	12	7	5	8	1	5	2	0	6	1	1	 	 	 	 	 	 	 	 	 
ET180076	4	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	4	12	7	6	11	0	0	6	0	0	0	7	 	 	 	 	 	 	 	 	 
ET180076	5	0	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180075	0	7	1	0	1	 	 	 	1	2001	1	1	1	 	 	3	5	0	4	12	7	4	10	0	0	4	0	6	0	4	 	 	 	 	 	 	 	 	 
ET180075	1	37	1	1	1	 	 	2	 	 	 	 	 	 	 	 	 	0	1	6	3	10	 	 	 	 	 	 	 	 	1	 	1	6	 	2	3	 	10
ET180075	2	33	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	6	 	2	3	 	10
ET180075	3	20	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	6	 	2	3	 	10
ET180075	4	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	8	5	10	 	 	 	 	 	 	 	 	1	 	1	6	 	2	3	 	10
ET180075	5	16	1	7	1	 	 	 	1	1993	1	9	1	 	 	2	5	0	1	2	5	10	10	0	0	0	0	8	4	2	0	10	 	88	 	 	 	 	88
ET180075	6	14	1	7	1	 	 	 	1	1996	1	6	1	 	 	2	5	0	4	12	7	4	10	0	0	4	0	6	2	2	 	 	 	 	 	 	 	 	 
ET180075	15	11	1	7	1	 	 	 	1	1998	1	4	1	 	 	2	5	0	4	12	7	4	10	0	0	4	0	6	2	2	 	 	 	 	 	 	 	 	 
ET180075	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180074	0	8	2	0	1	 	 	 	1	2002	1	0	1	 	 	2	3	0	17	 	 	 	11	0	0	0	0	5	2	6	 	 	 	 	 	 	 	 	 
ET180074	1	46	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	3	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180074	2	28	1	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180074	3	22	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180074	4	14	2	7	1	 	 	 	1	1997	1	5	1	 	 	2	3	0	15	12	7	4	10	0	4	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET180074	5	13	2	7	1	 	 	 	1	1998	1	4	1	 	 	1	3	0	15	12	7	4	10	0	4	0	0	5	3	2	 	 	 	 	 	 	 	 	 
ET180074	15	10	1	7	1	 	 	 	1	2001	1	1	1	 	 	3	3	0	17	 	 	 	11	0	0	0	0	6	2	5	 	 	 	 	 	 	 	 	 
ET180074	16	19	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180074	17	17	1	7	1	 	 	 	1	1995	1	7	1	 	 	2	3	0	17	 	 	 	11	0	0	0	0	5	3	5	 	 	 	 	 	 	 	 	 
ET180073	0	7	1	0	1	 	 	0	1	2002	1	0	1	 	 	 	7	0	4	12	7	6	9	1	0	6	0	5	1	2	 	 	 	 	 	 	 	 	 
ET180073	1	47	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	4	10	 	 	 	 	 	 	 	 	1	 	1	12	 	10	2	11	10
ET180073	2	33	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	1	 	1	12	 	10	2	11	10
ET180073	3	18	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	0	10	0	88	 	 	 	 	88
ET180073	4	15	2	7	1	 	 	 	1	1998	1	4	1	 	 	3	7	0	15	12	7	5	8	2	5	0	0	6	2	1	0	10	0	88	 	 	 	 	88
ET180073	15	11	1	7	1	 	 	 	1	1999	1	3	1	 	 	2	7	0	4	12	7	6	9	0	1	6	0	5	2	1	 	 	 	 	 	 	 	 	 
ET180073	16	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180073	17	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180072	0	8	1	0	1	 	 	4	1	2000	1	2	1	 	 	2	5	0	4	12	7	4	12	0	0	4	0	6	1	1	 	 	 	 	 	 	 	 	 
ET180072	1	37	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	8	4	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180072	2	30	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180072	3	17	1	7	1	 	 	 	1	1995	1	7	1	 	 	2	5	0	1	2	5	8	10	0	1	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180072	4	14	1	7	1	 	 	 	1	1997	1	5	1	 	 	3	5	0	1	2	5	8	10	0	1	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180072	15	10	1	7	1	 	 	 	1	1999	1	3	1	 	 	3	5	0	4	12	7	4	10	1	0	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180072	16	5	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	13	0	0	0	0	0	0	11	 	 	 	 	 	 	 	 	 
ET180072	17	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180071	0	8	1	0	1	 	 	4	1	2001	1	1	1	 	 	2	7	0	4	12	7	5	8	0	1	5	0	6	2	2	 	 	 	 	 	 	 	 	 
ET180071	1	67	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	4	10	 	 	 	 	 	 	 	 	1	 	1	6	 	2	10	11	10
