childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET120018	10	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120018	11	0	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120017	0	7	2	0	1	 	 	 	0	 	 	 	 	30	 	 	88	0	15	12	7	4	8	2	2	3	0	0	0	9	 	 	 	 	 	 	 	 	 
ET120017	1	77	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	4	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120017	2	47	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120017	3	19	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120017	4	15	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	9	12	7	8	7	1	1	2	10	0	0	3	 	 	 	 	 	 	 	 	 
ET120017	5	12	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120017	15	10	2	7	1	 	 	 	1	2000	1	1	1	 	 	2	40	0	15	12	7	6	8	3	2	3	0	6	1	1	 	 	 	 	 	 	 	 	 
ET120017	16	8	2	7	1	 	 	 	1	2002	1	0	1	 	 	2	40	0	15	12	7	4	8	2	1	2	0	6	2	3	 	 	 	 	 	 	 	 	 
ET120016	0	8	2	0	1	 	 	 	0	 	 	 	 	30	 	 	88	0	15	12	7	2	9	0	2	2	0	3	0	8	 	 	 	 	 	 	 	 	 
ET120016	1	52	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	6	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120016	2	42	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120016	3	22	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120016	4	17	2	7	1	 	 	 	1	1999	1	3	1	 	 	3	50	0	15	12	7	5	7	0	5	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET120016	5	15	1	7	1	 	 	 	1	1998	1	4	1	 	 	2	50	0	1	12	6	4	7	0	0	4	0	5	4	4	 	 	 	 	 	 	 	 	 
ET120016	6	9	1	7	1	 	 	 	1	2000	1	2	1	 	 	3	50	0	4	12	7	4	8	0	1	4	0	5	1	5	 	 	 	 	 	 	 	 	 
ET120015	0	7	1	0	1	 	 	29	0	 	 	 	 	8	 	 	88	0	15	12	6	6	8	6	2	2	0	0	0	6	 	 	 	 	 	 	 	 	 
ET120015	1	39	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120015	2	35	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120015	3	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120015	4	15	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120015	5	12	2	7	1	 	 	 	1	2002	1	0	1	 	 	3	50	0	15	12	5	2	8	2	2	0	0	6	4	2	 	 	 	 	 	 	 	 	 
ET120015	6	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120015	7	1	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120014	0	7	1	0	1	 	 	6	0	 	 	 	 	29	 	 	88	0	15	8	4	5	8	4	2	3	0	0	0	7	 	 	 	 	 	 	 	 	 
ET120014	1	42	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	6	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120014	2	27	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120014	3	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120014	4	0	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120013	0	8	2	0	1	 	 	28	0	 	 	 	 	24	 	 	88	4	 	 	 	 	14	0	0	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET120013	1	42	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	5	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120013	2	36	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120013	3	15	1	7	2	 	 	 	1	1997	1	5	0	21	14	 	88	0	5	8	5	5	9	1	1	0	3	0	0	10	 	 	 	 	 	 	 	 	 
ET120013	4	12	2	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	15	4	4	2	7	2	2	6	0	5	1	1	 	 	 	 	 	 	 	 	 
ET120013	5	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120013	6	0	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	0	7	2	0	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	3	4	11	1	0	3	0	0	0	9	 	 	 	 	 	 	 	 	 
ET120012	1	60	1	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	2	53	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	3	34	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	3	15	12	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	4	23	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	5	21	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	6	19	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	7	17	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	8	15	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	9	13	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	15	10	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	16	38	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	10	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120012	17	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120011	0	7	2	0	1	 	 	 	0	 	 	 	 	20	 	 	88	0	15	12	7	6	9	1	5	4	0	0	0	5	 	 	 	 	 	 	 	 	 
ET120011	1	51	1	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	1	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120011	2	37	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120011	3	15	2	7	1	 	 	 	1	2001	1	1	1	 	 	2	50	0	15	12	7	6	8	1	5	0	0	6	3	1	 	 	 	 	 	 	 	 	 
ET120011	4	13	1	7	1	 	 	 	1	2002	1	0	1	 	 	2	50	0	4	12	7	3	8	1	2	3	0	6	1	3	 	 	 	 	 	 	 	 	 
ET120011	15	10	2	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	15	12	7	8	9	4	4	0	0	0	0	7	 	 	 	 	 	 	 	 	 
ET120011	16	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120010	0	8	2	0	1	 	 	 	0	 	 	 	 	19	 	 	88	0	15	12	7	6	11	3	3	1	0	0	0	6	 	 	 	 	 	 	 	 	 
ET120010	1	44	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	4	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120010	2	38	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	6	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120010	3	19	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	0	1	2	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120010	4	16	1	7	1	 	 	 	1	1999	1	3	1	 	 	2	50	0	1	9	5	4	8	1	0	2	0	6	3	4	 	 	 	 	 	 	 	 	 
ET120010	5	14	1	7	1	 	 	 	1	2000	1	2	1	 	 	3	50	0	15	9	5	3	8	2	2	0	0	6	2	4	 	 	 	 	 	 	 	 	 
ET120010	15	10	1	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	4	9	5	3	8	1	2	3	0	3	0	7	 	 	 	 	 	 	 	 	 
ET120010	16	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET120009	0	8	2	0	1	 	 	7	0	 	 	 	 	29	 	 	88	0	15	12	7	6	9	4	3	0	0	0	0	8	 	 	 	 	 	 	 	 	 
ET120009	1	42	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	4	3	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120009	2	32	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120009	3	14	1	7	1	 	 	 	1	2000	1	2	1	 	 	3	50	0	1	2	5	6	7	2	3	2	0	5	2	3	 	 	 	 	 	 	 	 	 
ET120009	15	11	2	7	1	 	 	 	1	2002	1	0	1	 	 	2	50	0	15	2	5	5	8	3	2	2	0	5	2	2	 	 	 	 	 	 	 	 	 
ET120009	16	7	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	1	2	5	10	2	2	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET120009	17	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120009	18	0	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120008	0	8	2	0	1	 	 	0	0	 	 	 	 	29	 	 	88	0	15	12	7	4	9	2	3	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET120008	1	43	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	10	6	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120008	2	36	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120008	3	30	1	22	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120008	4	17	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	7	0	2	3	0	7	2	3	 	 	 	 	 	 	 	 	 
ET120008	5	14	2	7	1	 	 	 	1	1999	1	3	1	 	 	2	50	0	15	12	7	5	7	2	3	0	0	7	1	4	 	 	 	 	 	 	 	 	 
ET120008	6	12	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120008	15	10	1	7	1	 	 	 	0	 	 	 	 	31	 	 	88	0	4	12	7	4	8	0	0	4	0	4	0	8	 	 	 	 	 	 	 	 	 
ET120008	16	8	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	4	9	2	2	0	0	0	0	11	 	 	 	 	 	 	 	 	 
ET120008	17	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120008	18	0	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120007	0	7	1	0	1	 	 	 	0	 	 	 	 	1	 	 	88	0	15	12	7	3	12	1	4	2	0	0	0	5	 	 	 	 	 	 	 	 	 
ET120007	1	83	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120007	2	39	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	3	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120007	3	13	2	7	1	 	 	 	1	1999	1	3	1	 	 	3	50	0	15	12	7	4	9	1	4	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET120007	15	11	1	7	1	 	 	 	0	 	 	 	 	1	 	 	88	0	4	12	7	8	11	1	1	8	0	0	0	3	 	 	 	 	 	 	 	 	 
ET120007	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120006	0	7	1	0	1	 	 	0	0	 	 	 	 	29	 	 	88	0	15	12	7	3	10	0	2	3	0	0	0	9	 	 	 	 	 	 	 	 	 
ET120006	1	46	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	7	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120006	2	43	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120006	3	26	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120006	4	20	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120006	5	15	2	7	1	 	 	 	1	2000	1	2	1	 	 	2	50	0	15	12	7	4	8	2	4	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET120006	6	12	1	7	1	 	 	 	0	 	 	 	 	20	 	 	88	0	4	12	7	6	8	0	0	6	0	0	0	10	 	 	 	 	 	 	 	 	 
ET120006	7	22	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120006	8	0	2	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120005	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	50	0	15	12	7	5	7	4	3	2	0	5	1	2	 	 	 	 	 	 	 	 	 
ET120005	1	37	1	1	1	 	 	2	 	 	 	 	 	 	 	 	 	0	1	12	4	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120005	2	29	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120005	3	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120004	0	8	1	0	1	 	 	0	0	 	 	 	 	30	 	 	88	0	1	10	7	3	9	2	2	3	0	6	0	2	 	 	 	 	 	 	 	 	 
ET120004	1	47	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120004	2	35	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120004	15	11	2	7	1	 	 	 	1	2000	1	1	1	 	 	2	50	0	15	10	7	8	9	3	5	0	0	6	0	1	 	 	 	 	 	 	 	 	 
ET120004	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120004	17	1	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120002	0	7	2	0	1	 	 	29	0	 	 	 	 	30	 	 	88	0	15	12	7	5	9	1	4	0	0	5	0	5	 	 	 	 	 	 	 	 	 
ET120002	1	37	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	3	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120002	2	32	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120002	15	9	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120002	16	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	3	10	3	0	0	0	0	0	11	 	 	 	 	 	 	 	 	 
ET120002	17	2	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120001	0	7	1	0	1	 	 	 	0	 	 	 	 	30	 	 	88	0	4	12	7	4	10	0	3	4	0	5	0	2	 	 	 	 	 	 	 	 	 
ET120001	1	53	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	10	4	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120001	2	43	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	4	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120001	3	19	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120001	4	17	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120001	5	15	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120001	6	13	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET120001	15	10	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110100	0	8	1	0	1	 	 	28	1	2002	1	0	1	 	 	2	10	0	4	12	7	3	11	1	0	3	0	6	1	2	 	 	 	 	 	 	 	 	 
ET110100	1	40	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	10	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110100	2	33	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110100	3	13	1	7	1	 	 	 	1	1996	1	5	1	 	 	1	15	0	1	10	5	4	8	0	0	4	0	7	3	2	 	 	 	 	 	 	 	 	 
ET110100	4	10	2	7	1	 	 	 	1	1998	1	2	1	 	 	2	10	0	15	12	7	4	8	1	3	4	0	6	1	1	 	 	 	 	 	 	 	 	 
ET110100	5	2	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110100	6	28	1	20	1	 	 	2	 	 	 	 	 	 	 	 	 	0	6	10	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110099	0	8	1	0	1	 	 	 	0	 	 	 	 	26	 	 	88	0	15	12	7	4	8	1	1	0	8	0	0	6	 	 	 	 	 	 	 	 	 
ET110099	1	46	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	11	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110099	2	30	2	 	5	 	 	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110099	3	14	1	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110099	4	30	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110099	5	14	1	7	1	 	 	 	1	1999	1	3	1	 	 	3	10	0	15	12	7	2	8	1	1	0	0	5	0	9	 	 	 	 	 	 	 	 	 
ET110099	15	10	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	2	10	1	1	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET110099	16	6	2	7	1	 	 	28	0	 	 	 	 	30	 	 	88	0	15	12	7	1	11	0	1	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET110098	0	8	2	0	1	 	 	4	1	2001	1	1	1	 	 	2	10	0	15	12	7	4	10	1	3	2	0	5	1	2	 	 	 	 	 	 	 	 	 
ET110098	1	47	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	10	5	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110098	2	23	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110098	3	19	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110098	4	14	2	7	1	 	 	 	1	1994	1	6	1	 	 	3	15	0	15	12	7	6	8	2	4	2	0	6	1	1	 	 	 	 	 	 	 	 	 
ET110098	5	12	2	7	1	 	 	28	1	1997	1	2	1	 	 	1	15	0	15	12	7	4	9	1	3	2	0	6	1	2	 	 	 	 	 	 	 	 	 
ET110098	7	41	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110098	15	10	1	7	1	 	 	 	1	2001	1	1	1	 	 	1	10	0	4	12	7	6	9	0	0	6	0	6	2	1	 	 	 	 	 	 	 	 	 
ET110098	16	5	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	4	6	7	4	12	0	0	4	0	0	0	8	 	 	 	 	 	 	 	 	 
ET110098	17	2	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	0	8	2	0	1	 	 	8	1	2002	1	0	1	 	 	2	10	0	15	12	7	1	9	0	1	0	0	5	1	8	 	 	 	 	 	 	 	 	 
ET110096	1	15	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	2	23	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	3	26	2	13	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	4	27	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	5	66	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	6	78	1	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	8	5	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	7	20	2	19	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	4	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110096	8	19	1	20	1	 	 	 	 	 	 	 	 	 	 	 	 	0	6	5	6	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110094	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	13	0	4	12	7	4	11	0	0	4	0	5	1	3	 	 	 	 	 	 	 	 	 
ET110094	1	40	1	1	1	 	 	11	 	 	 	 	 	 	 	 	 	0	1	10	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110094	2	35	2	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110094	3	15	1	7	1	 	 	 	1	1995	1	7	1	 	 	2	13	0	4	12	7	4	7	0	2	4	0	5	3	3	 	 	 	 	 	 	 	 	 
ET110094	15	12	2	7	1	 	 	 	1	1997	1	5	1	 	 	3	15	0	15	12	7	5	8	0	5	0	0	5	2	4	 	 	 	 	 	 	 	 	 
ET110093	0	8	1	0	1	 	 	 	1	2002	1	0	1	 	 	3	0	0	4	12	7	3	9	2	0	3	0	5	1	4	 	 	 	 	 	 	 	 	 
ET110093	1	42	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	10	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET110093	2	29	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
