CHILDID	CROPID	CROPR3	QNTHRVR3	QNTUNTR3	VLSLDR3	CRPCSTR3
ET120057	4	17	250	24	750	0
ET120058	1	44	2	2	800	80
ET120058	2	79	3	2	600	0
ET120058	3	41	0	88	-88	0
ET120059	1	76	20	2	20000	8000
ET120059	2	44	20	2	6300	2500
ET120059	3	14	300	47	40300	200
ET120059	4	51	7	2	500	100
ET120059	5	72	100	2	5100	1000
ET120059	6	75	7	2	3800	1500
ET120059	7	39	5	2	2050	500
ET120059	8	50	1	2	300	40
ET120060	1	14	100	47	5050	30
ET120060	2	41	20	60	500	0
ET120060	3	7	130	1	2000	200
ET120060	4	44	10	2	2500	250
ET120061	1	44	2	2	700	150
ET120061	2	41	10	60	300	65
ET120061	3	14	70	47	2100	100
ET120061	4	51	50	56	48	0
ET120061	5	3	60	56	80	0
ET120061	6	17	5	1	150	0
ET120061	7	10	50	10	50	0
ET120061	8	76	2	2	1800	150
ET120062	1	125	4	2	1600	100
ET120062	2	76	1	2	1100	300
ET120062	3	44	2.5	2	1250	30
ET120062	4	79	3	2	1200	0
ET120062	5	50	4	2	1200	150
ET120062	6	17	.5	2	1000	0
ET120062	7	14	51	47	905	200
ET120062	8	51	5500	56	550	100
ET120063	1	44	1	2	350	150
ET120063	2	41	30	60	1500	100
ET120063	3	14	15	47	800	150
ET120063	4	76	1	2	800	130
ET120063	5	75	1.5	2	825	300
ET120064	1	41	15	60	700	75
ET120064	2	14	0	88	-88	200
ET120064	3	125	2	2	800	200
ET120064	4	31	30	10	300	0
ET120065	1	14	20	47	1600	100
ET120065	2	41	10	60	1500	0
ET120065	3	44	4	2	1800	120
ET120065	4	76	2	2	1400	120
ET120066	1	44	1.5	2	450	0
ET120066	2	8	1	2	1000	150
ET120066	3	14	6	47	250	0
ET120066	4	41	15	60	400	0
ET120066	5	76	1.5	2	1800	0
ET120067	1	14	10	46	300	100
ET120067	2	41	7	60	250	70
ET120067	3	8	1	2	800	200
ET120068	1	44	2	2	800	30
ET120069	1	44	5	2	1500	500
ET120069	2	76	1.5	2	1250	500
ET120069	3	79	4	2	800	0
ET120069	4	41	40	56	2000	0
ET120069	5	14	200	47	8000	700
ET120070	1	76	1	2	1000	540
ET120070	2	79	1	2	266	100
ET120070	3	44	1	2	400	0
ET120070	4	14	10	47	500	0
ET120070	5	41	25	60	500	200
ET120071	1	41	17	56	400	120
ET120071	2	14	9	47	600	150
ET120071	3	76	1	2	900	200
ET120071	4	44	2	2	700	100
ET120072	1	44	3	2	1050	150
ET120072	2	125	.5	2	150	40
ET120072	3	14	10	47	150	30
ET120073	1	44	2	40	500	30
ET120073	2	41	0	88	0	50
ET120073	3	76	2	2	1600	200
ET120073	4	75	1	2	500	80
ET120074	1	41	15	56	375	100
ET120074	2	14	10	47	100	0
ET120074	3	51	80	56	30	0
ET120074	4	17	10	24	100	0
ET120074	5	8	1	2	800	150
ET120074	6	79	1	2	300	50
ET120075	1	14	40	47	1200	120
ET120075	2	17	10	1	300	0
ET120075	3	10	75	10	75	1
ET120075	4	44	3	2	1050	150
ET120075	5	125	2	2	750	50
ET120075	6	41	20	60	720	150
ET120076	1	14	0	88	-88	0
ET120076	2	44	2	2	800	50
ET120076	3	41	0	88	-88	0
ET120077	1	41	48	60	960	200
ET120077	2	14	0	88	0	100
ET120077	3	17	40	24	160	0
ET120077	4	51	2	2	120	0
ET120078	1	14	35	47	1800	400
ET120078	2	44	4	2	1400	500
ET120078	3	125	2	2	1000	100
ET120078	4	72	60	95	4000	1000
ET120078	5	41	15	60	750	75
ET120079	1	41	10	50	200	0
ET120079	2	14	8	47	200	150
ET120080	1	44	2	2	900	20
ET120080	2	41	10	60	200	100
ET120080	3	125	15	24	600	10
ET120081	1	14	60	47	3600	240
ET120081	2	76	2	2	1800	207
ET120081	3	44	1	2	400	30
ET120081	4	41	5	60	125	0
ET120081	5	17	.5	2	350	0
ET120081	6	96	24	56	24	0
ET120082	1	44	3	2	600	120
ET120082	2	14	12	47	280	50
ET120082	3	17	10	1	300	0
ET120082	4	125	50	24	150	15
ET120083	1	14	30	47	900	200
ET120083	2	76	3	2	2700	50
ET120083	3	44	2	2	900	375
ET120083	4	41	0	88	-88	0
ET120084	1	76	1.5	2	1350	40
ET120084	2	44	2	2	500	220
ET120084	3	41	40	60	800	0
ET120084	4	14	20	10	700	200
ET120085	1	41	20	60	500	150
ET120085	2	14	60	47	3000	400
ET120085	3	19	1	2	690	70
ET120085	4	76	2	2	2000	300
ET120085	5	44	2	2	700	100
ET120085	6	17	10	24	150	20
ET120086	1	41	20	60	1200	160
ET120086	2	76	1	2	800	50
ET120086	3	14	15	47	400	100
ET120086	4	44	.5	2	175	80
ET120087	1	14	25	47	2700	300
ET120087	2	41	30	60	750	100
ET120087	3	8	3.5	2	2800	250
ET120087	4	79	4	2	4000	50
ET120087	5	44	4	2	1400	1200
ET120088	1	14	20	47	1000	300
ET120088	2	41	40	60	1000	200
ET120088	3	76	1	2	850	300
ET120088	4	44	2	2	800	208
ET120088	5	17	50	24	500	0
ET120088	6	51	250	56	80	0
ET120090	1	41	17	60	460	70
ET120090	2	14	0	88	-88	150
ET120090	3	21	0	88	-88	100
ET120091	1	14	10	47	300	100
ET120091	2	75	3	2	1500	350
ET120091	3	8	1	2	900	200
ET120091	4	31	10	10	100	0
ET120092	1	125	3	2	750	300
ET120092	2	75	2	2	400	200
ET120092	3	44	1	2	300	70
ET120092	4	41	15	60	250	150
ET120092	5	14	6	47	150	60
ET120092	6	51	2	2	200	20
ET120092	7	17	25	24	100	0
ET120093	1	41	30	60	1300	150
ET120093	2	14	60	47	1300	50
ET120093	3	8	1	2	600	200
ET120093	4	125	3	2	1350	130
ET120093	5	75	2	2	1000	200
ET120094	1	41	15	60	450	150
ET120094	2	14	10	47	250	0
ET120094	3	79	1	2	200	20
ET120094	4	4	.5	2	10	0
ET120094	5	17	20	1	200	0
ET120095	1	41	10	60	200	70
ET120095	2	14	4	47	280	50
ET120095	3	44	4	2	1200	200
ET120095	4	17	20	1	400	0
ET120095	5	4	3	50	50	0
ET120095	6	125	2	2	600	150
ET120095	7	19	1	2	350	100
ET120096	1	79	1	2	400	75
ET120096	2	41	30	60	2400	150
ET120096	3	3	30	56	30	0
ET120096	4	51	495	56	165	10
ET120096	5	21	0	88	-88	0
ET120096	6	14	10	47	275	0
ET120096	7	4	0	88	-88	0
ET120097	1	44	1	2	400	140
ET120097	2	8	3	2	2400	100
ET120097	3	14	30	47	2000	500
ET120097	4	41	15	60	1050	150
ET120097	5	79	2	2	400	0
ET120097	6	75	2	2	700	100
ET120098	1	7	46	1	1150	100
ET120098	2	44	5	2	2500	300
ET120098	3	76	2	2	2250	400
ET120098	4	14	10	47	700	150
ET120098	5	41	10	60	400	100
ET120099	1	44	1	2	450	180
ET120099	2	8	4	2	3000	357
ET120099	3	14	20	47	300	0
ET120099	4	41	20	60	500	200
ET120099	5	79	3	2	600	0
ET120099	6	125	0	88	-88	0
ET120099	7	21	500	56	2000	0
ET120100	1	14	15	46	600	100
ET120100	2	41	10	60	500	0
ET120100	3	76	1	2	1000	0
ET120100	4	64	2	2	700	0
ET120100	5	44	4	2	1600	125
ET130005	1	76	2	2	2000	300
ET130005	2	35	2	2	900	150
ET130009	1	8	1	2	600	250
ET130009	2	125	37	1	170	60
ET130013	1	41	30	56	400	0
ET130013	2	80	20	6	300	0
ET130013	3	76	4	2	3200	850
ET130013	4	44	2	2	700	200
ET130013	5	35	1	2	500	200
ET130016	1	44	1	2	450	180
ET130016	2	15	5	2	1500	260
ET130023	1	44	25	1	75	6
ET130023	2	10	1	3	30	6
ET130024	1	41	13	56	250	50
ET130024	2	44	2	2	1200	65
ET130024	3	125	1	2	400	70
ET130025	1	21	20	56	50	0
ET130027	1	41	24	56	1200	240
ET130027	2	17	3	2	600	0
ET130027	3	44	6	2	1200	420
ET130027	4	75	2	2	1000	191
ET130027	5	21	300	56	500	0
ET130028	1	44	1	2	320	50
ET130028	2	3	10	1	50	0
ET130029	1	64	25	1	-77	30
ET130029	2	44	100	1	300	60
ET130029	3	35	50	1	150	80
ET130030	1	44	50	1	250	50
ET130030	2	17	3	41	900	20
ET130036	1	41	1	3	110	0
ET130036	2	21	100	56	300	0
ET130037	1	17	5	1	150	0
ET130037	2	10	10	10	50	0
ET130039	1	35	3	2	1200	250
ET130040	1	41	20	56	300	40
ET130040	2	44	30	1	90	60
ET130040	3	125	30	1	45	7.5
ET130047	1	41	300	60	300	0
ET130047	2	35	50	1	150	30
ET130047	3	44	50	1	80	15
ET130049	1	31	15	55	350	30
ET130049	2	35	2.5	2	800	140
ET130050	1	35	1	41	135	16
ET130050	2	44	1	41	140	14
ET130052	1	76	50	1	500	200
ET130055	1	76	50	1	450	100
ET130055	2	35	70	1	420	97
ET130059	1	41	30	56	300	100
ET130059	2	64	3	2	900	60
ET130059	3	44	2	2	500	100
ET130060	1	41	30	56	210	30
ET130060	2	80	150	56	50	30
ET130060	3	35	50	1	200	80
ET130060	4	76	50	1	150	105
ET130062	1	35	2	41	420	84
ET130062	2	44	2	41	310	120
ET130063	1	76	1	2	700	220
ET130063	2	125	3	2	1500	200
ET130064	1	35	1	2	300	200
ET130074	1	44	3	2	900	50
ET130081	1	17	10	1	150	20
ET130082	1	35	.5	2	100	6
ET130083	1	55	8	2	1360	306
ET130083	2	44	4	2	1700	300
ET130083	3	125	1	1	450	194
ET130084	1	41	10	56	400	100
ET130084	2	76	2	2	1600	200
ET130086	1	44	2	2	900	175
ET130086	2	80	150	56	120	20
ET130086	3	21	100	56	2000	0
ET130089	1	64	50	1	120	5
ET130089	2	41	150	56	300	0
ET130089	3	44	0	88	-88	-88
ET130090	1	44	1	2	400	50
ET130091	1	55	2	2	200	50
ET130093	1	125	.25	2	125	0
ET130093	2	80	4	2	300	0
ET130093	3	44	.5	2	200	25
ET130095	1	17	.25	1	625	0
ET130095	2	125	1	1	300	70
ET130095	3	44	1	1	300	120
ET130096	1	17	0	88	-88	-88
ET130096	2	44	50	1	250	4
ET130100	1	41	10	56	200	60
ET130100	2	17	1	2	1300	0
ET130100	3	14	10	3	3500	600
ET130100	4	44	6	2	2400	260
ET130100	5	35	4	2	2800	333
ET140011	1	44	2	2	900	300
ET140012	1	44	10	2	2800	840
ET140054	1	44	17	2	4420	2210
ET140090	1	44	1	2	300	50
ET140090	2	35	.5	1	200	40
ET140090	3	17	.6	1	1080	0
ET140095	1	14	200	46	2000	300
ET140095	2	44	2	2	900	100
ET150001	1	44	2.5	2	1250	120
ET150001	2	35	15	1	105	7
ET150001	3	41	10	3	1800	120
ET150001	4	17	25	1	375	0
ET150001	5	21	500	30	500	0
ET150001	6	69	5	2	440	0
ET150001	7	55	50	1	70	0
ET150001	8	76	51	1	55	130
ET150001	9	3	180	30	180	0
ET150001	10	51	12	1	70	0
ET150001	11	10	7	3	105	0
ET150001	12	96	250	30	250	0
ET150002	1	44	3	2	1500	300
ET150002	2	35	50	1	350	21
ET150002	3	96	1	2	250	150
ET150002	4	69	6	2	525	0
ET150002	5	55	100	1	100	25
ET150002	6	14	200	30	200	0
ET150002	7	41	20	3	4600	120
ET150002	8	4	50	50	500	0
ET150002	9	3	230	1	700	10
ET150002	10	54	200	30	200	0
ET150002	11	51	150	30	400	0
ET150002	12	96	200	30	200	0
ET150002	13	45	700	30	700	0
ET150002	14	96	700	30	700	20
ET150002	15	80	700	30	700	0
ET150002	16	10	100	6	200	5
ET150002	17	21	500	30	500	0
ET150003	1	17	1	2	400	122
ET150003	2	41	2	3	600	280
ET150003	3	44	50	1	220	100
ET150003	4	55	1	2	220	80
ET150003	5	10	2	3	40	8
ET150003	6	21	20	56	2000	100
ET150003	7	56	20	56	10	6
ET150003	8	36	3	1	45	12
ET150004	1	41	2	3	440	120
ET150004	2	17	0	88	-88	-88
ET150004	3	64	10	50	200	0
ET150004	4	44	1	2	450	0
ET150004	5	69	2	41	140	0
ET150005	1	41	1	3	220	100
ET150005	2	44	50	1	250	5
ET150005	3	21	1100	30	1100	0
ET150005	4	69	30	30	30	40
ET150005	5	80	150	30	150	20
ET150005	6	14	60	30	60	10
ET150005	7	4	150	30	150	0
ET150005	8	3	10	30	10	0
ET150006	1	41	0	88	-88	90
ET150006	2	17	40	1	640	10
ET150006	3	44	30	1	120	24
ET150006	4	10	20	30	20	2
ET150006	5	3	24	1	80	0
ET150006	6	51	24	1	48	0
ET150006	7	4	3	50	42	0
ET150006	8	69	1	2	90	0
ET150006	9	14	180	30	180	0
ET150006	10	35	1.5	1	12	0
ET150006	11	21	100	30	100	0
ET150006	12	31	20	30	20	0
ET150007	1	44	2	2	800	60
ET150007	2	41	12	3	2160	160
ET150007	3	17	25	1	375	0
ET150007	4	4	650	56	100	0
ET150007	5	35	50	1	300	0
ET150007	6	80	2	3	100	0
ET150007	7	14	50	30	50	0
ET150007	8	10	120	30	120	2
ET150007	9	69	6	1	540	0
ET150008	1	44	2	2	800	190
ET150008	2	41	10	3	720	350
ET150008	3	10	15	6	260	0
ET150008	4	35	50	1	300	46
ET150008	5	21	3000	30	3000	0
ET150008	6	17	550	1	1800	0
ET150008	7	80	3	3	60	0
ET150008	8	76	32	1	352	190
ET150008	9	4	35	50	420	0
ET150008	10	14	180	30	180	0
ET150010	1	41	9	3	1800	120
ET150010	2	44	50	1	200	94
ET150010	3	35	3	1	18	10
ET150010	4	4	120	30	120	0
ET150010	5	17	160	1	2080	50
ET150010	6	21	600	30	600	0
ET150010	7	3	200	30	200	0
ET150010	8	69	2.5	2	200	0
ET150010	9	10	50	30	50	0
ET150010	10	96	100	30	100	0
ET150011	1	41	3	3	360	840
ET150011	2	44	1	2	750	318
ET150011	3	17	100	1	300	120
ET150011	4	35	10	1	55	0
ET150011	5	21	300	30	300	0
ET150012	1	17	100	1	500	300
ET150012	2	41	1	3	200	340
ET150012	3	44	30	1	150	100
ET150012	4	35	10	1	60	24
ET150012	5	69	.5	2	30	5
ET150012	6	55	.5	2	30	15
ET150012	7	14	50	46	200	50
ET150012	8	3	0	88	-88	-88
ET150012	9	4	30	50	90	10
ET150012	10	10	4	6	20	10
ET150012	11	56	50	56	25	5
ET150012	12	76	20	1	180	100
ET150012	13	80	500	56	80	20
ET150014	1	17	2	2	500	200
ET150014	2	41	1	3	100	50
ET150014	3	14	30	46	60	10
ET150014	4	3	1	2	50	10
ET150014	5	4	10	50	60	10
ET150014	6	44	2	2	800	100
ET150014	7	35	2	2	1000	50
ET150016	1	14	80	46	540	90
ET150016	2	17	1	2	450	48
ET150016	3	44	1	2	300	20
ET150016	4	41	3	3	310	0
ET150016	5	4	5	50	30	4
ET150017	1	17	5	2	1100	370
ET150017	2	41	10	3	1500	200
ET150017	3	44	1	2	400	100
ET150017	4	35	5	1	30	36
ET150017	5	14	150	46	280	72
ET150017	6	3	2	2	160	20
ET150017	7	4	14	50	140	30
ET150017	8	56	30	56	60	10
ET150017	9	21	300	56	2000	100
ET150017	10	69	3	2	300	50
ET150017	11	72	2	17	300	130
ET150017	12	10	4	6	40	15
ET150018	1	17	1	2	600	40
ET150018	2	41	4	3	800	50
ET150018	3	44	0	88	88	370
ET150018	4	3	5	2	620	15
ET150018	5	4	15	50	380	70
ET150018	6	14	180	46	450	100
ET150018	7	35	30	1	150	130
ET150018	8	36	15	1	300	10
ET150018	9	56	12	56	6	10
ET150018	10	69	.5	2	60	10
ET150018	11	21	500	56	2000	200
ET150019	1	17	100	1	200	0
ET150019	2	44	3	2	1500	175
ET150019	3	35	50	1	350	80
ET150019	4	41	3	3	420	0
ET150019	5	3	2	2	280	0
ET150019	6	14	200	30	200	100
ET150019	7	51	50	1	100	0
ET150019	8	4	200	30	200	0
ET150019	9	69	100	30	100	0
ET150019	10	76	20	1	160	64
ET150019	11	10	200	30	200	12
ET150020	1	41	5	3	270	100
ET150020	2	17	0	88	-88	-88
ET150020	3	44	200	1	1000	300
ET150020	4	21	2000	60	6000	600
ET150020	5	4	10	50	100	20
ET150020	6	3	2	2	400	100
ET150020	7	14	200	46	700	50
ET150020	8	35	1	2	700	200
ET150020	9	69	2	2	140	100
ET150021	1	41	22	3	3960	205
ET150021	2	3	6	2	720	0
ET150021	3	17	700	30	700	230
ET150021	4	76	150	1	1500	200
ET150021	5	69	5	2	600	35
ET150021	6	44	7	2	1050	120
ET150021	7	4	100	30	100	0
ET150021	8	21	400	30	400	14
ET150021	9	55	20	6	40	0
ET150021	10	14	30	30	30	0
ET150021	11	80	50	30	50	0
ET150021	12	54	120	30	120	0
ET150021	13	96	15	30	15	0
ET150021	14	96	100	30	100	0
ET150021	15	10	20	30	20	0
ET150021	16	96	10	10	20	0
ET150021	17	96	150	30	150	0
ET150022	1	41	2	3	240	30
ET150022	2	44	1	41	150	40
ET150022	3	35	25	1	50	25
ET150022	4	69	2	2	250	15
ET150023	1	44	3	2	900	440
ET150023	2	17	8	2	5760	1040
ET150023	3	41	5	3	1000	400
ET150023	4	35	50	1	350	40
ET150023	5	21	300	56	600	100
ET150023	6	69	10	2	390	100
ET150023	7	3	1	2	60	10
ET150023	8	4	5	50	10	10
ET150023	9	80	3	3	70	30
ET150024	1	17	5	2	2250	50
ET150024	2	41	20	10	3500	200
ET150024	3	4	5	50	350	0
ET150024	4	3	3	2	30	0
ET150024	5	80	280	56	200	0
ET150024	6	44	2	2	700	50
ET150024	7	35	1	41	300	0
ET150024	8	54	40	56	40	0
ET150024	9	10	3	3	120	0
ET150024	10	14	5	46	100	0
ET150025	1	44	2	2	400	40
ET150025	2	41	4	3	1040	0
ET150025	3	14	200	30	200	0
ET150025	4	69	200	1	160	25
ET150025	5	4	100	30	100	0
ET150025	6	3	300	30	300	0
ET150026	1	17	1.5	2	600	50
ET150026	2	41	4	3	720	120
ET150026	3	21	300	56	1000	0
ET150026	4	44	2	2	600	100
ET150026	5	4	3	50	30	0
ET150026	6	10	6	10	60	0
ET150027	1	44	30	1	120	100
ET150027	2	17	260	1	2340	0
ET150027	3	41	2	3	520	100
ET150027	4	51	60	15	-77	0
ET150027	5	14	40	30	40	0
ET150028	1	17	50	1	300	0
ET150028	2	41	4	3	920	70
ET150028	3	76	5	1	50	20
ET150028	4	69	6	2	480	0
ET150028	5	14	50	30	50	0
ET150028	6	44	50	1	200	28
ET150028	7	35	80	30	80	0
ET150028	8	4	40	30	40	0
ET150028	9	80	50	30	50	0
ET150028	10	10	200	30	200	0
ET150028	11	21	200	30	200	0
ET150029	1	17	2	2	800	100
ET150029	2	41	6	3	1200	100
ET150029	3	44	5	2	1500	240
ET150029	4	10	9	10	90	5
ET150030	1	17	3.5	2	1350	20
ET150030	2	41	8	3	1600	15
ET150030	3	76	2.5	41	750	85
ET150030	4	3	2	41	100	8
ET150030	5	14	120	46	1200	40
ET150030	6	69	5	40	450	20
ET150031	1	17	2	2	800	100
ET150031	2	41	4	3	800	200
ET150031	3	44	3	2	900	190
ET150031	4	14	160	46	100	0
ET150031	5	69	3	2	280	0
ET150031	6	21	100	56	5000	0
ET150032	1	17	4	2	1200	200
ET150032	2	41	10	70	2000	300
ET150032	3	14	20	46	60	10
ET150032	4	80	500	56	100	0
ET150032	5	3	1	2	60	0
ET150032	6	4	10	56	100	0
ET150032	7	44	4	2	2000	500
ET150032	8	35	1	41	250	20
ET150032	9	76	2	2	1800	300
ET150033	1	41	6	3	1320	100
ET150033	2	17	2	2	800	50
ET150033	3	69	1	2	120	10
ET150033	4	10	8	10	140	0
ET150033	5	21	150	56	400	30
ET150033	6	14	60	46	60	0
ET150034	1	41	6	3	1200	60
ET150034	2	17	4	2	1400	30
ET150034	3	4	3	50	30	0
ET150034	4	69	2	2	240	40
ET150034	5	14	300	46	900	35
ET150035	1	17	300	30	300	0
ET150035	2	41	1	3	220	10
ET150035	3	44	1.5	2	750	160
ET150035	4	69	7.5	2	600	0
ET150035	5	4	24	6	600	0
ET150035	6	3	300	30	300	0
ET150035	7	80	300	30	300	0
ET150035	8	10	150	30	150	0
ET150035	9	39	100	30	100	0
ET150035	10	54	90	30	90	0
ET150036	1	17	4	2	1600	150
ET150036	2	41	2	3	500	50
ET150036	3	14	500	46	380	15
ET150036	4	44	1	2	300	65
ET150036	5	10	10	10	150	50
ET150036	6	80	4000	56	3000	0
ET150036	7	80	4000	56	4000	0
ET150037	1	41	20	3	2000	0
ET150037	2	17	3	2	1050	24
ET150037	3	3	4	2	280	0
ET150037	4	44	2	2	700	20
ET150037	5	10	3	3	150	15
ET150038	1	17	2	2	1000	100
ET150038	2	41	4	3	720	60
ET150038	3	69	4	40	280	40
ET150038	4	80	200	56	260	20
ET150038	5	44	5	8	1500	220
ET150038	6	35	80	1	400	40
ET150039	1	44	300	1	1500	500
ET150039	2	35	50	1	250	0
ET150039	3	41	8	3	1600	0
ET150039	4	17	30	1	420	0
ET150039	5	4	37	30	37	0
ET150039	6	14	100	30	100	0
ET150039	7	69	1.5	2	120	30
ET150039	8	10	20	30	20	0
ET150039	9	21	400	30	400	0
ET150040	1	41	3	3	600	60
ET150040	2	44	1.5	2	675	90
ET150040	3	17	100	1	450	20
ET150040	4	4	45	30	45	0
ET150040	5	14	50	30	50	0
ET150040	6	21	45	30	45	0
ET150040	7	35	15	1	90	0
ET150040	8	7	25	30	25	0
ET150040	9	10	20	30	20	0
ET150041	1	96	.25	40	30	30
ET150041	2	35	.5	40	60	15
ET150041	3	44	2	2	150	120
ET150041	4	17	3	40	900	300
ET150041	5	41	4	3	1000	200
ET150041	6	69	1	2	60	5
ET150041	7	4	1	50	18	5
ET150042	1	3	2	41	120	20
ET150042	2	17	1.5	2	550	40
ET150042	3	4	20	50	100	20
ET150042	4	69	8	2	640	60
ET150042	5	41	2	3	880	30
ET150042	6	44	3	2	900	100
ET150043	1	17	2	2	900	50
ET150043	2	41	5	3	1200	30
ET150043	3	3	2	41	120	10
ET150044	1	41	1	3	60	200
ET150044	2	17	50	1	250	100
ET150044	3	44	1	2	350	100
ET150044	4	35	50	1	175	50
ET150044	5	69	2	2	120	60
ET150044	6	76	0	88	88	88
ET150044	7	56	30	56	15	5
ET150044	8	10	1	6	30	5
ET150044	9	21	50	56	100	20
ET150045	1	3	2	2	120	0
ET150045	2	4	10	49	40	0
ET150045	3	10	2	55	65	10
ET150045	4	17	2	2	900	60
ET150045	5	35	10	1	40	4
ET150045	6	41	3	3	540	0
ET150045	7	44	2	2	700	50
ET150045	8	69	1	41	180	20
ET150046	1	41	5	3	720	0
ET150046	2	44	70	1	280	100
ET150046	3	17	60	1	600	100
ET150046	4	35	40	1	160	80
ET150046	5	76	50	1	500	200
ET150046	6	10	100	30	100	10
ET150046	7	4	60	30	60	0
ET150046	8	96	200	30	200	0
ET150046	9	21	200	30	200	10
ET150047	1	41	10	3	2500	40
ET150047	2	44	1.5	2	525	540
ET150047	3	35	60	1	360	58
ET150047	4	10	300	30	300	40
ET150047	5	4	3	50	30	40
ET150047	6	80	100	30	100	40
ET150047	7	17	15	1	225	210
ET150047	8	55	50	1	60	50
ET150047	9	21	300	30	300	40
ET150048	1	17	5	2	2250	200
ET150048	2	41	10	3	1800	150
ET150048	3	80	500	56	500	40
ET150048	4	44	4	2	1600	100
ET150048	5	76	120	1	1080	80
ET150048	6	35	2	2	800	60
ET150048	7	4	2	41	150	15
ET150050	1	41	3	3	540	80
ET150050	2	44	2	2	600	60
ET150050	3	69	3	40	180	30
ET150050	4	35	1	41	210	20
ET150050	5	55	1	41	60	15
ET150050	6	17	2	2	300	0
ET150051	1	41	6	3	960	200
ET150051	2	80	1500	56	700	0
ET150051	3	17	2	2	800	80
ET150051	4	44	3	2	1200	200
ET150051	5	35	1	40	300	50
ET150051	6	69	4	40	320	20
ET150051	7	10	8	10	80	4
ET150051	8	21	800	56	1000	0
ET150052	1	44	2	2	800	50
ET150052	2	35	60	1	420	20
ET150052	3	41	2	3	360	200
ET150052	4	21	50	56	150	0
ET150052	5	14	60	46	100	0
ET150052	6	31	200	55	400	0
ET150052	7	10	8	10	80	0
ET150053	1	17	12	2	5000	200
ET150053	2	21	500	56	4000	150
ET150053	3	41	5	3	600	80
ET150053	4	69	2	2	220	40
ET150053	5	44	2	2	600	50
ET150054	1	35	50	1	250	80
ET150054	2	44	2	2	800	270
ET150054	3	17	2	2	600	130
ET150054	4	41	2	3	440	0
ET150054	5	21	50	56	250	0
ET150054	6	76	1	2	1000	310
ET150055	1	41	6	3	1350	20
ET150055	2	17	2	2	600	40
ET150055	3	4	10	50	70	0
ET150055	4	3	1	41	70	0
ET150056	1	41	12	3	2690	1200
ET150056	2	17	500	1	1400	200
ET150056	3	21	400	56	1575	0
ET150056	4	76	50	1	500	250
ET150056	5	44	1	2	400	160
ET150056	6	4	10	50	100	0
ET150056	7	35	60	1	360	0
ET150057	1	44	50	1	200	20
ET150057	2	17	1	2	350	0
ET150057	3	41	2	3	440	70
ET150058	1	17	.5	1	120	0
ET150058	2	41	1	3	220	75
ET150058	3	4	6	50	60	0
ET150058	4	3	2	41	80	0
ET150058	5	21	100	60	350	0
ET150059	1	41	4	3	800	20
ET150059	2	17	5.5	2	1850	45
ET150059	3	3	1	41	60	10
ET150059	4	10	5	3	180	15
ET150059	5	80	15	6	225	20
ET150060	1	41	4	3	880	140
ET150060	2	17	10	2	3000	1200
ET150060	3	76	65	1	650	110
ET150060	4	44	3	2	1050	160
ET150060	5	35	1	2	700	0
ET150060	6	21	200	56	1030	0
ET150060	7	4	12	50	144	0
ET150060	8	3	3	41	180	0
ET150061	1	41	4	3	880	100
ET150061	2	44	6	2	2400	400
ET150061	3	35	1	1	700	200
ET150061	4	4	4	50	40	0
ET150062	1	41	4	3	880	100
ET150062	2	17	5	2	2000	0
ET150062	3	76	1	2	1000	140
ET150062	4	44	4	2	1600	190
ET150063	1	41	5	3	1050	230
ET150063	2	17	2	2	780	0
ET150063	3	44	50	1	200	80
ET150063	4	3	5	50	30	0
ET150064	1	17	10	41	500	21
ET150064	2	41	4	70	300	0
ET150064	3	44	2	2	0	50
ET150064	4	69	3	2	80	20
ET150064	5	125	1	41	0	10
ET150065	1	17	1	40	400	10
ET150065	2	41	12	70	1300	30
ET150065	3	3	2	2	60	0
ET150065	4	4	10	50	200	0
ET150065	5	44	2	2	100	30
ET150065	6	69	2	2	140	20
ET150065	7	35	1	41	350	10
ET150065	8	10	4	10	40	3
ET150066	1	17	4	2	240	200
ET150066	2	41	4	70	300	150
ET150066	3	4	10	56	50	0
ET150066	4	44	1	2	150	20
ET150067	1	17	3	2	180	15
ET150067	2	41	5	70	1000	0
ET150067	3	44	1	41	250	20
ET150067	4	3	4	40	200	0
ET150067	5	4	4	56	60	0
ET150068	1	41	18	3	2700	260
ET150068	2	17	4600	30	4600	900
ET150068	3	69	6	2	480	18
ET150068	4	55	1.5	2	180	7
ET150068	5	14	970	30	970	70
ET150068	6	80	510	30	510	124
ET150068	7	44	4.5	2	2250	1019
ET150068	8	35	75	1	375	19
ET150068	9	4	440	30	440	0
ET150068	10	10	356	30	356	0
ET150068	11	28	7	1	42	0
ET150069	1	17	90	1	1080	0
ET150069	2	41	8	3	1920	0
ET150069	3	80	40	30	30	0
ET150069	4	69	1.5	2	120	0
ET150069	5	14	315	46	630	0
ET150069	6	4	14	50	168	0
ET150069	7	3	42	1	95	0
ET150069	8	51	6	1	20	0
ET150069	9	96	10	56	30	0
ET150069	10	76	25	1	250	28
ET150069	11	44	3	2	1150	60
ET150069	12	10	2	3	40	0
ET150069	13	55	12	1	20	0
ET150069	14	35	8	1	42	5
ET150069	15	21	2000	30	2000	0
ET150069	16	96	20	2	1600	0
ET150069	17	96	120	30	120	0
ET150069	18	54	12	1	60	0
ET150070	1	41	7	3	1500	40
ET150070	2	17	3	2	1800	20
ET150070	3	69	7	41	420	25
ET150070	4	80	20	55	400	10
