CHILDID	PLOTID	CRPRNR31	CRPRNR32	CRPDYR31	CRPDYR32	IRRIGTR3	PERIRRGR3
ET090012	4	76	888	888	888	0	88
ET090012	5	35	888	888	888	0	88
ET090012	6	35	888	888	888	0	88
ET090012	7	35	888	888	888	0	88
ET090012	8	44	35	888	888	0	88
ET090012	9	76	888	888	888	0	88
ET090012	10	76	888	888	888	0	88
ET090013	1	5	888	888	888	0	88
ET090014	1	44	888	888	888	0	88
ET090014	2	35	888	888	888	0	88
ET090014	4	76	888	888	888	0	88
ET090014	5	44	888	888	888	0	88
ET090014	6	75	888	888	888	0	88
ET090014	7	5	888	888	888	0	88
ET090014	8	5	888	888	888	0	88
ET090016	3	44	888	888	888	0	88
ET090016	4	75	888	888	888	0	88
ET090016	5	75	888	888	888	0	88
ET090016	6	75	888	888	888	0	88
ET090016	7	75	888	888	888	0	88
ET090016	8	75	888	888	888	0	88
ET090016	9	75	888	888	888	0	88
ET090016	10	75	888	888	888	0	88
ET090016	11	75	888	888	888	0	88
ET090017	1	44	888	888	888	0	88
ET090017	2	75	888	888	888	0	88
ET090017	3	5	888	888	888	0	88
ET090017	4	5	888	888	888	0	88
ET090017	5	35	888	888	888	0	88
ET090017	6	76	888	888	888	0	88
ET090018	1	44	888	888	888	0	88
ET090018	2	75	44	888	888	0	88
ET090018	3	76	888	888	888	0	88
ET090018	4	76	888	888	888	0	88
ET090018	5	75	888	888	888	0	88
ET090018	6	35	888	888	888	0	88
ET090020	1	44	888	888	888	0	88
ET090020	3	76	35	888	888	0	88
ET090020	4	5	888	888	888	0	88
ET090020	5	44	888	888	888	0	88
ET090020	6	75	888	888	888	0	88
ET090020	7	75	888	888	888	0	88
ET090020	8	75	888	888	888	0	88
ET090021	2	75	888	888	888	0	88
ET090021	3	35	888	888	888	0	88
ET090021	4	75	5	888	888	0	88
ET090021	5	75	888	888	888	0	88
ET090021	6	76	888	888	888	0	88
ET090021	7	44	888	888	888	0	88
ET090022	1	44	888	888	888	0	88
ET090022	2	8	888	888	888	0	88
ET090022	3	75	888	888	888	0	88
ET090022	4	35	888	888	888	0	88
ET090022	5	35	888	888	888	0	88
ET090022	6	35	888	888	888	0	88
ET090022	7	75	888	888	888	0	88
ET090022	8	76	888	888	888	0	88
ET090023	1	44	888	888	888	0	88
ET090023	2	75	888	888	888	0	88
ET090023	3	75	888	888	888	0	88
ET090023	4	35	8	888	888	0	88
ET090023	5	76	888	888	888	0	88
ET090024	1	44	888	888	888	0	88
ET090024	2	76	888	888	888	0	88
ET090024	3	35	888	888	888	0	88
ET090024	4	75	888	888	888	0	88
ET090024	5	75	888	888	888	0	88
ET090024	6	35	888	888	888	0	88
ET090024	7	75	888	888	888	0	88
ET090025	1	44	888	888	888	0	88
ET090025	2	75	35	888	888	0	88
ET090025	3	44	5	888	888	0	88
ET090025	4	75	888	888	888	0	88
ET090025	5	35	76	888	888	0	88
ET090025	6	44	888	888	888	0	88
ET090026	1	44	888	888	888	0	88
ET090026	2	35	888	888	888	0	88
ET090026	3	75	76	888	888	0	88
ET090026	4	75	888	888	888	0	88
ET090026	5	75	5	888	888	0	88
ET090026	6	35	888	888	888	0	88
ET090027	2	44	888	888	888	0	88
ET090027	3	35	888	888	888	0	88
ET090027	4	76	888	888	888	0	88
ET090027	5	5	888	888	888	0	88
ET090027	6	5	888	888	888	0	88
ET090027	7	75	888	888	888	0	88
ET090027	8	75	888	888	888	0	88
ET090027	9	44	888	888	888	0	88
ET090028	1	44	888	888	888	0	88
ET090028	2	35	75	888	888	0	88
ET090028	3	44	75	888	888	0	88
ET090028	4	5	888	888	888	0	88
ET090028	5	75	888	888	888	0	88
ET090028	6	76	888	888	888	0	88
ET090030	1	44	888	888	888	0	88
ET090030	2	35	888	888	888	0	88
ET090030	3	35	888	888	888	0	88
ET090030	4	75	888	888	888	0	88
ET090030	5	75	888	888	888	0	88
ET090030	6	75	888	888	888	0	88
ET090030	7	75	888	888	888	0	88
ET090031	1	44	888	888	888	0	88
ET090031	2	44	888	888	888	0	88
ET090031	3	76	35	888	888	0	88
ET090031	4	5	888	888	888	0	88
ET090031	5	44	888	888	888	0	88
ET090031	6	75	888	888	888	0	88
ET090033	2	35	888	888	888	0	88
ET090033	3	75	888	888	888	0	88
ET090033	4	44	888	888	888	0	88
ET090033	5	75	888	888	888	0	88
ET090033	6	75	888	888	888	0	88
ET090033	7	75	888	888	888	0	88
ET090034	2	44	888	888	888	0	88
ET090034	3	75	76	888	888	0	88
ET090034	4	35	888	888	888	0	88
ET090034	5	44	888	888	888	0	88
ET090034	6	8	888	888	888	0	88
ET090035	1	44	888	888	888	0	88
ET090035	2	75	35	888	888	0	88
ET090035	3	75	888	888	888	0	88
ET090035	4	8	888	888	888	0	88
ET090036	1	44	888	888	888	0	88
ET090036	2	75	888	888	888	0	88
ET090036	3	35	888	888	888	0	88
ET090036	4	35	888	888	888	0	88
ET090036	5	35	888	888	888	0	88
ET090036	6	75	888	888	888	0	88
ET090036	7	75	888	888	888	0	88
ET090036	8	76	888	888	888	0	88
ET090037	1	44	888	888	888	0	88
ET090037	2	35	888	888	888	0	88
ET090037	4	5	888	888	888	0	88
ET090037	6	35	888	888	888	0	88
ET090037	7	76	888	888	888	0	88
ET090037	8	5	888	888	888	0	88
ET090037	9	75	888	888	888	0	88
ET090037	10	35	888	888	888	0	88
ET090038	8	76	888	888	888	0	88
ET090039	1	44	888	888	888	0	88
ET090039	2	44	888	888	888	0	88
ET090040	1	44	5	888	888	0	88
ET090040	2	44	64	888	888	0	88
ET090040	3	76	888	888	888	0	88
ET090041	1	44	888	888	888	0	88
ET090041	2	75	888	888	888	0	88
ET090041	3	5	75	888	888	0	88
ET090041	4	75	888	888	888	0	88
ET090041	5	75	35	888	888	0	88
ET090041	6	75	888	888	888	0	88
ET090042	1	44	888	888	888	0	88
ET090042	2	8	888	888	888	0	88
ET090042	3	35	888	888	888	0	88
ET090042	4	44	79	888	888	0	88
ET090042	5	75	888	888	888	0	88
ET090042	6	75	888	888	888	0	88
ET090043	2	8	5	888	888	0	88
ET090043	3	35	888	888	888	0	88
ET090043	4	35	888	888	888	0	88
ET090043	5	75	888	888	888	0	88
ET090043	6	75	888	888	888	0	88
ET090043	7	75	888	888	888	0	88
ET090043	8	44	888	888	888	0	88
ET090044	1	44	888	888	888	0	88
ET090044	2	75	44	888	888	0	88
ET090044	3	44	888	888	888	0	88
ET090044	4	76	888	888	888	0	88
ET090044	5	76	888	888	888	0	88
ET090045	1	7	888	888	888	0	88
ET090045	2	44	79	888	888	0	88
ET090045	3	75	888	888	888	0	88
ET090045	4	5	888	888	888	0	88
ET090045	5	35	888	888	888	0	88
ET090045	6	5	35	888	888	0	88
ET090046	1	35	44	888	888	0	88
ET090046	2	44	888	888	888	0	88
ET090046	3	75	888	888	888	0	88
ET090047	1	44	888	888	888	0	88
ET090047	2	44	888	888	888	0	88
ET090047	3	75	888	888	888	0	88
ET090047	4	35	888	888	888	0	88
ET090047	5	5	888	888	888	0	88
ET090047	6	75	888	888	888	0	88
ET090048	1	44	888	888	888	0	88
ET090048	2	75	35	888	888	0	88
ET090048	3	35	888	888	888	0	88
ET090049	1	44	888	888	888	0	88
ET090049	2	44	888	888	888	0	88
ET090049	3	75	35	888	888	0	88
ET090049	4	76	888	888	888	0	88
ET090050	1	44	888	888	888	0	88
ET090050	2	75	888	888	888	0	88
ET090050	3	35	888	888	888	0	88
ET090050	4	35	888	888	888	0	88
ET090051	1	44	888	888	888	0	88
ET090051	2	35	888	888	888	0	88
ET090051	3	76	888	888	888	0	88
ET090051	4	76	888	888	888	0	88
ET090051	5	35	75	888	888	0	88
ET090051	6	35	888	888	888	0	88
ET090051	7	5	888	888	888	0	88
ET090051	8	75	888	888	888	0	88
ET090052	2	75	35	888	888	0	88
ET090052	3	76	888	888	888	0	88
ET090052	4	35	76	888	888	0	88
ET090053	1	44	888	888	888	0	88
ET090053	2	35	888	888	888	0	88
ET090053	3	35	888	888	888	0	88
ET090053	4	44	888	888	888	0	88
ET090053	5	76	888	888	888	0	88
ET090053	6	5	888	888	888	0	88
ET090053	7	75	888	888	888	0	88
ET090054	2	75	44	888	888	0	88
ET090054	3	76	75	888	888	0	88
ET090054	4	35	888	888	888	0	88
ET090054	5	35	888	888	888	0	88
ET090054	6	5	888	888	888	0	88
ET090054	7	44	888	888	888	0	88
ET090054	8	75	888	888	888	0	88
ET090054	9	76	888	888	888	0	88
ET090055	2	44	888	888	888	0	88
ET090055	3	75	888	888	888	0	88
ET090055	4	35	888	888	888	0	88
ET090056	1	44	888	888	888	0	88
ET090056	2	75	35	888	888	0	88
ET090056	3	75	888	888	888	0	88
ET090057	1	44	888	888	888	0	88
ET090057	2	35	888	888	888	0	88
ET090057	3	76	888	888	888	0	88
ET090057	4	75	888	888	888	0	88
ET090057	5	75	888	888	888	0	88
ET090057	6	75	888	888	888	0	88
ET090057	7	5	888	888	888	0	88
ET090057	8	5	888	888	888	0	88
ET090057	9	44	888	888	888	0	88
ET090057	10	79	888	888	888	0	88
ET090058	1	44	888	888	888	0	88
ET090058	2	125	76	888	888	0	88
ET090058	3	5	50	888	888	0	88
ET090058	4	75	888	888	888	0	88
ET090058	5	50	75	888	888	0	88
ET090059	2	64	888	888	888	0	88
ET090059	3	35	888	888	888	0	88
ET090059	4	75	888	888	888	0	88
ET090059	5	64	888	888	888	0	88
ET090059	6	5	888	888	888	0	88
ET090060	1	44	888	888	888	0	88
ET090060	2	75	888	888	888	0	88
ET090060	3	35	888	888	888	0	88
ET090060	4	43	888	888	888	0	88
ET090060	5	42	888	888	888	0	88
ET090060	6	76	888	888	888	0	88
ET090060	7	75	888	888	888	0	88
ET090060	8	75	888	888	888	0	88
ET090060	9	35	888	888	888	0	88
ET090062	1	44	888	888	888	0	88
ET090062	2	76	888	888	888	0	88
ET090062	3	35	888	888	888	0	88
ET090062	4	75	888	888	888	0	88
ET090062	5	75	888	888	888	0	88
ET090063	1	44	888	888	888	0	88
ET090063	2	75	888	888	888	0	88
ET090063	3	5	888	888	888	0	88
ET090063	4	35	888	888	888	0	88
ET090063	5	75	888	888	888	0	88
ET090063	6	76	888	888	888	0	88
ET090063	7	35	888	888	888	0	88
ET090064	2	44	76	888	888	0	88
ET090064	3	75	888	888	888	0	88
ET090064	4	75	5	888	888	0	88
ET090064	5	35	888	888	888	0	88
ET090064	6	76	888	888	888	0	88
ET090064	7	35	888	888	888	0	88
ET090064	8	75	888	888	888	0	88
ET090064	9	43	888	888	888	0	88
ET090064	10	7	888	888	888	0	88
ET090065	1	44	888	888	888	0	88
ET090065	2	35	888	888	888	0	88
ET090065	3	76	888	888	888	0	88
ET090065	4	5	888	888	888	0	88
ET090065	5	44	888	888	888	0	88
ET090066	1	44	888	888	888	0	88
ET090066	2	76	888	888	888	0	88
ET090067	1	44	888	888	888	0	88
ET090067	2	35	888	888	888	0	88
ET090067	3	35	888	888	888	0	88
ET090067	4	75	888	888	888	0	88
ET090067	5	75	888	888	888	0	88
ET090067	6	75	888	888	888	0	88
ET090067	7	75	888	888	888	0	88
ET090067	8	75	888	888	888	0	88
ET090067	9	75	888	888	888	0	88
ET090067	10	75	888	888	888	0	88
ET090068	1	44	888	888	888	0	88
ET090068	2	35	75	888	888	0	88
ET090068	3	35	888	888	888	0	88
ET090068	4	75	888	888	888	0	88
ET090068	5	75	888	888	888	0	88
ET090068	6	75	888	888	888	0	88
ET090068	7	75	888	888	888	0	88
ET090069	2	76	888	888	888	0	88
ET090069	3	75	888	888	888	0	88
ET090070	1	44	888	888	888	0	88
ET090070	2	35	75	888	888	0	88
ET090071	2	75	888	888	888	0	88
ET090072	1	44	888	888	888	0	88
ET090072	2	75	888	888	888	0	88
ET090072	3	35	888	888	888	0	88
ET090072	4	35	888	888	888	0	88
ET090072	5	75	888	888	888	0	88
ET090072	6	76	888	888	888	0	88
ET090072	7	76	888	888	888	0	88
ET090073	1	44	888	888	888	0	88
ET090073	3	35	888	888	888	0	88
ET090074	1	44	888	888	888	0	88
ET090074	2	48	888	888	888	0	88
ET090074	3	96	48	888	888	0	88
ET090074	4	64	888	888	888	0	88
ET090074	6	60	888	888	888	0	88
ET090075	1	44	7	888	888	0	88
ET090075	2	75	35	888	888	0	88
ET090075	3	75	888	888	888	0	88
ET090075	4	76	888	888	888	0	88
ET090076	1	44	888	888	888	0	88
ET090076	2	35	44	888	888	0	88
ET090076	3	75	5	888	888	0	88
ET090076	4	75	888	888	888	0	88
ET090077	1	44	888	888	888	0	88
ET090077	2	44	888	888	888	0	88
ET090077	3	75	888	888	888	0	88
ET090077	4	5	888	888	888	0	88
ET090077	5	8	888	888	888	0	88
ET090077	6	35	888	888	888	0	88
ET090077	7	75	888	888	888	0	88
ET090077	8	35	888	888	888	0	88
ET090078	1	44	888	888	888	0	88
ET090078	2	79	888	888	888	0	88
ET090078	3	75	888	888	888	0	88
ET090078	4	44	888	888	888	0	88
ET090078	5	5	888	888	888	0	88
ET090078	6	35	888	888	888	0	88
ET090078	7	75	888	888	888	0	88
ET090078	8	76	888	888	888	0	88
ET090078	9	44	888	888	888	0	88
ET090079	1	44	888	888	888	0	88
ET090079	2	35	888	888	888	0	88
ET090079	3	44	75	888	888	0	88
ET090079	4	44	5	888	888	0	88
ET090079	5	35	888	888	888	0	88
ET090079	6	76	888	888	888	0	88
ET090080	1	44	888	888	888	0	88
ET090080	2	35	76	888	888	0	88
ET090081	1	44	888	888	888	0	88
ET090081	2	75	35	888	888	0	88
ET090081	3	75	888	888	888	0	88
ET090081	4	75	888	888	888	0	88
ET090081	5	44	888	888	888	0	88
ET090082	1	44	888	888	888	0	88
ET090082	2	75	888	888	888	0	88
ET090082	3	5	888	888	888	0	88
ET090082	4	44	888	888	888	0	88
ET090082	5	35	75	888	888	0	88
ET090084	1	44	888	888	888	0	88
ET090084	2	76	888	888	888	0	88
ET090084	3	75	888	888	888	0	88
ET090084	4	5	35	888	888	0	88
ET090084	5	75	888	888	888	0	88
ET090084	6	35	44	888	888	0	88
ET090084	7	75	35	888	888	0	88
ET090084	8	44	888	888	888	0	88
ET090084	9	76	888	888	888	0	88
ET090085	2	35	888	888	888	0	88
ET090085	4	44	888	888	888	0	88
ET090086	2	35	888	888	888	0	88
ET090086	3	44	64	888	888	0	88
ET090086	4	75	888	888	888	0	88
ET090087	2	76	888	888	888	0	88
ET090087	3	75	888	888	888	0	88
ET090087	4	75	888	888	888	0	88
ET090087	5	35	888	888	888	0	88
ET090087	6	75	888	888	888	0	88
ET090087	7	75	888	888	888	0	88
ET090087	8	44	888	888	888	0	88
ET090088	1	7	44	888	888	0	88
ET090088	2	75	888	888	888	0	88
ET090088	3	35	888	888	888	0	88
ET090088	4	35	44	888	888	0	88
ET090088	5	75	888	888	888	0	88
ET090088	7	75	888	888	888	0	88
ET090089	2	75	888	888	888	0	88
ET090089	3	44	5	888	888	0	88
ET090089	4	76	888	888	888	0	88
ET090089	5	35	888	888	888	0	88
ET090089	6	50	888	888	888	0	88
ET090089	7	75	888	888	888	0	88
ET090090	1	35	888	888	888	0	88
ET090090	2	5	35	888	888	0	88
ET090090	3	44	888	888	888	0	88
ET090092	1	44	888	888	888	0	88
ET090092	2	35	79	888	888	0	88
ET090092	3	75	44	888	888	0	88
ET090092	4	44	888	888	888	0	88
ET090093	1	76	888	888	888	0	88
ET090094	1	44	888	888	888	0	88
ET090094	2	75	888	888	888	0	88
ET090094	3	75	76	888	888	0	88
ET090094	4	35	888	888	888	0	88
ET090094	5	75	888	888	888	0	88
ET090094	6	44	888	888	888	0	88
ET090095	1	44	888	888	888	0	88
ET090095	2	75	888	888	888	0	88
ET090095	3	35	888	888	888	0	88
ET090095	4	75	888	888	888	0	88
ET090095	5	44	35	888	888	0	88
ET090096	1	44	888	888	888	0	88
ET090096	2	76	888	888	888	0	88
ET090096	3	35	888	888	888	0	88
ET090096	4	75	888	888	888	0	88
ET090096	5	75	888	888	888	0	88
ET090096	6	5	888	888	888	0	88
ET090096	7	44	888	888	888	0	88
ET100003	1	31	888	888	888	0	88
ET100005	3	8	75	888	888	0	88
ET100005	4	75	888	888	888	0	88
ET100005	5	75	888	888	888	0	88
ET100005	6	8	888	888	888	0	88
ET100005	7	8	888	888	888	0	88
ET100015	2	63	888	888	888	0	88
ET100016	1	125	26	888	888	0	88
ET100017	1	21	888	21	888	0	88
ET100019	1	21	888	21	888	0	88
ET100021	1	21	888	21	888	0	88
ET100023	1	10	50	888	888	0	88
ET100023	2	21	888	21	888	0	88
ET100026	1	21	888	21	888	0	88
ET100026	2	5	888	5	888	0	88
ET100030	2	63	888	888	888	0	88
ET100030	4	76	63	888	888	0	88
ET100030	5	43	888	888	888	0	88
ET100032	1	21	888	21	888	0	88
ET100038	1	10	96	888	888	0	88
ET100041	2	31	888	888	888	0	88
ET100041	4	75	5	888	888	0	88
ET100050	2	8	888	888	888	0	88
ET100050	3	125	888	888	888	0	88
ET100052	1	96	888	96	888	1	4
ET100052	2	8	888	888	888	0	88
ET100052	3	124	888	888	888	0	88
ET100052	4	8	888	888	888	0	88
ET100055	1	10	55	888	888	0	88
ET100055	2	75	888	888	888	0	88
ET100055	3	8	888	888	888	0	88
ET100055	4	125	888	888	888	0	88
ET100055	5	15	888	888	888	0	88
ET100055	6	31	888	888	888	0	88
ET100057	2	75	888	888	888	0	88
ET100057	3	8	888	888	888	0	88
ET100057	4	21	888	888	888	0	88
ET100059	1	10	12	10	6	0	88
ET100063	1	75	888	888	888	0	88
ET100064	2	8	888	888	888	0	88
ET100071	2	8	63	888	888	0	88
ET100072	2	125	75	888	888	0	88
ET100075	1	21	888	21	888	0	88
ET100077	2	5	888	888	888	0	88
ET100077	3	8	888	888	888	0	88
ET100077	4	75	888	888	888	0	88
ET100077	5	35	888	888	888	0	88
ET100077	6	19	888	888	888	0	88
ET100080	2	125	888	888	888	0	88
ET100083	1	21	888	21	888	0	88
ET100086	5	19	888	888	888	0	88
ET100097	2	63	888	888	888	0	88
ET110002	1	44	888	888	888	0	88
ET110003	1	27	31	27	21	0	88
ET110003	2	76	888	888	888	0	88
ET110003	3	76	888	888	888	0	88
ET110003	4	75	888	888	888	0	88
ET110003	5	19	5	888	888	0	88
ET110003	6	8	75	888	888	0	88
ET110004	1	44	888	888	888	0	88
ET110004	2	76	888	888	888	0	88
ET110004	3	75	8	888	888	0	88
ET110004	4	8	888	888	888	0	88
ET110004	5	125	35	888	888	0	88
ET110006	1	44	21	888	888	0	88
ET110006	2	8	888	888	888	0	88
ET110006	3	75	888	888	888	0	88
ET110006	4	76	888	888	888	0	88
ET110006	5	8	888	888	888	0	88
ET110006	6	125	888	888	888	0	88
ET110007	2	76	888	888	888	0	88
ET110007	3	75	888	888	888	0	88
ET110007	4	35	888	888	888	0	88
ET110008	1	21	888	21	888	0	88
ET110009	2	76	888	888	888	0	88
ET110009	3	76	888	888	888	0	88
ET110009	4	75	888	888	888	0	88
ET110009	5	75	888	888	888	0	88
ET110011	2	76	125	888	888	0	88
ET110011	3	76	75	888	888	0	88
ET110012	1	44	888	888	888	0	88
ET110013	1	27	17	27	17	0	88
ET110013	2	75	888	888	888	0	88
ET110014	1	44	888	888	888	0	88
ET110014	2	42	888	888	888	0	88
ET110014	3	76	888	888	888	0	88
ET110014	4	76	888	888	888	0	88
ET110014	5	75	888	888	888	0	88
ET110014	6	8	888	888	888	0	88
ET110015	1	21	888	21	888	0	88
ET110015	2	8	888	888	888	0	88
ET110015	3	75	888	888	888	0	88
ET110015	4	76	888	888	888	0	88
ET110015	5	44	888	888	888	0	88
ET110015	6	27	888	888	888	0	88
ET110015	8	31	888	888	888	0	88
ET110016	1	21	888	888	888	0	88
ET110016	2	75	44	888	888	0	88
ET110016	3	125	76	888	888	0	88
ET110016	4	5	888	888	888	0	88
ET110016	5	76	888	888	888	0	88
ET110016	6	75	888	888	888	0	88
ET110016	7	76	75	888	888	0	88
ET110016	8	76	75	888	888	0	88
ET110017	1	125	8	888	888	0	88
ET110017	2	76	888	888	888	0	88
ET110017	6	44	888	888	888	0	88
ET110019	1	21	888	21	888	0	88
ET110019	2	75	888	888	888	0	88
ET110019	3	76	888	888	888	0	88
ET110019	4	75	888	888	888	0	88
ET110019	7	5	888	888	888	0	88
ET110020	2	76	888	888	888	0	88
ET110020	4	75	888	888	888	0	88
ET110020	5	76	888	888	888	0	88
ET110020	6	125	888	888	888	0	88
ET110021	2	8	888	888	888	0	88
ET110021	3	75	888	888	888	0	88
ET110021	4	76	888	888	888	0	88
ET110021	5	125	888	888	888	0	88
ET110021	6	5	888	888	888	0	88
ET110021	7	76	888	888	888	0	88
ET110021	8	76	888	888	888	0	88
ET110022	1	21	44	888	888	0	88
ET110022	2	76	888	888	888	0	88
ET110022	3	75	15	888	888	0	88
ET110022	4	76	888	888	888	0	88
ET110022	5	76	888	888	888	0	88
ET110022	6	75	888	888	888	0	88
ET110022	7	5	888	888	888	0	88
ET110022	8	5	888	888	888	0	88
ET110022	9	8	888	888	888	0	88
ET110022	10	44	888	888	888	0	88
ET110022	11	76	888	888	888	0	88
ET110022	12	76	888	888	888	0	88
ET110022	13	125	888	888	888	0	88
ET110022	14	63	888	888	888	0	88
ET110023	2	76	888	888	888	0	88
ET110023	3	76	888	888	888	0	88
ET110023	4	8	888	888	888	0	88
ET110024	1	21	31	21	888	0	88
ET110024	2	76	75	50	72	1	4
ET110024	3	8	888	888	888	0	88
ET110024	4	76	888	888	888	0	88
ET110024	5	8	888	888	888	0	88
ET110025	2	76	125	888	888	0	88
ET110025	3	75	888	888	888	0	88
ET110025	4	76	888	888	888	0	88
ET110026	2	5	125	888	888	0	88
ET110026	3	19	888	888	888	0	88
ET110026	4	75	888	888	888	0	88
ET110026	5	76	888	888	888	0	88
ET110026	6	19	888	888	888	0	88
ET110026	7	8	888	888	888	0	88
ET110026	8	75	888	888	888	0	88
ET110026	9	76	888	888	888	0	88
ET110027	1	75	888	888	888	0	88
ET110028	1	35	125	888	888	0	88
ET110028	2	76	888	888	888	0	88
ET110028	3	76	888	888	888	0	88
ET110029	1	44	26	888	888	0	88
ET110030	2	44	888	888	888	0	88
ET110030	3	75	888	888	888	0	88
ET110030	4	76	888	888	888	0	88
ET110031	1	21	888	888	888	0	88
ET110031	2	76	888	888	888	0	88
ET110031	3	8	888	888	888	0	88
ET110031	4	5	125	888	888	0	88
ET110031	5	44	888	888	888	0	88
ET110032	1	21	888	888	888	0	88
ET110032	2	76	888	888	888	0	88
ET110032	3	75	888	888	888	0	88
ET110032	4	76	888	888	888	0	88
ET110032	5	75	125	888	888	0	88
ET110032	6	31	888	888	888	0	88
ET110032	7	76	888	888	888	0	88
ET110032	8	76	888	888	888	0	88
ET110032	9	8	888	888	888	0	88
ET110033	6	44	888	888	888	0	88
ET110034	2	76	888	888	888	0	88
ET110034	3	75	888	888	888	0	88
ET110035	2	75	888	888	888	0	88
ET110035	3	8	888	888	888	0	88
ET110035	4	8	888	888	888	0	88
ET110036	1	125	76	888	888	0	88
ET110036	2	75	888	888	888	0	88
ET110036	3	15	888	888	888	0	88
ET110036	4	42	125	888	888	0	88
ET110037	1	44	21	21	888	0	88
ET110037	2	44	125	27	888	0	88
ET110038	1	21	44	21	888	0	88
ET110038	2	75	76	888	888	0	88
ET110039	2	76	125	888	888	0	88
ET110039	3	76	888	888	888	0	88
ET110039	4	75	888	888	888	0	88
ET110042	1	8	75	888	888	0	88
ET110042	2	75	888	888	888	0	88
ET110042	3	15	888	888	888	0	88
ET110042	4	8	888	888	888	0	88
ET110042	5	44	888	888	888	0	88
ET110043	2	8	888	888	888	0	88
ET110043	3	75	888	888	888	0	88
ET110043	4	76	888	888	888	0	88
ET110043	5	125	888	888	888	0	88
ET110043	6	5	888	888	888	0	88
ET110043	7	76	888	888	888	0	88
ET110043	8	76	888	888	888	0	88
ET110045	1	21	44	21	888	0	88
ET110045	2	76	888	888	888	0	88
ET110045	3	8	888	888	888	0	88
ET110045	4	76	888	888	888	0	88
ET110047	1	44	888	888	888	0	88
ET110047	2	8	888	888	888	0	88
ET110047	3	76	888	888	888	0	88
ET110048	2	76	888	888	888	0	88
ET110048	3	76	888	888	888	0	88
ET110048	4	8	888	888	888	0	88
ET110048	5	75	888	888	888	0	88
ET110048	6	75	888	10	888	1	1
ET110048	7	8	888	888	888	0	88
ET110048	8	76	888	888	888	0	88
ET110048	9	15	888	888	888	0	88
ET110048	10	125	888	888	888	0	88
ET110049	1	44	21	21	888	0	88
ET110049	2	76	888	888	888	0	88
ET110049	3	75	888	888	888	0	88
ET110049	4	8	125	888	888	0	88
ET110049	5	76	888	888	888	0	88
ET110051	2	31	888	31	888	0	88
ET110051	3	27	888	27	888	0	88
ET110051	4	76	888	888	888	0	88
ET110051	5	76	888	888	888	0	88
ET110051	6	15	888	888	888	0	88
ET110051	8	76	888	888	888	0	88
ET110051	9	76	888	888	888	0	88
ET110051	10	5	75	888	888	0	88
ET110051	11	76	888	888	888	0	88
ET110051	12	76	8	888	888	0	88
ET110051	13	76	76	888	888	0	88
ET110051	14	75	888	888	888	0	88
ET110052	2	75	125	888	888	0	88
ET110052	3	8	888	888	888	0	88
ET110052	4	76	888	888	888	0	88
ET110053	1	75	888	888	888	0	88
ET110053	2	76	888	888	888	0	88
ET110053	3	76	888	888	888	0	88
ET110053	4	8	888	888	888	0	88
ET110053	6	8	888	888	888	0	88
ET110054	1	44	888	888	888	0	88
ET110055	1	21	27	21	27	0	88
ET110055	2	75	19	888	888	0	88
ET110055	3	76	888	888	888	0	88
ET110055	4	8	888	888	888	0	88
ET110055	5	15	888	888	888	0	88
ET110055	6	75	888	888	888	0	88
ET110055	7	44	888	888	888	0	88
ET110056	1	21	888	21	888	0	88
ET110056	2	31	888	888	888	0	88
ET110056	3	44	888	888	888	0	88
ET110056	4	76	888	888	888	0	88
ET110056	5	76	888	888	888	0	88
ET110056	6	76	888	888	888	0	88
ET110056	7	76	888	888	888	0	88
ET110056	8	76	888	888	888	0	88
ET110056	9	76	888	888	888	0	88
ET110056	10	75	888	888	888	0	88
ET110057	1	21	888	21	888	0	88
ET110057	2	76	888	888	888	0	88
ET110057	3	76	888	888	888	0	88
ET110057	4	8	888	888	888	0	88
ET110057	5	76	75	888	888	0	88
ET110057	6	31	21	21	888	0	88
ET110059	1	44	888	888	888	0	88
ET110059	2	75	888	888	888	0	88
ET110059	3	8	888	888	888	0	88
ET110062	2	21	888	21	888	0	88
ET110063	2	8	888	888	888	0	88
ET110063	3	35	125	888	888	0	88
ET110063	5	31	888	888	888	0	88
ET110063	6	21	888	21	21	0	88
ET110064	1	5	888	888	888	0	88
ET110064	2	75	888	888	888	0	88
ET110064	3	76	8	888	888	0	88
ET110064	4	125	888	888	888	0	88
ET110064	5	19	35	888	888	0	88
ET110064	6	44	888	888	888	0	88
ET110065	1	44	21	21	888	0	88
ET110065	2	8	888	888	888	0	88
ET110065	3	76	888	888	888	0	88
ET110065	4	75	35	888	888	0	88
ET110066	2	76	75	888	888	0	88
ET110067	2	8	75	888	888	0	88
ET110067	3	75	888	888	888	0	88
ET110068	1	21	888	21	888	0	88
ET110068	2	76	888	888	888	0	88
ET110069	1	44	21	888	888	0	88
ET110069	2	76	888	888	888	0	88
ET110069	5	76	888	888	888	0	88
ET110069	7	5	75	888	888	0	88
ET110070	2	44	125	888	888	0	88
ET110070	3	31	888	888	888	0	88
ET110070	4	76	888	888	888	0	88
ET110070	5	8	888	888	888	0	88
ET110070	6	8	75	888	888	0	88
ET110070	7	8	23	888	888	0	88
ET110070	8	8	888	888	888	0	88
ET110071	4	15	888	888	888	0	88
ET110071	5	5	888	888	888	0	88
ET110071	6	76	888	888	888	0	88
ET110071	7	76	888	888	888	0	88
ET110071	8	8	888	888	888	0	88
