CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET090071	1	9	6	1999	-99	10	80	5	5	88
ET090072	1	13	8	2000	2000	2	1	4	9	88
ET090072	2	9	6	1999	-99	10	80	4	5	88
ET090072	3	8	6	1999	-99	8	2	5	3	88
ET090072	4	1	5	2000	-99	10	1	2	2	88
ET090073	1	3	8	1998	-99	9	80	5	2	88
ET090073	2	4	8	1998	-99	9	80	5	2	88
ET090073	3	8	6	1999	-99	8	80	4	5	88
ET090074	1	1	5	1999	-99	4	80	4	1	2
ET090074	2	9	6	1999	-99	5	80	4	5	88
ET090074	3	16	36	2001	-99	11	80	5	4	88
ET090074	4	8	6	1999	-99	8	80	4	5	1
ET090075	1	4	8	1998	-99	9	80	4	2	88
ET090075	2	9	6	1999	-99	8	80	4	5	88
ET090075	3	13	6	2000	-99	8	1	4	5	88
ET090075	4	5	8	1999	1999	2	1	4	2	88
ET090076	1	1	5	1995	-99	4	80	4	2	1
ET090076	2	9	6	1998	-99	10	80	4	5	88
ET090076	3	4	8	2000	-99	10	80	4	2	1
ET090077	1	4	8	1998	-99	10	80	5	2	9
ET090077	2	5	13	1997	2000	5	3	4	9	88
ET090077	3	9	6	2000	-99	10	80	5	5	88
ET090077	4	3	8	2001	-99	10	80	5	2	9
ET090078	1	1	5	1998	-99	5	80	5	1	88
ET090078	2	8	6	1999	-99	8	80	5	5	88
ET090079	1	3	8	2001	-99	9	80	4	1	2
ET090079	2	4	8	1999	-99	9	80	4	1	2
ET090080	1	3	8	2002	-99	10	80	5	2	5
ET090080	2	4	8	1997	-99	10	80	5	5	2
ET090080	3	7	6	1997	-99	10	80	5	5	88
ET090080	4	8	6	1997	-99	7	2	4	5	88
ET090081	1	8	6	2000	-99	8	2	5	3	88
ET090081	2	9	6	2001	-99	10	80	5	5	88
ET090082	1	8	6	1999	-99	8	1	4	3	5
ET090082	2	9	6	1999	-99	9	80	4	3	5
ET090084	1	1	5	1999	-99	9	80	4	2	3
ET090084	2	8	6	1999	-99	10	1	4	3	5
ET090085	1	17	6	1999	2000	2	80	5	5	88
ET090086	1	1	5	2000	-99	10	80	5	2	88
ET090086	2	3	8	1997	-99	9	80	5	2	5
ET090086	3	4	8	1997	-99	9	80	5	2	5
ET090086	4	8	6	2001	-99	8	2	5	9	88
ET090087	1	1	5	1999	-99	5	1	4	2	1
ET090087	2	9	6	1999	-99	5	80	4	5	88
ET090087	3	8	6	1997	-99	5	2	4	5	88
ET090087	4	5	13	1998	-99	4	80	4	2	5
ET090088	1	8	6	1997	-99	8	2	4	5	88
ET090088	2	7	6	1997	-99	10	80	5	5	88
ET090088	3	1	5	1997	-99	10	1	5	3	88
ET090089	1	1	5	2000	-99	9	1	4	3	88
ET090089	2	9	6	2000	-99	9	1	4	3	88
ET090090	1	1	5	1996	-99	5	80	4	2	1
ET090090	2	9	6	1999	-99	8	80	5	5	88
ET090092	1	3	8	2001	-99	10	80	2	2	88
ET090092	2	4	8	2001	-99	10	80	2	2	1
ET090092	3	1	5	1995	-99	10	80	4	1	2
ET090092	4	9	6	1997	-99	10	80	5	5	88
ET090093	1	14	8	1995	-99	10	80	4	2	1
ET090094	1	1	5	1995	-99	10	80	4	2	5
ET090094	2	9	6	2000	-99	10	80	4	5	88
ET090094	3	8	6	1998	-99	8	2	5	9	88
ET090095	1	1	5	1998	-99	10	80	5	1	2
ET090095	2	9	6	1999	-99	10	80	5	5	88
ET090095	3	3	8	1997	-99	9	80	5	2	1
ET090095	4	4	8	1997	-99	9	80	5	2	1
ET090096	1	1	5	1996	-99	10	80	5	2	1
ET090096	2	9	6	2000	-99	10	80	4	5	88
ET100001	1	8	6	2000	-99	8	2	4	5	3
ET100003	1	8	6	2000	-99	10	80	4	2	88
ET100003	2	7	6	2001	-99	10	80	4	5	88
ET100004	1	12	15	2001	2002	4	0	3	4	88
ET100004	2	12	15	2002	-99	4	17	1	4	88
ET100006	1	16	15	2000	-99	4	13	2	9	88
ET100007	1	8	6	1999	-99	5	80	4	2	88
ET100009	1	7	6	1999	-99	8	80	5	9	88
ET100010	1	7	6	1999	-99	3	80	4	5	88
ET100010	2	8	6	1999	-99	8	80	1	5	3
ET100013	1	8	6	1990	-99	5	80	3	5	3
ET100013	2	2	14	2000	2001	4	2	4	5	3
ET100013	3	9	6	1999	-99	9	2	4	5	88
ET100014	1	7	6	1997	-99	10	80	5	5	3
ET100014	2	8	6	2001	-99	10	8	4	5	88
ET100015	1	5	13	2001	-99	4	2	4	4	5
ET100016	1	18	8	1999	2001	10	80	5	2	4
ET100016	2	18	15	2002	2002	4	15	5	4	88
ET100017	1	16	36	1999	-99	11	80	5	4	88
ET100017	2	9	36	1998	-99	5	80	5	5	88
ET100018	1	7	6	1997	-99	10	80	4	5	88
ET100018	2	8	6	2000	-99	2	80	4	5	88
ET100019	1	5	13	2000	2001	4	80	4	2	88
ET100019	2	7	6	2001	-99	1	80	4	5	4
ET100019	3	8	6	2000	-99	1	80	4	5	88
ET100020	1	5	13	2001	-99	4	80	5	2	88
ET100020	2	8	6	1999	-99	5	80	5	2	5
ET100021	1	8	6	2000	-99	8	80	4	5	3
ET100021	2	7	6	1999	-99	5	80	4	3	88
ET100022	1	8	6	1995	-99	10	2	3	3	88
ET100022	2	7	6	1995	-99	10	2	3	3	88
ET100023	1	5	13	1999	-99	77	80	5	1	4
ET100023	2	8	6	1997	-99	8	80	5	1	4
ET100023	3	13	36	2001	-99	4	1	5	2	1
ET100023	4	16	36	2002	-99	77	80	4	4	88
ET100024	1	8	6	2000	-99	10	80	5	5	88
ET100024	2	14	8	2001	-99	11	80	4	9	88
ET100025	1	8	6	1998	-99	5	2	4	5	88
ET100026	1	7	6	2000	-99	10	80	4	5	88
ET100027	1	8	6	2001	-99	8	2	1	1	2
ET100028	1	8	6	2000	-99	4	2	4	5	88
ET100029	1	8	6	1984	-99	8	90	5	1	5
ET100029	2	12	8	2002	-99	11	0	4	6	4
ET100030	1	1	5	1999	-99	4	80	4	2	88
ET100030	2	9	6	1998	-99	5	80	3	5	88
ET100030	3	7	6	1998	-99	5	80	4	5	88
ET100032	1	18	77	2001	2001	7	5	5	2	88
ET100033	1	16	15	1994	-99	5	3	5	9	88
ET100034	1	8	6	2000	-99	10	2	4	5	88
ET100034	2	5	13	1999	-99	4	80	4	1	2
ET100036	1	8	6	2000	-99	8	2	1	5	88
ET100037	1	5	13	1998	2000	4	80	4	9	88
ET100037	2	8	6	2002	-99	8	3	4	5	88
ET100037	3	19	8	2001	-99	11	80	4	9	88
ET100038	1	8	6	1999	-99	8	80	5	1	88
ET100038	2	11	6	1997	-99	8	80	4	5	88
ET100038	3	9	6	1999	-99	8	80	4	5	88
ET100038	4	16	14	2001	-99	11	80	5	4	88
ET100039	1	8	6	1999	-99	8	3	5	5	88
ET100040	1	16	15	1989	2002	4	3	4	9	88
ET100040	2	14	15	1989	2002	8	3	4	2	88
ET100041	1	8	6	1996	-99	10	3	4	3	5
ET100041	2	12	8	2001	2003	11	0	4	4	88
ET100044	1	8	6	2001	-99	8	2	1	3	9
ET100044	2	12	8	2001	-99	11	0	5	4	6
ET100044	3	14	8	2001	-99	11	0	5	1	88
ET100046	1	12	15	1992	-99	5	3	3	4	6
ET100048	1	16	15	1994	-99	5	4	4	9	88
ET100049	1	16	15	1987	-99	5	80	3	4	88
ET100049	2	12	8	2001	-99	4	0	4	4	88
ET100049	3	19	15	1987	-99	5	80	3	2	88
ET100049	4	19	8	2001	-99	11	0	4	1	88
ET100051	1	8	6	1996	-99	8	80	5	2	88
ET100052	1	8	6	1999	-99	10	2	5	3	88
ET100053	1	16	14	2002	-99	11	1	5	9	88
ET100055	1	8	6	2000	-99	8	2	4	9	88
ET100055	2	5	13	2000	-99	10	1	5	1	2
ET100056	1	8	6	2000	-99	10	2	4	5	88
ET100056	2	5	13	2000	-99	3	2	4	4	2
ET100057	1	19	8	2001	-99	11	10	4	9	88
ET100057	2	7	15	2001	2002	8	1	1	9	88
ET100058	1	19	15	1990	-99	5	3	5	1	2
ET100058	2	19	15	1990	-99	5	3	5	1	2
ET100058	3	16	15	1990	-99	4	3	5	4	88
ET100058	4	8	6	1998	-99	8	2	5	2	88
ET100059	1	8	6	2001	-99	8	2	5	2	88
ET100060	1	16	15	1991	-99	5	4	3	4	5
ET100060	2	8	6	1992	-99	8	2	4	5	3
ET100061	1	8	6	1999	-99	8	2	4	2	88
ET100062	1	8	6	1999	-99	8	2	4	5	88
ET100063	1	18	15	1998	-99	10	80	3	2	4
ET100064	1	12	8	2000	2001	10	0	4	4	88
ET100064	2	19	8	2000	2001	10	0	4	1	2
ET100065	1	8	6	1994	-99	8	80	4	5	88
ET100065	2	7	6	2000	-99	10	80	4	5	88
ET100065	3	12	8	2000	-99	10	80	4	6	2
ET100066	1	8	6	1998	-99	8	2	4	5	88
ET100066	2	7	6	1999	-99	10	80	5	3	88
ET100067	1	8	6	1998	-99	8	1	1	1	88
ET100068	1	8	6	2001	-99	8	1	4	3	5
ET100070	1	12	15	1999	-99	5	4	3	4	88
ET100070	2	19	15	1999	-99	5	4	3	2	88
ET100071	1	16	15	1994	2001	4	5	5	9	88
ET100072	1	19	8	2001	-99	11	17	4	9	88
ET100072	2	8	6	2000	-99	10	2	5	5	88
ET100072	3	16	36	2001	-99	9	2	5	9	88
ET100073	1	12	8	2001	2003	11	0	4	6	4
ET100073	2	8	6	1998	-99	8	2	4	3	5
ET100073	3	19	8	2001	-99	11	0	4	2	88
ET100075	1	8	6	1998	-99	8	2	5	1	88
ET100076	1	11	6	2001	-99	10	2	4	5	88
ET100076	2	17	6	2001	-99	5	2	4	5	88
ET100077	1	8	6	2001	-99	10	2	4	9	88
ET100078	1	16	15	1999	2001	10	6	4	9	88
ET100079	1	16	36	1998	-99	11	80	5	4	6
ET100079	2	8	6	2001	-99	4	80	3	5	88
ET100079	3	7	6	1996	-99	5	80	3	5	88
ET100080	1	19	8	2000	2001	11	0	3	1	2
ET100081	1	8	6	1998	-99	8	2	4	5	88
ET100081	2	16	8	2001	-99	10	80	4	9	88
ET100083	1	8	6	2000	-99	8	2	4	5	88
ET100083	2	7	6	2000	-99	10	80	4	5	88
ET100084	1	5	13	2001	-99	4	2	5	2	1
ET100084	2	8	6	2001	-99	7	2	5	5	88
ET100085	1	19	8	2001	-99	11	0	5	1	2
ET100085	2	12	8	2001	-99	11	0	5	4	88
ET100087	1	7	6	1999	-99	4	80	4	4	88
ET100087	2	8	6	2000	-99	7	80	4	2	88
ET100087	3	16	36	1993	-99	4	80	4	6	4
ET100088	1	12	15	2001	-99	4	0	3	4	88
ET100089	1	8	6	1999	2000	4	2	4	5	88
ET100090	1	16	36	1995	-99	11	80	5	4	6
ET100090	2	8	6	1994	-99	8	80	5	1	4
ET100090	3	7	6	1994	-99	11	80	4	5	88
ET100090	4	1	5	1987	-99	4	80	1	1	88
ET100091	1	18	15	2000	2002	10	90	5	2	4
ET100092	1	12	8	2001	-99	4	0	5	4	88
ET100092	2	19	8	2001	-99	11	0	5	1	2
ET100092	3	8	6	2000	-99	8	3	4	3	9
ET100093	1	16	15	1989	2000	5	5	3	9	88
ET100094	1	8	6	1997	-99	8	80	4	2	5
ET100094	2	7	6	1997	-99	10	80	4	5	88
ET100095	1	12	15	2001	-99	11	80	4	6	2
ET100095	2	19	8	2001	-99	11	80	4	2	88
ET100095	3	8	6	1996	-99	8	2	4	3	5
ET100096	1	8	6	2000	-99	8	2	4	5	88
ET100097	1	12	8	2000	2000	4	0	4	2	6
ET100097	2	12	8	2002	2003	4	4	4	9	88
ET100098	1	8	6	1990	-99	8	3	3	3	5
ET100098	2	12	8	2001	-99	4	5	4	9	88
ET100098	3	19	8	2001	-99	11	5	4	9	88
ET100099	1	5	36	2001	-99	4	80	5	1	88
ET100099	2	8	6	1998	-99	8	80	5	1	2
ET100099	3	16	36	1993	-99	11	80	5	6	4
ET100099	4	17	6	2001	-99	4	80	3	5	5
ET100100	1	8	6	1997	-99	10	2	4	5	3
ET100100	2	12	8	2000	2002	4	0	4	2	4
ET110002	1	8	6	1997	-99	9	1	3	5	3
ET110002	2	9	6	2000	-99	9	1	4	5	88
ET110003	1	1	1	1997	-99	9	1	5	1	88
ET110003	2	9	6	2000	-99	10	80	5	3	88
ET110003	3	8	6	2002	-99	10	2	5	5	88
ET110004	1	1	5	2000	-99	7	80	5	2	88
ET110004	2	9	6	1999	-99	9	80	5	5	88
ET110004	3	5	13	1999	-99	4	1	4	2	88
ET110004	4	8	6	1999	-99	8	2	2	5	88
ET110005	1	19	8	1997	2000	10	4	5	1	2
ET110005	2	8	6	1998	-99	8	2	5	5	88
ET110006	1	9	6	2000	-99	10	2	3	5	3
ET110006	2	8	6	1998	-99	8	2	3	3	5
ET110006	3	1	5	1999	-99	4	1	3	2	5
ET110007	1	9	6	1999	-99	10	1	4	5	88
ET110008	1	9	6	2002	-99	10	3	4	5	88
ET110009	1	1	5	2000	-99	4	1	3	2	88
ET110009	2	9	6	1999	-99	7	1	4	5	88
ET110009	3	8	6	1999	-99	8	2	4	5	88
ET110010	1	7	6	1997	-99	7	2	4	5	88
ET110011	1	1	5	1993	-99	4	1	4	2	88
ET110011	2	9	6	1998	-99	4	80	4	5	3
ET110011	3	7	6	1998	-99	4	80	4	5	3
ET110012	1	8	6	1997	-99	8	2	4	5	88
ET110012	2	9	6	2000	-99	8	80	3	5	88
ET110013	1	9	6	2001	-99	10	80	5	5	88
ET110013	2	7	6	1999	-99	7	80	5	5	88
ET110014	1	1	5	1994	-99	4	80	4	2	1
ET110014	2	8	6	1998	-99	8	2	4	3	5
ET110014	3	9	6	2000	-99	4	80	3	5	4
ET110015	1	1	5	1996	-99	8	1	4	1	2
ET110015	2	5	5	1983	2001	4	1	5	1	2
ET110015	3	9	6	1996	-99	9	80	5	5	88
ET110016	1	1	36	1994	-99	11	80	4	2	1
ET110016	2	9	6	1990	-99	5	80	4	5	88
ET110016	3	7	6	1996	-99	5	80	4	5	88
ET110016	4	16	36	1993	-99	4	80	5	4	88
ET110017	1	8	6	2000	-99	8	2	4	5	3
ET110017	2	9	6	1996	-99	7	80	4	5	3
ET110017	3	1	5	1990	-99	8	80	3	2	4
ET110019	1	9	6	1992	-99	10	80	5	5	88
ET110019	2	8	6	1996	-99	10	2	5	1	2
ET110019	3	1	5	1992	-99	5	80	5	1	2
ET110019	4	5	5	1979	2000	4	1	5	1	2
ET110020	1	1	5	2000	-99	10	1	4	2	88
ET110020	2	9	6	2000	-99	10	1	4	5	88
ET110020	3	8	6	2000	-99	8	2	4	5	88
ET110021	1	1	5	1998	-99	7	80	5	1	2
ET110021	2	9	6	1998	-99	10	80	5	5	88
ET110021	3	8	6	2001	-99	8	5	5	1	2
ET110021	4	5	36	2000	2000	4	80	5	9	88
ET110022	1	1	5	1996	-99	4	80	3	1	2
ET110022	2	8	6	1990	-99	8	80	5	3	5
ET110022	3	9	6	2000	-99	4	80	3	5	88
ET110022	4	16	36	1994	-99	11	80	5	4	6
ET110023	1	1	5	1998	-99	7	80	4	2	88
ET110023	2	8	6	2001	-99	8	2	4	2	5
ET110023	3	9	6	1996	-99	10	80	4	5	88
ET110023	4	5	13	1992	-99	11	80	4	4	88
ET110024	1	8	6	1992	-99	8	2	5	1	88
ET110024	2	9	6	1992	-99	8	2	5	3	88
ET110024	3	1	1	2001	-99	5	3	5	1	88
ET110024	4	1	15	2000	-99	10	80	5	1	2
ET110025	1	9	6	2000	-99	4	1	4	5	88
ET110025	2	8	6	1999	-99	3	2	3	3	5
ET110026	1	8	6	1999	-99	8	2	4	3	5
ET110026	2	9	6	1995	-99	8	80	4	3	5
ET110026	3	1	5	1995	-99	8	80	4	1	4
ET110027	1	9	6	1995	-99	7	80	4	3	5
ET110028	1	5	36	2001	-99	4	80	4	2	88
ET110028	2	8	6	1997	-99	3	80	5	2	5
ET110028	3	7	6	1997	-99	3	80	4	5	88
ET110029	1	9	6	2001	-99	10	2	5	3	88
ET110029	2	7	6	2002	-99	10	2	5	3	88
ET110030	1	9	6	1995	-99	10	80	4	3	5
ET110030	2	8	6	1998	-99	8	3	4	5	3
ET110031	1	7	6	1996	-99	4	80	4	5	88
ET110031	2	8	6	1996	-99	8	80	4	5	1
ET110031	3	9	6	1998	-99	4	80	3	5	88
ET110031	4	11	6	2002	-99	8	80	4	5	88
ET110032	1	1	5	1997	-99	4	80	4	2	88
ET110033	1	9	6	1995	-99	8	80	4	3	5
ET110033	2	1	5	1999	-99	10	80	5	4	1
ET110034	1	1	5	1999	-99	5	1	4	2	88
ET110034	2	9	6	1999	-99	5	2	4	5	88
ET110034	3	8	6	2002	-99	8	2	4	5	88
ET110035	1	8	6	1995	-99	8	2	4	5	88
ET110035	2	9	6	1999	-99	8	80	4	5	88
ET110036	1	9	6	1996	-99	3	80	4	5	88
ET110036	2	1	5	1990	-99	4	80	4	2	88
ET110036	3	16	36	2002	-99	4	80	4	4	88
ET110036	4	7	6	1996	-99	3	80	5	5	88
ET110037	1	9	6	2000	-99	4	80	4	5	88
ET110037	2	5	12	2000	2001	4	1	3	2	88
ET110038	1	5	13	1998	2001	4	1	1	2	88
ET110038	2	1	5	2001	-99	10	80	5	2	88
ET110038	3	9	6	2001	-99	10	80	5	5	88
ET110039	1	8	6	1993	-99	8	2	5	2	88
ET110039	2	9	6	2001	-99	4	80	5	5	88
ET110042	1	8	6	2001	-99	8	2	4	5	3
ET110042	2	9	6	1997	-99	7	80	4	5	2
ET110042	3	1	5	1995	-99	8	80	3	2	4
ET110043	1	1	5	1998	-99	7	80	5	1	2
ET110043	2	9	6	1998	-99	10	80	5	5	88
ET110043	3	8	6	2001	-99	8	3	5	1	8
ET110043	4	5	36	2000	2000	4	80	5	9	88
ET110045	1	8	6	1998	-99	8	2	5	2	88
ET110045	2	9	6	2000	-99	4	80	5	5	88
ET110045	3	5	13	2000	-99	4	2	5	2	88
ET110046	1	7	6	2000	-99	10	2	5	3	88
ET110046	2	9	6	2000	-99	10	80	5	3	4
ET110046	3	5	13	2001	-99	4	2	5	1	2
ET110047	1	8	6	2001	-99	8	2	4	5	88
ET110047	2	5	13	2000	-99	4	2	3	2	4
ET110048	1	1	5	1999	-99	7	1	5	2	88
ET110048	2	9	6	2001	-99	4	8	5	5	88
ET110048	3	8	6	2001	2000	4	2	4	2	88
ET110049	1	1	5	1998	2000	4	2	5	1	2
ET110049	2	9	6	1999	-99	7	80	4	5	88
ET110051	1	1	5	1999	-99	7	17	4	2	88
ET110051	2	9	6	1999	-99	7	18	4	5	88
ET110052	1	9	6	2000	-99	4	80	4	5	88
ET110052	2	8	6	2000	-99	7	2	5	2	88
ET110052	3	5	13	2001	-99	4	2	5	2	88
ET110053	1	1	1	1999	-99	10	80	4	1	2
ET110053	2	9	6	2000	-99	10	80	4	5	88
ET110053	3	5	13	2001	-99	5	80	4	2	88
ET110055	1	8	6	2001	-99	8	2	5	1	2
ET110056	1	1	5	2001	-99	5	80	4	1	2
ET110056	2	9	6	1999	-99	4	80	5	5	88
ET110056	3	5	36	2000	2000	11	80	5	9	88
ET110057	1	8	6	1995	-99	10	2	4	2	4
ET110057	2	1	5	2001	-99	10	80	5	2	88
ET110057	3	9	6	2001	-99	8	80	5	5	88
ET110059	1	1	5	2001	-99	8	1	5	2	88
ET110059	2	8	6	1998	-99	8	2	5	2	88
ET110059	3	5	13	1998	-99	4	1	5	2	4
ET110059	4	9	6	2001	-99	4	80	5	5	88
ET110060	1	5	37	1998	2001	4	2	4	2	5
ET110061	1	9	6	1994	2001	8	2	4	5	88
ET110061	2	8	6	1994	2001	8	2	4	5	88
ET110062	1	1	5	1999	-99	4	1	4	2	88
ET110062	2	9	6	1999	-99	6	1	4	5	88
ET110063	1	9	6	1999	-99	10	3	4	5	88
ET110063	2	1	5	1999	-99	6	3	4	2	88
ET110064	1	1	5	1999	-99	7	1	4	2	88
ET110064	2	9	6	1999	-99	6	2	4	5	88
ET110065	1	1	5	1998	-99	10	1	4	2	88
ET110065	2	9	6	2000	-99	8	80	5	3	88
ET110065	3	8	6	2000	-99	8	2	5	2	88
ET110066	1	16	36	2001	-99	4	80	4	4	6
ET110066	2	8	6	1996	-99	8	80	4	2	1
ET110066	3	9	6	1998	-99	8	80	4	5	88
ET110066	4	7	6	1998	-99	8	80	4	5	88
ET110068	1	8	6	2000	-99	8	2	5	2	3
ET110068	2	5	36	2000	2000	4	80	5	9	88
ET110069	1	1	36	2001	-99	4	80	1	1	2
ET110069	2	5	13	1999	-99	4	80	5	1	3
ET110069	3	9	6	2001	-99	4	80	3	5	88
ET110069	4	8	6	2000	-99	11	80	5	1	4
ET110071	1	9	6	1999	-99	6	2	4	5	88
ET110071	2	1	5	1999	-99	7	1	4	2	88
ET110072	1	9	6	1999	-99	4	80	4	5	88
ET110072	2	8	6	1998	-99	8	80	5	2	88
ET110072	3	5	36	2000	2002	4	80	5	9	88
ET110073	1	1	5	1999	-99	8	1	4	2	88
ET110073	2	9	6	1999	-99	7	1	4	5	88
ET110074	1	8	6	1995	-99	8	2	4	5	3
ET110074	2	9	6	1999	-99	7	80	4	3	5
ET110074	3	1	5	1996	-99	6	80	3	2	4
ET110075	1	1	5	1992	2001	4	1	3	2	5
ET110075	2	9	6	2000	-99	9	1	3	3	5
ET110077	1	9	6	1997	-99	10	80	4	3	5
ET110078	1	1	5	1997	-99	5	80	5	1	2
ET110078	2	9	6	1999	-99	7	80	5	4	88
ET110078	3	8	6	1997	-99	1	80	4	1	2
ET110079	1	1	1	2000	-99	4	80	3	2	88
ET110079	2	9	6	2000	-99	8	2	5	3	88
ET110081	1	1	5	1998	-99	9	80	4	2	88
ET110081	2	8	6	1994	-99	8	2	4	2	5
ET110081	3	9	6	2001	-99	4	80	2	5	88
ET110082	1	1	36	1998	-99	5	80	4	1	2
ET110082	2	9	6	1998	-99	5	80	4	5	88
ET110082	3	8	6	1994	-99	8	80	4	1	88
ET110082	4	5	13	2000	-99	3	80	3	2	88
ET110083	1	1	5	1992	2001	4	1	3	2	5
ET110083	2	9	6	1998	-99	9	80	3	5	88
ET110084	1	9	6	1995	-99	8	80	4	1	3
ET110084	2	8	6	1998	-99	8	2	4	3	5
ET110085	1	8	6	1997	-99	8	2	3	3	5
ET110085	2	9	6	2000	-99	5	2	3	3	5
ET110086	1	8	6	1998	-99	8	2	4	2	3
ET110086	2	9	6	1998	-99	10	80	4	5	3
ET110088	1	9	6	2000	-99	7	2	4	5	88
ET110088	2	8	6	1999	-99	8	2	4	5	88
ET110088	3	1	5	2000	-99	10	1	4	2	88
ET110089	1	8	6	1996	-99	8	2	5	2	88
ET110089	2	1	5	1996	-99	7	80	4	2	88
ET110089	3	9	6	2001	-99	7	80	5	5	88
ET110091	1	8	6	1998	-99	1	2	5	2	88
ET110091	2	1	5	2001	-99	5	1	5	2	88
ET110091	3	9	6	2001	-99	4	80	4	5	88
ET110091	4	5	13	1995	-99	4	1	4	2	4
ET110092	1	1	5	1998	-99	7	80	5	1	2
ET110092	2	9	6	1997	-99	5	80	4	5	88
ET110092	3	8	6	2002	-99	8	1	5	2	88
ET110093	1	1	5	1985	-99	10	80	5	1	88
ET110093	2	9	6	1997	-99	8	80	5	5	88
ET110093	3	8	6	1995	-99	8	2	5	2	88
ET110094	1	1	5	1998	-99	10	80	4	1	4
ET110094	2	9	6	2001	-99	9	80	4	5	3
ET110094	3	7	6	2001	2001	4	80	4	5	3
ET110096	1	1	1	1997	-99	4	6	4	1	88
ET110096	2	9	6	2000	-99	5	88	4	3	88
ET110098	1	1	5	1985	-99	4	80	5	1	2
ET110098	2	9	6	1996	-99	5	80	5	5	88
ET110098	3	8	6	1998	-99	8	2	5	2	4
ET110099	1	1	5	2000	-99	4	1	4	2	88
ET110100	1	1	1	1996	-99	10	1	5	1	2
ET110100	2	8	6	1998	-99	8	2	5	5	88
ET110100	3	9	6	2000	-99	10	80	5	3	88
ET110100	4	8	6	1997	-99	4	80	5	3	88
ET120001	1	9	6	2000	-99	4	80	4	3	5
ET120002	1	9	6	2001	-99	7	2	4	9	88
ET120006	1	9	6	2001	-99	8	80	4	9	88
ET120007	1	9	6	1995	-99	5	80	4	5	3
ET120008	1	1	5	2001	-99	8	1	4	2	88
ET120011	1	9	6	1999	-99	4	80	4	3	88
ET120013	1	9	6	1999	-99	10	80	4	5	88
ET120015	1	9	6	1996	-99	5	80	2	3	5
ET120019	1	1	5	1995	-99	5	80	4	1	88
ET120019	2	9	6	2000	-99	5	80	4	5	3
ET120025	1	9	6	1996	-99	9	80	4	5	88
ET120025	2	1	5	1996	-99	7	80	4	1	88
ET120036	1	9	6	1999	-99	4	80	4	5	88
ET120037	1	9	6	2000	-99	10	80	4	5	1
ET120039	1	9	6	2000	-99	8	80	4	5	88
ET120042	1	9	6	2000	-99	5	80	3	5	88
ET120044	1	9	6	1997	-99	7	80	4	3	5
ET120044	2	1	5	1995	-99	5	88	4	9	88
ET120045	1	9	6	2000	-99	5	80	4	3	5
ET120047	1	9	6	1999	-99	5	80	4	3	88
ET120052	1	9	6	1998	-99	4	80	3	3	88
ET120053	1	9	6	1997	-99	10	80	4	5	88
ET120054	1	9	6	1999	-99	5	80	4	5	3
ET120056	1	9	6	2001	-99	5	80	3	88	88
ET120056	2	1	5	1995	-99	9	80	4	3	88
ET120058	1	9	6	1997	-99	5	80	4	5	3
ET120063	0	9	6	1999	-99	4	80	4	5	3
ET120065	1	9	6	1997	-99	9	80	4	5	88
ET120067	1	9	6	1999	-99	4	80	4	3	88
ET120071	1	9	6	1999	-99	5	80	4	3	6
ET120072	1	9	6	1995	-99	7	80	4	3	88
ET120072	2	1	5	1994	-99	4	80	4	9	88
ET120073	1	9	6	1999	-99	5	3	4	3	88
ET120074	1	9	6	1995	-99	10	80	3	3	88
ET120074	2	1	5	2000	-99	8	80	2	2	88
ET120080	1	9	6	2001	-99	4	80	4	3	88
ET120080	2	1	5	2002	-99	4	2	2	9	88
ET120081	1	1	5	2001	-99	4	1	3	9	88
ET120085	1	1	5	1996	-99	5	80	4	9	88
ET120087	1	1	5	1996	-99	5	80	4	2	88
ET120087	2	9	6	1998	-99	8	80	4	5	88
ET120090	1	9	6	1998	-99	1	80	4	3	5
ET120091	1	9	6	1999	-99	5	80	4	3	5
ET120094	1	9	5	1999	-99	7	80	3	5	88
ET120098	1	1	5	1997	-99	4	80	4	2	88
ET120099	1	1	5	2000	-99	5	80	4	9	88
ET130001	1	9	6	1995	-99	10	80	4	5	88
ET130001	2	7	6	1994	-99	4	80	4	5	88
ET130002	1	7	6	1999	-99	10	80	5	5	88
ET130002	2	8	6	2000	-99	10	80	5	5	88
ET130002	3	9	6	1995	-99	10	80	5	5	88
ET130002	4	17	6	1995	-99	10	80	5	5	88
ET130003	1	8	6	1995	-99	9	80	4	3	88
ET130003	2	9	6	1999	-99	10	80	4	4	3
ET130003	3	7	6	2000	-99	9	80	4	4	88
ET130003	4	5	15	2001	-99	4	80	4	1	2
ET130004	1	7	6	2000	-99	10	80	4	5	88
ET130004	2	8	6	1999	-99	10	80	4	3	5
ET130004	3	9	6	1998	-99	10	80	2	7	88
ET130005	1	7	6	1987	-99	10	80	5	5	88
ET130005	2	8	6	1987	-99	10	80	4	5	88
ET130005	3	9	6	1987	-99	8	80	4	5	88
ET130007	1	7	6	1999	-99	5	80	5	5	88
ET130007	2	8	6	2000	-99	5	80	5	5	88
ET130007	3	9	6	1995	-99	5	80	5	5	88
ET130007	4	17	6	1995	-99	5	80	5	5	88
ET130008	1	7	6	1988	-99	8	80	4	5	88
ET130008	2	8	6	1988	-99	10	80	4	5	88
ET130008	3	9	6	2001	-99	10	80	4	5	88
