CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET200059	1	4	39	2000	-99	11	80	4	1	2
ET200059	2	10	5	2000	-99	4	1	4	9	88
ET200059	3	9	6	1998	-99	5	80	4	5	88
ET200060	1	4	39	1997	-99	11	80	4	2	8
ET200060	2	14	36	-77	-99	11	8	4	2	88
ET200060	3	9	6	1996	-99	10	80	4	3	5
ET200061	1	4	39	1998	2000	11	80	4	2	5
ET200061	2	1	5	2000	-99	4	1	4	7	4
ET200062	1	4	39	1998	-99	11	80	5	1	2
ET200062	2	5	13	1996	-99	2	80	4	1	2
ET200062	3	1	5	1985	-99	4	80	3	1	2
ET200062	4	8	6	1995	-99	2	1	5	8	88
ET200063	1	4	39	1997	-99	11	80	5	2	7
ET200063	2	9	6	2001	-99	10	80	4	5	3
ET200064	1	4	39	1997	-99	11	80	4	2	88
ET200064	2	9	6	1998	-99	10	80	4	5	88
ET200064	3	10	36	1999	2001	4	6	5	2	88
ET200065	1	4	39	1998	-99	11	80	4	2	88
ET200065	2	5	13	2000	-99	4	80	4	1	2
ET200066	1	14	36	2001	-99	11	80	4	2	88
ET200066	2	1	5	1985	-99	4	80	4	2	88
ET200067	1	4	39	2001	-99	11	80	4	1	2
ET200067	2	1	5	1998	-99	4	1	4	1	2
ET200068	1	5	13	2000	-99	2	80	4	2	88
ET200069	1	10	15	2001	-99	7	80	4	2	88
ET200070	1	14	39	1996	-99	11	80	4	2	88
ET200070	2	18	15	1989	-99	10	3	5	1	88
ET200071	1	1	5	1990	-99	4	80	3	2	88
ET200071	2	5	13	1987	-99	2	80	3	2	88
ET200071	3	17	6	1998	-99	10	80	3	5	88
ET200072	1	4	39	1998	-99	11	80	4	2	88
ET200072	2	5	13	1999	-99	4	80	4	1	2
ET200073	1	4	39	1998	-99	11	80	5	1	2
ET200073	2	1	5	1989	-99	4	80	4	1	2
ET200074	1	4	39	2001	-99	11	80	5	2	88
ET200074	2	5	15	2001	-99	2	80	5	2	4
ET200075	1	4	39	1997	-99	11	80	4	2	88
ET200075	2	5	13	1985	-99	4	80	4	2	88
ET200075	3	9	6	1992	-99	10	80	4	5	88
ET200075	4	10	5	1995	-99	4	80	4	2	88
ET200076	1	4	39	2000	-99	11	80	4	2	2
ET200076	2	8	6	1999	2000	5	2	5	5	88
ET200077	1	4	39	1998	-99	11	80	5	2	2
ET200077	2	5	13	1996	-99	2	80	5	2	88
ET200078	1	14	39	1997	-99	11	80	5	1	2
ET200079	1	4	39	2001	-99	11	80	4	1	2
ET200079	2	8	6	2000	-99	5	1	4	5	88
ET200080	1	4	39	1999	-99	11	80	4	2	88
ET200080	2	1	1	1999	-99	5	80	4	2	88
ET200081	1	5	13	1998	-99	4	80	4	1	2
ET200081	2	4	39	1998	-99	11	80	4	2	88
ET200082	1	4	39	1998	-99	11	80	4	1	2
ET200082	2	1	1	1994	-99	4	80	4	2	1
ET200083	1	4	39	2001	-99	11	80	4	1	2
ET200083	2	9	5	1990	-99	1	2	4	5	88
ET200084	1	4	39	2001	-99	11	80	1	2	88
ET200084	2	5	13	2001	-99	1	80	4	1	88
ET200084	3	8	6	2000	2001	5	2	4	5	88
ET200084	4	10	15	2001	-99	77	80	4	2	88
ET200085	1	4	39	1998	-99	11	80	5	2	88
ET200085	2	5	13	2000	-99	2	80	4	4	88
ET200086	1	4	36	1998	-99	11	80	4	2	88
ET200086	2	5	13	1999	-99	2	80	4	2	88
ET200086	3	8	6	1999	-99	7	4	4	5	88
ET200086	4	10	15	2001	-99	77	80	4	2	88
ET200087	1	10	15	1999	-99	77	80	4	2	88
ET200087	2	4	39	1999	-99	11	80	4	2	88
ET200087	3	19	22	1999	-99	77	80	4	2	88
ET200087	4	1	5	1999	-99	5	1	4	2	1
ET200088	1	4	39	1998	2002	11	80	4	1	2
ET200088	2	1	5	1999	-99	4	1	4	1	2
ET200089	1	4	39	1999	-99	11	80	5	2	6
ET200089	2	9	6	1998	-99	10	2	4	5	3
ET200089	3	10	5	2000	-99	10	1	4	3	88
ET200089	4	8	6	1998	-99	10	2	4	5	3
ET200090	1	4	36	2001	-99	11	80	4	1	2
ET200090	2	1	5	1999	-99	4	1	4	1	2
ET200091	1	4	39	1998	-99	11	80	4	1	2
ET200091	2	19	22	2001	-99	77	80	4	2	88
ET200091	3	10	15	2001	-99	77	80	4	2	88
ET200092	1	4	39	1999	-99	11	80	4	2	88
ET200092	2	1	5	1999	-99	5	1	4	2	1
ET200092	3	5	13	1988	-99	5	80	4	2	1
ET200093	1	4	39	1998	-99	11	80	4	2	88
ET200094	1	4	39	1999	-99	11	80	4	2	88
ET200094	2	1	5	1990	-99	4	80	4	2	88
ET200094	3	17	6	1999	-99	10	80	5	5	88
ET200094	4	9	6	1994	-99	10	80	5	5	88
ET200095	1	4	39	-77	-99	11	80	5	2	1
ET200095	2	5	36	1991	-99	3	80	5	1	2
ET200095	3	1	5	1986	-99	5	80	5	2	1
ET200096	1	4	39	1998	-99	11	80	5	1	2
ET200096	2	1	5	1990	-99	1	80	4	1	2
ET200097	1	4	39	1998	-99	11	80	5	2	88
ET200098	1	1	5	1987	-99	4	80	4	2	88
ET200098	2	5	13	1985	-99	2	80	4	1	88
ET200098	3	9	6	1990	-99	10	80	4	5	88
ET200099	1	4	39	2001	-99	11	80	4	2	6
ET200099	2	14	39	1998	-99	11	3	4	2	6
ET200099	3	9	6	1995	-99	10	80	5	5	88
ET200100	1	4	39	1999	-99	11	80	5	2	88
ET200100	2	5	13	2000	-99	2	80	4	4	5
