CHILDCODE	MEMIDR4	MEMAGER4	AGEMTHR4	MEMSEXR4	RELATER4	LIVHSER4	YRDIEDR4	MTHBRNR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	THSDISR4	BRNDEPR4	GRADER4	EDCCHGR4	STILLR4	WHYNOTR4	AGEGRDR4	SCHTYPR4	LSTTYPR4	MEMINCR4	MEMCNSR4
18036	17	-88	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18036	18	-88	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18036	19	-88	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18036	20	19	 	1	25	1	 	7	3	1	0	23	22	1	 	13	1	1	 	 	4	 	N	Y
18036	21	1	 	1	27	1	 	7	5	 	0	0	20	1	 	 	 	 	 	 	 	 	N	N
18036	22	41	 	1	26	1	 	1	1	1	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
18036	23	34	 	2	26	1	 	5	2	1	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
18037	0	19	 	1	0	1	 	5	3	6	0	2	1	1	 	15	 	1	 	 	4	 	N	N
18037	1	52	 	1	1	1	 	6	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	Y
18037	2	46	 	2	1	1	 	5	2	1	0	5	98	1	 	11	0	0	 	 	 	4	N	N
18037	3	21	 	2	7	1	 	10	3	6	0	2	1	1	 	11	0	0	 	 	 	4	N	N
18037	4	69	 	88	88	3	2005	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18037	5	65	 	2	5	1	 	8	11	4	0	98	98	 	 	 	 	 	 	 	 	 	N	N
18038	0	18	 	1	0	1	 	12	1	2	0	98	98	0	24	9	 	0	 	 	 	4	Y	N
18038	1	48	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18038	2	40	 	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18038	3	23	 	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18038	15	14	 	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18038	16	10	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18039	0	18	 	1	0	1	 	12	3	6	0	2	1	1	 	10	 	1	 	 	4	 	Y	N
18039	1	43	 	1	1	1	 	9	1	1	0	98	98	0	20	11	0	0	 	 	 	4	Y	N
18039	2	39	 	2	1	1	 	11	2	1	0	98	98	1	 	9	0	0	 	 	 	4	Y	N
18039	15	15	 	2	7	1	 	6	3	6	0	2	1	1	 	9	1	1	 	 	4	 	N	N
18039	16	9	 	2	7	1	 	11	3	 	0	2	1	1	 	4	1	1	 	 	4	 	N	N
18039	17	8	 	2	7	1	 	3	3	 	0	2	1	1	 	3	1	1	 	 	4	 	N	N
18039	18	4	 	2	7	1	 	3	3	 	0	2	1	1	 	20	 	1	 	 	4	 	N	N
18040	0	18	 	1	0	1	 	8	5	6	0	98	98	1	 	15	 	1	 	 	1	 	Y	N
18040	1	74	 	1	5	1	 	12	1	3	0	98	98	 	 	 	 	 	 	 	 	 	N	N
18040	2	72	 	2	5	1	 	10	2	3	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
18040	3	39	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18040	4	35	 	2	13	1	 	7	3	6	0	2	1	 	 	 	 	 	 	 	 	 	N	N
18040	5	41	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18040	6	39	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18040	7	20	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18040	8	11	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18040	9	5	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18041	0	18	 	1	0	1	 	9	3	6	0	2	1	1	 	15	 	1	 	 	1	 	N	N
18041	1	68	 	1	1	1	 	3	1	1	0	98	98	1	 	5	0	0	 	 	 	4	Y	N
18041	2	55	 	2	1	1	 	8	2	1	1	98	98	1	 	11	0	0	 	 	 	4	Y	N
18041	3	21	 	1	7	1	 	8	3	6	1	2	0	1	 	11	0	0	 	 	 	4	N	N
18041	4	88	 	88	88	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18041	5	88	 	88	88	3	2004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18042	0	19	 	2	0	1	 	7	3	6	0	2	1	1	 	13	 	1	 	 	1	 	Y	N
18042	1	52	 	1	1	1	 	11	1	3	0	98	98	1	 	7	0	0	 	 	 	4	Y	N
18042	2	47	 	2	1	1	 	10	2	2	0	98	98	0	89	13	0	0	 	 	 	1	Y	N
18042	3	24	 	2	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18042	4	17	 	1	7	1	 	7	3	6	0	2	1	1	 	15	1	1	 	 	1	 	N	N
18043	0	18	 	1	0	1	 	10	3	6	0	2	1	1	 	10	 	0	 	 	 	4	Y	N
18043	1	51	 	1	1	1	 	5	1	3	0	5	98	0	20	11	0	0	 	 	 	4	Y	N
18043	2	46	 	2	1	1	 	1	2	3	0	98	98	1	 	9	0	0	 	 	 	4	Y	N
18043	3	26	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18043	4	88	 	1	6	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18043	5	67	 	2	6	1	 	2	6	4	0	98	98	 	 	 	 	 	 	 	 	 	N	N
18043	6	-88	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18043	7	45	 	2	13	1	 	11	10	4	0	5	98	 	 	 	 	 	 	 	 	 	Y	N
18043	8	-88	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18043	9	-88	 	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18043	10	20	 	2	14	1	 	7	7	2	0	7	98	 	 	 	 	 	 	 	 	 	Y	N
18043	11	16	 	2	14	1	 	8	7	6	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
18043	12	3	 	2	15	1	 	11	7	 	0	10	98	 	 	 	 	 	 	 	 	 	N	N
18044	0	19	 	1	0	1	 	3	3	6	0	98	1	1	 	6	 	0	 	 	 	4	Y	N
18044	1	67	 	1	1	1	 	2	1	4	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
18044	2	88	 	2	1	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18044	3	30	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18044	4	24	 	2	7	1	 	8	3	2	0	98	1	1	 	14	0	0	 	 	 	4	Y	N
18044	15	14	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18044	16	32	 	2	7	1	 	2	3	2	0	98	1	1	 	11	0	0	 	 	 	4	N	N
18044	17	15	 	1	15	1	 	5	5	6	0	4	98	 	 	 	 	 	 	 	 	 	N	N
18044	18	9	 	1	15	1	 	7	5	 	0	4	98	 	 	 	 	 	 	 	 	 	N	N
18044	19	10	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18045	0	19	 	2	0	1	 	10	2	1	0	98	98	0	24	10	 	0	 	 	 	4	N	N
18045	1	43	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18045	2	41	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18045	3	17	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18045	15	15	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
18045	16	25	 	1	25	1	 	2	1	1	0	98	98	0	24	11	1	1	 	 	1	 	Y	N
18045	17	1	 	2	27	1	 	10	3	 	0	0	16	1	 	 	 	 	 	 	 	 	N	N
18046	0	19	 	1	0	1	 	7	3	6	0	2	1	1	 	15	 	1	 	 	4	 	N	N
18046	1	63	 	1	1	1	 	8	1	3	0	98	98	0	20	15	0	0	 	 	 	4	N	N
18046	2	52	 	2	1	1	 	3	2	3	0	98	98	1	 	13	0	0	 	 	 	4	N	N
18046	3	30	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18046	4	29	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18046	5	9	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18046	6	4	 	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18047	0	19	 	2	0	1	 	6	2	3	0	98	98	1	 	13	 	0	 	 	 	1	Y	Y
18047	1	51	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18047	2	44	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18047	3	25	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18047	4	88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18047	5	10	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18047	6	6	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18047	7	20	 	1	25	1	 	5	1	3	0	98	98	1	 	13	1	1	 	 	1	 	Y	Y
18048	0	19	 	2	0	1	 	7	3	6	0	98	1	1	 	13	 	1	 	 	1	 	N	N
18048	1	55	 	1	1	1	 	8	1	4	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
18048	2	47	 	2	1	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18048	3	30	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18048	4	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18048	5	-88	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18048	6	24	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18049	0	19	 	1	0	1	 	5	3	6	0	2	1	1	 	14	 	0	 	 	 	1	N	N
18049	1	69	 	1	1	1	 	9	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
18049	2	49	 	2	1	1	 	7	2	3	0	98	98	1	 	13	0	0	 	 	 	1	Y	N
18049	3	25	 	1	7	1	 	11	3	6	0	2	1	1	 	13	1	1	 	 	4	 	N	Y
18049	4	23	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18050	0	19	 	1	0	1	 	5	3	6	0	2	1	1	 	15	 	1	 	 	1	 	Y	N
18050	1	60	 	1	1	1	 	2	1	3	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
18050	2	50	 	2	1	1	 	7	2	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	Y
18050	3	32	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18050	4	-88	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18050	5	26	 	1	7	1	 	6	3	6	0	2	1	1	 	11	0	0	 	 	 	4	N	N
18050	6	44	 	2	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28001	0	18	 	1	0	1	 	11	3	6	0	2	1	0	20	11	 	0	 	 	 	4	Y	N
28001	1	44	 	1	1	1	 	10	1	1	0	98	98	1	 	5	0	0	 	 	 	4	Y	N
28001	2	40	 	2	1	1	 	7	2	1	0	98	98	1	 	6	0	0	 	 	 	4	N	N
28001	3	20	 	1	7	1	 	3	3	6	0	2	1	0	20	11	1	0	 	 	 	4	Y	N
28001	15	14	 	1	7	1	 	2	3	6	0	2	1	0	20	9	1	1	 	 	4	 	N	N
28002	0	18	 	2	0	1	 	10	3	6	0	2	1	1	 	13	 	1	 	 	4	 	N	N
28002	1	43	 	1	1	1	 	10	1	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28002	2	39	 	2	1	1	 	3	2	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28002	3	21	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28002	15	15	 	1	7	1	 	2	3	6	0	2	1	0	20	9	1	1	 	 	4	 	N	N
28002	16	5	 	1	15	1	 	3	5	 	0	98	98	 	 	 	 	 	 	 	 	 	N	N
28003	0	18	 	1	0	1	 	9	3	6	0	2	1	1	 	15	 	1	 	 	1	 	N	N
28003	1	52	 	1	1	1	 	12	1	3	0	98	98	1	 	5	0	0	 	 	 	4	Y	N
28003	2	57	 	2	1	1	 	1	2	3	0	98	98	1	 	5	0	0	 	 	 	4	N	N
28003	3	25	 	2	7	1	 	3	3	6	1	2	1	1	 	15	1	1	 	 	4	 	Y	N
28004	0	19	 	1	0	1	 	10	3	6	0	1	98	1	 	11	 	0	 	 	 	4	Y	N
28004	1	50	 	2	1	1	 	6	1	2	1	3	2	1	 	3	0	0	 	 	 	4	Y	N
28004	2	82	 	1	5	1	 	1	6	3	1	98	98	 	 	 	 	 	 	 	 	 	N	N
28004	3	82	 	2	5	1	 	2	6	3	1	98	98	 	 	 	 	 	 	 	 	 	N	N
28004	4	49	 	1	13	1	 	2	7	6	0	3	2	 	 	 	 	 	 	 	 	 	Y	N
28004	15	14	 	1	7	1	 	12	3	6	0	1	98	1	 	7	1	1	 	 	4	 	Y	N
28004	16	13	 	1	7	1	 	12	3	6	0	1	98	1	 	6	0	1	 	 	4	 	N	N
28006	0	19	 	2	0	1	 	4	3	2	0	2	1	0	20	11	 	0	 	 	 	4	Y	N
28006	1	44	 	1	1	1	 	3	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28006	2	36	 	2	1	1	 	6	2	3	0	98	98	1	 	8	0	0	 	 	 	4	Y	N
28006	3	18	 	1	7	1	 	5	3	6	0	2	1	1	 	11	0	0	 	 	 	4	Y	N
28006	4	9	 	2	7	1	 	6	3	 	0	2	1	0	20	4	1	1	 	 	4	 	N	N
28006	5	2	 	1	27	1	 	5	5	 	0	0	98	0	20	 	 	 	 	 	 	 	N	N
28007	0	18	 	1	0	1	 	9	3	6	0	2	1	1	 	11	 	0	 	 	 	4	N	N
28007	1	47	 	1	1	1	 	10	1	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28007	2	39	 	2	1	1	 	5	2	1	0	98	98	1	 	3	0	0	 	 	 	4	N	N
28007	3	19	 	1	7	1	 	9	3	6	0	2	1	1	 	11	1	1	 	 	4	 	N	N
28007	15	11	 	2	7	1	 	6	3	 	0	2	1	1	 	6	1	1	 	 	4	 	N	N
28007	16	4	 	2	7	1	 	12	3	 	0	2	1	1	 	0	 	0	8	 	 	88	N	N
28008	0	18	 	1	0	1	 	9	3	6	0	2	1	0	20	15	 	1	 	 	1	 	Y	N
28008	1	44	 	1	1	1	 	7	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28008	2	35	 	2	1	1	 	8	2	3	0	98	98	1	 	4	0	0	 	 	 	4	Y	N
28008	15	14	 	2	7	1	 	1	3	6	0	2	1	0	20	8	1	1	 	 	4	 	N	N
28008	16	10	 	2	7	1	 	7	3	 	0	2	1	0	20	3	1	1	 	 	4	 	N	N
28009	0	19	 	2	0	1	 	7	3	3	0	2	1	1	 	11	 	0	 	 	 	4	N	N
28009	1	69	 	1	1	1	 	3	1	3	1	98	98	0	20	1	0	0	 	 	 	4	Y	N
28009	2	60	 	2	1	1	 	3	2	3	0	98	98	0	20	1	0	0	 	 	 	4	N	N
28009	3	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28009	4	21	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28009	5	88	 	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28009	6	22	 	1	25	1	 	2	4	3	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
28009	7	0	8	1	27	1	 	12	5	 	0	0	6	0	20	 	 	 	 	 	 	 	N	N
28011	0	18	 	2	0	1	 	2	3	6	0	1	18	1	 	13	 	1	 	 	4	 	N	N
28011	1	37	 	2	1	1	 	3	2	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28011	15	14	 	1	7	1	 	10	3	6	1	1	18	1	 	9	1	1	 	 	1	 	N	N
28011	16	11	 	1	7	1	 	5	3	 	0	1	18	1	 	6	1	1	 	 	4	 	N	N
28011	17	7	 	2	7	1	 	1	3	 	0	1	18	1	 	2	1	1	 	 	4	 	N	N
28011	18	41	 	1	1	1	 	6	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28012	0	18	 	1	0	1	 	1	3	1	0	1	98	1	 	10	 	0	 	 	 	4	Y	N
28012	1	48	 	2	1	1	 	9	1	2	0	98	98	1	 	2	0	0	 	 	 	4	Y	N
28012	2	25	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28012	3	22	 	2	7	1	 	 	3	1	0	1	98	1	 	 	 	 	 	 	 	 	N	N
28012	4	21	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28012	5	22	 	1	16	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28012	6	4	 	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28012	7	6	 	2	15	1	 	 	5	 	0	3	9	 	 	 	 	 	 	 	 	 	N	N
28012	8	0	4	1	15	1	 	 	5	 	0	3	9	 	 	 	 	 	 	 	 	 	N	N
28012	9	23	 	1	16	1	 	 	4	1	0	98	98	 	 	 	 	 	 	 	 	 	N	N
28013	0	18	 	2	0	1	 	2	3	2	0	2	1	1	 	10	 	0	 	 	 	4	Y	N
28013	1	49	 	1	1	1	 	2	1	1	0	98	98	1	 	10	0	0	 	 	 	4	Y	N
28013	2	44	 	2	1	1	 	6	2	1	0	98	98	1	 	3	0	0	 	 	 	4	N	N
28013	3	23	 	1	7	1	 	11	3	6	0	2	1	1	 	15	1	1	 	 	4	 	Y	N
28013	4	22	 	1	7	1	 	3	3	1	0	2	1	1	 	15	1	1	 	 	4	 	N	N
28013	5	0	11	2	27	1	 	9	5	 	0	0	98	1	 	 	 	 	 	 	 	 	N	N
28013	6	25	 	2	16	1	 	3	4	1	0	98	98	 	 	 	 	 	 	 	 	 	N	N
28013	7	0	1	1	15	1	 	7	5	 	0	6	4	 	 	 	 	 	 	 	 	 	N	N
28014	0	18	 	2	0	1	 	12	2	1	0	98	98	0	20	14	 	1	 	 	4	 	N	N
28014	1	41	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28014	2	35	 	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28014	3	8	 	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28014	4	25	 	1	25	1	 	8	1	1	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
28015	0	19	 	2	0	1	 	5	5	6	0	98	98	0	20	11	 	0	 	 	 	4	N	N
28015	1	88	 	1	5	1	 	12	1	3	1	98	98	 	 	 	 	 	 	 	 	 	Y	N
28015	2	82	 	2	5	1	 	4	2	3	1	98	98	 	 	 	 	 	 	 	 	 	N	N
28015	3	39	 	1	13	1	 	5	3	6	0	2	1	 	 	 	 	 	 	 	 	 	Y	N
28016	0	19	 	1	0	1	 	5	3	6	0	2	1	0	20	11	 	2	 	 	4	 	Y	N
28016	1	47	 	1	1	1	 	11	1	3	0	98	98	0	20	6	0	0	 	 	 	4	Y	Y
28016	2	37	 	2	1	1	 	1	2	3	0	98	98	0	20	3	0	0	 	 	 	4	Y	N
28016	3	21	 	2	7	1	 	7	3	2	0	2	1	0	20	3	0	0	 	 	 	4	Y	N
28016	4	10	 	1	7	1	 	5	3	 	0	2	1	1	 	4	1	1	 	 	1	 	N	N
28016	5	24	 	2	14	1	 	8	3	6	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
28016	6	4	 	1	7	1	 	12	3	 	0	2	1	1	 	20	 	1	 	 	1	 	N	N
28016	7	2	 	2	15	1	 	3	5	 	0	3	98	 	 	 	 	 	 	 	 	 	N	N
28017	0	19	 	1	0	1	 	7	3	6	0	2	1	1	 	11	 	0	 	 	 	4	Y	N
28017	1	43	 	1	1	1	 	6	1	1	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28017	2	38	 	2	1	1	 	3	2	1	0	98	98	1	 	6	0	0	 	 	 	4	N	N
28017	15	13	 	2	7	1	 	4	3	6	0	2	1	1	 	8	1	1	 	 	4	 	N	N
28017	16	11	 	1	7	1	 	2	3	 	0	2	1	1	 	5	1	1	 	 	4	 	N	N
28017	17	8	 	1	7	1	 	5	3	 	0	2	1	1	 	3	1	1	 	 	4	 	N	N
28018	0	18	 	1	0	1	 	6	3	1	0	2	1	1	 	8	 	0	 	 	 	4	Y	N
28018	1	59	 	1	1	1	 	12	1	3	0	98	98	0	20	1	0	0	 	 	 	4	Y	N
28018	2	47	 	2	1	1	 	4	2	3	0	98	98	1	 	3	0	0	 	 	 	4	N	N
28018	3	30	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28018	4	27	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28018	5	25	 	1	7	1	 	7	3	6	0	2	1	1	 	9	0	0	 	 	 	4	N	N
28018	6	23	 	1	7	1	 	7	3	6	0	2	5	1	 	11	0	0	 	 	 	4	N	N
28018	7	21	 	1	7	3	2012	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28018	15	14	 	1	7	3	2013	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28018	16	16	 	2	25	1	 	3	4	1	0	98	98	1	 	7	0	0	23	15	 	4	N	N
28020	0	18	 	1	0	1	 	2	3	6	0	2	1	1	 	11	 	0	 	 	 	4	Y	N
28020	1	48	 	1	1	1	 	7	1	3	0	98	98	1	 	6	0	0	 	 	 	4	Y	N
28020	2	43	 	2	1	1	 	6	2	3	0	98	98	1	 	6	0	0	 	 	 	4	N	N
28020	3	22	 	2	7	1	 	3	3	6	0	2	1	1	 	11	0	0	 	 	 	4	Y	N
28020	4	20	 	1	7	1	 	9	3	6	0	2	1	1	 	11	0	0	 	 	 	4	Y	N
28020	5	10	 	2	7	1	 	4	3	 	0	2	1	1	 	5	1	1	 	 	4	 	N	N
28021	0	19	 	1	0	1	 	7	5	6	0	1	98	0	13	13	 	1	 	 	1	 	Y	N
28021	1	42	 	2	1	1	 	5	3	4	0	2	3	1	 	11	0	0	 	 	 	4	Y	N
28021	2	67	 	2	5	1	 	7	2	3	1	98	98	 	 	 	 	 	 	 	 	 	N	N
28021	3	71	 	1	5	1	 	8	1	3	0	98	98	 	 	 	 	 	 	 	 	 	Y	N
28021	4	35	 	2	13	1	 	2	3	6	0	2	3	 	 	 	 	 	 	 	 	 	Y	Y
28021	5	38	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28021	6	27	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28022	0	18	 	2	0	1	 	12	3	2	0	2	1	1	 	11	 	0	 	 	 	4	Y	N
28022	1	39	 	1	1	1	 	7	1	1	0	98	98	1	 	11	0	0	 	 	 	4	Y	N
28022	2	36	 	2	1	1	 	5	2	1	0	98	98	1	 	6	0	0	 	 	 	4	N	N
28022	3	21	 	1	7	1	 	1	3	6	0	2	1	1	 	13	1	0	 	 	 	4	Y	N
28022	4	8	 	2	7	1	 	11	3	 	0	2	1	1	 	3	1	1	 	 	4	 	N	N
28022	5	1	 	2	27	1	 	7	5	 	0	0	98	1	 	 	 	 	 	 	 	 	N	N
28023	0	19	 	2	0	1	 	8	3	1	0	2	1	0	20	10	 	0	 	 	 	4	Y	N
28023	1	43	 	1	1	1	 	8	1	1	0	98	98	1	 	3	0	0	 	 	 	4	Y	N
28023	2	35	 	2	1	1	 	7	2	1	0	98	98	0	15	6	0	0	 	 	 	4	Y	N
28023	3	16	 	2	7	1	 	1	3	6	0	2	1	1	 	9	1	1	 	 	4	 	Y	N
28023	4	10	 	2	7	1	 	2	3	 	0	2	1	0	20	5	1	1	 	 	4	 	N	N
28023	5	6	 	2	7	1	 	12	3	 	0	2	1	0	20	1	1	1	 	 	4	 	N	N
28023	6	23	 	1	25	1	 	6	4	1	0	98	98	0	20	6	0	0	 	 	 	4	Y	N
28024	0	19	 	1	0	1	 	6	3	6	0	2	1	0	20	11	 	0	 	 	 	4	Y	N
28024	1	47	 	1	1	1	 	12	1	3	0	98	98	0	20	11	0	0	 	 	 	4	Y	N
28024	2	39	 	2	1	1	 	9	2	3	0	98	98	0	20	11	0	0	 	 	 	4	Y	N
28024	15	12	 	2	7	1	 	2	3	 	0	2	1	0	20	7	1	1	 	 	4	 	N	N
28024	16	3	 	2	7	1	 	12	3	 	0	2	1	0	20	20	 	1	 	 	4	 	N	N
28025	0	19	 	2	0	1	 	5	2	1	0	98	98	1	 	9	 	0	 	 	 	4	N	N
28025	1	59	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28025	2	56	 	2	1	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28025	3	29	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28025	4	28	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28025	5	26	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28025	6	23	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
28025	7	25	 	1	25	1	 	9	1	1	0	98	98	1	 	7	0	0	 	 	 	4	Y	N
28025	8	2	 	1	27	1	 	3	3	 	0	0	7	1	 	 	 	 	 	 	 	 	N	N
38001	0	18	 	1	0	1	 	2	1	6	0	98	98	0	20	2	 	0	 	 	 	4	Y	Y
38001	1	24	 	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38001	2	73	 	1	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38001	3	88	 	88	88	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38001	4	34	 	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38001	5	31	 	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38001	6	10	 	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38001	7	4	 	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38002	0	18	 	1	0	1	 	1	3	6	0	2	98	1	 	3	 	0	 	 	 	4	Y	N
38002	1	88	 	1	1	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
38002	2	47	 	2	1	1	 	12	1	4	0	98	98	1	 	2	0	0	 	 	 	4	N	N
38002	3	29	 	1	7	1	 	9	3	1	0	2	98	1	 	4	0	0	 	 	 	4	Y	N
38002	4	27	 	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N
