childid	id	age	sex	relate	still	yrschool	disabled	support
ET151059	5	12	1	5	1	5	2	2
ET151059	6	10	2	5	1	2	2	2
ET151059	7	5	1	5	2	0	2	2
ET151064	1	30	1	1	2	9	2	2
ET151064	2	26	2	1	2	8	2	2
ET151064	3	5	2	5	2	0	2	2
ET151064	15	2	2	5	 	 	2	 
ET151066	1	48	1	1	2	6	2	2
ET151066	2	37	2	1	2	0	2	2
ET151066	3	18	1	5	2	7	2	2
ET151066	4	15	1	5	1	5	2	2
ET151066	5	11	2	5	1	5	2	2
ET151066	6	9	1	5	1	4	2	2
ET151066	7	5	1	5	2	0	2	2
ET151067	1	35	1	1	2	4	2	2
ET151067	2	29	2	1	2	3	2	2
ET151067	3	10	2	5	1	1	2	2
ET151067	4	6	2	5	2	0	2	2
ET151067	15	3	2	5	 	 	2	 
ET151068	1	60	1	1	2	0	2	2
ET151068	2	50	2	1	2	0	2	2
ET151068	3	25	2	5	2	5	2	2
ET151068	4	22	1	5	2	4	2	2
ET151068	5	18	1	5	2	3	2	2
ET151068	6	14	2	5	1	3	2	2
ET151069	1	27	2	1	2	7	2	2
ET151069	2	10	1	5	1	2	2	2
ET151069	15	4	2	5	 	 	2	 
ET151070	1	40	1	1	2	9	2	2
ET151070	2	38	2	1	2	0	2	2
ET151070	3	20	2	5	1	8	2	2
ET151070	4	18	2	5	1	6	2	2
ET151070	5	15	2	5	1	6	2	2
ET151070	6	12	1	5	1	2	2	2
ET151070	7	10	2	5	1	2	2	2
ET151070	15	4	2	5	 	 	2	 
ET161001	1	38	2	1	2	0	2	1
ET161001	2	14	1	5	1	3	2	2
ET161001	3	10	1	5	1	2	1	2
ET161001	4	6	1	5	2	0	2	2
ET161001	15	4	2	5	 	 	1	 
ET161001	16	2	2	5	 	 	1	 
ET161002	1	46	1	1	2	 	2	2
ET161002	2	37	2	1	2	0	2	1
ET161002	3	15	2	5	1	3	2	2
ET161002	4	13	2	5	1	4	2	2
ET161002	15	3	2	5	 	 	2	 
ET161003	1	34	1	1	2	 	2	1
ET161003	2	26	2	1	2	0	2	1
ET161003	3	9	2	5	1	1	2	2
ET161003	4	5	1	5	2	0	2	2
ET161003	15	2	2	5	 	 	2	 
ET161003	16	0	2	5	 	 	2	 
ET161004	1	31	1	1	2	6	2	2
ET161004	2	24	2	1	2	3	2	1
ET161004	3	5	1	5	2	0	2	2
ET161004	15	0	2	5	 	 	2	 
ET161004	16	3	1	5	 	 	2	 
ET161005	1	48	1	1	2	6	2	1
ET161005	2	38	2	1	2	0	2	1
ET161005	3	20	2	5	1	6	2	2
ET161005	4	16	1	5	2	2	2	2
ET161005	5	14	2	5	1	7	2	2
ET161005	6	12	1	5	1	6	2	2
ET161005	7	10	2	5	1	1	2	2
ET161005	8	6	1	5	2	0	2	2
ET161006	1	53	1	1	2	0	2	1
ET161006	2	26	2	1	2	0	2	1
ET161006	3	9	2	5	1	1	2	2
ET161006	4	5	1	5	2	0	2	2
ET161006	15	0	2	5	 	 	2	 
ET161007	1	44	1	1	2	 	2	1
ET161007	2	38	2	1	2	0	2	1
ET161007	3	15	1	5	1	7	2	2
ET161007	4	13	2	5	1	5	2	2
ET161007	5	10	2	5	1	3	2	2
ET161007	15	4	2	5	 	 	2	 
ET161007	16	0	1	5	 	 	2	 
ET161008	1	57	1	1	2	2	2	1
ET161008	2	46	2	1	2	0	2	1
ET161008	3	17	1	5	2	0	2	2
ET161008	4	15	2	5	1	1	2	2
ET161008	5	13	1	5	1	5	2	2
ET161008	6	10	2	5	1	3	2	2
ET161009	1	83	1	3	2	0	1	2
ET161009	2	69	2	3	2	0	1	2
ET161009	3	27	2	4	2	8	2	1
ET161009	4	25	1	4	2	10	2	1
ET161010	1	39	1	1	2	3	2	1
ET161010	2	28	2	1	2	3	2	1
ET161010	3	17	2	13	1	10	2	2
ET161010	4	15	1	13	1	7	2	2
ET161010	5	10	2	5	1	1	2	2
ET161010	6	5	2	5	2	0	2	2
ET161011	1	51	1	1	2	1	2	1
ET161011	2	38	2	1	2	0	2	1
ET161011	3	22	2	5	2	5	2	2
ET161011	4	20	2	5	2	4	2	2
ET161011	5	18	1	5	2	5	2	2
ET161011	6	16	2	5	1	5	2	2
ET161011	7	14	2	5	1	4	2	2
ET161011	8	12	2	5	1	4	2	2
ET161011	9	10	1	5	1	1	2	2
ET161011	10	6	1	5	2	0	2	2
ET161012	1	32	1	1	2	3	2	1
ET161012	2	27	2	1	2	3	2	1
ET161012	3	10	1	5	1	1	2	2
ET161012	4	6	2	5	2	0	2	2
ET161012	15	3	1	5	 	 	2	 
ET161013	1	47	1	1	2	 	2	1
ET161013	2	38	2	1	2	 	2	1
ET161013	3	18	2	5	2	4	2	2
ET161013	4	15	2	5	1	2	2	2
ET161013	5	13	1	5	1	5	2	2
ET161013	6	10	2	5	1	1	2	2
ET161013	7	6	1	5	2	0	2	2
ET161013	15	2	2	5	 	 	2	 
ET161013	16	0	2	5	 	 	2	 
ET161014	1	40	1	1	2	 	2	1
ET161014	2	30	2	1	2	2	2	1
ET161014	3	13	1	5	1	5	2	2
ET161014	4	10	2	5	1	2	2	2
ET161014	5	6	1	5	2	0	2	2
ET161014	15	4	1	5	 	 	1	 
ET161014	16	0	1	5	 	 	1	 
ET161015	1	47	1	1	2	 	2	1
ET161015	2	41	2	1	2	0	2	1
ET161015	3	24	1	5	1	5	2	2
ET161015	4	16	1	5	1	4	2	2
ET161015	5	14	2	5	1	2	2	2
ET161015	6	12	1	5	1	2	2	2
ET161015	7	9	1	5	1	1	2	2
ET161016	1	47	1	1	2	5	2	1
ET161016	2	38	2	1	2	0	2	1
ET161016	3	18	1	5	1	5	2	2
ET161016	4	15	1	5	1	3	2	2
ET161016	5	13	1	5	1	6	2	2
ET161016	6	9	1	5	2	0	2	2
ET161017	1	28	1	1	2	2	2	1
ET161017	2	25	2	1	2	0	2	1
ET161017	15	3	2	5	 	 	2	 
ET161018	1	35	1	1	2	8	2	1
ET161018	2	25	2	1	2	5	2	2
ET161018	3	13	1	5	1	1	2	2
ET161018	4	10	2	5	1	1	2	2
ET161019	1	53	1	1	2	0	2	1
ET161019	2	46	2	1	2	0	2	1
ET161019	3	22	2	5	2	12	2	2
ET161019	4	19	2	5	1	6	2	2
ET161019	5	17	2	5	1	6	2	2
ET161019	6	14	2	5	1	2	2	2
ET161019	7	14	2	5	1	1	1	2
ET161019	8	10	2	5	1	 	2	2
ET161020	1	30	1	1	2	0	2	1
ET161020	2	27	2	1	2	0	2	1
ET161020	3	5	2	5	2	0	2	2
ET161020	15	4	2	5	 	 	2	 
ET161021	1	32	1	1	2	4	2	1
ET161021	2	25	2	1	2	4	2	2
ET161021	3	12	2	5	1	1	2	2
ET161021	4	5	1	5	2	0	2	2
ET161021	15	1	2	5	 	 	2	 
ET161022	1	40	1	1	2	5	2	1
ET161022	2	35	2	1	2	6	2	2
ET161022	3	14	2	5	1	1	2	2
ET161022	4	9	1	5	2	0	2	2
ET161022	15	4	1	5	 	 	2	 
ET161022	16	0	2	5	 	 	2	 
ET161023	1	41	1	1	2	5	2	1
ET161023	2	32	2	1	2	2	2	1
ET161023	3	15	2	5	1	4	2	2
ET161023	4	13	1	5	1	3	2	2
ET161023	5	10	2	5	1	1	2	2
ET161023	6	5	1	5	2	0	2	2
ET161023	15	3	2	5	 	 	2	 
ET161024	1	39	1	1	2	1	2	1
ET161024	2	32	2	1	2	0	2	2
ET161024	3	20	1	5	1	7	2	2
ET161024	4	17	1	5	1	3	2	2
ET161024	5	14	2	5	1	3	2	2
ET161024	6	11	2	5	2	0	2	2
ET161024	7	9	1	5	2	0	2	2
ET161024	8	5	2	5	2	0	2	2
ET161024	15	3	2	5	 	 	2	 
ET161025	1	30	1	1	2	3	2	1
ET161025	2	28	2	1	2	2	2	1
ET161025	3	13	2	5	1	1	2	2
ET161025	4	10	1	5	2	0	2	2
ET161025	5	56	2	 	2	0	2	2
ET161025	15	0	2	5	 	 	2	 
ET161026	1	32	1	1	2	8	2	1
ET161026	2	27	2	1	2	0	2	1
ET161026	15	3	2	5	 	 	2	 
ET161027	1	30	1	1	2	2	2	2
ET161027	2	25	2	1	2	0	2	2
ET161027	3	9	2	5	1	0	2	2
ET161027	15	3	2	5	 	 	2	 
ET161027	16	1	2	5	 	 	2	 
ET161028	1	55	1	1	2	 	2	2
ET161028	2	45	2	1	2	0	2	2
ET161028	3	10	1	5	1	3	2	2
ET161029	1	38	1	1	2	6	2	2
ET161029	2	27	2	1	2	1	2	2
ET161029	3	14	2	5	2	1	2	2
ET161029	4	12	2	5	2	1	2	2
ET161029	5	10	2	5	2	0	2	2
ET161029	6	6	2	5	2	0	2	2
ET161029	15	2	1	5	 	 	2	 
ET161030	1	38	2	1	2	0	2	1
ET161030	2	22	1	5	2	2	2	1
ET161030	3	19	1	5	2	6	2	2
ET161030	4	15	2	5	1	6	2	2
ET161030	5	10	2	5	1	3	2	2
ET161031	1	29	1	1	2	7	2	1
ET161031	2	24	2	1	2	6	2	1
ET161031	15	0	2	5	 	 	2	 
ET161032	1	40	1	1	2	0	1	2
ET161032	2	28	2	1	2	0	2	1
ET161032	3	15	2	5	2	1	2	2
ET161032	4	12	1	5	2	0	2	2
ET161032	5	10	2	5	2	0	2	2
ET161032	6	5	1	5	2	0	2	2
ET161032	15	0	1	5	 	 	2	 
ET161033	1	43	1	1	2	 	2	1
ET161033	2	32	2	1	2	0	2	1
ET161033	3	16	2	5	2	 	2	2
ET161033	4	14	1	5	1	2	2	2
ET161033	5	9	2	5	1	1	2	2
ET161033	15	3	2	5	 	 	2	 
ET161033	16	0	1	5	 	 	2	 
ET161034	1	40	1	1	2	9	2	1
ET161034	2	30	2	1	2	4	2	2
ET161034	3	14	1	5	1	4	2	2
ET161034	4	12	2	5	1	3	2	2
ET161034	5	9	1	5	1	2	2	2
ET161034	15	4	1	5	 	 	2	 
ET161034	16	2	1	5	 	 	2	 
ET161035	1	30	2	1	2	0	2	1
ET161035	15	3	1	5	 	 	2	 
ET161035	16	0	2	5	 	 	2	 
ET161036	1	73	1	1	2	0	2	1
ET161036	2	47	2	2	2	0	2	1
ET161036	3	16	1	6	1	7	2	2
ET161037	1	43	1	1	2	2	2	1
ET161037	2	34	2	1	2	0	2	1
ET161037	3	17	2	5	1	2	2	2
ET161037	4	15	2	5	1	3	2	2
ET161037	5	13	2	5	1	2	2	2
ET161037	6	11	2	5	1	1	2	2
ET161037	7	9	1	5	1	1	2	2
ET161037	8	5	1	5	2	0	2	2
ET161037	15	3	1	5	 	 	2	 
ET161038	1	47	1	1	2	 	2	1
ET161038	2	36	2	1	2	0	2	1
ET161038	3	18	1	5	2	12	2	2
ET161038	4	16	2	5	1	7	1	2
ET161038	5	14	1	5	1	6	2	2
ET161038	6	12	2	5	1	7	2	2
ET161038	7	10	2	5	1	4	2	2
ET161039	1	45	1	1	2	0	2	1
ET161039	2	30	2	1	2	0	2	2
ET161039	3	18	2	5	1	5	2	2
ET161039	4	17	1	5	1	6	2	2
ET161039	5	16	1	5	1	2	2	2
ET161039	6	14	1	5	1	1	2	2
ET161039	7	12	1	5	1	1	2	2
ET161039	8	10	1	5	2	0	2	2
ET161039	9	6	2	5	2	0	2	2
ET161039	15	2	1	5	 	 	2	 
ET161040	1	70	1	3	2	0	1	2
ET161040	2	50	2	3	2	0	2	2
ET161040	3	19	1	5	2	3	2	1
ET161040	4	17	1	5	1	2	2	1
ET161040	5	13	1	5	1	2	2	2
ET161041	1	38	1	1	2	0	2	1
ET161041	2	35	2	1	2	0	2	1
ET161041	3	22	1	5	1	5	2	2
ET161041	4	19	1	5	2	0	2	2
ET161041	5	6	2	5	2	0	2	2
ET161041	15	3	1	5	 	 	2	 
ET161042	1	35	1	1	2	6	2	2
ET161042	2	30	2	1	2	3	2	2
ET161042	3	10	2	5	1	3	2	2
ET161042	4	5	1	5	2	0	2	2
ET161042	15	4	2	5	 	 	2	 
ET161042	16	2	2	5	 	 	2	 
ET161043	1	32	1	1	2	11	2	1
ET161043	2	25	2	1	2	9	2	2
ET161043	15	3	1	5	 	 	2	 
ET161043	16	0	2	5	 	 	2	 
ET161044	1	54	2	3	2	0	2	2
ET161044	2	30	1	1	2	9	2	1
ET161044	3	28	2	1	2	0	2	1
ET161044	4	10	2	5	1	2	2	2
ET161044	5	9	1	5	1	1	2	2
ET161044	6	5	1	5	2	0	2	2
ET161044	15	1	2	5	 	 	2	 
ET161045	1	40	1	1	2	0	2	1
ET161045	2	37	2	1	2	0	2	1
ET161045	3	13	1	5	2	0	2	2
ET161045	4	11	1	5	2	4	2	2
ET161045	5	10	2	5	1	1	2	2
ET161045	6	9	2	5	2	0	2	2
ET161045	15	2	1	5	 	 	2	 
ET161046	1	45	1	1	2	0	2	1
ET161046	2	36	2	1	2	0	2	1
ET161046	3	18	1	5	2	0	2	2
ET161046	4	16	2	5	2	0	2	2
ET161046	5	14	1	5	1	1	2	2
ET161046	6	12	2	5	1	1	2	2
ET161046	7	6	1	5	2	0	2	2
ET161047	1	40	1	1	2	0	2	1
ET161047	2	38	2	1	2	0	2	1
ET161047	3	20	2	5	2	0	2	1
ET161047	4	18	2	5	2	2	2	1
ET161047	5	15	1	5	1	2	2	2
ET161047	6	13	2	5	1	1	2	2
ET161047	7	10	1	5	1	1	2	2
ET161047	8	6	2	5	2	0	2	2
ET161047	15	3	1	5	 	 	2	 
ET161048	1	32	1	1	2	0	2	1
ET161048	2	27	2	1	2	0	2	1
ET161048	3	15	1	5	1	2	2	2
ET161048	4	13	2	5	1	1	2	2
ET161048	5	5	1	5	2	0	2	2
ET161048	15	0	1	5	 	 	2	 
ET161049	1	47	1	1	2	5	2	1
ET161049	2	39	2	1	2	0	2	1
ET161049	3	20	2	5	2	4	2	1
ET161049	4	18	2	5	2	0	2	1
ET161049	5	15	1	5	1	8	2	2
ET161049	6	13	1	5	1	5	2	2
ET161049	7	10	1	5	1	1	2	2
ET161049	15	4	2	5	 	 	2	 
ET161050	1	55	1	1	2	 	2	1
ET161050	2	47	2	1	2	0	2	1
ET161050	3	28	2	5	2	0	2	2
ET161050	4	26	1	5	1	10	2	2
ET161050	5	19	1	5	1	8	2	2
ET161050	6	15	1	5	1	6	2	2
ET161050	7	11	2	5	1	3	2	2
ET161050	8	10	2	5	1	3	2	2
ET161050	9	30	1	6	2	3	2	2
ET161050	10	6	1	5	2	9	2	2
ET171001	1	67	2	1	2	0	1	2
ET171001	2	18	2	5	2	0	2	1
ET171002	1	50	2	1	2	0	1	1
ET171002	2	13	2	5	1	2	1	2
ET171003	1	61	1	1	2	0	2	1
ET171003	2	41	2	1	2	0	2	2
ET171003	3	22	1	5	1	7	2	2
ET171003	4	19	1	5	2	0	2	2
ET171003	5	16	2	5	2	0	2	2
ET171003	6	12	2	5	1	5	2	2
ET171003	7	10	1	5	2	0	2	2
ET171003	8	7	2	12	2	0	2	2
ET171003	9	5	1	5	2	0	2	2
ET171003	15	4	1	5	 	 	2	 
ET171004	1	45	1	1	2	0	2	1
ET171004	2	31	2	1	2	0	2	1
ET171004	3	13	2	5	2	1	2	2
ET171004	4	5	2	5	2	0	2	2
ET171004	15	2	1	5	 	 	2	 
ET171005	1	50	1	1	2	0	2	1
ET171005	2	35	2	1	2	0	2	1
ET171005	3	13	1	5	1	5	2	2
ET171005	4	10	1	5	2	0	2	2
ET171005	15	3	1	5	 	 	2	 
ET171006	1	53	1	1	2	0	2	1
ET171006	2	38	2	1	2	0	2	2
ET171006	3	18	1	5	2	0	2	2
ET171006	4	15	1	5	1	5	2	2
ET171006	5	5	1	5	2	0	2	2
ET171006	15	3	2	5	 	 	2	 
ET171006	16	0	1	5	 	 	2	 
ET171007	1	40	1	1	2	0	2	1
ET171007	2	36	2	1	2	0	2	2
ET171007	3	18	1	5	1	0	2	2
ET171007	4	13	2	5	1	3	2	2
ET171007	5	10	2	5	2	0	2	2
ET171007	15	3	1	5	 	 	2	 
ET171007	16	0	1	5	 	 	2	 
ET171008	1	45	1	1	2	0	2	2
ET171008	2	35	2	1	2	0	2	2
ET171008	3	14	2	5	1	6	2	2
ET171008	4	10	1	5	1	2	2	2
ET171008	15	4	2	5	 	 	2	 
ET171008	16	1	1	5	 	 	2	 
ET171009	1	50	1	1	2	0	2	2
ET171009	2	30	2	1	2	0	2	2
ET171009	3	15	1	5	2	0	2	2
ET171009	4	11	2	5	1	5	2	2
ET171009	5	6	2	5	2	0	2	2
ET171009	15	3	2	5	 	 	2	 
ET171009	16	0	1	5	 	 	2	 
ET171010	1	38	1	1	2	5	2	1
ET171010	2	25	2	1	2	8	2	1
ET171010	3	10	2	5	1	3	2	2
ET171010	4	5	2	5	2	0	2	2
ET171011	1	40	1	1	2	0	2	2
ET171011	2	30	2	1	2	0	2	2
ET171011	3	10	1	5	2	0	1	2
ET171011	15	3	1	5	 	 	2	 
ET171011	16	0	2	5	 	 	2	 
ET171012	1	33	1	1	2	0	2	1
ET171012	2	27	2	1	2	0	2	2
ET171012	15	3	2	5	 	 	2	 
ET171012	16	1	1	5	 	 	2	 
ET171013	1	50	2	3	2	0	2	1
ET171014	1	46	1	1	2	6	2	1
ET171014	2	35	2	1	2	0	2	2
ET171014	3	18	1	5	2	0	2	2
ET171014	4	13	2	5	1	5	2	2
ET171014	5	10	2	5	1	2	2	2
ET171015	1	41	1	1	2	0	2	1
ET171015	2	30	2	1	2	0	2	1
ET171015	3	12	1	7	2	2	2	2
ET171015	15	4	2	5	 	 	2	 
ET171015	16	1	1	5	 	 	2	 
ET171016	1	40	1	1	2	0	2	1
ET171016	2	35	2	1	2	0	2	2
ET171016	3	16	1	5	2	0	2	1
ET171016	4	13	1	5	1	5	2	2
ET171016	5	10	1	5	2	0	2	2
ET171016	6	6	1	5	2	0	2	2
ET171016	15	1	1	5	 	 	2	 
ET171017	1	45	1	1	2	0	2	1
ET171017	2	32	2	1	2	0	2	1
ET171017	3	16	1	5	1	5	2	2
ET171017	4	14	1	5	2	0	2	2
ET171017	5	11	1	5	2	0	2	2
ET171017	6	5	2	5	2	0	2	2
ET171017	15	1	1	5	 	 	2	 
ET171018	1	34	1	1	2	0	2	1
ET171018	2	23	2	1	2	0	2	1
ET171018	3	5	2	5	2	0	2	2
ET171018	15	3	1	5	 	 	2	 
ET171018	16	0	1	5	 	 	2	 
ET171019	1	51	1	1	2	0	2	2
ET171019	2	45	2	1	2	0	2	2
ET171019	3	18	1	5	2	0	1	2
ET171019	4	15	1	5	2	0	2	2
ET171019	5	13	2	5	2	0	2	2
ET171019	6	9	2	5	2	0	2	2
ET171020	1	60	1	1	2	0	2	1
ET171020	2	35	2	1	2	0	2	1
ET171020	3	16	2	5	1	5	2	2
ET171020	4	12	1	5	1	2	2	2
ET171020	5	11	2	5	1	3	2	2
ET171020	6	10	1	5	2	0	2	2
ET171020	15	3	2	5	 	 	2	 
ET171020	16	0	2	5	 	 	2	 
ET171021	1	42	1	1	2	0	2	1
ET171021	2	31	2	1	2	0	2	1
ET171021	3	18	1	5	2	0	2	2
ET171021	4	15	2	5	2	3	2	2
ET171021	5	12	2	5	1	2	2	2
ET171021	6	9	1	5	2	0	2	2
ET171021	7	5	1	5	2	0	2	2
ET171021	15	2	2	5	 	 	2	 
ET171022	1	50	1	1	2	0	2	1
ET171022	2	35	2	1	2	0	2	1
ET171022	3	20	2	5	2	0	2	2
ET171022	4	18	2	5	1	10	2	2
ET171022	5	15	2	5	2	0	2	2
ET171022	6	12	2	5	1	4	2	2
ET171022	7	10	2	5	2	0	2	2
ET171022	8	9	1	5	2	0	2	2
ET171023	1	82	1	3	2	0	2	2
ET171023	2	70	2	3	2	0	2	2
ET171023	3	30	2	1	2	0	2	1
ET171023	4	11	2	5	1	2	2	2
ET171023	15	4	2	5	 	 	2	 
ET171024	1	45	1	1	2	0	2	1
ET171024	2	35	2	1	2	0	2	1
ET171024	3	18	1	5	2	0	2	2
ET171024	4	17	2	5	2	0	2	2
ET171024	5	13	2	5	1	6	2	2
ET171024	6	11	1	5	2	0	2	2
ET171024	15	4	1	5	 	 	2	 
ET171025	1	65	2	3	2	0	1	2
ET171025	2	48	1	1	2	3	2	1
ET171025	3	38	2	1	2	0	2	1
ET171025	4	20	2	5	1	10	2	2
ET171025	5	17	1	5	2	0	2	2
ET171025	6	14	1	5	1	2	2	2
ET171025	7	11	2	5	1	1	2	2
ET171025	15	4	1	5	 	 	2	 
ET171026	1	60	1	1	2	0	2	1
ET171026	2	50	2	3	2	0	2	1
ET171026	3	20	1	5	2	0	2	2
ET171026	4	16	2	5	2	3	2	2
ET171026	5	13	2	5	1	4	2	2
ET171027	1	56	1	3	2	0	2	1
ET171027	2	42	2	3	2	0	2	1
ET171027	3	24	2	4	2	3	2	1
ET171027	4	12	2	4	1	4	2	2
ET171027	5	8	2	4	2	0	2	2
ET171027	6	5	2	4	2	0	2	2
ET171027	15	4	1	5	 	 	2	 
ET171028	1	50	1	1	2	0	2	1
ET171028	2	34	2	1	2	0	2	1
ET171028	3	20	1	5	2	0	2	2
ET171028	4	15	2	5	1	3	2	2
ET171028	5	12	2	5	1	2	2	2
ET171028	6	10	1	5	2	0	2	2
ET171028	7	5	2	5	2	0	2	2
ET171028	15	2	1	5	 	 	2	 
ET171029	1	42	1	1	2	3	2	1
ET171029	2	32	2	1	2	0	2	1
ET171029	3	15	2	5	1	6	2	2
ET171029	4	12	2	5	1	4	2	2
ET171029	5	10	1	5	1	2	2	2
ET171029	15	0	1	5	 	 	2	 
ET171030	1	33	2	1	2	0	2	1
ET171030	2	19	1	13	1	6	2	2
ET171030	3	15	1	13	2	0	2	2
ET171031	1	51	1	1	2	0	1	1
ET171031	2	36	2	1	2	0	2	2
ET171031	3	14	1	5	2	0	2	2
ET171031	4	12	1	5	1	5	2	2
ET171031	5	10	2	5	1	3	2	2
ET171031	6	6	1	5	2	0	2	2
ET171031	15	3	2	5	 	 	2	 
ET171032	1	53	1	1	2	0	2	1
ET171032	2	45	2	1	2	0	1	2
ET171032	3	20	1	5	2	0	2	2
ET171032	4	16	1	5	2	0	2	2
ET171032	5	14	1	5	2	3	2	2
ET171032	6	12	2	5	2	0	2	2
ET171032	7	6	1	5	2	0	2	2
ET171032	15	3	2	5	 	 	2	 
ET171032	16	1	1	5	 	 	2	 
ET171033	1	60	2	3	2	 	2	1
ET171033	2	24	1	4	2	 	2	1
ET171033	3	18	1	4	1	 	2	2
ET171033	4	20	2	2	2	 	2	2
ET171034	1	50	2	1	2	0	2	1
ET171034	2	28	1	5	2	0	1	2
ET171034	3	22	1	5	2	0	2	2
ET171034	4	16	2	5	1	5	2	2
ET171035	1	43	1	1	2	0	2	1
ET171035	2	30	2	1	2	0	1	1
ET171035	3	18	2	5	2	0	2	2
ET171035	4	15	1	5	2	0	2	2
ET171035	5	11	1	5	2	0	2	2
ET171035	6	5	2	5	2	0	2	2
ET171035	15	3	1	5	 	 	2	 
ET171035	16	1	1	5	 	 	2	 
ET171036	1	29	2	1	2	0	2	1
ET171036	2	11	1	5	1	4	2	2
ET171036	3	5	1	5	2	0	2	2
ET171036	4	47	1	3	2	0	2	1
ET171037	1	43	1	1	1	3	2	1
ET171037	2	36	2	1	2	 	2	1
ET171037	3	16	2	5	1	4	2	2
ET171037	4	14	1	5	1	1	2	2
ET171037	5	12	1	5	1	1	2	2
ET171037	6	10	1	5	2	 	2	2
ET171037	7	5	2	5	2	 	2	2
ET171038	1	60	2	3	2	0	2	1
ET171039	1	48	1	1	2	0	2	1
ET171039	2	38	2	1	2	0	2	2
ET171039	3	14	2	5	1	5	2	2
ET171039	4	13	1	5	2	0	2	2
ET171039	5	10	2	5	1	3	2	2
ET171039	15	4	2	5	 	 	2	 
ET171039	16	1	2	5	 	 	2	 
ET171040	1	40	2	1	2	0	2	1
ET171040	2	38	1	1	2	0	2	1
ET171040	3	17	1	5	2	0	2	2
ET171040	4	13	1	5	2	0	1	2
ET171040	5	10	1	5	1	0	2	2
ET171041	1	51	2	3	2	0	2	2
ET171041	2	32	1	6	2	0	2	2
ET171041	3	16	2	13	2	0	2	2
ET171041	4	10	1	6	2	0	2	2
ET171042	1	50	1	1	2	0	2	1
ET171042	2	35	2	1	2	0	2	1
ET171042	3	18	2	5	2	0	2	2
ET171042	4	16	1	5	2	0	2	2
ET171042	5	13	1	5	1	5	2	2
ET171042	6	11	1	5	2	0	2	2
ET171042	15	4	2	5	 	 	2	 
ET171042	16	1	2	5	 	 	2	 
ET171043	1	53	1	1	2	 	2	1
ET171043	2	40	2	1	2	 	2	1
ET171043	3	12	1	5	2	 	2	2
ET171043	4	10	1	5	2	 	2	2
ET171043	5	9	1	5	2	 	2	2
ET171043	6	5	2	5	2	 	2	2
ET171043	15	3	2	5	 	 	2	 
ET171044	1	59	1	1	2	0	2	1
ET171044	2	46	2	1	2	0	2	1
ET171044	3	18	1	5	2	0	2	2
ET171044	4	15	1	5	1	8	2	2
ET171044	5	12	1	5	1	7	2	2
ET171044	6	10	1	5	2	0	2	2
ET171044	7	10	2	5	1	5	2	2
ET171045	1	33	1	1	2	0	2	1
ET171045	2	28	2	1	2	0	2	1
ET171045	3	10	1	5	2	0	2	2
ET171045	4	5	2	5	 	 	2	 
ET171045	15	3	1	5	 	 	2	 
ET171045	16	0	2	5	 	 	2	 
ET171046	1	28	2	1	2	0	2	1
ET171046	2	13	2	5	2	2	2	2
ET171046	3	11	2	5	2	0	2	2
ET171046	4	60	1	3	2	0	2	1
ET171046	15	1	1	5	 	 	2	 
ET171047	1	35	1	1	2	0	2	1
ET171047	2	29	2	1	2	0	2	1
ET171047	3	11	1	5	1	5	1	2
ET171047	4	6	2	5	1	2	2	2
ET171047	15	2	2	5	 	 	2	 
ET171047	16	0	1	5	 	 	2	 
ET171048	1	42	1	1	2	 	2	1
ET171048	2	32	2	1	2	 	2	1
ET171048	3	14	1	5	1	7	2	2
ET171048	4	12	2	5	1	5	2	2
ET171048	5	5	1	5	2	 	2	2
ET171048	15	0	2	5	 	 	 	 
ET171049	1	42	1	1	2	0	2	1
ET171049	2	37	2	1	2	0	2	1
ET171049	3	15	1	5	2	7	2	2
ET171049	4	13	2	5	1	6	1	2
ET171049	5	11	2	5	1	4	2	2
ET171049	6	10	2	5	1	3	2	2
ET171049	7	5	1	5	2	0	1	2
ET171049	15	1	2	5	 	 	2	 
ET171050	1	60	1	1	2	0	2	1
ET171050	2	45	2	1	2	0	2	1
ET171050	3	16	1	5	1	7	2	2
ET171050	4	14	1	5	1	2	2	2
ET171050	5	12	1	5	2	0	2	2
ET171050	6	18	2	5	2	0	2	2
ET171050	15	4	1	5	 	 	1	 
ET181001	1	50	2	3	2	0	1	2
ET181001	2	27	2	1	2	0	2	2
ET181001	3	5	1	5	2	0	2	2
ET181001	15	2	1	5	 	 	2	 
ET181002	1	45	1	1	2	0	2	2
ET181002	2	38	2	1	2	0	1	1
ET181002	3	20	1	5	1	8	2	2
ET181002	4	16	1	5	2	0	2	2
ET181002	5	11	1	5	2	0	2	2
ET181002	6	6	1	5	2	0	2	2
ET181003	1	35	2	1	2	0	2	2
ET181003	2	15	1	5	2	0	2	2
ET181003	3	10	2	5	1	2	1	2
ET181003	4	7	1	5	2	0	2	2
ET181003	15	2	1	5	 	 	2	 
ET181004	1	36	1	1	2	0	2	2
ET181004	2	25	2	1	2	0	2	2
ET181004	3	5	2	5	2	0	2	2
ET181004	15	2	1	5	 	 	2	 
ET181005	1	35	2	1	2	0	1	2
ET181005	2	16	2	5	2	0	2	2
ET181005	3	14	2	5	1	6	2	2
ET181005	4	11	2	5	2	0	2	2
ET181005	15	3	2	5	 	 	2	 
ET181006	1	45	1	1	2	0	2	2
ET181006	2	38	2	1	2	0	2	2
ET181006	3	22	1	5	1	3	2	2
ET181006	4	19	1	5	2	0	2	2
