childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	nmeslpr3	chcarer3	hhchrer3	nmehhcr3	npywrkr3	nmenpyr3	paywrkr3	nmepayr3	schoolr3	studyr3	playr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN010033	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	11	6	4	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010033	2	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010033	3	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010033	4	1	27	13	1	 	 	 	 	 	 	 	 	 	 	0	13	12	24	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010033	5	2	18	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	20	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010033	28	1	10	7	1	1	6	0	3	1	 	 	 	3	30	0	17	10	24	6	9	 	0	0	 	0	 	0	 	6	4	5	 	 	 	 	 	 
IN010034	0	1	8	0	1	1	6	5	1	1	 	 	 	4	7000	0	17	10	24	8	8	1	0	0	 	0	 	0	 	8	2	6	 	 	 	 	 	 
IN010034	1	1	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010034	2	2	42	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010034	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	10	8	20	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010034	4	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010034	5	1	21	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010034	6	2	20	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010034	7	1	6	7	1	1	6	0	0	1	 	 	 	4	3000	0	17	10	24	8	8	 	0	0	 	0	 	0	 	8	1	7	 	 	 	 	 	 
IN010035	0	2	8	0	1	1	6	0	2	1	 	 	 	2	30	0	17	10	24	7	10	1	1	1	0	0	 	0	 	7	2	3	 	 	 	 	 	 
IN010035	1	1	30	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	24	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010035	2	2	25	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010035	3	2	7	7	1	1	7	0	0	1	 	 	 	2	 	0	17	10	24	7	10	 	0	0	 	0	 	0	 	7	2	5	 	 	 	 	 	 
IN010035	4	1	5	7	1	1	5	0	0	1	 	 	 	2	 	0	17	10	24	7	11	 	0	0	 	0	 	0	 	7	2	4	 	 	 	 	 	 
IN010035	5	2	58	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010035	6	2	45	5	1	 	 	 	 	 	 	 	 	 	 	0	11	8	15	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010036	0	2	8	0	1	1	5	6	3	1	 	 	 	2	3000	0	17	10	24	7	9	1	1	0	 	0	 	0	 	7	2	5	 	 	 	 	 	 
IN010036	1	2	 	18	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010036	2	2	52	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010036	3	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010036	4	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010036	5	2	5	7	1	1	5	0	0	1	 	 	 	3	0	0	17	10	24	7	10	 	0	0	 	0	 	0	 	7	2	5	 	 	 	 	 	 
IN010037	0	1	8	0	1	1	5	10	2	1	 	 	 	2	4000	0	17	11	22	7	8	1	0	0	 	0	 	0	 	7	2	7	 	 	 	 	 	 
IN010037	1	1	34	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010037	2	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010037	28	1	11	7	1	1	7	0	3	1	 	 	 	3	4000	0	17	11	22	7	8	 	0	1	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN010038	0	1	7	0	1	1	6	3	1	1	 	 	 	2	2500	0	17	11	25	7	9	1	0	0	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN010038	1	1	72	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010038	2	2	62	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010038	3	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010038	4	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010038	5	2	27	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010038	6	1	25	13	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010038	7	2	31	13	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010038	8	1	8	14	1	1	6	0	1	1	 	 	 	2	2500	0	17	11	25	7	9	 	0	0	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN010038	9	2	21	13	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010039	0	1	7	0	1	1	5	7	2	1	 	 	 	2	4000	0	17	10	24	8	9	1	0	0	 	0	 	0	 	6	1	8	 	 	 	 	 	 
IN010039	1	2	 	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010039	2	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010039	3	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010040	0	1	7	0	1	1	5	6	1	1	 	 	 	4	4000	0	17	10	25	8	9	1	0	0	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN010040	1	1	36	1	1	 	 	 	 	 	 	 	 	 	 	0	10	9	20	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010040	2	2	30	1	1	 	 	 	 	 	 	 	 	 	 	0	10	9	20	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010040	28	2	9	7	1	1	5	9	3	1	 	 	 	2	4500	0	17	10	25	8	9	 	0	0	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN010041	0	2	8	0	1	1	6	0	2	1	 	 	 	1	5000	0	17	10	24	7	8	1	0	0	 	0	 	0	 	7	2	7	 	 	 	 	 	 
IN010041	1	1	31	1	1	 	 	 	 	 	 	 	 	 	 	0	12	6	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010041	2	2	26	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010042	0	2	8	0	1	1	5	6	3	1	 	 	 	2	0	0	17	10	26	8	9	1	0	1	0	0	 	0	 	8	3	3	 	 	 	 	 	 
IN010042	1	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	11	6	10	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010042	2	2	29	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	28	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010042	3	2	70	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010042	28	2	11	7	1	1	5	6	4	1	 	 	 	2	0	0	17	10	26	8	9	 	1	1	 	0	 	0	 	8	3	2	 	 	 	 	 	 
IN010043	0	1	8	0	1	1	5	6	2	1	 	 	 	3	2000	0	17	10	24	8	10	1	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN010043	1	1	31	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	20	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010043	2	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010043	3	1	63	6	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010043	4	1	10	7	1	1	5	4	5	1	 	 	 	3	2500	0	17	10	24	8	9	 	0	0	 	0	 	0	 	8	1	6	 	 	 	 	 	 
IN010044	0	1	8	0	1	 	 	 	 	 	 	 	 	 	 	0	17	10	26	8	10	1	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN010044	1	1	39	1	1	1	4	0	3	1	 	 	 	3	0	0	9	12	24	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010044	2	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010044	28	1	11	7	1	1	4	0	5	1	 	 	 	3	0	0	17	10	26	8	8	 	1	0	 	0	 	0	 	8	3	4	 	 	 	 	 	 
IN010045	0	1	8	0	1	1	6	6	1	1	 	 	 	3	0	0	17	10	24	7	9	1	0	0	 	0	 	0	 	7	1	7	 	 	 	 	 	 
IN010045	1	1	34	1	1	 	 	 	 	 	 	 	 	 	 	0	11	11	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010045	2	2	27	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010045	3	2	65	6	1	 	 	 	 	 	 	 	 	 	 	0	18	8	10	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010046	0	2	8	0	1	1	5	6	3	1	 	 	 	3	4000	0	17	10	26	8	10	1	1	0	 	0	 	0	 	7	2	4	 	 	 	 	 	 
IN010046	1	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	30	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010046	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	30	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010046	3	1	14	7	1	1	5	4	7	1	 	 	 	2	4000	0	17	10	26	8	6	 	1	1	 	0	 	0	 	8	3	5	 	 	 	 	 	 
IN010047	0	1	8	0	1	1	6	0	2	1	 	 	 	2	3000	0	17	10	26	8	10	1	0	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
IN010047	1	1	32	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010047	2	2	28	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010048	0	1	8	0	1	1	5	8	3	1	 	 	 	2	5000	0	17	11	23	8	8	1	0	0	 	0	 	0	 	8	3	5	 	 	 	 	 	 
IN010048	1	1	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010048	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	13	10	25	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010048	4	1	57	5	1	 	 	 	 	 	 	 	 	 	 	0	10	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010048	5	2	53	5	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010048	28	2	 	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010049	0	2	8	0	1	1	5	8	1	1	 	 	 	2	3000	0	17	10	24	11	8	1	0	0	 	0	 	0	 	11	1	4	 	 	 	 	 	 
IN010049	1	1	 	6	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010049	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010049	3	2	33	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010049	28	2	10	7	1	1	6	0	1	1	 	 	 	3	3000	0	17	10	24	11	8	 	0	0	 	0	 	0	 	11	1	4	 	 	 	 	 	 
IN010049	29	1	65	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010050	0	2	8	0	1	1	5	0	2	1	 	 	 	2	450	0	17	10	25	8	9	1	0	1	0	0	 	0	 	7	1	6	 	 	 	 	 	 
IN010050	1	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	25	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010050	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	10	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010050	3	2	13	7	1	1	5	0	7	1	 	 	 	2	450	0	17	10	25	8	9	 	1	1	 	0	 	0	 	7	2	4	 	 	 	 	 	 
IN010051	0	2	8	0	1	1	5	0	3	1	 	 	 	2	0	0	17	10	25	7	9	1	0	0	 	0	 	0	 	7	1	7	 	 	 	 	 	 
IN010051	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	28	9	 	 	 	 	 	 	 	 	 	 	 	 	3	 	240	0	10	 
IN010051	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	28	9	 	 	 	 	 	 	 	 	 	 	 	 	3	 	240	0	10	 
IN010051	3	1	17	7	1	1	5	5	11	0	8	16	11	2	2000	0	12	6	25	8	8	 	0	0	 	0	 	8	 	0	0	8	 	 	 	 	 	 
IN010051	4	2	12	7	1	1	5	0	6	1	 	 	 	2	0	0	17	10	25	7	9	 	0	2	 	0	 	0	 	7	1	5	 	 	 	 	 	 
IN010051	5	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	5	5	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010051	6	1	80	6	1	 	 	 	 	 	 	 	 	 	 	0	15	12	20	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010051	7	2	75	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010052	0	2	7	0	1	1	5	6	2	1	 	 	 	2	5000	0	17	10	25	12	9	1	0	0	 	0	 	0	 	12	0	3	 	 	 	 	 	 
IN010052	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	26	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010052	2	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010052	3	2	6	7	1	1	5	10	0	1	 	 	 	2	5000	0	17	10	25	12	9	 	0	0	 	0	 	0	 	12	0	3	 	 	 	 	 	 
IN010053	0	2	8	0	1	1	6	0	2	1	 	 	 	2	7500	0	17	10	24	9	9	1	0	0	 	0	 	0	 	10	2	3	 	 	 	 	 	 
IN010053	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	13	10	26	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010053	2	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010053	3	1	3	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010054	0	1	7	0	1	1	5	0	1	1	 	 	 	2	5000	0	17	10	26	8	9	1	1	0	 	0	 	0	 	10	2	2	 	 	 	 	 	 
IN010054	1	2	52	6	1	 	 	 	 	 	 	 	 	 	 	0	10	12	26	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010054	2	1	36	1	1	 	 	 	 	 	 	 	 	 	 	0	13	6	20	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010054	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	26	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010054	4	1	32	13	1	 	 	 	 	 	 	 	 	 	 	0	13	4	10	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010054	5	2	5	7	1	1	5	0	0	1	 	 	 	3	8000	0	17	10	26	8	10	 	0	0	 	0	 	0	 	9	1	4	 	 	 	 	 	 
IN010055	0	1	8	0	1	1	5	6	3	1	 	 	 	2	60	0	17	10	24	7	7	1	0	1	1	0	 	0	 	7	1	8	 	 	 	 	 	 
IN010055	1	2	57	5	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010055	2	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010055	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	9	10	26	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010055	4	2	14	7	1	1	5	0	6	0	8	12	7	 	 	0	12	5	15	7	8	 	1	2	 	0	 	7	 	0	0	6	 	 	 	 	 	 
IN010055	5	1	12	7	1	1	8	0	4	1	 	 	 	2	60	0	17	10	24	7	7	 	0	2	 	0	 	0	 	7	1	7	 	 	 	 	 	 
IN010056	0	1	8	0	1	1	7	6	0	1	 	 	 	2	5500	0	17	11	25	7	10	1	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN010056	1	1	36	1	1	 	 	 	 	 	 	 	 	 	 	0	10	8	26	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010056	2	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010056	3	2	11	7	1	1	6	5	3	1	 	 	 	3	6500	0	17	11	25	7	10	 	0	0	 	0	 	0	 	8	1	5	 	 	 	 	 	 
IN010057	0	2	8	0	1	1	5	2	3	1	 	 	 	2	3000	0	17	10	26	8	8	1	0	1	0	0	 	0	 	8	2	5	 	 	 	 	 	 
IN010057	1	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010057	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010057	28	2	11	7	1	1	6	0	4	1	 	 	 	2	4000	0	17	10	26	8	7	 	1	1	 	0	 	0	 	8	2	5	 	 	 	 	 	 
IN010058	0	1	7	0	1	1	6	7	2	1	 	 	 	3	0	0	17	10	22	6	10	1	0	0	 	0	 	0	 	6	0	8	 	 	 	 	 	 
IN010058	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	12	12	10	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010058	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010058	3	1	23	8	1	 	 	 	 	 	 	 	 	 	 	0	12	12	10	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010058	4	1	13	7	1	1	5	0	5	0	2	11	6	 	 	0	17	 	 	 	10	 	1	1	 	0	 	0	 	0	0	12	 	 	 	 	 	 
IN010058	5	1	4	7	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010059	0	2	8	0	1	1	6	0	2	1	 	 	 	2	1500	0	17	10	24	6	8	1	1	1	1	0	 	0	 	6	2	6	 	 	 	 	 	 
IN010059	1	1	67	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010059	2	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010059	3	1	33	1	1	 	 	 	 	 	 	 	 	 	 	0	11	7	20	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010059	4	2	26	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	12	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010059	5	2	6	7	1	1	6	0	0	1	 	 	 	3	0	0	17	10	24	6	9	 	0	0	 	0	 	0	 	6	2	7	 	 	 	 	 	 
IN010060	0	2	8	0	1	1	5	0	3	1	 	 	 	2	0	0	17	10	25	7	9	1	0	0	 	0	 	0	 	7	0	8	 	 	 	 	 	 
IN010060	1	2	62	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010060	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	4	12	7	26	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010060	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	9	11	30	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010060	4	2	14	7	1	1	5	0	5	0	8	11	6	 	 	1	9	11	30	7	9	 	1	7	 	0	 	0	 	0	0	7	 	 	 	 	 	 
IN010060	5	2	10	7	1	1	5	0	5	1	 	 	 	4	100	0	17	10	25	7	9	 	0	0	 	0	 	0	 	7	1	7	 	 	 	 	 	 
IN010062	0	2	8	0	1	1	5	0	2	1	 	 	 	2	1250	0	17	10	26	6	9	1	1	0	 	0	 	0	 	6	0	8	 	 	 	 	 	 
IN010062	1	1	30	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	26	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010062	2	2	27	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010062	3	2	5	7	1	1	5	0	0	1	 	 	 	2	1350	0	17	10	26	6	10	 	0	0	 	0	 	0	 	6	0	8	 	 	 	 	 	 
IN010063	0	1	8	0	1	1	5	0	2	1	 	 	 	2	2000	0	17	10	25	10	9	1	0	0	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN010063	1	1	55	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010063	2	2	43	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010063	3	1	33	1	1	 	 	 	 	 	 	 	 	 	 	0	9	12	23	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010063	4	2	31	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010063	5	1	30	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010063	6	1	15	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010063	7	1	10	7	1	1	5	0	4	1	 	 	 	2	10000	0	17	10	25	10	9	 	0	0	 	0	 	0	 	7	2	6	 	 	 	 	 	 
IN010064	0	1	8	0	1	1	6	0	2	1	 	 	 	2	8000	0	17	10	24	7	8	1	0	0	 	0	 	0	 	7	3	6	 	 	 	 	 	 
IN010064	1	2	73	5	1	 	 	 	 	 	 	 	 	 	 	0	15	12	30	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010064	2	1	57	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010064	3	2	47	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010064	4	1	21	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010064	5	1	18	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010064	6	1	48	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010064	7	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN010064	8	2	6	7	1	1	5	0	1	1	 	 	 	2	6000	0	17	10	24	7	8	 	0	0	 	0	 	0	 	7	3	6	 	 	 	 	 	 
IN010065	0	2	8	0	1	1	5	6	2	1	 	 	 	2	1000	0	17	10	26	8	9	1	1	0	 	0	 	0	 	8	2	4	 	 	 	 	 	 
