CHILDID	ID	SLEEPR3	NMESLPR3	CHCARER3	HHCHRER3	NMEHHCR3	NPYWRKR3	NMENPYR3	PAYWRKR3	NMEPAYR3	SCHOOLR3	STUDYR3	PLAYR3
IN090067	4	9	88	0	0	88	0	88	0	88	9	2	4
IN090067	5	9	88	0	0	88	0	88	0	88	9	2	4
IN090068	0	9	1	1	0	88	0	88	0	88	8	1	5
IN090068	3	9	88	0	0	88	0	88	0	88	8	0	7
IN090069	0	10	1	0	0	88	0	88	0	88	7	2	5
IN090069	5	9	88	0	0	88	0	88	0	88	8	3	4
IN090071	0	10	1	1	0	88	0	88	0	88	8	1	4
IN090071	5	10	88	0	0	88	0	88	0	88	8	1	5
IN090072	0	12	1	0	0	88	0	88	0	88	8	1	3
IN090072	4	10	88	0	0	88	0	88	0	88	8	1	5
IN090072	5	10	88	0	0	88	0	88	0	88	8	1	5
IN090073	0	9	1	1	0	88	0	88	0	88	8	1	5
IN090073	4	9	88	1	0	88	0	88	0	88	8	0	6
IN090074	0	9	1	1	0	88	0	88	0	88	8	1	5
IN090075	0	10	1	0	0	88	0	88	0	88	7	3	4
IN090075	3	8	88	0	2	88	0	88	0	88	8	4	2
IN090075	4	8	88	0	0	88	0	88	0	88	8	3	5
IN090076	0	10	1	0	0	88	0	88	0	88	7	2	5
IN090076	4	8	88	0	0	88	0	88	0	88	8	4	4
IN090076	28	10	88	0	0	88	0	88	0	88	7	3	4
IN090077	0	9	1	0	0	88	0	88	0	88	9	2	4
IN090078	0	9	0	0	1	0	0	88	0	88	8	2	4
IN090078	7	8	88	1	2	88	0	88	0	88	8	2	3
IN090078	8	8	88	1	0	88	0	88	0	88	8	1	6
IN090078	9	8	88	1	0	88	0	88	0	88	8	1	6
IN090079	0	9	1	1	1	1	0	88	0	88	8	1	4
IN090079	3	9	88	0	0	88	0	88	0	88	8	4	3
IN090080	0	9	1	0	0	88	0	88	0	88	8	1	6
IN090080	28	9	88	0	0	88	0	88	0	88	8	4	3
IN090081	0	9	1	0	0	88	0	88	0	88	7	3	5
IN090081	3	8	88	0	0	88	0	88	0	88	8	5	3
IN090081	4	8	88	0	0	88	0	88	0	88	8	4	4
IN090082	0	10	1	1	0	88	0	88	0	88	9	1	3
IN090083	0	10	1	1	0	88	0	88	0	88	9	1	3
IN090083	8	10	88	1	0	88	0	88	0	88	8	1	4
IN090084	0	10	1	0	0	88	0	88	0	88	8	2	4
IN090084	6	10	88	0	0	88	0	88	0	88	8	2	4
IN090085	0	10	1	1	0	88	0	88	0	88	8	1	4
IN090085	28	9	88	1	0	88	0	88	0	88	9	1	4
IN090086	0	10	1	1	0	88	0	88	0	88	6	1	6
IN090086	5	9	88	0	0	88	0	88	0	88	7	0	8
IN090086	6	10	88	0	0	88	0	88	0	88	7	0	7
IN090087	0	10	1	0	1	1	0	88	0	88	7	2	5
IN090088	0	9	1	0	0	88	0	88	0	88	9	1	5
IN090089	0	9	1	0	0	88	0	88	0	88	7	3	5
IN090089	8	10	88	0	0	88	0	88	0	88	7	3	4
IN090090	0	10	1	0	0	88	0	88	0	88	6	0	8
IN090090	3	8	88	1	2	88	0	88	0	88	8	2	3
IN090090	28	8	88	1	0	88	0	88	0	88	8	2	5
IN090091	0	10	1	0	0	88	0	88	0	88	7	3	4
IN090091	3	8	88	0	1	88	0	88	0	88	8	4	3
IN090092	0	10	1	0	0	88	0	88	0	88	8	2	4
IN090092	5	8	88	0	0	88	0	88	0	88	8	3	5
IN090092	6	10	88	0	0	88	0	88	0	88	8	1	5
IN090093	0	9	1	0	0	88	0	88	0	88	8	1	6
IN090094	0	9	1	0	0	88	0	88	0	88	8	2	5
IN090094	4	7	88	1	0	88	0	88	0	88	8	4	4
IN090094	28	9	88	0	0	88	0	88	0	88	8	1	6
IN090094	29	10	88	0	0	88	0	88	0	88	0	0	14
IN090095	0	11	1	0	0	88	0	88	0	88	8	1	4
IN090095	28	8	88	0	1	88	0	88	0	88	8	1	6
IN090096	0	10	1	0	0	88	0	88	0	88	10	2	2
IN090096	28	9	88	1	1	88	0	88	0	88	10	2	1
IN090097	0	10	1	0	0	88	0	88	0	88	8	1	5
IN090097	28	10	88	0	1	88	0	88	0	88	8	1	4
IN090098	0	9	1	0	0	88	0	88	0	88	7	2	6
IN090098	3	8	88	0	1	88	0	88	0	88	7	4	4
IN090098	28	9	88	0	0	88	0	88	0	88	7	3	5
IN090099	0	10	0	0	0	88	0	88	0	88	9	1	4
IN090100	0	9	1	0	1	0	0	88	0	88	6	1	7
IN090100	3	8	88	1	2	88	0	88	6	88	0	0	7
IN090100	4	9	88	0	0	88	0	88	0	88	0	0	15
IN100002	0	10	1	0	0	88	0	88	0	88	9	1	4
IN100002	4	10	88	0	0	88	0	88	0	88	10	1	3
IN100002	5	10	88	0	0	88	0	88	0	88	10	1	3
IN100003	0	10	1	0	0	88	0	88	0	88	9	1	4
IN100003	5	10	88	0	0	88	0	88	0	88	9	2	3
IN100004	0	9	1	0	0	88	0	88	0	88	8	2	5
IN100005	0	9	1	0	0	88	0	88	0	88	8	3	4
IN100005	3	8	88	0	0	88	0	88	0	88	8	2	6
IN100006	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100006	5	9	88	1	1	88	0	88	0	88	9	1	3
IN100008	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100008	6	9	88	1	0	88	0	88	0	88	9	1	4
IN100009	0	10	1	0	0	88	0	88	0	88	8	0	6
IN100009	3	10	88	0	0	88	0	88	0	88	8	0	6
IN100010	0	9	1	0	1	1	0	88	0	88	7	3	4
IN100010	4	8	88	0	1	88	0	88	0	88	7	4	4
IN100010	5	10	88	0	0	88	0	88	0	88	7	2	5
IN100011	0	10	1	0	0	88	0	88	0	88	9	1	4
IN100011	4	10	88	0	0	88	0	88	0	88	9	1	4
IN100013	0	9	1	0	0	88	0	88	0	88	8	4	3
IN100014	0	10	1	0	0	88	0	88	0	88	6	0	8
IN100014	5	8	88	1	1	88	0	88	0	88	8	2	4
IN100014	6	10	88	1	0	88	0	88	0	88	8	2	3
IN100015	0	10	1	0	0	88	0	88	0	88	8	3	3
IN100015	3	8	88	1	2	88	0	88	0	88	0	4	9
IN100015	4	9	88	1	1	88	0	88	0	88	8	1	4
IN100015	5	10	88	0	0	88	0	88	0	88	8	2	4
IN100016	0	8	1	0	1	1	0	88	0	88	7	3	5
IN100016	3	8	88	0	1	88	0	88	0	88	7	4	4
IN100018	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100019	0	9	1	0	1	0	0	88	0	88	8	2	4
IN100019	5	10	88	0	0	88	0	88	0	88	8	1	5
IN100021	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100021	3	9	88	1	0	88	0	88	0	88	9	1	4
IN100023	0	10	1	0	0	88	0	88	0	88	7	0	7
IN100023	6	10	88	0	0	88	0	88	8	88	0	0	6
IN100023	7	10	88	0	0	88	0	88	0	88	7	0	7
IN100023	8	10	88	0	0	88	0	88	0	88	7	0	7
IN100024	0	9	1	1	0	88	0	88	0	88	9	1	4
IN100024	3	9	88	1	1	88	0	88	0	88	9	1	3
IN100024	5	9	88	0	0	88	0	88	0	88	9	1	5
IN100025	0	8	1	0	0	88	0	88	0	88	8	3	5
IN100025	3	8	88	1	1	88	0	88	0	88	8	3	3
IN100025	4	10	88	0	0	88	0	88	0	88	8	2	4
IN100026	0	10	0	0	0	88	0	88	0	88	7	1	6
IN100026	4	9	88	0	2	88	0	88	0	88	0	0	13
IN100026	5	9	88	0	0	88	0	88	0	88	7	2	6
IN100026	6	11	88	0	0	88	0	88	0	88	7	1	5
IN100028	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100028	4	9	88	1	0	88	0	88	10	88	0	0	4
IN100029	0	9	1	1	0	88	0	88	0	88	9	1	4
IN100030	0	9	1	1	0	88	0	88	0	88	8	1	5
IN100030	6	9	88	0	0	88	0	88	0	88	8	1	6
IN100032	0	9	1	0	0	88	0	88	0	88	8	4	3
IN100032	3	9	88	0	0	88	0	88	0	88	8	4	3
IN100033	0	9	1	0	0	88	0	88	0	88	8	4	3
IN100033	3	10	88	0	1	88	1	88	0	88	8	2	3
IN100034	0	1	1	0	0	88	0	88	0	88	8	1	5
IN100034	3	10	88	0	1	88	0	88	0	88	8	2	3
IN100035	0	8	1	0	0	88	0	88	0	88	8	3	5
IN100035	3	7	88	1	0	88	0	88	0	88	8	4	4
IN100036	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100036	11	9	88	1	0	88	0	88	0	88	9	1	4
IN100037	0	10	0	0	0	88	0	88	0	88	8	1	5
IN100037	3	9	88	0	1	88	0	88	9	88	0	0	5
IN100038	0	10	1	0	0	88	0	88	0	88	8	0	6
IN100039	0	10	1	0	0	88	0	88	0	88	9	0	5
IN100039	3	10	88	0	0	88	0	88	0	88	9	0	5
IN100040	0	10	1	0	0	88	0	88	0	88	9	1	4
IN100040	3	9	88	1	1	88	0	88	0	88	9	1	3
IN100040	5	10	88	0	0	88	0	88	0	88	9	1	4
IN100041	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100042	0	9	1	0	1	1	0	88	0	88	8	2	4
IN100043	0	9	1	0	0	88	0	88	0	88	9	1	4
IN100043	3	8	88	8	1	88	0	88	0	88	0	0	8
IN100043	4	9	88	1	0	88	0	88	0	88	9	1	4
IN100044	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100044	3	9	88	1	0	88	0	88	0	88	9	1	4
IN100046	0	8	1	1	0	88	0	88	0	88	8	2	5
IN100046	5	8	88	1	1	88	0	88	0	88	8	3	3
IN100047	0	10	1	0	0	88	0	88	0	88	8	0	6
IN100049	0	10	1	0	0	88	0	88	0	88	9	1	4
IN100049	6	10	88	0	0	88	0	88	0	88	9	1	4
IN100050	0	10	1	0	0	88	0	88	0	88	8	0	6
IN100050	3	9	88	1	1	88	0	88	0	88	8	0	5
IN100051	0	10	1	0	0	88	0	88	0	88	8	2	4
IN100051	3	10	88	0	0	88	0	88	0	88	8	3	3
IN100051	4	9	88	0	0	88	0	88	0	88	8	1	5
IN100052	0	9	1	0	1	1	0	88	0	88	8	2	4
IN100052	3	9	88	0	0	88	0	88	0	88	8	2	5
IN100052	4	8	88	0	1	88	0	88	0	88	8	4	3
IN100053	0	8	1	1	1	0	0	88	0	88	8	2	4
IN100053	5	10	88	0	0	88	0	88	0	88	8	2	4
IN100054	0	8	1	0	1	1	0	88	0	88	8	3	4
IN100054	3	8	88	1	1	88	0	88	0	88	8	2	4
IN100054	4	9	88	1	1	88	0	88	0	88	8	1	4
IN100055	0	10	1	0	0	88	0	88	0	88	7	2	5
IN100057	0	9	1	1	1	0	0	88	0	88	8	1	4
IN100058	0	8	1	1	0	88	0	88	0	88	8	1	6
IN100058	7	8	88	0	0	88	0	88	0	88	8	1	7
IN100059	0	8	1	0	1	0	0	88	0	88	8	1	6
IN100060	0	9	1	1	0	88	0	88	0	88	9	1	4
IN100060	7	9	88	0	0	88	0	88	0	88	9	1	5
IN100061	0	9	1	0	0	88	0	88	0	88	8	3	4
IN100061	28	9	88	1	0	88	0	88	0	88	8	2	4
IN100062	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100062	3	9	88	1	1	88	0	88	0	88	9	1	3
IN100062	4	9	88	1	1	88	0	88	0	88	9	1	3
IN100063	0	9	1	0	0	88	0	88	0	88	9	1	4
IN100063	31	9	88	0	0	88	0	88	0	88	9	1	5
IN100064	0	8	1	1	1	1	0	88	0	88	8	2	4
IN100064	28	8	88	1	1	88	0	88	0	88	8	3	3
IN100064	30	11	88	0	0	88	0	88	0	88	0	0	13
IN100065	0	9	1	0	0	88	0	88	0	88	8	3	4
IN100065	28	9	88	0	0	88	0	88	0	88	9	3	3
IN100066	0	9	1	0	0	88	0	88	0	88	7	3	5
IN100067	0	10	1	0	0	88	0	88	0	88	8	2	4
IN100069	0	8	1	0	0	88	0	88	0	88	8	4	4
IN100069	3	8	88	0	0	88	0	88	0	88	8	3	5
IN100070	0	9	1	1	0	88	0	88	0	88	9	1	4
IN100070	3	9	88	0	0	88	0	88	0	88	9	1	5
IN100071	0	9	1	0	0	88	0	88	0	88	8	1	6
IN100071	3	9	88	0	1	88	0	88	0	88	8	2	4
IN100072	0	9	1	0	1	0	0	88	0	88	8	1	5
IN100072	3	9	88	0	1	88	0	88	0	88	8	1	5
IN100073	0	9	1	0	0	88	0	88	0	88	7	4	4
IN100073	8	9	88	0	0	88	0	88	0	88	7	4	4
IN100074	0	10	1	0	0	88	0	88	0	88	8	2	4
IN100074	3	8	88	1	1	88	0	88	0	88	8	3	3
IN100075	0	10	1	0	0	88	0	88	0	88	8	3	3
IN100075	3	10	88	0	0	88	0	88	0	88	8	2	4
IN100076	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100076	4	9	88	1	0	88	0	88	0	88	9	1	4
IN100077	0	10	1	0	0	88	0	88	0	88	10	1	3
IN100077	5	9	88	0	1	88	0	88	0	88	10	1	3
IN100078	0	9	1	1	0	88	0	88	0	88	9	1	4
IN100078	5	9	88	0	0	88	0	88	0	88	9	1	5
IN100079	0	9	1	0	0	88	0	88	0	88	8	1	6
IN100079	4	8	88	1	1	88	0	88	0	88	8	1	5
IN100080	0	10	1	0	0	88	0	88	0	88	8	3	3
IN100080	10	8	88	0	0	88	0	88	0	88	8	3	5
IN100080	11	9	88	0	0	88	0	88	0	88	8	2	5
IN100080	13	10	88	0	0	88	0	88	0	88	8	1	4
IN100081	0	8	1	1	1	1	0	88	0	88	8	1	5
IN100081	4	9	88	1	1	88	0	88	0	88	8	1	4
IN100082	0	9	1	0	0	88	0	88	0	88	8	3	4
IN100082	3	10	88	0	0	88	0	88	0	88	8	2	4
IN100083	0	9	1	0	1	1	0	88	0	88	7	3	4
IN100084	0	10	1	0	0	88	0	88	0	88	8	3	3
IN100084	3	10	88	0	0	88	0	88	0	88	8	2	4
IN100085	0	8	1	1	1	1	0	88	0	88	8	2	4
IN100086	0	9	1	1	0	88	0	88	0	88	9	1	4
IN100086	4	9	88	0	0	88	0	88	0	88	9	1	5
IN100087	0	10	0	0	0	88	0	88	0	88	8	0	6
IN100087	5	9	88	1	0	88	0	88	0	88	8	1	5
IN100089	0	9	1	0	0	88	0	88	0	88	9	1	5
IN100089	3	8	88	1	1	88	0	88	0	88	9	1	4
IN100089	4	9	88	1	0	88	0	88	0	88	9	1	4
IN100090	0	8	1	1	0	88	0	88	0	88	8	2	5
IN100090	3	8	88	1	0	88	0	88	0	88	8	3	4
IN100090	4	10	88	0	0	88	0	88	0	88	8	0	6
IN100091	0	9	1	1	1	0	0	88	0	88	8	0	5
IN100091	7	8	88	1	1	88	0	88	0	88	8	1	5
IN100092	0	8	1	1	1	1	0	88	0	88	8	1	5
IN100092	5	10	88	0	0	88	0	88	0	88	8	1	5
IN100093	0	10	1	0	0	88	0	88	0	88	7	2	5
IN100093	3	10	88	0	0	88	0	88	0	88	7	2	5
IN100094	0	10	1	0	0	88	0	88	0	88	8	2	4
IN100094	3	9	88	1	0	88	0	88	0	88	8	2	4
IN100095	0	9	1	1	0	88	0	88	0	88	9	1	4
IN100095	3	9	88	1	1	88	0	88	0	88	9	1	3
IN100095	4	10	88	0	0	88	0	88	0	88	8	1	5
IN100096	0	9	1	0	0	88	0	88	0	88	7	4	4
IN100096	5	8	88	0	0	88	0	88	7	88	0	0	9
IN100096	6	9	88	0	0	88	0	88	0	88	7	4	4
IN100097	0	10	1	0	0	88	0	88	0	88	9	1	4
IN100097	3	10	88	0	0	88	0	88	0	88	9	2	3
IN100098	0	9	1	0	1	0	0	88	0	88	7	3	4
IN100098	3	10	88	0	0	88	0	88	0	88	2	0	12
IN100099	0	10	1	0	0	88	0	88	0	88	8	1	5
IN100100	0	10	1	0	0	88	0	88	0	88	8	1	5
IN100100	3	9	88	0	1	88	0	88	0	88	8	1	5
IN110001	0	10	1	1	1	1	0	88	0	88	9	2	1
IN110001	3	10	88	0	1	88	0	88	0	88	8	3	2
IN110002	0	9	0	0	1	0	0	88	0	88	7	4	3
IN110002	3	8	88	0	3	88	0	88	0	88	8	3	2
IN110003	0	9	0	0	1	0	0	88	0	88	7	2	5
IN110003	4	8	88	2	3	88	2	88	7	88	0	0	2
IN110003	5	9	88	0	2	88	0	88	0	88	8	2	3
IN110003	6	9	88	0	3	88	0	88	0	88	8	1	3
IN110004	0	10	0	0	0	88	0	88	0	88	8	4	2
IN110005	0	9	0	0	0	88	0	88	0	88	7	2	6
IN110005	13	10	88	0	0	88	0	88	0	88	7	2	5
IN110007	0	10	0	0	0	88	0	88	0	88	8	4	2
IN110007	8	10	88	0	0	88	0	88	0	88	8	2	4
IN110008	0	10	1	0	2	0	0	88	0	88	7	3	2
IN110008	8	10	88	0	0	88	0	88	0	88	8	3	3
IN110009	0	8	1	0	0	88	0	88	0	88	7	3	6
IN110010	0	9	1	1	1	0	0	88	0	88	7	4	2
IN110010	7	9	88	1	1	88	0	88	0	88	7	4	2
IN110010	8	9	88	1	1	88	0	88	0	88	7	4	2
IN110011	0	8	0	0	0	88	0	88	0	88	7	3	6
IN110011	3	8	88	0	2	88	0	88	0	88	7	4	3
IN110012	0	10	1	0	2	1	0	88	0	88	9	1	2
IN110012	5	10	88	1	4	88	0	88	0	88	4	2	3
IN110012	6	10	88	0	1	88	0	88	0	88	9	2	2
IN110013	0	9	0	0	0	88	0	88	0	88	7	3	5
IN110013	8	9	88	0	2	88	0	88	0	88	7	2	4
IN110014	0	9	1	0	0	88	0	88	0	88	7	4	4
IN110014	8	9	88	0	0	88	0	88	0	88	7	4	4
IN110014	9	9	88	0	0	88	0	88	0	88	7	4	4
IN110015	0	10	0	0	0	88	0	88	0	88	8	3	3
IN110015	3	10	88	0	0	88	0	88	0	88	8	3	3
IN110016	0	9	1	0	0	88	0	88	0	88	7	2	6
IN110016	3	9	88	0	4	88	0	88	0	88	7	2	2
IN110016	4	9	88	0	2	88	0	88	0	88	7	2	4
IN110017	0	9	0	0	0	88	0	88	0	88	7	2	6
IN110017	6	8	88	2	2	88	0	88	0	88	8	2	2
IN110017	7	8	88	0	0	88	0	88	0	88	8	2	6
IN110017	8	8	88	0	4	88	0	88	0	88	8	2	2
IN110018	0	10	0	0	0	88	0	88	0	88	8	2	4
IN110018	5	9	88	0	0	88	0	88	0	88	8	3	4
IN110018	6	9	88	0	0	88	0	88	0	88	8	2	5
IN110019	0	9	0	0	0	88	0	88	0	88	8	3	4
IN110019	4	9	88	0	0	88	0	88	0	88	8	3	4
IN110020	0	8	0	1	0	88	0	88	0	88	8	4	3
IN110020	3	8	88	0	0	88	0	88	0	88	8	4	4
IN110021	0	9	1	0	2	1	0	88	0	88	7	4	2
IN110021	8	9	88	0	2	88	0	88	0	88	7	4	2
IN110022	0	9	1	0	0	88	2	1	0	88	8	2	3
IN110022	28	9	88	2	2	88	1	88	0	88	8	0	2
IN110023	0	8	1	0	0	88	0	88	0	88	8	6	2
IN110023	9	9	88	0	0	88	0	88	0	88	8	6	1
IN110024	0	7	0	1	1	0	0	88	0	88	8	4	3
IN110024	10	8	88	0	0	88	0	88	0	88	8	4	4
IN110024	28	9	88	1	1	88	0	88	0	88	8	4	3
IN110025	0	10	1	1	1	0	0	88	0	88	7	3	2
IN110025	5	9	88	1	1	88	0	88	0	88	7	3	3
IN110025	28	9	88	1	1	88	0	88	0	88	7	3	3
IN110027	0	8	1	0	0	88	0	88	0	88	6	4	6
IN110027	8	8	88	0	0	88	0	88	0	88	6	4	6
IN110028	0	9	1	0	1	1	0	88	0	88	8	4	2
IN110028	5	9	88	0	0	88	0	88	0	88	8	4	3
IN110028	28	9	88	0	1	88	0	88	0	88	8	4	2
IN110029	0	9	1	0	1	1	0	88	1	1	8	2	3
IN110029	28	9	88	0	2	88	0	88	0	88	8	2	3
IN110030	0	10	0	0	1	0	0	88	0	88	8	2	3
IN110030	3	10	88	0	0	88	0	88	0	88	8	2	4
IN110031	0	8	0	1	0	88	0	88	0	88	8	2	5
IN110031	5	9	88	0	0	88	0	88	0	88	5	1	9
IN110033	0	9	1	1	1	0	0	88	0	88	7	3	3
IN110033	3	9	88	0	1	88	0	88	0	88	7	3	4
IN110034	0	8	0	1	1	0	0	88	0	88	8	4	2
IN110034	8	9	88	0	0	88	0	88	0	88	8	4	3
IN110035	0	10	1	0	0	88	0	88	0	88	8	4	2
IN110035	8	10	88	0	0	88	0	88	0	88	8	4	2
IN110036	0	9	0	0	0	88	0	88	0	88	7	2	6
IN110036	3	8	88	0	0	88	0	88	0	88	8	4	4
IN110036	4	9	88	0	2	88	0	88	0	88	8	2	3
IN110037	0	9	0	0	0	88	0	88	0	88	8	2	5
IN110037	7	9	88	0	0	88	0	88	0	88	8	2	5
IN110038	0	8	0	0	0	88	0	88	0	88	8	4	4
IN110038	28	7	88	1	1	88	0	88	0	88	8	4	3
IN110039	0	10	1	0	1	1	0	88	0	88	8	2	3
IN110039	9	10	88	0	0	88	0	88	0	88	8	2	4
IN110040	0	9	0	0	0	88	0	88	0	88	8	3	4
IN110040	10	9	88	0	0	88	0	88	0	88	8	3	4
IN110040	11	9	88	0	0	88	0	88	0	88	8	3	4
IN110041	0	10	1	0	0	88	0	88	0	88	8	4	2
IN110041	9	10	88	0	0	88	0	88	0	88	8	4	2
IN110041	29	10	88	0	2	88	0	88	0	88	7	3	2
IN110042	0	9	0	0	0	88	0	88	0	88	7	2	6
IN110042	8	9	88	0	2	88	0	88	0	88	8	3	2
IN110042	9	9	88	0	2	88	0	88	0	88	8	3	2
IN110043	0	10	1	0	1	1	0	88	0	88	8	2	3
IN110043	6	10	88	0	0	88	0	88	0	88	8	3	3
IN110044	0	8	1	0	0	88	0	88	0	88	9	4	3
IN110044	13	8	88	0	0	88	0	88	0	88	9	4	3
IN110045	0	8	0	0	0	88	0	88	0	88	9	2	5
IN110045	6	8	88	0	0	88	0	88	0	88	9	1	6
IN110046	0	8	0	1	0	88	0	88	0	88	8	1	6
IN110046	3	8	88	4	5	88	0	88	0	88	0	0	7
IN110046	4	9	88	0	0	88	0	88	0	88	3	1	11
IN110046	28	8	88	1	1	88	0	88	0	88	8	1	4
IN110047	0	8	0	0	1	0	0	88	0	88	8	1	6
IN110047	6	7	88	1	2	88	0	88	0	88	9	2	3
IN110047	7	8	88	1	1	88	0	88	0	88	8	1	5
IN110048	0	9	0	0	0	88	0	88	0	88	8	2	5
IN110048	8	8	88	1	1	88	0	88	0	88	8	2	4
IN110048	28	8	88	0	1	88	0	88	0	88	8	2	5
IN110050	0	9	1	1	1	1	0	88	0	88	7	3	3
IN110050	7	9	88	1	1	88	0	88	0	88	7	3	3
IN110051	0	9	1	0	1	0	0	88	0	88	7	4	3
IN110051	3	9	88	1	1	88	0	88	0	88	7	3	3
IN110051	28	9	88	1	1	88	0	88	0	88	7	3	3
IN110051	29	9	88	1	1	88	0	88	0	88	7	3	3
IN110052	0	10	1	0	2	1	0	88	0	88	8	2	2
IN110052	28	10	88	0	2	88	0	88	0	88	8	3	1
IN110053	0	9	0	0	0	88	0	88	0	88	7	2	6
IN110054	0	8	0	0	0	88	0	88	0	88	7	4	5
IN110054	3	8	88	5	2	88	0	88	7	88	0	0	2
IN110054	4	8	88	0	0	88	0	88	0	88	4	4	8
IN110055	0	10	1	0	1	1	0	88	0	88	7	3	3
IN110055	4	10	88	1	2	88	0	88	0	88	8	2	1
IN110056	0	9	1	0	0	88	0	88	0	88	7	2	6
IN110057	0	9	0	0	0	88	0	88	0	88	7	4	4
IN110057	3	8	88	0	0	88	0	88	0	88	9	5	2
IN110057	28	9	88	0	0	88	0	88	0	88	8	4	3
IN110058	0	9	1	0	0	88	0	88	0	88	7	3	5
IN110059	0	10	1	0	1	1	0	88	0	88	7	3	3
IN110059	29	10	88	0	0	88	0	88	0	88	8	4	2
IN110060	0	9	1	0	0	88	0	88	0	88	7	2	6
IN110060	3	8	88	0	2	88	0	88	0	88	8	2	4
IN110060	28	9	88	0	0	88	0	88	0	88	7	2	6
IN110061	0	8	0	0	0	88	0	88	0	88	7	2	7
IN110063	0	9	1	0	0	88	0	88	0	88	8	6	1
IN110063	3	9	88	0	0	88	0	88	0	88	8	6	1
IN110064	0	10	0	0	0	88	0	88	0	88	8	2	4
IN110064	5	9	88	0	1	88	0	88	0	88	9	0	5
IN110065	0	8	0	0	0	88	0	88	0	88	7	2	7
IN110065	28	8	88	0	2	88	0	88	0	88	7	3	4
IN110066	0	9	1	0	1	1	0	88	0	88	7	4	3
IN110066	28	9	88	0	1	88	0	88	0	88	7	4	3
IN110067	0	8	1	0	0	88	0	88	0	88	8	3	5
IN110067	6	8	88	0	0	88	0	88	0	88	8	3	5
IN110067	28	8	88	0	0	88	0	88	0	88	8	4	4
IN110068	0	10	1	0	0	88	0	88	0	88	8	4	2
IN110068	5	10	88	0	0	88	0	88	0	88	8	4	2
IN110069	0	9	0	0	2	0	0	88	0	88	7	2	4
IN110069	4	8	88	0	3	88	0	88	0	88	8	2	3
IN110069	5	9	88	0	0	88	0	88	0	88	7	0	8
IN110070	0	9	0	0	0	88	0	88	0	88	8	2	4
IN110070	8	10	88	1	0	88	0	88	0	88	3	0	10
IN110071	0	9	0	0	0	88	0	88	0	88	8	4	3
IN110071	4	9	88	0	0	88	0	88	0	88	8	4	3
IN110071	28	9	88	0	1	88	0	88	0	88	8	3	3
IN110072	0	8	0	0	0	88	0	88	0	88	7	2	7
IN110072	28	8	88	0	2	88	0	88	0	88	7	3	4
IN110073	0	8	0	0	0	88	0	88	0	88	8	2	6
IN110073	8	7	88	0	1	88	0	88	0	88	8	4	4
IN110073	9	7	88	1	2	88	0	88	0	88	8	3	3
IN110073	10	7	88	0	0	88	0	88	0	88	8	3	6
IN110073	11	9	88	0	0	88	0	88	0	88	6	1	8
IN110074	0	10	1	0	1	1	0	88	0	88	9	2	2
IN110074	5	10	88	0	0	88	0	88	0	88	8	3	3
IN110075	0	8	0	0	0	88	0	88	0	88	6	4	6
IN110075	11	9	88	0	0	88	0	88	0	88	6	2	7
IN110075	12	8	88	0	0	88	0	88	0	88	6	4	6
IN110075	28	7	88	0	0	88	0	88	0	88	8	4	5
IN110076	0	10	1	0	0	88	0	88	0	88	7	3	4
IN110076	28	10	88	1	2	88	0	88	0	88	8	2	1
IN110077	0	9	1	1	1	0	0	88	0	88	7	3	3
IN110077	5	9	88	1	2	88	0	88	0	88	7	3	2
IN110077	6	9	88	1	0	88	0	88	0	88	7	3	4
IN110077	28	9	88	1	0	88	0	88	0	88	7	3	4
IN110078	0	9	0	0	0	88	0	88	0	88	8	2	5
IN110078	8	9	88	0	0	88	0	88	0	88	8	0	7
IN110079	0	9	0	1	1	0	0	88	0	88	7	3	3
IN110079	4	9	88	1	2	88	0	88	0	88	7	2	3
IN110080	0	9	0	0	0	88	0	88	0	88	7	4	4
IN110080	28	8	88	0	0	88	0	88	0	88	8	5	3
IN110081	0	9	1	1	0	88	0	88	0	88	7	2	5
IN110081	4	9	88	0	0	88	0	88	0	88	7	2	6
IN110082	0	9	1	1	0	88	0	88	0	88	8	2	3
IN110083	0	10	0	0	0	88	0	88	0	88	8	3	3
IN110083	4	10	88	0	0	88	0	88	0	88	8	1	5
IN110084	0	8	0	0	0	88	0	88	0	88	8	3	5
IN110084	3	8	88	0	0	88	0	88	0	88	8	3	5
IN110085	0	9	1	0	0	88	0	88	0	88	7	3	5
IN110085	7	9	88	0	0	88	0	88	0	88	7	3	5
IN110086	0	10	1	1	2	1	0	88	0	88	8	2	1
IN110086	13	10	88	0	1	88	0	88	0	88	8	2	3
IN110087	0	9	1	0	1	0	0	88	0	88	8	2	4
IN110087	28	8	88	0	1	88	0	88	1	88	8	2	4
IN110087	29	8	88	0	2	88	0	88	1	88	8	2	3
IN110088	0	8	0	0	0	88	0	88	0	88	7	4	5
