CHILDID	ID	SLEEPR3	NMESLPR3	CHCARER3	HHCHRER3	NMEHHCR3	NPYWRKR3	NMENPYR3	PAYWRKR3	NMEPAYR3	SCHOOLR3	STUDYR3	PLAYR3
IN050038	3	10	88	0	2	88	0	88	0	88	0	0	12
IN050039	0	9	1	0	0	88	0	88	0	88	8	1	6
IN050040	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050040	3	8	88	0	0	88	0	88	0	88	8	2	6
IN050041	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050041	6	8	88	0	0	88	0	88	0	88	8	1	7
IN050042	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050042	3	8	88	0	0	88	0	88	0	88	8	2	6
IN050042	4	10	88	0	0	88	0	88	0	88	8	0	6
IN050043	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050043	5	8	88	0	2	88	0	88	0	88	8	2	4
IN050044	0	8	1	0	1	1	0	88	0	88	8	2	5
IN050045	0	9	1	0	0	88	0	88	0	88	7	1	7
IN050046	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050047	0	10	1	0	0	88	0	88	0	88	8	1	5
IN050047	7	10	88	0	0	88	0	88	0	88	8	1	5
IN050047	8	9	88	0	1	88	0	88	0	88	8	2	4
IN050048	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050048	4	10	88	0	0	88	0	88	0	88	10	2	2
IN050049	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050049	3	10	88	0	0	88	0	88	0	88	10	1	3
IN050050	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050051	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050051	12	12	88	0	0	88	0	88	0	88	5	0	7
IN050052	0	8	1	0	2	1	0	88	0	88	8	2	4
IN050052	4	9	88	0	2	88	0	88	0	88	8	2	3
IN050052	5	10	88	0	0	88	0	88	0	88	8	0	6
IN050053	0	8	1	1	1	1	0	88	0	88	8	0	6
IN050053	3	8	88	1	0	88	0	88	8	88	0	0	7
IN050054	0	8	1	0	1	1	0	88	0	88	8	2	5
IN050054	3	8	88	0	3	88	0	88	0	88	8	2	3
IN050054	4	9	88	0	0	88	0	88	0	88	8	0	7
IN050055	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050056	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050056	3	8	88	0	1	88	0	88	0	88	8	2	5
IN050056	4	8	88	0	0	88	0	88	0	88	0	0	16
IN050057	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050057	7	8	88	0	0	88	0	88	0	88	8	1	7
IN050057	8	9	88	0	0	88	0	88	0	88	8	0	7
IN050057	9	7	88	0	0	88	0	88	0	88	8	2	7
IN050058	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050058	3	8	88	0	0	88	0	88	0	88	9	4	3
IN050058	4	12	88	0	0	88	0	88	0	88	0	0	12
IN050059	0	9	1	0	0	88	0	88	0	88	8	3	4
IN050059	4	9	88	0	0	88	0	88	0	88	8	3	4
IN050060	0	8	1	0	0	88	0	88	0	88	9	2	5
IN050060	5	8	88	0	0	88	0	88	0	88	9	2	5
IN050061	0	10	1	0	0	88	0	88	0	88	8	3	3
IN050061	6	10	88	0	0	88	0	88	0	88	8	2	4
IN050063	0	9	1	0	0	88	0	88	0	88	7	2	6
IN050064	0	7	1	0	0	88	0	88	0	88	8	3	6
IN050064	28	7	88	0	0	88	0	88	0	88	8	3	6
IN050065	0	12	1	0	0	88	0	88	0	88	8	1	3
IN050065	3	10	88	0	0	88	0	88	0	88	8	1	5
IN050065	28	10	88	0	0	88	0	88	0	88	8	1	5
IN050066	0	9	1	0	0	88	0	88	0	88	8	2	5
IN050066	4	9	88	0	0	88	0	88	0	88	8	2	5
IN050067	0	8	1	0	0	88	0	88	0	88	7	2	7
IN050067	3	8	88	0	1	88	0	88	0	88	8	2	5
IN050068	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050068	3	8	88	0	0	88	0	88	0	88	8	2	6
IN050069	0	9	1	0	1	1	0	88	0	88	8	2	4
IN050070	0	10	1	0	0	88	0	88	0	88	7	2	5
IN050070	8	10	88	0	0	88	0	88	0	88	0	0	14
IN050071	0	9	1	0	0	88	0	88	0	88	7	2	6
IN050071	8	9	88	0	0	88	0	88	0	88	7	2	6
IN050072	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050072	28	10	88	0	0	88	0	88	0	88	8	2	4
IN050073	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050073	28	8	88	0	2	88	0	88	0	88	8	2	4
IN050074	0	9	1	0	0	88	0	88	0	88	7	2	6
IN050074	28	9	88	0	0	88	0	88	0	88	7	1	7
IN050075	0	8	1	0	1	1	0	88	0	88	8	2	5
IN050075	7	9	88	0	0	88	0	88	0	88	8	2	5
IN050076	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050076	28	7	88	0	0	88	0	88	0	88	9	2	6
IN050077	0	11	1	0	0	88	0	88	0	88	8	3	2
IN050078	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050078	28	10	88	0	0	88	0	88	0	88	8	2	4
IN050078	29	10	88	0	0	88	0	88	0	88	8	2	4
IN050079	0	9	1	0	0	88	0	88	0	88	8	3	4
IN050079	28	9	88	0	0	88	0	88	0	88	8	3	4
IN050080	0	9	1	0	0	88	0	88	0	88	8	1	6
IN050080	11	9	88	0	0	88	0	88	0	88	7	1	7
IN050081	0	9	1	0	0	88	0	88	0	88	7	1	7
IN050081	28	9	88	0	3	88	0	88	0	88	0	0	12
IN050082	0	9	1	0	0	88	0	88	0	88	8	3	4
IN050083	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050083	7	10	88	0	0	88	0	88	0	88	0	0	14
IN050084	0	8	1	0	0	88	0	88	0	88	8	0	8
IN050084	4	9	88	0	0	88	0	88	0	88	0	0	15
IN050085	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050085	3	10	88	0	0	88	0	88	0	88	0	0	14
IN050086	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050086	3	10	88	0	0	88	0	88	0	88	0	0	14
IN050086	4	11	88	0	0	88	0	88	0	88	0	0	13
IN050087	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050087	9	8	88	0	0	88	0	88	0	88	8	1	7
IN050088	0	9	1	0	0	88	0	88	0	88	8	2	5
IN050088	4	8	88	0	0	88	0	88	0	88	8	3	5
IN050089	0	8	1	0	0	88	0	88	1	0	8	2	5
IN050089	8	10	88	0	2	88	0	88	0	88	8	2	2
IN050089	28	8	88	0	0	88	0	88	1	88	8	3	4
IN050090	0	9	1	0	1	1	0	88	0	88	7	2	5
IN050090	4	12	88	0	0	88	0	88	0	88	7	0	5
IN050091	0	10	1	1	0	88	0	88	0	88	5	3	5
IN050091	9	8	88	1	3	88	0	88	8	88	0	0	4
IN050091	10	10	88	1	0	88	0	88	0	88	8	1	4
IN050091	11	10	88	0	0	88	0	88	0	88	5	0	9
IN050091	12	10	88	1	0	88	0	88	0	88	5	3	5
IN050091	13	10	88	0	0	88	0	88	0	88	5	3	6
IN050092	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050092	3	8	88	0	0	88	0	88	0	88	8	2	6
IN050093	0	9	1	0	0	88	0	88	0	88	8	1	6
IN050093	5	9	88	0	0	88	0	88	0	88	8	1	6
IN050094	0	10	1	0	0	88	0	88	0	88	9	2	3
IN050094	12	10	88	0	0	88	0	88	0	88	9	2	3
IN050095	0	9	1	0	0	88	0	88	0	88	8	0	7
IN050096	0	10	1	0	0	88	0	88	0	88	7	2	5
IN050096	3	9	88	0	1	88	0	88	0	88	7	2	5
IN050097	0	11	1	0	0	88	0	88	0	88	7	1	5
IN050097	5	10	88	0	1	88	0	88	0	88	7	2	4
IN050098	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050098	8	8	88	2	2	88	2	88	0	88	0	0	10
IN050098	9	8	88	0	0	88	0	88	0	88	9	2	5
IN050098	10	8	88	0	0	88	0	88	0	88	9	2	5
IN050098	11	8	88	0	0	88	0	88	0	88	8	1	7
IN050099	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050099	6	8	88	0	0	88	0	88	0	88	8	2	6
IN050100	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050100	17	8	88	0	0	88	0	88	0	88	8	2	6
IN060001	0	10	1	0	0	88	0	88	0	88	7	2	5
IN060001	4	9	88	0	1	88	0	88	0	88	7	3	4
IN060002	0	9	1	0	0	88	0	88	0	88	7	4	4
IN060002	7	9	88	0	0	88	0	88	0	88	7	4	4
IN060003	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060003	3	9	88	0	0	88	0	88	0	88	7	4	4
IN060004	0	8	1	0	0	88	0	88	0	88	7	3	6
IN060004	4	8	88	0	1	88	0	88	0	88	7	3	5
IN060005	0	10	1	0	0	88	0	88	0	88	7	1	6
IN060005	4	9	88	0	1	88	0	88	0	88	7	1	6
IN060006	0	10	1	0	0	88	0	88	0	88	7	1	6
IN060006	8	10	88	0	0	88	0	88	0	88	7	1	6
IN060007	0	9	1	0	0	88	0	88	0	88	7	3	5
IN060008	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060008	9	9	88	0	0	88	0	88	0	88	8	2	5
IN060009	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060009	6	9	88	0	0	88	0	88	0	88	7	2	6
IN060009	7	9	88	0	1	88	0	88	0	88	7	2	5
IN060009	8	9	88	0	0	88	0	88	0	88	7	2	6
IN060010	0	9	1	0	0	88	0	88	0	88	8	3	4
IN060010	3	9	88	0	0	88	0	88	0	88	8	3	4
IN060011	0	9	1	0	1	1	0	88	0	88	8	1	5
IN060011	3	9	88	0	0	88	0	88	0	88	9	2	4
IN060012	0	9	1	2	1	0	0	88	0	88	9	1	2
IN060012	4	9	88	0	0	88	0	88	0	88	9	1	5
IN060013	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060013	7	8	88	0	0	88	0	88	0	88	8	5	3
IN060013	8	9	88	0	0	88	0	88	0	88	7	3	5
IN060014	0	10	0	0	0	88	0	88	0	88	6	0	8
IN060014	3	10	88	0	0	88	0	88	0	88	6	0	8
IN060015	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060015	3	9	88	0	0	88	0	88	0	88	7	2	6
IN060016	0	8	1	0	2	1	0	88	0	88	8	2	4
IN060016	7	8	88	0	0	88	0	88	0	88	8	2	6
IN060016	9	8	88	0	2	88	0	88	0	88	8	2	4
IN060016	10	8	88	0	0	88	0	88	0	88	8	2	6
IN060017	0	9	1	0	1	1	0	88	0	88	8	2	4
IN060017	3	8	88	0	0	88	0	88	0	88	9	2	5
IN060017	4	9	88	0	0	88	0	88	0	88	8	2	5
IN060018	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060019	0	8	1	0	0	88	0	88	0	88	7	1	8
IN060019	3	8	88	0	0	88	0	88	0	88	7	1	8
IN060020	0	10	1	0	0	88	0	88	0	88	7	1	6
IN060020	7	10	88	0	0	88	0	88	0	88	7	1	6
IN060021	0	9	1	0	0	88	0	88	0	88	7	4	4
IN060021	6	8	88	0	1	88	0	88	0	88	7	4	4
IN060021	7	8	88	0	1	88	0	88	0	88	7	4	4
IN060021	8	8	88	0	1	88	0	88	0	88	7	4	4
IN060022	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060022	3	9	88	0	0	88	0	88	0	88	7	2	6
IN060023	0	10	1	0	0	88	0	88	0	88	8	2	4
IN060023	4	10	88	0	0	88	0	88	0	88	9	2	3
IN060024	0	10	1	0	0	88	0	88	0	88	8	2	4
IN060024	4	9	88	0	2	88	0	88	0	88	8	2	3
IN060025	0	10	1	0	1	1	0	88	0	88	9	2	2
IN060025	10	10	88	0	0	88	0	88	0	88	10	1	3
IN060026	0	10	1	0	0	88	0	88	0	88	7	2	5
IN060026	5	9	88	0	0	88	0	88	0	88	7	4	4
IN060026	6	9	88	0	0	88	0	88	0	88	7	2	6
IN060026	7	10	88	0	0	88	0	88	0	88	7	0	7
IN060027	0	8	1	0	0	88	0	88	0	88	8	2	6
IN060027	5	8	88	0	0	88	0	88	0	88	8	2	6
IN060028	0	10	0	0	0	88	0	88	0	88	7	3	4
IN060029	0	8	1	0	0	88	0	88	0	88	7	4	5
IN060029	5	8	88	0	2	88	0	88	0	88	7	5	2
IN060030	0	8	1	0	2	1	0	88	0	88	8	2	4
IN060030	4	10	88	0	0	88	0	88	0	88	7	0	7
IN060031	0	10	1	0	0	88	0	88	0	88	7	2	5
IN060031	7	8	88	0	2	88	0	88	0	88	7	3	4
IN060031	8	8	88	0	1	88	0	88	0	88	7	3	5
IN060032	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060032	6	8	88	0	2	88	0	88	0	88	8	2	4
IN060032	7	12	88	0	0	88	0	88	0	88	0	0	12
IN060033	0	10	1	0	0	88	0	88	0	88	7	4	3
IN060033	7	9	88	0	0	88	0	88	0	88	7	4	4
IN060033	8	10	88	0	0	88	0	88	0	88	7	4	3
IN060034	0	8	1	0	2	1	0	88	0	88	8	2	4
IN060034	3	8	88	0	2	88	0	88	0	88	9	2	3
IN060035	0	10	1	0	0	88	0	88	0	88	7	0	7
IN060035	3	10	88	0	0	88	0	88	0	88	7	0	7
IN060036	0	8	1	0	0	88	0	88	0	88	9	2	5
IN060036	7	10	88	0	0	88	0	88	0	88	8	2	4
IN060037	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060037	6	9	88	0	1	88	0	88	0	88	7	2	5
IN060037	7	9	88	0	0	88	0	88	0	88	7	1	7
IN060038	0	9	1	0	0	88	0	88	0	88	7	3	5
IN060038	3	9	88	0	0	88	0	88	0	88	7	2	6
IN060039	0	8	1	0	0	88	0	88	0	88	7	4	5
IN060039	3	8	88	0	0	88	0	88	0	88	7	4	5
IN060040	0	8	1	0	0	88	0	88	0	88	8	2	6
IN060040	4	9	88	0	0	88	0	88	0	88	8	2	5
IN060041	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060041	4	8	88	0	0	88	0	88	0	88	10	2	4
IN060042	0	10	1	0	0	88	0	88	0	88	8	2	4
IN060042	3	8	88	0	0	88	0	88	0	88	8	2	6
IN060042	4	10	88	0	0	88	0	88	0	88	8	2	4
IN060043	0	10	1	1	0	88	0	88	0	88	8	2	3
IN060043	11	10	88	0	0	88	0	88	0	88	8	2	4
IN060044	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060044	4	8	88	0	0	88	0	88	0	88	7	2	7
IN060045	0	8	1	0	1	1	0	88	0	88	8	3	4
IN060045	3	8	88	0	2	88	0	88	0	88	8	2	4
IN060046	0	8	1	0	2	1	0	88	0	88	8	2	4
IN060046	4	8	88	0	0	88	0	88	0	88	8	3	5
IN060047	0	9	0	0	0	88	0	88	0	88	8	2	5
IN060047	10	10	88	0	0	88	0	88	0	88	8	3	3
IN060047	11	10	88	0	0	88	0	88	0	88	8	3	3
IN060048	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060049	0	9	1	0	0	88	0	88	0	88	7	1	7
IN060049	6	9	88	0	0	88	0	88	0	88	7	1	7
IN060050	0	9	1	0	0	88	0	88	0	88	10	0	5
IN060050	4	9	88	0	0	88	0	88	0	88	10	0	5
IN060051	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060051	28	9	88	0	0	88	0	88	0	88	7	4	4
IN060052	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060052	6	9	88	0	0	88	0	88	0	88	8	3	4
IN060053	0	10	1	0	3	1	0	88	0	88	8	0	3
IN060053	3	10	88	0	0	88	0	88	0	88	8	0	6
IN060053	4	10	88	0	2	88	0	88	0	88	8	0	4
IN060054	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060055	0	10	1	0	0	88	0	88	0	88	8	2	4
IN060056	0	10	1	0	0	88	0	88	0	88	8	2	4
IN060056	3	10	88	0	0	88	0	88	0	88	8	2	4
IN060057	0	9	1	0	0	88	0	88	0	88	7	3	5
IN060057	28	8	88	0	0	88	0	88	0	88	7	4	5
IN060058	0	8	1	0	0	88	0	88	0	88	8	2	6
IN060059	0	8	1	0	0	88	0	88	0	88	7	2	7
IN060059	4	8	88	0	2	88	0	88	0	88	7	2	5
IN060060	0	9	1	0	1	1	0	88	0	88	8	4	2
IN060060	28	9	88	0	0	88	0	88	0	88	8	2	5
IN060061	0	8	1	0	0	88	0	88	0	88	7	2	7
IN060061	3	8	88	0	1	88	0	88	0	88	7	4	4
IN060061	28	8	88	0	1	88	0	88	0	88	7	4	4
IN060062	0	8	1	0	0	88	0	88	0	88	9	2	5
IN060062	7	8	88	0	2	88	0	88	0	88	9	2	3
IN060063	0	8	1	0	1	1	0	88	0	88	8	2	5
IN060063	5	8	88	0	1	88	0	88	0	88	8	2	5
IN060064	0	8	1	0	0	88	0	88	0	88	9	2	5
IN060064	4	8	88	0	2	88	0	88	0	88	9	2	3
IN060065	0	10	1	0	0	88	0	88	0	88	7	3	4
IN060065	5	10	88	0	0	88	0	88	0	88	7	2	5
IN060066	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060066	4	9	88	0	0	88	0	88	0	88	7	2	6
IN060067	0	9	1	0	1	1	0	88	0	88	7	2	5
IN060067	3	8	88	0	0	88	0	88	0	88	7	3	6
IN060068	0	9	1	0	0	88	0	88	0	88	9	3	3
IN060068	3	9	88	0	0	88	0	88	0	88	8	3	4
IN060069	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060070	0	9	1	0	0	88	0	88	0	88	8	0	7
IN060070	28	9	88	0	1	88	2	88	0	88	8	0	4
IN060071	0	9	1	0	0	88	0	88	0	88	8	1	6
IN060072	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060072	7	9	88	0	0	88	0	88	0	88	8	2	5
IN060072	8	9	88	0	0	88	0	88	0	88	8	2	5
IN060073	0	8	1	0	1	0	0	88	0	88	7	2	6
IN060074	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060074	5	9	88	0	0	88	0	88	0	88	7	1	7
IN060075	0	9	1	0	0	88	0	88	0	88	7	2	5
IN060075	6	9	88	0	0	88	0	88	0	88	7	1	7
IN060076	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060076	6	9	88	0	0	88	0	88	0	88	8	0	7
IN060076	7	9	88	0	0	88	0	88	0	88	8	0	7
IN060077	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060077	6	9	88	0	1	88	0	88	0	88	8	2	4
IN060077	9	9	88	0	0	88	0	88	0	88	8	2	5
IN060078	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060078	5	9	88	0	1	88	0	88	0	88	8	2	4
IN060079	0	8	1	0	0	88	0	88	0	88	8	2	6
IN060079	5	9	88	0	0	88	0	88	0	88	8	0	7
IN060080	0	8	1	0	0	88	0	88	0	88	8	3	5
IN060080	4	8	88	0	0	88	0	88	0	88	8	3	5
IN060080	5	9	88	0	0	88	0	88	0	88	8	0	7
IN060081	0	10	1	0	0	88	0	88	0	88	8	2	4
IN060081	7	9	88	0	0	88	0	88	0	88	9	2	4
IN060082	0	10	1	0	0	88	0	88	0	88	8	2	4
IN060082	28	10	88	0	0	88	0	88	0	88	8	2	4
IN060083	0	9	1	0	0	88	0	88	0	88	7	1	7
IN060083	28	9	88	0	0	88	0	88	0	88	7	1	7
IN060084	0	11	1	0	0	88	0	88	0	88	7	1	5
IN060084	3	11	88	0	0	88	0	88	0	88	7	0	6
IN060085	0	8	1	0	0	88	0	88	0	88	7	3	6
IN060085	5	8	88	0	0	88	0	88	0	88	7	2	7
IN060086	0	9	1	0	0	88	0	88	0	88	7	2	6
IN060086	5	9	88	0	0	88	0	88	0	88	7	2	6
IN060086	6	9	88	0	2	88	0	88	0	88	7	2	4
IN060086	7	9	88	0	0	88	0	88	0	88	7	2	6
IN060087	0	8	1	0	0	88	0	88	0	88	9	2	5
IN060089	0	10	1	0	0	88	0	88	0	88	8	1	5
IN060089	28	10	88	0	0	88	0	88	0	88	9	2	3
IN060090	0	6	1	0	2	1	0	88	0	88	8	0	8
IN060090	6	8	88	0	0	88	0	88	0	88	8	3	5
IN060091	0	8	1	0	0	88	0	88	0	88	8	2	6
IN060091	9	8	88	0	0	88	0	88	0	88	8	3	5
IN060092	0	10	1	0	0	88	0	88	0	88	9	1	4
IN060092	8	12	88	0	0	88	0	88	0	88	8	0	4
IN060093	0	9	1	0	0	88	0	88	0	88	9	2	4
IN060094	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060094	3	9	88	0	3	88	0	88	0	88	0	0	12
IN060094	4	9	88	0	0	88	0	88	0	88	8	2	5
IN060096	0	9	1	0	0	88	0	88	0	88	7	1	7
IN060096	3	9	88	0	0	88	0	88	0	88	7	2	6
IN060097	0	9	1	0	1	1	0	88	0	88	8	0	6
IN060097	3	8	88	0	2	88	0	88	0	88	8	3	3
IN060098	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060098	28	8	88	0	2	88	0	88	0	88	8	2	4
IN060098	29	8	88	0	2	88	0	88	0	88	8	2	4
IN060099	0	9	1	0	0	88	0	88	0	88	8	1	6
IN060099	3	9	88	0	0	88	0	88	0	88	8	1	6
IN060100	0	9	1	0	0	88	0	88	0	88	8	2	5
IN060100	5	9	88	0	0	88	0	88	0	88	8	2	5
IN060100	6	9	88	0	0	88	0	88	0	88	8	2	5
IN070001	0	8	1	0	0	88	0	88	0	88	8	2	6
IN070001	9	8	88	0	0	88	0	88	0	88	8	2	6
IN070002	0	10	1	0	0	88	0	88	0	88	7	2	5
IN070002	29	8	88	0	0	88	0	88	0	88	7	2	7
IN070003	0	10	1	0	0	88	0	88	0	88	7	2	5
IN070003	6	9	88	0	0	88	0	88	0	88	7	2	6
IN070004	0	8	1	0	0	88	0	88	0	88	8	3	5
IN070004	5	8	88	0	0	88	0	88	0	88	8	3	5
IN070005	0	9	1	0	0	88	0	88	0	88	8	2	5
IN070005	28	9	88	0	0	88	0	88	0	88	8	2	5
IN070005	29	9	88	0	0	88	0	88	0	88	8	2	5
IN070006	0	10	1	0	0	88	0	88	0	88	8	2	4
IN070006	7	10	88	0	0	88	0	88	0	88	8	1	5
IN070007	0	10	1	0	2	1	0	88	0	88	8	2	2
IN070007	28	8	88	0	3	88	0	88	0	88	9	2	2
IN070008	0	8	1	0	0	88	0	88	0	88	7	3	6
IN070008	28	8	88	0	0	88	0	88	0	88	7	3	6
IN070009	0	10	1	0	0	88	0	88	0	88	7	2	5
IN070009	28	10	88	0	0	88	0	88	0	88	8	2	4
IN070010	0	8	0	0	0	88	0	88	0	88	8	2	6
IN070010	3	8	88	0	2	88	0	88	0	88	8	2	4
IN070010	28	8	88	0	2	88	0	88	0	88	8	2	4
IN070010	29	8	88	0	0	88	0	88	0	88	8	2	6
IN070011	0	9	1	0	0	88	0	88	0	88	8	2	5
IN070011	28	9	88	0	0	88	0	88	0	88	8	2	5
IN070012	0	8	1	0	0	88	0	88	0	88	8	2	6
IN070012	28	8	88	0	0	88	0	88	0	88	9	2	5
IN070013	0	8	1	0	0	88	0	88	0	88	7	2	7
IN070013	28	8	88	0	0	88	0	88	0	88	7	2	7
IN070014	0	10	1	0	0	88	0	88	0	88	8	2	4
IN070014	28	10	88	0	1	88	0	88	0	88	8	2	3
IN070015	0	10	1	0	0	88	0	88	0	88	10	0	4
IN070016	0	10	1	0	2	1	0	88	0	88	8	1	3
IN070017	0	8	1	0	0	88	0	88	0	88	7	0	9
IN070017	3	10	88	0	0	88	0	88	0	88	7	0	7
IN070018	0	10	0	0	0	88	0	88	0	88	3	0	11
IN070018	5	8	88	0	0	88	0	88	0	88	7	2	6
IN070018	6	8	88	0	0	88	0	88	0	88	7	2	6
IN070019	0	8	1	0	0	88	0	88	0	88	7	3	6
IN070020	0	10	1	0	0	88	0	88	0	88	7	3	4
IN070021	0	10	1	1	0	88	0	88	0	88	8	1	4
IN070022	0	8	0	0	0	88	0	88	0	88	8	0	8
IN070022	5	8	88	0	0	88	0	88	0	88	8	0	8
IN070023	0	10	1	0	0	88	0	88	0	88	8	2	4
IN070023	28	9	88	0	2	88	0	88	0	88	9	2	2
IN070023	29	9	88	0	2	88	0	88	0	88	9	2	2
IN070024	0	8	1	0	0	88	0	88	0	88	7	4	5
IN070024	28	8	88	0	0	88	0	88	0	88	7	4	5
IN070025	0	9	1	0	0	88	0	88	0	88	7	3	5
IN070025	28	9	88	0	0	88	0	88	0	88	7	3	5
IN070026	0	9	1	0	0	88	0	88	0	88	7	0	8
IN070026	28	8	88	1	1	88	0	88	0	88	7	1	6
IN070026	29	9	88	0	0	88	0	88	0	88	7	0	8
IN070027	0	9	1	0	0	88	0	88	0	88	8	2	5
IN070027	28	9	88	0	0	88	0	88	0	88	8	2	5
IN070028	0	8	1	0	0	88	0	88	0	88	7	2	7
IN070028	28	8	88	0	0	88	0	88	0	88	7	2	7
IN070028	29	8	88	0	0	88	0	88	0	88	7	0	9
IN070029	0	9	1	0	0	88	0	88	0	88	8	1	6
IN070029	4	9	88	0	2	88	0	88	8	88	0	0	5
IN070030	0	8	1	0	0	88	0	88	0	88	7	2	7
IN070031	0	9	1	0	0	88	0	88	0	88	7	2	6
IN070031	3	9	88	0	3	88	8	88	0	88	0	0	4
IN070031	28	9	88	0	0	88	0	88	0	88	7	2	6
IN070032	0	8	1	0	4	1	1	1	0	88	0	0	11
IN070033	0	10	1	0	0	88	0	88	0	88	7	3	4
IN070033	4	10	88	0	0	88	0	88	0	88	7	3	4
IN070034	0	8	1	1	0	88	0	88	0	88	7	1	7
IN070034	3	9	88	0	0	88	0	88	0	88	0	0	15
IN070035	0	9	1	0	0	88	0	88	0	88	7	2	6
IN070035	7	9	88	0	0	88	0	88	0	88	7	1	7
IN070036	0	9	1	0	0	88	0	88	0	88	7	1	7
IN070036	28	8	88	0	0	88	0	88	0	88	7	2	7
IN070038	0	10	1	0	0	88	0	88	0	88	7	1	6
IN070038	5	9	88	0	0	88	0	88	0	88	7	0	8
IN070039	0	8	1	0	0	88	0	88	0	88	7	3	6
IN070039	28	8	88	0	0	88	0	88	0	88	7	3	6
IN070040	0	8	0	1	1	0	0	88	0	88	8	2	4
IN070041	0	8	1	0	0	88	0	88	0	88	8	2	6
IN070041	28	8	88	0	0	88	0	88	0	88	8	2	6
IN070042	0	9	1	0	1	1	0	88	0	88	8	2	4
IN070042	3	8	88	0	0	88	0	88	0	88	9	2	3
IN070042	4	9	88	0	0	88	0	88	0	88	9	3	3
IN070043	0	9	1	0	2	1	0	88	0	88	8	2	3
IN070043	28	9	88	0	0	88	0	88	0	88	9	3	3
IN070045	0	9	1	0	2	1	0	88	0	88	8	2	3
IN070046	0	12	1	1	0	88	0	88	0	88	7	1	3
IN070047	0	9	1	0	0	88	0	88	2	1	8	1	4
IN070047	3	10	88	0	0	88	0	88	0	88	8	1	5
IN070048	0	10	1	0	0	88	0	88	0	88	7	1	6
IN070048	3	9	88	0	2	88	0	88	0	88	0	0	13
IN070048	4	9	88	0	0	88	0	88	0	88	7	1	7
IN070049	0	10	1	0	0	88	0	88	0	88	8	2	4
IN070049	3	9	88	0	5	88	0	88	6	88	0	0	4
IN070050	0	11	1	0	0	88	0	88	0	88	7	1	5
IN070051	0	10	1	0	0	88	0	88	0	88	7	2	5
IN070051	5	9	88	0	0	88	0	88	0	88	7	3	5
IN070052	0	9	1	0	0	88	0	88	0	88	7	4	4
IN070052	5	9	88	0	0	88	0	88	0	88	7	4	4
IN070053	0	9	1	0	0	88	0	88	0	88	7	1	7
IN070054	0	8	0	0	0	88	0	88	0	88	8	2	6
IN070054	3	8	88	0	0	88	0	88	0	88	8	2	6
IN070054	4	8	88	0	0	88	0	88	0	88	8	2	6
IN070054	5	8	88	0	0	88	0	88	0	88	8	2	6
IN070055	0	9	1	0	1	1	0	88	0	88	8	2	4
IN070055	4	9	88	0	0	88	0	88	0	88	8	2	5
