childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET011009	1	69	1	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	13	12	6	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	2	55	2	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	3	42	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	4	35	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	5	33	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	3	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	6	32	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	7	27	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	8	25	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	9	24	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	10	22	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	11	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011009	12	13	2	15	1	 	 	 	1	1997	1	5	1	 	 	2	0	0	15	12	6	2	10	0	2	0	0	8	2	2	 	 	 	 	 	 	 	 	 
ET011009	13	4	1	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011010	0	14	2	0	1	 	 	 	1	1994	1	8	1	 	 	1	30	0	15	12	7	2	10	0	2	0	0	8	2	2	 	 	 	 	 	 	 	 	 
ET011010	1	62	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011010	2	43	1	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	13	12	3	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011012	0	15	2	0	1	 	 	 	1	1994	1	8	1	 	 	1	620	0	15	2	7	3	7	0	3	0	0	8	2	4	 	 	 	 	 	 	 	 	 
ET011012	1	87	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	3	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011012	2	67	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	7	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011012	3	29	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011012	4	21	2	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011012	15	9	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011012	16	5	1	15	1	 	 	 	0	 	 	 	 	30	 	 	88	0	17	 	 	 	10	0	0	0	0	7	0	7	 	 	 	 	 	 	 	 	 
ET011012	17	14	2	20	1	 	 	 	0	 	 	 	 	20	 	 	88	0	19	12	7	7	8	0	8	0	0	0	0	8	 	 	 	 	 	 	 	 	 
ET011013	0	14	1	0	1	 	 	 	1	1993	1	8	1	 	 	2	38	0	15	12	7	2	7	0	2	0	0	8	4	3	 	 	 	 	 	 	 	 	 
ET011013	1	72	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011013	2	47	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	10	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011013	3	24	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	10	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011013	4	21	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	10	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011013	15	11	2	7	1	 	 	 	1	1994	1	6	1	 	 	3	30	0	15	12	7	3	7	0	3	0	0	8	4	2	 	 	 	 	 	 	 	 	 
ET011014	0	15	1	0	1	 	 	 	1	1994	1	7	1	 	 	4	670	0	10	12	7	4	8	0	0	4	0	9	3	0	 	 	 	 	 	 	 	 	 
ET011014	1	45	1	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	10	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011014	2	42	2	1	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011014	3	13	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011014	4	12	1	7	1	 	 	 	1	2002	1	0	1	 	 	4	30	0	15	12	7	2	8	0	1	0	0	7	2	6	 	 	 	 	 	 	 	 	 
ET011014	15	7	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011014	16	6	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011014	17	6	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011015	0	14	1	0	1	 	 	 	1	1997	1	5	1	 	 	1	0	0	15	10	5	2	9	0	2	0	0	8	4	1	 	 	 	 	 	 	 	 	 
ET011015	1	42	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011015	2	25	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011015	3	17	1	9	1	 	 	 	1	1993	1	9	1	 	 	3	30	0	15	10	5	3	9	0	3	0	0	8	2	2	 	 	 	 	 	 	 	 	 
ET011015	4	29	1	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	9	3	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011016	0	14	2	0	1	 	 	 	1	1997	1	5	1	 	 	1	0	0	15	12	7	3	10	0	3	0	0	8	1	2	 	 	 	 	 	 	 	 	 
ET011016	1	77	2	17	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011016	2	52	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011016	3	21	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011016	4	16	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011017	0	14	1	0	1	 	 	 	1	1994	1	8	1	 	 	2	30	0	15	12	7	2	8	0	2	0	0	9	4	1	 	 	 	 	 	 	 	 	 
ET011017	1	42	1	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	13	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011017	2	30	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011017	3	24	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011017	4	22	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011017	5	19	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011017	16	38	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011018	0	15	1	0	1	 	 	 	1	1994	1	7	1	 	 	3	360	0	15	12	2	1	9	0	1	0	0	7	2	5	 	 	 	 	 	 	 	 	 
ET011018	1	57	1	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	13	11	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011018	2	39	2	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	13	11	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011018	3	23	2	8	2	 	 	 	 	 	 	 	 	 	 	 	 	0	15	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011018	4	17	2	7	1	 	 	 	1	1992	1	10	1	 	 	2	2760	0	15	12	7	2	9	2	2	0	0	8	3	0	 	 	 	 	 	 	 	 	 
ET011018	15	10	1	7	1	 	 	 	1	1999	1	3	1	 	 	1	2600	0	15	12	7	1	9	2	0	0	0	7	1	5	 	 	 	 	 	 	 	 	 
ET011018	16	5	2	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	17	 	 	 	11	0	0	0	0	7	1	5	 	 	 	 	 	 	 	 	 
ET011018	17	17	2	14	1	 	 	 	1	1998	1	4	1	 	 	2	150	0	15	12	7	8	7	5	8	0	0	3	0	1	 	 	 	 	 	 	 	 	 
ET011019	0	15	2	0	1	 	 	 	1	1995	1	7	1	 	 	3	155	0	15	12	7	2	8	0	2	0	0	9	2	3	 	 	 	 	 	 	 	 	 
ET011019	1	62	1	1	1	 	 	2	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011019	2	47	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	10	12	3	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011019	3	26	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011019	4	22	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011019	5	20	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011019	15	8	1	14	1	 	 	 	1	2001	1	1	1	 	 	3	2800	0	15	12	7	1	8	0	1	0	0	9	2	4	 	 	 	 	 	 	 	 	 
ET011020	0	14	2	0	1	 	 	 	1	1995	1	5	1	 	 	4	644	0	15	12	7	1	9	0	1	0	0	8	1	5	 	 	 	 	 	 	 	 	 
ET011020	1	60	2	22	1	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011020	2	32	2	22	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	4	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011021	0	15	2	0	1	 	 	 	1	1994	1	8	1	 	 	1	70	0	15	10	2	3	8	0	3	0	0	8	3	2	 	 	 	 	 	 	 	 	 
ET011021	1	52	1	1	1	 	 	5	 	 	 	 	 	 	 	 	 	0	13	2	3	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011021	2	42	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011021	3	27	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011021	4	23	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	11	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011021	5	21	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011021	6	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011021	15	10	2	7	1	 	 	 	1	1999	1	3	1	 	 	1	15	0	15	12	7	1	10	0	1	0	0	8	3	2	 	 	 	 	 	 	 	 	 
ET011021	16	8	1	7	1	 	 	 	1	2002	1	0	1	 	 	1	15	0	 	 	 	 	10	0	0	0	0	8	3	3	 	 	 	 	 	 	 	 	 
ET011022	0	15	1	0	1	 	 	 	1	1995	1	6	1	 	 	2	154	0	12	12	7	2	8	0	0	0	2	8	2	4	 	 	 	 	 	 	 	 	 
ET011022	1	62	1	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011022	2	61	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011022	3	28	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011022	4	25	1	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011022	5	20	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011022	6	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	10	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011022	7	18	2	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011022	8	15	1	15	1	 	 	 	1	1995	1	7	1	 	 	2	0	0	12	12	7	2	8	0	0	0	2	8	2	4	 	 	 	 	 	 	 	 	 
ET011022	9	24	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	0	15	2	0	1	 	 	 	1	1994	1	2	1	 	 	2	120	0	19	12	7	8	9	0	0	0	6	4	1	4	 	 	 	 	 	 	 	 	 
ET011023	1	37	1	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	13	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	2	29	2	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	3	18	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	15	10	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	16	7	1	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	17	3	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	18	40	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	19	28	1	14	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	20	26	1	14	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	21	24	2	14	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	10	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	22	21	1	14	1	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011023	23	18	2	14	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	10	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	0	15	2	0	1	 	 	 	1	1993	1	9	1	 	 	4	40	0	15	12	7	1	8	0	1	0	0	9	2	4	 	 	 	 	 	 	 	 	 
ET011024	1	60	1	1	1	 	 	4	 	 	 	 	 	 	 	 	 	5	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	2	51	2	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	3	30	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	10	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	4	28	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	5	25	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	8	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	6	21	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	4	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	7	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	8	34	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	4	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011024	9	3	2	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	0	15	2	0	1	 	 	 	1	1994	1	7	1	 	 	2	43	0	15	12	7	2	9	0	2	0	0	10	1	2	 	 	 	 	 	 	 	 	 
ET011025	1	52	1	1	1	 	 	12	 	 	 	 	 	 	 	 	 	0	13	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	2	45	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	3	37	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	4	27	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	5	25	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	6	24	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	7	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011025	8	17	2	7	1	 	 	 	1	1992	1	10	1	 	 	2	250	0	15	12	7	2	8	0	2	0	0	11	2	1	 	 	 	 	 	 	 	 	 
ET011025	15	10	1	7	1	 	 	 	1	1997	1	5	1	 	 	2	45	0	17	 	 	 	9	0	0	0	0	10	1	4	 	 	 	 	 	 	 	 	 
ET011025	16	8	2	7	1	 	 	 	1	2000	1	2	1	 	 	2	420	0	17	 	 	 	9	0	0	0	0	10	1	4	 	 	 	 	 	 	 	 	 
ET011026	0	15	2	0	1	 	 	 	1	1992	1	10	1	 	 	3	165	0	15	12	7	1	9	0	1	0	0	9	2	3	 	 	 	 	 	 	 	 	 
ET011026	1	57	1	6	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011026	2	52	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011026	3	27	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011026	4	31	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011026	5	23	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011026	6	21	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011026	7	19	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011027	0	15	2	0	1	 	 	 	1	1994	1	8	1	 	 	1	30	0	15	10	5	1	9	0	1	0	0	8	3	3	 	 	 	 	 	 	 	 	 
ET011027	1	34	2	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	12	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011027	2	32	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011027	3	30	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011027	4	29	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011027	5	28	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011027	6	25	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011027	15	11	1	14	1	 	 	 	1	1997	1	5	1	 	 	4	30	0	17	 	 	 	10	0	0	0	0	7	0	7	 	 	 	 	 	 	 	 	 
ET011027	16	5	2	14	1	 	 	 	0	 	 	 	 	1	 	 	88	0	17	 	 	 	10	0	0	0	0	0	0	14	 	 	 	 	 	 	 	 	 
ET011028	0	14	1	0	1	 	 	 	1	1996	1	6	1	 	 	3	0	0	17	 	 	 	9	0	0	0	0	9	2	4	 	 	 	 	 	 	 	 	 
ET011028	1	52	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	2	44	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	12	12	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	3	32	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	4	26	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	3	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	5	24	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	9	12	3	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	6	20	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	5	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	7	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	1	12	12	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	15	11	2	7	1	 	 	 	1	1997	1	5	1	 	 	4	0	0	15	12	4	2	9	1	2	0	0	9	1	2	 	 	 	 	 	 	 	 	 
ET011028	16	4	2	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011028	17	4	2	15	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011029	0	14	2	0	1	 	 	 	1	1994	1	8	1	 	 	3	30	0	15	12	7	1	8	0	1	0	0	8	2	5	 	 	 	 	 	 	 	 	 
ET011029	1	50	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011029	2	33	1	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011029	3	30	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011029	4	26	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011029	5	22	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011029	15	10	1	13	1	 	 	 	1	1998	1	4	1	 	 	4	20	0	17	 	 	 	9	0	0	0	0	8	1	6	 	 	 	 	 	 	 	 	 
ET011029	16	80	1	6	1	 	 	 	 	 	 	 	 	 	 	 	 	4	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011030	0	15	2	0	1	 	 	 	1	1994	1	8	1	 	 	2	30	0	15	12	7	2	9	0	2	0	0	9	2	2	 	 	 	 	 	 	 	 	 
ET011030	1	51	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	3	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET011030	2	27	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
