CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET091028	1	.5	5	1	2	1	1	1	1
ET091028	2	1	5	1	5	1	1	1	1
ET091028	3	1	5	1	5	1	1	1	1
ET091028	4	6	5	1	5	1	1	1	1
ET091028	5	.5	5	1	5	1	1	1	1
ET091029	1	1	5	1	4	1	1	1	2
ET091029	2	1	5	1	5	1	1	1	2
ET091029	3	2	5	1	5	1	1	1	2
ET091029	4	2	5	2	5	0	0	2	88
ET091029	5	1	5	2	5	0	0	2	88
ET091029	6	1	5	2	5	0	0	2	88
ET091029	7	2	5	4	5	0	0	2	88
ET091029	8	2	5	2	5	0	0	2	88
ET091030	1	1000	17	1	4	1	1	1	2
ET091030	2	3	5	1	10	1	1	1	2
ET091030	3	2	5	1	10	1	1	1	2
ET091030	4	1	5	1	9	1	1	1	2
ET091030	5	1	5	1	9	1	1	1	2
ET091030	6	1	5	1	10	1	1	1	2
ET091030	7	1	5	1	9	1	1	1	2
ET091030	8	1	5	1	9	1	1	1	2
ET091031	1	1	4	1	4	1	2	1	1
ET091031	2	2	4	1	5	1	2	1	1
ET091031	3	2	4	1	5	1	2	1	1
ET091031	4	1	4	1	5	1	2	1	1
ET091031	5	3	4	1	5	1	2	1	1
ET091031	6	1	4	1	5	1	2	1	1
ET091031	7	1	4	1	5	1	2	1	1
ET091031	8	2	4	1	5	1	2	1	1
ET091031	9	2	4	2	5	0	0	2	88
ET091031	10	1	4	1	5	1	2	1	1
ET091031	11	1	4	1	5	1	2	1	1
ET091031	12	2	4	1	5	1	2	1	1
ET091031	13	1	4	1	5	1	2	1	1
ET091031	14	1	4	1	5	1	2	1	1
ET091031	15	1	4	1	5	1	2	1	1
ET091032	1	150	17	2	1	0	0	2	88
ET091032	2	.5	5	1	2	1	1	1	1
ET091032	3	4	5	1	5	1	1	1	1
ET091032	4	2	5	1	5	1	1	1	1
ET091032	5	1	5	1	5	1	1	1	1
ET091032	6	1	5	1	5	1	1	1	1
ET091032	7	1	5	1	5	1	1	1	1
ET091032	8	1	5	1	5	1	1	1	1
ET091032	9	1	5	1	5	1	1	1	1
ET091033	1	1	5	1	2	1	1	1	1
ET091033	2	2	5	1	5	1	1	1	1
ET091033	3	1	5	1	5	1	1	1	1
ET091033	4	2	5	2	5	0	0	2	88
ET091033	5	1.25	5	2	5	0	0	2	88
ET091033	6	.5	5	3	5	0	0	2	88
ET091034	1	1000	17	1	2	1	1	2	88
ET091034	2	1	5	2	5	0	0	2	88
ET091034	3	1	5	2	5	0	0	2	88
ET091034	4	1	5	2	5	0	0	2	88
ET091034	5	3	5	4	5	0	0	2	88
ET091035	1	.5	4	1	2	1	2	1	2
ET091035	2	4.5	4	1	5	1	2	1	2
ET091035	3	1.5	4	1	5	1	2	1	2
ET091036	1	1	5	1	2	1	1	2	88
ET091036	2	3	5	1	5	1	1	2	88
ET091036	3	1.5	5	1	5	1	1	2	88
ET091036	4	2	5	1	5	1	1	2	88
ET091036	5	2	5	1	5	1	1	2	88
ET091037	1	1	5	1	2	1	1	1	1
ET091037	2	4	5	1	5	1	1	1	1
ET091037	3	1	5	1	5	1	1	1	1
ET091037	4	4	5	1	5	1	1	1	1
ET091037	5	1	5	1	5	1	1	1	1
ET091037	6	1	5	1	5	1	1	1	1
ET091037	7	4	5	2	5	0	0	2	88
ET091037	8	2	5	2	5	0	0	2	88
ET091037	9	3	5	2	5	0	0	2	88
ET091038	1	3	4	1	2	1	1	2	88
ET091038	2	4	4	1	5	1	1	2	88
ET091038	3	3	4	1	5	1	1	2	88
ET091038	4	2	4	1	5	1	1	2	88
ET091038	5	3	4	1	5	1	1	2	88
ET091038	6	3	4	1	5	1	1	2	88
ET091038	7	1	4	1	5	1	1	2	88
ET091039	1	1	5	1	2	1	1	1	1
ET091039	2	1	5	1	5	1	1	1	1
ET091039	3	1	5	1	5	1	1	1	1
ET091039	4	3	5	1	5	1	1	1	1
ET091039	5	1.5	5	1	5	1	1	1	1
ET091039	6	1	5	1	5	1	1	1	1
ET091039	7	1.5	5	1	5	1	1	1	1
ET091039	8	1.5	5	1	5	1	1	1	1
ET091039	9	.5	5	1	5	1	1	1	1
ET091039	10	2	5	1	5	1	1	1	1
ET091039	11	1	5	3	5	0	0	2	88
ET091040	1	1000	17	1	2	0	1	1	1
ET091040	2	3.45	5	1	5	0	1	1	1
ET091040	3	2	5	1	5	0	1	1	1
ET091040	4	2	5	1	5	0	1	1	1
ET091040	5	3	5	1	5	0	1	1	1
ET091041	1	1000	17	1	2	1	1	1	1
ET091041	2	3	5	1	5	1	1	1	1
ET091041	3	1	5	1	5	1	1	1	1
ET091041	4	1	5	1	5	1	1	1	1
ET091041	5	2	5	1	10	1	1	1	1
ET091041	6	1	5	1	5	1	1	1	1
ET091041	7	1	5	1	5	0	0	1	1
ET091041	8	1	5	1	5	0	0	1	1
ET091042	1	1000	17	1	2	1	1	1	1
ET091042	2	1.5	5	1	5	1	1	1	1
ET091042	3	2	5	1	5	1	1	1	1
ET091042	4	2	5	1	5	1	1	1	1
ET091042	5	4	5	4	5	0	0	2	88
ET091043	1	.25	5	1	2	1	1	1	1
ET091043	2	3	5	1	5	1	1	1	1
ET091043	3	1	5	1	5	1	1	1	1
ET091043	4	1	5	1	5	1	1	1	1
ET091043	5	3	5	1	5	1	1	1	1
ET091043	6	1	5	1	5	1	1	1	1
ET091043	7	1	5	1	5	1	1	1	1
ET091043	8	1	5	1	5	1	1	1	1
ET091043	9	1	5	2	5	0	0	2	88
ET091043	10	1	5	2	5	0	0	2	88
ET091044	1	500	17	1	3	1	1	1	1
ET091044	2	500	17	1	5	1	1	1	1
ET091044	3	1	5	1	5	1	1	1	1
ET091044	4	1.5	5	1	5	1	1	1	1
ET091044	5	1	5	1	5	1	1	1	1
ET091044	6	1	5	1	5	1	1	1	1
ET091044	7	1	5	1	5	1	1	1	1
ET091044	8	1	5	4	5	0	0	2	88
ET091044	9	1	5	4	5	0	0	2	88
ET091045	1	.5	5	1	2	1	1	1	1
ET091045	2	.5	5	1	5	1	1	1	1
ET091045	3	4	5	1	5	1	1	1	1
ET091045	4	1	5	1	5	1	1	1	1
ET091045	5	1	5	1	5	1	1	1	1
ET091045	6	2	5	4	5	0	0	2	88
ET091046	1	1000	17	1	2	1	1	1	1
ET091046	2	3.5	5	1	5	1	1	1	1
ET091046	3	2	5	1	5	1	1	1	1
ET091046	4	1	5	1	9	1	1	1	1
ET091046	5	1	5	1	5	1	1	1	1
ET091046	6	1	5	1	5	1	1	1	1
ET091046	7	2.75	5	1	5	1	1	1	1
ET091047	1	250	17	1	3	0	1	2	88
ET091047	2	.25	5	1	5	0	1	1	1
ET091047	3	.5	5	1	5	0	1	1	1
ET091047	4	.25	5	1	5	0	1	1	1
ET091047	5	1	5	1	5	0	1	1	1
ET091047	6	3	5	1	5	0	1	1	1
ET091047	7	1	5	1	5	0	1	1	1
ET091047	8	2	5	1	5	0	1	1	1
ET091048	1	1	5	1	2	1	1	2	88
ET091048	2	1	5	1	9	1	1	2	88
ET091048	3	1	5	1	9	1	1	2	88
ET091048	4	2	5	1	10	1	1	2	88
ET091048	5	1	5	4	5	0	0	2	88
ET091049	1	.75	5	1	5	1	1	1	1
ET091049	2	1	5	1	5	1	1	1	1
ET091049	3	2	5	1	5	1	1	1	1
ET091049	4	8	5	1	5	1	1	1	1
ET091049	5	.25	5	1	3	1	1	1	1
ET091050	1	.25	5	1	5	1	1	2	88
ET091050	2	2	5	1	5	1	1	2	88
ET091050	3	2	5	1	5	1	1	2	88
ET091050	4	1	5	1	5	1	1	2	88
ET091050	5	1	5	1	5	1	1	2	88
ET091050	6	1	5	1	5	1	1	2	88
ET091050	7	.25	5	1	3	1	1	2	88
ET101001	1	360	17	1	3	0	1	2	88
ET101002	1	900	17	1	1	1	1	2	88
ET101002	2	150	17	2	8	0	0	2	88
ET101003	1	320	17	1	1	1	1	2	88
ET101004	1	300	17	1	1	1	1	2	88
ET101004	2	5	4	1	10	1	1	2	88
ET101005	1	1008	17	1	4	1	1	2	88
ET101006	1	320	17	1	4	1	1	2	88
ET101007	1	800	17	1	3	0	1	2	88
ET101007	2	2	4	2	5	0	0	2	88
ET101008	1	1	4	1	1	1	0	2	88
ET101008	2	2	4	1	13	1	0	1	2
ET101008	3	5	4	1	9	1	0	1	2
ET101009	1	260	17	1	3	0	1	2	88
ET101009	2	4	4	1	10	0	1	1	2
ET101010	1	500	17	1	2	1	1	2	88
ET101011	1	400	17	1	1	1	1	2	88
ET101012	1	400	17	1	3	1	1	2	88
ET101013	1	400	17	3	1	0	0	2	88
ET101013	2	200	17	1	1	1	1	2	88
ET101014	1	1000	17	1	3	1	1	2	88
ET101014	2	4	4	1	10	1	1	1	2
ET101015	1	500	17	1	3	1	1	2	88
ET101015	2	2	4	2	10	0	0	2	88
ET101016	1	300	17	1	1	1	1	2	88
ET101016	2	250	17	1	8	1	1	2	88
ET101016	3	150	17	1	9	1	1	2	88
ET101016	4	9	17	3	8	0	0	2	88
ET101017	1	500	17	1	3	1	1	1	88
ET101018	1	320	17	1	3	1	1	2	88
ET101019	1	500	17	1	4	0	1	2	88
ET101020	1	325	17	1	3	1	1	2	88
ET101020	2	1	4	1	10	1	1	1	1
ET101020	3	2	4	1	5	1	1	1	1
ET101020	4	2	4	1	10	1	1	1	1
ET101020	5	2	4	1	13	1	1	1	1
ET101020	6	2	4	1	13	1	1	1	1
ET101021	1	750	17	1	3	1	1	2	88
ET101022	1	500	17	1	3	1	1	2	88
ET101022	2	80	17	1	8	1	1	2	88
ET101022	3	2	4	2	10	0	0	1	88
ET101023	1	180	17	1	3	1	1	2	88
ET101023	2	680	17	2	4	1	1	2	88
ET101024	1	250	17	1	3	0	1	2	88
ET101024	2	4	4	1	10	0	1	1	2
ET101025	1	500	17	1	3	1	1	2	88
ET101027	1	250	17	1	3	0	1	2	88
ET101027	2	3	4	2	10	0	0	2	88
ET101028	1	500	17	1	4	1	1	2	88
ET101029	1	320	17	1	3	0	1	2	88
ET101030	1	350	17	1	1	1	1	2	88
ET101031	1	320	17	1	4	77	1	2	88
ET101031	2	1.75	2	1	10	1	1	2	88
ET101031	3	.25	2	1	7	1	1	2	88
ET101032	1	250	17	1	2	0	1	2	88
ET101033	1	660	17	1	3	0	1	2	88
ET101034	1	400	17	1	2	0	1	2	88
ET101034	2	2	4	1	5	0	1	1	1
ET101034	3	1.5	4	1	5	0	1	1	1
ET101034	4	1.5	4	1	5	0	1	1	1
ET101034	5	1000	17	1	5	0	1	1	1
ET101034	6	2	4	1	13	0	1	1	1
ET101035	1	1000	17	1	1	1	1	2	88
ET101036	1	420	17	1	3	0	1	2	88
ET101036	2	2	4	2	10	0	0	1	2
ET101037	1	640	17	1	3	1	1	2	88
ET101037	2	4	4	1	5	1	1	1	2
ET101037	3	4	4	1	5	1	1	1	1
ET101037	4	2	4	1	5	1	1	1	1
ET101037	5	.5	4	1	5	1	1	1	1
ET101038	1	200	17	2	1	0	0	2	88
ET101039	1	400	17	1	3	1	1	2	88
ET101040	1	124	17	2	1	0	0	2	88
ET101041	1	660	17	1	1	1	1	2	88
ET101042	1	400	17	1	1	1	1	2	88
ET101044	1	640	17	1	2	1	1	2	88
ET101045	1	200	17	1	3	1	1	88	88
ET101045	2	36	11	1	7	1	1	88	88
ET101046	1	500	17	1	3	1	1	2	88
ET101046	2	2	4	1	5	1	1	2	88
ET101047	1	900	17	1	4	1	1	2	88
ET101048	1	400	17	1	1	1	1	2	88
ET101049	1	400	17	1	1	0	1	2	2
ET101050	1	50	17	3	1	0	0	2	88
ET111001	1	1.5	5	1	4	1	1	1	1
ET111001	2	2	5	1	5	1	1	1	1
ET111001	3	2	5	1	5	1	1	1	1
ET111001	4	2	5	1	5	1	1	1	1
ET111001	5	1	5	4	5	0	0	2	88
ET111002	1	1000	17	1	2	1	1	1	1
ET111003	1	2	5	1	2	1	1	1	1
ET111003	2	4	5	1	5	1	1	1	1
ET111003	3	1	5	1	5	1	1	1	1
ET111003	4	1.5	5	1	5	1	1	1	1
ET111003	5	2	5	1	5	1	1	1	1
ET111004	1	1	5	1	4	1	1	1	1
ET111004	2	2	5	1	5	1	1	1	1
ET111004	3	3	5	1	5	1	1	1	1
ET111004	4	1	5	1	5	1	1	1	1
ET111005	1	.5	5	1	1	1	1	1	2
ET111005	2	.25	5	1	13	1	1	1	2
ET111005	3	.25	5	1	5	1	1	1	2
ET111005	4	1.25	5	1	5	1	1	1	2
ET111005	5	1	5	1	5	1	1	1	2
ET111005	6	1.25	5	1	5	1	1	1	2
ET111005	7	1.25	5	1	5	1	1	1	2
ET111005	8	1	5	1	10	1	1	1	2
ET111005	9	2	5	2	5	1	0	2	88
ET111006	1	1000	17	1	4	1	1	1	1
ET111006	2	.5	5	1	5	1	1	1	1
ET111006	3	3	5	1	9	1	1	1	1
ET111007	1	.05	5	1	4	1	1	2	88
ET111007	2	1.05	5	1	5	1	1	2	88
ET111007	3	1	5	1	5	1	1	2	88
ET111007	4	1	5	1	5	1	1	2	88
ET111007	5	2	5	1	5	1	1	2	88
ET111007	6	1	5	2	5	0	0	2	88
ET111008	1	.25	5	1	4	1	1	1	1
ET111008	2	.05	5	1	5	1	1	1	1
ET111008	3	1	5	1	5	1	1	1	1
ET111008	4	1	5	2	5	0	0	2	88
ET111008	5	.05	5	2	5	0	0	2	88
ET111008	6	1.05	5	2	5	0	0	2	88
ET111008	7	.25	5	1	5	1	1	1	1
ET111008	8	.25	5	2	5	0	0	2	88
ET111009	1	1	5	1	5	1	1	1	1
ET111009	2	1	5	1	5	1	1	1	1
ET111009	3	1	5	2	5	0	0	1	2
ET111009	4	1	5	2	5	0	0	2	88
ET111009	5	.5	5	1	1	1	1	2	88
ET111010	1	1	5	1	2	0	1	1	1
ET111010	2	2	5	1	5	0	1	1	1
ET111010	3	2	5	1	5	0	1	1	1
ET111010	4	.5	5	1	5	0	1	1	1
ET111010	5	1.5	5	1	5	0	1	1	1
ET111011	1	3	5	1	2	1	1	1	1
ET111011	2	4	5	1	5	1	1	1	1
ET111011	3	2	5	1	5	1	1	1	1
ET111011	4	1	5	1	5	1	1	1	1
ET111011	5	1	5	1	5	1	1	1	1
ET111012	1	.5	5	1	1	1	1	2	88
ET111012	2	1	5	1	5	1	1	1	2
ET111012	3	1	5	1	5	1	1	1	2
ET111012	4	1	5	1	5	1	1	1	2
ET111012	5	1	5	1	5	1	1	1	2
ET111012	6	1	5	2	5	0	0	2	88
ET111012	7	1	5	2	5	0	0	2	88
ET111012	8	2	5	4	5	0	0	1	2
ET111012	9	1	5	4	5	0	0	1	2
ET111012	10	.5	5	1	5	1	1	1	2
ET111013	1	1	5	1	5	1	1	1	1
ET111013	2	1	5	1	5	1	1	1	1
ET111013	3	1	5	1	5	1	1	1	1
ET111013	4	1	5	1	5	1	1	1	1
ET111013	5	1000	17	1	2	1	1	1	1
ET111013	6	1000	17	1	5	1	1	1	1
ET111015	1	1	5	1	2	0	1	1	1
ET111015	2	2	5	1	5	0	1	1	1
ET111015	3	4	5	1	9	0	1	1	1
ET111015	4	1	5	1	5	0	1	1	1
ET111015	5	1	5	1	10	0	1	1	1
ET111016	1	1	5	1	2	0	1	1	1
ET111016	2	3	5	1	5	0	1	1	1
ET111016	3	1	5	1	5	0	1	1	1
ET111016	4	2	5	1	5	0	1	1	1
ET111017	1	2	5	1	2	1	1	1	2
ET111017	2	4	5	1	9	1	1	1	2
ET111018	1	2	5	1	5	1	1	1	1
ET111018	2	2	5	1	5	1	1	1	1
ET111018	3	1	5	1	5	1	1	1	1
ET111018	4	1	5	1	5	1	1	1	1
ET111018	5	1	5	1	5	1	1	1	1
ET111018	6	.5	5	1	5	1	1	1	1
ET111018	7	1	5	1	1	1	1	1	1
ET111018	8	2	5	2	5	0	0	2	88
ET111019	1	1000	17	1	2	1	1	1	1
ET111019	2	2	5	1	5	1	1	1	1
ET111019	3	1	5	1	5	1	1	1	1
ET111019	4	1000	17	1	5	1	1	1	1
ET111019	5	1	5	1	5	1	1	1	1
ET111019	6	1	5	1	5	1	1	1	1
ET111019	7	.5	5	1	5	1	1	1	1
ET111020	1	1000	17	1	2	1	1	1	1
ET111020	2	1	5	1	5	1	1	1	1
ET111020	3	4	5	1	5	1	1	1	1
ET111020	4	1	5	1	5	1	1	1	1
ET111020	5	1	5	1	5	1	1	1	1
ET111020	6	2	5	1	5	1	1	1	1
ET111020	7	2	5	4	5	0	0	2	88
ET111020	8	1	5	4	5	0	0	2	88
ET111020	9	1	5	4	5	0	0	2	88
ET111021	1	2	5	1	5	1	1	1	1
ET111021	2	1	5	1	5	1	1	1	1
ET111021	3	.75	5	1	5	1	1	1	1
ET111021	4	1.5	5	1	5	1	1	1	1
ET111021	5	1	5	1	5	1	1	1	1
ET111021	6	2	5	1	5	1	1	1	1
ET111021	7	.5	5	2	5	0	0	77	88
ET111021	8	1.5	5	2	5	0	0	77	88
ET111021	9	1	5	1	9	1	1	1	1
ET111022	1	.5	5	1	2	1	1	1	1
ET111022	2	2	5	1	5	1	1	1	1
ET111022	3	1	5	1	5	1	1	1	1
ET111022	4	1	5	1	5	1	1	1	1
ET111022	5	1	5	1	5	1	1	1	1
ET111022	6	1	5	1	5	1	1	1	1
ET111022	7	2	5	1	5	1	1	1	1
ET111022	8	.25	5	1	5	1	1	1	1
ET111022	9	2	5	2	5	0	0	2	2
ET111023	1	1000	17	1	1	1	1	1	1
ET111023	2	.13	17	1	13	1	1	1	1
ET111023	3	.5	17	1	5	1	1	1	1
ET111023	4	.25	17	1	5	1	1	1	1
ET111023	5	1	17	1	5	1	1	1	1
ET111023	6	.5	17	1	5	1	1	1	1
ET111023	7	1	17	1	5	1	1	1	1
ET111023	8	1.75	17	1	5	1	1	1	1
ET111023	9	1	17	1	5	1	1	1	1
ET111023	10	1.5	17	1	5	1	1	1	1
ET111023	11	1	17	1	5	1	1	1	1
ET111023	12	.5	17	1	5	1	1	1	1
ET111023	13	1	17	1	5	1	1	1	1
ET111023	14	1	17	1	5	1	1	1	1
ET111023	15	1	17	1	5	1	1	1	1
ET111023	16	.25	17	1	5	1	1	1	1
ET111023	17	1	17	1	5	1	1	1	1
ET111023	18	1053	20	1	7	1	1	1	1
ET111024	1	1.25	5	1	4	1	1	1	1
ET111024	2	2	5	1	5	1	1	1	1
ET111024	3	.05	5	1	5	1	1	1	1
ET111024	4	.05	5	1	5	1	1	1	1
ET111025	1	2	5	1	2	0	1	1	1
ET111025	2	2	5	1	5	0	1	1	1
ET111025	3	2	5	1	5	0	1	1	1
ET111025	4	1	5	1	5	0	1	1	1
ET111025	5	1	5	1	5	0	1	1	1
ET111027	1	200	17	1	1	1	1	2	88
ET111028	1	2	5	1	5	1	1	1	1
ET111028	2	2	5	1	5	1	1	1	1
ET111028	3	1.5	5	1	5	1	1	1	1
ET111028	4	1	5	1	5	1	1	1	1
ET111028	5	1.5	5	1	5	1	1	1	1
ET111028	6	.5	5	1	1	1	1	1	1
ET111029	1	1	17	1	1	1	1	1	2
ET111029	2	.5	17	1	13	1	1	1	2
ET111029	3	2	17	1	5	1	1	1	2
ET111029	4	.5	17	1	5	1	1	1	2
ET111029	5	.25	17	1	5	1	1	1	2
ET111029	6	.25	17	1	5	1	1	1	2
ET111029	7	3	17	1	5	1	1	1	2
ET111029	8	3	17	1	9	1	1	1	2
ET111030	1	1.25	5	1	2	1	1	1	2
ET111030	2	1	5	1	5	1	1	1	2
ET111030	3	2.5	5	1	5	1	1	1	2
ET111030	4	1	5	1	5	1	1	1	2
ET111030	5	1	5	1	5	1	1	1	2
ET111030	6	1.25	5	1	5	1	1	1	2
ET111031	1	2	5	1	4	0	1	1	1
ET111031	2	3	5	1	5	0	1	1	1
ET111031	3	2	5	1	5	0	1	1	1
ET111031	4	1	5	1	5	0	1	1	1
ET111031	5	1	5	1	5	0	1	1	1
ET111031	6	1	5	1	5	0	1	1	1
ET111031	7	1000	17	1	5	0	1	1	1
ET111032	1	2000	17	1	1	1	1	1	2
ET111032	2	2	5	2	10	1	1	1	2
ET111032	3	2	5	2	10	1	1	1	2
ET111032	4	1	5	1	5	1	1	1	2
ET111032	5	.5	5	1	5	1	1	1	2
ET111032	6	2	5	1	5	1	1	1	2
ET111032	7	2	5	1	5	1	1	1	2
ET111032	8	1	5	1	5	1	1	1	2
ET111032	9	.5	5	1	5	1	1	1	2
ET111032	10	2	5	1	10	1	1	1	2
ET111032	11	1	5	1	5	1	1	1	2
ET111032	12	1	5	2	10	1	1	1	2
ET111032	13	1	5	1	5	1	1	1	2
ET111032	14	3	18	1	7	1	1	1	2
ET111033	1	1000	17	1	2	0	0	1	1
ET111034	1	2000	17	1	4	1	1	1	1
ET111034	2	4	5	1	5	1	1	1	1
ET111034	3	1	5	1	5	1	1	1	1
ET111034	4	1	5	1	5	1	1	1	1
ET111034	5	1	5	1	5	1	1	1	1
ET111034	6	1	5	1	5	1	1	1	1
ET111034	7	2	5	2	5	0	0	2	88
ET111034	8	2	5	2	5	0	0	2	88
ET111034	9	1	5	2	5	0	0	2	88
ET111034	10	.5	5	2	13	0	0	2	88
ET111034	11	.5	5	1	5	1	1	1	88
ET111035	1	1	5	1	4	1	1	1	1
ET111035	2	1	5	1	5	1	1	1	1
ET111035	3	1	5	1	5	1	1	1	1
ET111035	4	1000	17	1	5	1	1	1	1
ET111036	1	.5	5	1	1	1	1	1	2
ET111036	2	2.25	5	1	5	1	1	1	2
ET111036	3	2.75	5	1	5	1	1	1	2
ET111036	4	1	5	1	5	1	1	1	2
ET111037	1	1	5	1	2	1	1	1	2
ET111037	2	2	5	1	5	1	1	1	2
ET111037	3	2.25	5	1	5	1	1	1	2
ET111037	4	2.75	5	1	5	1	1	1	2
ET111037	5	1	5	1	5	1	1	1	2
ET111037	6	1	5	1	5	1	1	1	2
ET111037	7	2	5	1	5	1	1	1	2
ET111037	8	3	5	2	5	0	0	2	88
ET111037	9	1	5	2	5	0	0	2	88
ET111037	10	1	5	2	5	0	0	2	88
ET111037	11	1	5	2	5	0	0	2	88
ET111037	12	2	5	2	5	0	0	2	88
ET111038	1	2	5	1	2	1	1	1	1
ET111038	2	2.5	5	1	5	1	1	1	1
ET111038	3	1.5	5	1	5	1	1	1	1
ET111038	4	1	5	1	5	1	1	1	1
ET111038	5	1	5	1	5	1	1	1	1
ET111038	6	1	5	1	5	1	1	1	1
ET111038	7	1	5	1	5	0	0	2	88
ET111038	8	.5	5	1	5	1	1	1	1
ET111038	9	.5	5	1	5	1	1	1	1
ET111038	10	.25	5	1	13	1	1	1	88
ET111038	11	2	5	2	5	0	0	2	88
ET111038	12	1	5	2	5	0	0	2	88
ET111038	13	1	5	2	5	0	0	2	88
ET111038	14	1	5	2	5	0	0	2	88
ET111038	15	1	5	2	5	0	0	2	88
ET111038	16	1	5	2	5	0	0	2	88
ET111039	1	.25	5	3	1	0	0	2	88
ET111040	1	1	5	1	5	1	1	1	2
ET111040	2	1	5	1	5	1	1	1	2
ET111040	3	4	5	4	5	0	0	2	88
ET111040	4	.5	5	1	5	1	1	1	2
ET111040	5	.5	5	1	5	1	1	1	2
ET111040	6	5	18	1	5	1	1	1	2
ET111040	7	8	18	1	5	1	1	1	2
ET111040	8	.25	4	1	1	1	1	1	2
ET111040	9	8	18	1	6	1	1	1	2
ET111041	1	1000	17	1	4	1	1	1	1
ET111041	2	1	5	1	5	1	1	1	1
ET111041	3	3	5	1	9	1	1	1	1
ET111041	4	2	5	1	9	1	1	1	1
ET111041	5	2	5	2	5	0	0	2	88
ET111041	6	1	5	1	6	1	1	1	1
ET111041	7	1.5	5	2	5	0	0	2	88
ET111042	1	.5	5	1	4	1	1	1	1
ET111042	2	.5	5	1	5	1	1	1	1
ET111042	3	.5	5	1	5	1	1	1	1
ET111042	4	3	5	1	5	1	1	1	1
ET111042	5	1	5	1	5	1	1	1	1
ET111042	6	1	5	1	5	1	1	1	1
ET111042	7	1	5	1	5	1	1	1	1
ET111042	8	1	5	1	5	1	1	1	1
ET111042	9	1	5	4	5	0	0	77	88
ET111042	10	.5	5	1	13	1	1	1	1
ET111043	1	1	5	1	2	1	1	1	1
ET111043	2	6	5	1	5	1	1	1	1
ET111043	3	1	5	1	5	1	1	1	1
ET111043	4	1	5	1	5	1	1	1	1
ET111043	5	1	5	1	5	1	1	1	1
ET111043	6	.5	5	1	5	1	1	1	1
ET111043	7	1	5	1	5	1	1	1	1
ET111044	1	200	17	1	9	1	1	2	88
ET111044	2	500	17	1	1	1	0	2	88
ET111045	1	1	5	1	1	1	1	1	1
ET111045	2	1.5	5	1	9	1	1	1	1
ET111045	3	.5	5	1	9	1	1	1	1
ET111045	4	3	5	1	9	1	1	1	1
ET111046	1	1000	17	1	4	1	1	2	88
ET111046	2	1	5	1	5	1	1	1	1
ET111046	3	1	5	1	5	1	1	1	1
ET111047	1	1	5	1	4	1	1	1	1
ET111047	2	.5	5	1	13	1	1	1	1
ET111047	3	1	5	1	5	1	1	1	1
ET111047	4	1	5	1	5	1	1	1	1
ET111047	5	1	5	1	5	1	1	1	1
ET111047	6	1	5	1	5	1	1	1	1
ET111047	7	.5	5	1	5	1	1	1	1
ET111048	1	1000	17	1	2	1	1	1	1
ET111048	2	1	5	1	5	1	1	1	1
ET111048	3	3	5	1	9	1	1	1	1
ET111048	4	1	5	1	5	1	1	1	1
ET111048	5	1	5	1	5	1	1	1	1
ET111048	6	5	5	1	5	1	0	1	1
ET111048	7	1	5	1	5	1	0	1	1
ET111048	8	1	5	1	5	1	0	1	1
ET121001	1	1	4	1	2	1	1	1	2
ET121002	1	2	4	1	2	0	1	1	2
ET121002	2	3	4	1	5	0	1	1	2
ET121002	3	1	4	1	13	0	1	1	2
ET121003	1	1	4	1	2	0	0	1	2
ET121004	1	1.5	4	1	2	1	1	2	88
ET121004	2	2	4	1	5	1	1	2	88
ET121004	3	1	4	4	5	88	88	88	88
ET121005	1	1	4	1	2	1	1	1	1
ET121005	2	2	4	4	5	88	88	88	88
ET121007	1	1	4	1	2	1	1	2	88
ET121007	2	.5	4	1	5	1	1	2	88
ET121007	3	.75	4	1	5	1	1	2	88
ET121007	4	.75	4	1	5	1	1	2	88
ET121008	1	.25	4	1	2	1	1	2	88
ET121009	1	1	4	1	2	1	2	1	1
ET121009	2	2	4	1	10	1	2	1	1
ET121010	1	2	4	1	2	1	1	1	2
ET121010	2	1	4	1	5	1	1	1	2
ET121010	3	1	4	1	5	1	1	1	2
ET121011	1	2	4	1	2	1	0	2	88
ET121011	2	1	4	1	5	1	0	2	88
ET121012	1	1	4	1	2	0	0	1	2
ET121013	1	1.5	4	1	2	0	1	2	88
ET121013	2	1	4	1	5	0	1	2	88
ET121013	3	2	4	1	5	0	1	2	88
ET121014	1	.75	4	1	2	1	1	1	2
ET121014	2	1	4	4	5	88	88	88	88
ET121015	1	1	4	1	2	1	1	1	2
ET121017	1	1.5	4	1	2	0	0	2	88
ET121018	1	1	4	1	2	1	1	2	88
ET121018	2	2	4	1	5	1	1	2	88
ET121020	1	4	4	1	2	0	0	1	2
ET121020	2	1	4	1	5	0	0	1	2
ET121020	3	5	4	1	5	0	0	1	2
ET121020	4	4	4	1	5	0	0	1	2
ET121021	1	.75	4	1	2	1	1	1	2
ET121021	2	.5	4	1	5	1	1	1	2
ET121022	1	1	4	1	2	0	1	1	2
ET121022	2	1	4	1	5	0	1	1	2
ET121023	1	.5	4	1	1	1	0	1	2
ET121023	2	1.5	4	4	5	1	0	1	2
ET121025	1	1	4	1	2	0	0	1	1
ET121026	1	1	4	1	2	1	1	1	2
ET121026	2	.75	4	1	5	1	1	1	2
ET121026	3	1	4	1	13	1	1	1	2
ET121027	1	2.5	4	1	2	1	1	1	1
