CHILDID	CROPID	CROPR3	QNTHRVR3	QNTUNTR3	VLSLDR3	CRPCSTR3
ET201044	4	7	20	1	130	15
ET201044	5	10	100	1	2.5	40
ET201044	6	27	10	1	150	0
ET201045	1	11	5	54	90	0
ET201045	2	8	1	2	825	40
ET201045	3	75	2	2	1200	250
ET201045	4	7	6	1	39	10
ET201046	1	11	60	54	1080	0
ET201046	2	5	1	2	650	175
ET201046	3	75	3	2	1800	250
ET201046	4	8	1.5	2	1237.5	150
ET201046	5	7	85	5	2550	25
ET201046	6	10	5	1	45	0
ET201047	1	130	6	2	3900	340
ET201047	2	75	2.5	2	1500	420
ET201047	3	8	1.5	2	1237.5	230
ET201048	1	11	30	54	540	0
ET201048	2	123	50	1	190	80
ET201048	3	75	1	2	600	150
ET201048	4	8	1	2	825	380
ET201049	1	11	30	54	540	0
ET201049	2	5	50	1	325	80
ET201049	3	76	250	1	2400	200
