CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET151027	1	19	36	2000	-99	5	80	4	2	88
ET151028	1	13	5	2000	-99	4	2	2	3	7
ET151030	1	1	5	2000	-99	77	1	4	2	88
ET151030	2	9	6	2000	-99	77	80	5	5	3
ET151030	3	8	6	2000	-99	8	2	5	3	88
ET151030	4	19	36	2001	-99	77	80	2	2	1
ET151031	1	7	6	2001	-99	6	80	2	5	88
ET151033	1	19	36	1999	-99	7	80	4	2	1
ET151035	1	7	77	2001	-99	4	80	1	9	88
ET151035	2	8	6	1998	-99	9	2	1	2	88
ET151035	3	13	5	2001	2001	5	1	1	1	2
ET151035	4	19	36	2001	-99	7	80	3	2	88
ET151039	1	19	36	1999	-99	8	80	2	9	88
ET151041	1	9	6	1999	-99	4	80	4	3	88
ET151041	2	19	36	1998	-99	7	80	2	2	88
ET151042	1	17	6	1999	-99	7	80	4	3	5
ET151042	2	7	6	2000	-99	6	80	4	3	5
ET151042	3	19	36	2000	-99	77	80	4	2	1
ET151043	1	7	6	2001	-99	8	3	4	5	88
ET151043	2	19	36	2001	-99	5	80	5	1	2
ET151044	1	1	15	1992	-99	10	80	5	1	88
ET151044	2	19	15	1996	-99	4	80	5	2	88
ET151045	1	19	5	2001	2001	7	80	2	2	88
ET151049	1	3	15	1998	-99	9	80	4	9	88
ET151049	2	7	6	1998	-99	8	80	4	5	9
ET151052	1	9	36	2000	-99	4	2	4	5	88
ET151052	2	19	36	2001	-99	4	80	4	2	88
ET151053	1	1	5	1998	-99	4	80	4	2	88
ET151053	2	7	6	1998	-99	5	80	4	9	88
ET151053	3	8	6	1998	-99	8	2	4	2	88
ET151053	4	11	6	2001	-99	5	2	4	9	88
ET151054	1	1	5	2001	-99	7	1	4	9	88
ET151054	2	3	5	1999	-99	11	80	4	9	88
ET151054	3	7	15	2001	-99	4	80	4	9	88
ET151054	4	8	6	1998	-99	7	2	4	2	4
ET151056	1	7	6	2001	2001	77	1	5	5	9
ET151056	2	8	6	2001	-99	77	2	4	3	5
ET151056	3	10	5	2001	2001	77	1	4	9	88
ET151056	4	19	36	2001	-99	77	80	3	1	2
ET151057	1	7	15	1998	-99	8	80	5	9	88
ET151057	2	8	15	1998	-99	8	2	5	2	88
ET151057	3	19	36	2001	-99	8	80	3	1	2
ET151059	1	19	36	1998	-99	8	80	2	9	88
ET151064	1	19	36	1996	-99	7	80	2	9	88
ET151066	1	1	5	1999	-99	77	1	3	2	88
ET151066	2	9	6	1999	-99	77	80	4	5	3
ET151066	3	19	36	1999	-99	77	80	1	2	1
ET151067	1	19	36	2001	2002	4	80	4	2	88
ET151067	2	3	5	1998	-99	10	80	4	9	88
ET151068	1	19	77	1998	-99	8	80	1	9	88
ET151069	1	19	77	1998	-99	8	80	4	2	1
ET151070	1	17	6	1998	2001	4	80	4	9	88
ET151070	2	7	15	2000	-99	5	80	4	9	88
ET151070	3	8	6	1998	2000	8	2	4	5	4
ET151070	4	19	36	2001	-99	8	80	3	1	2
ET161001	1	1	5	1986	-99	4	1	2	2	88
ET161001	2	3	5	1999	-99	9	80	3	2	88
ET161001	3	9	6	1998	-99	10	80	4	3	88
ET161001	4	19	15	2001	-99	4	80	4	1	2
ET161002	1	9	6	1998	-99	10	80	3	5	88
ET161002	2	8	6	2000	-99	10	80	4	3	88
ET161002	3	1	5	1985	-99	11	90	2	1	88
ET161003	1	1	5	1985	-99	5	80	5	2	88
ET161003	2	7	6	1998	-99	8	80	4	3	88
ET161003	3	9	6	1998	-99	10	80	5	6	88
ET161003	4	9	6	1998	-99	10	80	5	6	88
ET161004	1	1	5	2000	2001	4	1	3	1	88
ET161004	2	5	13	2001	-99	8	2	1	1	88
ET161004	3	8	6	1997	-99	5	2	2	3	88
ET161004	4	14	11	2001	-99	8	2	1	1	88
ET161005	1	1	5	1986	-99	11	80	3	1	2
ET161005	2	7	6	1999	-99	10	80	4	5	3
ET161005	3	9	6	1998	-99	10	80	4	5	3
ET161005	4	8	6	2000	-99	10	80	4	5	4
ET161005	5	19	15	1999	-99	4	80	4	1	88
ET161006	1	8	6	1997	-99	5	80	4	3	5
ET161006	2	7	6	1997	-99	5	80	4	5	3
ET161006	3	1	5	1997	-99	5	80	4	2	1
ET161006	4	9	6	1998	-99	10	80	4	5	88
ET161007	1	1	5	1985	-99	4	80	2	2	88
ET161007	2	8	6	1998	-99	10	80	2	5	88
ET161007	3	9	6	1998	-99	10	80	2	5	88
ET161008	1	1	5	1995	-99	10	80	1	2	1
ET161008	2	7	6	1998	-99	10	80	1	5	3
ET161008	3	8	6	2000	-99	10	80	1	5	88
ET161008	4	9	6	1998	-99	10	80	1	5	88
ET161009	1	8	6	1998	-99	9	80	4	3	88
ET161009	2	9	6	1999	-99	9	80	5	5	88
ET161009	3	1	5	1999	-99	9	80	4	1	88
ET161010	1	1	5	1999	-99	11	80	5	2	1
ET161010	2	2	6	1999	-99	10	80	4	3	6
ET161010	3	14	39	1985	-99	6	80	1	2	88
ET161010	4	7	6	1985	-99	11	80	3	5	3
ET161010	5	9	6	1998	-99	10	80	3	5	3
ET161010	6	19	15	1998	-99	4	80	4	2	88
ET161011	1	5	5	1986	-99	4	80	4	2	88
ET161011	2	7	6	1998	-99	4	80	4	5	88
ET161011	3	8	6	2000	-99	4	80	4	5	88
ET161011	4	1	5	1986	-99	4	80	4	2	88
ET161012	1	1	5	2000	-99	8	80	1	1	88
ET161012	2	9	6	1997	-99	9	80	1	5	88
ET161012	3	7	6	1997	-99	9	80	1	5	88
ET161013	1	1	5	1985	-99	4	80	5	2	88
ET161013	2	7	6	1997	-99	10	80	5	2	88
ET161013	3	8	6	1997	-99	10	2	5	5	88
ET161014	1	1	5	1985	-99	10	80	4	2	88
ET161014	2	7	6	1998	-99	10	80	3	5	3
ET161014	3	8	6	1998	-99	10	80	3	5	88
ET161014	4	8	6	1998	-99	10	80	3	5	88
ET161015	1	1	5	1995	-99	10	80	3	1	2
ET161015	2	7	6	1988	-99	8	80	1	3	88
ET161015	3	9	6	1988	-99	10	80	3	3	5
ET161015	4	16	36	2000	-99	11	80	5	6	88
ET161015	5	19	15	1997	-99	9	80	4	2	88
ET161016	1	7	6	1999	-99	6	80	3	5	88
ET161016	2	1	5	1997	-99	7	80	3	1	88
ET161016	3	9	6	1999	-99	10	80	5	9	88
ET161016	4	7	6	1999	-99	10	80	5	5	88
ET161017	1	1	5	1985	-99	4	80	4	2	88
ET161017	2	4	36	1999	-99	7	80	4	1	88
ET161017	3	7	6	1999	-99	5	80	4	5	88
ET161017	4	9	6	1998	-99	10	80	4	5	88
ET161018	1	7	6	1998	-99	5	80	4	5	88
ET161018	2	8	6	1998	-99	5	80	4	5	2
ET161018	3	9	6	1998	-99	4	80	4	5	88
ET161018	4	5	5	1986	-99	4	80	4	2	88
ET161019	1	1	5	1985	-99	5	80	4	2	1
ET161019	2	9	6	1998	-99	10	80	4	5	3
ET161019	3	8	6	1999	-99	10	80	4	5	88
ET161019	4	7	6	2000	-99	10	80	5	5	88
ET161020	1	17	6	1998	-99	5	80	5	5	88
ET161020	2	9	6	1998	-99	5	80	5	5	88
ET161020	3	7	6	1998	-99	5	80	5	5	88
ET161020	4	8	6	1998	-99	5	80	5	5	88
ET161020	5	19	15	2001	-99	4	1	5	5	88
ET161020	6	19	15	2000	-99	4	1	5	5	88
ET161022	1	1	5	1985	-99	4	80	5	2	88
ET161022	2	9	6	1999	-99	10	80	5	5	88
ET161022	3	19	15	2001	-99	5	80	5	3	2
ET161023	1	8	6	2001	-99	10	80	4	5	1
ET161023	2	7	6	1997	-99	7	80	4	5	1
ET161023	3	17	4	1999	-99	4	80	4	3	88
ET161023	4	1	5	1985	-99	4	80	4	1	88
ET161024	1	1	5	1985	-99	5	1	2	1	88
ET161024	2	9	6	1998	-99	8	80	3	3	88
ET161024	3	8	6	1998	-99	9	2	4	3	88
ET161024	4	19	15	2001	-99	4	80	4	1	88
ET161025	1	1	5	1985	-99	4	80	2	2	88
ET161025	2	9	6	1997	-99	10	80	4	5	88
ET161025	3	8	6	1999	-99	10	2	4	5	88
ET161026	1	7	6	1998	-99	4	80	4	5	88
ET161026	2	8	6	1998	-99	4	80	4	2	88
ET161026	3	1	5	1985	-99	4	1	4	3	88
ET161027	1	1	5	1998	-99	10	80	4	1	88
ET161027	2	9	6	1999	-99	10	80	4	5	88
ET161027	3	19	15	2001	-99	4	80	5	1	2
ET161028	1	1	5	1985	-99	10	80	4	1	88
ET161028	2	9	6	1998	-99	10	80	5	5	88
ET161028	3	8	6	2002	-99	10	80	5	3	88
ET161029	1	7	6	1998	-99	5	80	5	5	88
ET161029	2	8	6	1998	-99	5	80	5	5	88
ET161029	3	17	6	1998	-99	5	80	5	5	88
ET161029	4	9	6	1998	-99	5	80	5	5	88
ET161030	1	1	5	1985	-99	4	80	4	1	88
ET161030	2	9	6	1997	-99	10	80	4	5	88
ET161030	3	8	6	1997	-99	10	80	4	5	6
ET161031	1	9	6	1998	-99	9	80	3	3	88
ET161031	2	2	20	2001	-99	5	22	2	1	88
ET161031	3	15	36	1999	-99	10	80	2	9	88
ET161031	4	1	5	1985	-99	2	80	3	2	88
ET161031	5	8	6	1998	-99	5	80	3	3	88
ET161031	6	19	15	2000	-99	4	80	4	1	88
ET161032	1	9	6	1999	-99	9	80	4	5	88
ET161032	2	7	6	1998	-99	8	80	4	3	88
ET161032	3	8	6	1999	-99	10	80	4	5	88
ET161032	4	3	39	1998	-99	10	80	4	2	88
ET161033	1	1	5	1985	-99	10	80	4	2	88
ET161033	2	8	6	1998	-99	10	80	4	3	5
ET161033	3	7	6	1998	-99	10	80	4	3	88
ET161033	4	9	6	1998	-99	10	80	4	3	5
ET161033	5	19	15	1998	-99	4	80	5	1	2
ET161034	1	1	5	1985	-99	10	80	3	2	1
ET161034	2	8	6	2000	-99	9	80	4	3	5
ET161034	3	9	6	1998	-99	10	80	4	5	88
ET161035	1	1	5	1985	-99	4	80	4	1	88
ET161035	2	3	5	1997	-99	10	80	4	1	88
ET161035	3	8	6	2000	-99	10	80	4	5	88
ET161035	4	7	6	1998	-99	10	80	4	5	88
ET161036	1	9	6	2000	-99	7	80	5	3	88
ET161036	2	1	5	1985	-99	10	80	5	2	88
ET161036	3	8	6	1995	-99	7	80	5	4	3
ET161036	4	7	6	1994	-99	7	80	5	4	88
ET161037	1	1	5	1985	-99	10	80	3	1	88
ET161037	2	8	6	2000	-99	9	80	4	3	88
ET161037	3	9	6	1998	-99	10	80	4	5	88
ET161037	4	19	15	1998	-99	4	80	4	1	88
ET161038	1	1	5	1985	-99	4	80	5	2	1
ET161038	2	8	6	1999	-99	10	80	4	5	88
ET161038	3	7	6	1998	-99	9	80	4	3	88
ET161038	4	9	6	1998	-99	10	80	4	5	88
ET161039	1	1	5	1985	-99	10	80	5	2	88
ET161039	2	7	6	1988	-99	10	80	4	3	88
ET161039	3	8	6	1988	-99	10	80	5	4	88
ET161039	4	9	6	1988	-99	10	80	4	5	88
ET161039	5	19	15	1997	-99	4	80	4	2	88
ET161041	1	1	5	1985	-99	4	80	4	2	88
ET161041	2	9	6	1999	-99	10	80	2	5	88
ET161041	3	8	6	1999	-99	10	2	3	5	88
ET161042	1	1	5	1985	-99	10	80	3	1	2
ET161042	2	8	6	2000	-99	9	80	4	5	88
ET161042	3	9	6	1998	-99	10	80	3	5	3
ET161042	5	19	15	1999	-99	4	80	4	1	88
ET161043	1	1	5	1985	-99	10	80	4	2	1
ET161043	2	8	6	1988	-99	10	80	5	5	88
ET161043	3	9	6	1988	-99	10	80	5	5	88
ET161043	4	11	6	1988	-99	10	80	4	5	88
ET161043	5	19	15	2000	-99	4	80	3	2	88
ET161044	1	1	5	1985	-99	10	80	4	5	88
ET161044	2	7	6	1998	-99	10	80	4	5	88
ET161044	3	8	6	1998	-99	10	80	4	5	88
ET161045	1	7	6	1999	-99	9	80	4	3	88
ET161045	2	8	6	1998	-99	10	80	4	5	88
ET161045	3	1	5	1985	-99	4	80	4	2	88
ET161045	4	9	6	1999	-99	10	80	4	5	88
ET161046	1	1	5	1985	-99	8	1	3	1	88
ET161046	2	9	6	1998	-99	9	2	2	3	88
ET161046	3	8	6	1995	-99	10	2	5	3	88
ET161047	1	1	5	1985	-99	10	80	2	1	2
ET161047	2	8	6	2000	-99	9	80	4	3	88
ET161047	3	9	6	1998	-99	10	80	4	5	88
ET161047	4	7	6	2001	-99	10	80	4	3	5
ET161048	1	1	5	1998	-99	8	80	5	1	88
ET161048	2	9	6	1998	-99	7	80	5	5	88
ET161048	3	8	6	2000	-99	10	80	4	5	6
ET161049	1	1	5	1985	-99	10	80	4	2	1
ET161049	2	8	6	1998	-99	10	80	4	5	88
ET161049	3	7	6	1998	-99	10	80	4	3	5
ET161049	4	9	6	1998	-99	10	80	4	3	5
ET161050	1	1	5	1985	-99	10	80	4	2	88
ET161050	2	8	6	2002	-99	9	80	5	3	88
ET161050	3	9	6	1995	-99	9	80	5	3	5
ET161050	4	7	6	1987	-99	9	80	5	4	88
ET171001	1	3	39	1998	-99	7	80	4	2	88
ET171001	2	4	39	1998	-99	7	80	4	2	88
ET171001	3	14	39	1998	-99	7	1	4	2	88
ET171001	4	14	39	1998	-99	7	1	4	2	88
ET171002	1	3	39	1995	-99	7	80	4	2	88
ET171002	2	4	39	1995	-99	7	80	4	2	88
ET171002	3	9	6	1992	-99	10	80	4	5	88
ET171002	4	8	6	1996	-99	7	80	4	5	88
ET171003	1	3	39	1997	-99	8	80	3	2	88
ET171003	2	4	39	1997	-99	8	80	3	2	88
ET171005	1	3	39	1999	-99	7	1	2	4	88
ET171005	2	4	39	1999	-99	9	1	2	4	88
ET171006	1	19	36	2001	-99	11	80	4	2	88
ET171007	1	3	39	1997	-99	7	80	5	7	6
ET171007	2	4	39	1997	-99	9	80	5	2	8
ET171007	3	7	6	1996	-99	10	80	5	5	3
ET171007	4	8	6	1996	-99	10	2	5	5	3
ET171008	1	3	36	1997	-99	7	80	4	2	88
ET171008	2	4	36	1997	-99	9	80	5	2	88
ET171009	1	19	36	2001	-99	11	80	4	2	88
ET171010	1	3	39	1997	-99	7	80	4	2	88
ET171010	2	4	39	1997	-99	9	80	4	2	88
ET171010	3	1	1	1992	-99	4	80	4	2	88
ET171010	4	9	6	1992	-99	10	80	4	5	88
ET171011	1	3	36	1998	-99	7	80	4	2	88
ET171011	2	4	36	1998	-99	9	80	4	2	88
ET171012	1	3	39	1998	-99	7	80	4	2	88
ET171012	2	4	39	1998	-99	9	80	4	2	88
ET171013	1	3	36	1997	-99	7	80	5	1	2
ET171013	2	4	36	1997	-99	9	80	5	1	2
ET171014	1	5	13	1996	-99	3	80	4	2	88
ET171015	1	19	36	2001	-99	11	80	5	2	1
ET171016	1	3	39	1998	-99	7	80	4	2	88
ET171016	2	4	39	1998	-99	11	80	4	2	88
ET171017	1	3	39	1997	2002	7	80	3	1	2
ET171017	2	4	39	1997	2002	11	80	2	1	2
ET171018	1	3	39	1998	-99	7	80	4	2	4
ET171018	2	4	39	1998	-99	11	80	4	2	4
ET171018	3	5	13	1998	2002	1	80	4	4	88
ET171018	4	8	6	1997	-99	8	80	4	5	88
ET171019	1	19	36	2001	-99	7	80	4	2	88
ET171019	2	5	13	1999	-99	3	80	5	1	2
ET171020	1	3	39	1997	-99	7	80	4	2	88
ET171020	2	4	39	1997	-99	11	80	4	2	88
ET171020	3	5	19	1998	-99	1	80	4	2	88
ET171020	4	9	6	1992	-99	8	80	4	5	88
ET171021	1	19	36	2001	-99	11	80	4	2	88
ET171021	2	5	13	1994	-99	4	80	4	2	88
ET171022	1	19	36	1997	-99	7	80	2	1	2
ET171022	2	5	13	2000	-99	8	80	4	2	88
ET171023	1	3	39	1998	-99	7	80	4	2	88
ET171023	2	4	39	1998	-99	11	80	4	2	88
ET171023	3	5	13	1998	-99	4	80	5	2	1
ET171024	1	19	36	2001	-99	5	80	4	2	88
ET171025	1	3	39	1988	-99	7	80	5	1	2
ET171025	2	4	39	1988	-99	11	80	5	1	2
ET171025	3	5	13	1989	-99	3	80	5	2	1
ET171026	1	19	36	2001	-99	5	80	4	2	88
ET171026	2	5	13	1986	-99	3	80	4	2	88
ET171026	3	9	6	-77	-99	10	80	4	5	88
ET171026	4	1	5	-77	-99	4	80	4	2	88
ET171028	1	19	36	2001	-99	11	80	4	2	88
ET171028	2	5	13	1990	-99	3	80	4	2	1
ET171028	3	1	1	1987	-99	5	80	4	2	1
ET171029	1	3	39	1998	-99	7	80	5	2	88
ET171029	2	4	39	1998	-99	11	80	5	2	88
ET171029	3	1	1	1990	-99	4	80	5	2	88
ET171029	4	8	6	1994	-99	10	2	4	5	88
ET171030	1	3	39	-77	-99	7	80	4	2	88
ET171030	2	4	39	-77	-99	11	80	4	2	88
ET171030	3	5	13	-77	-99	2	80	4	1	2
ET171030	4	7	6	-77	-99	10	80	4	5	88
ET171031	1	9	6	1997	-99	7	80	5	5	88
ET171031	2	19	36	2001	-99	11	80	4	2	88
ET171032	1	3	39	1999	-99	7	1	4	2	88
ET171032	2	4	39	1999	-99	11	1	4	2	88
ET171033	1	3	39	1997	-99	7	80	4	1	2
ET171033	2	4	39	1997	-99	11	80	4	1	2
ET171034	1	3	39	1997	-99	7	80	4	2	88
ET171034	2	4	39	1997	-99	11	80	4	2	88
ET171035	1	3	39	1997	-99	7	80	4	2	1
ET171035	2	4	39	1997	-99	11	80	4	2	1
ET171037	1	3	39	1999	-99	7	80	4	4	88
ET171037	2	4	39	1999	-99	11	80	4	4	88
ET171038	1	3	39	1999	-99	7	80	4	2	88
ET171038	2	4	39	1999	-99	11	80	4	2	88
ET171039	1	3	39	2001	-99	4	3	3	2	88
ET171039	2	4	39	2001	-99	5	3	3	2	88
ET171039	3	5	13	1995	-99	3	1	4	2	4
ET171040	1	3	39	1997	-99	7	80	5	2	88
ET171040	2	1	5	1990	-99	4	80	5	2	88
ET171040	3	5	13	1996	-99	3	80	5	1	2
ET171040	4	4	39	1997	-99	11	80	5	2	88
ET171041	1	19	36	2001	-99	11	80	4	1	88
ET171042	1	4	39	2001	-99	11	88	4	1	2
ET171042	2	3	39	2001	-99	7	88	4	1	2
ET171043	1	3	39	1997	-99	7	80	5	1	2
ET171043	2	4	39	1997	-99	11	80	5	1	2
ET171044	1	3	39	-77	-99	7	80	4	2	88
ET171044	2	4	39	-77	-99	11	80	4	2	88
ET171044	3	5	13	-77	-99	2	80	4	1	2
ET171044	4	7	6	-77	-99	10	80	4	5	88
ET171045	1	3	39	1997	-99	4	80	4	2	88
ET171045	2	4	39	1997	-99	11	80	4	2	88
ET171046	1	3	39	1999	-99	7	1	4	2	88
ET171046	2	4	39	1999	-99	11	1	4	2	88
ET171046	3	14	39	1999	-99	11	4	4	2	88
ET171047	1	3	39	1998	-99	7	80	5	2	88
ET171047	2	4	39	1998	-99	11	80	5	2	88
ET171048	1	3	39	2000	2002	7	80	5	2	88
ET171048	2	4	39	2000	2002	11	80	5	2	88
ET171049	1	3	39	1998	2002	7	80	5	2	1
ET171049	2	4	39	1998	2002	11	80	5	2	88
ET171049	3	5	5	1987	-99	2	80	4	2	1
ET171049	4	8	6	1989	-99	8	2	4	5	88
ET171050	1	3	36	1997	-99	7	80	4	2	88
ET171050	2	4	36	1997	-99	11	80	4	2	88
ET181001	1	14	39	1999	-99	7	80	2	2	88
ET181001	2	3	39	1999	-99	7	80	4	2	88
ET181001	3	4	39	1999	-99	7	80	4	2	88
ET181001	4	5	13	2000	-99	1	2	4	2	88
ET181002	1	1	5	1999	-99	10	80	4	2	88
ET181002	2	17	6	1999	-99	10	80	4	5	88
ET181002	3	8	6	1999	-99	10	80	4	5	88
ET181002	4	7	6	1999	-99	10	80	4	5	88
ET181003	1	7	6	1999	-99	8	80	4	3	88
ET181003	2	8	6	1999	-99	8	80	4	5	88
ET181003	3	19	36	2001	2001	5	80	2	2	88
ET181004	1	3	39	1999	-99	7	80	2	1	88
ET181004	2	4	39	1999	-99	7	80	2	2	88
ET181004	3	5	13	1999	-99	5	80	4	1	88
ET181004	4	8	6	1999	-99	10	80	4	3	5
ET181005	1	3	39	1999	-99	7	80	2	2	88
ET181005	2	4	39	1999	-99	7	80	2	2	88
ET181005	3	14	39	1999	-99	7	80	5	2	88
ET181005	4	5	13	1999	-99	1	80	4	2	1
ET181006	1	1	5	1999	-99	10	80	4	2	88
ET181006	2	3	39	1999	-99	7	80	4	2	88
ET181006	3	4	39	1999	-99	7	80	4	2	88
ET181006	4	17	6	1999	-99	10	80	4	5	88
ET181007	1	17	7	1999	-99	10	80	4	5	88
ET181007	2	5	13	1999	-99	5	80	4	2	88
ET181007	3	3	39	1999	-99	7	80	4	2	88
ET181007	4	4	39	1999	-99	7	80	4	2	88
ET181008	1	3	39	1999	-99	7	80	3	1	2
ET181008	2	1	5	1999	-99	9	80	5	2	1
ET181008	3	8	6	1999	-99	8	80	5	3	5
ET181008	4	7	6	1999	-99	8	80	5	3	5
ET181008	5	4	39	1999	-99	7	80	3	1	2
ET181009	1	3	39	1999	-99	7	80	4	2	88
ET181009	2	4	39	1999	-99	7	80	4	2	88
ET181009	3	8	36	1999	-99	10	80	5	3	5
ET181009	4	9	36	1999	-99	10	80	5	3	5
ET181010	1	3	39	1999	-99	7	80	4	1	2
ET181010	2	4	39	1999	-99	7	80	4	1	2
ET181010	3	5	13	1999	-99	1	80	3	2	88
ET181010	4	8	6	1999	-99	4	80	4	5	88
ET181011	1	3	39	1999	-99	7	80	3	1	2
ET181011	2	4	39	1999	-99	7	80	3	1	2
ET181011	3	5	1	1999	-99	1	80	2	4	88
ET181011	4	9	6	1999	-99	10	80	4	3	5
ET181012	1	1	5	1999	-99	10	80	5	2	88
ET181012	2	5	1	1999	-99	10	80	5	2	88
ET181012	3	17	6	1999	-99	10	80	4	5	88
ET181012	4	9	6	1999	-99	10	80	4	5	88
ET181013	1	3	1	1999	-99	7	80	3	1	2
ET181013	2	4	1	1999	-99	7	80	3	1	2
ET181013	3	5	13	1999	-99	4	80	4	2	1
ET181014	1	3	39	1999	-99	7	80	4	2	88
ET181014	2	4	39	1999	-99	7	80	4	2	88
ET181014	3	8	6	1999	-99	8	80	4	5	88
ET181015	1	1	1	1999	-99	4	80	4	1	88
ET181015	2	3	39	1999	-99	7	80	4	1	2
ET181015	3	4	39	1999	-99	7	80	4	1	2
ET181015	4	8	6	1999	-99	8	80	4	3	88
ET181016	1	3	39	1999	-99	7	80	3	2	88
ET181016	2	4	39	1999	-99	7	80	3	7	88
ET181016	3	9	6	2001	2001	4	80	4	3	88
ET181016	4	8	6	1999	-99	4	80	1	3	88
ET181017	1	3	39	1999	-99	7	80	3	2	88
ET181017	2	4	39	1999	-99	7	80	3	2	88
ET181017	3	8	6	1999	-99	10	80	4	3	5
ET181017	4	9	6	1999	-99	10	80	4	3	5
ET181018	1	14	36	1999	-99	7	80	4	2	88
ET181018	2	5	1	2000	-99	4	80	1	2	88
ET181019	1	7	6	1999	-99	4	80	5	3	5
ET181019	2	8	6	1999	-99	4	80	5	3	88
ET181019	3	3	39	1999	-99	7	80	4	1	2
ET181019	4	4	39	1999	-99	7	80	4	1	2
ET181020	1	3	39	1999	-99	7	80	4	3	5
ET181020	2	4	39	1999	-99	7	80	4	3	5
ET181020	3	1	22	2002	2002	4	1	4	1	5
ET181020	4	8	6	1999	-99	4	80	4	3	5
ET181021	1	1	5	1999	-99	4	80	4	1	2
ET181021	2	3	39	1999	-99	7	80	4	1	2
ET181021	3	4	39	1999	-99	7	80	4	1	2
ET181021	4	7	6	1999	-99	4	80	4	3	88
ET181022	1	5	1	2000	-99	4	80	4	1	2
ET181022	2	14	36	1999	-99	7	80	4	1	2
ET181023	1	3	39	1999	-99	7	80	4	2	88
ET181023	2	4	39	1999	-99	7	80	4	2	88
ET181023	3	7	6	1999	-99	10	80	5	5	88
ET181023	4	5	13	1999	-99	10	80	5	5	88
ET181024	1	3	39	1999	-99	7	80	4	1	2
ET181024	2	4	39	1999	-99	7	80	4	1	2
ET181024	3	5	36	2000	2001	4	80	4	1	88
ET181024	4	8	6	1999	-99	7	80	4	5	88
ET181025	1	3	39	1999	2002	7	80	4	1	88
ET181025	2	4	39	1999	2002	7	80	4	2	88
ET181025	3	8	6	1999	-99	8	80	4	5	88
ET181025	4	7	6	1999	-99	8	2	4	3	88
ET181026	1	3	39	1999	-99	7	80	4	2	88
ET181026	2	4	39	1999	-99	7	80	4	2	88
ET181026	3	5	13	1999	-99	1	80	4	1	2
ET181027	1	3	39	1999	-99	7	80	5	2	88
ET181027	2	4	39	1999	-99	7	80	5	2	88
ET181027	3	1	5	1999	-99	10	80	4	2	88
ET181027	4	7	6	1999	-99	10	80	4	5	88
ET181028	1	3	39	1999	-99	7	80	4	1	2
ET181028	2	4	39	1999	-99	7	80	4	1	2
ET181028	3	8	6	2001	2001	4	80	4	5	88
ET181028	4	9	6	2001	2001	4	80	4	5	88
ET181029	1	8	6	1999	-99	10	80	4	3	5
ET181029	2	9	6	1999	-99	10	80	4	3	5
ET181029	3	5	13	1999	-99	3	80	3	1	2
ET181030	1	8	6	1999	-99	10	80	4	5	88
ET181030	2	9	6	1999	-99	10	80	4	5	88
ET181030	3	14	39	2000	-99	7	80	4	2	88
ET181031	1	1	5	1992	-99	4	80	4	1	88
ET181031	2	9	6	1999	-99	4	80	5	5	88
ET181031	3	7	6	1999	-99	5	80	1	5	3
ET181031	4	4	39	1999	-99	7	80	1	1	2
ET181031	5	3	39	1999	-99	7	80	1	1	2
ET181032	1	3	39	1999	-99	7	80	4	2	88
ET181032	2	4	39	1999	-99	7	80	4	2	88
ET181032	3	8	6	1999	-99	10	80	4	3	5
ET181032	4	9	6	1999	-99	10	80	4	3	5
ET181033	1	3	39	1999	-99	7	80	4	2	88
ET181033	2	4	39	1999	-99	7	80	4	2	88
ET181033	3	7	6	1999	-99	4	80	5	3	5
ET181034	1	1	5	1999	-99	10	80	4	2	88
ET181034	2	5	13	1999	-99	1	80	4	2	88
ET181034	3	3	5	1999	-99	7	80	5	2	88
ET181034	4	4	5	1999	-99	7	80	5	2	88
ET181035	1	3	39	1999	-99	7	80	5	1	2
ET181035	2	1	5	1999	-99	4	80	5	2	1
ET181035	3	8	6	1999	-99	8	80	4	3	5
ET181035	4	9	6	1999	-99	8	80	4	3	5
ET181035	5	4	39	1999	-99	7	80	5	1	2
ET181036	1	3	39	1999	-99	7	80	2	2	88
ET181036	2	4	39	1999	-99	7	80	2	2	88
ET181036	3	5	5	1999	-99	1	80	2	2	88
ET181037	1	5	13	1999	-99	4	80	2	1	2
ET181037	2	14	36	1999	-99	7	80	2	1	2
ET181038	1	3	39	1999	-99	7	80	3	2	88
ET181038	2	4	39	1999	-99	7	80	3	2	88
ET181038	3	1	5	1999	-99	10	80	5	2	88
ET181038	4	8	6	1999	-99	10	80	5	5	88
ET181039	1	3	39	1999	2001	7	80	2	1	5
ET181039	2	4	39	1999	2001	7	80	2	1	5
ET181039	3	5	1	2000	2003	2	80	2	2	88
ET181040	1	1	5	1999	-99	10	80	4	2	88
ET181040	2	3	39	1999	-99	7	80	4	2	88
ET181040	3	4	39	1999	-99	7	80	4	2	88
ET181040	4	17	6	1999	-99	10	80	4	5	88
ET181041	1	3	39	1999	-99	7	80	2	2	88
ET181041	2	4	39	1999	-99	7	80	2	2	88
ET181041	3	1	5	1999	-99	4	1	4	1	88
ET181041	4	5	13	1999	-99	1	80	4	1	88
ET181042	1	3	39	1999	-99	7	80	4	2	88
ET181042	2	4	39	1999	-99	7	80	4	2	88
ET181042	3	1	5	1999	-99	10	80	4	2	88
ET181042	4	5	13	1999	-99	1	80	4	2	88
