CHILDCODE	SIBFNDR5	DINT	SIBWGHBR	SIBWGDOC	ENRSIBR5	SIBCARR5	SIBDOMR5	SIBFRMR5	SIBOUTR5	SIBPARR5	SIB20R5	FEAS01R5	FEAS02R5	FEAS03R5	FEAS04R5	FEAS05R5	FEAS06R5	FEAS07R5	FEAS08R5	FEAS09R5	FEAS10R5	FEAS11R5	FEAS12R5	FEAS13R5	FEAS14R5	FEAS15R5	FEAS16R5	FEAS17R5	FEAS18R5	FEAS19R5	FEAS20R5	FEAS21R5	FEAS22R5	FEAS23R5	FEAS24R5	SASHCLR5	SASHWKR5	SPLDECR5	SNOCHCR5	SCLTRGR5	STRYHDR5	SFTRWRR5	SEMBBKR5	SASHSHR5	SBRJOBR5	SWRUNIR5
90023	0	04/11/2016 20:21:19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90025	1	03/11/2016 16:15:11	 	 	0	1	1	1	0	1	0	3	3	3	3	3	3	2	3	2	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	4	3	3	3	4	3
90026	1	03/11/2016 15:06:51	 	 	1	0	1	0	0	1	0	2	3	2	3	3	4	2	2	3	2	3	3	3	3	4	3	4	3	3	3	4	2	3	4	3	3	3	3	4	2	3	4	2	2	2
90027	1	12/11/2016 12:51:28	 	 	1	0	1	0	0	1	0	3	4	2	4	3	3	2	3	4	2	3	2	3	4	3	2	3	4	3	3	2	3	4	3	4	5	4	3	4	2	4	5	3	4	2
90028	1	12/11/2016 14:36:43	 	 	0	1	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	4	3	2	3	3	3	3
90029	1	13/11/2016 10:42:16	 	 	1	0	1	1	0	1	0	4	4	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	4	3	3	4	4	4	4	4	4	4
90031	1	13/11/2016 13:13:32	 	 	0	1	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	2	3	3	3	3
90032	1	14/11/2016 13:14:39	 	 	0	0	1	1	0	1	0	3	3	3	4	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	4	3	3	3	3	3	3
90034	1	13/11/2016 10:35:46	 	 	1	0	1	1	0	1	0	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	4	4	4	4	4	4	4	4	4
90035	1	12/11/2016 13:59:08	 	 	0	0	1	1	0	1	0	2	3	2	3	2	2	2	2	3	2	2	3	3	3	3	3	2	3	3	3	3	2	3	2	4	4	3	3	4	4	4	3	4	3	4
90036	1	11/11/2016 10:12:46	 	 	1	0	1	1	0	1	0	3	4	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	2	2	3	4	4	3	3	4	3
90037	1	27/11/2016 16:20:00	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	 	4	 	4	4	4	4	4	4	4
90038	1	18/11/2016 16:30:50	 	 	1	0	1	1	0	1	0	3	4	2	2	3	4	2	3	3	2	3	3	2	3	3	3	3	3	1	4	2	3	4	4	3	4	2	3	4	1	4	4	3	5	2
90039	1	15/11/2016 11:27:51	 	 	0	1	1	1	0	1	0	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	3	3	2
90043	1	08/11/2016 17:01:43	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	4	 	4	 	4	4	4	3	3	4	3
90044	1	10/11/2016 10:36:04	 	 	1	0	1	0	0	1	0	3	3	2	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	3	2	5	5	5	4
90045	1	09/11/2016 16:06:47	 	 	1	0	1	0	0	1	0	2	3	2	2	2	3	3	3	2	3	3	3	2	2	3	2	2	2	2	3	3	2	2	2	3	3	2	4	2	2	2	2	2	2	2
90046	1	10/11/2016 15:53:44	 	 	0	0	1	1	0	1	1	3	 	3	3	2	 	2	 	3	3	 	4	3	4	 	3	 	3	3	 	2	3	 	3	3	3	2	2	3	3	3	2	 	77	 
90047	1	08/11/2016 12:10:06	 	 	1	1	0	0	0	1	0	3	4	3	2	2	3	3	3	4	4	3	4	2	2	3	3	3	3	3	4	2	3	3	3	4	4	5	4	4	4	5	3	2	2	3
90048	1	30/11/2016 15:50:39	 	 	1	0	0	0	0	0	0	77	 	77	3	3	 	3	 	3	77	 	77	3	77	 	3	 	3	3	 	2	3	 	3	3	 	4	 	3	4	4	3	3	4	2
90051	1	11/11/2016 11:50:47	 	 	1	1	1	1	0	1	0	3	3	2	3	2	4	3	4	3	3	4	3	3	3	4	3	3	3	3	4	2	3	3	3	3	3	3	2	3	5	4	3	3	5	2
90052	1	27/11/2016 13:42:10	 	 	2	0	1	1	0	1	0	3	3	3	3	2	3	3	3	2	3	3	2	3	77	3	3	2	3	3	3	3	3	3	3	3	3	4	4	3	4	4	 	3	 	 
90053	1	26/11/2016 13:36:40	 	 	1	1	1	1	0	1	0	3	4	77	3	3	4	3	3	3	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	2	2	3	4	4	4	3	4	3
90054	1	30/11/2016 13:39:39	 	 	0	0	1	1	0	1	0	3	3	3	3	2	3	2	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	4	3	3	3	2	2	3	2	2
90056	1	23/11/2016 20:26:16	 	 	1	0	1	1	0	1	0	3	4	3	3	2	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	4	3	3	3	3	3	3
90057	1	29/11/2016 15:34:10	 	 	0	1	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	4	4	3	4	3	3	3
90058	1	25/11/2016 17:12:15	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	3	3	3	3	4	3	3	3	4	4	3	3	3	3	3	4	3
90059	1	25/11/2016 10:05:59	 	 	1	1	1	0	0	1	0	3	4	3	4	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	1	3	3	3	3	3	2	2	3	4	4	3	3	5	3
90060	1	25/11/2016 11:02:23	 	 	0	0	0	1	0	1	0	3	2	3	3	2	3	3	3	3	2	3	3	3	3	3	2	3	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	2	2	2
90062	1	17/11/2016 10:34:06	 	 	1	0	1	1	0	1	0	3	3	3	3	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	3	4	4
90066	1	22/11/2016 11:32:20	 	 	1	0	1	1	0	1	0	3	3	3	3	2	3	77	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3
90067	1	21/11/2016 11:33:35	 	 	1	1	1	1	0	1	0	3	2	3	79	3	3	2	3	2	3	3	79	3	2	3	3	3	3	3	3	2	3	3	2	3	4	3	2	4	3	4	2	3	3	2
90068	1	20/11/2016 12:10:36	 	 	0	1	1	0	0	1	0	3	3	2	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	2	3	2	3	3	3	3	4	4	3	3	3	2	2	3	2	2
90069	1	18/11/2016 16:08:42	 	 	1	0	0	1	0	1	0	3	2	3	3	2	2	2	3	3	3	3	3	3	4	4	2	2	1	2	2	2	2	2	2	3	3	3	4	2	2	3	3	3	3	3
90070	1	16/11/2016 11:56:19	 	 	1	1	1	1	0	1	0	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	4	3	3	3	2	3	4	3	3	3	3	4	3
90071	1	19/11/2016 15:10:05	 	 	0	1	1	1	0	1	0	3	4	2	3	3	3	3	4	2	3	3	2	3	3	3	4	3	3	2	3	4	3	3	3	3	3	4	3	4	4	4	2	3	4	2
90072	1	17/11/2016 14:08:25	 	 	1	0	0	0	0	1	0	2	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	2	2	3	 	3	 	3	3	3	3	3	3	3
90073	1	21/11/2016 17:30:53	 	 	1	0	1	1	0	1	0	3	2	3	79	3	4	77	3	77	79	3	2	3	77	4	2	3	3	77	3	3	3	3	3	3	4	2	4	3	4	77	77	3	4	3
90074	1	25/11/2016 15:39:10	 	 	0	0	1	0	0	1	0	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	4	4	4	3	4	3	3	3	4	3	3
90075	1	26/11/2016 14:57:50	 	 	0	1	1	0	0	1	0	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	2	3	2
90078	1	23/11/2016 11:09:48	 	 	1	0	1	1	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	4	4	4	3	3	3	3	3
90079	1	10/11/2016 14:31:29	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	3	2	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	4	5	3	3	5	2
90080	1	20/11/2016 11:18:49	 	 	1	0	1	0	0	1	0	3	3	2	2	2	3	3	3	3	2	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	2	4	3	4	4	2	4	2
90082	1	24/11/2016 16:32:35	 	 	0	0	1	1	0	1	0	3	3	2	3	2	4	3	3	2	2	3	3	2	3	3	2	3	3	2	3	3	2	3	3	3	3	3	2	3	4	2	2	3	4	2
90084	1	24/11/2016 14:31:08	 	 	0	0	1	1	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	3	3	3	3	3	3	3	4	4	4	3	3	3	3	4
90086	1	21/11/2016 11:11:14	 	 	1	0	1	0	0	1	0	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	4	3	3	3	3
90087	1	28/11/2016 13:51:28	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	2	3	2	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	3	4	3	4	4	3	3	3	3	3
90090	0	18/11/2016 14:01:42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90091	1	18/11/2016 11:00:36	 	 	0	0	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3
90092	1	19/11/2016 11:12:20	 	 	0	0	1	1	1	1	0	3	4	3	3	2	3	2	3	3	3	4	3	3	3	3	2	3	3	3	3	2	3	3	3	3	2	3	3	3	4	3	4	3	3	3
90093	1	20/11/2016 15:07:14	 	 	1	0	1	1	0	1	0	2	3	3	3	3	4	2	3	3	3	3	4	3	3	4	3	4	3	3	3	3	4	4	3	3	3	4	4	4	4	4	3	3	4	3
90094	1	21/11/2016 15:53:45	 	 	1	0	1	1	0	1	0	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	4	3	4	3	3	4	4	3	3
90095	1	23/11/2016 08:44:13	 	 	1	0	0	0	0	1	0	2	3	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	 	3	 	3	2	3	3	4	4	3
90097	0	01/12/2016 10:18:12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90098	1	22/11/2016 11:24:50	 	 	1	0	1	1	0	1	0	2	3	3	3	2	3	3	3	4	3	2	3	4	3	3	2	2	3	2	3	2	3	3	3	3	3	3	4	3	4	3	3	3	4	3
90099	1	22/11/2016 12:02:22	 	 	1	0	1	1	0	1	0	3	4	2	3	2	4	2	3	3	3	3	3	2	3	4	3	3	3	2	2	2	3	3	3	3	3	4	3	3	4	4	3	3	3	2
90100	1	29/11/2016 13:20:41	 	 	1	0	0	1	0	1	0	3	3	2	3	3	4	3	4	2	3	3	3	77	3	3	3	3	77	3	3	2	3	3	3	3	3	4	4	3	4	4	3	3	4	2
90101	1	16/11/2016 10:30:37	 	 	1	0	1	1	0	1	0	3	3	2	4	2	4	3	4	3	2	4	3	3	2	4	3	3	2	3	3	2	3	4	3	3	4	4	4	3	4	4	4	4	5	2
90102	1	02/11/2016 18:11:57	 	 	1	0	0	0	0	1	0	3	3	2	3	3	4	4	3	4	3	3	3	4	3	4	3	3	3	4	3	4	4	3	4	3	 	3	 	4	3	4	4	5	5	4
90105	1	24/11/2016 10:55:33	 	 	0	1	1	1	0	1	0	3	3	2	3	3	3	2	3	2	3	3	2	3	2	3	3	3	3	3	2	2	3	3	3	3	2	2	3	3	4	2	2	3	4	2
90106	1	18/11/2016 12:16:03	 	 	1	0	0	0	0	1	0	3	3	2	2	3	3	3	3	3	2	3	3	2	3	3	2	2	2	2	2	2	3	3	3	3	 	3	 	4	3	4	3	3	3	4
90120	1	19/11/2016 15:01:32	 	 	0	1	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	4	4	4	3	2	3	2	2
100003	1	17/12/2016 18:18:17	 	 	0	0	0	0	1	1	1	3	 	3	3	3	 	4	 	4	3	 	3	3	3	 	4	 	3	3	 	3	3	 	3	4	5	4	4	4	5	4	4	 	5	 
100006	1	22/12/2016 15:28:15	 	 	1	0	0	0	0	1	0	3	2	3	3	2	3	2	3	2	3	3	3	2	2	3	3	3	2	3	3	3	3	3	2	3	 	3	 	2	4	3	3	4	3	4
100007	1	18/12/2016 16:37:52	 	 	1	1	1	0	0	1	0	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	4	3
100009	1	22/12/2016 15:32:21	 	 	1	0	1	1	0	1	0	2	3	2	2	2	3	2	2	2	2	4	3	3	79	3	2	3	2	3	3	2	3	3	2	2	2	4	3	2	4	4	2	4	4	3
100010	1	13/12/2016 14:05:25	 	 	0	0	0	0	1	1	1	3	 	2	3	2	 	2	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	4	2	2	4	4	4	4	 	4	 
100011	1	27/12/2016 16:54:20	 	 	1	0	0	1	0	1	0	3	3	3	3	3	3	2	3	2	3	2	2	3	3	2	2	2	3	3	3	3	3	3	3	4	3	4	3	4	3	3	4	4	3	4
100012	1	28/12/2016 13:35:47	 	 	1	0	1	0	0	1	0	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4
100014	1	27/12/2016 10:07:48	 	 	0	0	1	0	1	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	3	2	2	4	4	4	3	 	3	 
100017	0	14/12/2016 15:01:31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100022	0	19/12/2016 19:17:24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100024	1	15/12/2016 15:15:47	 	 	1	0	1	0	0	1	0	3	4	3	4	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	4	3	4	4
100026	1	16/12/2016 11:17:18	 	 	0	0	1	1	0	1	0	3	3	2	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	4	4	4	4	3	4	3	3	3
100027	1	20/12/2016 17:00:42	 	 	0	0	0	1	0	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	4	4	3	3	4	4	4	4	 	4	 
100030	1	16/12/2016 15:43:29	 	 	0	0	0	1	0	1	0	3	3	2	3	2	3	3	3	2	2	3	2	2	3	3	2	2	2	3	2	3	3	3	3	3	3	3	4	4	3	3	4	4	4	4
100031	1	16/12/2016 14:53:44	 	 	0	0	1	0	0	1	0	3	3	3	3	3	3	2	2	3	3	2	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	2	2	3	4	3	3	3	4	3
100033	1	18/12/2016 11:15:16	 	 	0	0	1	1	1	1	1	3	 	3	3	3	 	2	 	2	3	 	3	3	3	 	2	 	3	2	 	3	3	 	3	4	4	4	3	4	4	4	4	 	4	 
100035	1	19/12/2016 16:30:53	 	 	1	0	0	0	0	1	0	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	4	 	4	 	4	3	3	3	4	3	4
100038	1	20/12/2016 15:36:10	 	 	1	0	1	0	0	1	0	3	2	2	2	2	3	3	3	3	2	3	2	2	3	3	2	2	2	3	3	3	2	2	3	4	3	3	4	3	3	3	4	3	3	4
100039	1	28/12/2016 15:57:24	 	 	1	0	1	1	0	1	0	3	3	3	3	2	3	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	2	2	4	4	3	3	3	4	4
100040	1	29/12/2016 16:22:36	 	 	1	0	0	1	0	1	0	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	4	4	4	4	4
100041	1	25/12/2016 13:52:57	 	 	0	1	1	1	0	1	0	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	2	3	3	2	3	2	3	3	3	4	3	3	3	4	3	3	3	3	3	3
100042	1	26/12/2016 12:32:52	 	 	0	0	0	1	1	1	1	3	 	3	3	3	 	3	 	2	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	4	4	4	3	5	3	3	4	 	3	 
100043	0	10/12/2016 11:09:37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100046	0	15/12/2016 11:00:27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100051	1	12/12/2016 10:28:37	 	 	1	0	0	0	0	1	0	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	4	 	3	 	4	3	4	3	3	4	4
100052	1	13/12/2016 17:02:21	 	 	1	0	1	0	0	1	0	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	4	4	4
100053	1	28/12/2016 19:35:12	 	 	0	0	0	1	0	1	0	3	2	2	2	3	3	2	2	3	2	2	2	3	2	2	3	3	3	3	2	2	2	3	3	2	3	3	3	2	3	2	3	3	4	3
100056	1	20/12/2016 13:41:32	 	 	1	0	0	0	0	1	0	3	3	3	3	2	3	2	3	3	3	2	3	3	3	3	2	3	3	2	2	2	3	3	2	4	 	4	 	4	3	3	3	3	3	4
100057	1	30/12/2016 14:56:55	 	 	1	0	1	1	0	1	0	3	3	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4
100058	1	23/12/2016 15:57:05	 	 	0	0	1	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	4	4	4	4	4	2
100059	1	22/12/2016 17:20:08	 	 	0	0	0	0	1	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	4	3	1	1	4	3	4	3	 	3	 
100061	1	23/12/2016 16:56:54	 	 	1	0	1	0	0	1	0	3	4	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	5	5	4	4	5	5	5	5	3	5	5
100062	1	29/12/2016 13:46:00	 	 	1	0	1	1	0	1	0	3	3	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4
100064	1	27/12/2016 20:21:47	 	 	1	0	0	1	0	1	0	3	3	2	3	3	3	3	3	2	2	3	3	4	3	3	2	3	3	3	2	3	3	3	3	4	3	4	3	3	4	4	3	3	2	2
100067	1	24/12/2016 12:43:45	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	4	2	4	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	4	4	4	4	5	3	3	4	4	3	5
100068	1	19/12/2016 15:03:52	 	 	1	0	1	0	0	1	0	3	2	3	3	3	3	3	2	2	3	3	3	2	3	3	4	3	3	3	3	4	3	3	2	3	4	3	4	3	3	4	4	4	3	3
100070	1	24/12/2016 10:33:33	 	 	0	0	1	1	1	1	0	4	3	3	3	3	3	3	4	3	3	4	3	3	3	4	3	4	3	3	3	3	3	3	3	4	4	2	2	3	4	4	5	3	5	4
100072	1	25/12/2016 13:35:14	 	 	0	0	1	0	1	1	0	3	3	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	4	4	4	2	3	4	2
100074	1	10/12/2016 13:00:55	 	 	0	0	0	0	1	1	1	3	 	2	3	3	 	2	 	3	3	 	3	3	3	 	3	 	3	3	 	2	3	 	3	3	3	3	2	3	5	4	3	 	5	 
100076	1	06/12/2016 18:31:09	 	 	1	0	1	0	0	1	0	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	4	4	3	3	3	4	4
100078	1	08/12/2016 16:36:48	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	3	3	2	3	2	2	3	3	2	3	3	3	2	3	3	3	3	4	4	3	2	3	4	4	4	4	4	4
100079	1	09/12/2016 17:38:04	 	 	0	0	1	1	0	1	0	3	3	2	3	3	3	2	3	2	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	4	3	4	3	4	4	3	4	4	4	4
100080	0	08/12/2016 11:13:31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100081	1	03/12/2016 14:30:03	 	 	1	1	1	0	0	1	0	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	77	3	3	3	3	2	3	4	3	3	3	4	3	3	5	5	4	4	4	3
100082	1	04/12/2016 12:20:33	 	 	0	0	1	1	0	1	0	3	4	2	3	3	4	2	4	3	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	3	4	2	4	3	4	4	3	3	5	3
100085	1	05/12/2016 16:00:05	 	 	1	0	1	0	0	1	0	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	3	4	3	3	4	3	3	3	4	2	1	3	4	4	3	3	4	3
100086	1	05/12/2016 11:59:24	 	 	0	1	1	0	0	1	1	3	 	3	3	3	 	3	 	2	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	2	3	4	4	4	4	4	 	3	 
100089	1	09/12/2016 18:40:38	 	 	0	0	1	0	1	1	1	3	 	2	3	2	 	2	 	3	2	 	3	3	3	 	3	 	2	3	 	3	3	 	3	3	3	2	3	3	4	4	4	 	4	 
100090	1	07/12/2016 16:45:34	 	 	1	0	1	1	0	1	0	3	3	3	3	2	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	4	4	4	4	4	4	4	3
100094	1	07/12/2016 11:01:21	 	 	0	0	0	1	0	1	0	3	3	3	2	2	3	3	3	2	2	3	3	3	3	3	2	2	3	2	3	3	3	3	3	3	2	3	5	3	2	3	3	3	3	3
100095	1	08/12/2016 12:10:19	 	 	1	0	1	1	0	1	0	3	4	2	3	2	3	2	3	3	3	3	2	3	3	4	3	3	3	3	3	2	3	3	3	3	3	2	2	3	4	4	4	4	4	3
100096	1	09/12/2016 19:12:32	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	4	3	4	4
100098	0	10/12/2016 10:05:52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100101	1	28/12/2016 13:04:04	 	 	1	0	1	0	0	1	0	3	2	4	2	3	3	3	2	3	3	2	3	3	3	3	2	3	4	3	2	3	3	2	3	3	4	2	3	3	3	4	4	4	4	5
100107	1	25/12/2016 20:01:58	 	 	1	0	1	0	0	1	0	3	4	1	3	2	4	2	3	2	3	4	3	3	3	4	2	3	3	3	3	2	3	4	2	3	4	3	2	2	4	4	2	2	4	2
100111	1	12/12/2016 12:14:51	 	 	1	0	1	1	0	1	0	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	3	4	4	4	4	4
100113	1	17/12/2016 14:50:13	 	 	1	1	1	0	0	1	0	3	4	3	3	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	3	4	4	3	3	3	4
100115	1	29/12/2016 13:08:15	 	 	1	0	1	0	0	1	0	3	2	3	3	1	3	3	2	3	3	3	2	3	4	3	3	3	3	3	2	3	3	3	4	3	4	3	4	3	3	4	3	3	4	4
110002	1	18/11/2016 13:31:37	 	 	1	0	1	0	0	1	0	3	4	2	3	2	4	2	3	3	3	4	2	3	3	4	2	3	3	3	4	2	2	4	3	4	4	2	4	3	4	5	4	4	5	5
110005	0	22/11/2016 14:33:31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110008	1	18/11/2016 16:45:47	 	 	1	0	1	1	0	1	0	2	4	2	2	3	4	3	4	3	3	4	3	3	2	4	3	4	2	3	3	2	3	4	2	4	4	4	2	4	2	4	4	4	4	4
110012	1	06/11/2016 10:54:20	 	 	1	0	1	0	0	1	0	2	4	2	2	3	4	2	3	3	2	4	3	3	3	3	2	4	3	2	3	2	3	4	3	4	4	2	2	3	5	5	4	4	5	4
110014	1	09/11/2016 07:18:57	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	4	3	3	4	2	3	3	4	2	3	2	3	4	3	3	4	3	3	4	5	3	3	4	4	5	3	4	3
110015	1	12/11/2016 08:29:39	 	 	1	0	1	1	0	1	1	3	 	1	3	2	 	3	 	2	3	 	2	3	3	 	2	 	3	3	 	2	3	 	3	2	4	3	2	3	3	4	4	 	5	 
110017	1	01/11/2016 11:47:33	 	 	1	0	1	1	0	1	0	2	4	1	2	2	3	2	2	2	1	3	2	2	3	4	3	3	3	3	4	3	3	3	2	2	3	4	2	3	5	3	4	2	4	3
110018	1	12/11/2016 09:49:51	 	 	0	1	1	1	0	1	0	3	3	2	3	3	4	3	3	3	2	3	3	3	2	4	2	3	2	2	3	3	3	3	2	3	3	2	4	2	2	2	3	3	4	4
