CHILDCODE	MEMIDR5	EXISTHH	ALIVE	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	AGEMTHR5	MEMSEXR5	RELATER5	MTHBRNR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	GETMOMBIRTH	GETCHILDBIRTH	THSDISR5	BRNDISR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	SCHTYPR5	LSTTYPR5
18035	2	1	1	 	1	 	66	 	2	5	 	1	4	0	98	98	0	0	 	 	 	 	 	 	 	 
18035	3	1	1	 	4	 	41	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18035	4	1	1	 	4	 	38	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18035	5	1	1	 	4	 	43	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18035	6	1	1	 	4	 	28	 	1	9	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18035	7	1	1	 	4	 	26	 	2	9	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18035	8	1	1	 	1	 	20	 	2	7	 	5	2	0	1	98	0	0	 	 	9	0	 	 	 	4
18035	15	1	1	 	1	 	15	 	1	9	1	5	6	0	1	98	0	0	 	 	10	1	 	 	4	 
18035	16	 	 	 	1	 	2	 	2	15	 	7	 	0	8	98	 	 	 	 	 	 	 	 	 	 
18035	17	 	 	 	1	 	6	 	1	15	3	7	 	0	98	98	 	 	 	 	 	 	 	 	 	 
18036	0	1	1	 	1	 	21	 	2	0	 	1	6	0	1	98	0	0	 	 	13	1	 	 	1	 
18036	1	1	1	 	1	 	39	 	2	1	 	6	6	0	98	98	0	0	 	 	77	0	 	 	 	77
18036	2	1	1	 	1	 	29	 	2	13	 	7	1	0	98	98	0	0	 	 	 	 	 	 	 	 
18036	15	1	1	 	4	 	16	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18036	16	1	1	 	1	 	19	 	1	9	 	7	6	0	1	98	0	0	 	 	13	1	 	 	1	 
18036	17	1	1	 	1	 	25	 	1	13	 	7	6	0	98	98	0	0	 	 	 	 	 	 	 	 
18036	18	1	1	 	3	2014	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18036	19	1	1	 	1	 	11	 	2	14	10	7	 	0	2	98	0	0	 	 	 	 	 	 	 	 
18036	20	1	1	 	4	 	22	 	1	25	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18036	21	1	1	 	1	 	4	 	1	27	 	3	 	0	0	98	0	0	 	 	20	1	 	 	4	 
18036	22	1	1	 	4	 	44	 	1	26	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18036	23	1	1	 	4	 	37	 	2	26	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18037	0	1	1	 	1	 	22	 	1	0	 	5	6	0	98	98	0	0	 	 	15	1	 	 	1	 
18037	1	1	1	 	4	 	55	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18037	2	1	1	 	2	 	49	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18037	3	1	1	 	2	 	24	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18037	4	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18037	5	1	1	 	1	 	69	 	2	5	 	1	4	0	98	98	0	0	 	 	 	 	 	 	 	 
18037	6	 	 	 	1	 	28	 	2	13	 	3	1	0	5	98	 	 	 	 	 	 	 	 	 	 
18037	7	 	 	 	1	 	49	 	1	21	 	4	1	0	98	98	 	 	 	 	 	 	 	 	 	 
18037	8	 	 	 	1	 	3	 	1	14	 	5	 	0	6	7	 	 	 	 	 	 	 	 	 	 
18038	0	1	1	 	1	 	21	 	1	0	 	1	3	0	2	1	0	0	 	 	9	0	 	 	 	4
18038	1	1	1	 	1	 	51	 	1	1	 	6	3	0	98	98	0	0	 	 	11	0	 	 	 	4
18038	2	1	1	 	1	 	43	 	2	1	 	6	3	0	98	98	0	0	 	 	11	0	 	 	 	4
18038	3	1	1	 	1	 	26	 	1	7	 	7	6	0	2	1	0	0	 	 	9	0	 	 	 	4
18038	15	1	1	 	1	 	17	 	1	7	7	7	6	0	2	1	0	0	 	 	11	0	1	17	 	4
18038	16	1	1	 	1	 	13	 	2	7	2	7	6	0	2	1	0	0	 	 	8	1	 	 	4	 
18038	17	 	 	 	1	 	0	11	2	27	 	3	 	0	18	0	 	 	 	 	 	 	 	 	 	 
18038	18	 	 	 	1	 	25	 	2	25	 	2	3	0	98	98	 	 	 	 	13	0	 	 	 	1
18039	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	9	0	 	 	 	4
18039	1	1	1	 	1	 	45	 	1	1	 	1	1	0	98	98	0	0	 	 	15	0	 	 	 	4
18039	2	1	1	 	1	 	40	 	2	1	 	2	1	0	98	98	0	0	 	 	9	0	 	 	 	4
18039	15	1	1	 	1	 	18	 	2	7	 	3	1	0	2	1	0	0	 	 	9	0	 	 	 	4
18039	16	1	1	 	1	 	12	 	2	7	11	3	 	0	2	1	0	0	 	 	7	1	 	 	4	 
18039	17	1	1	 	1	 	11	 	2	7	3	3	 	0	2	1	0	0	 	 	6	1	 	 	4	 
18039	18	1	1	 	1	 	7	 	2	7	3	3	 	0	15	1	0	0	 	 	2	1	 	 	4	 
18039	19	 	 	 	1	 	0	10	2	7	 	3	 	0	2	1	 	 	 	 	 	 	 	 	 	 
18040	0	1	1	1	1	 	22	 	1	0	 	1	6	0	98	98	0	0	 	 	16	0	 	 	 	1
18040	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	8	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18040	9	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18041	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	13	1	 	 	1	 
18041	1	1	1	 	1	 	71	 	1	1	 	1	1	0	98	98	0	0	 	 	5	0	 	 	 	4
18041	2	1	1	 	1	 	58	 	2	1	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
18041	3	1	1	 	1	 	24	 	1	7	 	3	6	0	2	1	0	0	 	 	9	0	 	 	 	4
18041	4	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18041	5	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18042	0	1	1	 	1	 	22	 	2	0	 	3	6	0	2	1	0	0	 	 	16	0	 	 	 	1
18042	1	1	1	 	1	 	55	 	1	1	 	1	3	0	98	98	0	0	 	 	6	0	 	 	 	4
18042	2	1	1	 	1	 	50	 	2	1	 	2	3	0	98	98	0	0	 	 	14	0	 	 	 	1
18042	3	1	1	 	4	 	28	 	2	9	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18042	4	1	1	 	1	 	20	 	1	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
18042	5	 	 	 	1	 	0	7	1	27	 	5	 	0	0	98	 	 	 	 	 	 	 	 	 	 
18044	0	1	1	 	1	 	22	 	1	0	 	3	6	0	98	98	0	0	 	 	6	0	 	 	 	4
18044	1	1	1	 	1	 	70	 	1	1	 	1	4	0	98	98	0	0	 	 	6	0	 	 	 	4
18044	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18044	3	1	1	 	4	 	33	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18044	4	1	1	 	4	 	27	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18044	15	1	1	 	4	 	17	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18044	16	1	1	 	1	 	35	 	2	7	 	3	6	0	98	1	0	0	 	 	11	0	 	 	 	4
18044	17	1	1	 	1	 	18	 	1	15	 	5	6	0	16	98	0	0	 	 	 	 	 	 	 	 
18044	18	1	1	 	1	 	12	 	1	15	7	5	 	0	16	98	0	0	 	 	 	 	 	 	 	 
18044	19	1	1	 	4	 	13	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18045	0	1	1	 	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	6	0	 	 	 	4
18045	1	1	1	 	4	 	46	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18045	2	1	1	 	4	 	43	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18045	3	1	1	 	4	 	19	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18045	15	1	1	 	4	 	17	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18045	16	1	1	 	1	 	27	 	1	25	 	1	1	0	98	98	0	0	 	 	13	0	 	 	 	1
18045	17	1	1	 	1	 	3	 	2	27	 	3	 	0	0	16	0	0	 	 	20	1	 	 	4	 
18045	18	 	 	 	1	 	26	 	1	14	 	7	6	0	98	98	 	 	 	 	 	 	 	 	 	 
18046	0	1	1	1	1	 	22	 	1	0	 	1	1	0	98	98	0	0	 	 	15	1	 	 	4	 
18046	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18046	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18046	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18046	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18046	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18046	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18046	7	 	 	1	1	 	27	 	2	25	 	2	1	0	98	98	 	 	 	 	14	0	 	 	 	4
18047	0	1	1	 	1	 	22	 	2	0	 	2	3	0	98	98	0	0	 	 	13	0	 	 	 	1
18047	1	1	1	 	4	 	54	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18047	2	1	1	 	4	 	47	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18047	3	1	1	 	4	 	28	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18047	4	1	1	 	4	 	27	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18047	5	1	1	 	4	 	13	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18047	6	1	1	 	4	 	8	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18047	7	1	1	 	1	 	23	 	1	25	 	1	3	0	98	98	0	0	 	 	14	0	 	 	 	1
18047	8	 	 	 	1	 	1	 	2	27	 	3	 	0	0	7	 	 	 	 	 	 	 	 	 	 
18048	0	1	1	1	1	 	22	 	2	0	 	2	1	0	98	98	0	0	 	 	13	1	 	 	1	 
18048	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18048	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18048	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18048	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18048	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18048	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18048	7	 	 	1	1	 	23	 	1	25	 	1	1	0	98	98	 	 	 	 	9	0	 	 	 	4
18048	8	 	 	1	1	 	0	1	1	27	 	3	 	0	0	7	 	 	 	 	 	 	 	 	 	 
18049	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	1	0	0	 	 	14	0	 	 	 	1
18049	1	1	1	 	1	 	72	 	1	1	 	1	3	0	98	98	0	0	 	 	6	0	 	 	 	4
18049	2	1	1	 	1	 	52	 	2	1	 	2	3	0	98	98	0	0	 	 	11	0	 	 	 	4
18049	3	1	1	 	4	 	28	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18049	4	1	1	 	1	 	26	 	1	7	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
18050	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
18050	1	1	1	 	1	 	63	 	1	1	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
18050	2	1	1	 	1	 	53	 	2	1	 	2	3	0	98	98	0	0	 	 	6	0	 	 	 	4
18050	3	1	1	 	4	 	35	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18050	4	1	1	 	4	 	31	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18050	5	1	1	 	2	 	29	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
18050	6	1	1	 	4	 	77	 	2	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28001	0	1	1	1	1	 	21	 	1	0	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
28001	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28001	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28001	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28001	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28001	16	 	 	1	1	 	19	 	2	25	 	2	1	0	98	98	 	 	 	 	10	0	 	 	 	4
28001	17	 	 	1	1	 	2	 	2	27	 	3	 	0	16	0	 	 	 	 	 	 	 	 	 	 
28002	0	1	1	1	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	14	0	 	 	 	4
28002	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28002	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28002	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28002	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28002	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28002	17	 	 	1	1	 	24	 	1	25	 	1	1	0	98	98	 	 	 	 	7	0	 	 	 	4
28003	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
28003	1	1	1	 	1	 	56	 	1	1	 	1	3	0	98	98	0	0	 	 	5	0	 	 	 	4
28003	2	1	1	 	1	 	60	 	2	1	 	2	3	0	98	98	0	0	 	 	5	0	 	 	 	4
28003	3	1	1	 	4	 	28	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28004	0	1	1	1	1	 	22	 	1	0	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
28004	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28004	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28004	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28004	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28004	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28004	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28004	17	 	 	1	1	 	21	 	2	25	 	2	1	0	98	98	 	 	 	 	15	0	 	 	 	1
28006	0	1	1	 	1	 	22	 	2	0	 	3	6	0	4	1	0	0	 	 	13	1	 	 	4	 
28006	1	1	1	 	1	 	47	 	1	1	 	1	3	0	98	98	0	0	 	 	8	0	 	 	 	4
28006	2	1	1	 	1	 	39	 	2	1	 	2	3	0	98	98	0	0	 	 	8	0	 	 	 	4
28006	3	1	1	 	1	 	21	 	1	7	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
28006	4	1	1	 	1	 	12	 	2	7	7	3	 	0	2	1	0	0	 	 	7	1	 	 	4	 
28006	5	1	1	 	1	 	5	 	1	27	5	3	 	0	2	1	0	0	 	 	20	1	 	 	4	 
28007	0	1	1	1	1	 	22	 	1	0	 	1	6	0	98	98	0	0	 	 	13	1	 	 	1	 
28007	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28007	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28007	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28007	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28007	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28008	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
28008	1	1	1	 	1	 	47	 	1	1	 	1	3	0	98	98	0	0	 	 	5	0	 	 	 	4
28008	2	1	1	 	1	 	39	 	2	1	 	3	3	0	98	98	0	0	 	 	4	0	 	 	 	4
28008	15	1	1	 	1	 	17	 	2	7	1	3	6	0	2	1	0	0	 	 	11	1	 	 	4	 
28008	16	1	1	 	1	 	13	 	2	7	7	3	6	0	2	1	0	0	 	 	5	1	 	 	4	 
28009	0	1	1	1	1	 	22	 	2	0	 	2	3	0	98	98	0	0	 	 	11	0	 	 	 	4
28009	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28009	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28009	3	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28009	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28009	5	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28009	6	1	1	1	1	 	25	 	1	25	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
28009	7	1	1	1	1	 	3	 	1	27	 	3	 	0	98	98	0	0	 	 	20	1	 	 	4	 
28010	0	 	 	1	1	 	22	 	2	0	 	2	3	0	98	98	0	1	1	 	6	0	 	 	 	4
28010	1	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28010	2	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28010	3	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28010	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28010	15	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28010	16	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28010	17	 	 	1	1	 	22	 	1	25	 	2	3	0	98	98	 	 	 	 	5	0	 	 	 	4
28011	0	1	1	 	1	 	21	 	2	0	 	3	6	1	1	18	0	0	 	 	13	0	 	 	 	1
28011	1	1	1	 	1	 	40	 	2	1	 	2	3	0	98	98	0	0	 	 	6	0	 	 	 	4
28011	15	1	1	 	1	 	17	 	1	7	10	3	6	0	1	18	0	0	 	 	15	1	 	 	1	 
28011	16	1	1	 	1	 	14	 	1	7	5	3	6	0	1	18	0	0	 	 	9	1	 	 	1	 
28011	17	1	1	 	1	 	10	 	2	7	1	3	 	0	1	18	0	0	 	 	5	1	 	 	1	 
28011	18	1	1	 	1	 	45	 	1	1	 	1	3	0	98	98	0	0	 	 	6	0	 	 	 	4
28012	0	1	1	 	1	 	21	 	1	0	 	3	1	0	1	98	0	0	 	 	10	0	 	 	 	4
28012	1	1	1	 	1	 	51	 	2	1	 	1	2	0	98	98	0	0	 	 	5	0	 	 	 	4
28012	2	1	1	 	4	 	28	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	3	1	1	 	4	 	23	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	4	1	1	 	4	 	23	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	5	1	1	 	4	 	25	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	6	1	1	 	4	 	7	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	7	1	1	 	4	 	9	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	8	1	1	 	4	 	3	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	9	1	1	 	4	 	26	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28012	10	 	 	 	1	 	17	 	1	25	2	4	1	0	98	98	 	 	 	 	9	0	20	15	 	4
28012	11	 	 	 	1	 	2	 	2	27	 	5	 	0	11	0	 	 	 	 	 	 	 	 	 	 
28013	0	1	1	1	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
28013	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28013	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28013	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28013	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28013	5	1	1	1	1	 	4	 	2	27	 	3	 	0	0	8	0	0	 	 	20	1	 	 	4	 
28013	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28013	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28013	8	 	 	1	1	 	26	 	1	25	 	1	1	0	98	98	 	 	 	 	6	0	 	 	 	4
28014	0	1	1	 	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	13	0	 	 	 	4
28014	1	1	1	 	4	 	44	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28014	2	1	1	 	4	 	38	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28014	3	1	1	 	4	 	11	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28014	4	1	1	 	1	 	28	 	1	25	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
28014	5	 	 	 	1	 	2	 	1	27	 	3	 	0	0	4	 	 	 	 	 	 	 	 	 	 
28015	0	1	1	 	1	 	22	 	2	0	 	5	6	0	98	98	0	0	 	 	11	0	 	 	 	4
28015	1	1	1	 	1	 	92	 	1	5	 	1	3	0	98	98	0	0	 	 	 	 	 	 	 	 
28015	2	1	1	 	1	 	85	 	2	5	 	2	3	0	98	98	0	0	 	 	 	 	 	 	 	 
28015	3	1	1	 	1	 	40	 	1	13	 	3	6	0	2	1	0	0	 	 	 	 	 	 	 	 
28016	0	1	1	1	1	 	22	 	1	0	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
28016	1	1	1	1	4	 	47	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28016	2	1	1	1	4	 	40	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28016	3	1	1	1	4	 	24	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28016	4	1	1	1	4	 	13	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28016	5	1	1	1	4	 	27	 	2	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28016	6	1	1	1	4	 	8	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28016	7	1	1	1	4	 	5	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28016	8	 	 	1	1	 	24	 	2	19	 	2	1	0	98	98	 	 	 	 	 	 	 	 	 	 
28017	0	1	1	1	1	 	22	 	1	0	 	1	1	0	98	98	0	0	 	 	14	0	 	 	 	1
28017	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28017	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28017	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28017	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28017	17	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28017	18	 	 	1	1	 	20	 	2	25	 	2	1	0	98	98	 	 	 	 	13	0	 	 	 	1
28017	19	 	 	1	1	 	1	 	2	27	 	3	 	0	98	98	 	 	 	 	 	 	 	 	 	 
28018	0	1	1	1	1	 	22	 	1	0	 	1	1	0	98	98	0	0	 	 	6	0	 	 	 	4
28018	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	7	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	15	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
28018	16	1	1	1	1	 	19	 	2	25	 	2	1	0	98	98	0	0	 	 	6	0	 	 	 	4
28018	17	 	 	1	1	 	2	 	1	27	 	3	 	0	16	0	 	 	 	 	 	 	 	 	 	 
28020	0	1	1	 	1	 	21	 	1	0	 	3	6	0	98	98	0	0	 	 	11	0	 	 	 	4
