CHILDCODE	MEMIDR5	EXISTHH	ALIVE	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	AGEMTHR5	MEMSEXR5	RELATER5	MTHBRNR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	GETMOMBIRTH	GETCHILDBIRTH	THSDISR5	BRNDISR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	SCHTYPR5	LSTTYPR5
118030	16	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
118030	17	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
118030	18	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
118030	19	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
118030	20	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
118030	21	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
118030	22	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	0	1	1	1	1	 	22	 	1	0	 	4	1	0	98	98	0	0	 	 	8	0	 	 	 	4
128002	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	17	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	18	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	19	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	20	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	21	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	22	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	23	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	24	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	25	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	26	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	27	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128002	28	 	 	1	1	 	19	 	2	25	 	3	1	0	29	98	 	 	 	 	13	1	 	 	1	 
128002	29	 	 	1	1	 	54	 	2	26	 	1	2	0	98	98	 	 	 	 	16	0	 	 	 	4
128002	30	 	 	1	1	 	22	 	1	16	 	3	6	0	29	98	 	 	 	 	 	 	 	 	 	 
128003	0	1	1	 	1	 	21	 	2	0	 	3	6	0	1	98	0	0	 	 	13	0	 	 	 	1
128003	1	1	1	 	1	 	41	 	2	1	 	1	6	0	98	98	0	0	 	 	14	0	 	 	 	1
128003	2	1	1	 	2	 	23	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	3	1	1	 	2	 	40	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	4	1	1	 	2	 	37	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	5	1	1	 	2	 	32	 	2	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	6	1	1	 	2	 	50	 	1	2	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	7	1	1	 	1	 	11	 	1	9	1	3	 	0	1	98	0	0	 	 	6	1	 	 	1	 
128003	8	1	1	 	2	 	12	 	2	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	9	1	1	 	2	 	77	 	2	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	10	1	1	 	2	 	12	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	11	1	1	 	2	 	77	 	2	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	12	1	1	 	2	 	11	 	2	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	13	1	1	 	2	 	31	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128003	14	1	1	 	2	 	7	 	2	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128004	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
128004	1	1	1	 	1	 	45	 	1	1	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
128004	2	1	1	 	1	 	39	 	2	1	 	2	3	0	98	98	0	0	 	 	10	0	 	 	 	4
128004	3	1	1	 	4	 	20	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128004	15	1	1	 	4	 	18	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128004	16	1	1	 	1	 	15	 	1	7	11	3	6	0	2	1	0	0	 	 	4	0	8	10	 	4
128004	17	1	1	 	4	 	64	 	2	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128004	18	1	1	 	4	 	26	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128004	19	1	1	 	1	 	11	 	1	7	12	3	 	0	2	1	0	0	 	 	4	1	 	 	4	 
128004	20	1	1	 	1	 	10	 	2	7	3	3	 	0	2	1	0	0	 	 	4	1	 	 	4	 
128004	21	1	1	 	1	 	8	 	2	7	1	3	 	0	2	1	0	0	 	 	2	1	 	 	4	 
128004	22	1	1	 	1	 	6	 	1	7	1	3	 	0	2	1	0	0	 	 	1	1	 	 	4	 
128004	23	1	1	 	1	 	5	 	2	7	8	3	 	0	2	1	0	0	 	 	0	3	 	 	 	 
128004	24	1	1	 	1	 	3	 	1	7	 	3	 	0	2	0	0	0	 	 	0	3	 	 	 	 
128004	25	 	 	 	1	 	1	 	1	7	 	3	 	0	2	1	 	 	 	 	 	 	 	 	 	 
128006	0	1	1	 	1	 	21	 	2	0	 	7	6	0	98	98	0	0	 	 	14	1	 	 	1	 
128006	1	1	1	 	1	 	33	 	1	9	 	7	6	0	98	98	0	0	 	 	7	0	 	 	 	4
128006	2	1	1	 	1	 	82	 	2	5	 	7	4	0	98	98	0	0	 	 	 	 	 	 	 	 
128006	3	1	1	 	1	 	30	 	1	7	 	7	6	0	98	98	0	0	 	 	8	0	 	 	 	4
128006	4	1	1	 	1	 	28	 	1	7	 	7	6	0	98	98	0	0	 	 	13	0	 	 	 	1
128006	5	1	1	 	2	 	26	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128006	6	1	1	 	1	 	23	 	1	7	 	7	6	0	98	98	0	0	 	 	9	0	 	 	 	4
128006	7	1	1	 	1	 	19	 	1	7	 	7	6	0	98	98	0	0	 	 	11	0	 	 	 	4
128007	0	1	1	1	1	 	21	 	1	0	 	1	6	0	98	98	0	0	 	 	14	1	 	 	1	 
128007	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128007	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128007	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128007	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128007	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128007	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128007	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128007	8	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128008	0	1	1	 	1	 	22	 	2	0	 	3	6	0	2	1	0	0	 	 	14	0	 	 	 	1
128008	1	1	1	 	1	 	70	 	1	1	 	1	1	0	98	98	0	0	 	 	6	0	 	 	 	4
128008	2	1	1	 	1	 	54	 	2	1	 	2	1	1	98	98	0	0	 	 	6	0	 	 	 	4
128008	3	1	1	 	2	 	36	 	2	9	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128008	4	1	1	 	2	 	34	 	2	9	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128008	5	1	1	 	1	 	32	 	1	9	 	7	1	0	2	98	0	0	 	 	14	0	 	 	 	1
128008	6	1	1	 	2	 	29	 	1	9	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128008	7	1	1	 	1	 	24	 	1	7	 	3	6	0	2	1	0	0	 	 	16	1	 	 	4	 
128008	8	1	1	 	2	 	39	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128008	9	1	1	 	2	 	10	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128009	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	98	0	0	 	 	15	1	 	 	1	 
128009	1	1	1	 	4	 	88	 	1	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128009	2	1	1	 	1	 	45	 	2	1	 	1	2	0	4	98	0	0	 	 	9	0	 	 	 	4
128009	3	1	1	 	4	 	27	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128009	4	1	1	 	1	 	65	 	2	5	 	6	2	0	98	98	0	0	 	 	 	 	 	 	 	 
128009	5	1	1	 	4	 	18	 	2	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128009	6	1	1	 	4	 	7	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128010	0	1	1	 	1	 	22	 	2	0	 	3	2	0	1	98	0	0	 	 	11	0	 	 	 	1
128010	1	1	1	 	1	 	54	 	2	1	 	1	6	0	98	98	0	0	 	 	9	0	 	 	 	4
128010	2	1	1	 	1	 	23	 	1	7	 	3	6	0	1	98	0	0	 	 	11	0	 	 	 	1
128010	3	1	1	 	1	 	7	 	2	27	3	5	 	0	0	98	0	0	 	 	2	1	 	 	4	 
128010	4	1	1	 	1	 	3	 	2	27	 	5	 	0	0	98	0	0	 	 	20	1	 	 	4	 
128011	0	1	1	1	1	 	22	 	2	0	 	4	1	0	98	98	0	0	 	 	15	0	 	 	 	1
128011	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128011	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128011	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128011	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128011	5	 	 	1	1	 	0	2	1	27	 	3	 	0	0	6	 	 	 	 	 	 	 	 	 	 
128011	6	 	 	1	1	 	22	 	1	25	 	3	1	0	7	8	 	 	 	 	13	0	 	 	 	1
128011	7	 	 	1	1	 	64	 	2	26	 	2	1	0	98	98	 	 	 	 	6	0	 	 	 	4
128011	8	 	 	1	1	 	62	 	1	26	 	1	1	0	98	98	 	 	 	 	6	0	 	 	 	4
128011	9	 	 	1	1	 	20	 	2	16	 	3	6	0	7	8	 	 	 	 	 	 	 	 	 	 
128012	0	1	1	 	1	 	22	 	2	0	 	7	6	0	2	98	0	0	 	 	16	0	 	 	 	1
128012	1	1	 	 	2	 	50	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128012	2	1	1	 	1	 	46	 	2	1	 	2	3	0	98	98	0	0	 	 	16	0	 	 	 	4
128012	3	1	 	 	2	 	78	 	2	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128012	4	1	1	 	1	 	53	 	1	2	 	1	3	0	98	98	0	0	 	 	16	0	 	 	 	4
128012	5	1	1	 	1	 	27	 	2	10	 	3	6	0	98	4	0	0	 	 	16	0	 	 	 	1
128012	6	1	1	 	2	 	25	 	1	10	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128012	7	 	 	 	1	 	0	4	2	27	 	7	 	0	0	98	 	 	 	 	 	 	 	 	 	 
128012	8	 	 	 	1	 	22	 	2	25	 	10	1	0	98	98	 	 	 	 	15	1	 	 	1	 
128013	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	98	0	0	 	 	11	2	 	 	9	 
128013	1	1	1	 	4	 	45	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128013	2	1	1	 	1	 	43	 	2	1	 	1	2	0	4	3	0	0	 	 	11	0	 	 	 	4
128013	3	1	1	 	1	 	70	 	1	5	 	6	3	0	98	98	0	0	 	 	 	 	 	 	 	 
128013	4	1	1	 	1	 	60	 	2	5	 	6	3	0	98	98	0	0	 	 	 	 	 	 	 	 
128013	5	1	1	 	2	 	37	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128013	15	1	1	 	1	 	18	 	2	7	 	3	6	0	2	98	0	0	 	 	8	2	 	 	9	 
128013	16	1	1	 	1	 	9	 	2	7	12	3	 	0	2	98	0	0	 	 	4	1	 	 	4	 
128014	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	1	0	0	 	 	16	1	 	 	1	 
128014	1	1	1	 	1	 	45	 	1	1	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
128014	2	1	1	 	1	 	45	 	2	1	 	2	3	0	98	98	0	0	 	 	14	0	 	 	 	1
128014	3	1	1	 	1	 	20	 	2	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	4	 
128014	4	1	1	 	4	 	44	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128016	0	1	1	 	1	 	21	 	2	0	 	3	6	0	2	1	0	0	 	 	13	1	 	 	1	 
128016	1	1	1	 	1	 	62	 	1	1	 	1	1	0	98	98	0	0	 	 	5	0	 	 	 	4
128016	2	1	1	 	1	 	52	 	2	1	 	2	1	0	98	98	0	0	 	 	20	0	 	 	 	4
128016	3	1	1	 	1	 	39	 	1	7	 	3	2	0	2	1	0	0	 	 	11	0	 	 	 	4
128016	4	1	1	 	4	 	36	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128016	5	1	1	 	1	 	34	 	2	7	 	3	1	0	2	1	0	0	 	 	11	0	 	 	 	4
128016	6	1	1	 	1	 	32	 	2	7	 	3	6	0	2	1	0	0	 	 	11	1	 	 	4	 
128016	7	1	1	 	1	 	28	 	1	7	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
128016	8	1	1	 	1	 	26	 	2	7	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
128016	9	1	1	 	4	 	24	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128016	10	1	1	 	4	 	43	 	2	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128016	11	1	1	 	4	 	20	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128016	15	1	1	 	1	 	14	 	1	15	12	5	6	0	6	98	0	0	 	 	 	 	 	 	 	 
128016	16	 	 	 	2	 	8	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128016	17	 	 	 	1	 	4	 	1	15	 	5	 	0	5	20	 	 	 	 	 	 	 	 	 	 
128016	18	 	 	 	1	 	3	 	2	15	 	5	 	0	5	20	 	 	 	 	 	 	 	 	 	 
128016	19	 	 	 	1	 	0	11	1	15	 	5	 	0	5	20	 	 	 	 	 	 	 	 	 	 
128016	20	 	 	 	1	 	33	 	1	16	 	4	1	0	98	98	 	 	 	 	 	 	 	 	 	 
128019	0	1	1	 	1	 	21	 	1	0	 	3	1	0	98	1	0	0	 	 	15	1	 	 	1	 
128019	1	1	1	 	1	 	44	 	1	1	 	1	2	0	98	98	0	0	 	 	11	0	 	 	 	4
128019	2	1	1	 	4	 	43	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128019	3	1	1	 	1	 	23	 	2	7	 	3	1	0	98	1	0	0	 	 	14	0	 	 	 	1
128019	15	1	1	 	4	 	14	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128019	16	1	1	 	4	 	9	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128019	17	1	1	 	4	 	9	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128019	18	 	 	 	1	 	23	 	1	16	 	4	1	0	98	98	 	 	 	 	 	 	 	 	 	 
128019	19	 	 	 	1	 	19	 	2	25	 	4	1	0	98	98	 	 	 	 	 	 	 	 	 	 
128020	0	1	1	 	1	 	22	 	2	0	 	3	1	0	2	1	0	0	 	 	13	1	 	 	1	 
128020	1	1	1	 	1	 	64	 	1	1	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
128020	2	1	1	 	1	 	55	 	2	1	 	2	3	1	98	98	0	0	 	 	3	0	 	 	 	4
128020	3	1	1	 	2	 	77	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128020	4	1	1	 	4	 	77	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128020	5	1	1	 	4	 	23	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128020	6	1	1	 	4	 	35	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128020	7	1	1	 	4	 	15	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128020	8	1	1	 	4	 	14	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128020	9	1	1	 	1	 	23	 	1	25	 	4	1	0	98	98	0	0	 	 	11	0	 	 	 	4
128020	10	1	1	 	1	 	3	 	2	27	 	5	 	0	0	9	0	0	 	 	20	1	 	 	4	 
128021	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	1
128021	1	1	1	 	1	 	43	 	1	1	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
128021	2	1	1	 	1	 	42	 	2	1	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
128021	3	1	1	 	1	 	19	 	1	7	 	3	6	0	2	1	0	0	 	 	10	0	 	 	 	1
128021	4	1	1	 	1	 	10	 	1	7	11	3	 	0	2	1	0	0	 	 	10	1	 	 	4	 
128021	5	1	1	 	1	 	8	 	1	7	10	3	 	0	2	1	0	0	 	 	3	1	 	 	4	 
128022	0	1	1	 	1	 	22	 	2	0	 	3	6	0	2	1	0	0	 	 	13	0	 	 	 	1
128022	1	1	1	 	1	 	57	 	1	1	 	1	1	1	98	98	0	0	 	 	8	0	 	 	 	4
128022	2	1	1	 	1	 	44	 	2	1	 	2	1	0	5	98	0	0	 	 	11	0	 	 	 	4
128022	3	1	1	 	1	 	23	 	2	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
128022	4	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128022	5	1	1	 	1	 	70	 	2	5	 	11	4	1	98	98	0	0	 	 	 	 	 	 	 	 
128022	6	1	1	 	1	 	42	 	1	13	 	7	6	0	5	98	0	0	 	 	 	 	 	 	 	 
128022	7	1	1	 	1	 	13	 	1	7	11	3	6	0	2	1	0	0	 	 	7	1	 	 	4	 
128022	8	1	1	 	2	 	25	 	1	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128022	9	1	1	 	2	 	24	 	2	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128023	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	98	0	0	 	 	15	1	 	 	1	 
128023	1	1	1	 	4	 	43	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128023	2	1	1	 	1	 	43	 	2	1	 	1	5	0	98	98	0	0	 	 	11	0	 	 	 	7
128023	15	1	1	 	1	 	18	 	1	7	 	3	6	0	2	98	0	0	 	 	11	0	 	 	 	4
128023	16	1	1	 	4	 	69	 	2	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128024	0	1	1	 	1	 	21	 	2	0	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
128024	1	1	1	 	1	 	67	 	1	1	 	1	1	0	98	98	0	0	 	 	5	0	 	 	 	4
128024	2	1	1	 	1	 	61	 	2	1	 	2	1	0	98	98	0	0	 	 	5	0	 	 	 	4
128024	3	1	1	 	2	 	42	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128024	4	1	1	 	2	 	42	 	2	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128024	15	1	1	 	2	 	17	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128025	0	 	 	 	1	 	21	 	1	0	 	5	6	0	98	98	0	1	1	 	13	0	 	 	 	4
128025	1	 	 	 	4	 	77	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128025	2	 	 	 	4	 	40	 	2	1	 	 	 	 	 	 	1	0	 	 	 	 	 	 	 	 
128025	3	 	 	 	4	 	20	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128025	4	 	 	 	1	 	70	 	2	5	 	1	4	0	98	98	 	 	 	 	 	 	 	 	 	 
128025	5	 	 	 	1	 	42	 	1	13	 	3	6	0	4	98	 	 	 	 	 	 	 	 	 	 
128025	6	 	 	 	1	 	35	 	1	13	 	3	6	0	4	98	 	 	 	 	 	 	 	 	 	 
128026	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	14	0	 	 	 	1
128026	1	1	1	 	1	 	59	 	1	1	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
128026	2	1	1	 	1	 	64	 	2	1	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
128026	3	1	1	 	1	 	33	 	1	7	 	3	1	0	2	1	0	0	 	 	16	0	 	 	 	1
128026	4	1	1	 	1	 	32	 	1	7	 	3	1	0	2	1	0	0	 	 	15	0	 	 	 	1
128026	5	1	1	 	1	 	64	 	1	13	 	7	6	0	98	98	0	0	 	 	 	 	 	 	 	 
128026	6	1	1	 	1	 	36	 	2	16	 	4	1	0	98	98	0	0	 	 	 	 	 	 	 	 
128026	7	1	1	 	1	 	4	 	2	15	 	5	 	0	6	3	0	0	 	 	 	 	 	 	 	 
128028	0	1	1	 	1	 	21	 	2	0	 	3	6	0	2	1	0	0	 	 	15	0	 	 	 	1
128028	1	1	1	 	1	 	42	 	1	1	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
128028	2	1	1	 	1	 	42	 	2	1	 	2	3	0	98	98	0	0	 	 	8	0	 	 	 	4
128028	3	1	1	 	1	 	20	 	1	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
128028	4	1	1	 	1	 	7	 	2	7	12	3	 	0	2	1	0	0	 	 	2	1	 	 	1	 
128028	5	1	1	 	1	 	3	 	1	27	 	5	 	0	0	98	0	0	 	 	20	1	 	 	1	 
128030	0	1	1	 	1	 	21	 	1	0	 	5	6	0	1	98	0	0	 	 	7	0	 	 	 	4
128030	1	1	1	 	1	 	39	 	2	1	 	3	2	0	7	98	0	0	 	 	7	0	 	 	 	4
128030	2	1	1	 	4	 	42	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128030	3	1	1	 	1	 	36	 	1	13	 	3	6	0	7	98	0	0	 	 	 	 	 	 	 	 
128030	4	1	1	 	1	 	34	 	2	13	 	3	1	0	7	98	0	0	 	 	 	 	 	 	 	 
128030	5	1	1	 	1	 	23	 	1	14	 	5	6	0	98	98	0	0	 	 	 	 	 	 	 	 
128030	6	1	1	 	1	 	20	 	1	7	 	5	6	0	1	98	0	0	 	 	11	1	 	 	1	 
128030	7	1	1	 	1	 	64	 	2	5	 	1	4	0	98	98	0	0	 	 	 	 	 	 	 	 
128030	8	1	1	 	1	 	9	 	2	9	10	5	 	0	1	98	0	0	 	 	4	1	 	 	4	 
128030	9	1	1	 	1	 	8	 	2	14	9	5	 	0	4	10	0	0	 	 	 	 	 	 	 	 
128030	10	 	 	 	1	 	34	 	1	13	 	4	1	0	98	98	 	 	 	 	 	 	 	 	 	 
128030	11	 	 	 	1	 	3	 	2	14	 	5	 	0	4	10	 	 	 	 	 	 	 	 	 	 
128031	0	1	1	 	1	 	22	 	1	0	 	3	1	0	2	1	0	0	 	 	11	0	 	 	 	4
128031	1	1	1	 	1	 	52	 	1	1	 	1	3	0	98	98	0	0	 	 	14	0	 	 	 	4
128031	2	1	1	 	1	 	52	 	2	1	 	2	3	0	6	98	0	0	 	 	14	0	 	 	 	4
128031	3	1	1	 	4	 	31	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128031	4	1	1	 	1	 	28	 	1	7	 	3	6	1	2	1	0	0	 	 	13	0	 	 	 	1
128031	5	1	1	 	1	 	19	 	2	7	 	3	6	0	2	1	0	0	 	 	15	1	 	 	1	 
128031	6	1	1	 	1	 	90	 	2	5	 	7	4	1	98	98	0	0	 	 	 	 	 	 	 	 
128031	7	1	1	 	4	 	28	 	1	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128031	8	1	1	 	1	 	22	 	2	25	 	4	1	0	98	98	0	0	 	 	10	1	 	 	8	 
128031	9	1	1	 	1	 	5	 	2	27	11	5	 	0	8	0	0	0	 	 	20	1	 	 	4	 
128031	10	 	 	 	1	 	2	 	1	27	 	5	 	0	8	0	 	 	 	 	 	 	 	 	 	 
128032	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	15	2	 	 	1	 
128032	1	1	1	 	1	 	52	 	1	1	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
128032	2	1	1	 	1	 	46	 	2	1	 	2	3	0	98	98	0	0	 	 	11	0	 	 	 	4
128032	15	1	1	 	1	 	17	 	1	7	11	3	6	0	2	1	0	0	 	 	13	1	 	 	1	 
128032	16	1	1	 	1	 	7	 	1	7	9	3	 	0	2	1	0	0	 	 	2	1	 	 	4	 
128032	17	1	1	 	4	 	16	 	2	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128033	0	1	1	 	1	 	22	 	1	0	 	7	6	0	1	98	0	0	 	 	11	1	 	 	1	 
128033	1	1	1	 	1	 	38	 	2	1	 	2	3	0	98	98	0	0	 	 	14	0	 	 	 	1
128033	2	1	1	 	4	 	54	 	2	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128033	3	1	1	 	4	 	35	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128033	4	1	1	 	4	 	22	 	1	13	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
128033	5	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
