CHILDCODE	CROPIDR4	CROPR5	QNTHRVR5	LUHARVR5	VLPRDR5	VLSLDR5	CRPCSTR5
110034	4	42	2.5	2	6250	4800	0
110034	5	15	3	2	3600	2000	100
110035	1	76	.5	2	900	0	600
110035	2	75	1.5	2	1000	0	600
110035	3	42	.5	2	1000	0	85
110036	1	15	8	41	24000	21000	1000
110036	2	35	2	41	1000	0	0
110038	1	75	4	2	2800	0	917
110038	2	76	6	2	9000	3200	1717
110038	3	125	1	2	1200	0	0
110039	1	76	2	2	1700	0	2842
110040	1	4	48	95	768	0	5
110040	2	3	50	1	750	0	0
110040	3	96	50	1	1500	0	0
110040	4	96	5	1	150	0	0
110040	6	10	20	56	60	0	0
110042	1	76	8	2	12800	3900	3500
110042	2	15	6	2	9600	9600	240
110042	3	75	4	2	2400	0	800
110042	4	125	2	2	2400	0	0
110043	1	76	4	2	7200	6000	1200
110043	2	75	4	2	3200	3600	400
110043	3	42	1.5	2	3600	2500	0
110043	4	125	1.5	2	2200	800	0
110043	5	35	.5	2	800	400	0
110043	6	15	3	2	5400	0	0
110043	7	33	1	2	1500	0	0
110045	1	76	4	2	7200	1500	1400
110045	2	15	3	2	4200	1950	500
110045	3	35	.5	41	300	0	0
110045	4	125	1	41	600	0	0
110047	1	75	8	2	6400	1200	1380
110047	2	76	3	2	4800	0	1500
110047	3	15	6	2	11610	1610	2000
110047	4	44	150	1	900	0	0
110047	5	23	450	1	6300	6000	600
110048	1	76	8	2	12800	6000	5280
110048	2	96	150	1	1500	0	900
110048	3	75	2	2	1400	0	900
110048	4	42	1	2	1400	1400	0
110048	5	125	50	1	900	0	0
110048	6	5	1	2	700	0	0
110049	1	44	1	2	800	0	25
110051	1	76	20	2	32000	20000	8000
110051	2	15	5	2	5500	5000	2100
110051	3	75	6	2	42000	1200	1125
110051	4	44	3	2	1900	0	150
110052	1	75	2	2	1600	0	1250
110053	1	76	3	2	4800	2100	800
110053	2	75	2.5	2	1800	800	1200
110053	3	125	.5	2	650	0	0
110054	1	5	20	2	18000	9000	6200
110054	2	75	2	2	1000	500	850
110054	3	23	1.5	2	2100	0	180
110055	1	76	10	2	20000	6000	5000
110055	2	15	4	2	7000	3200	250
110055	3	75	5	2	4000	400	1320
110055	4	44	1.5	2	900	0	0
110056	1	76	5	2	8500	3200	1000
110056	2	75	2.5	2	2000	0	600
110056	3	15	2	2	3000	2000	250
110056	4	125	1.5	2	3000	1000	0
110057	1	42	5	2	10000	8700	736
110057	2	75	2.5	2	2000	800	1080
110059	1	76	5	2	8000	3000	3050
110059	2	75	2	2	1700	850	100
110059	3	125	150	1	1650	0	0
110059	4	44	3	2	1800	1200	0
110060	1	76	5	2	5600	0	1312
110060	2	75	25	1	150	0	0
110060	4	15	3.5	2	4020	1800	0
110063	1	76	10	2	18000	0	8000
110063	2	75	7	2	5600	0	3000
110063	3	42	2	2	6000	2000	450
110063	4	44	1	2	700	0	0
110063	5	23	3	2	6000	2000	60
110063	6	125	1	2	1200	0	45
110063	7	35	1	2	500	0	160
110065	1	75	3	2	2400	0	800
110065	2	76	.5	2	1000	0	512
110065	3	125	1	2	1200	0	0
110065	4	35	1	2	600	0	0
110066	1	76	5	2	10000	0	2100
110066	2	75	3	2	1800	0	350
110066	3	15	3.5	2	4000	1000	1000
110066	4	42	1	2	2000	0	0
110067	1	76	3	2	6000	0	1200
110067	2	75	2	2	1600	0	1200
110068	1	76	3	2	4800	0	1300
110069	1	76	1	2	1900	0	700
110069	2	125	.5	2	600	0	0
110070	1	76	18	2	28800	19500	12900
110070	2	75	7	2	5600	800	1200
110070	3	125	2	2	1600	0	0
110070	4	23	3	2	3000	1000	0
110070	5	44	1	2	500	0	0
110071	1	76	50	2	100000	70000	20000
110071	2	75	25	2	18750	7500	4000
110071	3	15	14	2	30800	26000	2000
110071	4	5	3	2	1800	0	500
110071	5	125	2	2	2400	1000	500
110071	6	23	2	2	3000	0	0
110071	7	44	7	2	3500	2100	300
110071	8	50	49	2	37000	37000	16000
110072	1	76	3	2	6000	0	6300
110073	1	76	10	2	16000	5000	4440
110073	2	75	4	2	2400	0	1170
110073	3	15	4	2	7200	6300	0
110073	4	35	100	2	1000	200	0
110073	5	5	2	2	1200	0	80
110073	6	125	1	2	1400	700	0
110073	7	123	1	2	700	0	0
110077	1	76	5	2	8000	3200	2000
110077	2	75	2.5	2	2000	0	1200
110077	3	15	5	2	7500	4500	200
110077	4	35	.5	2	1000	500	0
110077	5	42	.5	2	1000	600	60
110077	6	5	1.5	2	1200	0	200
110078	1	76	10	2	20000	10000	12000
110078	2	75	14	2	12000	3200	10000
110078	3	23	7	2	8500	7500	0
110078	4	125	3	2	3300	1700	0
110079	1	76	4	2	7000	0	2000
110079	2	75	3	2	2400	0	1800
110079	3	23	1	2	1300	0	4000
110079	4	42	2	2	7800	3900	2100
110079	5	44	4	2	2000	0	0
110081	1	75	350	1	2800	0	520
110081	2	76	700	1	11900	800	2000
110081	3	125	150	1	2100	0	0
110081	4	44	100	1	700	0	0
110082	1	76	3	2	5400	0	2000
110082	2	75	4	2	3200	800	400
110083	1	75	2	2	1600	0	250
110083	2	76	5	2	8500	2000	1500
110083	3	15	3	2	6000	5500	75
110083	4	123	.5	2	1500	0	0
110083	5	44	1	2	500	0	0
110084	1	75	2	2	2000	0	350
110084	2	42	2.5	2	8700	7000	3320
110084	3	44	.5	2	250	0	0
110085	1	76	3	2	5200	0	3900
110085	2	75	7	2	5600	3200	4000
110086	1	76	1	2	2000	0	0
110086	2	44	.5	2	250	0	0
110088	1	75	6	2	4800	3200	1800
110088	2	76	3	2	6000	0	2200
110089	1	76	2	2	4000	0	2100
110089	2	75	6	2	5000	1600	2800
110089	3	125	1	2	1500	0	0
110091	1	76	4	2	6500	0	1200
110091	2	75	3	2	2400	0	800
110091	3	5	2	2	1200	0	300
110091	4	125	1	2	1400	0	150
110091	5	44	4	2	2400	0	200
110092	1	124	1	2	300	0	0
110092	2	125	1	2	600	0	0
110092	3	43	2	2	2400	0	0
110092	4	75	3	2	3000	0	900
110092	5	5	3	2	-77	0	0
110092	6	76	250	1	3800	0	2400
110093	1	76	35	2	56000	38000	15000
110093	2	75	5	2	4000	0	1800
110093	3	15	6	2	12000	6000	2000
110093	4	42	5	2	15000	12000	5800
110093	5	5	4	2	2800	0	900
110093	6	125	3	2	5200	0	0
110093	7	50	50	2	50000	45000	21000
110093	8	96	80	2	20000	200000	18000
110094	1	42	2	2	6000	6000	1820
110094	2	76	1	2	1800	0	8400
110096	1	76	6	2	7200	2400	1000
110096	2	15	4	2	9000	6750	0
110096	3	75	1	2	600	0	440
110096	4	125	1	2	1200	0	0
110098	1	76	5	2	7000	1400	4805
110098	2	75	150	1	1200	0	1201
110098	3	125	150	1	2550	0	0
110098	4	15	4	2	6000	0	0
110098	5	42	50	1	1400	0	0
110099	1	44	1	2	500	0	0
110100	1	8	4	2	6800	0	4300
110100	2	76	10	2	20000	12000	3700
110100	3	75	15	2	13000	4000	2100
110100	4	15	20	2	40000	36000	12500
110100	5	23	2	2	3000	0	0
110100	6	125	3	2	3600	1200	200
110100	7	42	3	2	9000	6000	1000
110100	8	5	4	2	2400	0	200
110100	9	44	2	2	1000	0	0
120001	1	44	300	1	1800	0	0
120002	1	44	100	1	400	0	50
120002	2	14	70	1	4000	2000	0
120002	3	41	30	1	600	0	0
120005	1	44	400	1	2400	0	250
120005	2	14	24	1	1200	1200	0
120005	3	21	100	56	4000	4000	0
120006	1	76	200	1	3000	2000	650
120006	2	44	250	1	1900	0	400
120006	3	14	70	1	5600	4500	200
120006	4	41	120	1	1800	0	0
120006	5	51	100	1	800	500	0
120006	6	10	60	1	600	0	20
120006	7	31	50	55	150	0	0
120008	1	75	3	2	2250	0	1300
120008	2	76	250	1	4000	0	2200
120008	3	14	500	1	10000	600	1000
120009	1	76	400	1	9000	7000	3000
120009	2	44	500	1	2500	0	1900
120009	3	14	100	1	10000	7000	0
120009	4	41	200	1	500	0	0
120009	5	17	50	1	1500	0	0
120010	1	8	400	1	8000	6000	3000
120010	2	44	300	1	1500	0	500
120010	3	14	120	1	13000	12000	500
120010	4	21	100	56	7000	7000	0
120011	1	44	800	1	4800	0	650
120011	2	76	200	1	5000	2500	500
120011	3	41	1000	1	2000	0	500
120011	4	14	240	1	8100	7500	500
120012	1	76	70	1	1000	1000	600
120012	2	14	100	1	1500	1000	0
120012	3	44	1	2	500	0	0
120014	1	44	2	2	1000	0	500
120014	2	76	3	2	5100	3400	2580
120014	3	14	15	1	1125	900	1300
120014	4	41	30	1	600	0	850
120015	1	76	3	2	6000	2000	1600
120015	2	44	5	2	3000	0	1000
120015	3	14	220	1	22000	20000	1150
120015	4	41	10	1	1000	1000	0
120015	5	3	100	1	1000	0	0
120015	6	10	100	1	1000	0	0
120016	1	75	2.5	2	2000	2000	1280
120016	2	44	2	2	800	0	300
120016	3	76	.5	2	750	750	500
120016	4	14	75	1	5000	2500	1000
120016	5	41	15	1	750	0	500
120017	1	76	50	1	1250	0	0
120017	2	41	600	1	1000	0	40
120018	1	14	40	1	4000	2500	0
120018	2	41	50	1	500	0	0
120018	3	44	250	1	1250	0	180
120019	1	8	100	1	2000	1000	500
120019	2	44	200	1	1000	0	300
120019	3	14	30	1	2500	2000	0
120019	4	41	60	1	1000	0	0
120021	1	14	78	1	4450	3500	320
120021	2	10	1	2	300	0	0
120024	1	44	300	1	1500	0	375
120024	2	14	50	1	2000	2000	400
120025	1	44	4	2	2400	0	1150
120025	2	76	75	1	1100	0	500
120025	3	41	15	1	1200	800	30
120025	4	14	52	2	780	0	120
120025	5	3	25	1	250	0	0
120025	6	10	60	1	600	0	0
120026	1	8	1.5	2	3000	2000	1000
120026	2	44	1	2	600	0	300
120026	3	14	75	1	1160	1000	300
120026	4	41	90	1	750	0	400
120026	5	10	1	2	1000	0	200
120027	1	76	470	1	8400	6000	1560
120027	2	44	400	1	2800	0	1050
120027	3	14	460	1	41400	40000	1500
120027	4	41	120	1	1800	0	0
120027	5	3	150	1	1500	1000	0
120029	1	44	3	2	1500	0	500
120029	2	75	1.5	2	1200	700	1400
120029	3	8	1	1	1200	900	1000
120029	4	41	150	1	2000	0	0
120029	5	14	400	1	5000	2000	0
120031	1	14	30	1	12400	1600	0
120031	2	76	1	2	1500	0	450
120031	3	44	1	2	600	0	50
120031	4	41	50	1	500	0	0
120031	5	10	15	1	150	0	0
120031	6	17	10	1	600	0	0
120032	1	44	4	2	2400	0	800
120032	2	76	3	2	4500	0	1300
120032	3	14	150	1	20000	20000	1500
120032	4	41	300	1	1500	0	300
120032	5	17	10	1	200	0	0
120033	1	76	300	1	4500	4500	1500
120033	2	79	200	1	800	800	150
120034	1	75	3	2	2400	2400	1250
120034	2	76	4	2	6800	5950	2650
120034	3	44	6	2	3600	0	2100
120034	4	14	92	2	4600	4000	1700
120034	5	41	28	1	640	0	420
120034	6	10	40	1	200	0	50
120035	1	75	1	2	500	500	1500
120035	2	8	.5	2	1000	1000	500
120035	3	44	2	2	1000	0	600
120035	4	14	40	1	2600	2000	315
120035	5	41	36	1	600	0	0
120036	1	44	2	2	900	0	0
120036	2	8	1	2	1500	0	450
120036	3	14	45	1	1500	0	520
120036	4	10	1	2	500	0	0
120037	1	44	8	2	5200	0	1600
120037	2	14	120	1	2000	1000	600
120037	3	41	75	1	750	0	600
120038	1	14	100	1	5000	4000	0
120038	2	44	2	2	800	0	500
120039	1	8	2.29999995231628	2	3800	2125	1200
120039	3	75	50	1	550	0	600
120039	4	14	21	1	1020	300	400
120039	5	41	18	1	400	0	0
120040	1	76	300	1	4500	300	1050
120040	2	14	30	1	2000	1000	0
120040	3	75	150	1	1350	0	450
120040	4	41	70	1	1100	0	0
120040	5	10	25	1	250	0	0
120041	1	76	200	1	3400	0	1270
120041	2	14	120	1	9500	8000	700
120041	3	44	2	2	2200	0	350
120041	4	41	250	1	500	0	0
120043	1	76	5	2	10000	8000	1600
120043	2	44	4	1	2400	0	1250
120043	3	14	75	1	7500	6000	180
120043	4	41	75	1	750	0	60
120043	5	10	30	1	300	0	0
120043	6	21	40	60	2000	0	300
120044	1	76	400	1	7000	5000	1500
120044	2	44	300	1	1800	0	500
120045	1	8	100	1	100	750	1600
120045	2	44	200	1	1500	0	200
120045	3	41	225	1	500	0	0
120045	4	14	18	1	1600	1000	300
120046	1	8	300	1	4500	3000	400
120046	2	44	250	1	1650	0	800
120046	3	14	50	1	60	3000	500
120046	4	41	400	1	4000	0	100
120047	1	8	5	2	10000	6000	3080
120047	2	44	5	2	3000	0	600
120047	3	14	114	1	7550	6000	1950
120047	4	41	200	1	1000	0	500
120048	1	44	50	1	200	0	300
120048	2	8	5	2	8500	5100	2000
120048	3	14	400	1	300	3000	0
120049	1	44	200	1	1200	0	90
120049	2	41	1000	1	500	0	0
120050	1	75	2	2	1300	650	670
120050	2	76	2	2	3000	750	890
120050	3	14	60	1	6000	5000	50
120050	4	41	40	1	600	0	0
120050	5	21	3	56	900	0	0
120051	1	8	100	1	1800	850	800
120051	2	41	60	1	500	0	0
120051	3	14	50	1	1800	1000	0
120053	1	44	200	1	1000	0	250
120053	2	14	30	1	1000	0	0
120054	1	44	150	1	900	0	450
120056	1	76	5	2	9000	7200	3700
120056	2	79	4	2	1600	800	200
120056	3	44	7	2	3360	0	700
120056	4	17	50	1	1500	0	0
120056	5	3	10	1	200	100	0
120056	6	51	2	2	500	375	0
120056	7	41	250	1	1250	0	400
120056	8	14	141	1	13990	10450	4800
120056	9	10	45	1	900	0	120
120058	1	44	200	1	1200	0	225
120058	2	14	35	1	3500	2500	100
120058	3	3	100	1	1000	500	0
120058	4	51	30	1	240	100	8
120058	5	17	10	1	600	0	0
120058	6	41	200	1	3600	0	0
120059	1	76	12	2	19200	16000	5000
120059	2	75	10	2	7500	5250	1000
120059	3	19	2	2	4000	4000	400
120059	4	14	1500	1	150000	150000	10000
120059	5	41	240	1	2000	0	1300
120060	1	14	120	1	8000	5000	0
120060	2	41	150	1	1500	0	0
120061	1	44	5	2	2000	0	1262
120061	2	14	350	1	21000	18000	2250
120061	3	41	600	1	1500	0	450
120061	4	10	50	1	2000	0	0
120061	5	3	15	1	300	50	0
120061	6	17	27	1	810	0	0
120061	7	56	100	1	200	0	0
120063	1	76	1	2	2000	0	700
120063	2	14	95	1	22500	19000	2500
120063	3	44	4	2	2000	0	600
120063	4	3	50	1	300	0	0
120063	5	41	200	1	1000	0	350
120063	6	10	2	2	2000	0	80
120063	7	17	10	1	320	0	0
120063	8	21	20	56	5000	5000	0
120064	1	41	2500	1	1000	0	1000
120064	2	76	70	1	2000	0	1300
120064	3	3	50	1	200	0	0
120064	4	17	200	1	4000	0	0
120065	1	76	35	1	500	0	600
120065	2	14	70	1	5000	3000	0
120065	3	41	120	1	800	0	0
120066	1	44	25	1	150	0	0
120066	2	14	54	1	4700	2650	1400
120066	3	76	50	1	1000	600	150
120066	4	10	15	1	300	100	0
120066	5	41	75	1	750	0	400
120066	6	3	20	1	100	0	0
120066	7	39	25	1	250	250	100
120067	1	76	4	2	7200	6000	1800
120067	2	44	3	2	2100	0	600
120067	3	75	4	2	3200	800	1150
120067	4	14	80	1	8000	6000	400
120067	5	21	280	56	11120	10000	200
120067	6	41	60	1	900	0	0
120067	7	3	20	1	200	0	0
120067	8	10	15	1	180	0	0
120067	9	17	25	1	1250	0	0
120067	10	125	20	1	300	0	0
120068	1	14	40	1	2800	2000	0
120068	2	41	40	1	500	0	0
120069	1	44	300	1	1500	0	300
120069	2	76	50	2	800	800	600
120069	3	41	150	1	300	0	0
120069	4	14	125	1	5000	4000	1200
120070	1	44	300	1	1500	0	400
120070	2	8	200	1	3400	0	1240
120070	3	79	100	1	300	0	0
120070	4	41	200	1	1000	0	0
120070	5	14	200	1	8000	7500	1000
120071	1	8	120	1	1200	1000	450
120071	2	41	250	1	1000	0	200
120071	3	12	150	1	6000	4000	1000
120071	4	44	200	1	1000	0	400
120071	5	3	50	1	400	0	0
120072	1	44	4	2	2000	0	400
120072	2	14	20	1	2000	1000	1000
120072	3	3	35	1	350	200	0
120072	4	10	40	1	160	0	15
120072	5	125	30	1	0	0	10
120072	6	17	10	1	750	0	0
120073	1	44	2	2	2000	0	40
120073	2	14	30	1	2750	1385	80
120073	3	10	80	1	1000	0	10
120073	4	3	80	1	800	60	0
120073	5	17	45	1	540	0	0
120073	6	41	100	1	500	0	50
120074	1	8	200	1	2600	0	650
120074	2	41	250	1	1200	0	1000
120075	1	44	2	2	1200	0	730
120075	2	14	60	1	2800	2000	940
120076	1	44	4	2	2000	0	600
120076	2	8	1	2	800	800	700
120076	3	17	4	1	100	0	0
120076	4	14	21	1	1200	1000	200
120077	1	76	1	2	1400	0	120
120077	2	44	4	2	2000	0	340
120077	3	14	70	1	7000	5500	120
120077	4	41	80	1	1600	0	0
120077	5	3	70	1	700	500	0
120078	1	44	300	1	1800	0	260
120078	2	14	120	1	8000	6000	0
120079	1	41	400	1	1000	0	0
120079	2	14	500	1	1500	1000	400
120079	3	44	200	1	1200	0	230
120080	1	44	100	1	650	0	0
120081	1	75	2.5	2	2000	2000	1280
120081	2	44	2	2	800	0	300
120081	3	76	.5	2	750	750	500
120081	4	14	75	1	5000	2500	1000
120081	5	41	15	1	750	0	500
120082	1	44	3	2	1650	0	400
120082	2	41	100	1	1000	0	200
120082	3	14	24	1	1200	840	360
120082	4	35	.5	2	600	600	0
120083	1	76	2	2	3600	2000	800
120083	2	44	6	2	3000	0	1450
120083	3	14	100	1	9000	7000	200
120083	4	3	20	1	220	0	0
120083	5	10	40	1	400	0	0
120083	6	4	120	1	1440	1000	0
120083	7	4	300	1	3000	2500	50
120083	8	21	110	56	4800	4000	0
120083	9	96	20	1	160	0	0
120084	1	76	2	2	3600	1800	800
120084	2	44	5	2	3000	0	500
120084	3	35	3	2	2000	0	0
120084	4	14	250	10	4500	2500	0
120084	5	41	30	60	1500	0	0
120084	6	17	100	1	3000	0	0
120085	1	14	200	1	16000	15000	0
120085	2	41	140	1	2800	0	0
120085	3	76	150	1	2400	0	750
120085	4	10	60	1	0	0	10
120085	5	3	10	1	100	0	0
120085	6	21	8	56	960	0	0
120086	1	41	500	1	5000	0	0
120086	2	14	150	1	15000	9000	1000
120086	3	17	50	1	2500	0	0
120087	1	76	100	1	1600	0	350
120087	2	44	300	1	1800	0	900
120087	3	14	160	1	11200	8000	200
120087	4	41	180	1	3600	0	0
120087	5	3	15	1	150	0	0
120088	1	76	1	2	2000	0	500
120088	2	14	200	10	6000	3000	0
120088	3	35	1	2	700	0	200
120088	4	43	2.5	2	1500	0	700
120088	5	96	30	10	1200	0	0
120090	1	75	4	2	2800	2100	470
120090	2	8	1.5	2	1350	675	1070
120090	3	55	4	2	1200	600	70
120090	4	14	14	1	900	600	25
120090	5	41	110	1	550	0	520
120090	6	17	50	1	750	0	0
120090	7	10	5	2	700	0	0
120091	1	44	800	1	4000	0	500
120091	2	76	150	1	3400	2300	700
120092	1	76	400	1	10000	2000	1000
120093	1	76	2	2	4000	2000	800
120093	2	44	50	1	300	0	0
120093	3	41	100	1	1000	0	0
120093	4	14	50	1	4000	3000	600
120093	5	3	40	1	400	0	0
120093	6	17	20	1	1000	0	0
120094	1	44	200	1	1300	0	180
120094	2	79	100	1	350	0	60
120094	3	14	45	1	1800	1000	100
120095	1	75	100	1	900	0	400
120095	2	125	150	1	1500	1000	500
120095	3	41	150	1	800	0	0
120096	1	44	3	2	1350	0	95
120096	2	55	50	1	400	0	350
120096	3	41	100	1	500	0	150
120096	4	10	1	2	300	0	0
120096	5	14	42	1	1400	1000	20
120097	1	44	200	1	800	0	300
120097	2	41	30	1	1000	0	0
120098	1	44	300	1	1800	0	600
120098	2	8	200	1	4000	0	600
120098	3	41	300	1	9000	0	0
120098	4	14	200	1	13000	10000	600
120099	1	44	6	2	3600	0	1550
120099	2	8	4	2	7000	3500	1300
120099	3	14	36	1	840	630	990
120099	4	41	160	1	800	0	670
120100	1	44	200	1	1200	0	300
120100	2	8	100	1	1500	0	515
120100	3	14	150	1	4500	3000	320
130013	1	35	1	2	800	0	300
130013	2	35	6	2	4600	46000	1500
130013	3	41	2	3	500	0	100
130018	1	35	1	2	800	0	250
130024	1	44	5	2	2500	0	300
130025	1	21	50	56	15000	0	2000
130029	1	124	2	2	1200	600	470
130029	2	64	1	2	300	0	15
130029	3	39	3	2	1650	0	350
130029	4	23	1	2	1500	0	460
130029	5	17	40	1	1400	0	0
130029	6	96	120	56	2500	1200	150
130030	1	44	2	2	1200	0	260
130030	2	55	3	2	600	0	145
130030	3	14	1	41	650	650	0
130030	4	124	2	2	1100	0	310
130030	5	17	50	1	2400	0	0
130033	1	35	1	2	800	0	25
130033	2	69	5	2	1000	400	0
130033	3	41	12	3	1200	0	120
130033	4	29	8	2	2400	800	350
130033	5	17	20	1	900	0	0
130034	1	35	1	2	800	0	200
130036	1	44	1	2	600	0	80
130036	2	21	280	56	1120	760	0
130039	1	124	550	2	450	0	130
130039	2	10	2	3	260	0	0
130041	1	76	1	2	1800	0	860
130041	2	35	2	2	1400	0	650
130041	3	96	500	15	500	0	0
130043	1	21	500	56	5000	2000	0
130047	1	35	5	2	4000	3000	800
130047	2	17	90	1	3600	3000	0
130047	3	3	2	2	400	300	0
130049	1	29	3	2	1200	0	200
130049	2	64	2	2	1450	0	300
130050	1	124	1	2	500	0	80
130050	2	21	600	56	600	0	0
130050	3	17	30	1	1350	0	0
130055	1	69	4	2	1200	0	150
130057	1	35	2	2	1500	0	350
130059	1	75	6	2	4800	1600	1200
130059	2	35	4	2	2800	1400	500
130059	3	29	12	2	2400	400	0
130059	4	8	1	2	1400	1100	450
130059	5	17	50	1	1500	0	0
130059	6	10	2	3	400	0	0
130060	1	44	3	2	1800	0	450
130060	2	15	1	2	750	0	180
130060	3	76	2	2	1650	0	450
130060	4	41	5	10	550	0	0
130060	5	8	50	10	320	0	0
130060	6	17	30	1	1350	570	0
130062	1	124	3	2	2400	0	340
130062	2	8	2	2	1300	0	450
130062	3	41	6	3	670	0	0
130063	1	35	5	2	3000	2100	800
130063	2	29	3	2	600	0	120
130063	3	41	5	3	500	0	0
130063	4	56	10	56	50	0	0
130063	5	17	25	1	750	0	0
130079	1	17	30	1	30	0	0
130079	2	41	4	10	430	0	0
130081	1	35	4	2	2400	1800	900
130081	2	41	25	3	2500	0	0
130081	3	21	200	56	2000	2000	0
130081	4	17	50	2	2500	600	0
130082	1	35	2	2	1400	0	300
130082	2	8	2	2	3200	1600	800
130082	3	29	4	2	720	0	200
130082	4	10	8	3	480	0	50
130082	5	17	25	1	750	0	0
130082	6	41	2	3	200	0	0
130082	7	56	10	56	50	0	0
130082	8	3	4	2	800	600	0
130083	1	35	2	2	1400	700	400
130083	2	8	2	2	3000	3000	600
130083	3	35	6	3	1200	0	0
130083	4	21	50	56	600	600	0
130084	1	41	10	3	1200	0	300
130086	1	14	1	41	700	700	0
130086	2	17	50	1	2000	1300	0
130086	3	41	4	3	460	0	100
130086	4	44	1	2	600	0	140
130087	1	76	2	2	2800	1900	760
130087	2	35	1	2	650	0	240
130087	3	10	2	10	180	0	0
130087	4	41	5	3	500	0	0
130090	1	55	3	2	900	300	400
130090	2	35	1	2	700	600	35
130090	3	8	75	1	750	0	100
130090	4	44	50	1	275	0	50
130092	1	17	25	1	875	0	0
130092	2	41	8	10	780	0	35
130092	3	21	700	56	1750	1000	0
130093	1	8	2	2	2600	2400	600
130093	2	124	50	1	450	0	130
130093	3	64	3	2	1200	0	280
130093	4	41	4	10	340	0	60
130093	5	10	8	10	230	0	0
130096	1	124	2	2	840	0	330
130096	2	44	1	2	650	0	145
130096	3	17	70	1	3150	1400	0
130096	4	10	3	55	260	0	0
130096	5	31	24	10	450	450	0
130100	1	21	3000	56	120000	4800	0
130100	2	31	500	10	12500	0	0
130100	3	10	7	3	1000	0	150
130100	4	35	6	2	3900	2600	1200
130100	5	14	3	40	9000	9000	1200
130100	6	44	6	2	3000	0	1310
130100	7	27	2	1	20	0	0
140012	1	44	40	2	24000	0	-77
140016	1	96	1	2	2000	1000	500
140051	1	96	4	2	8000	7000	1000
140051	2	96	2	3	2000	0	1000
140055	1	44	80	1	300	0	0
140055	2	17	4	1	240	0	0
140064	1	44	4	2	7500	6000	0
140064	2	76	2	2	3500	0	0
140064	3	35	1	2	2000	1500	0
140064	4	125	1	2	1000	0	0
140066	1	35	150	1	675	675	250
140090	1	124	2	2	1200	0	350
140090	2	69	1	2	320	0	60
140090	3	17	10	1	450	0	0
140095	1	14	100	46	2000	2000	0
150001	1	41	2	3	400	100	0
150001	2	17	2	2	2000	2000	0
150001	3	44	1	2	700	0	120
150001	4	69	4	2	600	300	0
150001	5	3	5	2	1500	1500	0
150001	6	4	5	50	250	250	0
150001	7	21	40	95	200	200	0
150001	8	54	20	1	300	250	0
150002	1	44	3	2	1500	500	700
150002	2	35	50	1	500	0	150
150002	3	3	3	2	600	500	0
150002	4	4	10	50	400	2	0
150002	5	14	50	46	500	500	0
150002	6	76	1	2	1000	0	500
150002	7	41	3	3	2200	0	0
150002	8	11	100	1	1000	0	0
150002	9	69	200	1	600	400	0
150003	1	17	4	2	4000	2000	800
150003	2	44	3	2	1800	0	1080
150003	3	35	1	2	800	0	200
150003	4	41	1.5	3	360	0	0
150003	5	4	10	50	500	0	0
150003	6	69	3	2	500	200	0
150004	1	17	1	2	1300	1000	0
150004	2	41	2	3	600	0	0
150004	3	4	3	50	220	200	0
150004	4	69	2	2	400	200	0
150004	5	35	20	1	160	0	0
150005	1	41	2	3	400	0	0
150005	2	44	1	2	500	0	100
150005	3	14	35	46	435	435	0
150005	4	17	15	1	750	0	36
150005	5	3	2	2	800	800	0
150005	6	4	10	50	700	600	0
150005	7	35	30	1	240	0	0
150006	1	35	1.5	2	1500	0	200
150006	2	44	2	2	1000	300	0
150006	3	41	5	3	3000	0	300
150006	4	17	3	2	3000	2300	500
150007	1	44	2	2	1000	0	450
150007	2	4	20	50	500	500	0
150007	3	41	1	3	580	0	0
150007	4	35	50	1	500	0	0
150007	5	14	120	46	1200	1200	10
150007	6	17	150	1	1400	1200	0
150007	7	3	50	1	300	200	0
150008	1	17	20	2	40000	30000	300
150008	2	44	5	2	3000	1500	1000
150008	3	41	5	3	2000	0	0
150008	4	3	3	2	600	600	200
150008	5	45	2	2	600	600	0
150008	6	4	10	50	400	200	0
150008	7	35	15	2	7500	7500	200
150010	1	44	100	1	500	0	500
150010	2	17	90	1	1800	1000	500
150010	3	4	100	1	400	300	0
150010	4	41	5	3	750	400	0
150010	5	3	3	41	700	500	0
150010	6	96	6	41	900	400	0
150010	7	35	50	1	500	0	300
150011	1	17	250	1	1750	1400	700
150014	1	41	1	3	300	0	0
150014	2	44	1	2	500	0	80
150014	3	4	100	50	1200	1000	200
150014	4	35	50	1	400	0	0
150014	5	14	3	46	36	36	0
150014	6	17	50	1	1500	1000	80
150016	1	35	3	2	3400	1040	190
150016	2	44	3	2	1800	0	430
150016	3	14	200	46	2000	0	160
150016	4	3	1	2	240	0	0
150016	5	4	45	1	140	0	0
150016	6	41	3	3	1400	0	0
150016	7	55	11	2	180	0	0
150016	8	21	30	15	1000	1300	130
150016	9	10	3.5	3	540	400	60
150017	1	17	220	1	2200	2000	160
150017	2	4	60	50	2700	2025	0
150017	3	3	4	2	1200	900	60
150017	4	41	10	3	5000	0	300
150017	5	35	125	2	1250	1000	300
150017	6	44	4	2	2400	1200	1000
150017	7	69	6	2	1200	800	0
150018	1	14	200	46	2000	2000	200
150018	2	17	180	1	1440	1200	150
150018	3	3	8	2	4000	3800	0
150019	1	17	5	2	5000	4000	500
150019	2	4	64	50	3200	2500	0
150019	3	3	6	2	2400	1500	0
150019	4	44	4	2	2400	0	1500
