CHILDCODE	SRMNIDR5	RMTR5	AMNTCAR5	AMNTKIR5
100024	5	N	 	 
100024	6	N	 	 
100024	7	N	 	 
100024	8	N	 	 
100024	9	N	 	 
100024	10	N	 	 
100024	11	N	 	 
100024	12	N	 	 
100024	13	N	 	 
100025	1	N	 	 
100025	2	N	 	 
100025	3	N	 	 
100025	4	N	 	 
100025	5	N	 	 
100025	6	N	 	 
100025	7	N	 	 
100025	8	Y	0	2000
100025	9	N	 	 
100025	10	N	 	 
100025	11	N	 	 
100025	12	N	 	 
100025	13	N	 	 
100026	1	N	 	 
100026	2	N	 	 
100026	3	N	 	 
100026	4	N	 	 
100026	5	N	 	 
100026	6	N	 	 
100026	7	N	 	 
100026	8	N	 	 
100026	9	N	 	 
100026	10	N	 	 
100026	11	N	 	 
100026	12	N	 	 
100026	13	N	 	 
100027	1	N	 	 
100027	2	N	 	 
100027	3	N	 	 
100027	4	N	 	 
100027	5	N	 	 
100027	6	N	 	 
100027	7	N	 	 
100027	8	N	 	 
100027	9	N	 	 
100027	10	N	 	 
100027	11	N	 	 
100027	12	N	 	 
100027	13	N	 	 
100028	1	N	 	 
100028	2	N	 	 
100028	3	N	 	 
100028	4	N	 	 
100028	5	N	 	 
100028	6	N	 	 
100028	7	N	 	 
100028	8	N	 	 
100028	9	N	 	 
100028	10	N	 	 
100028	11	N	 	 
100028	12	N	 	 
100028	13	N	 	 
100029	1	N	 	 
100029	2	N	 	 
100029	3	N	 	 
100029	4	N	 	 
100029	5	N	 	 
100029	6	N	 	 
100029	7	N	 	 
100029	8	N	 	 
100029	9	N	 	 
100029	10	N	 	 
100029	11	N	 	 
100029	12	N	 	 
100029	13	N	 	 
100030	1	N	 	 
100030	2	N	 	 
100030	3	N	 	 
100030	4	N	 	 
100030	5	N	 	 
100030	6	N	 	 
100030	7	N	 	 
100030	8	N	 	 
100030	9	N	 	 
100030	10	N	 	 
100030	11	N	 	 
100030	12	N	 	 
100030	13	N	 	 
100031	1	N	 	 
100031	2	N	 	 
100031	3	Y	0	270
100031	4	N	 	 
100031	5	N	 	 
100031	6	Y	0	1100
100031	7	N	 	 
100031	8	Y	2000	1000
100031	9	N	 	 
100031	10	N	 	 
100031	11	N	 	 
100031	12	N	 	 
100031	13	N	 	 
100032	1	N	 	 
100032	2	N	 	 
100032	3	N	 	 
100032	4	N	 	 
100032	5	N	 	 
100032	6	Y	500	266
100032	7	N	 	 
100032	8	N	 	 
100032	9	N	 	 
100032	10	N	 	 
100032	11	N	 	 
100032	12	N	 	 
100032	13	N	 	 
100033	1	N	 	 
100033	2	N	 	 
100033	3	N	 	 
100033	4	N	 	 
100033	5	N	 	 
100033	6	N	 	 
100033	7	N	 	 
100033	8	Y	1000	0
100033	9	N	 	 
100033	10	N	 	 
100033	11	N	 	 
100033	12	N	 	 
100033	13	N	 	 
100034	1	N	 	 
100034	2	N	 	 
100034	3	N	 	 
100034	4	N	 	 
100034	5	N	 	 
100034	6	N	 	 
100034	7	N	 	 
100034	8	N	 	 
100034	9	N	 	 
100034	10	N	 	 
100034	11	N	 	 
100034	12	N	 	 
100034	13	N	 	 
100035	1	N	 	 
100035	2	N	 	 
100035	3	N	 	 
100035	4	N	 	 
100035	5	N	 	 
100035	6	N	 	 
100035	7	N	 	 
100035	8	N	 	 
100035	9	N	 	 
100035	10	N	 	 
100035	11	N	 	 
100035	12	Y	16800	0
100035	13	N	 	 
100036	1	N	 	 
100036	2	N	 	 
100036	3	N	 	 
100036	4	N	 	 
100036	5	N	 	 
100036	6	N	 	 
100036	7	N	 	 
100036	8	N	 	 
100036	9	N	 	 
100036	10	N	 	 
100036	11	N	 	 
100036	12	Y	7200	0
100036	13	Y	50000	2000
100037	1	N	 	 
100037	2	N	 	 
100037	3	N	 	 
100037	4	N	 	 
100037	5	N	 	 
100037	6	N	 	 
100037	7	N	 	 
100037	8	N	 	 
100037	9	N	 	 
100037	10	N	 	 
100037	11	N	 	 
100037	12	N	 	 
100037	13	N	 	 
100038	1	N	 	 
100038	2	N	 	 
100038	3	N	 	 
100038	4	N	 	 
100038	5	N	 	 
100038	6	N	 	 
100038	7	N	 	 
100038	8	N	 	 
100038	9	N	 	 
100038	10	N	 	 
100038	11	N	 	 
100038	12	Y	0	1650
100038	13	N	 	 
100039	1	N	 	 
100039	2	N	 	 
100039	3	N	 	 
100039	4	N	 	 
100039	5	N	 	 
100039	6	N	 	 
100039	7	N	 	 
100039	8	N	 	 
100039	9	Y	6000	0
100039	10	N	 	 
100039	11	N	 	 
100039	12	N	 	 
100039	13	N	 	 
100041	1	N	 	 
100041	2	N	 	 
100041	3	N	 	 
100041	4	N	 	 
100041	5	N	 	 
100041	6	N	 	 
100041	7	N	 	 
100041	8	N	 	 
100041	9	N	 	 
100041	10	N	 	 
100041	11	N	 	 
100041	12	Y	2000	3700
100041	13	N	 	 
100042	1	N	 	 
100042	2	N	 	 
100042	3	N	 	 
100042	4	N	 	 
100042	5	N	 	 
100042	6	N	 	 
100042	7	N	 	 
100042	8	N	 	 
100042	9	N	 	 
100042	10	N	 	 
100042	11	N	 	 
100042	12	N	 	 
100042	13	N	 	 
100044	1	N	 	 
100044	2	N	 	 
100044	3	N	 	 
100044	4	N	 	 
100044	5	N	 	 
100044	6	N	 	 
100044	7	N	 	 
100044	8	N	 	 
100044	9	N	 	 
100044	10	N	 	 
100044	11	Y	3000	0
100044	12	N	 	 
100044	13	N	 	 
100046	1	N	 	 
100046	2	N	 	 
100046	3	N	 	 
100046	4	N	 	 
100046	5	N	 	 
100046	6	N	 	 
100046	7	N	 	 
100046	8	Y	0	2000
100046	9	Y	4800	4800
100046	10	N	 	 
100046	11	N	 	 
100046	12	N	 	 
100046	13	N	 	 
100047	1	N	 	 
100047	2	N	 	 
100047	3	N	 	 
100047	4	N	 	 
100047	5	N	 	 
100047	6	N	 	 
100047	7	N	 	 
100047	8	Y	400	1000
100047	9	N	 	 
100047	10	N	 	 
100047	11	N	 	 
100047	12	N	 	 
100047	13	N	 	 
100048	1	Y	504	0
100048	2	N	 	 
100048	3	N	 	 
100048	4	N	 	 
100048	5	N	 	 
100048	6	N	 	 
100048	7	N	 	 
100048	8	Y	0	1000
100048	9	N	 	 
100048	10	N	 	 
100048	11	N	 	 
100048	12	Y	2760	0
100048	13	N	 	 
100049	1	N	 	 
100049	2	N	 	 
100049	3	N	 	 
100049	4	N	 	 
100049	5	N	 	 
100049	6	N	 	 
100049	7	N	 	 
100049	8	N	 	 
100049	9	N	 	 
100049	10	N	 	 
100049	11	N	 	 
100049	12	N	 	 
100049	13	N	 	 
100050	1	N	 	 
100050	2	N	 	 
100050	3	N	 	 
100050	4	N	 	 
100050	5	N	 	 
100050	6	N	 	 
100050	7	N	 	 
100050	8	N	 	 
100050	9	N	 	 
100050	10	N	 	 
100050	11	N	 	 
100050	12	N	 	 
100050	13	N	 	 
100051	1	N	 	 
100051	2	N	 	 
100051	3	N	 	 
100051	4	N	 	 
100051	5	N	 	 
100051	6	N	 	 
100051	7	N	 	 
100051	8	N	 	 
100051	9	N	 	 
100051	10	N	 	 
100051	11	N	 	 
100051	12	N	 	 
100051	13	N	 	 
100052	1	N	 	 
100052	2	N	 	 
100052	3	N	 	 
100052	4	N	 	 
100052	5	N	 	 
100052	6	N	 	 
100052	7	N	 	 
100052	8	N	 	 
100052	9	N	 	 
100052	10	N	 	 
100052	11	N	 	 
100052	12	Y	16000	0
100052	13	N	 	 
100053	1	N	 	 
100053	2	N	 	 
100053	3	N	 	 
100053	4	N	 	 
100053	5	N	 	 
100053	6	N	 	 
100053	7	N	 	 
100053	8	N	 	 
100053	9	N	 	 
100053	10	N	 	 
100053	11	Y	500	0
100053	12	N	 	 
100053	13	N	 	 
100054	1	N	 	 
100054	2	N	 	 
100054	3	N	 	 
100054	4	N	 	 
100054	5	N	 	 
100054	6	N	 	 
100054	7	N	 	 
100054	8	N	 	 
100054	9	N	 	 
100054	10	N	 	 
100054	11	N	 	 
100054	12	N	 	 
100054	13	N	 	 
100055	1	N	 	 
100055	2	N	 	 
100055	3	N	 	 
100055	4	N	 	 
100055	5	N	 	 
100055	6	N	 	 
100055	7	N	 	 
100055	8	N	 	 
100055	9	N	 	 
100055	10	N	 	 
100055	11	N	 	 
100055	12	N	 	 
100055	13	N	 	 
100056	1	N	 	 
100056	2	N	 	 
100056	3	N	 	 
100056	4	N	 	 
100056	5	N	 	 
100056	6	N	 	 
100056	7	N	 	 
100056	8	N	 	 
100056	9	N	 	 
100056	10	N	 	 
100056	11	N	 	 
100056	12	Y	720	0
100056	13	N	 	 
100057	1	N	 	 
100057	2	N	 	 
100057	3	N	 	 
100057	4	N	 	 
100057	5	N	 	 
100057	6	N	 	 
100057	7	N	 	 
100057	8	Y	0	500
100057	9	N	 	 
100057	10	N	 	 
100057	11	N	 	 
100057	12	Y	9600	0
100057	13	N	 	 
100058	1	N	 	 
100058	2	N	 	 
100058	3	N	 	 
100058	4	N	 	 
100058	5	N	 	 
100058	6	N	 	 
100058	7	N	 	 
100058	8	N	 	 
100058	9	N	 	 
100058	10	Y	4000	750
100058	11	N	 	 
100058	12	N	 	 
100058	13	N	 	 
100059	1	N	 	 
100059	2	N	 	 
100059	3	N	 	 
100059	4	N	 	 
100059	5	N	 	 
100059	6	N	 	 
100059	7	N	 	 
100059	8	N	 	 
100059	9	N	 	 
100059	10	N	 	 
100059	11	N	 	 
100059	12	N	 	 
100059	13	N	 	 
100060	1	N	 	 
100060	2	N	 	 
100060	3	N	 	 
100060	4	N	 	 
100060	5	N	 	 
100060	6	N	 	 
100060	7	N	 	 
100060	8	N	 	 
100060	9	N	 	 
100060	10	N	 	 
100060	11	N	 	 
100060	12	Y	3600	0
100060	13	N	 	 
100061	1	N	 	 
100061	2	N	 	 
100061	3	N	 	 
100061	4	N	 	 
100061	5	N	 	 
100061	6	N	 	 
100061	7	N	 	 
100061	8	N	 	 
100061	9	N	 	 
100061	10	N	 	 
100061	11	N	 	 
100061	12	N	 	 
100061	13	N	 	 
100062	1	N	 	 
100062	2	N	 	 
100062	3	N	 	 
100062	4	N	 	 
100062	5	N	 	 
100062	6	N	 	 
100062	7	N	 	 
100062	8	N	 	 
100062	9	N	 	 
100062	10	N	 	 
100062	11	N	 	 
100062	12	N	 	 
100062	13	N	 	 
100064	1	N	 	 
100064	2	N	 	 
100064	3	N	 	 
100064	4	N	 	 
100064	5	N	 	 
100064	6	N	 	 
100064	7	N	 	 
100064	8	Y	0	300
100064	9	N	 	 
100064	10	N	 	 
100064	11	Y	10000	0
100064	12	N	 	 
100064	13	N	 	 
100065	1	N	 	 
100065	2	N	 	 
100065	3	N	 	 
100065	4	N	 	 
100065	5	N	 	 
100065	6	N	 	 
100065	7	N	 	 
100065	8	Y	11500	0
100065	9	N	 	 
100065	10	N	 	 
100065	11	Y	24000	0
100065	12	Y	18500	0
100065	13	N	 	 
100066	1	N	 	 
100066	2	N	 	 
100066	3	N	 	 
100066	4	N	 	 
100066	5	N	 	 
100066	6	N	 	 
100066	7	N	 	 
100066	8	N	 	 
100066	9	N	 	 
100066	10	N	 	 
100066	11	N	 	 
100066	12	Y	540000	0
100066	13	N	 	 
100067	1	N	 	 
100067	2	N	 	 
100067	3	N	 	 
100067	4	N	 	 
100067	5	N	 	 
100067	6	Y	0	860
100067	7	N	 	 
100067	8	N	 	 
100067	9	N	 	 
100067	10	N	 	 
100067	11	N	 	 
100067	12	N	 	 
100067	13	N	 	 
100068	1	N	 	 
100068	2	N	 	 
100068	3	N	 	 
100068	4	N	 	 
100068	5	N	 	 
100068	6	N	 	 
100068	7	N	 	 
100068	8	N	 	 
100068	9	N	 	 
100068	10	N	 	 
100068	11	N	 	 
100068	12	N	 	 
100068	13	N	 	 
100069	1	N	 	 
100069	2	N	 	 
100069	3	N	 	 
100069	4	N	 	 
100069	5	N	 	 
100069	6	N	 	 
100069	7	N	 	 
100069	8	N	 	 
100069	9	N	 	 
100069	10	N	 	 
100069	11	N	 	 
100069	12	N	 	 
100069	13	N	 	 
100070	1	Y	3000	0
100070	2	N	 	 
100070	3	N	 	 
100070	4	N	 	 
100070	5	N	 	 
100070	6	N	 	 
100070	7	N	 	 
100070	8	N	 	 
100070	9	N	 	 
100070	10	N	 	 
100070	11	N	 	 
100070	12	N	 	 
100070	13	N	 	 
100071	1	N	 	 
100071	2	N	 	 
100071	3	N	 	 
100071	4	Y	0	620
100071	5	N	 	 
100071	6	N	 	 
100071	7	N	 	 
100071	8	N	 	 
100071	9	N	 	 
100071	10	N	 	 
100071	11	N	 	 
100071	12	N	 	 
100071	13	N	 	 
100072	1	N	 	 
100072	2	N	 	 
100072	3	N	 	 
100072	4	N	 	 
100072	5	N	 	 
100072	6	N	 	 
100072	7	N	 	 
100072	8	N	 	 
100072	9	N	 	 
100072	10	N	 	 
100072	11	N	 	 
100072	12	N	 	 
100072	13	N	 	 
100073	1	N	 	 
100073	2	N	 	 
100073	3	N	 	 
100073	4	Y	2000	0
100073	5	N	 	 
100073	6	Y	0	1000
100073	7	N	 	 
100073	8	N	 	 
100073	9	N	 	 
100073	10	N	 	 
100073	11	Y	1500	0
100073	12	N	 	 
100073	13	N	 	 
100074	1	N	 	 
100074	2	N	 	 
100074	3	N	 	 
100074	4	N	 	 
100074	5	N	 	 
100074	6	N	 	 
100074	7	N	 	 
100074	8	Y	8000	3000
100074	9	N	 	 
100074	10	N	 	 
100074	11	N	 	 
100074	12	N	 	 
100074	13	N	 	 
100075	1	N	 	 
100075	2	N	 	 
100075	3	N	 	 
100075	4	N	 	 
100075	5	N	 	 
100075	6	N	 	 
100075	7	N	 	 
100075	8	N	 	 
100075	9	Y	9600	0
100075	10	N	 	 
100075	11	N	 	 
100075	12	N	 	 
100075	13	N	 	 
100076	1	N	 	 
100076	2	N	 	 
100076	3	N	 	 
100076	4	N	 	 
100076	5	N	 	 
100076	6	N	 	 
100076	7	N	 	 
100076	8	Y	2200	600
100076	9	N	 	 
100076	10	N	 	 
100076	11	N	 	 
100076	12	Y	4800	0
100076	13	N	 	 
100077	1	N	 	 
100077	2	N	 	 
100077	3	N	 	 
100077	4	N	 	 
100077	5	N	 	 
100077	6	N	 	 
100077	7	N	 	 
100077	8	Y	0	3600
100077	9	N	 	 
100077	10	N	 	 
100077	11	Y	320	0
100077	12	Y	0	15000
100077	13	N	 	 
100078	1	N	 	 
100078	2	N	 	 
100078	3	N	 	 
100078	4	N	 	 
100078	5	N	 	 
100078	6	N	 	 
100078	7	N	 	 
100078	8	N	 	 
100078	9	N	 	 
100078	10	N	 	 
100078	11	N	 	 
100078	12	N	 	 
100078	13	N	 	 
100079	1	N	 	 
100079	2	N	 	 
100079	3	N	 	 
100079	4	N	 	 
100079	5	N	 	 
100079	6	N	 	 
100079	7	N	 	 
100079	8	N	 	 
100079	9	N	 	 
100079	10	N	 	 
100079	11	N	 	 
100079	12	Y	0	800
100079	13	N	 	 
100080	1	N	 	 
100080	2	N	 	 
100080	3	N	 	 
100080	4	N	 	 
100080	5	N	 	 
100080	6	N	 	 
100080	7	N	 	 
100080	8	N	 	 
100080	9	N	 	 
100080	10	N	 	 
100080	11	N	 	 
100080	12	N	 	 
100080	13	N	 	 
100081	1	N	 	 
100081	2	N	 	 
100081	3	N	 	 
100081	4	N	 	 
100081	5	N	 	 
100081	6	Y	0	1068
100081	7	N	 	 
100081	8	N	 	 
100081	9	N	 	 
100081	10	N	 	 
100081	11	N	 	 
100081	12	N	 	 
100081	13	N	 	 
100082	1	N	 	 
100082	2	N	 	 
100082	3	N	 	 
100082	4	N	 	 
100082	5	N	 	 
100082	6	N	 	 
100082	7	N	 	 
100082	8	N	 	 
100082	9	N	 	 
100082	10	N	 	 
100082	11	N	 	 
100082	12	N	 	 
100082	13	N	 	 
100083	1	N	 	 
100083	2	N	 	 
100083	3	N	 	 
100083	4	N	 	 
100083	5	N	 	 
100083	6	N	 	 
100083	7	N	 	 
100083	8	N	 	 
100083	9	N	 	 
100083	10	N	 	 
100083	11	Y	3000	0
100083	12	N	 	 
100083	13	N	 	 
100084	1	N	 	 
100084	2	N	 	 
100084	3	N	 	 
100084	4	N	 	 
100084	5	N	 	 
100084	6	N	 	 
100084	7	N	 	 
100084	8	Y	2000	0
100084	9	N	 	 
100084	10	N	 	 
100084	11	N	 	 
100084	12	Y	0	4000
100084	13	N	 	 
100085	1	N	 	 
100085	2	N	 	 
100085	3	N	 	 
100085	4	N	 	 
100085	5	N	 	 
100085	6	N	 	 
100085	7	N	 	 
100085	8	N	 	 
100085	9	N	 	 
100085	10	N	 	 
100085	11	N	 	 
100085	12	N	 	 
100085	13	N	 	 
100086	1	N	 	 
100086	2	N	 	 
100086	3	N	 	 
100086	4	N	 	 
100086	5	N	 	 
100086	6	N	 	 
100086	7	N	 	 
100086	8	N	 	 
100086	9	N	 	 
100086	10	N	 	 
100086	11	N	 	 
100086	12	N	 	 
100086	13	Y	12000	0
100087	1	N	 	 
100087	2	N	 	 
100087	3	N	 	 
100087	4	N	 	 
100087	5	N	 	 
100087	6	Y	3570	0
100087	7	N	 	 
100087	8	N	 	 
100087	9	N	 	 
100087	10	N	 	 
100087	11	N	 	 
100087	12	N	 	 
100087	13	N	 	 
100088	1	N	 	 
100088	2	N	 	 
100088	3	N	 	 
100088	4	N	 	 
100088	5	N	 	 
100088	6	Y	0	500
100088	7	N	 	 
100088	8	Y	4000	0
100088	9	N	 	 
100088	10	Y	12000	1100
100088	11	N	 	 
100088	12	N	 	 
100088	13	N	 	 
100089	1	N	 	 
100089	2	N	 	 
100089	3	N	 	 
100089	4	N	 	 
100089	5	N	 	 
100089	6	N	 	 
100089	7	N	 	 
100089	8	N	 	 
100089	9	N	 	 
100089	10	N	 	 
100089	11	N	 	 
100089	12	N	 	 
100089	13	N	 	 
100090	1	N	 	 
100090	2	N	 	 
100090	3	N	 	 
100090	4	N	 	 
100090	5	N	 	 
100090	6	N	 	 
100090	7	N	 	 
100090	8	N	 	 
100090	9	N	 	 
100090	10	N	 	 
100090	11	Y	3000	0
100090	12	N	 	 
100090	13	N	 	 
100092	1	N	 	 
100092	2	N	 	 
100092	3	N	 	 
100092	4	N	 	 
100092	5	N	 	 
100092	6	N	 	 
100092	7	N	 	 
100092	8	N	 	 
100092	9	Y	1000	0
100092	10	N	 	 
100092	11	N	 	 
100092	12	N	 	 
100092	13	N	 	 
100093	1	Y	2400	0
100093	2	N	 	 
100093	3	N	 	 
100093	4	N	 	 
100093	5	N	 	 
100093	6	N	 	 
100093	7	N	 	 
100093	8	Y	4600	0
100093	9	N	 	 
100093	10	N	 	 
100093	11	N	 	 
100093	12	N	 	 
100093	13	N	 	 
100094	1	N	 	 
100094	2	N	 	 
100094	3	N	 	 
100094	4	N	 	 
100094	5	N	 	 
100094	6	N	 	 
100094	7	N	 	 
100094	8	N	 	 
100094	9	N	 	 
100094	10	N	 	 
100094	11	N	 	 
100094	12	N	 	 
100094	13	N	 	 
100095	1	N	 	 
100095	2	N	 	 
100095	3	N	 	 
100095	4	N	 	 
100095	5	N	 	 
100095	6	N	 	 
100095	7	N	 	 
100095	8	N	 	 
100095	9	N	 	 
100095	10	N	 	 
100095	11	N	 	 
100095	12	N	 	 
100095	13	N	 	 
100096	1	N	 	 
100096	2	N	 	 
100096	3	N	 	 
100096	4	Y	0	450
100096	5	N	 	 
100096	6	Y	0	1300
100096	7	N	 	 
100096	8	N	 	 
100096	9	N	 	 
100096	10	N	 	 
100096	11	Y	276	0
100096	12	N	 	 
100096	13	N	 	 
100098	1	N	 	 
100098	2	N	 	 
100098	3	N	 	 
100098	4	N	 	 
100098	5	N	 	 
100098	6	N	 	 
100098	7	Y	800	1000
100098	8	Y	1000	0
100098	9	N	 	 
100098	10	N	 	 
100098	11	N	 	 
100098	12	Y	0	11400
100098	13	N	 	 
100099	1	N	 	 
100099	2	N	 	 
100099	3	N	 	 
100099	4	N	 	 
100099	5	N	 	 
100099	6	N	 	 
100099	7	N	 	 
100099	8	N	 	 
100099	9	N	 	 
100099	10	N	 	 
100099	11	N	 	 
100099	12	N	 	 
100099	13	N	 	 
100100	1	N	 	 
100100	2	N	 	 
100100	3	N	 	 
100100	4	N	 	 
100100	5	N	 	 
100100	6	N	 	 
100100	7	N	 	 
100100	8	N	 	 
100100	9	N	 	 
100100	10	N	 	 
100100	11	N	 	 
100100	12	N	 	 
100100	13	N	 	 
110001	1	N	 	 
110001	2	N	 	 
110001	3	N	 	 
110001	4	N	 	 
110001	5	N	 	 
110001	6	N	 	 
110001	7	N	 	 
110001	8	Y	15000	0
110001	9	N	 	 
110001	10	N	 	 
110001	11	N	 	 
110001	12	Y	3000	0
110001	13	Y	2000	0
110002	1	N	 	 
110002	2	N	 	 
110002	3	N	 	 
110002	4	N	 	 
110002	5	N	 	 
110002	6	N	 	 
110002	7	N	 	 
110002	8	Y	5000	2000
110002	9	N	 	 
110002	10	N	 	 
110002	11	N	 	 
110002	12	N	 	 
110002	13	N	 	 
110003	1	N	 	 
110003	2	N	 	 
110003	3	N	 	 
110003	4	N	 	 
110003	5	N	 	 
110003	6	N	 	 
110003	7	N	 	 
110003	8	N	 	 
110003	9	N	 	 
110003	10	N	 	 
110003	11	N	 	 
110003	12	N	 	 
110003	13	N	 	 
110004	1	N	 	 
110004	2	N	 	 
110004	3	N	 	 
110004	4	N	 	 
110004	5	N	 	 
110004	6	N	 	 
110004	7	N	 	 
110004	8	N	 	 
110004	9	N	 	 
110004	10	N	 	 
110004	11	N	 	 
110004	12	N	 	 
110004	13	N	 	 
110005	1	N	 	 
110005	2	N	 	 
110005	3	N	 	 
110005	4	N	 	 
110005	5	N	 	 
110005	6	N	 	 
110005	7	N	 	 
110005	8	N	 	 
110005	9	N	 	 
110005	10	N	 	 
110005	11	N	 	 
110005	12	Y	2000	0
110005	13	N	 	 
110006	1	N	 	 
110006	2	N	 	 
110006	3	N	 	 
110006	4	N	 	 
110006	5	N	 	 
110006	6	N	 	 
110006	7	N	 	 
110006	8	N	 	 
110006	9	N	 	 
110006	10	Y	3000	0
110006	11	Y	2000	0
110006	12	N	 	 
110006	13	N	 	 
110007	1	N	 	 
110007	2	N	 	 
110007	3	N	 	 
110007	4	N	 	 
110007	5	Y	350	450
110007	6	N	 	 
110007	7	N	 	 
110007	8	N	 	 
110007	9	N	 	 
110007	10	N	 	 
110007	11	N	 	 
110007	12	N	 	 
110007	13	Y	500	0
110008	1	N	 	 
110008	2	N	 	 
110008	3	N	 	 
110008	4	N	 	 
110008	5	N	 	 
110008	6	Y	250	400
110008	7	N	 	 
110008	8	N	 	 
110008	9	N	 	 
110008	10	Y	10000	5000
110008	11	N	 	 
110008	12	N	 	 
110008	13	N	 	 
110009	1	N	 	 
110009	2	N	 	 
110009	3	N	 	 
110009	4	N	 	 
110009	5	N	 	 
110009	6	N	 	 
110009	7	N	 	 
110009	8	N	 	 
110009	9	N	 	 
110009	10	N	 	 
110009	11	N	 	 
110009	12	N	 	 
110009	13	N	 	 
110011	1	N	 	 
110011	2	N	 	 
110011	3	N	 	 
110011	4	N	 	 
110011	5	N	 	 
110011	6	N	 	 
110011	7	N	 	 
110011	8	N	 	 
110011	9	N	 	 
110011	10	N	 	 
110011	11	N	 	 
110011	12	N	 	 
110011	13	N	 	 
110012	1	N	 	 
110012	2	N	 	 
110012	3	N	 	 
110012	4	N	 	 
110012	5	N	 	 
110012	6	N	 	 
110012	7	N	 	 
110012	8	N	 	 
110012	9	N	 	 
110012	10	N	 	 
110012	11	N	 	 
110012	12	N	 	 
110012	13	N	 	 
110013	1	N	 	 
110013	2	N	 	 
110013	3	N	 	 
110013	4	N	 	 
110013	5	N	 	 
110013	6	N	 	 
110013	7	N	 	 
110013	8	Y	1000	0
110013	9	N	 	 
110013	10	N	 	 
110013	11	N	 	 
110013	12	N	 	 
110013	13	N	 	 
110014	1	N	 	 
110014	2	N	 	 
110014	3	N	 	 
110014	4	N	 	 
110014	5	N	 	 
110014	6	N	 	 
110014	7	N	 	 
110014	8	N	 	 
110014	9	N	 	 
110014	10	N	 	 
110014	11	N	 	 
110014	12	N	 	 
110014	13	N	 	 
110015	1	N	 	 
110015	2	Y	65000	2000
110015	3	N	 	 
110015	4	N	 	 
110015	5	N	 	 
110015	6	N	 	 
110015	7	N	 	 
110015	8	N	 	 
110015	9	N	 	 
110015	10	N	 	 
110015	11	N	 	 
110015	12	N	 	 
110015	13	N	 	 
110016	1	N	 	 
110016	2	N	 	 
110016	3	N	 	 
110016	4	N	 	 
110016	5	N	 	 
110016	6	N	 	 
110016	7	N	 	 
110016	8	Y	1000	0
110016	9	N	 	 
110016	10	N	 	 
110016	11	N	 	 
110016	12	N	 	 
110016	13	N	 	 
110017	1	N	 	 
110017	2	N	 	 
110017	3	N	 	 
110017	4	N	 	 
110017	5	N	 	 
110017	6	N	 	 
110017	7	N	 	 
110017	8	N	 	 
110017	9	N	 	 
110017	10	N	 	 
110017	11	N	 	 
110017	12	Y	125000	0
110017	13	N	 	 
110019	1	N	 	 
110019	2	N	 	 
110019	3	N	 	 
110019	4	N	 	 
110019	5	N	 	 
110019	6	N	 	 
110019	7	N	 	 
110019	8	N	 	 
110019	9	N	 	 
110019	10	N	 	 
110019	11	N	 	 
110019	12	N	 	 
110019	13	N	 	 
110020	1	N	 	 
110020	2	N	 	 
110020	3	N	 	 
110020	4	N	 	 
110020	5	N	 	 
110020	6	N	 	 
110020	7	N	 	 
110020	8	N	 	 
110020	9	N	 	 
110020	10	N	 	 
110020	11	N	 	 
110020	12	N	 	 
110020	13	N	 	 
110021	1	N	 	 
110021	2	N	 	 
110021	3	N	 	 
110021	4	N	 	 
110021	5	N	 	 
110021	6	N	 	 
110021	7	N	 	 
110021	8	N	 	 
110021	9	N	 	 
110021	10	N	 	 
110021	11	N	 	 
110021	12	N	 	 
110021	13	Y	3000	1000
110022	1	N	 	 
110022	2	N	 	 
110022	3	N	 	 
110022	4	N	 	 
110022	5	N	 	 
110022	6	N	 	 
110022	7	N	 	 
110022	8	N	 	 
110022	9	N	 	 
110022	10	N	 	 
110022	11	N	 	 
110022	12	N	 	 
110022	13	N	 	 
110023	1	N	 	 
110023	2	N	 	 
110023	3	N	 	 
110023	4	N	 	 
110023	5	N	 	 
110023	6	N	 	 
110023	7	N	 	 
110023	8	N	 	 
110023	9	N	 	 
110023	10	N	 	 
110023	11	N	 	 
110023	12	Y	10000	0
110023	13	N	 	 
110024	1	N	 	 
110024	2	N	 	 
110024	3	N	 	 
110024	4	N	 	 
110024	5	N	 	 
110024	6	N	 	 
110024	7	N	 	 
110024	8	N	 	 
110024	9	N	 	 
110024	10	N	 	 
110024	11	N	 	 
110024	12	N	 	 
110024	13	N	 	 
110025	1	N	 	 
110025	2	N	 	 
110025	3	N	 	 
110025	4	N	 	 
110025	5	N	 	 
110025	6	N	 	 
110025	7	N	 	 
110025	8	N	 	 
110025	9	N	 	 
110025	10	N	 	 
110025	11	N	 	 
110025	12	N	 	 
110025	13	N	 	 
110026	1	N	 	 
110026	2	N	 	 
110026	3	N	 	 
110026	4	Y	0	80
110026	5	N	 	 
110026	6	N	 	 
110026	7	N	 	 
110026	8	N	 	 
110026	9	N	 	 
110026	10	N	 	 
110026	11	N	 	 
110026	12	N	 	 
110026	13	N	 	 
110027	1	N	 	 
110027	2	N	 	 
110027	3	N	 	 
110027	4	N	 	 
110027	5	N	 	 
110027	6	N	 	 
110027	7	N	 	 
110027	8	N	 	 
110027	9	N	 	 
110027	10	N	 	 
110027	11	N	 	 
110027	12	Y	0	10000
110027	13	N	 	 
110028	1	N	 	 
110028	2	N	 	 
110028	3	N	 	 
110028	4	N	 	 
110028	5	N	 	 
110028	6	N	 	 
110028	7	N	 	 
110028	8	N	 	 
110028	9	N	 	 
110028	10	N	 	 
