CHILDCODE	LIDR4	GAVCRDR5	WHORCVR5	TKEOUTR5	LOANMTR5	LOANYRR5	AMTCRDR5	INTRTR5	AMTINTR5	FINPAYR5	PYTIMER5	NOBACKR5
120044	1	7	2	19	77	2008	1700	-77	2000	0	 	 
120045	1	10	1	15	12	2008	200	0	 	1	1	 
120045	2	1	1	1	11	2008	1400	-77	1600	1	1	 
120045	3	10	1	1	11	2008	600	0	 	1	1	 
120046	1	10	1	2	9	2008	500	0	 	0	 	 
120047	1	8	1	14	4	2008	4000	0	 	1	1	 
120047	2	8	1	10	2	2007	8000	0	 	1	1	 
120048	1	8	2	4	4	2008	600	0	 	1	1	 
120049	1	10	1	2	11	2008	100	0	 	0	 	 
120050	1	5	1	1	11	2008	700	0	 	1	1	 
120052	1	10	3	3	5	2009	10000	0	 	0	 	 
120052	2	10	3	3	1	2009	5000	0	 	1	1	 
120054	1	8	2	19	4	2008	500	0	 	1	1	 
120054	2	10	2	19	5	2007	300	0	 	1	1	 
120056	1	8	1	2	12	2008	2000	0	 	1	1	 
120056	2	8	1	12	5	2008	5000	0	 	1	1	 
120056	3	6	1	1	12	2007	1050	150	 	0	 	 
120056	4	2	1	1	10	2007	630	16	 	1	1	 
120056	5	8	2	10	4	2007	2500	0	 	1	1	 
120056	6	2	1	1	10	2006	630	16	 	1	1	 
120058	1	3	2	19	10	2007	1000	150	 	1	0	6
120058	2	10	2	2	1	2009	130	0	 	1	1	 
120061	1	8	1	2	11	2008	5000	0	 	0	 	 
120061	2	2	1	1	10	2009	1500	16	 	0	 	 
120061	3	8	1	2	11	2007	5000	0	 	0	 	 
120061	4	2	1	1	9	2007	1112	16	 	1	1	 
120061	5	10	1	2	11	2006	7000	0	 	0	 	 
120061	6	2	1	1	9	2006	1312	16	 	1	1	 
120063	1	8	1	10	11	2008	8500	0	 	0	 	 
120063	2	10	1	2	11	2008	5000	0	 	0	 	 
120063	3	2	1	1	11	2008	1100	16	 	0	 	 
120064	1	7	2	19	7	2008	2000	15	 	1	1	 
120064	2	7	2	19	7	2007	1500	15	 	1	1	 
120066	1	10	2	2	1	2009	500	0	 	0	 	 
120066	2	10	2	2	3	2008	1000	0	 	1	1	 
120066	3	10	2	2	2	2007	500	0	 	0	 	 
120067	1	8	2	1	10	2007	600	0	 	1	1	 
120068	1	10	1	2	9	2007	250	0	 	1	1	 
120069	1	8	1	8	1	2009	2000	0	 	1	1	 
120069	2	10	1	2	2	2009	500	0	 	0	 	 
120070	1	10	1	2	1	2008	2000	0	 	1	1	 
120070	2	10	1	1	10	2008	3000	0	 	0	 	 
120071	1	8	2	19	2	2007	300	0	 	1	1	 
120072	1	8	1	2	1	2009	400	0	 	0	 	 
120072	2	8	1	19	8	2008	350	0	 	1	1	 
120073	1	10	6	2	1	2009	200	0	 	1	1	 
120073	2	10	6	2	1	2009	200	0	 	0	 	 
120074	1	10	1	1	12	2008	700	0	 	1	1	 
120075	1	8	1	2	1	2009	5000	0	 	1	1	 
120075	2	8	1	1	4	2008	700	0	 	1	1	 
120076	1	10	2	2	1	2009	200	0	 	0	 	 
120076	2	10	2	2	11	2008	200	0	 	1	1	 
120076	3	2	1	1	11	2008	2500	16	 	0	 	 
120077	1	8	0	2	2	2007	300	0	 	1	1	 
120077	2	10	15	19	6	2008	1000	0	 	0	 	 
120077	3	10	6	1	4	2009	6000	0	 	0	 	 
120078	1	10	1	2	4	2007	1500	0	 	1	0	11
120078	2	8	1	6	10	2008	700	0	 	0	 	 
120079	1	7	1	7	11	2007	500	-77	-77	0	 	 
120081	1	8	2	7	10	2008	200	0	 	0	 	 
120082	1	10	2	19	1	2009	5000	0	 	0	 	 
120082	2	10	2	19	1	2009	700	0	 	1	1	 
120082	3	10	2	19	11	2008	200	0	 	1	1	 
120082	4	10	2	19	10	2008	500	0	 	1	1	 
120082	5	10	1	8	8	2007	1300	0	 	1	1	 
120082	6	10	1	8	8	2007	700	0	 	1	1	 
120084	1	8	1	10	11	2008	2700	0	 	0	 	 
120085	1	1	1	8	7	18000	2008	0	 	1	1	 
120087	1	8	1	7	7	2008	2500	0	 	0	 	 
120088	1	8	1	10	11	2009	15000	0	 	1	1	 
120090	1	10	1	1	1	2009	300	0	 	0	 	 
120090	2	2	1	1	11	2008	270	16	 	0	 	 
120090	3	10	2	2	1	2008	120	0	 	1	1	 
120091	1	8	20	40	3	2008	20000	0	 	0	 	 
120091	2	10	20	1	3	2009	1000	0	 	0	 	 
120093	1	8	1	2	1	2009	1000	0	 	0	 	 
120094	1	10	2	8	1	2009	500	0	 	1	1	 
120094	2	10	2	2	4	2007	500	0	 	0	 	 
120098	1	1	1	1	8	2008	1000	-77	-77	0	 	 
120099	1	8	1	18	1	2009	2500	0	 	0	 	 
120099	2	5	2	10	10	2007	1200	-77	1270	1	1	 
120100	1	10	1	2	2	2009	100	0	 	0	 	 
120100	2	10	1	2	1	2009	300	0	 	1	1	 
130002	1	10	2	2	3	2008	1500	0	 	0	 	 
130002	2	7	2	19	1	2006	1300	-77	230	1	1	 
130004	1	10	2	7	3	2008	3000	0	 	1	1	 
130004	2	15	2	4	2	2009	2000	-77	600	0	 	 
130004	3	15	2	4	9	2008	1000	-77	240	1	1	 
130004	4	15	2	4	4	2007	500	-77	180	1	1	 
130004	5	15	2	15	4	2006	500	-77	180	1	1	 
130004	6	10	2	2	77	2008	250	0	 	0	 	 
130004	7	10	2	2	77	2008	100	0	 	0	 	 
130005	1	7	1	19	5	2008	10000	10	 	1	1	 
130007	1	10	1	7	2	2008	5000	0	 	0	 	 
130007	2	10	1	7	2	2008	5000	0	 	0	 	 
130007	3	10	1	8	2	2008	3000	0	 	0	 	 
130007	4	15	2	18	2	2009	3000	-77	720	0	 	 
130007	5	5	1	7	2	2009	1500	-77	600	0	 	 
130007	6	15	2	7	1	2008	700	-77	250	1	1	 
130007	7	15	2	2	1	2007	500	-77	150	1	1	 
130008	1	10	1	8	8	2008	1000	0	 	0	 	 
130008	2	10	1	2	7	2008	200	0	 	1	1	 
130010	1	10	1	2	1	2009	600	0	 	1	1	 
130010	2	10	2	2	2	2008	400	0	 	1	1	 
130011	1	10	3	2	8	2008	2000	0	 	0	 	 
130011	2	10	3	3	1	2009	500	0	 	1	1	 
130013	1	8	1	3	2	2009	3000	0	 	0	 	 
130013	2	8	2	3	1	2009	2600	0	 	0	 	 
130013	3	7	1	1	10	2008	2400	15	 	0	 	 
130014	1	7	2	19	7	2007	4000	16	 	1	1	 
130014	2	7	2	19	5	2008	4000	16	 	0	 	 
130015	1	15	8	4	11	2007	1000	-77	240	1	1	 
130015	2	15	8	4	10	2008	650	-77	120	0	 	 
130015	3	15	8	2	11	2006	500	-77	120	1	1	 
130015	4	10	9	2	1	2009	500	0	 	0	 	 
130017	1	8	2	10	7	2008	5000	0	 	0	 	 
130017	2	10	2	19	3	2009	700	0	 	0	 	 
130017	3	15	2	19	8	2008	500	-77	250	0	 	 
130017	4	10	2	19	3	2009	300	0	 	1	1	 
130018	1	10	1	4	1	2009	300	0	 	1	1	 
130021	1	10	1	2	77	2008	500	0	 	1	1	 
130021	2	10	1	2	77	2008	400	0	 	0	 	 
130021	3	10	1	17	3	2009	300	0	 	0	 	 
130022	1	8	1	16	11	2007	2500	0	 	1	1	 
130022	2	5	1	16	11	2007	2000	-77	200	1	1	 
130022	3	10	2	16	11	2007	520	0	 	1	1	 
130022	4	15	2	2	1	2008	100	-77	20	0	 	 
130023	1	5	2	2	1	2009	2000	-77	120	0	 	 
130023	2	5	2	4	12	2008	1000	-77	100	1	1	 
130023	3	10	2	7	2	2009	630	0	 	0	 	 
130023	4	10	2	2	4	2006	560	0	 	1	1	 
130023	5	10	2	2	3	2009	130	0	 	0	 	 
130023	6	10	2	2	1	2008	100	0	 	1	1	 
130025	1	7	15	8	11	2008	14000	15	 	1	1	 
130025	2	5	2	3	10	2008	1000	5	 	0	 	 
130027	1	10	2	19	77	2008	800	0	 	1	1	 
130029	1	10	2	2	2	2009	400	0	 	0	 	 
130030	1	9	2	7	7	2008	100	0	 	1	1	 
130031	1	10	2	10	5	2007	35000	0	 	1	1	 
130032	1	7	2	19	7	2006	7000	-77	650	0	 	 
130032	2	10	2	2	3	2009	4000	0	 	0	 	 
130032	3	10	2	7	4	2009	1000	0	 	0	 	 
130033	1	10	1	3	11	2008	3000	0	 	0	 	 
130033	2	10	2	2	2	2009	400	0	 	0	 	 
130034	1	10	3	3	1	2009	500	0	 	1	1	 
130035	1	8	1	7	12	2008	5000	0	 	1	1	 
130035	2	10	1	2	77	2006	5000	0	 	1	1	 
130035	3	10	2	19	6	2006	5000	0	 	1	1	 
130035	4	10	2	19	3	2007	3000	0	 	0	 	 
130035	5	5	2	19	12	2008	1000	-77	240	0	 	 
130035	6	5	2	19	77	2007	800	-77	120	1	1	 
130036	1	10	2	19	2	2008	3000	-77	350	0	 	 
130036	2	6	2	19	1	2009	200	10	 	0	 	 
130036	3	6	2	2	4	2008	300	10	 	1	1	 
130036	4	10	2	19	8	2006	1000	-77	200	1	1	 
130039	1	6	2	19	3	2009	300	-77	15	0	 	 
130039	2	6	2	19	2	2008	200	-77	10	1	1	 
130040	1	6	3	19	4	2008	1000	15	 	0	 	 
130040	2	10	3	7	3	2009	700	0	 	0	 	 
130041	1	10	1	19	4	2009	2000	0	 	1	1	 
130041	2	10	1	19	8	2007	5000	0	 	1	1	 
130041	3	10	1	19	10	2006	1500	0	 	1	1	 
130043	1	8	1	19	1	2009	5000	0	 	0	 	 
130043	2	10	1	19	2	2008	1000	0	 	1	1	 
130043	3	10	2	19	77	2008	200	0	 	1	1	 
130044	1	7	1	19	1	2008	70000	15	 	1	1	 
130044	2	7	1	19	3	2007	50000	15	 	1	1	 
130044	3	15	2	19	2	2009	2000	-77	300	0	 	 
130044	4	15	2	19	9	2008	1500	-77	225	1	1	 
130044	5	10	2	2	3	2009	1000	0	 	1	1	 
130044	6	15	2	19	6	2007	1000	-77	150	1	1	 
130044	7	15	2	19	4	2006	700	-77	105	1	1	 
130046	1	10	1	3	1	2009	1000	0	 	0	 	 
130047	1	10	2	3	8	2008	300	0	 	0	 	 
130048	1	7	1	8	11	2008	10000	6	 	0	 	 
130048	2	7	1	8	11	2007	8000	6	 	1	1	 
130048	3	7	1	8	11	2006	5000	6	 	1	1	 
130048	4	8	1	8	5	2008	3000	0	 	0	 	 
130048	5	8	1	16	1	2007	3000	0	 	1	1	 
130048	6	8	1	16	1	2009	1000	0	 	0	 	 
130048	7	5	1	2	2	2009	1000	0	 	0	 	 
130048	8	8	5	7	4	2008	1000	0	 	1	1	 
130048	9	10	2	17	5	2006	1000	0	 	1	1	 
130048	10	10	2	7	77	2007	600	0	 	1	1	 
130048	11	10	2	7	4	2009	500	0	 	0	 	 
130048	12	10	2	7	77	2007	400	0	 	1	1	 
130048	13	10	2	2	11	2008	300	0	 	1	1	 
130049	1	6	2	1	5	2008	1600	13	 	1	1	 
130050	1	6	2	19	2	2009	1200	20	 	0	 	 
130050	2	6	2	19	4	2008	700	20	 	1	1	 
130050	3	6	2	19	2	2007	500	20	 	1	1	 
130052	1	10	1	2	10	2008	2000	0	 	1	1	 
130053	1	8	2	7	1	2009	500	0	 	0	 	 
130057	1	6	17	3	10	2008	1500	5	 	0	 	 
130058	1	5	1	8	10	2007	10000	-77	1250	1	1	 
130058	2	5	1	16	5	2008	5000	0	 	1	1	 
130058	3	5	1	2	1	2007	3000	0	 	1	1	 
130058	4	5	1	16	12	2006	3000	-77	450	1	1	 
130058	5	5	1	16	1	2009	2500	0	 	0	 	 
130058	6	5	1	16	1	2006	1500	0	 	1	1	 
130058	7	10	1	16	2	2009	1000	0	 	1	1	 
130058	8	10	2	15	12	2008	400	0	 	1	1	 
130058	9	10	1	2	8	2008	400	0	 	1	1	 
130058	10	10	1	2	4	2008	300	0	 	1	1	 
130058	11	10	2	2	1	2009	200	0	 	1	1	 
130058	12	10	2	2	3	2009	170	0	 	1	1	 
130059	1	1	2	1	11	2008	1600	15	 	0	 	 
130060	1	1	1	1	9	2008	1150	15	 	0	 	 
130060	2	7	2	2	4	2008	600	60	 	1	1	 
130060	3	10	2	2	1	2008	800	0	 	1	1	 
130062	1	1	1	1	11	2008	1050	15	 	1	1	 
130062	2	10	2	2	1	2008	700	0	 	0	 	 
130062	3	6	2	19	4	2007	300	10	 	1	1	 
130063	1	10	1	8	12	2008	3000	0	 	0	 	 
130064	1	5	1	2	1	2008	2400	0	 	1	1	 
130064	2	5	1	2	1	2007	2400	0	 	1	1	 
130064	3	5	1	2	1	2006	2400	0	 	1	1	 
130064	4	5	1	2	1	2009	1000	0	 	1	1	 
130064	5	10	2	2	1	2008	400	0	 	0	 	 
130064	6	10	2	2	3	2009	120	0	 	0	 	 
130066	1	10	3	4	6	2008	400	0	 	1	1	 
130066	2	10	3	4	2	2007	1200	0	 	1	1	 
130066	3	10	3	2	1	2009	500	0	 	0	 	 
130070	1	10	1	1	3	2008	3000	0	 	1	1	 
130071	1	6	1	41	1	2008	100000	-77	5700	0	 	 
130071	2	10	1	41	3	2009	50000	0	 	0	 	 
130071	3	10	2	7	5	2008	5000	0	 	0	 	 
130071	4	10	2	7	5	2008	5000	0	 	0	 	 
130071	5	10	1	7	4	2009	3500	0	 	0	 	 
130071	6	10	1	7	4	2009	3500	0	 	0	 	 
130071	7	10	2	17	6	2008	3000	0	 	0	 	 
130071	8	10	2	7	4	2009	1000	0	 	0	 	 
130071	9	10	2	7	4	2009	1000	0	 	0	 	 
130071	10	10	2	7	3	2009	1000	0	 	0	 	 
130071	11	10	2	7	4	2009	1000	0	 	0	 	 
130071	12	10	2	16	1	2009	1000	0	 	0	 	 
130071	13	10	2	16	1	2008	1000	0	 	1	1	 
130071	14	10	2	16	1	2007	1000	0	 	1	1	 
130071	15	10	2	7	4	2009	200	0	 	0	 	 
130073	1	10	2	4	1	2008	300	0	 	1	1	 
130075	1	10	3	19	3	2008	10000	-77	1000	0	 	 
130079	1	6	2	19	2	2009	200	2	 	0	 	 
130079	2	10	2	4	6	2008	1500	0	 	0	 	 
130079	3	10	2	19	11	2007	700	0	 	0	 	 
130080	1	7	2	3	7	2008	50000	15	 	0	 	 
130081	1	1	1	1	9	2008	1600	15	 	0	 	 
130082	1	9	1	2	1	2009	300	0	 	0	 	 
130083	1	8	1	2	7	2008	2000	0	 	1	1	 
130083	2	1	1	1	6	2008	1460	15	 	0	 	 
130086	1	10	2	19	2	2009	1000	0	 	0	 	 
130086	2	6	2	19	6	2008	200	10	 	0	 	 
130086	3	8	1	10	3	2007	5400	0	 	1	1	 
130087	1	6	2	2	6	2008	200	2	 	0	 	 
130087	2	6	2	2	11	2007	300	2	 	1	1	 
130087	3	10	1	1	4	2007	800	0	 	1	1	 
130090	1	10	1	10	77	2007	6000	0	 	0	 	 
130090	2	10	2	2	77	2008	660	0	 	0	 	 
130090	3	9	2	2	77	2008	600	0	 	0	 	 
130090	4	10	2	2	77	2006	600	0	 	1	1	 
130090	5	10	2	10	77	2007	400	0	 	0	 	 
130091	1	8	1	3	2	2009	3000	0	 	0	 	 
130092	1	1	17	1	11	2008	1050	-77	0	0	 	 
130093	1	10	2	2	4	2007	600	0	 	1	1	 
130094	1	13	2	10	12	2008	300	0	 	1	1	 
130096	1	9	2	7	11	2008	200	0	 	1	1	 
130096	2	9	2	7	1	2009	300	0	 	1	1	 
130097	1	6	2	19	3	2009	1200	10	 	0	 	 
130097	2	6	2	19	3	2008	1000	10	 	1	1	 
130097	3	6	2	19	3	2008	800	10	 	1	1	 
130098	1	11	2	19	10	2008	1000	10	 	0	 	 
130098	2	10	2	2	1	2007	400	0	 	1	1	 
130100	1	8	2	2	11	2008	500	0	 	1	1	 
140001	1	13	2	8	1	2007	60340	7	 	0	 	 
140002	1	10	2	3	1	2006	1000	0	 	1	1	 
140002	2	4	2	3	1	2009	1000	10	 	0	 	 
140003	1	10	2	3	4	2006	500	0	 	1	1	 
140003	2	10	2	2	2	2007	330	0	 	1	1	 
140003	3	10	2	41	5	2008	400	0	 	1	1	 
140004	1	10	2	10	5	2008	3000	0	 	0	 	 
140004	2	8	5	16	2	2009	200	0	 	0	 	 
140006	1	13	1	8	11	2006	3000	0	 	0	 	 
140006	2	10	2	4	10	2008	1000	0	 	0	 	 
140006	3	10	2	7	2	2009	500	0	 	0	 	 
140010	1	10	2	2	1	2009	600	0	 	0	 	 
140010	2	10	2	2	1	2008	400	0	 	0	 	 
140010	3	10	2	2	77	2007	600	0	 	1	1	 
140011	1	7	1	41	2	2008	20000	12	 	0	 	 
140011	2	7	2	2	12	2008	5000	12	 	0	 	 
140011	3	10	2	7	2	2009	2000	0	 	0	 	 
140012	1	13	2	13	1	2008	5000	0	 	0	 	 
140015	1	7	1	2	11	2008	14000	15	 	0	 	 
140016	1	2	1	8	7	2007	50000	3500	 	0	 	 
140016	2	13	1	16	2	2008	10000	200	 	0	 	 
140017	1	15	2	1	4	2007	4000	0	 	1	1	 
140023	1	7	3	7	12	2008	3000	10	 	0	 	 
140023	2	8	3	10	1	2009	3000	0	 	0	 	 
140023	3	10	3	7	12	2008	1000	0	 	1	1	 
140024	1	15	5	2	4	2008	1000	4	 	1	1	 
140024	2	15	5	3	2	2009	5000	4	 	0	 	 
140026	1	7	3	4	4	2007	8000	0	 	1	1	 
140028	1	13	2	2	1	2007	500	0	 	1	1	 
140028	2	13	2	2	7	2007	850	0	 	1	1	 
140034	1	10	1	3	4	2008	3000	0	 	0	 	 
140034	2	10	1	16	2	2009	2000	0	 	0	 	 
140037	1	9	3	17	1	2009	1000	10	 	0	 	 
140037	2	10	3	2	7	2008	500	0	 	1	1	 
140038	1	15	2	2	3	2007	600	5	 	1	1	 
140038	2	10	2	2	6	2008	300	0	 	1	1	 
140039	1	10	1	10	8	2008	300	0	 	0	 	 
140040	1	2	2	19	5	2006	4000	105	 	1	1	 
140040	2	2	2	13	6	2007	3000	105	 	1	1	 
140040	3	2	2	19	7	2008	2000	105	 	0	 	 
140040	4	6	2	19	8	2008	250	0	 	1	1	 
140042	1	4	0	2	4	2007	1500	4	 	0	 	 
140042	2	8	4	15	2	2008	150	0	 	1	0	5
140045	1	2	1	10	77	2007	3000	5	 	0	 	 
140047	1	2	1	7	77	2008	3000	0	 	1	1	 
140048	1	6	1	15	1	2008	350	0	 	1	1	 
140048	2	6	1	2	4	2008	700	0	 	1	1	 
140048	3	6	1	2	10	2008	120	0	 	1	1	 
140049	1	6	1	1	11	2008	1300	0	 	1	0	11
140051	1	13	1	15	12	2007	5000	670	 	1	1	 
140051	2	13	1	15	12	2008	5000	670	 	0	 	 
140051	3	13	1	2	1	2009	6000	670	 	0	 	 
140051	4	13	16	15	12	2007	4596	183	 	0	 	 
140052	1	13	3	13	6	2008	500	0	 	1	1	 
140053	1	10	1	3	8	2007	150	0	 	1	1	 
140053	2	8	2	3	4	2008	200	0	 	1	1	 
140055	1	2	13	19	2	2008	2000	-77	320	0	 	 
140055	2	10	13	2	10	2008	1300	0	 	0	 	 
140056	1	2	1	2	2	2007	20000	10	 	0	 	 
140058	1	8	1	8	4	2007	15000	0	 	0	 	 
140058	2	7	2	8	5	2006	35000	10	 	0	 	 
140060	1	10	2	2	4	2007	500	0	 	1	1	 
140060	2	8	16	8	3	2008	8000	0	 	0	 	 
140060	3	4	11	15	5	2008	450	0	 	1	1	 
140060	4	8	2	4	1	2009	300	0	 	0	 	 
140061	1	10	9	10	77	2006	500	0	 	1	1	 
140061	2	10	9	10	77	2007	600	0	 	1	1	 
140061	3	10	9	10	77	2008	1000	0	 	1	1	 
140063	1	9	1	2	1	2006	600	5	 	1	1	 
140063	2	9	1	2	4	2006	600	5	 	1	1	 
140063	3	9	1	2	8	2006	600	5	 	1	1	 
140063	4	9	1	2	1	2007	600	5	 	1	1	 
140063	5	9	1	2	4	2007	600	5	 	1	1	 
140063	6	9	1	2	8	2007	600	5	 	1	1	 
140063	7	9	1	2	1	2008	600	5	 	1	1	 
140063	8	9	1	2	4	2008	600	5	 	1	1	 
140063	9	9	1	2	8	2008	600	5	 	1	1	 
140063	10	9	1	2	1	2009	600	5	 	0	 	 
140065	1	6	2	19	4	2007	6000	0	 	1	1	 
140065	2	6	2	19	9	2007	7000	0	 	1	1	 
140065	3	6	2	19	5	2008	7500	0	 	1	1	 
140065	4	6	2	19	12	2008	6000	0	 	0	 	 
140066	1	2	2	3	2	2008	900	10	 	0	 	 
140067	1	10	1	17	4	2007	2000	0	 	1	1	 
140067	2	10	1	2	5	2007	200	0	 	1	1	 
140067	3	13	1	7	6	2008	6000	0	 	0	 	 
140068	1	10	3	2	4	2008	500	0	 	1	1	 
140068	2	13	2	15	2	2009	1000	0	 	0	 	 
140069	1	6	2	15	2	2008	2000	3	 	1	1	 
140069	2	10	2	4	5	2008	500	0	 	1	0	12
140069	3	10	1	2	1	2007	400	0	 	1	1	 
140070	1	2	2	3	8	2006	2000	35	 	1	1	 
140070	2	2	2	3	8	2007	2000	35	 	1	1	 
140070	3	2	2	3	8	2008	2000	35	 	0	 	 
140071	1	5	4	19	3	2007	1500	25	 	0	 	 
140072	1	2	2	7	4	2008	500	10	 	0	 	 
140072	2	2	2	7	1	2008	300	10	 	1	1	 
140073	1	2	2	4	77	2007	1000	25	 	0	 	 
140073	2	6	2	2	12	2008	780	0	 	0	 	 
140076	1	7	1	8	5	2007	50000	12	 	0	 	 
140077	1	10	3	3	1	2009	1000	0	 	1	1	 
140077	2	10	3	3	10	2008	500	0	 	1	1	 
140077	3	10	3	3	11	2008	800	0	 	1	1	 
140080	1	5	1	10	1	2009	13000	0	 	0	 	 
140080	2	10	1	16	9	2007	30000	0	 	0	 	 
140082	1	10	1	18	9	2006	520000	80000	 	1	0	11
140082	2	10	1	18	77	2006	70000	0	 	1	1	 
140083	1	10	2	7	3	2007	3000	0	 	0	 	 
140083	2	10	0	7	3	2007	2000	0	 	0	 	 
140083	3	8	2	7	4	2007	3500	0	 	0	 	 
140083	4	10	2	2	2	2009	700	0	 	0	 	 
140083	5	10	2	10	1	2009	300	0	 	0	 	 
140084	1	2	1	8	77	2006	10000	0	 	0	 	 
140085	1	5	1	2	1	2009	450	0	 	1	1	 
140085	2	7	7	4	7	2008	8000	0	 	0	 	 
140090	1	12	7	19	6	2007	4400	0	 	0	 	 
140090	2	6	7	1	8	2008	3600	-77	340	0	 	 
140092	1	10	16	3	6	2007	400	0	 	1	1	 
140092	2	10	16	2	12	2008	500	0	 	1	1	 
140092	3	7	3	8	12	2008	50000	15	 	0	 	 
140093	1	7	6	8	77	2006	35000	10000	 	1	1	 
140094	1	2	2	15	1	2007	2000	5	 	1	1	 
140094	2	10	1	2	6	2008	300	0	 	1	1	 
140094	3	10	1	2	2	2009	700	0	 	0	 	 
140098	1	5	2	3	7	2008	1500	-77	-77	0	 	 
150001	1	8	1	2	2	2009	60	0	 	0	 	 
150001	2	10	1	15	1	2009	200	0	 	0	 	 
150004	1	8	2	2	5	2007	300	0	 	0	 	 
150005	1	8	1	2	4	2007	600	0	 	1	1	 
150006	1	10	2	6	11	2007	1000	0	 	1	1	 
150011	1	7	9	15	7	2008	4000	18	 	0	 	 
150011	2	13	8	8	10	2007	8922	5.19999980926514	 	0	 	 
150011	3	7	8	8	8	2007	8000	18	 	1	1	 
150014	1	1	1	1	7	2007	1000	0	 	1	1	 
150014	2	8	1	2	4	2008	600	0	 	1	1	 
150016	1	7	1	1	8	2006	432	-77	489	1	1	 
150016	2	7	1	1	7	2008	200	-77	224	1	1	 
150017	1	10	1	1	3	2008	2000	0	 	1	1	 
150017	2	1	1	1	9	2008	1100	12	 	0	 	 
150017	3	1	1	1	10	2007	464	12	 	1	1	 
150017	4	8	1	1	7	2009	1000	0	 	1	1	 
150019	1	10	1	2	12	2008	300	0	 	1	1	 
150019	2	8	1	2	1	2009	500	0	 	1	1	 
150020	1	6	2	10	3	2008	6000	0	 	0	 	 
150021	1	8	1	2	4	2007	500	0	 	1	1	 
150025	1	8	1	3	7	2008	1000	0	 	1	1	 
150025	2	10	2	1	10	2008	300	0	 	0	 	 
150026	1	1	1	1	7	2008	250	6	 	1	1	 
150027	1	10	1	10	11	2008	2000	0	 	0	 	 
150032	1	10	2	7	5	2008	300	0	 	0	 	 
150033	1	4	2	15	1	2007	600	-77	1200	1	1	 
150033	2	10	2	15	7	2008	400	400	 	1	1	 
150033	3	7	2	1	7	2008	200	-77	400	1	1	 
150034	1	8	1	7	77	2006	400	0	 	0	 	 
150035	1	1	1	1	8	2008	550	-77	200	0	 	 
150035	2	1	1	1	8	2007	610	-77	130	1	1	 
150035	3	8	1	8	10	2007	1700	0	 	0	 	 
150038	1	4	1	1	8	2008	300	300	 	1	1	 
150039	1	8	2	15	2	2007	500	0	 	1	1	 
150039	2	7	2	3	9	2008	2000	16	 	0	 	 
150043	1	8	1	8	5	2007	400	0	 	0	 	 
150043	2	7	1	1	7	2008	444	-77	778	1	1	 
150046	1	7	1	1	7	2006	-77	600	 	1	1	 
150046	2	7	1	1	12	2008	350	-77	400	0	 	 
150047	1	10	2	3	2	2009	1000	0	 	1	1	 
150050	1	8	1	1	8	2007	400	0	 	1	1	 
150050	2	8	1	2	1	2009	300	0	 	0	 	 
150054	1	10	1	2	1	2009	500	0	 	0	 	 
150056	1	7	1	1	9	2006	430	-77	470	1	1	 
150057	1	8	2	7	10	2008	5000	0	 	0	 	 
150058	1	7	1	8	5	2008	2000	11	 	0	 	 
150060	1	8	1	2	4	2008	3000	0	 	0	 	 
150060	2	1	1	1	9	2007	321	-77	57	1	1	 
150060	3	1	1	1	8	2008	288	-77	45	1	1	 
150061	1	8	1	16	3	2008	2000	0	 	1	1	 
150064	1	1	1	1	9	2008	250	6	 	1	1	 
150065	1	8	1	2	9	2008	100	0	 	1	1	 
150066	1	8	1	3	8	2008	700	0	 	1	1	 
150068	1	4	2	1	11	2008	200	20	 	0	 	 
150070	1	1	1	1	8	2007	380	-77	46	1	1	 
150070	2	1	1	1	10	2008	400	-77	0	0	 	 
150074	1	1	1	1	9	2008	700	10	 	1	1	 
150078	1	8	1	1	3	2009	500	0	 	0	 	 
150078	2	4	1	10	3	2008	3000	0	 	0	 	 
150078	3	10	2	3	1	2008	2000	0	 	0	 	 
150080	1	8	1	6	77	2006	200	0	 	1	1	 
150081	1	8	1	10	4	2009	800	0	 	0	 	 
150082	1	10	1	1	8	2008	300	0	 	1	1	 
150084	1	8	1	15	12	2008	2000	0	 	1	1	 
150084	2	8	1	2	9	2008	500	0	 	1	1	 
150084	3	7	1	1	8	2008	200	-77	250	1	1	 
150085	1	10	1	6	11	2008	2000	0	 	0	 	 
150086	1	7	1	1	7	2006	200	-77	400	1	1	 
150086	2	7	1	1	7	2007	400	-77	800	1	1	 
150086	3	7	1	1	7	2008	400	-77	800	1	1	 
150086	4	10	1	4	4	2008	2000	0	 	1	1	 
150089	1	1	1	1	8	2006	275	-77	145	1	0	6
150089	2	1	1	1	8	2007	378	-77	14	1	1	 
150089	3	1	1	1	8	2008	375	-77	68	1	1	 
150090	1	2	1	2	12	2008	1700	12	 	0	 	 
150090	2	10	1	2	5	2008	500	0	 	1	1	 
150090	3	10	1	1	2	2009	240	0	 	1	1	 
150091	1	8	2	7	9	2008	1000	0	 	1	1	 
150092	1	8	2	7	11	2008	3000	0	 	1	1	 
150092	2	10	2	7	4	2009	200	0	 	0	 	 
150093	1	10	1	1	11	2008	1000	0	 	1	1	 
150095	1	8	2	2	2	2009	200	0	 	0	 	 
150098	1	8	1	8	5	2008	2000	0	 	0	 	 
150098	2	1	1	1	10	2008	600	12	 	1	0	2
160001	1	7	1	3	5	2006	6000	15	 	0	 	 
160001	2	8	1	1	10	2008	2500	0	 	1	1	 
160001	3	1	1	1	10	2008	1600	15	 	0	 	 
